"a_o","pa_s","iso","instituci_n","acronimo","n_mero_de_instituciones","ciudad","tipo_de_instituci_n_en_el","tipo_de_instituci_n_bid","tipo_de_regulaci_n","propiedad","fuente","tasa_de_cambio","patrimonio","activos","obligaciones_con_instituciones","instrumentos_de_deuda_emitidos","dep_sitos_totales","otras_fuentes_de_financiaci","utilidad_neta","gastos_operativos","costos_derivados_de_fuentes","saldo_de_cartera_bruta","provisiones","saldo_de_cartera_comercial","saldo_de_cartera_a_mediana","saldo_de_cartera_a_peque","saldo_de_cartera_de_microcr","saldo_de_cartera_de_consumo","saldo_de_cartera_de_vivienda","saldo_otro_tipo_de_cartera","saldo_de_cartera_agropecuaria","saldo_de_cartera_a_mujeres","saldo_de_cartera_a_personas","n_mero_total_de_pr_stamos","n_mero_de_pr_stamos_de_cartera","n_mero_de_pr_stamos_de_cartera_1","n_mero_de_pr_stamos_de_cartera_2","n_mero_de_pr_stamos_de_cartera_3","n_mero_de_pr_stamos_de_cartera_4","n_mero_de_pr_stamos_de_cartera_5","n_mero_de_pr_stamos_otra","n_mero_de_pr_stamos_cartera","n_mero_de_pr_stamos_cartera_1","n_mero_de_pr_stamos_cartera_2","n_mero_total_de_prestatarios","n_mero_total_de_prestatarios_1","n_mero_de_prestatarios_cartera","n_mero_de_prestatarios_cartera_1","n_mero_de_prestatarios_cartera_2","n_mero_de_prestatarios_cartera_3","n_mero_de_prestatarios_cartera_4","n_mero_de_prestatarios_otra","n_mero_de_prestatarios_cartera_5","n_mero_de_prestatarios_cartera_6","n_mero_de_prestatarios_cartera_7","total_ingresos_por_intereses","ingresos_por_intereses_cartera","ingresos_por_intereses_cartera_1","ingresos_por_intereses_cartera_2","ingresos_por_intereses_cartera_3","ingresos_por_intereses_cartera_4","ingresos_por_intereses_cartera_5","ingresos_por_intereses_otra","ingresos_por_intereses_cartera_6","ingresos_por_intereses_cartera_7","ingresos_por_intereses_cartera_8","tasa_de_inter_s","tasa_de_inter_s_cartera","tasa_de_inter_s_cartera_a","tasa_de_inter_s_cartera_a_1","tasa_de_inter_s_cartera_de","tasa_de_inter_s_cartera_de_1","tasa_de_inter_s_cartera_de_2","tasa_de_inter_s_otra_cartera","tasa_de_inter_s_cartera_1","tasa_de_inter_s_cartera_2","tasa_de_inter_s_cartera_a_2","cartera_en_riesgo","cartera_en_riesgo_comercial","cartera_en_riesgo_a_mediana","cartera_en_riesgo_a_peque","cartera_en_riesgo_de_microcr","cartera_en_riesgo_de_consumo","cartera_en_riesgo_de_vivienda","cartera_en_riesgo_otra_cartera","cartera_en_riesgo_agropecuaria","cartera_en_riesgo_mujeres","cartera_en_riesgo_a_personas","dep_sitos_del_p_blico","dep_sitos_en_cuentas_simples","dep_sitos_en_cuentas_de_ahorro","dep_sitos_en_cuentas","dep_sitos_en_cuentas_a_plazo","otros_dep_sitos","dep_sitos_en_cuentas_con","n_mero_total_de_cuentas","n_mero_de_cuentas_simples","n_mero_de_cuentas_de_ahorro","n_mero_de_cuentas_corrientes","n_mero_de_cuentas_a_plazo","n_mero_de_otras_cuentas","n_mero_de_cuentas_con_saldo","n_mero_total_de_depositantes","n_mero_de_depositantes_cuentas","n_mero_de_depositantes_cuentas_1","n_mero_de_depositantes_cuentas_2","n_mero_de_depositantes_cuentas_3","n_mero_de_depositantes_otras","n_mero_de_depositantes_cuentas_4","n_mero_total_de_puntos_de","n_mero_de_oficinas","n_mero_de_cajeros_autom_ticos","n_mero_de_agentes","n_mero_de_otros_puntos_de","n_mero_de_tarjetas_d_bito","monto_de_las_transacciones","n_mero_de_tarjetas_de_cr","monto_de_las_transacciones_1"
"2005","Bolivia","BOL","Fondo de la Comunidad","FCO","1","Cochabamba","Fondos financieros privados","Instituciones no bancarias que captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","ASFI. Estadisticas. Intermediacion financiera, boletines, bancos.","8.079999924","3936536","23099950","125712","0","18644704",,"274383","987936","860330","18111026","627359","1685736",,,"10799189","2218340","5141778",,"164519",,,,"19",,,"771","399","246",,,,,"1572",,,,,,,,,,,"1773674",,,,,,,,,,,,,,,,,,,,,,"1061887",,,,,,,,,,,"18523490",,"1688243",,"14801804","2154656","201668","6113",,"5231",,"767","115","4746",,,,,,,,,,,,,,,,
"2005","Bolivia","BOL","Mutual Guapay","MGY","1","Santa Cruz","Mutuales de ahorro y prestamo","Instituciones no bancarias que captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","ASFI. Estadisticas. Intermediacion financiera, boletines, bancos.","8.079999924","-2396433","56364252","369712","0","51568000",,"-376950","3016778","2939476","39866168","3874221","8489517",,,"393943","6048932","24933776",,"798499",,,,"169",,,"20","1473","2649",,,,,"4269",,,,,,,,,,,"4623713",,,,,,,,,,,,,,,,,,,,,,"11666187",,,,,,,,,,,"51460488",,"11406531",,"35593468","4568004","1209235","23793",,"19872",,"3533","388","16228",,,,,,,,,,,,,,,,
"2005","Brasil","BRA","Agência de Fomento do Amapa S.A.","AF AMAPA","1","Curitiba","N1 - Não bancário de crédito","Instituciones no bancarias que no captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Pública","Banco Central do Brasil, Sistema Financeiro Nacional, Informacoes para analisis economico - financeira, Balancetes, Dezembro.","2.339999914","1861676","2295379","0","0",,,,"539206","0","1283073","337734",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2005","Bolivia","BOL","Mutual de ahorro y préstamo El Progreso","MPG","1","Oruro","Mutuales de ahorro y prestamo","Instituciones no bancarias que captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","ASFI. Estadisticas. Intermediacion financiera, boletines, bancos.","8.079999924","5727331","26166220","278953","0","19352982",,"479082","544019","414006","10670734","1175399","0",,,"3121756","3533385","4015594",,"11643",,,,,,,"416","842","551",,,,,"1809",,,,,,,,,,,"1328842",,,,,,,,,,,,,,,,,,,,,,"1668402",,,,,,,,,,,"19170418",,"10525138",,"8790815","37030","1682310","24958",,"23221",,"1729","8","18515",,,,,,,,,,,,,,,,
"2005","Bolivia","BOL","Mutual de ahorro y préstamo La Paz","MLP","1","La Paz","Mutuales de ahorro y prestamo","Instituciones no bancarias que captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","ASFI. Estadisticas. Intermediacion financiera, boletines, bancos.","8.079999924","8739955","121693904","7631559","0","101408344",,"811806","4315665","2868260","66568992","8735206","3677867",,,"870819","4416727","57603580",,"0",,,,"63",,,"84","456","4097",,,,,"4748",,,,,,,,,,,"5810745",,,,,,,,,,,,,,,,,,,,,,"14359720",,,,,,,,,,,"100525096",,"43497928",,"57575704","334712","3890100","69080",,"61712",,"7319","49","48450",,,,,,,,,,,,,,,,
"2005","Bolivia","BOL","Mutual de ahorro y préstamo La Plata","MPL","1","Sucre","Mutuales de ahorro y prestamo","Instituciones no bancarias que captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","ASFI. Estadisticas. Intermediacion financiera, boletines, bancos.","8.079999924","4859194","23348618","1615985","0","17341548",,"460818","756273","617494","17754636","695812","1319069",,,"16201","2562291","13857075",,"7796",,,,"17",,,"1","383","889",,,,,"1290",,,,,,,,,,,"1756572",,,,,,,,,,,,,,,,,,,,,,"782648",,,,,,,,,,,"16089805",,"4362050",,"12565176","414322","497828","8859",,"7473",,"1350","36","5840",,,,,,,,,,,,,,,,
"2005","Bolivia","BOL","Mutual de ahorro y préstamo La Primera","ML1","1","La Paz","Mutuales de ahorro y prestamo","Instituciones no bancarias que captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","ASFI. Estadisticas. Intermediacion financiera, boletines, bancos.","8.079999924","31933302","222674288","1288420","0","177098192",,"3932679","6112432","4577245","101453344","3645837","6904172",,,"933606","14994339","78621232",,"0",,,,"176",,,"87","1335","4394",,,,,"5992",,,,,,,,,,,"9687695",,,,,,,,,,,,,,,,,,,,,,"6927856",,,,,,,,,,,"175846480",,"75267688",,"100934496","896012","7151578","151750",,"139840",,"11797","113","115530",,,,,,,,,,,,,,,,
"2005","Bolivia","BOL","Mutual de ahorro y préstamo La Promotora","MPR","1","Cochabamba","Mutuales de ahorro y prestamo","Instituciones no bancarias que captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","ASFI. Estadisticas. Intermediacion financiera, boletines, bancos.","8.079999924","4705849","32129846","4085846","0","25089650",,"922110","1113681","635878","25612478","1716953","0",,,"4611373","4384003","16617102",,"0",,,,,,,"286","659","1530",,,,,"2475",,,,,,,,,,,"2703103",,,,,,,,,,,,,,,,,,,,,,"1158066",,,,,,,,,,,"22463698",,"11721159",,"13219719","148771","1447137","26526",,"24807",,"1664","55","20658",,,,,,,,,,,,,,,,
"2005","Bolivia","BOL","Mutual de ahorro y préstamo Paitití","MPY","1","Trinidad","Mutuales de ahorro y prestamo","Instituciones no bancarias que captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","ASFI. Estadisticas. Intermediacion financiera, boletines, bancos.","8.079999924","282002","4407433","110688","0","3621153",,"19745","286191","164828","3043318","74749","0",,,"58100","1213065","1772153",,"46517",,,,,,,"21","356","283",,,,,"660",,,,,,,,,,,"422411",,,,,,,,,,,,,,,,,,,,,,"271721",,,,,,,,,,,"3623904",,"2145321",,"1318380","157452","482252","14401",,"14273",,"115","13","13505",,,,,,,,,,,,,,,,
"2005","Bolivia","BOL","Mutual de ahorro y préstamo Pando","MPD","1","Cobija","Mutuales de ahorro y prestamo","Instituciones no bancarias que captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","ASFI. Estadisticas. Intermediacion financiera, boletines, bancos.","8.079999924","680480","4291499","88938","0","3254424",,"18944","260711","258159","3645710","371798","0",,,"751132","237779","2656799",,"0",,,,,,,"153","220","408",,,,,"781",,,,,,,,,,,"631217",,,,,,,,,,,,,,,,,,,,,,"217866",,,,,,,,,,,"3208171",,"1416696",,"1837728","0","190359","3731",,"3654",,"77","0","3265",,,,,,,,,,,,,,,,
"2005","Bolivia","BOL","Mutual de ahorro y préstamo Potosí","MPT","1","Potosi","Mutuales de ahorro y prestamo","Instituciones no bancarias que captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","ASFI. Estadisticas. Intermediacion financiera, boletines, bancos.","8.079999924","1279310","6692999","330740","0","4978993",,"30485","424927","176299","3968925","308458","0",,,"1371079","735729","1862118",,"0",,,,,,,"236","358","319",,,,,"913",,,,,,,,,,,"424935",,,,,,,,,,,,,,,,,,,,,,"445379",,,,,,,,,,,"4868283",,"1482380",,"3438338","58274","323556","8295",,"7716",,"572","7","7061",,,,,,,,,,,,,,,,
"2005","Brasil","BRA","ASB S.A. Crédito, Financiamento e Investimento.","ASB CFI","1","Belo Horizonte","N1 - Não bancário de crédito","Instituciones no bancarias que captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","Banco Central do Brasil, Sistema Financeiro Nacional, Informacoes para analisis economico - financeira, Balancetes, Dezembro.","2.339999914","8439698","36457728","5496097","23915082",,,,"9832040","3794922","32452420","32884784",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2005","Brasil","BRA","Acredita Sociedade de Crédito ao Microempreendedor e a Empresario de pequeno porte","ACREDITA SCM","1","Salvador","N1 - Não bancário de crédito","Instituciones no bancarias que no captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","Banco Central do Brasil, Sistema Financeiro Nacional, Informacoes para analisis economico - financeira, Balancetes, Dezembro.","2.339999914","579607","583923","0","0",,,,"81242","0","277466","87765",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2005","Brasil","BRA","Banco Cedula S.A.","CEDULA","1","Sao Paulo","B1 - Banco comercial, banco múltiplo com carteira comercial ou caixa economica","Bancos","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","Banco Central do Brasil, Sistema Financeiro Nacional, Informacoes para analisis economico - financeira, Balancetes, Dezembro.","2.339999914","17074426","54088224","65832","0","34605884",,,"3107766","3334410","43072460","1534590",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3177779","31428104","0",,,,,,,,,,,,,,,,,,,,,,,,
"2005","Brasil","BRA","Agoracred S.A. - Uniletra Crédito, Financiamento e Investimento.","AGORACRED CFI","1","Sao Paulo","N1 - Não bancário de crédito","Instituciones no bancarias que captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Pública","Banco Central do Brasil, Sistema Financeiro Nacional, Informacoes para analisis economico - financeira, Balancetes, Dezembro.","2.339999914","3956665","9581423","1086","0",,"4952442",,"687384","432563","6008078","1368033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,
"2005","Brasil","BRA","Agência Fomento do Estado da Bahía","AF BAHIA","1","Salvador","N1 - Não bancário de crédito","Instituciones no bancarias que no captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Pública","Banco Central do Brasil, Sistema Financeiro Nacional, Informacoes para analisis economico - financeira, Balancetes, Dezembro.","2.339999914","136080096","271157248","121502664","0",,,,"8047266","5399349","131902152","23773862",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2005","Chile","CHL","Citibank","CITIBANK CHILE","1","Huechuraba","Bancos","Bancos","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","SBIF. Base de datos. Información financiera.","514.210022","515789824","3013420544","152642880","104125352","1762387072",,"33037084","173244000","71779232","1628529280","34703720",,,,,,,,"36158376",,,,,,,,,,,,,,,,,,,,,,,,,"238145104",,,,,,,,,,,,,,,,,,,,,,"9275004",,,,,,,,,,,"1895567872",,"1164385536","361316640",,,,,,"17984","52519",,,,,,,,,,,"122","64","58",,,,,,
"2005","Brasil","BRA","Agência de Fomento do Estado de Goiás","AF GOIÁS","1","Londrina","N1 - Não bancário de crédito","Instituciones no bancarias que no captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Pública","Banco Central do Brasil, Sistema Financeiro Nacional, Informacoes para analisis economico - financeira, Balancetes, Dezembro.","2.339999914","33793140","36301372","0","0",,,,"2039343","0","8974256","788054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2005","Brasil","BRA","Agência de Fomento do Estado de Rio de Janeiro S.A.","AF RIO DE JANEIRO","1","Sao Paulo","N1 - Não bancário de crédito","Instituciones no bancarias que no captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Pública","Banco Central do Brasil, Sistema Financeiro Nacional, Informacoes para analisis economico - financeira, Balancetes, Dezembro.","2.339999914","2232627","5621399","0","0",,,,"576786","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2005","Brasil","BRA","Agência de Fomento do Estado de Roraima S.A.","AF RORAIMA","1","Paulinia","N1 - Não bancário de crédito","Instituciones no bancarias que no captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Pública","Banco Central do Brasil, Sistema Financeiro Nacional, Informacoes para analisis economico - financeira, Balancetes, Dezembro.","2.339999914","1962866","2544803","0","0",,,,"285143","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2005","Brasil","BRA","Agência de Fomento do Estado de Santa Catarina S.A.","AF SANTA CATARINA","1","Santos","N1 - Não bancário de crédito","Instituciones no bancarias que no captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Pública","Banco Central do Brasil, Sistema Financeiro Nacional, Informacoes para analisis economico - financeira, Balancetes, Dezembro.","2.339999914","127282776","310426496","155314800","0",,,,"5960047","8586054","172155024","54895144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2005","Brasil","BRA","Agência de Fomento do Estado do Amazonas S.A.","AF AMAZONAS","1","Goiana","N1 - Não bancário de crédito","Instituciones no bancarias que no captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Pública","Banco Central do Brasil, Sistema Financeiro Nacional, Informacoes para analisis economico - financeira, Balancetes, Dezembro.","2.339999914","32707710","49218636","1470352","0",,,,"2915620","74536","11734943","3548161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2005","Brasil","BRA","Agência de Fomento do Estado do Tocantins S.A.","AF TOCANTINS","1","Belo Horizonte","N1 - Não bancário de crédito","Instituciones no bancarias que no captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Pública","Banco Central do Brasil, Sistema Financeiro Nacional, Informacoes para analisis economico - financeira, Balancetes, Dezembro.","2.339999914","3425529","3911274","0","0",,,,"132045","0","129198","18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2005","Brasil","BRA","Agência de Fomento do Parana S.A.","AF PARANÁ","1","Itauna","N1 - Não bancário de crédito","Instituciones no bancarias que no captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Pública","Banco Central do Brasil, Sistema Financeiro Nacional, Informacoes para analisis economico - financeira, Balancetes, Dezembro.","2.339999914","245179568","286606368","1155253","0",,,,"1626125","52896","110079272","662293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2005","Brasil","BRA","Agência de Fomento do Rio Grande do Norte S.A.","AF RIO GRANDE DO NORTE","1","Barueri","N1 - Não bancário de crédito","Instituciones no bancarias que no captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Pública","Banco Central do Brasil, Sistema Financeiro Nacional, Informacoes para analisis economico - financeira, Balancetes, Dezembro.","2.339999914","3841155","7985298","1815049","0",,,,"721303","97861","1450483","2863698",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2005","Brasil","BRA","Aldrava Sociedade de Crédito ao Microempreendedor","ALDRAVA SCM","1","Recife","N1 - Não bancário de crédito","Instituciones no bancarias que no captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","Banco Central do Brasil, Sistema Financeiro Nacional, Informacoes para analisis economico - financeira, Balancetes, Dezembro.","2.339999914","156348","168180","0","0",,,,"24407","0","129321","47200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2005","Brasil","BRA","Apeal - Crédito Imobiliario S.A.","APEAL CI","1","Maceio","N1 - Não bancário de crédito","Instituciones no bancarias que captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","Banco Central do Brasil, Sistema Financeiro Nacional, Informacoes para analisis economico - financeira, Balancetes, Dezembro.","2.339999914","862524","1008590","0","0",,,,"220293","0","442632","111740",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2005","Brasil","BRA","Apemat Crédito Imobiliario S.A.","APEMAT CI","1","Boa Vista","N1 - Não bancário de crédito","Instituciones no bancarias que captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","Banco Central do Brasil, Sistema Financeiro Nacional, Informacoes para analisis economico - financeira, Balancetes, Dezembro.","2.339999914","1862665","1846162","0","0",,,,"280522","0","53987","596713",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2005","Brasil","BRA","Associacao de Poupanca e Emprestimo - Poupex","APE POUPEX","1","Macapa","N1 - Não bancário de crédito","Instituciones no bancarias que captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","Banco Central do Brasil, Sistema Financeiro Nacional, Informacoes para analisis economico - financeira, Balancetes, Dezembro.","2.339999914","552365312","610323008","1279231","13248484","20539282",,,"11974120","22521346","217384352","36320108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20539282",,,,,,,,,,,,,,,,,,,,,,,,
"2005","Brasil","BRA","Associacao de Poupanca e Emprestimo de Pernambuco - Apepe","APE PERNAMBUCO","1","Natal","N1 - Não bancário de crédito","Instituciones no bancarias que captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","Banco Central do Brasil, Sistema Financeiro Nacional, Informacoes para analisis economico - financeira, Balancetes, Dezembro.","2.339999914","2420006","13792413","1561473","0",,,,"213428","488","5864572","6102611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2005","Brasil","BRA","Banco Capital S.A.","CAPITAL","1","Sao Paulo","B1 - Banco comercial, banco múltiplo com carteira comercial ou caixa economica","Bancos","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","Banco Central do Brasil, Sistema Financeiro Nacional, Informacoes para analisis economico - financeira, Balancetes, Dezembro.","2.339999914","11444076","15492890","0","0","2228442",,,"633021","2079","4270814","420319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2228442",,"0",,,,,,,,,,,,,,,,,,,,,,,,
"2005","Brasil","BRA","Atlanta Sociedade de Crédito ao Microempreendedor Ltda.","ATLANTA SCM","1","Curitiba","N1 - Não bancário de crédito","Instituciones no bancarias que no captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","Banco Central do Brasil, Sistema Financeiro Nacional, Informacoes para analisis economico - financeira, Balancetes, Dezembro.","2.339999914","365373","457682","0","0",,,,"16360","0","311823","19623",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2005","Brasil","BRA","Atria S.A. Crédito, Financiamento e Investimento.","ATRIA CFI","1","Rio de Janeiro","N1 - Não bancário de crédito","Instituciones no bancarias que captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","Banco Central do Brasil, Sistema Financeiro Nacional, Informacoes para analisis economico - financeira, Balancetes, Dezembro.","2.339999914","9372648","11903956","0","0",,,,"89865","0","9929473","492755",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2005","Brasil","BRA","Audax Sociedade de Crédito ao Microempreendedor S.A.","AUDAX SCM","1","Maringa","N1 - Não bancário de crédito","Instituciones no bancarias que no captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","Banco Central do Brasil, Sistema Financeiro Nacional, Informacoes para analisis economico - financeira, Balancetes, Dezembro.","2.339999914","46808","53751","0","0",,,,"0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2005","Brasil","BRA","BBVA Brasil Banco Multiplo S.A.","BBVA BRASIL","1","Rio de Janeiro","B2 - Banco múltiplo sem carteria comercial e banco de investimento","Bancos","Instituciones reguladas y supervisadas por la autoridad financiera","Mixta","Banco Central do Brasil, Sistema Financeiro Nacional, Informacoes para analisis economico - financeira, Balancetes, Dezembro.","2.339999914","27831482","35392880","0","0",,,,"300011","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,
"2005","Brasil","BRA","BMW Financeira S.A. Crédito, Financiamento e Investimento.","BMW CFI","1","Sao Paulo","N1 - Não bancário de crédito","Instituciones no bancarias que captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Mixta","Banco Central do Brasil, Sistema Financeiro Nacional, Informacoes para analisis economico - financeira, Balancetes, Dezembro.","2.339999914","20528114","73768224","0","0","39462168",,,"1554412","5111424","59434508","3312480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,
"2005","Brasil","BRA","BSCM Brasil Sociedade de Crédito ao Microempreendedor","BSCM BRASIL SCM","1","Itapema","N1 - Não bancário de crédito","Instituciones no bancarias que no captan depósitos o recursos del público","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","Banco Central do Brasil, Sistema Financeiro Nacional, Informacoes para analisis economico - financeira, Balancetes, Dezembro.","2.339999914","186244","243095","46342","0",,,,"34493","2150","130815","6005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2005","Brasil","BRA","Banco A.J. Renner S.A.","A.J. RENNER","1","Porto Alegre","B1 - Banco comercial, banco múltiplo com carteira comercial ou caixa economica","Bancos","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","Banco Central do Brasil, Sistema Financeiro Nacional, Informacoes para analisis economico - financeira, Balancetes, Dezembro.","2.339999914","23581776","73394736","2585","0","44546228",,,"4141651","4048659","62001528","2673825",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"102798","44289832","12524",,,,,,,,,,,,,,,,,,,,,,,,
