"iddate","year","idgeo","isoalpha3","source","indicator","area","quintile","sex","education_level","age","ethnicity","value","se","cv","sample"
"year","1970","country","ARG","IPUMS","tasa_financiero_PHC","Total","Total","Total","Total","15_29","Total","0.014884875","0.047682215","3.2034006","64495.0"
"year","1970","country","ARG","IPUMS","nivel_financiero_PHC","Total","Total","Total","Total","15_29","Total","48000.0","1537.6322","3.2034006","64495.0"
"year","1970","country","ARG","IPUMS","tasa_servicios_PHC","Total","Total","Total","Total","15_29","Total","0.039708505","0.076892443","1.9364225","64495.0"
"year","1970","country","ARG","IPUMS","nivel_servicios_PHC","Total","Total","Total","Total","15_29","Total","128050.0","2479.5891","1.9364225","64495.0"
"year","1970","country","ARG","IPUMS","empleo_publico_PHC","Total","Total","Total","Total","15_29","Total","0.061980166","0.09944278","1.604429","58793.0"
"year","1970","country","ARG","IPUMS","tasa_ocupacion_PHC","Total","Total","Total","Total","15_64","Total","0.56977699","0.091203794","0.16006927","294696.0"
"year","1970","country","ARG","IPUMS","tasa_desocupacion_PHC","Total","Total","Total","Total","15_64","Total","0.019371831000000003","0.033308219","1.7194151000000002","171228.0"
"year","1970","country","ARG","IPUMS","tasa_participacion_PHC","Total","Total","Total","Total","15_64","Total","0.58103264","0.090887465","0.15642402","294696.0"
"year","1970","country","ARG","IPUMS","tasa_asalariados_PHC","Total","Total","Total","Total","15_64","Total","0.72639671","0.10879509","0.14977366","167911.0"
"year","1970","country","ARG","IPUMS","tasa_independientes_PHC","Total","Total","Total","Total","15_64","Total","0.16057316","0.089596204","0.5579775","167911.0"
"year","1970","country","ARG","IPUMS","tasa_patrones_PHC","Total","Total","Total","Total","15_64","Total","0.057435188","0.05678143400000001","0.98861754","167911.0"
"year","1970","country","ARG","IPUMS","tasa_sinremuneracion_PHC","Total","Total","Total","Total","15_64","Total","0.028920083","0.040896766","1.4141303","167911.0"
"year","1970","country","ARG","IPUMS","nivel_asalariados_PHC","Total","Total","Total","Total","15_64","Total","6098500.0","9133.9463","0.14977366","167916.0"
"year","1970","country","ARG","IPUMS","nivel_independientes_PHC","Total","Total","Total","Total","15_64","Total","1348100.0","7522.0942","0.5579775","167916.0"
"year","1970","country","ARG","IPUMS","nivel_patrones_PHC","Total","Total","Total","Total","15_64","Total","482200.0","4767.1138","0.98861754","167916.0"
"year","1970","country","ARG","IPUMS","nivel_sinremuneracion_PHC","Total","Total","Total","Total","15_64","Total","242800.0","3433.5085","1.4141303","167916.0"
"year","1970","country","ARG","IPUMS","tasa_agro_PHC","Total","Total","Total","Total","15_64","Total","0.14047321999999998","0.084798507","0.60366315","167911.0"
"year","1970","country","ARG","IPUMS","nivel_agro_PHC","Total","Total","Total","Total","15_64","Total","1179350.0","7119.3008","0.60366315","167916.0"
"year","1970","country","ARG","IPUMS","tasa_minas_PHC","Total","Total","Total","Total","15_64","Total","0.005086028","0.017359765","3.4132266","167911.0"
"year","1970","country","ARG","IPUMS","nivel_minas_PHC","Total","Total","Total","Total","15_64","Total","42700.0","1457.4478","3.4132266","167916.0"
"year","1970","country","ARG","IPUMS","tasa_industria_PHC","Total","Total","Total","Total","15_64","Total","0.20338156","0.098229669","0.48298219","167911.0"
"year","1970","country","ARG","IPUMS","nivel_industria_PHC","Total","Total","Total","Total","15_64","Total","1707500.0","8246.9209","0.48298219","167916.0"
"year","1970","country","ARG","IPUMS","tasa_sspublicos_PHC","Total","Total","Total","Total","15_64","Total","0.011345296000000001","0.025845917000000003","2.2781174","167911.0"
"year","1970","country","ARG","IPUMS","nivel_sspublicos_PHC","Total","Total","Total","Total","15_64","Total","95250.0","2169.907","2.2781174","167916.0"
"year","1970","country","ARG","IPUMS","tasa_construccion_PHC","Total","Total","Total","Total","15_64","Total","0.08121564900000001","0.06666354099999999","0.8208214","167911.0"
"year","1970","country","ARG","IPUMS","nivel_construccion_PHC","Total","Total","Total","Total","15_64","Total","681850.0","5596.7705","0.8208214","167916.0"
"year","1970","country","ARG","IPUMS","tasa_comercio_PHC","Total","Total","Total","Total","15_64","Total","0.13463084","0.083298028","0.61871427","167911.0"
"year","1970","country","ARG","IPUMS","nivel_comercio_PHC","Total","Total","Total","Total","15_64","Total","1130300.0","6993.3276","0.61871427","167916.0"
"year","1970","country","ARG","IPUMS","tasa_transporte_PHC","Total","Total","Total","Total","15_64","Total","0.064569921","0.059976693","0.92886424","167911.0"
"year","1970","country","ARG","IPUMS","nivel_transporte_PHC","Total","Total","Total","Total","15_64","Total","542100.0","5035.373","0.92886424","167916.0"
"year","1970","country","ARG","IPUMS","tasa_financiero_PHC","Total","Total","Total","Total","15_64","Total","0.015645193","0.030285031","1.9357404","167911.0"
"year","1970","country","ARG","IPUMS","nivel_financiero_PHC","Total","Total","Total","Total","15_64","Total","131350.0","2542.595","1.9357404","167916.0"
"year","1970","country","ARG","IPUMS","tasa_servicios_PHC","Total","Total","Total","Total","15_64","Total","0.034256244","0.044387690999999986","1.2957548","167911.0"
"year","1970","country","ARG","IPUMS","nivel_servicios_PHC","Total","Total","Total","Total","15_64","Total","287600.0","3726.5906","1.2957548","167916.0"
"year","1970","country","ARG","IPUMS","empleo_publico_PHC","Total","Total","Total","Total","15_64","Total","0.068758717","0.064154819","0.93304271","155573.0"
"year","1970","country","ARG","IPUMS","tasa_ocupacion_PHC","Total","Total","Total","Total","25_64","Total","0.58149834","0.10628223","0.18277307","215440.0"
"year","1970","country","ARG","IPUMS","tasa_desocupacion_PHC","Total","Total","Total","Total","25_64","Total","0.011309199","0.029705765","2.6266901","126711.0"
"year","1970","country","ARG","IPUMS","tasa_participacion_PHC","Total","Total","Total","Total","25_64","Total","0.58814983","0.10603554","0.18028662","215440.0"
"year","1970","country","ARG","IPUMS","tasa_asalariados_PHC","Total","Total","Total","Total","25_64","Total","0.6922444200000001","0.13040583","0.18838120000000005","125278.0"
"year","1970","country","ARG","IPUMS","tasa_independientes_PHC","Total","Total","Total","Total","25_64","Total","0.19346573","0.11160349","0.57686436","125278.0"
"year","1970","country","ARG","IPUMS","tasa_patrones_PHC","Total","Total","Total","Total","25_64","Total","0.07255065","0.073287532","1.0101568","125278.0"
"year","1970","country","ARG","IPUMS","tasa_sinremuneracion_PHC","Total","Total","Total","Total","25_64","Total","0.018431009","0.038001373","2.0618174","125278.0"
"year","1970","country","ARG","IPUMS","nivel_asalariados_PHC","Total","Total","Total","Total","25_64","Total","4336150.0","8168.4907","0.18838120000000005","125283.0"
"year","1970","country","ARG","IPUMS","nivel_independientes_PHC","Total","Total","Total","Total","25_64","Total","1211850.0","6990.731","0.57686436","125283.0"
"year","1970","country","ARG","IPUMS","nivel_patrones_PHC","Total","Total","Total","Total","25_64","Total","454450.0","4590.6577","1.0101568","125283.0"
"year","1970","country","ARG","IPUMS","nivel_sinremuneracion_PHC","Total","Total","Total","Total","25_64","Total","115450.0","2380.3682","2.0618174","125283.0"
"year","1970","country","ARG","IPUMS","tasa_agro_PHC","Total","Total","Total","Total","25_64","Total","0.14060729","0.098211892","0.69848365","125278.0"
"year","1970","country","ARG","IPUMS","nivel_agro_PHC","Total","Total","Total","Total","25_64","Total","880750.0","6151.8945","0.69848365","125283.0"
"year","1970","country","ARG","IPUMS","tasa_minas_PHC","Total","Total","Total","Total","25_64","Total","0.005523715","0.020940024","3.7909312000000006","125278.0"
"year","1970","country","ARG","IPUMS","nivel_minas_PHC","Total","Total","Total","Total","25_64","Total","34600.0","1311.6622","3.7909312000000006","125283.0"
"year","1970","country","ARG","IPUMS","tasa_industria_PHC","Total","Total","Total","Total","25_64","Total","0.20053001","0.11312409","0.56412548","125278.0"
"year","1970","country","ARG","IPUMS","nivel_industria_PHC","Total","Total","Total","Total","25_64","Total","1256100.0","7085.98","0.56412548","125283.0"
"year","1970","country","ARG","IPUMS","tasa_sspublicos_PHC","Total","Total","Total","Total","25_64","Total","0.013513945","0.032621272","2.413897","125278.0"
"year","1970","country","ARG","IPUMS","nivel_sspublicos_PHC","Total","Total","Total","Total","25_64","Total","84650.0","2043.3638","2.413897","125283.0"
"year","1970","country","ARG","IPUMS","tasa_construccion_PHC","Total","Total","Total","Total","25_64","Total","0.08374176","0.078260802","0.93454933","125278.0"
"year","1970","country","ARG","IPUMS","nivel_construccion_PHC","Total","Total","Total","Total","25_64","Total","524550.0","4902.1787","0.93454933","125283.0"
"year","1970","country","ARG","IPUMS","tasa_comercio_PHC","Total","Total","Total","Total","25_64","Total","0.13361485","0.096127398","0.71943653","125278.0"
"year","1970","country","ARG","IPUMS","nivel_comercio_PHC","Total","Total","Total","Total","25_64","Total","836950.0","6021.3237","0.71943653","125283.0"
"year","1970","country","ARG","IPUMS","tasa_transporte_PHC","Total","Total","Total","Total","25_64","Total","0.075304523","0.074554563","0.99004096","125278.0"
"year","1970","country","ARG","IPUMS","nivel_transporte_PHC","Total","Total","Total","Total","25_64","Total","471700.0","4670.0234","0.99004096","125283.0"
"year","1970","country","ARG","IPUMS","tasa_financiero_PHC","Total","Total","Total","Total","25_64","Total","0.016810613000000002","0.036322415","2.1606834","125278.0"
"year","1970","country","ARG","IPUMS","nivel_financiero_PHC","Total","Total","Total","Total","25_64","Total","105300.0","2275.1997","2.1606834","125283.0"
"year","1970","country","ARG","IPUMS","tasa_servicios_PHC","Total","Total","Total","Total","25_64","Total","0.032144511","0.049833685","1.5503016","125278.0"
"year","1970","country","ARG","IPUMS","nivel_servicios_PHC","Total","Total","Total","Total","25_64","Total","201350.0","3121.5322","1.5503016","125283.0"
"year","1970","country","ARG","IPUMS","empleo_publico_PHC","Total","Total","Total","Total","25_64","Total","0.072020574","0.075568289","1.0492598","117036.0"
"year","1970","country","ARG","IPUMS","tasa_ocupacion_PHC","Total","Total","Total","Total","65+","Total","0.15508039","0.20283918","1.3079616000000005","31848.0"
"year","1970","country","ARG","IPUMS","tasa_desocupacion_PHC","Total","Total","Total","Total","65+","Total","0.011211212","0.14898884","13.289273","4995.0"
"year","1970","country","ARG","IPUMS","tasa_participacion_PHC","Total","Total","Total","Total","65+","Total","0.15683873","0.20377351","1.2992549999999998","31848.0"
"year","1970","country","ARG","IPUMS","tasa_asalariados_PHC","Total","Total","Total","Total","65+","Total","0.39238712","0.69485682","1.7708451","4939.0"
"year","1970","country","ARG","IPUMS","tasa_independientes_PHC","Total","Total","Total","Total","65+","Total","0.40048592","0.69729698","1.7411273","4939.0"
"year","1970","country","ARG","IPUMS","tasa_patrones_PHC","Total","Total","Total","Total","65+","Total","0.12593642","0.47214094","3.7490418","4939.0"
"year","1970","country","ARG","IPUMS","tasa_sinremuneracion_PHC","Total","Total","Total","Total","65+","Total","0.038671796","0.27438316","7.095175299999998","4939.0"
"year","1970","country","ARG","IPUMS","nivel_asalariados_PHC","Total","Total","Total","Total","65+","Total","96900.0","1715.9489","1.7708451","4939.0"
"year","1970","country","ARG","IPUMS","nivel_independientes_PHC","Total","Total","Total","Total","65+","Total","98900.0","1721.9749","1.7411273","4939.0"
"year","1970","country","ARG","IPUMS","nivel_patrones_PHC","Total","Total","Total","Total","65+","Total","31100.0","1165.952","3.7490418","4939.0"
"year","1970","country","ARG","IPUMS","nivel_sinremuneracion_PHC","Total","Total","Total","Total","65+","Total","9550.0","677.5892299999998","7.095175299999998","4939.0"
"year","1970","country","ARG","IPUMS","tasa_agro_PHC","Total","Total","Total","Total","65+","Total","0.35958694","0.68289906","1.8991207","4939.0"
"year","1970","country","ARG","IPUMS","nivel_agro_PHC","Total","Total","Total","Total","65+","Total","88800.0","1686.4192","1.8991207","4939.0"
"year","1970","country","ARG","IPUMS","tasa_minas_PHC","Total","Total","Total","Total","65+","Total","0.0026321119000000002","0.072912887","27.701290000000004","4939.0"
"year","1970","country","ARG","IPUMS","nivel_minas_PHC","Total","Total","Total","Total","65+","Total","650.0","180.05838","27.701290000000004","4939.0"
"year","1970","country","ARG","IPUMS","tasa_industria_PHC","Total","Total","Total","Total","65+","Total","0.10244988","0.43152857","4.2120943","4939.0"
"year","1970","country","ARG","IPUMS","nivel_industria_PHC","Total","Total","Total","Total","65+","Total","25300.0","1065.6598","4.2120943","4939.0"
"year","1970","country","ARG","IPUMS","tasa_sspublicos_PHC","Total","Total","Total","Total","65+","Total","0.0022271714999999997","0.067083716","30.120590000000004","4939.0"
"year","1970","country","ARG","IPUMS","nivel_sspublicos_PHC","Total","Total","Total","Total","65+","Total","550.0","165.66324","30.120590000000004","4939.0"
"year","1970","country","ARG","IPUMS","tasa_construccion_PHC","Total","Total","Total","Total","65+","Total","0.056489167","0.32853413","5.815878400000001","4939.0"
"year","1970","country","ARG","IPUMS","nivel_construccion_PHC","Total","Total","Total","Total","65+","Total","13950.0","811.315","5.815878400000001","4939.0"
"year","1970","country","ARG","IPUMS","tasa_comercio_PHC","Total","Total","Total","Total","65+","Total","0.16906256","0.53337461","3.1548948","4939.0"
"year","1970","country","ARG","IPUMS","nivel_comercio_PHC","Total","Total","Total","Total","65+","Total","41750.0","1317.1686","3.1548948","4939.0"
"year","1970","country","ARG","IPUMS","tasa_transporte_PHC","Total","Total","Total","Total","65+","Total","0.021866775","0.20812096","9.5176802","4939.0"
"year","1970","country","ARG","IPUMS","nivel_transporte_PHC","Total","Total","Total","Total","65+","Total","5400.0","513.95471","9.5176802","4939.0"
"year","1970","country","ARG","IPUMS","tasa_financiero_PHC","Total","Total","Total","Total","65+","Total","0.0038469326","0.088093683","22.899721","4939.0"
"year","1970","country","ARG","IPUMS","nivel_financiero_PHC","Total","Total","Total","Total","65+","Total","950.0","217.54736","22.899721","4939.0"
"year","1970","country","ARG","IPUMS","tasa_servicios_PHC","Total","Total","Total","Total","65+","Total","0.027333469","0.23203517","8.489049900000001","4939.0"
"year","1970","country","ARG","IPUMS","nivel_servicios_PHC","Total","Total","Total","Total","65+","Total","6750.0","573.01086","8.489049900000001","4939.0"
"year","1970","country","ARG","IPUMS","empleo_publico_PHC","Total","Total","Total","Total","65+","Total","0.031834371","0.26196992","8.2291536","4492.0"
"year","1970","country","ARG","IPUMS","tasa_ocupacion_PHC","Total","Total","men","Total","Total","Total","0.72269554","0.1048869","0.14513291","182168.0"
"year","1970","country","ARG","IPUMS","tasa_desocupacion_PHC","Total","Total","men","Total","Total","Total","0.019373869","0.037618332","1.9417046","134253.0"
"year","1970","country","ARG","IPUMS","tasa_participacion_PHC","Total","Total","men","Total","Total","Total","0.73697357","0.10315512","0.13997127","182168.0"
"year","1970","country","ARG","IPUMS","tasa_asalariados_PHC","Total","Total","men","Total","Total","Total","0.69452797","0.12694585","0.18278003","131652.0"
"year","1970","country","ARG","IPUMS","tasa_independientes_PHC","Total","Total","men","Total","Total","Total","0.1785009","0.10553868","0.59125018","131652.0"
"year","1970","country","ARG","IPUMS","tasa_patrones_PHC","Total","Total","men","Total","Total","Total","0.071248441","0.07089659599999999","0.9950617","131652.0"
"year","1970","country","ARG","IPUMS","tasa_sinremuneracion_PHC","Total","Total","men","Total","Total","Total","0.031059155","0.047811389","1.5393654","131652.0"
"year","1970","country","ARG","IPUMS","nivel_asalariados_PHC","Total","Total","men","Total","Total","Total","4571800.0","8356.3379","0.18278003","131655.0"
"year","1970","country","ARG","IPUMS","nivel_independientes_PHC","Total","Total","men","Total","Total","Total","1175000.0","6947.1895","0.59125018","131655.0"
"year","1970","country","ARG","IPUMS","nivel_patrones_PHC","Total","Total","men","Total","Total","Total","469000.0","4666.8394","0.9950617","131655.0"
"year","1970","country","ARG","IPUMS","nivel_sinremuneracion_PHC","Total","Total","men","Total","Total","Total","204450.0","3147.2327","1.5393654","131655.0"
"year","1970","country","ARG","IPUMS","tasa_agro_PHC","Total","Total","men","Total","Total","Total","0.1862562","0.10729689","0.5760715000000001","131652.0"
"year","1970","country","ARG","IPUMS","nivel_agro_PHC","Total","Total","men","Total","Total","Total","1226050.0","7062.9248","0.5760715000000001","131655.0"
"year","1970","country","ARG","IPUMS","tasa_minas_PHC","Total","Total","men","Total","Total","Total","0.0063728619","0.021931427000000003","3.4413781","131652.0"
"year","1970","country","ARG","IPUMS","nivel_minas_PHC","Total","Total","men","Total","Total","Total","41950.0","1443.6581","3.4413781","131655.0"
"year","1970","country","ARG","IPUMS","tasa_industria_PHC","Total","Total","men","Total","Total","Total","0.20466837","0.11119555","0.54329622","131652.0"
"year","1970","country","ARG","IPUMS","nivel_industria_PHC","Total","Total","men","Total","Total","Total","1347250.0","7319.5581","0.54329622","131655.0"
"year","1970","country","ARG","IPUMS","tasa_sspublicos_PHC","Total","Total","men","Total","Total","Total","0.013710388","0.032049041","2.3375735","131652.0"
"year","1970","country","ARG","IPUMS","nivel_sspublicos_PHC","Total","Total","men","Total","Total","Total","90250.0","2109.6602","2.3375735","131655.0"
"year","1970","country","ARG","IPUMS","tasa_construccion_PHC","Total","Total","men","Total","Total","Total","0.10450278","0.08431094900000001","0.80678183","131652.0"
"year","1970","country","ARG","IPUMS","nivel_construccion_PHC","Total","Total","men","Total","Total","Total","687900.0","5549.8525","0.80678183","131655.0"
"year","1970","country","ARG","IPUMS","tasa_comercio_PHC","Total","Total","men","Total","Total","Total","0.13723301000000002","0.094833978","0.6910435","131652.0"
"year","1970","country","ARG","IPUMS","nivel_comercio_PHC","Total","Total","men","Total","Total","Total","903350.0","6242.5415","0.6910435","131655.0"
"year","1970","country","ARG","IPUMS","tasa_transporte_PHC","Total","Total","men","Total","Total","Total","0.078380885","0.074074499","0.94505823","131652.0"
"year","1970","country","ARG","IPUMS","nivel_transporte_PHC","Total","Total","men","Total","Total","Total","515950.0","4876.0278","0.94505823","131655.0"
"year","1970","country","ARG","IPUMS","tasa_financiero_PHC","Total","Total","men","Total","Total","Total","0.01572327","0.034286089","2.1805954","131652.0"
"year","1970","country","ARG","IPUMS","nivel_financiero_PHC","Total","Total","men","Total","Total","Total","103500.0","2256.9163","2.1805954","131655.0"
"year","1970","country","ARG","IPUMS","tasa_servicios_PHC","Total","Total","men","Total","Total","Total","0.041837573","0.055181145999999986","1.3189377","131652.0"
"year","1970","country","ARG","IPUMS","nivel_servicios_PHC","Total","Total","men","Total","Total","Total","275400.0","3632.3542","1.3189377","131655.0"
"year","1970","country","ARG","IPUMS","empleo_publico_PHC","Total","Total","men","Total","Total","Total","0.074199805","0.075143509","1.0127184","121658.0"
"year","1970","country","ARG","IPUMS","tasa_ocupacion_PHC","Total","Total","men","Total","15_24","Total","0.71252487","0.22722603","0.31890258","39673.0"
"year","1970","country","ARG","IPUMS","tasa_desocupacion_PHC","Total","Total","men","Total","15_24","Total","0.041177669","0.11572544","2.8103933","29482.0"
"year","1970","country","ARG","IPUMS","tasa_participacion_PHC","Total","Total","men","Total","15_24","Total","0.74312508","0.21935613","0.29518065","39673.0"
"year","1970","country","ARG","IPUMS","tasa_asalariados_PHC","Total","Total","men","Total","15_24","Total","0.8044785300000001","0.23589274","0.29322439","28268.0"
"year","1970","country","ARG","IPUMS","tasa_independientes_PHC","Total","Total","men","Total","15_24","Total","0.071211262","0.15296531","2.1480494","28268.0"
"year","1970","country","ARG","IPUMS","tasa_patrones_PHC","Total","Total","men","Total","15_24","Total","0.017581718000000003","0.0781698","4.4460845","28268.0"
"year","1970","country","ARG","IPUMS","tasa_sinremuneracion_PHC","Total","Total","men","Total","15_24","Total","0.073722939","0.15542895","2.1082847","28268.0"
"year","1970","country","ARG","IPUMS","nivel_asalariados_PHC","Total","Total","men","Total","15_24","Total","1137050.0","3334.1079","0.29322439","28268.0"
"year","1970","country","ARG","IPUMS","nivel_independientes_PHC","Total","Total","men","Total","15_24","Total","100650.0","2162.0117","2.1480494","28268.0"
"year","1970","country","ARG","IPUMS","nivel_patrones_PHC","Total","Total","men","Total","15_24","Total","24850.0","1104.8519","4.4460845","28268.0"
"year","1970","country","ARG","IPUMS","nivel_sinremuneracion_PHC","Total","Total","men","Total","15_24","Total","104200.0","2196.8328","2.1082847","28268.0"
"year","1970","country","ARG","IPUMS","tasa_agro_PHC","Total","Total","men","Total","15_24","Total","0.19392954","0.23516279","1.2126199","28268.0"
"year","1970","country","ARG","IPUMS","nivel_agro_PHC","Total","Total","men","Total","15_24","Total","274100.0","3323.791","1.2126199","28268.0"
"year","1970","country","ARG","IPUMS","tasa_minas_PHC","Total","Total","men","Total","15_24","Total","0.005412480799999999","0.043639503","8.0627546","28268.0"
"year","1970","country","ARG","IPUMS","nivel_minas_PHC","Total","Total","men","Total","15_24","Total","7650.0","616.80078","8.0627546","28268.0"
"year","1970","country","ARG","IPUMS","tasa_industria_PHC","Total","Total","men","Total","15_24","Total","0.21961227","0.24623153","1.1212102","28268.0"
"year","1970","country","ARG","IPUMS","nivel_industria_PHC","Total","Total","men","Total","15_24","Total","310400.0","3480.2366","1.1212102","28268.0"
"year","1970","country","ARG","IPUMS","tasa_sspublicos_PHC","Total","Total","men","Total","15_24","Total","0.0063322484000000005","0.047180194","7.4507804","28268.0"
"year","1970","country","ARG","IPUMS","nivel_sspublicos_PHC","Total","Total","men","Total","15_24","Total","8950.0","666.84485","7.4507804","28268.0"
"year","1970","country","ARG","IPUMS","tasa_construccion_PHC","Total","Total","men","Total","15_24","Total","0.10761285","0.18431847","1.7127924","28268.0"
"year","1970","country","ARG","IPUMS","nivel_construccion_PHC","Total","Total","men","Total","15_24","Total","152100.0","2605.1572","1.7127924","28268.0"
"year","1970","country","ARG","IPUMS","tasa_comercio_PHC","Total","Total","men","Total","15_24","Total","0.13534739","0.20347258","1.503336","28268.0"
"year","1970","country","ARG","IPUMS","nivel_comercio_PHC","Total","Total","men","Total","15_24","Total","191300.0","2875.8816","1.503336","28268.0"
"year","1970","country","ARG","IPUMS","tasa_transporte_PHC","Total","Total","men","Total","15_24","Total","0.043971982","0.12195047","2.7733676","28268.0"
"year","1970","country","ARG","IPUMS","nivel_transporte_PHC","Total","Total","men","Total","15_24","Total","62150.0","1723.6479","2.7733676","28268.0"
"year","1970","country","ARG","IPUMS","tasa_financiero_PHC","Total","Total","men","Total","15_24","Total","0.011178718","0.062533833","5.5940075","28268.0"
"year","1970","country","ARG","IPUMS","nivel_financiero_PHC","Total","Total","men","Total","15_24","Total","15800.0","883.85321","5.5940075","28268.0"
"year","1970","country","ARG","IPUMS","tasa_servicios_PHC","Total","Total","men","Total","15_24","Total","0.055610585","0.13630582","2.451077","28268.0"
"year","1970","country","ARG","IPUMS","nivel_servicios_PHC","Total","Total","men","Total","15_24","Total","78600.0","1926.5466","2.451077","28268.0"
"year","1970","country","ARG","IPUMS","empleo_publico_PHC","Total","Total","men","Total","15_24","Total","0.07591447800000001","0.16620179999999998","2.1893294","25397.0"
"year","1970","country","ARG","IPUMS","tasa_ocupacion_PHC","Total","Total","men","Total","15_29","Total","0.7835250899999999","0.17354743","0.22149569","56316.0"
"year","1970","country","ARG","IPUMS","tasa_desocupacion_PHC","Total","Total","men","Total","15_29","Total","0.031900656","0.082315601","2.5803733","45579.0"
"year","1970","country","ARG","IPUMS","tasa_participacion_PHC","Total","Total","men","Total","15_29","Total","0.80934372","0.16553126","0.20452529","56316.0"
"year","1970","country","ARG","IPUMS","tasa_asalariados_PHC","Total","Total","men","Total","15_29","Total","0.79134277","0.19344682","0.24445389","44125.0"
"year","1970","country","ARG","IPUMS","tasa_independientes_PHC","Total","Total","men","Total","15_29","Total","0.093915014","0.13887195","1.4786981","44125.0"
"year","1970","country","ARG","IPUMS","tasa_patrones_PHC","Total","Total","men","Total","15_29","Total","0.028283286","0.078921862","2.7904065","44125.0"
"year","1970","country","ARG","IPUMS","tasa_sinremuneracion_PHC","Total","Total","men","Total","15_29","Total","0.057495751","0.11082101","1.9274644","44125.0"
"year","1970","country","ARG","IPUMS","nivel_asalariados_PHC","Total","Total","men","Total","15_29","Total","1745900.0","4267.9204","0.24445389","44125.0"
"year","1970","country","ARG","IPUMS","nivel_independientes_PHC","Total","Total","men","Total","15_29","Total","207200.0","3063.8625","1.4786981","44125.0"
"year","1970","country","ARG","IPUMS","nivel_patrones_PHC","Total","Total","men","Total","15_29","Total","62400.0","1741.2136","2.7904065","44125.0"
"year","1970","country","ARG","IPUMS","nivel_sinremuneracion_PHC","Total","Total","men","Total","15_29","Total","126850.0","2444.9885","1.9274644","44125.0"
"year","1970","country","ARG","IPUMS","tasa_agro_PHC","Total","Total","men","Total","15_29","Total","0.17887819","0.1824505","1.0199707","44125.0"
"year","1970","country","ARG","IPUMS","nivel_agro_PHC","Total","Total","men","Total","15_29","Total","394650.0","4025.314","1.0199707","44125.0"
"year","1970","country","ARG","IPUMS","tasa_minas_PHC","Total","Total","men","Total","15_29","Total","0.006141642899999999","0.037193503","6.0559535","44125.0"
"year","1970","country","ARG","IPUMS","nivel_minas_PHC","Total","Total","men","Total","15_29","Total","13550.0","820.58167","6.0559535","44125.0"
"year","1970","country","ARG","IPUMS","tasa_industria_PHC","Total","Total","men","Total","15_29","Total","0.22402266","0.19848745","0.88601506","44125.0"
"year","1970","country","ARG","IPUMS","nivel_industria_PHC","Total","Total","men","Total","15_29","Total","494250.0","4379.1294","0.88601506","44125.0"
"year","1970","country","ARG","IPUMS","tasa_sspublicos_PHC","Total","Total","men","Total","15_29","Total","0.008702549300000001","0.044216853","5.0809078","44125.0"
"year","1970","country","ARG","IPUMS","nivel_sspublicos_PHC","Total","Total","men","Total","15_29","Total","19200.0","975.5343","5.0809078","44125.0"
"year","1970","country","ARG","IPUMS","tasa_construccion_PHC","Total","Total","men","Total","15_29","Total","0.11127479","0.1497079","1.3453891000000002","44125.0"
"year","1970","country","ARG","IPUMS","nivel_construccion_PHC","Total","Total","men","Total","15_29","Total","245500.0","3302.9304","1.3453891000000002","44125.0"
"year","1970","country","ARG","IPUMS","tasa_comercio_PHC","Total","Total","men","Total","15_29","Total","0.13074221000000005","0.16048881","1.2275211","44125.0"
"year","1970","country","ARG","IPUMS","nivel_comercio_PHC","Total","Total","men","Total","15_29","Total","288450.0","3540.7844","1.2275211","44125.0"
"year","1970","country","ARG","IPUMS","tasa_transporte_PHC","Total","Total","men","Total","15_29","Total","0.056135979","0.10958167","1.9520756","44125.0"
"year","1970","country","ARG","IPUMS","nivel_transporte_PHC","Total","Total","men","Total","15_29","Total","123850.0","2417.6458","1.9520756","44125.0"
"year","1970","country","ARG","IPUMS","tasa_financiero_PHC","Total","Total","men","Total","15_29","Total","0.014300283","0.056520656","3.9524152","44125.0"
"year","1970","country","ARG","IPUMS","nivel_financiero_PHC","Total","Total","men","Total","15_29","Total","31550.0","1246.9869","3.9524152","44125.0"
"year","1970","country","ARG","IPUMS","tasa_servicios_PHC","Total","Total","men","Total","15_29","Total","0.052963171","0.10661861","2.0130706000000003","44125.0"
"year","1970","country","ARG","IPUMS","nivel_servicios_PHC","Total","Total","men","Total","15_29","Total","116850.0","2352.2729","2.0130706000000003","44125.0"
"year","1970","country","ARG","IPUMS","empleo_publico_PHC","Total","Total","men","Total","15_29","Total","0.074843349","0.13147721","1.7566986","40057.0"
"year","1970","country","ARG","IPUMS","tasa_ocupacion_PHC","Total","Total","men","Total","15_64","Total","0.8554748499999999","0.091881737","0.10740437","146452.0"
"year","1970","country","ARG","IPUMS","tasa_desocupacion_PHC","Total","Total","men","Total","15_64","Total","0.018419424","0.037636947","2.0433292","127637.0"
"year","1970","country","ARG","IPUMS","tasa_participacion_PHC","Total","Total","men","Total","15_64","Total","0.8715278599999999","0.087437741","0.10032696","146452.0"
"year","1970","country","ARG","IPUMS","tasa_asalariados_PHC","Total","Total","men","Total","15_64","Total","0.7048513000000001","0.12886046","0.18281934","125286.0"
"year","1970","country","ARG","IPUMS","tasa_independientes_PHC","Total","Total","men","Total","15_64","Total","0.1734272","0.10696695","0.61678302","125286.0"
"year","1970","country","ARG","IPUMS","tasa_patrones_PHC","Total","Total","men","Total","15_64","Total","0.070303144","0.07222849099999999","1.0273863","125286.0"
