"name_of_scholarship","url","county","deadline_date"
"Michigan State University Kenneth L. and Marla Knas Scholarship","https://msu.academicworks.com/","Genesee","2223-04-05T00:00:00.000"
"Michigan State University Clifton & Patricia Rautiola and DTN Communities Endowed Scholarship","https://msu.academicworks.com/","Gogebic","2223-04-06T00:00:00.000"
"Michigan State University Clifton & Patricia Rautiola and DTN Communities Endowed Scholarship","https://msu.academicworks.com/","Houghton","2223-04-07T00:00:00.000"
"Michigan State University Scholarships","https://msu.academicworks.com/","Ingham","2223-04-08T00:00:00.000"
"Michigan State University Clifton & Patricia Rautiola and DTN Communities Endowed Scholarship","https://msu.academicworks.com/","Iron","2223-04-09T00:00:00.000"
"Michigan State University Alumni Club of Kalamazoo County Endowed Scholarship","https://msu.academicworks.com/","Kalamazoo","2223-04-10T00:00:00.000"
"Michigan State University Clifton & Patricia Rautiola and DTN Communities Endowed Scholarship","https://msu.academicworks.com/","Keweenaw","2223-04-11T00:00:00.000"
"Michigan State University Brittain Scholarship","https://msu.academicworks.com/","Lenawee","2223-04-12T00:00:00.000"
"Michigan State University Federal Credit Union Endowed Scholarship","https://msu.academicworks.com/","Livingston","2223-04-13T00:00:00.000"
"Michigan State University Clifton & Patricia Rautiola and DTN Communities Endowed Scholarship","https://msu.academicworks.com/","Luce","2223-04-14T00:00:00.000"
"Michigan State University Clifton & Patricia Rautiola and DTN Communities Endowed Scholarship","https://msu.academicworks.com/","Mackinac","2223-04-15T00:00:00.000"
"Michigan State University Clifton & Patricia Rautiola and DTN Communities Endowed Scholarship","https://msu.academicworks.com/","Marquette","2223-04-16T00:00:00.000"
"Michigan State University Clifton & Patricia Rautiola and DTN Communities Endowed Scholarship","https://msu.academicworks.com/","Menominee","2223-04-17T00:00:00.000"
"Michigan State University John and Sharon Peurach Endowed Scholarship","https://msu.academicworks.com/","Menominee","2223-04-18T00:00:00.000"
"Michigan State University Midland County Alumni Club Spartan Scholarship","https://msu.academicworks.com/","Midland","2223-04-19T00:00:00.000"
"Michigan State University Arnson Family","https://msu.academicworks.com/","Muskegon","2223-04-20T00:00:00.000"
"Michigan State University Jim and Jeri Pedler Scholarship","https://msu.academicworks.com/","Muskegon","2223-04-21T00:00:00.000"
"Michigan State University Mechanic-Whitener Endowed Scholarship","https://msu.academicworks.com/","Oakland","2223-04-22T00:00:00.000"
"Michigan State University Clifton & Patricia Rautiola and DTN Communities Endowed Scholarship","https://msu.academicworks.com/","Ontonagon","2223-04-23T00:00:00.000"
"Michigan State University Clifton & Patricia Rautiola and DTN Communities Endowed Scholarship","https://msu.academicworks.com/","Schoolcraft","2223-04-24T00:00:00.000"
"Michigan State University Angela Marie Hubbell Spartan Scholarship","https://msu.academicworks.com/","Wayne","2223-04-25T00:00:00.000"
"Michigan State University Kenneth L. and Marla Knas Scholarship","https://msu.academicworks.com/","Wayne","2223-04-26T00:00:00.000"
"Michigan State University Mechanic-Whitener Endowed Scholarship","https://msu.academicworks.com/","Wayne","2223-04-27T00:00:00.000"
"Community Foundation for Muskegon County Scholarships","https://muskegonfoundation.org/scholarships/","Muskegon","2223-04-28T00:00:00.000"
"Davenport University Foundation Scholarships","https://my.davenport.edu/financial-aid/types-financial-aid/scholarships-du/foundation-scholarships","Kent","2223-04-29T00:00:00.000"
"Davenport University Lowe Family Annual Scholarship","https://my.davenport.edu/financial-aid/types-financial-aid/scholarships-du/foundation-scholarships/scholarships-essays","Ingham","2223-04-30T00:00:00.000"
"Davenport University Study Abroad Scholarship","https://my.davenport.edu/financial-aid/types-financial-aid/scholarships-du/foundation-scholarships/scholarships-essays","Ingham","2223-05-01T00:00:00.000"
"Davenport University Study Abroad Scholarship","https://my.davenport.edu/financial-aid/types-financial-aid/scholarships-du/foundation-scholarships/scholarships-essays","Kent","2223-05-02T00:00:00.000"
"Davenport University The Hearst Foundations Scholarship Program","https://my.davenport.edu/financial-aid/types-financial-aid/scholarships-du/foundation-scholarships/scholarships-essays","Kent","2223-05-03T00:00:00.000"
"Davenport University Lisa Trombley Memorial Scholarship","https://my.davenport.edu/financial-aid/types-financial-aid/scholarships-du/foundation-scholarships/scholarships-essays","Macomb","2223-05-04T00:00:00.000"
"Davenport University Study Abroad Scholarship","https://my.davenport.edu/financial-aid/types-financial-aid/scholarships-du/foundation-scholarships/scholarships-essays","Macomb","2223-05-05T00:00:00.000"
"Davenport University Mary Walsh Kole Memorial Nursing Scholarship","https://my.davenport.edu/financial-aid/types-financial-aid/scholarships-du/foundation-scholarships/scholarships-essays","Midland","2223-05-06T00:00:00.000"
"Davenport University Study Abroad Scholarship","https://my.davenport.edu/financial-aid/types-financial-aid/scholarships-du/foundation-scholarships/scholarships-essays","Midland","2223-05-07T00:00:00.000"
"Davenport University Lisa Trombley Memorial Scholarship","https://my.davenport.edu/financial-aid/types-financial-aid/scholarships-du/foundation-scholarships/scholarships-essays","Wayne","2223-05-08T00:00:00.000"
"Davenport University Study Abroad Scholarship","https://my.davenport.edu/financial-aid/types-financial-aid/scholarships-du/foundation-scholarships/scholarships-essays","Wayne","2223-05-09T00:00:00.000"
"Davenport Univeristy Martin Luther King Scholarship","https://my.davenport.edu/financial-aid-3","Kent","2223-05-10T00:00:00.000"
"Northwestern Michigan College Scholarships","https://nmc.academicworks.com/","Antrim","2223-05-11T00:00:00.000"
"Northwestern Michigan College Scholarships","https://nmc.academicworks.com/","Benzie","2223-05-12T00:00:00.000"
"Northwestern Michigan College Scholarships","https://nmc.academicworks.com/","Grand Traverse","2223-05-13T00:00:00.000"
"Northwestern Michigan College Scholarships","https://nmc.academicworks.com/","Kalkaska","2223-05-14T00:00:00.000"
"Northwestern Michigan College Scholarships","https://nmc.academicworks.com/","Leelanau","2223-05-15T00:00:00.000"
"Northwestern Michigan College Scholarships","https://nmc.academicworks.com/","Manistee","2223-05-16T00:00:00.000"
"Northwestern Michigan College Scholarships","https://nmc.academicworks.com/","Wexford","2223-05-17T00:00:00.000"
"Northwestern Michigan College Scholarships","https://nmc.academicworks.com/","Antrim","2223-05-18T00:00:00.000"
"Northwestern Michigan College Scholarships","https://nmc.academicworks.com/","Benzie","2223-05-19T00:00:00.000"
"Northwestern Michigan College Scholarships","https://nmc.academicworks.com/","Grand Traverse","2223-05-20T00:00:00.000"
"Northwestern Michigan College Scholarships","https://nmc.academicworks.com/","Kalkaska","2223-05-21T00:00:00.000"
"Northwestern Michigan College Scholarships","https://nmc.academicworks.com/","Leelanau","2223-05-22T00:00:00.000"
"Oakland Community College Scholarships","https://oaklandcc.academicworks.com/","Oakland","2223-05-24T00:00:00.000"
"Oceana Community Foundation","https://oceanafoundation.org/scholarships/","Oceana","2223-05-25T00:00:00.000"
"The John F. and Edith L. Wilsterman Scholarship Trust","https://online.foundationsource.com/public/home/wilstermantrust","Genesee","2223-05-26T00:00:00.000"
"The Richard & Lorayne Otto Scholarship Fund","https://ourcommunity.org/donor-services/giving-options-and-fund-types/scholarship-funds/otto-scholarship","Eaton","2223-05-27T00:00:00.000"
"The Richard & Lorayne Otto Scholarship Fund","https://ourcommunity.org/donor-services/giving-options-and-fund-types/scholarship-funds/otto-scholarship","Ingham","2223-05-28T00:00:00.000"
"Rochester Community Schools Foundation","https://rcs-foundation.org/annual-scholarship-program/","Oakland","2223-05-29T00:00:00.000"
"Rochester University Scholarship Opportunities","https://rochesteru.edu/admissions/undergraduate-admissions/scholarship-opportunities/","Oakland","2223-05-30T00:00:00.000"
"Rochester University Transfer Student Scholarship","https://rochesteru.edu/admissions/undergraduate-admissions/transfer-student/","Oakland","2223-05-31T00:00:00.000"
"Rudyard Area Schools Scholarship Information and Award Criteria","https://rudyard.eupschools.org/page/scholarship-application-process","Chippewa","2223-06-01T00:00:00.000"
"Kim Rhead Leadership Scholarship","https://sanilaccountycommunityfoundation.org/scholarships/","Huron","2223-06-02T00:00:00.000"
"Kim Rhead Leadership Scholarship","https://sanilaccountycommunityfoundation.org/scholarships/","Lapeer","2223-06-03T00:00:00.000"
"Sanilac County Community Foundation Scholarships","https://sanilaccountycommunityfoundation.org/scholarships/","Sanilac","2223-06-04T00:00:00.000"
"St. Clair Community College Presidential Scholarship","https://sc4.academicworks.com/","Huron","2223-06-05T00:00:00.000"
"St. Clair Community College Presidential Scholarship","https://sc4.academicworks.com/","Lapeer","2223-06-06T00:00:00.000"
"St. Clair Community College Presidential Scholarship","https://sc4.academicworks.com/","Macomb","2223-06-07T00:00:00.000"
"St. Clair Community College Presidential Scholarship","https://sc4.academicworks.com/","Sanilac","2223-06-08T00:00:00.000"
"St. Clair Community College Foundation Scholarships","https://sc4.academicworks.com/","St. Clair","2223-06-09T00:00:00.000"
"St. Clair Community College Presidential Scholarship","https://sc4.academicworks.com/","St. Clair","2223-06-10T00:00:00.000"
"Schoolcraft College Scholarships","https://schoolcraft.academicworks.com/opportunities","Wayne","2223-06-11T00:00:00.000"
"Siena Heights University Competitive Scholarships","https://sienaheights.edu/Admissions/Scholarships-Grants","Lenawee","2223-06-12T00:00:00.000"
"Siena Heights University Merit Scholarships","https://sienaheights.edu/Admissions/Scholarships-Grants","Lenawee","2223-06-13T00:00:00.000"
"Portage Central High School PEF Scholarships","https://sites.google.com/portageps.org/pchs","Kalamazoo","2223-06-14T00:00:00.000"
"STARR Charitable Foundation Scholarship","https://starr.msu.edu/","Alger","2223-06-15T00:00:00.000"
"STARR Charitable Foundation Scholarship","https://starr.msu.edu/","Gogebic","2223-06-20T00:00:00.000"
"STARR Charitable Foundation Scholarship","https://starr.msu.edu/","Houghton","2223-06-21T00:00:00.000"
"STARR Charitable Foundation Scholarship","https://starr.msu.edu/","Iron","2223-06-22T00:00:00.000"
"STARR Charitable Foundation Scholarship","https://starr.msu.edu/","Luce","2223-06-23T00:00:00.000"
"STARR Charitable Foundation Scholarship","https://starr.msu.edu/","Mackinac","2223-06-24T00:00:00.000"
"STARR Charitable Foundation Scholarship","https://starr.msu.edu/","Marquette","2223-06-25T00:00:00.000"
"STARR Charitable Foundation Scholarship","https://starr.msu.edu/","Menominee","2223-06-26T00:00:00.000"
"STARR Charitable Foundation Scholarship","https://starr.msu.edu/","Ontonagon","2223-06-27T00:00:00.000"
"STARR Charitable Foundation Scholarship","https://starr.msu.edu/","Schoolcraft","2223-06-28T00:00:00.000"
"Saginaw Valley State University Scholarships","https://svsu.academicworks.com/","Bay","2223-06-29T00:00:00.000"
"Saginaw Valley State University Scholarships","https://svsu.academicworks.com/","Midland","2223-06-30T00:00:00.000"
"Saginaw Valley State University Scholarships","https://svsu.academicworks.com/","Saginaw","2223-07-01T00:00:00.000"
"Saginaw Valley State University Scholarships","https://svsu.academicworks.com/","Schoolcraft","2223-07-02T00:00:00.000"
"Three Rivers Area Community Foudnation","https://threeriversfoundation.com/available-scholarships/","Cass","2223-07-03T00:00:00.000"
"Three Rivers Area Community Foudnation","https://threeriversfoundation.com/available-scholarships/","St. Joseph","2223-07-04T00:00:00.000"
"Walsh College Foundation Scholarships","https://walshcollege.academicworks.com/","Macomb","2223-07-05T00:00:00.000"
"Walsh College Mary and Paul Glantz Endowed Scholarship","https://walshcollege.academicworks.com/","Macomb","2223-07-06T00:00:00.000"
"Walsh College Academic Scholarship","https://walshcollege.academicworks.com/","Oakland","2223-07-07T00:00:00.000"
"Walsh College Foundation Scholarships","https://walshcollege.academicworks.com/","St. Clair","2223-07-08T00:00:00.000"
"Walsh College Mary and Paul Glantz Endowed Scholarship","https://walshcollege.academicworks.com/","Wayne","2223-07-09T00:00:00.000"
"Wayne State Univeristy My Scholarship Portfolio","https://wayne.academicworks.com/","Wayne","2223-07-10T00:00:00.000"
"Western Michigan University Bronco Merit Scholarship","https://wmich.edu/admissions/broncomerit","Kalamazoo","2223-07-11T00:00:00.000"
"Western Michigan Brown and Gold Scholarship","https://wmich.edu/admissions/brownandgold","Kalamazoo","2223-07-12T00:00:00.000"
"Western Michigan University MLK G.O.L.D. Scholarship","https://wmich.edu/admissions/mlk","Kalamazoo","2223-07-13T00:00:00.000"
"Dennis Archer Endowed Scholarship","https://wmich.edu/ahec/12-2016-scholarships","Macomb","2223-07-14T00:00:00.000"
"Dennis Archer Endowed Scholarship","https://wmich.edu/ahec/12-2016-scholarships","Oakland","2223-07-15T00:00:00.000"
"Dennis Archer Endowed Scholarship","https://wmich.edu/ahec/12-2016-scholarships","Wayne","2223-07-16T00:00:00.000"
"Western Michigan University Departmental Scholarships","https://wmich.edu/finaid/scholarships-grants/departmental-awards","Kalamazoo","2223-07-17T00:00:00.000"
"Western Michigan University Medallion Scholarship Program","https://wmich.edu/medallion/about","Kalamazoo","2223-07-18T00:00:00.000"
"Theodore and Hazel Perg Scholarship","https://wmich.edu/nursing/scholarships","Allegan","2223-07-19T00:00:00.000"
"Theodore and Hazel Perg Scholarship","https://wmich.edu/nursing/scholarships","Barry","2223-07-20T00:00:00.000"
"Theodore and Hazel Perg Scholarship","https://wmich.edu/nursing/scholarships","Berrien","2223-07-21T00:00:00.000"
"Theodore and Hazel Perg Scholarship","https://wmich.edu/nursing/scholarships","Branch","2223-07-22T00:00:00.000"
"Theodore and Hazel Perg Scholarship","https://wmich.edu/nursing/scholarships","Calhoun","2223-07-23T00:00:00.000"
"Theodore and Hazel Perg Scholarship","https://wmich.edu/nursing/scholarships","Cass","2223-07-24T00:00:00.000"
"Theodore and Hazel Perg Scholarship","https://wmich.edu/nursing/scholarships","Kalamazoo","2223-07-25T00:00:00.000"
"Theodore and Hazel Perg Scholarship","https://wmich.edu/nursing/scholarships","St. Joseph","2223-07-26T00:00:00.000"
"Theodore and Hazel Perg Scholarship","https://wmich.edu/nursing/scholarships","Van Buren","2223-07-27T00:00:00.000"
"Western Michigan University Transfer Student Scholarships","https://wmich.edu/transfer/cost/scholarships","Kalamazoo","2223-07-28T00:00:00.000"
"Ann Arbor Area Community Foundation","https://www.aaacf.org/Grants-Scholarships/Scholarships-Resources-How-to-Apply/Available-Scholarships#78437-aaacf-scholarship-applications-that-use-our-online-portal","Livingston","2223-07-29T00:00:00.000"
"Ann Arbor Area Community Foundation","https://www.aaacf.org/Grants-Scholarships/Scholarships-Resources-How-to-Apply/Available-Scholarships#78437-aaacf-scholarship-applications-that-use-our-online-portal","Washtenaw","2223-07-30T00:00:00.000"
"Ann Arbor Area Community Foundation","https://www.aaacf.org/Grants-Scholarships/Scholarships-Resources-How-to-Apply/Available-Scholarships#78437-aaacf-scholarship-applications-that-use-our-online-portal","Wayne","2223-07-31T00:00:00.000"
"Albion College Department and Campus Scholarships","https://www.albion.edu/offices/financial-aid/aid-scholarships/scholarships/","Calhoun","2223-08-01T00:00:00.000"
"Amy Lou Barnaby Scholarship","https://www.caledoniacef.org/amy-lou-barnaby-scholarship.html","Kent","2223-10-13T00:00:00.000"
"Albion College Upper Peninsula Scholarships","https://www.albion.edu/offices/financial-aid/aid-scholarships/scholarships/scholarship-opportunities-for-high-school-seniors-residing-in-michigans-upper-peninsula/","Alger","2223-08-02T00:00:00.000"
"Albion College Upper Peninsula Scholarships","https://www.albion.edu/offices/financial-aid/aid-scholarships/scholarships/scholarship-opportunities-for-high-school-seniors-residing-in-michigans-upper-peninsula/","Baraga","2223-08-03T00:00:00.000"
"Albion College Upper Peninsula Scholarships","https://www.albion.edu/offices/financial-aid/aid-scholarships/scholarships/scholarship-opportunities-for-high-school-seniors-residing-in-michigans-upper-peninsula/","Chippewa","2223-08-04T00:00:00.000"
"Albion College Upper Peninsula Scholarships","https://www.albion.edu/offices/financial-aid/aid-scholarships/scholarships/scholarship-opportunities-for-high-school-seniors-residing-in-michigans-upper-peninsula/","Delta","2223-08-05T00:00:00.000"
"Albion College Upper Peninsula Scholarships","https://www.albion.edu/offices/financial-aid/aid-scholarships/scholarships/scholarship-opportunities-for-high-school-seniors-residing-in-michigans-upper-peninsula/","Dickinson","2223-08-06T00:00:00.000"
"Albion College Upper Peninsula Scholarships","https://www.albion.edu/offices/financial-aid/aid-scholarships/scholarships/scholarship-opportunities-for-high-school-seniors-residing-in-michigans-upper-peninsula/","Gogebic","2223-08-07T00:00:00.000"
"Albion College Upper Peninsula Scholarships","https://www.albion.edu/offices/financial-aid/aid-scholarships/scholarships/scholarship-opportunities-for-high-school-seniors-residing-in-michigans-upper-peninsula/","Houghton","2223-08-08T00:00:00.000"
"Albion College Upper Peninsula Scholarships","https://www.albion.edu/offices/financial-aid/aid-scholarships/scholarships/scholarship-opportunities-for-high-school-seniors-residing-in-michigans-upper-peninsula/","Iron","2223-08-09T00:00:00.000"
"Albion College Upper Peninsula Scholarships","https://www.albion.edu/offices/financial-aid/aid-scholarships/scholarships/scholarship-opportunities-for-high-school-seniors-residing-in-michigans-upper-peninsula/","Keweenaw","2223-08-10T00:00:00.000"
"Albion College Upper Peninsula Scholarships","https://www.albion.edu/offices/financial-aid/aid-scholarships/scholarships/scholarship-opportunities-for-high-school-seniors-residing-in-michigans-upper-peninsula/","Luce","2223-08-11T00:00:00.000"
"Albion College Upper Peninsula Scholarships","https://www.albion.edu/offices/financial-aid/aid-scholarships/scholarships/scholarship-opportunities-for-high-school-seniors-residing-in-michigans-upper-peninsula/","Mackinac","2223-08-12T00:00:00.000"
"Albion College Upper Peninsula Scholarships","https://www.albion.edu/offices/financial-aid/aid-scholarships/scholarships/scholarship-opportunities-for-high-school-seniors-residing-in-michigans-upper-peninsula/","Marquette","2223-08-13T00:00:00.000"
"Albion College Upper Peninsula Scholarships","https://www.albion.edu/offices/financial-aid/aid-scholarships/scholarships/scholarship-opportunities-for-high-school-seniors-residing-in-michigans-upper-peninsula/","Menominee","2223-08-14T00:00:00.000"
"Albion College Upper Peninsula Scholarships","https://www.albion.edu/offices/financial-aid/aid-scholarships/scholarships/scholarship-opportunities-for-high-school-seniors-residing-in-michigans-upper-peninsula/","Ontonagon","2223-08-15T00:00:00.000"
"Albion College Upper Peninsula Scholarships","https://www.albion.edu/offices/financial-aid/aid-scholarships/scholarships/scholarship-opportunities-for-high-school-seniors-residing-in-michigans-upper-peninsula/","Schoolcraft","2223-08-16T00:00:00.000"
"Albion Community Foundation Scholarships","https://www.albionfoundation.org/scholarships/","Albion","2223-08-17T00:00:00.000"
"Alger Regional Community Foundation","https://www.algercf.com/scholarships/","Alger","2223-08-18T00:00:00.000"
"ACATEC Scholarships","https://www.alleganaesa.org/Page/442","Allegan","2223-08-19T00:00:00.000"
"Alma College Dance Performance Scholarship","https://www.alma.edu/academics/dance/student-opportunities/scholarships/","Gratiot","2223-08-20T00:00:00.000"
"Alma College Music Scholarship","https://www.alma.edu/academics/music/auditions-scholarships-lessons.php","Gratiot","2223-08-21T00:00:00.000"
"Alma College Scholarships","https://www.alma.edu/admissions/financial-aid/grants-scholarships/alma-scholarships/","Gratiot","2223-08-22T00:00:00.000"
"Alma College Community Engagement","https://www.alma.edu/admissions/financial-aid/grants-scholarships/alma-scholarships/geo-scholarships/alma-college-community-engagement-scholarship/","Gratiot","2223-08-23T00:00:00.000"
"Alma College Detroit Future Scholarship","https://www.alma.edu/admissions/financial-aid/grants-scholarships/alma-scholarships/geo-scholarships/detroit-future-scholarship/","Wayne","2223-08-24T00:00:00.000"
"Andrews Univeristy Performance Scholarship","https://www.andrews.edu/cas/music/scholarships/","Berrien","2223-08-25T00:00:00.000"
"Andrews University Dare to Dream Scholarship","https://www.andrews.edu/cas/music/scholarships/","Berrien","2223-08-26T00:00:00.000"
"Andrews University Undergraduate Research and Creative Scholarship","https://www.andrews.edu/services/research/student_resources/undergraduate_research/index.html","Berrien","2223-08-27T00:00:00.000"
"Aquinas College Academic Scholarship","https://www.aquinas.edu/admissions/undergraduate/tuition-fees-financial-aid/scholarships#academic","Kent","2223-08-28T00:00:00.000"
"Aquinas College Spectrum Scholarships","https://www.aquinas.edu/admissions/undergraduate/tuition-fees-financial-aid/scholarships#leadership","Kent","2223-08-29T00:00:00.000"
"Aquinas College Service Scholarship","https://www.aquinas.edu/admissions/undergraduate/tuition-fees-financial-aid/scholarships#service","Kent","2223-08-30T00:00:00.000"
"Aquinas College Kate Pew Wolters Community Leadership Scholarship","https://www.aquinas.edu/community-leadership/community-leadership-scholarships","Kent","2223-08-31T00:00:00.000"
"Aquinas College Richard D. Murphy Memorial Scholarship","https://www.aquinas.edu/community-leadership/community-leadership-scholarships","Kent","2223-09-01T00:00:00.000"
"Aquinas College Patricia B. Johnson Scholarship for Community Leadership","https://www.aquinas.edu/community-leadership/community-leadership-scholarships","Muskegon","2223-09-02T00:00:00.000"
"Aquinas College Endowed Scholarships","https://www.aquinas.edu/resources/student-resources/financial-aid/endowed-scholarships","Kent","2223-09-03T00:00:00.000"
"Aquinas College Fostering Success Scholarship","https://www.aquinas.edu/undergraduate-admissions/aquinas-college-fostering-success-scholarship-initiative","Kent","2223-09-04T00:00:00.000"
"Spring Arbor University Academic Scholarships","https://www.arbor.edu/admissions/undergraduate/undergraduate-tuition-aid/undergraduate-scholarships/","Jackson","2223-09-05T00:00:00.000"
"Spring Arbor University Transfer Student Scholarships","https://www.arbor.edu/admissions/undergraduate/undergraduate-tuition-aid/undergraduate-scholarships/","Jackson","2223-09-06T00:00:00.000"
"Baker College Scholarships","https://www.baker.edu/admissions-and-aid/tuition-and-aid/scholarships","Genesee","2223-09-07T00:00:00.000"
"Baker College George W. Hoddy Scholarship","https://www.baker.edu/admissions-and-aid/tuition-and-aid/scholarships","Shiawassee","2223-09-08T00:00:00.000"
"Baker College Porter Scholarship","https://www.baker.edu/admissions-and-aid/tuition-and-aid/scholarships","St. Clair","2223-09-09T00:00:00.000"
"Barry County Home School Scholarships","https://www.barrycf.org/barry-county-home-school/","Barry","2223-09-10T00:00:00.000"
"Barry County Wide Scholarships","https://www.barrycf.org/barry-county-wide/","Barry","2223-09-11T00:00:00.000"
"Barry Community Foundation Scholarships","https://www.barrycf.org/scholarships/apply-now/","Barry","2223-09-12T00:00:00.000"
"Delton Kellogg Area School District Scholarships","https://www.barrycf.org/scholarships/apply-now/delton-kellogg-area-school-district/","Barry","2223-09-13T00:00:00.000"
"Hastings Area School District Scholarships","https://www.barrycf.org/scholarships/apply-now/hastings-area-school-district/","Barry","2223-09-14T00:00:00.000"
"Lakewood Area School District Scholarships","https://www.barrycf.org/scholarships/apply-now/lakewood-area-school-district/","Barry","2223-09-15T00:00:00.000"
"Maple Valley Area School District Scholarships","https://www.barrycf.org/scholarships/apply-now/maple-valley-area-school-district/","Barry","2223-09-16T00:00:00.000"
"Martin Area School District Scholarships","https://www.barrycf.org/scholarships/apply-now/martin-area-school-district/","Barry","2223-09-17T00:00:00.000"
"Thornapple Kellogg Area School District Scholarships","https://www.barrycf.org/scholarships/apply-now/thornapple-kellogg-area-school-district/","Barry","2223-09-18T00:00:00.000"
"Wayland Area School District Scholarships","https://www.barrycf.org/scholarships/apply-now/wayland-area-school-district/","Barry","2223-09-19T00:00:00.000"
"Non-traditional Scholarships","https://www.barrycf.org/scholarships/non-traditional-scholarships/","Barry","2223-09-20T00:00:00.000"
"Bay College Board of Trustees Scholarship","https://www.baycollege.edu/admissions/scholarships.php","Delta","2223-09-21T00:00:00.000"
"Bay College Fall Foundation Scholarships","https://www.baycollege.edu/admissions/scholarships.php","Delta","2223-09-22T00:00:00.000"
"Bay College Leadership Scholarship","https://www.baycollege.edu/admissions/scholarships.php","Delta","2223-09-23T00:00:00.000"
"Bay College Board of Trustees Scholarship","https://www.baycollege.edu/admissions/scholarships.php","Dickinson","2223-09-24T00:00:00.000"
"Bay College Board of Trustees Scholarship","https://www.baycollege.edu/admissions/scholarships.php","Schoolcraft","2223-09-25T00:00:00.000"
"Bay Harbor Foundation Scholar Program","https://www.bayharborfoundation.org/grants-scholarships/apply-for-a-scholarship","Emmet","2223-09-26T00:00:00.000"
"Battle Creek Community Foundation Scholarships","https://www.bccfoundation.org/scholarships","Calhoun","2223-09-27T00:00:00.000"
"Berrien Community Foundation Scholarships","https://www.berriencommunity.org/scholar","Berrien","2223-09-29T00:00:00.000"
"David A. Hicks Scholarship for the Arts","https://www.berriencommunity.org/scholar","Cass","2223-09-30T00:00:00.000"
"F.A. Mason Penwell Nursing Scholarship","https://www.berriencommunity.org/scholar","Cass","2223-10-01T00:00:00.000"
"Frederick S. Upton Foundation Opportunity Scholarship","https://www.berriencommunity.org/scholar","Cass","2223-10-02T00:00:00.000"
"Heart of Cook Scholarship Program","https://www.berriencommunity.org/scholar","Cass","2223-10-03T00:00:00.000"
"Stoub Family Scholarship for Working Students","https://www.berriencommunity.org/scholar","Cass","2223-10-04T00:00:00.000"
"SW MI Human Trafficking Task Force Scholarship","https://www.berriencommunity.org/scholar","Cass","2223-10-05T00:00:00.000"
"SW MI Human Trafficking Task Force Scholarship","https://www.berriencommunity.org/scholar","Van Buren","2223-10-06T00:00:00.000"
"SW MI Human Trafficking Task Force Scholarship","https://www.berriencommunity.org/scholar#Outside%20BC%20Students","Berrien","2223-10-07T00:00:00.000"
"SW MI Human Trafficking Task Force Scholarship","https://www.berriencommunity.org/scholar#Outside%20BC%20Students","Cass","2223-10-08T00:00:00.000"
"SW MI Human Trafficking Task Force Scholarship","https://www.berriencommunity.org/scholar#Outside%20BC%20Students","Van Buren","2223-10-09T00:00:00.000"
"Bay Mills Community College In-House Scholarships","https://www.bmcc.edu/admissions/financial-aid/scholarships-grants","Chippewa","2223-10-10T00:00:00.000"
"Charlevoix County Community Foundation","https://www.c3f.org/scholarships/apply-for-a-scholarship/","Charlevoix","2223-10-11T00:00:00.000"
"Charlevoix County Community Foundation","https://www.c3f.org/scholarships/apply-for-a-scholarship/","Emmet","2223-10-12T00:00:00.000"
"Caledonia Women's Club Heritage Scholarship","https://www.caledoniacef.org/caledonia-womens-club-heritage-scholarship.html","Kent","2223-10-14T00:00:00.000"
"Carl E. Workman Family Scholarship","https://www.caledoniacef.org/carl-e-workman-scholarship.html","Kent","2223-10-15T00:00:00.000"
"Katie Fairchild Scholarship","https://www.caledoniacef.org/katie-fairchild-scholarship.html","Kent","2223-10-16T00:00:00.000"
"Millard and Eva Engle Scholarship","https://www.caledoniacef.org/millard-and-eva-engle-scholarship.html","Kent","2223-10-17T00:00:00.000"
"Paula Weller Scholarship","https://www.caledoniacef.org/paula-weller-scholarship.html","Kent","2223-10-18T00:00:00.000"
"Linda Hutchinson Memorial Scholarship","https://www.cantonfoundation.org/scholarships/","Oakland","2223-10-19T00:00:00.000"
"Local Impact Alliance Canton Scholarships","https://www.cantonfoundation.org/scholarships/","Wayne","2223-10-20T00:00:00.000"
"Coleman A. Young Foundation","https://www.cayf.org/scholars.html","Wayne","2223-10-21T00:00:00.000"
"Iosco County Community Foundation","https://www.cfnem.org/iccf/scholarships/","Iosco","2223-10-22T00:00:00.000"
"Northeast Michigan Community Foundation","https://cfnemscholarships.awardspring.com/Home/Scholarships","Alcona","2223-10-23T00:00:00.000"
"Northeast Michigan Community Foundation","https://cfnemscholarships.awardspring.com/Home/Scholarships","Alpena","2223-10-24T00:00:00.000"
"Northeast Michigan Community Foundation","https://cfnemscholarships.awardspring.com/Home/Scholarships","Cheboygan","2223-10-25T00:00:00.000"
"Northeast Michigan Community Foundation","https://cfnemscholarships.awardspring.com/Home/Scholarships","Crawford","2223-10-26T00:00:00.000"
"Northeast Michigan Community Foundation","https://cfnemscholarships.awardspring.com/Home/Scholarships","Iosco","2223-10-27T00:00:00.000"
"Northeast Michigan Community Foundation","https://cfnemscholarships.awardspring.com/Home/Scholarships","Montmorency","2223-10-28T00:00:00.000"
"Northeast Michigan Community Foundation","https://cfnemscholarships.awardspring.com/Home/Scholarships","Presque Isle","2223-10-29T00:00:00.000"
"Northeast Michigan Community Foundation","https://cfnemscholarships.awardspring.com/Home/Scholarships","Ogemaw","2223-10-30T00:00:00.000"
