"category","title","year"
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 29, 1943 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV29_302510_7.pdf)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 30, 1944 Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV30A_302512_7.PDF)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 30, 1944 Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV30B_302515_7.PDF)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 31, 1945 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV31_302517_7.pdf)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 32, 1946 Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV32A_302520_7.PDF)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 32, 1946 Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV32B_302525_7.PDF)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 34, 1948 Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV34A_302529_7.PDF)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 34, 1948 Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV34B_302530_7.PDF)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 35, 1949 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV35_302531_7.pdf)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 36, 1950 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV36_302533_7.pdf)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 37, 1951 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV37_302536_7.pdf)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 38, 1952 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV38_302537_7.pdf)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 40, 1954 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV40_302539_7.pdf)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 41, 1955 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV41_302540_7.pdf)",
"Michigan Academy of Science Arts and Letters","MASAL: Selections from Papers of the Michigan Academy of Science Arts and Letters Vol. 43, 1957 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MASALV43_302541_7.pdf)",
"Michigan's Mineral Industries","MMI: Michigan's Mineral Industries 1952 OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-MI1952_302551_7.pdf)",
"Michigan's Mineral Industries","MMI: Michigan's Mineral Industries 1953 OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-MI1953_302552_7.pdf)",
"Michigan's Mineral Industries","MMI: Michigan's Mineral Industries 1954 OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-MI1954_302554_7.pdf)",
"Michigan's Mineral Industries","MMI: Michigan's Mineral Industries 1955 OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-MI1955_302555_7.pdf)",
"Michigan's Mineral Industries","MMI: Michigan's Mineral Industries 1956 OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-MI1956_302556_7.pdf)",
"Michigan's Mineral Industries","MMI: Michigan's Mineral Industries 1957 OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-MI1957_302557_7.pdf)",
"Michigan's Mineral Industries","MMI: Michigan's Mineral Industries 1958 OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-MI1958_302558_7.pdf)",
"Michigan's Mineral Industries","MMI: Michigan's Mineral Industries 1959 OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-MI1959_302559_7.pdf)",
"Michigan's Mineral Industries","MMI: Michigan's Mineral Industries 1960 OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-MI1960_302560_7.pdf)",
"Michigan's Mineral Industries","MMI: Michigan's Mineral Industries 1961 OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-MI1961_302564_7.pdf)",
"Michigan's Mineral Industries","MMI: Michigan's Mineral Industries 1962 OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-MI1962_302565_7.pdf)",
"Miscellany","MISC: Miscellany 1: Papers presented at Sixth Forum on Geology of Industrial Minerals - Theme 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MISC11_216152_7.PDF)",
"Miscellany","MISC: Miscellany 1: Papers presented at Sixth Forum on Geology of Industrial Minerals - Theme 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MISC12_216154_7.PDF)",
"Annual Report","MNST: Annual Report of the Commissioner of Mineral Statistics for 1880 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MS1880_302574_7.pdf)",
"Annual Report","MNST: Annual Report of the Commissioner of Mineral Statistics for 1881 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MS1881_302575_7.pdf)",
"Annual Report","MNST: Annual Report of the Commissioner of Mineral Statistics for 1882 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MS1882_302577_7.pdf)",
"Mineral Resources","MNST: Mineral Resources 1885 - Gold-Copper OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MS1885A_216156_7.pdf)",
"Annual Report","MNST: Annual Report of the Commissioner of Mineral Statistics for 1886 Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MS1886A_302578_7.PDF)",
"Annual Report","MNST: Annual Report of the Commissioner of Mineral Statistics for 1886 Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MS1886B_302581_7.PDF)",
"Mines and Mineral Statistics","MNST: Mines and Mineral Statistics 1887 Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MS1887a_302582_7.pdf)",
"Mines and Mineral Statistics","MNST: Mines and Mineral Statistics 1887 Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MS1887b_302583_7.pdf)",
"Mines and Mineral Statistics","MNST: Mines and Mineral Statistics 1887 Part 3 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MS1887c_302584_7.pdf)",
"Mines and Mineral Statistics","MNST: Mines and Mineral Statistics 1889 - Copper OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MS1888A_216159_7.pdf)",
"Mines and Mineral Statistics","MNST: Mines and Mineral Statistics 1889 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MS1889_216161_7.pdf)",
"Mines and Mineral Statistics","MNST: Mines and Mineral Statistics 1891 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MS1891_216162_7.pdf)",
"Mines and Mineral Statistics","MNST: Mines and Mineral Statistics 1892 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MS1892_216163_7.pdf)",
"Mines and Mineral Statistics","MNST: Mines and Mineral Statistics 1896 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MS1896_302587_7.pdf)",
"Mines and Mineral Statistics","MNST: Mines and Mineral Statistics 1897 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MS1897_302593_7.pdf)",
"Mines and Mineral Statistics","MNST: Mines and Mineral Statistics 1898 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MS1898_302594_7.pdf)",
"Mines and Mineral Statistics","MNST: Mines and Mineral Statistics 1899 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MS1899_302595_7.pdf)",
"Mines and Mineral Statistics","MNST: Mines and Mineral Statistics 1900 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MS1900_302596_7.pdf)",
"Mines and Mineral Statistics","MNST: Mines and Mineral Statistics 1901 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MS1901_302597_7.pdf)",
"Mines and Mineral Statistics","MNST: Mines and Mineral Statistics 1902 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MS1902_302599_7.pdf)",
"Mines and Mineral Statistics","MNST: Mines and Mineral Statistics 1903 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MS1903_302600_7.pdf)",
"Mines and Mineral Statistics","MNST: Mines and Mineral Statistics 1905 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MS1905_302601_7.pdf)",
"Mines and Mineral Statistics","MNST: Mines and Mineral Statistics 1906 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MS1906_302602_7.pdf)",
"Mines and Mineral Statistics","MNST: Mines and Mineral Statistics 1907 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MS1907_302603_7.pdf)",
"Mines and Mineral Statistics","MNST: Mines and Mineral Statistics 1908 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MS1908_302605_7.pdf)",
"Mines and Mineral Statistics","MNST: Mines and Mineral Statistics 1909 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-MS1909_302606_7.pdf)",
"Open File Report","OFR: Open File Report 77-2: Investigation of a Reported Copper-Silver Showing in... Marquette County... - Snider OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-OFR772_302607_7.pdf)",
"Open File Report","OFR: Open File Report 78-3: Geological Study of Sand Deposits... Phase I OGS-GIMDL Text (https://www.michigan.gov/documents/deq/deq-ogs-gimdl-OFR7803_311905_7.pdf)",
"Open File Report","OFR: Open File Report 78-4: Geological Study of Sand Deposits... Phase III MGSD OGS-GIMDL Text (https://www.michigan.gov/documents/deq/deq-ogs-gimdl-OFR7804_311906_7.pdf)",
"Open File Report","DEQ-OOGM OFR: Open File Report 78-5: Criteria and Methodology for assessing the Impact of Sand Dune Mining MGSD 1978 OGS-GIMDL (https://www.michigan.gov/documents/deq/GIMDL-OFR7805_216164_7.pdf)",
"Open File Report","OFR: Open-File Report 80-1: Gold in Michigan, 1980, Excerpts MGSD OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-OFR8001_216165_7.pdf)",
"Open File Report","OFR: Open File Report 81-1: Report Accompanying Ground Magnetic Map of Homer and Spring Arbor... - Sauck et al OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-OFR811_302610_7.pdf)",
"Open File Report","OFR: Open File Report 81-2: Rare Earth and Related Elements in the Goodrich Quartzite... - Parker OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-OFR812_302611_7.pdf)",
"Open File Report","OFR: Open File Report 85-2: Geology and Precious Mineralization of the Fire Center... - Owens, Bornhorst OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-OFR852_302612_7.pdf)",
"Open File Report","OFR: Open File Report 86-1: Detailed Geologic Study of Three Precious Metal Prospects... - Boben, Bornhorst OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-OFR861_302613_7.pdf)",
"Open File Report","OFR: Open File Report 86-6: Patterns of Regional Subsurface Fluid Movement in the Michigan Basin - Vugrinovich OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-OFR866_302614_7.pdf)",
"Open File Report","OFR: Open File Report 87-4: Geologic Setting of Precious Metal Mineralization... - Johnson, Bornhorst OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-OFR874_302615_7.pdf)",
"Open File Report","OFR: Open File Report 87-6: Cobalt, Nickel, and Vanadium Contents of Pyrite Concentrates... - Bornhorst et al OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-OFR876_302616_7.pdf)",
"Open File Report","OFR: Open File Report 87-8: Geology, Structure, and Associated Precious Metal Mineralization... - Baxter et al OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-OFR878_302617_7.pdf)",
"Open File Report","OFR: Open File Report 88-2: Manganese Investigation in Keweenaw County, Michigan - Blaske et al OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-OFR882_302618_7.pdf)",
"Open File Report","OFR: Open File Report 89-2: Bedrock Geology of the Reany Lake Area... - MacLellan, Bornhorst OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-OFR892_302619_7.pdf)",
"Open File Report","OFR: Open File Report AST: Structures Associated with the Albion-Scipio Oil Field Trend - Ells OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-OFRAST_302620_7.pdf)",
"Open File Report","DOE: Open File Report G3BX-162(79): Final Report Diamond-Drilling for Geologic Information... - Trow OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-OFRGJBX16379_302621_7.pdf)",
"Pamphlet","PA: Pamphlet 1: Douglass Houghton, Michigan's First State Geologist. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PA01_216188_7.pdf)",
"Pamphlet","PA: Pamphlet 3:  Guide to Michigan Fossils OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PA03_216189_7.pdf)",
"Progess Report","PR: Progress Report 2: Geology of Ogemaw County and West Branch Oil Field OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PR02_216191_7.pdf)",
"Progess Report","PR: Progress Report 3: Geology of Arenac County OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PR03_216192_7.pdf)",
"Progess Report","PR: Progress Report 4: The Geology of Allegan County OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PR04_216193_7.pdf)",
"Progess Report","PR: Progress Report 10: Strategic Minerals Investigations in Marquette and Baraga Counties OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PR10_216197_7.pdf)",
"Progess Report","PR: Progress Report 13: Progress Report on the Ground-water Resources of the Lansing Area, Michigan OGS-GIMDL Text only (https://www.michigan.gov/documents/deq/GIMDL-PR13_216199_7.PDF)",
"Progess Report","PR: Progress Report 16: Ground-water Resources of Southeastern Oakland County, Michigan OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PR16_216200_7.PDF)",
"Progess Report","PR: Progress Report 17: Reconnaissance of the Ground-Water Resources of Chippewa County, Michigan OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PR17_216201_7.pdf)",
"Progess Report","PR: Progress Report 19: Reconnaissance of the Ground-Water Resources of Mackinac County, Michigan OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PR19_216202_7.PDF)",
"Progess Report","PR: Progress Report 21:  Reconnaissance of the Ground-Water Resources of Luce County, Michigan OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PR21_216203_7.pdf)",
"Progess Report","PR: Progress Report 23: Ground-Water Hydrology and Glacial Geology of the Kalamazoo Area, Michigan OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PR23_216205_7.PDF)",
"Progess Report","PR: Progress Report 24: Reconnaissance of the Ground-water Resources of Delta County, Michigan OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PR24_216206_7.PDF)",
"General Geology","GG: General Geology: Egg Carton Mammoth & Mastodon Molar Models Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PT-EC_307781_7.pdf)",
"General Geology","GG: General Geology: Egg Carton Mammoth & Mastodon Molar Models Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PT-PT_307782_7.pdf)",
"General Geology","GG: General Geology: Egg Carton Mammoth & Mastodon Molar Models Parts 1 and 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PTWT_216207_7.pdf)",
"Publication","PU: Publication 1. Biological Series 1: The Crawfishes of Michigan, The Insect Galls... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU01_216208_7.pdf)",
"Publication","PU: Publication 2. Geological Series 1: The Monroe Formation of Southern Michigan and Adjoining Regions. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU02_216209_7.pdf)",
"Publication","PU: Publication 3. Geological Series 2: The Iron River Iron-Bearing District of Michigan. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU03_216211_7.pdf)",
"Publication","PU: Publication 4. Biological Series 2: A Biological Survey of the Sand Dune Region... Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU04A_302625_7.pdf)",
"Publication","PU: Publication 4. Biological Series 2: A Biological Survey of the Sand Dune Region... Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU04B_302626_7.pdf)",
"Publication","PU: Publication 5. Geological Series 3: The Late Glacial and Post Glacial Uplift of the Michigan Basin... Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU05A_302628_7.pdf)",
"Publication","PU: Publication 5. Geological Series 3: The Late Glacial and Post Glacial Uplift of the Michigan Basin... Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU05B_302629_7.pdf)",
"Publication","PU: Publication 6. Geological Series 4: Vol. 1. The Keweenaw Series of Michigan. Chapters 1-4. OGS-GIMDL. Text. (https://www.michigan.gov/documents/deq/deq-ogs-gimdl-PU06A_304809_7.PDF)",
"Publication","PU: Publication 7. Geological Series 5: Surface Geology of the Northern Peninsula of Michigan. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU07_302630_7.pdf)",
"Publication","PU: Publication 8. Geological Series 6: Mineral Resources of Michigan with Statistical Tables... Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU08A_216212_7.pdf)",
"Publication","PU: Publication 8. Geological Series 6: Mineral Resources of Michigan with Statistical Tables... Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU08B_216213_7.pdf)",
"Publication","PU: Publication 8. Geological Series 6: Mineral Resources of Michigan with Statistical Tables... Part 3 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU08C_216214_7.pdf)",
"Publication","PU: Publication 9. Geological Series 7: Surface Geology and Agricultural Conditions of the Southern Peninsula... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU09_302632_7.pdf)",
"Publication","PU: Publication 10. Biological Series 3: The Herpetology of Michigan; ... Archaeology of Michigan Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU10A_302633_7.PDF)",
"Publication","PU: Publication 10. Biological Series 3: The Herpetology of Michigan; ... Archaeology of Michigan Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU10B_302634_7.PDF)",
"Publication","PU: Publication 10. Biological Series 3: The Herpetology of Michigan; ... Archaeology of Michigan Part 3 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU10C_302635_7.PDF)",
"Publication","PU: Publication 10. Biological Series 3: The Herpetology of Michigan; ... Archaeology of Michigan Plates OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU10D_302636_7.PDF)",
"Publication","PU: Publication 11. Geological Series 8: Geological Report on Arenac County. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU11_302637_7.pdf)",
"Publication","PU: Publication 12. Geological Series 9: Geological Report on Wayne County. Chapters 1-5 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU12A_302638_7.pdf)",
"Publication","PU: Publication 12. Geological Series 9: Geological Report on Wayne County. Chapters 6-10 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU12B_302640_7.pdf)",
"Publication","PU: Publication 13. Geological Series 10: Mineral Resources of Michigan with Statistical Tables... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU13_216215_7.pdf)",
"Publication","PU: Publication 14. Geological Series 11: The Occurrence of Oil and Gas in Michigan Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU140105_216216_7.pdf)",
"Publication","PU: Publication 14. Geological Series 11: The Occurrence of Oil and Gas in Michigan Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU140510_216217_7.pdf)",
"Publication","PU: Publication 14. Geological Series 11: The Occurrence of Oil and Gas in Michigan. Illustrations 1 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-PU14b-1_217040_7.pdf)",
"Publication","PU: Publication 14. Geological Series 11: The Occurrence of Oil and Gas in Michigan. Illustrations 2 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-PU14b-2_217042_7.pdf)",
"Publication","PU: Publication 14. Geological Series 11: The Occurrence of Oil and Gas in Michigan. Illustrations 3 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-PU14b-3_217043_7.pdf)",
"Publication","PU: Publication 15. Geological Series 12: The Brine and Salt Deposits of Michigan. Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU150103_216219_7.PDF)",
"Publication","PU: Publication 15. Geological Series 12: The Brine and Salt Deposits of Michigan. Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU150406_216223_7.PDF)",
"Publication","PU: Publication 15. Geological Series 12: The Brine and Salt Deposits of Michigan. Illustrations OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-PU15b_216227_7.pdf)",
"Publication","PU: Publication 16. Geological Series 13: Mineral Resources of Michigan with Statistical Tables... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU16_216228_7.pdf)",
"Publication","PU: Publication 17. Geological Series 14: Biennial Report of the Director 1912-1914. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU17_216230_7.pdf)",
"Publication","PU: Publication 18. Geological Series 15: Contributions to the Pre-Cambrian Geology... Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU18A_216232_7.pdf)",
"Publication","PU: Publication 19. Geological Series 16. Mineral Resources of Michigan with Statistical Tables... Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU19A_216234_7.pdf)",
"Publication","PU: Publication 21. Geological Series 17: Mineral Resources of Michigan with Statistical Tables...Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU21A_216236_7.pdf)",
"Publication","PU: Publication 21. Geological Series 17: Mineral Resources of Michigan with Statistical Tables...Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU21B_216237_7.pdf)",
"Publication","PU: Publication 21. Geological Series 17: Mineral Resources of Michigan with Statistical Tables... Part 3 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU21C_216238_7.pdf)",
"Publication","PU: Publication 22. Geological Series 18: Biennial Report of the Director... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU22_216239_7.pdf)",
"Publication","PU: Publication 24. Geological Series 20: Mineral Resources of Michigan with Statistical Tables... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU24_216241_7.pdf)",
"Publication","PU: Publication 25. Geological Series 21: Surface Geology and Agricultural Conditions of Michigan. Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU25A_302641_7.pdf)",
"Publication","PU: Publication 25. Geological Series 21: Surface Geology and Agricultural Conditions of Michigan. Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU25B_302642_7.pdf)",
"Publication","PU: Publication 27. Geological Series 22: Mineral Resources of Michigan with Statistical Tables... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU27_216242_7.pdf)",
"Publication","PU: Publication 28. Geological Series 23: Drainage in Michigan. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU28_216243_7.pdf)",
"Publication","PU: Publication 29. Geological Series 24: Mineral Resources of Michigan with Statistical Tables... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU29_216244_7.pdf)",
"Publication","PU: Publication 31. Biological Series 6: Miscellaneous Papers on the Botany of Michigan. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU31_302645_7.pdf)",
"Publication","PU: Publication 32. Geological Series 26: Mineral Resources of Michigan with Statistical Tables... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU32_216245_7.pdf)",
"Publication","PU: Publication 33. Geological Series 27: Mineral Resources of Michigan with Statistical Tables... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU33_216246_7.pdf)",
"Publication","PU: Publication 34. Geological Series 28: Mineral Resources of Michigan with Statistical Tables... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU34_216247_7.pdf)",
"Publication","PU: Publication 35. Geological Series 29: Mineral Resources of Michigan... for 1923 and Prior Years. Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU35A_302646_7.pdf)",
"Map","DEQ OOGM GIMDL RI 03 MGG Glacial Geology Map (https://www.michigan.gov/documents/deq/GIMDL-RI03MGG_362880_7.pdf)",
"Publication","PU: Publication 35. Geological Series 29: Mineral Resources of Michigan... for 1923 and Prior Years. Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU35B_302647_7.pdf)",
"Publication","PU: Publication 36. Geological Series 30: Clays and Shales of Michigan and Their Uses. Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU36B_216248_7.pdf)",
"Publication","PU: Publication 38. Geological Series 32: Oil and Gas Fields of Michigan. Oil and Gas Fields of Michigan. Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU38A_302649_7.pdf)",
"Publication","PU: Publication 38. Geological Series 32: Oil and Gas Fields of Michigan. Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU38B_302650_7.pdf)",
"Publication","PU: Publication 40. Geological Series 34: Occasional Papers on the Geology of Michigan. Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU40A_216249_7.pdf)",
"Publication","PU: Publication 40. Geological Series 34: Occasional Papers on the Geology of Michigan. Part 1 (1/2) OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU40C1_321317_7.pdf)",
"Publication","PU: Publication 40. Geological Series 34: Occasional Papers on the Geology of Michigan. Part 1 (2/2) OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU40C2_321321_7.pdf)",
"Publication","PU: Publication 43. Geological Series 36: Pre-Historic Mackinac Island. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU43_216251_7.pdf)",
"Publication","PU: Publication 44. Geological Series 37. Geology of the Mackinac Straits Region... Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-PU44A_302655_7.pdf)",
