"ticket_last_updated_date_time","ticket_id","issue_type","issue_description","secondary_issue_type","street_address","city","state","zip_code","ticket_status","ticket_created_date_time","ticket_closed_date_time","case_closure_reason","neighborhood_district","neighborhood_district_secondary","locatable","latitude","longitude","count","location"
"2015-07-28T05:35:15.000","101000012589","Early/late bus concern","Early/late bus concern","Transit",,,,,"Closed","2015-07-16T10:24:00.000","2015-07-28T05:35:15.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-16T11:16:49.000","101000012594","Bus route or schedule concern","Bus route or schedule concern","Transit",,,,,"Closed","2015-07-16T11:15:00.000","2015-07-16T11:16:49.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-20T09:23:42.000","101000012640","Tax refund","Tax refund","Assessment & Tax","21472 TWP RD 510 TWP RD  Strathcona County AB","Strathcona County","AB","T8E 1G7","Closed","2015-07-17T14:02:18.000","2015-07-20T09:23:42.000","Closed as Duplicate","Ward 7",,"true","53.3674","-113.073","1","POINT (-113.073 53.3674)"
"2015-07-20T09:11:12.000","101000012677","Tax refund","Tax refund","Assessment & Tax",,,,,"Closed","2015-07-20T08:26:16.000","2015-07-20T09:11:12.000","Case Cancelled","No Location",,"false",,,"1",
"2015-07-23T12:44:14.000","101000012679","Tax refund","Tax refund","Assessment & Tax",,,,,"Closed","2015-07-20T08:28:00.000","2015-07-23T12:44:14.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-23T12:44:35.000","101000012684","Tax refund","Tax refund","Assessment & Tax",,,,,"Closed","2015-07-20T09:29:00.000","2015-07-23T12:44:35.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-23T08:49:47.000","101000012685","Assessment clarification","Assessment clarification","Assessment & Tax","61 PINE ST  Sherwood Park AB","Sherwood Park","AB","T8A 1G7","Closed","2015-07-20T09:34:00.000","2015-07-23T08:49:47.000","Case Resolved","Ward 3",,"true","53.523","-113.299","1","POINT (-113.299 53.523)"
"2015-07-20T11:39:56.000","101000012703","Early/late bus concern","Early/late bus concern","Transit",,,,,"Closed","2015-07-20T11:36:00.000","2015-07-20T11:39:56.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-23T12:45:47.000","101000012714","Tax refund","Tax refund","Assessment & Tax",,,,,"Closed","2015-07-20T13:50:23.000","2015-07-23T12:45:47.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-23T12:50:05.000","101000012715","Tax refund","Tax refund","Assessment & Tax",,,,,"Closed","2015-07-20T13:55:00.000","2015-07-23T12:50:05.000","Closed as Duplicate","No Location",,"false",,,"1",
"2015-07-28T10:47:54.000","101000012719","Transit other complaint","Transit other complaint","Transit",,,,,"Closed","2015-07-20T14:36:00.000","2015-07-28T10:47:54.000","Case is Invalid","No Location",,"false",,,"1",
"2015-07-27T13:18:00.000","101000012742","Bus route or schedule compliment","Bus route or schedule compliment","Transit",,,,,"Closed","2015-07-20T18:42:28.000","2015-07-27T13:18:00.000","Case Cancelled","No Location",,"false",,,"1",
"2015-07-30T11:15:07.000","101000012748","Plants, Weeds and Crops","Plants, Weeds and Crops","Transportation and Agriculture Services",,,,,"Closed","2015-07-21T08:24:00.000","2015-07-30T11:15:07.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-28T12:07:18.000","101000012752","Permits","Permits","Transportation and Agriculture Services",,,,,"Closed","2015-07-21T08:49:00.000","2015-07-28T12:07:18.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-27T12:00:56.000","101000012755","Road Condition Hazard and Debris","Road Condition Hazard and Debris","Transportation and Agriculture Services",,,,,"Closed","2015-07-21T09:11:00.000","2015-07-27T12:00:56.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-21T13:47:31.000","101000012756","Sidewalk and Trail Hazard","Sidewalk and Trail Hazard","Transportation and Agriculture Services",,,,,"Closed","2015-07-21T09:17:00.000","2015-07-21T13:47:31.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-21T13:25:09.000","101000012758","Road Condition Hazard and Debris","Road Condition Hazard and Debris","Transportation and Agriculture Services",,,,,"Closed","2015-07-21T09:23:00.000","2015-07-21T13:25:09.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-30T11:16:29.000","101000012760","Plants, Weeds and Crops","Plants, Weeds and Crops","Transportation and Agriculture Services",,,,,"Closed","2015-07-21T09:28:00.000","2015-07-30T11:16:29.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-21T11:45:36.000","101000012761","Traffic Safety","Traffic Safety","Transportation and Agriculture Services",,,,,"Closed","2015-07-21T09:31:00.000","2015-07-21T11:45:36.000","Case Resolved","No Location",,"false",,,"1",
"2015-08-04T14:43:18.000","101000012763","Animals, Wildlife and Pests","Animals, Wildlife and Pests","Transportation and Agriculture Services",,,,,"Closed","2015-07-21T09:45:02.000","2015-08-04T14:43:18.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-21T13:55:42.000","101000012768","Sidewalk and Trail Hazard","Sidewalk and Trail Hazard","Transportation and Agriculture Services",,,,,"Closed","2015-07-21T10:25:00.000","2015-07-21T13:55:42.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-24T15:03:15.000","101000012771","Permits","Permits","Transportation and Agriculture Services",,,,,"Closed","2015-07-21T11:11:00.000","2015-07-24T15:03:15.000","Case Resolved","No Location",,"false",,,"1",
"2015-08-04T14:43:57.000","101000012772","Animals, Wildlife and Pests","Animals, Wildlife and Pests","Transportation and Agriculture Services",,,,,"Closed","2015-07-21T11:14:33.000","2015-08-04T14:43:57.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-22T09:33:35.000","101000012774","Traffic Safety","Traffic Safety","Transportation and Agriculture Services",,,,,"Closed","2015-07-21T11:58:00.000","2015-07-22T09:33:35.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-27T11:23:52.000","101000012776","Road Condition Hazard and Debris","Road Condition Hazard and Debris","Transportation and Agriculture Services",,,,,"Closed","2015-07-21T13:23:05.000","2015-07-27T11:23:52.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-24T15:08:32.000","101000012777","Permits","Permits","Transportation and Agriculture Services",,,,,"Closed","2015-07-21T13:27:00.000","2015-07-24T15:08:32.000","Passed to Relevant Department","No Location",,"false",,,"1",
"2015-07-30T11:02:12.000","101000012779","Plants, Weeds and Crops","Plants, Weeds and Crops","Transportation and Agriculture Services",,,,,"Closed","2015-07-21T13:38:00.000","2015-07-30T11:02:12.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-22T06:59:13.000","101000012786","Road Condition Hazard and Debris","Road Condition Hazard and Debris","Transportation and Agriculture Services",,,,,"Closed","2015-07-21T13:59:00.000","2015-07-22T06:59:13.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-22T07:50:48.000","101000012787","Water and Flooding","Water and Flooding","Transportation and Agriculture Services",,,,,"Closed","2015-07-21T14:00:00.000","2015-07-22T07:50:48.000","Passed to Relevant Department","No Location",,"false",,,"1",
"2015-07-21T15:48:38.000","101000012788","Transit other suggestion","Transit other suggestion","Transit",,,,,"Closed","2015-07-21T14:08:15.000","2015-07-21T15:48:38.000","Case is Invalid","No Location",,"false",,,"1",
"2015-07-22T10:55:34.000","101000012789","Traffic Safety","Traffic Safety","Transportation and Agriculture Services",,,,,"Closed","2015-07-21T14:13:00.000","2015-07-22T10:55:34.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-23T08:58:53.000","101000012794","Traffic Safety","Traffic Safety","Transportation and Agriculture Services",,,,,"Closed","2015-07-21T15:03:00.000","2015-07-23T08:58:53.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-23T11:26:06.000","101000012797","Road Condition Hazard and Debris","Road Condition Hazard and Debris","Transportation and Agriculture Services",,,,,"Closed","2015-07-21T15:27:00.000","2015-07-23T11:26:06.000","Out of Jurisdiction","No Location",,"false",,,"1",
"2015-07-24T13:49:10.000","101000012798","Road Condition Hazard and Debris","Road Condition Hazard and Debris","Transportation and Agriculture Services",,,,,"Closed","2015-07-21T15:40:00.000","2015-07-24T13:49:10.000","Case Resolved","No Location",,"false",,,"1",
"2015-08-04T13:35:34.000","101000012800","Road Condition Hazard and Debris","Road Condition Hazard and Debris","Transportation and Agriculture Services",,,,,"Closed","2015-07-21T16:09:22.000","2015-08-04T13:35:34.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-27T11:40:39.000","101000012823","Road Condition Hazard and Debris","Road Condition Hazard and Debris","Transportation and Agriculture Services",,,,,"Closed","2015-07-22T08:45:15.000","2015-07-27T11:40:39.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-30T11:11:37.000","101000012828","Plants, Weeds and Crops","Plants, Weeds and Crops","Transportation and Agriculture Services",,,,,"Closed","2015-07-22T09:38:00.000","2015-07-30T11:11:37.000","Case Resolved","No Location",,"false",,,"1",
"2015-08-07T12:46:39.000","101000012829","Plants, Weeds and Crops","Plants, Weeds and Crops","Transportation and Agriculture Services",,,,,"Closed","2015-07-22T09:43:00.000","2015-08-07T12:46:39.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-23T11:32:04.000","101000012831","Road Condition Hazard and Debris","Road Condition Hazard and Debris","Transportation and Agriculture Services",,,,,"Closed","2015-07-22T09:55:00.000","2015-07-23T11:32:04.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-30T10:58:56.000","101000012832","Plants, Weeds and Crops","Plants, Weeds and Crops","Transportation and Agriculture Services",,,,,"Closed","2015-07-22T10:00:00.000","2015-07-30T10:58:56.000","Case Resolved","No Location",,"false",,,"1",
"2015-08-05T09:04:54.000","101000012833","Animals, Wildlife and Pests","Animals, Wildlife and Pests","Transportation and Agriculture Services",,,,,"Closed","2015-07-22T10:09:32.000","2015-08-05T09:04:54.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-30T11:12:33.000","101000012836","Plants, Weeds and Crops","Plants, Weeds and Crops","Transportation and Agriculture Services",,,,,"Closed","2015-07-22T10:20:00.000","2015-07-30T11:12:33.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-24T16:33:58.000","101000012837","Road Condition Hazard and Debris","Road Condition Hazard and Debris","Transportation and Agriculture Services",,,,,"Closed","2015-07-22T10:28:00.000","2015-07-24T16:33:58.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-24T14:22:47.000","101000012840","Road Condition Hazard and Debris","Road Condition Hazard and Debris","Transportation and Agriculture Services",,,,,"Closed","2015-07-22T11:01:00.000","2015-07-24T14:22:47.000","Case Resolved","No Location",,"false",,,"1",
"2015-08-04T11:39:04.000","101000012841","Road Condition Hazard and Debris","Road Condition Hazard and Debris","Transportation and Agriculture Services",,,,,"Closed","2015-07-22T11:14:00.000","2015-08-04T11:39:04.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-31T13:21:48.000","101000012842","Transit driver or staff behaviour concern","Transit driver or staff behaviour concern","Transit",,,,,"Closed","2015-07-22T11:13:00.000","2015-07-31T13:21:48.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-31T11:46:59.000","101000012843","Transit other complaint","Transit other complaint","Transit",,,,,"Closed","2015-07-22T11:24:00.000","2015-07-31T11:46:59.000","Case is Invalid","No Location",,"false",,,"1",
"2015-07-22T12:12:48.000","101000012844","Traffic Safety","Traffic Safety","Transportation and Agriculture Services",,,,,"Closed","2015-07-22T11:26:00.000","2015-07-22T12:12:48.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-30T10:47:53.000","101000012845","Assessment clarification","Assessment clarification","Assessment & Tax","53140 HWY 21 HWY  Sherwood Park AB","Sherwood Park","AB","T8A 4T7","Closed","2015-07-22T11:57:00.000","2015-07-30T10:47:53.000","Case Resolved","Ward 4",,"true","53.5634","-113.248","1","POINT (-113.248 53.5634)"
"2015-07-30T12:48:17.000","101000012846","Tax refund","Tax refund","Assessment & Tax","170 FOXBORO RD  Sherwood Park AB","Sherwood Park","AB","T8A 6M7","Closed","2015-07-22T12:54:00.000","2015-07-30T12:48:17.000","Case Resolved","Ward 8",,"true","53.5248","-113.253","1","POINT (-113.253 53.5248)"
"2015-07-23T08:42:40.000","101000012847","Assessment clarification","Assessment clarification","Assessment & Tax","45 ROSEWOOD DR  Sherwood Park AB","Sherwood Park","AB","T8A 0L8","Closed","2015-07-22T13:07:00.000","2015-07-23T08:42:40.000","Case Resolved","Ward 3",,"true","53.5129","-113.29","1","POINT (-113.29 53.5129)"
"2015-08-05T09:06:33.000","101000012849","Animals, Wildlife and Pests","Animals, Wildlife and Pests","Transportation and Agriculture Services",,,,,"Closed","2015-07-22T13:42:57.000","2015-08-05T09:06:33.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-30T11:13:34.000","101000012850","Plants, Weeds and Crops","Plants, Weeds and Crops","Transportation and Agriculture Services",,,,,"Closed","2015-07-22T13:44:00.000","2015-07-30T11:13:34.000","Case Resolved","No Location",,"false",,,"1",
"2015-08-07T09:13:35.000","101000012851","Plants, Weeds and Crops","Plants, Weeds and Crops","Transportation and Agriculture Services",,,,,"Closed","2015-07-22T13:48:00.000","2015-08-07T09:13:35.000","Case Resolved","No Location",,"false",,,"1",
"2015-08-05T10:30:07.000","101000012852","Plants, Weeds and Crops","Plants, Weeds and Crops","Transportation and Agriculture Services",,,,,"Closed","2015-07-22T13:50:00.000","2015-08-05T10:30:07.000","Case Resolved","No Location",,"false",,,"1",
"2015-08-07T09:27:30.000","101000012853","Plants, Weeds and Crops","Plants, Weeds and Crops","Transportation and Agriculture Services",,,,,"Closed","2015-07-22T13:51:00.000","2015-08-07T09:27:30.000","Case Resolved","No Location",,"false",,,"1",
"2015-08-04T11:56:14.000","101000012854","Road Condition Hazard and Debris","Road Condition Hazard and Debris","Transportation and Agriculture Services",,,,,"Closed","2015-07-22T13:52:00.000","2015-08-04T11:56:14.000","Case Resolved","No Location",,"false",,,"1",
"2015-09-08T09:42:00.000","101000012865","Traffic Safety","Traffic Safety","Transportation and Agriculture Services",,,,,"Closed","2015-07-22T14:26:00.000","2015-09-08T09:42:00.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-23T14:21:50.000","101000012866","Permits","Permits","Transportation and Agriculture Services",,,,,"Closed","2015-07-22T15:07:00.000","2015-07-23T14:21:50.000","Case Resolved","No Location",,"false",,,"1",
"2015-08-05T10:40:39.000","101000012868","Plants, Weeds and Crops","Plants, Weeds and Crops","Transportation and Agriculture Services",,,,,"Closed","2015-07-22T15:34:00.000","2015-08-05T10:40:39.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-23T08:26:06.000","101000012869","Traffic Safety","Traffic Safety","Transportation and Agriculture Services",,,,,"Closed","2015-07-22T16:01:00.000","2015-07-23T08:26:06.000","Out of Jurisdiction","No Location",,"false",,,"1",
"2015-07-30T11:18:31.000","101000012870","Plants, Weeds and Crops","Plants, Weeds and Crops","Transportation and Agriculture Services",,,,,"Closed","2015-07-22T16:25:00.000","2015-07-30T11:18:31.000","Closed as Duplicate","No Location",,"false",,,"1",
"2015-07-30T10:59:20.000","101000012871","Plants, Weeds and Crops","Plants, Weeds and Crops","Transportation and Agriculture Services",,,,,"Closed","2015-07-22T16:26:00.000","2015-07-30T10:59:20.000","Closed as Duplicate","No Location",,"false",,,"1",
"2015-08-17T09:18:52.000","101000012882","Road Condition Hazard and Debris","Road Condition Hazard and Debris","Transportation and Agriculture Services",,,,,"Closed","2015-07-23T09:27:00.000","2015-08-17T09:18:52.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-23T15:11:47.000","101000012884","Construction","Construction","Transportation and Agriculture Services",,,,,"Closed","2015-07-23T10:24:00.000","2015-07-23T15:11:47.000","Case Resolved","No Location",,"false",,,"1",
"2015-08-04T14:32:32.000","101000012885","Permits","Permits","Transportation and Agriculture Services",,,,,"Closed","2015-07-23T10:32:00.000","2015-08-04T14:32:32.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-30T10:56:36.000","101000012886","Plants, Weeds and Crops","Plants, Weeds and Crops","Transportation and Agriculture Services",,,,,"Closed","2015-07-23T10:32:00.000","2015-07-30T10:56:36.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-30T15:41:41.000","101000012887","Plants, Weeds and Crops","Plants, Weeds and Crops","Transportation and Agriculture Services",,,,,"Closed","2015-07-23T10:35:00.000","2015-07-30T15:41:41.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-27T14:11:08.000","101000012888","Plants, Weeds and Crops","Plants, Weeds and Crops","Transportation and Agriculture Services",,,,,"Closed","2015-07-23T10:37:00.000","2015-07-27T14:11:08.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-27T11:00:58.000","101000012890","Traffic Safety","Traffic Safety","Transportation and Agriculture Services",,,,,"Closed","2015-07-23T10:43:00.000","2015-07-27T11:00:58.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-27T11:59:20.000","101000012894","Water and Flooding","Water and Flooding","Transportation and Agriculture Services",,,,,"Closed","2015-07-23T11:13:00.000","2015-07-27T11:59:20.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-24T14:07:23.000","101000012895","Traffic Safety","Traffic Safety","Transportation and Agriculture Services",,,,,"Closed","2015-07-23T11:47:00.000","2015-07-24T14:07:23.000","Case Resolved","No Location",,"false",,,"1",
"2015-08-05T10:32:33.000","101000012896","Plants, Weeds and Crops","Plants, Weeds and Crops","Transportation and Agriculture Services",,,,,"Closed","2015-07-23T12:35:00.000","2015-08-05T10:32:33.000","Case Resolved","No Location",,"false",,,"1",
"2015-08-05T14:20:36.000","101000012897","Construction","Construction","Transportation and Agriculture Services",,,,,"Closed","2015-07-23T12:50:00.000","2015-08-05T14:20:36.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-23T13:27:44.000","101000012898","Construction","Construction","Transportation and Agriculture Services",,,,,"Closed","2015-07-23T12:51:04.000","2015-07-23T13:27:44.000","Closed as Duplicate","No Location",,"false",,,"1",
"2015-07-24T07:46:10.000","101000012914","Road Condition Hazard and Debris","Road Condition Hazard and Debris","Transportation and Agriculture Services",,,,,"Closed","2015-07-23T13:44:00.000","2015-07-24T07:46:10.000","Case Resolved","No Location",,"false",,,"1",
"2015-08-12T10:55:47.000","101000012915","Water and Flooding","Water and Flooding","Transportation and Agriculture Services",,,,,"Closed","2015-07-23T14:01:00.000","2015-08-12T10:55:47.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-23T15:28:11.000","101000012926","Assessment clarification","Assessment clarification","Assessment & Tax",,,,,"Closed","2015-07-23T15:24:00.000","2015-07-23T15:28:11.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-23T16:24:47.000","101000012929","Assessment clarification","Assessment clarification","Assessment & Tax",,,,,"Closed","2015-07-23T16:17:00.000","2015-07-23T16:24:47.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-23T16:26:29.000","101000012930","Assessment clarification","Assessment clarification","Assessment & Tax",,,,,"Closed","2015-07-23T16:22:00.000","2015-07-23T16:26:29.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-27T12:44:58.000","101000012934","Transit driver or staff behaviour concern","Transit driver or staff behaviour concern","Transit",,,,,"Closed","2015-07-23T17:26:00.000","2015-07-27T12:44:58.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-30T11:10:53.000","101000012942","Plants, Weeds and Crops","Plants, Weeds and Crops","Transportation and Agriculture Services",,,,,"Closed","2015-07-24T08:32:00.000","2015-07-30T11:10:53.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-30T11:05:10.000","101000012943","Plants, Weeds and Crops","Plants, Weeds and Crops","Transportation and Agriculture Services",,,,,"Closed","2015-07-24T09:08:00.000","2015-07-30T11:05:10.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-24T10:12:33.000","101000012944","Plants, Weeds and Crops","Plants, Weeds and Crops","Transportation and Agriculture Services",,,,,"Closed","2015-07-24T09:57:00.000","2015-07-24T10:12:33.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-24T10:18:27.000","101000012945","Plants, Weeds and Crops","Plants, Weeds and Crops","Transportation and Agriculture Services",,,,,"Closed","2015-07-24T10:03:00.000","2015-07-24T10:18:27.000","Case is Invalid","No Location",,"false",,,"1",
"2015-08-11T18:30:29.000","101000012946","Traffic Safety","Traffic Safety","Transportation and Agriculture Services",,,,,"Closed","2015-07-24T10:35:00.000","2015-08-11T18:30:29.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-27T15:18:17.000","101000012947","Water and Flooding","Water and Flooding","Transportation and Agriculture Services",,,,,"Closed","2015-07-24T10:41:00.000","2015-07-27T15:18:17.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-24T15:32:33.000","101000012948","Transit other complaint","Transit other complaint","Transit",,,,,"Closed","2015-07-24T10:56:00.000","2015-07-24T15:32:33.000","Case Resolved","No Location",,"false",,,"1",
"2015-08-05T09:17:11.000","101000012949","Animals, Wildlife and Pests","Animals, Wildlife and Pests","Transportation and Agriculture Services",,,,,"Closed","2015-07-24T11:00:39.000","2015-08-05T09:17:11.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-24T13:36:41.000","101000012950","Road Condition Hazard and Debris","Road Condition Hazard and Debris","Transportation and Agriculture Services",,,,,"Closed","2015-07-24T11:05:00.000","2015-07-24T13:36:41.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-24T14:02:45.000","101000012951","Traffic Safety","Traffic Safety","Transportation and Agriculture Services",,,,,"Closed","2015-07-24T11:57:00.000","2015-07-24T14:02:45.000","Case Resolved","No Location",,"false",,,"1",
"2015-08-12T08:31:32.000","101000012953","Water and Flooding","Water and Flooding","Transportation and Agriculture Services",,,,,"Closed","2015-07-24T13:40:00.000","2015-08-12T08:31:32.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-28T09:28:31.000","101000012954","Construction","Construction","Transportation and Agriculture Services",,,,,"Closed","2015-07-24T13:47:00.000","2015-07-28T09:28:31.000","Case Resolved","No Location",,"false",,,"1",
"2015-08-06T06:31:46.000","101000012958","Road Condition Hazard and Debris","Road Condition Hazard and Debris","Transportation and Agriculture Services",,,,,"Closed","2015-07-24T13:57:00.000","2015-08-06T06:31:46.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-27T13:12:22.000","101000012959","Traffic Safety","Traffic Safety","Transportation and Agriculture Services",,,,,"Closed","2015-07-24T14:00:00.000","2015-07-27T13:12:22.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-30T12:57:48.000","101000012960","Water and Flooding","Water and Flooding","Transportation and Agriculture Services",,,,,"Closed","2015-07-24T14:06:00.000","2015-07-30T12:57:48.000","Passed to Relevant Department","No Location",,"false",,,"1",
"2015-07-27T11:27:27.000","101000012963","Traffic Safety","Traffic Safety","Transportation and Agriculture Services",,,,,"Closed","2015-07-24T14:42:00.000","2015-07-27T11:27:27.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-24T15:19:17.000","101000012964","Road Condition Hazard and Debris","Road Condition Hazard and Debris","Transportation and Agriculture Services",,,,,"Closed","2015-07-24T14:45:45.000","2015-07-24T15:19:17.000","Case Resolved","No Location",,"false",,,"1",
"2015-08-06T15:06:43.000","101000012965","Sidewalk and Trail Hazard","Sidewalk and Trail Hazard","Transportation and Agriculture Services",,,,,"Closed","2015-07-24T14:54:00.000","2015-08-06T15:06:43.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-27T16:30:06.000","101000012976","Road Condition Hazard and Debris","Road Condition Hazard and Debris","Transportation and Agriculture Services",,,,,"Closed","2015-07-24T15:54:35.000","2015-07-27T16:30:06.000","Case Resolved","No Location",,"false",,,"1",
"2015-08-06T11:35:38.000","101000012978","Sidewalk and Trail Hazard","Sidewalk and Trail Hazard","Transportation and Agriculture Services",,,,,"Closed","2015-07-24T16:03:00.000","2015-08-06T11:35:38.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-27T10:33:46.000","101000012991","Road Condition Hazard and Debris","Road Condition Hazard and Debris","Transportation and Agriculture Services",,,,,"Closed","2015-07-27T08:36:00.000","2015-07-27T10:33:46.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-30T11:06:08.000","101000012992","Plants, Weeds and Crops","Plants, Weeds and Crops","Transportation and Agriculture Services",,,,,"Closed","2015-07-27T08:55:00.000","2015-07-30T11:06:08.000","Case Resolved","No Location",,"false",,,"1",
"2015-08-05T09:21:06.000","101000012993","Animals, Wildlife and Pests","Animals, Wildlife and Pests","Transportation and Agriculture Services",,,,,"Closed","2015-07-27T09:38:00.000","2015-08-05T09:21:06.000","Case Resolved","No Location",,"false",,,"1",
"2015-08-05T09:22:50.000","101000012994","Animals, Wildlife and Pests","Animals, Wildlife and Pests","Transportation and Agriculture Services",,,,,"Closed","2015-07-27T09:39:59.000","2015-08-05T09:22:50.000","Case Resolved","No Location",,"false",,,"1",
"2015-08-10T08:57:10.000","101000012995","Sidewalk and Trail Hazard","Sidewalk and Trail Hazard","Transportation and Agriculture Services",,,,,"Closed","2015-07-27T09:52:00.000","2015-08-10T08:57:10.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-27T10:10:54.000","101000012996","Transit other suggestion","Transit other suggestion","Transit",,,,,"Closed","2015-07-27T10:08:00.000","2015-07-27T10:10:54.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-27T14:21:42.000","101000013010","Plants, Weeds and Crops","Plants, Weeds and Crops","Transportation and Agriculture Services",,,,,"Closed","2015-07-27T10:16:00.000","2015-07-27T14:21:42.000","Case is Invalid","No Location",,"false",,,"1",
"2015-07-31T13:32:33.000","101000013011","Transit driver or staff behaviour compliment","Transit driver or staff behaviour compliment","Transit",,,,,"Closed","2015-07-27T10:22:00.000","2015-07-31T13:32:33.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-27T13:22:29.000","101000013012","Road Condition Hazard and Debris","Road Condition Hazard and Debris","Transportation and Agriculture Services",,,,,"Closed","2015-07-27T10:42:07.000","2015-07-27T13:22:29.000","Closed as Duplicate","No Location",,"false",,,"1",
"2015-12-02T09:44:25.000","101000013013","Transit other complaint","Transit other complaint","Transit",,,,,"Closed","2015-07-27T10:51:00.000","2015-12-02T09:44:25.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-29T15:51:44.000","101000013014","Road Condition Hazard and Debris","Road Condition Hazard and Debris","Transportation and Agriculture Services",,,,,"Closed","2015-07-27T11:04:00.000","2015-07-29T15:51:44.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-27T12:18:28.000","101000013015","Permits","Permits","Transportation and Agriculture Services",,,,,"Closed","2015-07-27T11:07:00.000","2015-07-27T12:18:28.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-27T13:34:28.000","101000013016","Road Condition Hazard and Debris","Road Condition Hazard and Debris","Transportation and Agriculture Services",,,,,"Closed","2015-07-27T11:09:00.000","2015-07-27T13:34:28.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-30T10:55:03.000","101000013019","Plants, Weeds and Crops","Plants, Weeds and Crops","Transportation and Agriculture Services",,,,,"Closed","2015-07-27T11:12:00.000","2015-07-30T10:55:03.000","Case Resolved","No Location",,"false",,,"1",
"2015-08-04T14:11:14.000","101000013022","Traffic Safety","Traffic Safety","Transportation and Agriculture Services",,,,,"Closed","2015-07-27T11:18:00.000","2015-08-04T14:11:14.000","Case Resolved","No Location",,"false",,,"1",
"2015-08-11T07:54:08.000","101000013023","Construction","Construction","Transportation and Agriculture Services",,,,,"Closed","2015-07-27T11:39:05.000","2015-08-11T07:54:08.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-30T11:00:49.000","101000013024","Plants, Weeds and Crops","Plants, Weeds and Crops","Transportation and Agriculture Services",,,,,"Closed","2015-07-27T11:45:00.000","2015-07-30T11:00:49.000","Case Resolved","No Location",,"false",,,"1",
