"category","indicator","sub_indicator","locality","gender","council_district","fiscal_year","fy_qtr","calendar_year","cy_qtr","quarter_start","as_of_date","unit_of_measure","unit_text","value","source"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2006","2006-01","2005","2005-03","7-1-2005","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","9550296","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2004","2004-02","2003","2003-04","10-1-2003","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","8474730.6","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2008","2008-04","2008","2008-02","4-1-2008","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","10258141","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2004","2004-02","2003","2003-04","10-1-2003","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","8464988.5","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2014","2014-02","2013","2013-04","10-1-2013","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","10617867","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2009","2009-02","2008","2008-04","10-1-2008","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","8957540.4","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2017","2017-01","2016","2016-03","7-1-2016","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","11424812","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2014","2014-03","2014","2014-01","1-1-2014","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","10729169","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2005","2005-04","2005","2005-02","4-1-2005","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","9274755.4","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2014","2014-03","2014","2014-01","1-1-2014","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","10646444","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2003","2003-01","2002","2002-03","7-1-2002","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","8010892.8","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2000","2000-04","2000","2000-02","4-1-2000","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","7770851.8","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2005","2005-03","2005","2005-01","1-1-2005","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","9033665.9","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2005","2005-02","2004","2004-04","10-1-2004","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","9076409.6","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2006","2006-02","2005","2005-04","10-1-2005","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","9608814.8","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2010","2010-01","2009","2009-03","7-1-2009","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","8409267.7","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2001","2001-03","2001","2001-01","1-1-2001","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","7964793.4","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2003","2003-03","2003","2003-01","1-1-2003","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","8204413.3","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2012","2012-04","2012","2012-02","4-1-2012","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","9972161.3","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2010","2010-02","2009","2009-04","10-1-2009","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","8453916.6","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2004","2004-04","2004","2004-02","4-1-2004","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","8760602.2","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2008","2008-02","2007","2007-04","10-1-2007","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","10160963","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2013","2013-01","2012","2012-03","7-1-2012","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","9947943.5","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2003","2003-03","2003","2003-01","1-1-2003","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","8227277.3","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2010","2010-04","2010","2010-02","4-1-2010","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","8594620.6","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2001","2001-03","2001","2001-01","1-1-2001","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","7939602.5","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2000","2000-04","2000","2000-02","4-1-2000","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","7762279.4","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2016","2016-02","2015","2015-04","10-1-2015","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","11058410","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2002","2002-04","2002","2002-02","4-1-2002","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","7916458.1","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2005","2005-01","2004","2004-03","7-1-2004","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","8738097.5","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2008","2008-04","2008","2008-02","4-1-2008","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","10218846","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2012","2012-01","2011","2011-03","7-1-2011","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","9505503.2","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2006","2006-04","2006","2006-02","4-1-2006","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","9818635.6","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2012","2012-04","2012","2012-02","4-1-2012","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","9925760.1","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2004","2004-03","2004","2004-01","1-1-2004","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","8840872.4","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2009","2009-01","2008","2008-03","7-1-2008","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","9994845.4","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2013","2013-04","2013","2013-02","4-1-2013","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","10369075","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2013","2013-04","2013","2013-02","4-1-2013","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","10345990","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2012","2012-01","2011","2011-03","7-1-2011","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","9520658.8","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2004","2004-03","2004","2004-01","1-1-2004","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","8854582.9","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2008","2008-03","2008","2008-01","1-1-2008","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","10136916","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2011","2011-04","2011","2011-02","4-1-2011","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","9382648.4","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2016","2016-02","2015","2015-04","10-1-2015","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","11035237","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2015","2015-01","2014","2014-03","7-1-2014","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","10950466","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2002","2002-04","2002","2002-02","4-1-2002","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","7928769.3","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2014","2014-04","2014","2014-02","4-1-2014","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","10865957","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2009","2009-03","2009","2009-01","1-1-2009","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","8465049.8","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2013","2013-03","2013","2013-01","1-1-2013","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","10330783","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2006","2006-01","2005","2005-03","7-1-2005","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","9555912.1","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2008","2008-03","2008","2008-01","1-1-2008","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","10132942","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2001","2001-04","2001","2001-02","4-1-2001","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","7871812.9","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2014","2014-01","2013","2013-03","7-1-2013","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","10448998","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2009","2009-04","2009","2009-02","4-1-2009","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","8275845.5","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2000","2000-03","2000","2000-01","1-1-2000","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","7679560.8","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2004","2004-01","2003","2003-03","7-1-2003","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","8435257.7","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2005","2005-03","2005","2005-01","1-1-2005","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","9046371.9","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2007","2007-01","2006","2006-03","7-1-2006","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","9904496.7","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2011","2011-03","2011","2011-01","1-1-2011","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","9269174.1","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2015","2015-03","2015","2015-01","1-1-2015","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","10879366","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2010","2010-01","2009","2009-03","7-1-2009","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","8431149.3","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2003","2003-02","2002","2002-04","10-1-2002","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","8144877.1","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2013","2013-02","2012","2012-04","10-1-2012","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","10189516","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2008","2008-02","2007","2007-04","10-1-2007","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","10158192","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2003","2003-04","2003","2003-02","4-1-2003","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","8315898.8","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2006","2006-03","2006","2006-01","1-1-2006","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","9665116.4","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2011","2011-01","2010","2010-03","7-1-2010","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","8690431.7","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2004","2004-04","2004","2004-02","4-1-2004","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","8772351.4","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2015","2015-01","2014","2014-03","7-1-2014","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","10940100","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL ALL OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2012","2012-03","2012","2012-01","1-1-2012","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","9984388.1","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES","TOTAL","LOS ANGELES CITY",,"CITY TOTAL","2003","2003-04","2003","2003-02","4-1-2003","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","8299029.2","BOARD OF EQUALIZATION"
