"departamento","municipio","numero_del_predio","direccion","destino_economico","area_terreno","area_construida"
"68","1","000100020001000","LOS CEIBOS VDA RETIRO CHIQUITO","A","2250","68"
"68","1","000100020003000","RETIRO CHIQUITO","D","56500","68"
"68","1","000100020004000","LO 6 SAN PEDRO VDA RETIRO CHIQUITO","D","4000","37"
"68","1","000100020005000","LOS CEDROS VDA RETIRO CHIQUITO","D","21000","29"
"68","1","000100020006000","TERRENO VDA RETIRO CHIQUITO","D","72481","66"
"68","1","000100020007000","EL RECUERDO VDA RETIRO CHIQUITO","D","7500","75"
"68","1","000100020008000","NORMANDIA LAS ROSITAS VDA RETIRO C","D","22500","65"
"68","1","000100020009000","LAS ROSITAS VDA RETIRO CHIQUITO","D","38147","64"
"68","1","000100020010000","ALTAMIRA VDA RETIRO CHIQUITO","D","137500","131"
"68","1","000100020011000","EL PARAISO VDA RETIRO CHIQUITO","D","353750","335"
"68","1","000100020012000","ALTAMIRA SEGUNDA VDA RETIRO CHIQUI","D","41623","0"
"68","1","000100020013000","LA TRINIDAD VDA RETIRO CHIQUITO","D","59000","107"
"68","1","000100020016000","TERRENO VDA RETIRO CHIQUITO","A","161","28"
"68","1","000100020018000","PALMIRA O BUENOS AIRES VDA RETIRO","A","426","40"
"68","1","000100020019000","TERRENO VDA RETIRO CHIQUITO","A","1123","109"
"68","1","000100020020000","TERRENO VDA RETIRO CHIQUITO","A","5000","142"
"68","1","000100020021000","HOYA HONDA VDA RETIRO CHIQUITO","D","20000","0"
"68","1","000100020023000","EL POZO VDA RETIRO CHIQUITO","D","6000","51"
"68","1","000100020024000","LAS GAMELIAS VDA RETIRO CHIQUITO","D","9134","399"
"68","1","000100020024001","MEJORA VDA RETIRO CHIQUITO","A","0","80"
"68","1","000100020024002","CS MEJORA RETIRO CHIQUITO","A","0","80"
"68","1","000100020025000","VENECIA VDA RETIRO CHIQUITO","D","15535","152"
"68","1","000100020027000","PUERTO RICO VDA RETIRO CHIQUITO","D","140500","438"
"68","1","000100020028000","LO 2 VDA RETIRO CHIQUITO","D","92457","0"
"68","1","000100020030000","LO 5 VDA RETIRO CHIQUITO","D","70000","550"
"68","1","000100020031000","PUERTO RICO VDA RETIRO CHIQUITO","D","373008","147"
"68","1","000100020033000","SANTA ISABEL VDA RETIRO CHIQUITO","D","52500","64"
"68","1","000100020035000","COSTA RICA","D","16000","99"
"68","1","000100020036000","BLANQUISCAL VDA RETIRO CHIQUITO","D","9368","0"
"68","1","000100020036001","CS MEJORA RETIRO CHIQUITO","A","0","100"
"68","1","000100020036002","CS MEJORA RETIRO CHIQUITO","A","0","112"
"68","1","000100020036003","CS MEJORA RETIRO CHIQUITO","A","0","46"
"68","1","000100020036004","CS MEJORA RETIRO CHIQUITO","A","0","189"
"68","1","000100020036005","CS MEJORA RETIRO CHIQUITO","A","0","50"
"68","1","000100020036006","CS MEJORA RETIRO CHIQUITO","A","0","128"
"68","1","000100020037000","LO 1 VDA RETIRO CHIQUITO","D","47894","248"
"68","1","000100020037001","CS MEJORA RETIRO CHIQUITO","A","0","46"
"68","1","000100020038000","LOTE VDA RETIRO CHIQUITO","D","4000","52"
"68","1","000100020039000","EL BLANQUISCAL VDA RETIRO CHIQUITO","D","2573","89"
"68","1","000100020042000","CHITOTA III VDA RETIRO CHIQUITO","D","197500","219"
"68","1","000100020046000","JALISCO VDA RETIRO CHIQUITO","D","1158","140"
"68","1","000100020047000","EL LIMONAR VDA RETIRO CHIQUITO","D","14500","155"
"68","1","000100020048000","INDACO VDA RETIRO CHIQUITO","D","1251","0"
"68","1","000100020063000","CHITOTA VDA RETIRO CHIQUITO","A","600","248"
