"id","nombre","estado"
"193","Puente Madre Laura","Proyectado"
"192","Carrera 65","Existente"
"191","Carrera 65","Proyectado"
"190","Carrera 87A","Proyectado"
"189","Calle 31 BB","Proyectado"
"188","Calle 47D","Existente"
"187","Calle 47A - 48","Proyectado"
"186","Avenida Las Vegas","Existente"
"185","Avenida Las Vegas","Proyectado"
"184","Longitudinal Occidental","Proyectado"
"183","Calle 97A - 96A","Proyectado"
"182","Carrera 67","Proyectado"
"181","Carrera 43A - Avenida El Poblado","Proyectado"
"180","Carrera 87 AA","Existente"
"179","Carrera 58B","Existente"
"178","Calle 18","Proyectado"
"177","Via Altavista Central Patiobola y Buga","Proyectado"
"176","San Pablo - Aguas Frías","Proyectado"
"175","El Corazón","Proyectado"
"174","Calle 34B","Proyectado"
"173","Calle 34B","Proyectado"
"172","Calle 34B","Proyectado"
"171","San Cristóbal","Proyectado"
"170","Carrera 15 Longitudinal Oriental","Proyectado"
"169","Carretera Las Palmas","Proyectado"
"168","Longitudinal Oriental","Proyectado"
"167","Calle 12 Sur - Loma Los Balsos","Proyectado"
"166","Transversal Inferior","Proyectado"
"165","Transversal Superior","Proyectado"
"164","Calle 16A Sur","Proyectado"
"163","Ciclorruta Fase 1","Existente"
"162","Carrera 76","Proyectado"
"161","Avenida San Juan","Existente"
"160","Avenida San Juan","Proyectado"
"158","Carrera 74 - 75","Existente"
"157","Carrera 73","Existente"
"156","Carrera 76","Proyectado"
"154","Ciclorruta Carrera 55","Proyectado"
"153","Ciclorruta Carrera 52","Proyectado"
"152","Calle 51 - 53","Existente"
"151","Carrera 70","Proyectado"
"150","Carrera 79B","Proyectado"
"149","Transversal 78","Proyectado"
"148","Carrera 52 - Carabobo","Proyectado"
"147","Calle 71","Proyectado"
"146","Carrera 73","Proyectado"
"145","Carrera 73","Proyectado"
"144","Carrera 65","Proyectado"
"143","Carrera 87","Proyectado"
"142","Calle 48","Proyectado"
"141","Carrera 82B","Proyectado"
"140","Carrera 82","Existente"
"139","Carrera 84","Proyectado"
"138","Circular 1","Existente"
"137","Calle 44 - San Juan","Proyectado"
"136","Calle 67","Proyectado"
"135","Avenida 33","Proyectado"
"134","Carrera 43A - Avenida El Poblado","Proyectado"
"133","Carrera 46 - Avenida Oriental","Proyectado"
"132","Carrera 40","Proyectado"
"131","Carrera 40","Proyectado"
"130","Longitudinal Oriental","Proyectado"
"129","Calle 29C - Loma del Indio","Proyectado"
"128","Avenida 34","Proyectado"
"127","Avenida 34","Proyectado"
"126","Calle 52","Proyectado"
"125","Carrera 52 - Carabobo","Existente"
"124","Carrera 57","Proyectado"
"123","Carrera 52 - Carabobo","Proyectado"
"122","Calle 77 Sur","Proyectado"
"121","Carrera 51","Existente"
"120","Vía a San Antonio de Prado","Proyectado"
"119","Carrera 50 - Palacé","Proyectado"
"118","Carrera 49C","Proyectado"
"117","Calle 121","Proyectado"
"116","Calle 124","Proyectado"
"115","Carrera 42D","Proyectado"
"114","Calle 124","Proyectado"
"113","Carrera 46","Proyectado"
"112","Carrera 46","Proyectado"
"111","Calle 14 y 15A","Proyectado"
"110","Ruta de Campeones","En Estudio"
"109","Calle 121 - Carrera 30","Proyectado"
"108","Longitudinal Oriental","Proyectado"
"107","Ciclorruta Fase 3","Proyectado"
"105","Calle 12 Sur","Proyectado"
"104","Avenida 34","Proyectado"
"103","Calle 5 Sur","Proyectado"
"102","Calle 5 Sur","Proyectado"
"101","Diagonal 75CC","Proyectado"
"100","Avenida 80 - 81","Proyectado"
"99","Ciclorruta Carrera 65","Existente"
"98","Carrera 65","Proyectado"
"97","Calle 113","Proyectado"
"96","Calle 104","Proyectado"
"95","Corredor Noroccidental","Proyectado"
"94","Corredor Noroccidental","Proyectado"
"93","Calle 99","Proyectado"
"92","Carrera 83","Proyectado"
"91","Carrera 76","Proyectado"
"90","Calle 80","Proyectado"
"89","Carrera 83","Proyectado"
"88","Ruta de Campeones","Proyectado"
"87","Via al Mar","Proyectado"
"86","Carrera 83","Proyectado"
"85","Carrera 96","Proyectado"
"84","Calle 107","Proyectado"
"83","Calle 85 - 86","Proyectado"
"82","Calle 71A","Proyectado"
"81","Carrera 48","Proyectado"
"80","Carrera 50","Proyectado"
"79","Carrera 93","Proyectado"
"78","Carrera 88","Proyectado"
"77","Calle 38","Proyectado"
"76","Carrera 92","Proyectado"
"75","Calle 35","Proyectado"
"74","Ciclorrutas propuestas municipios AMVA","Proyectado"
"73","Carrera 48","Proyectado"
"72","Carrera 43","Proyectado"
"71","Calle 12 Sur","Proyectado"
"70","Calle 120","Proyectado"
"69","Carrera 45 - 43A","Proyectado"
"68","Carrera 42B","Proyectado"
"67","Carrera 30","Proyectado"
"66","Calle 42","Proyectado"
"65","Calle 94","Proyectado"
"64","Carrera 43A","Proyectado"
"63","Calle 95 - 95A","Proyectado"
"62","Calle 80","Proyectado"
"61","Carrera 53","Proyectado"
"60","Calle 10","Proyectado"
