"the_geom","expediente","sector","operador","proyecto","num_act_ad","fec_act_ad","art_act_ad","contrato","descrip","nomenclat","observ","longitud_m","estado","radicado","fecha_radi","st_length_"
"MULTILINESTRING ((-74.33084532700002 6.645095239, -74.33084524100002 6.645095056000003, -74.33012034699999 6.643550262000019, -74.32789146300001 6.638800609999976, -74.324515512 6.632277488999989, -74.322334566 6.62806327200002, -74.32106135499998 6.625603189000003, -74.31956376900001 6.622709266000015, -74.31715499 6.619917956999984, -74.31445037200001 6.616783705999979, -74.31217058300001 6.614141689999997, -74.31000907100002 6.61163677899998, -74.30835179600001 6.611057750999976, -74.30366352800002 6.609419699, -74.29998543300002 6.608134618999998, -74.29659731200002 6.6069507490000206, -74.292326683 6.605458439000017, -74.28820177799999 6.6040171180000025, -74.28383261900001 6.602490322999984, -74.27961768400002 6.601017409999997, -74.275224428 6.599482137999985, -74.27154954899999 6.598197835999997, -74.26733260399999 6.5967240929999775, -74.26276324899999 6.595127106999996, -74.25912291100002 6.593172200000026, -74.255916362 6.591450136999981, -74.25217713400002 6.58944204400001, -74.24845719799998 6.587444225000013, -74.24508060400002 6.585630728000012, -74.24105730000002 6.583469917999992, -74.23711017699998 6.582754307000016, -74.23312562699999 6.582031803999996, -74.22933695500001 6.581344837000017, -74.22394310800001 6.58036669400002, -74.219222242 6.579510647000006, -74.21605854900002 6.578936885000019))","LAV0068-00-2016","104.0","INTERCONEXION ELECTRICA S.A. E.S.P.","LÍNEA DE TRANSMISIÓN ASOCIADA A LA CONEXIÓN PORCE III- SOGAMOSO A 500 KV","210","2018-02-21T00:00:00.000",,,"Tramo Licenciado","Linea Eléctrica",,"15459.01661741","ACTIVO",,,"0.139788762239"
"MULTILINESTRING ((-75.43075331199998 6.413709075999975, -75.43134762099999 6.411518708000017, -75.43078574700003 6.410666643000013, -75.43069709399998 6.405377102999978, -75.434161206 6.402706814999988, -75.436601526 6.401022904000001, -75.44007233399998 6.398482365000007, -75.444052575 6.395570264000014, -75.448574109 6.392288597000004, -75.45019106699999 6.390877500999977, -75.45336481800001 6.3883522680000056, -75.45557477 6.387794188999976, -75.45685709399999 6.387479871999972, -75.46063205000002 6.387859148000018, -75.46354779199999 6.388154068000006, -75.465000875 6.388297545000001, -75.46662224800002 6.387955149999982, -75.47200412799998 6.386796548999996, -75.47428083699998 6.386307308000028, -75.47936978500002 6.38485297699998, -75.483162585 6.383777162999991, -75.48567580999998 6.383036598999979, -75.48745601399997 6.3825501520000225, -75.491888738 6.381276808999985, -75.49525055100003 6.379185290999999, -75.498376694 6.376601882999978, -75.50013914200002 6.375144009999985, -75.50189469600002 6.374349266000024, -75.50369762700001 6.372461203, -75.50765373600001 6.369485782000027, -75.50960180499999 6.36785163899998, -75.511377729 6.366080710000006, -75.51373619200001 6.363927741999987, -75.516702974 6.361253519000003, -75.51783739799998 6.360199265000006, -75.519653028 6.359303135999995, -75.52388381600002 6.357107068000005, -75.52779848400002 6.355084469000019, -75.530592071 6.353646716000015, -75.53285580099998 6.352480625999988, -75.53677571399999 6.350457724000023, -75.53800766299997 6.34748014500002, -75.53933541499998 6.344264423000027, -75.53921868600003 6.340253124000014, -75.53881589999997 6.339043238999977, -75.53866522900002 6.33885770400002), (-75.43075331199998 6.413709075999975, -75.429456072 6.412753860000009), (-75.430753961 6.413709553999979, -75.43075331199998 6.413709075999975), (-75.43075201699997 6.413713848999976, -75.43075331199998 6.413709075999975))","LAM0260","104.0","EMPRESAS PÚBLICAS DE MEDELLÍN E.S.P. - EPM","Lineas de Transmisión Porce II a 220 kV","283","1998-03-26T00:00:00.000",,,"Linea Tasajera - Bello (L16)",,,"16072.01072403","ACTIVO",,,"0.14524842954"
"MULTILINESTRING ((-74.284465205 4.572965554000007, -74.28447015 4.572973049999973, -74.28450100100002 4.573019801999976, -74.28479043599998 4.573458442999993, -74.28482145800001 4.573505458, -74.28482623100001 4.573512691000019, -74.28482360499999 4.573519926000018, -74.28480653600002 4.57356695499999, -74.28456031299999 4.574245372999997, -74.28454324500001 4.574292402000026, -74.284540618 4.574299637000024, -74.28453341 4.574303509999993, -74.28448655699998 4.574328679000018, -74.283214628 4.575011963000009, -74.28316777499998 4.5750371330000235, -74.28316056699998 4.575041005000003, -74.28315883200003 4.575048240000001, -74.28314755299999 4.575095266999995, -74.28045296300002 4.586330056999998, -74.28044168399998 4.5863770839999916, -74.28043994799998 4.58638431899999, -74.280443236 4.586391552000009, -74.28046460500002 4.586438569999985, -74.285045541 4.59651807900002, -74.28506691000001 4.596565096999996, -74.285070197 4.596572330000015, -74.285073216 4.596579564000024, -74.28509283900001 4.596626581999999, -74.291345655 4.611608853999996, -74.29136527800001 4.611655871999972, -74.29136829700002 4.611663104999991, -74.29137066800001 4.611670339000001, -74.291386079 4.611717358000021, -74.29642944099999 4.627104082000017, -74.29644485300003 4.627151100999981, -74.29644722299997 4.62715833499999, -74.29645137799997 4.62716556800001, -74.29647837599998 4.627212584000006, -74.30336863000002 4.639211263999982, -74.30339562900002 4.639258278999989, -74.30339978199999 4.6392655120000095, -74.303397297 4.639272747000007, -74.303381145 4.639319775999979, -74.30024085899998 4.648462402000007, -74.300224706 4.6485094309999795, -74.30022222100001 4.648516665999978, -74.30022357799999 4.6485238999999865, -74.300232402 4.648570920999987, -74.30157829799998 4.655743443000006, -74.301587122 4.655790464000006, -74.30158847899997 4.655797698000015, -74.30159569099999 4.655801914999984, -74.30164256500001 4.655829325000013, -74.304885565 4.657725739, -74.30493243900003 4.6577531510000085, -74.30493965099998 4.657757366999988, -74.304946863 4.657763266000018, -74.30499374099998 4.657801608999989, -74.311337214 4.662990026999978, -74.31138409200003 4.663028370000006, -74.31139130399998 4.66303426799999, -74.31139594899997 4.663041501000009, -74.31142614 4.6630885139999805, -74.31693022000002 4.671659501000022, -74.31696041200001 4.671706514999983, -74.31696505600002 4.671713748000002, -74.31697226900002 4.671720116000017, -74.31701914899998 4.671761505999996, -74.32641403500003 4.680055992000007, -74.32646091700002 4.680097381999985, -74.32646812899998 4.680103749000011, -74.32646843700002 4.68011098300002, -74.32647042899998 4.680158005999999, -74.32662866599998 4.683892811000021, -74.326630658 4.683939833000011, -74.326630964 4.683947068000009, -74.32663455099998 4.683954301000028, -74.32665786400003 4.6840013159999785, -74.332295821 4.695371379999983, -74.33231913499998 4.69541839499999, -74.33232272100004 4.695425628999999, -74.33232858999997 4.695432860999972, -74.332366735 4.695479869999986, -74.33691888499999 4.7010897229999955, -74.33695703199999 4.701136732000009, -74.33696290000002 4.701143963999982, -74.336970113 4.701148864000004, -74.33701699300002 4.701180711000006, -74.34577610399998 4.707130887999995, -74.345807363 4.707151728999975, -74.345807363 4.707152123000014, -74.34585424400001 4.7071839690000274, -74.34586145600002 4.707188868000003, -74.34586543799998 4.707196101000022, -74.34589131400003 4.707243114999983, -74.35277021799999 4.719741059000001, -74.353785663 4.72275760399998, -74.354675058 4.72539969799999, -74.35540229499998 4.727201684000022, -74.357498647 4.732396116000018, -74.357356251 4.734140931000013, -74.35709859399998 4.7372979410000084, -74.356791224 4.741507560999992, -74.35632408800001 4.747905254999978, -74.35408191099998 4.7517541189999974, -74.35256758600002 4.753969251000001, -74.35256263999997 4.7539764869999885, -74.352530484 4.75402352399999, -74.346404216 4.76298471299998, -74.34637206000002 4.7630317489999925, -74.346367112 4.763038986000026, -74.34635990200002 4.763041405000024, -74.34631303499998 4.763057129999993, -74.34377843300001 4.76390750500002, -74.339843154 4.762751542999979, -74.33606228899998 4.763619505000008, -74.33579424999999 4.763681038000016, -74.33192964599999 4.763857099000006, -74.33157348600002 4.764032622999991, -74.32875293400002 4.765422656999988, -74.32785298499999 4.765667645000008, -74.32786753200003 4.765663684999993, -74.326399117 4.766063422000002, -74.32418101000002 4.767707425000026, -74.31718388600001 4.769529858999988, -74.317137017 4.769542064999996, -74.31712980600003 4.769543942999974, -74.31712259599999 4.769546312999978, -74.31707572800002 4.769561715000009, -74.30015230999999 4.775123009000026, -74.30010544200002 4.775138410000011, -74.30009823099999 4.775140779000026, -74.30009102700001 4.775148021000007, -74.30004427400002 4.775195053999994, -74.29364944999998 4.781627426, -74.293646652 4.781630237999991, -74.28337500200001 4.7919618309999805, -74.28332825000001 4.792008867999982, -74.28332104100002 4.792016105000016, -74.28331383099999 4.792021433000002, -74.28326696599999 4.792056059999993, -74.27482506899997 4.798293494000006, -74.27477820299998 4.798328120999997, -74.27447583100002 4.798551560000021, -74.25203809599998 4.796070423999993, -74.25203088400002 4.796069706000026, -74.252023672 4.796069328999977, -74.251976797 4.796066874000019, -74.25185068600001 4.796060269000009, -74.25184396600002 4.79605991699998, -74.24210091399999 4.795549488000006, -74.241163514 4.795500856999979, -74.23950857800003 4.795444459999999, -74.235889509 4.7953213850000225, -74.23497487600002 4.7952903180000135, -74.23227484799997 4.795214478999981, -74.23002902600001 4.795160235000026, -74.22852639400003 4.795411129999991, -74.22824278399997 4.795458484999983, -74.226198125 4.795799882999972, -74.22529207999997 4.79594550500002, -74.22527634 4.795948033999991, -74.22354877999999 4.796225691000018, -74.21574437700002 4.803052337999986, -74.21569750900001 4.803093333999982, -74.21569029900002 4.803099640000028, -74.21568571699999 4.803106875000027, -74.21565593600002 4.803153904999988, -74.214886842 4.804368440000019, -74.21485706099998 4.804415469999981, -74.214852479 4.804422704999979, -74.20956549800002 4.807115580000016, -74.20956104599998 4.807122816000003, -74.20953210300002 4.807169844999976, -74.20783131899998 4.809933552000018, -74.20780237600002 4.809980580999991, -74.20779792299999 4.809987815999989, -74.20779071200002 4.809990545000005, -74.20774383899999 4.810008276000019, -74.20379487000002 4.811502170999972, -74.203747997 4.811519904000022, -74.20374078600003 4.8115226310000025, -74.20373357400001 4.811519940999972, -74.203686694 4.811502448, -74.201009152 4.810503375999986, -74.20096227200004 4.810485884999991, -74.20095506000001 4.810483192999982, -74.20095166800002 4.810475958999974, -74.200929621 4.810428939000019, -74.200412358 4.80932578300002, -74.20039031099999 4.809278763000009, -74.20038691799999 4.809271529, -74.20037970599998 4.8092672060000154, -74.20033282499998 4.809239104000028, -74.19908489199997 4.808491057000026, -74.19903801100003 4.808462954999983, -74.19903079800002 4.808458631000008, -74.19902358600001 4.808454073999997, -74.19897670400002 4.808424451000008, -74.19629382300002 4.806729179999992, -74.19624694100004 4.806699557000002, -74.19623972900001 4.806694999000001, -74.19623251600001 4.8066902080000204, -74.19618563500002 4.806659065000019, -74.19343586500003 4.804832386999976, -74.19338898400002 4.804801243999976, -74.19338177100002 4.804796452000005, -74.193374559 4.804791377000015, -74.19332767700001 4.804758381999989, -74.19113344800002 4.803214126, -74.19108656700001 4.80318113200002, -74.19107935400001 4.803176055999984, -74.191072142 4.803175797999984, -74.191025266 4.803174124000009, -74.18827112399998 4.803075729999989, -74.18827112399998 4.803073919999974, -74.18827112399998 4.803073497000014, -74.18827112399998 4.80307583199999, -74.18827112399998 4.803075729999989, -74.18822424799998 4.803074056000014, -74.18821703700002 4.803073797000025, -74.18820982400001 4.803066750000028, -74.18816294099997 4.803020944000025, -74.18566407499998 4.800579464000009, -74.185617192 4.800533657000017, -74.18560997899999 4.800526608999974, -74.18560276699998 4.800526526999988, -74.18555589200002 4.800525990999972, -74.180240174 4.800465224999982, -74.18019329800002 4.8004646900000125, -74.18018608699998 4.800464606999981, -74.18017887500002 4.800463931000024, -74.18013199900003 4.800459531000001, -74.17873941200003 4.800328826999987, -74.17869253499998 4.80032442800001, -74.17868532400003 4.8003237510000085, -74.178681546 4.800316516999999, -74.17865699100003 4.800269495999999, -74.17840355999999 4.7997842030000015, -74.17837900400002 4.7997371829999915, -74.17837522600001 4.799729948999982))","LAV0006-13","104.0","EMPRESAS PÚBLICAS DE MEDELLÍN E.S.P. - EPM","PROYECTO DE TRANSMISIÓN NUEVA ESPERANZA LÍNEA A 500 KV","519","2014-05-26T00:00:00.000",,,,,,"45550.30201803","ACTIVO",,,"0.411247802598"
"MULTILINESTRING ((-73.88359242899998 7.089933012000017, -73.87965833999999 7.091995417000021, -73.87719155299999 7.093562059000021, -73.87315829099998 7.093089544000009, -73.86960188199998 7.092672658000026, -73.86581171699999 7.092228421000016, -73.86030205100002 7.0915831269999785, -73.855520947 7.0910458019999965, -73.84975135600001 7.090403537999976, -73.846199759 7.090311966999991, -73.84097294999998 7.087032523999995, -73.83812096100002 7.085979306000013, -73.83308604299998 7.085682329999997, -73.83020536100003 7.0855132930000195, -73.827984808 7.085397192000016, -73.823573882 7.085166574000027, -73.82113609100003 7.085381921000021, -73.819796596 7.084730795999974, -73.81762306000002 7.0812023579999845, -73.81643720900001 7.077830109999979, -73.81370229800001 7.074409177000007, -73.81343986799999 7.070253118999972, -73.81435894700003 7.06760972799998))","LAV0026-14","104.0","EMPRESAS PÚBLICAS DE MEDELLÍN E.S.P. - EPM","Interconeccion Comuneros","882","2014-08-04T00:00:00.000",,,"RED DE ALTA TENSIÓN",,,"9427.77394793","ACTIVO",,,"0.0853171392723"
"MULTILINESTRING ((-75.11074228299998 3.8381242140000045, -75.112001362 3.836986336999985, -75.11736504200002 3.832682186999989, -75.11834431599999 3.832437649999975, -75.11896410600002 3.831865392999987, -75.12003554699999 3.8308635550000076, -75.12105535699999 3.8297103369999945, -75.12109865000002 3.829661351000027, -75.12232270499999 3.8282771830000115, -75.12369758599999 3.8267223469999867, -75.12429538700002 3.8260463220000247, -75.12489254799999 3.825350032000017, -75.12578323399998 3.8238375419999784, -75.12909209200001 3.822547623999981, -75.130768988 3.8212566930000094, -75.13161460100002 3.8209557280000013, -75.13182662899999 3.8208802830000086, -75.13320792399998 3.8198308409999986, -75.134114829 3.819061796000028, -75.13449520400002 3.818199854999989, -75.136103848 3.8152082589999736, -75.13610936399999 3.815201795000007, -75.13719858899998 3.814837269999998, -75.13812947500003 3.8147659009999866, -75.13894880599997 3.8145594279999955, -75.140037157 3.813269482999999, -75.14034191399998 3.8129023700000175, -75.14300510700002 3.810177367999984, -75.147905891 3.8047070430000076, -75.14855929200002 3.8010157649999887, -75.14964812300002 3.801432746999979, -75.15037507199997 3.801402644999996, -75.15254116599999 3.79979773399998, -75.15380766700002 3.7971066399999813, -75.15406404599997 3.796488452999995, -75.15760736700003 3.7937382989999833, -75.15792595800002 3.7935519229999954, -75.15854662599997 3.7931889340000002, -75.15898828799999 3.7929733240000023, -75.16145114300002 3.7924069339999846, -75.16277845899998 3.7891937630000143, -75.164342186 3.789306475999979, -75.167222063 3.7879097950000187, -75.16756487900001 3.7868199900000263, -75.16854573 3.782240473999991, -75.16761196800002 3.7813449270000206, -75.16734432700002 3.779982557999972, -75.16493731899999 3.777220616000023, -75.16719677999998 3.7752703819999742, -75.16780295400002 3.7748968889999897, -75.16796363600002 3.7747978840000087, -75.16906540500003 3.773686433000023, -75.169661819 3.7724796140000194, -75.16969293599999 3.7724193729999906, -75.17271994100003 3.7710963609999912, -75.17543301699999 3.766673734999984, -75.175877362 3.7663653999999838))","LAM1020","104.0","INSTITUTO COLOMBIANO DE DESARROLLO RURAL INCODER","DISTRITO DE RIEGO TRIANGULO DEL TOLIMA","2710","2006-12-27T00:00:00.000",,,,"SEGUIMIENTO","LA OBRA HIDRAULICA HACE PARTE DEL CANAL 1","11992.6823639","ACTIVO",,,"0.108192807727"
"MULTILINESTRING ((-75.01370220000003 3.770387878000008, -75.01851220999998 3.7694469200000076, -75.02763267 3.7741485270000226, -75.02866290999998 3.7732100609999857, -75.030148602 3.772747494999976, -75.031716082 3.7723797360000053, -75.032684582 3.773211871000001, -75.03351529800001 3.7749164420000056, -75.03790270799999 3.7784557119999818, -75.03838725200002 3.7786102969999997, -75.038852093 3.778657226999996, -75.041840433 3.7742180100000273, -75.042565574 3.7737650149999813, -75.04268238899999 3.7737718839999843, -75.04554820700002 3.773951688000011, -75.04580424099998 3.773967750999987, -75.05228600100003 3.7743743859999768, -75.05602821399998 3.7740334939999802, -75.07081637900001 3.77144645300001, -75.07372287200002 3.7716524319999967, -75.07702623 3.771928442999979, -75.07746448799998 3.7720312860000154, -75.08056895499999 3.7724311399999806, -75.082371077 3.7726455850000202, -75.08581232199998 3.772151859000019, -75.09034963200003 3.7701350140000045, -75.09470256100002 3.770107757999995, -75.101965947 3.774246983000012, -75.102167479 3.774323227000025, -75.10291314900002 3.774177366999993, -75.10525986599998 3.7732892619999916, -75.10960058 3.774122406999993, -75.12110083900001 3.768618564000007, -75.12122683500002 3.7682549500000277, -75.12128646899998 3.768175628999984, -75.12550222700003 3.7666999740000047, -75.13079380800002 3.7651187550000027, -75.13246900299998 3.763209946000018, -75.14017250799998 3.755691388000002, -75.14025141299999 3.7556478810000162, -75.140417109 3.7555565170000023, -75.14203132799997 3.754666484999973, -75.150225465 3.7506909599999863, -75.15153369900003 3.748859668000023, -75.154026709 3.7487366519999914, -75.15739535 3.7493855550000035, -75.158058547 3.749689739000019, -75.16056163399998 3.7480811269999776, -75.16228444299998 3.7471875310000082, -75.16763510099997 3.747031325000023, -75.168333534 3.7498399269999823, -75.16851964699998 3.7503410919999856, -75.17192103999997 3.7541532220000136, -75.173913465 3.7559014519999887, -75.17755027999999 3.757907515999989))","LAM1020","104.0","INSTITUTO COLOMBIANO DE DESARROLLO RURAL INCODER","DISTRITO DE RIEGO TRIANGULO DEL TOLIMA","2710","2006-12-27T00:00:00.000",,,,"SEGUIMIENTO","ESTRUCTURA HACE PARTE DEL CANAL 2","20775.85561631","ACTIVO",,,"0.187182021136"
"MULTILINESTRING ((-75.01898257699999 3.7171214059999897, -75.02029413700001 3.71586251399998, -75.02445670100002 3.7118887230000155, -75.02596190000003 3.7103156360000185, -75.02895492900001 3.7063670929999835, -75.03059352999998 3.7062897139999786, -75.03235260399998 3.7063942639999823, -75.033260385 3.706020416000001, -75.03395313499999 3.705471090000003, -75.03446130200001 3.7050681410000266, -75.03625462500003 3.7040529610000017, -75.038592204 3.7034926719999817, -75.03870301699999 3.703546329999995, -75.042083064 3.70484849799999, -75.04260695300002 3.704401647999987, -75.04265396800004 3.7043403129999883, -75.04312585000002 3.7037246770000256, -75.04480350900002 3.7015360070000156, -75.045023125 3.7012494950000128, -75.04584683299998 3.700174875000016, -75.04639817200001 3.6994556070000044, -75.04671089499999 3.698339679000014, -75.04778883400002 3.695781807999993, -75.04807326100001 3.6954765919999777, -75.04933640600001 3.694695903000025, -75.04951742100002 3.6945903970000127, -75.05050470399999 3.693869430999996, -75.05061879700004 3.6937295579999727, -75.05757708200002 3.695096868000008, -75.06627290900002 3.692066489000012, -75.06633851100003 3.692032910000023, -75.067193788 3.6920469209999855, -75.07097668900002 3.6947411109999853, -75.07330979800003 3.6956928700000167, -75.07393707199998 3.6959487390000163, -75.07402045999999 3.6959827549999886, -75.07410385600002 3.6960167749999755, -75.076876045 3.6982537520000283, -75.07761479099997 3.6982646499999987, -75.07768261899997 3.6982503749999864, -75.07959743200001 3.6978578239999815, -75.08574704300003 3.7012453980000255, -75.08679923699998 3.701000564000026, -75.08706228599999 3.7009393550000027, -75.09036899300003 3.700762085000008, -75.09081985799997 3.7008582540000248, -75.094173495 3.701863817999992, -75.097819163 3.701621169000021, -75.10448850300003 3.7023666079999775, -75.11308654099997 3.701497834000009, -75.11342287399998 3.7015601919999876, -75.11515264600001 3.7020534569999763, -75.11644791200001 3.703065870999979, -75.11923239499998 3.705036039999982, -75.12684505800001 3.7130128030000265, -75.12994832700002 3.7149639090000055, -75.13161854700002 3.7164352240000085, -75.13194040899998 3.716853849000018, -75.13368596999999 3.719889641000009, -75.13498408499999 3.720131734000006, -75.13565093800003 3.720237027999986, -75.13673745 3.7204085839999834, -75.139102627 3.719767005999984, -75.14082465500002 3.7190686459999824, -75.14335706000003 3.7186476969999944, -75.14539557299997 3.720850040000016, -75.148632459 3.7232364640000246, -75.15082967400002 3.7243822020000157, -75.15107017499997 3.725934119999977, -75.15864825800004 3.7389814150000125, -75.15776485499998 3.7404334110000264, -75.15462616100001 3.7440861329999966, -75.15529317699998 3.7470919290000215))","LAM1020","104.0","INSTITUTO COLOMBIANO DE DESARROLLO RURAL INCODER","DISTRITO DE RIEGO TRIANGULO DEL TOLIMA","2710","2006-12-27T00:00:00.000",,,,"SEGUIMIENTO","ESTRUCTURA HACE PARTE DEL CANAL 3","20333.75222275","ACTIVO",,,"0.183297437995"
"MULTILINESTRING ((-75.10107300599998 3.654225075999989, -75.101338387 3.6542731449999906, -75.10268726300002 3.6542328819999743, -75.10286712099997 3.6542257400000158, -75.10462948700001 3.65496536500001, -75.10481225900003 3.6607268160000213, -75.10482470599999 3.660907221000002, -75.10582503299997 3.6652608580000106, -75.10601206299998 3.665569887999993, -75.10615233800002 3.6658016659999935, -75.107484016 3.6692545249999857, -75.10865174999998 3.6727595140000067, -75.109496734 3.6747062420000134, -75.10962527100003 3.6753255080000145, -75.10982771699997 3.676483217999987, -75.112714144 3.67784025200001, -75.117601804 3.677091602000019, -75.12095904 3.6787622429999947, -75.12178146000002 3.6807496000000133, -75.12178254700001 3.680930427000021, -75.121783091 3.6810208489999927, -75.12178723800002 3.681710366999994, -75.12280054899998 3.6827710229999866, -75.12505261299998 3.6846328249999942, -75.123714759 3.687142231999985, -75.12158389500001 3.6917556289999998, -75.12144685700002 3.6918728769999802, -75.12296445800001 3.6959519079999836, -75.12350663000001 3.6983269469999978, -75.12318278700002 3.7000969310000187, -75.11953511000002 3.7051862710000023))","LAM1020","104.0","INSTITUTO COLOMBIANO DE DESARROLLO RURAL INCODER","DISTRITO DE RIEGO TRIANGULO DEL TOLIMA","2710","2006-12-27T00:00:00.000",,,,"SEGUIMIENTO","ESTRUCTURA HACE PARTE DEL CANAL 4","7578.67439592","ACTIVO",,,"0.0684196529747"
"MULTILINESTRING ((-74.10346212799999 11.255662927000003, -74.104799297 11.256494508999992, -74.10659418 11.25530102800002, -74.108187843 11.256674982999982, -74.10800463499999 11.256259151999984))","LAM4284","104.0","GRUPO POLIOBRAS S.A. E.S.P.","PROYECTO TERMOELÉCTRICO TERMOCOL","772","2009-04-27T00:00:00.000",,,"Modificación Termocol",,,"690.07460482","ACTIVO",,,"0.00628868442399"
"MULTILINESTRING ((-70.20966666700002 11.708500000000015, -70.22555 11.708550000000002, -70.24443333300002 11.712083333000011, -70.26749999999998 11.712216667000007, -70.36666666600001 11.71666666599998, -70.841666666 12.100000000000023, -71.116666667 12.308333333999997, -71.46749999999997 12.535833333000028, -71.605166666 12.535166666999999, -72.22833333300002 12.279999999999973, -72.5709 12.000000000000002, -72.83666666699997 11.858333333000019, -72.90166666699997 11.662500000000023, -72.898166667 11.556666667000002, -73.04916666700001 11.613333333000016, -73.95436666699999 11.467883332999975, -74.19999999999999 11.46666666599998, -74.788816666 11.175333333000026, -74.84091666699999 11.104083333000005, -74.85508333299998 11.097050000000024, -75.02166666699998 11.074999999999989, -75.45833333399997 10.821666666999988, -75.56166666700001 10.613333333000014, -75.59966666600002 10.500983334000011, -75.53571666599998 10.441066665999983, -75.53416666700002 10.438333333000003, -75.53485 10.438983334, -75.53781666600003 10.439166666999995, -75.603566667 10.500766666999994, -75.80000000000001 10.543333333000021, -77.73500000000001 9.350000000000023, -77.86666666600003 9.211666666999974, -77.883333333 9.182366666000007, -77.92984999999999 9.138050000000021))","LAM2320","104.0","INTERCONEXION ELECTRICA S.A. E.S.P. ISA","PROYECTO INTERNACIONAL DE CABLE SUBMARINO DE FIBRA ÓPTICA – ARCOS 1","278","2001-04-02T00:00:00.000",,,"Ruta Punto Fijo-Rioacha",,,"1036964.24016754","ACTIVO",,,"9.45472532063"
