"codmunicipio","nombremunicipio","coddaneestablecimiento","nombreestablecimiento","danesede","zonasede","consdane","nombresede","docentedirectivo","direccion","telefono","email"
"PUTUMAYO","86885","286885000437","CENTRO ETNOEDUCATIVO RURAL BILINGUE INGA ATUN ÑAMBI","286885000437","CENTRO ETNOEDUCATIVO RURAL BILINGUE INGA ATUN ÑAMBI","28688500043701","ESC RUR MIX SAN MIGUEL DE LA CASTELLANA","RURAL","DELGADO CRUZ CLEMENTE BENITO ",,"SI"
"PUTUMAYO","86320","286320001081","CENT ETNOEDUCATIVO RURAL BOCANAS DEL LUZON","286320001006","CENT ETNOEDUCATIVO RURAL BOCANAS DEL LUZON","28632000108102","ESC RUR MIX VILLANUEVA","RURAL","RONDON SALAZAR YAZMIN  ",,"NO"
"PUTUMAYO","86865","286865000597","IE RUR EL ROSAL","286865000597","IE RUR EL ROSAL","28686500059701","IER EL ROSAL - SEDE PRINCIPAL","RURAL","TREJOS PEÑA LAURA ESTELLA ",,"NO"
"PUTUMAYO","86865","286865004193","IE RUR JOSE ASUNCION SILVA","286865002859","IE RUR JOSE ASUNCION SILVA","28686500419307","ESC RUR MIX LOS ANGELES","RURAL","BURBANO QUETAMA SEGUNDO CESAR ",,"NO"
"PUTUMAYO","86865","286865001658","INST ETNOEDUCATIVO RUR SANTA ROSA DEL GUAMUEZ","286865004579","INST ETNOEDUCATIVO RUR SANTA ROSA DEL GUAMUEZ","28686500165804","ESC RUR MIX NUEVA ISLA","RURAL","#N/A",,"NO"
"PUTUMAYO","86885","286885000224","IE RUR RIO BLANCO","286885001972","IE RUR RIO BLANCO","28688500022419","ESC RUR MIX SIMON BOLIVAR","RURAL","ZAMBRANO GOMEZ JORGE MAURO ",,"NO"
"PUTUMAYO","86568","286568000359","CENT ETNOEDUCATIVO RUR BUENAVISTA","286568004915","CENT ETNOEDUCATIVO RUR BUENAVISTA","28656800035905","ESC RUR MIX SANTA ELENA","RURAL","PIAGUAJE CABRERA HUMBERTO ERNEY ",,"NO"
"PUTUMAYO","86568","286568003099","CENT EDUC RUR TETEYE","286568004893","CENT EDUC RUR TETEYE","28656800309907","ESC RUR MIX MONTAÑITA","RURAL","MUÑOZ BURBANO LUIS GERMAN ",,"NO"
"PUTUMAYO","86573","286573003927","IE RUR ANDINO","286573004028","IE RUR ANDINO","28657300392707","ESC RUR MIX  EL ROSAL","RURAL","#N/A",,"SI"
"PUTUMAYO","86571","486001000713","IE RUR MAYOYOQUE","286571004241","IE RUR MAYOYOQUE","48600100071310","ESC RUR MIX FLORIDA","RURAL","QUIÑONES CORTES JOSE ALEXI ",,"NO"
"PUTUMAYO","86320","286320000395","IE RUR ANTONIO NARIÑO","286320001821","IE RUR ANTONIO NARIÑO","28632000039504","ESC RUR MIX BRISAS DEL RIO ORITO","RURAL","IMBACUAN NOGUERA LUIS ANTONIO ",,"NO"
"PUTUMAYO","86573","286573001371","IE RUR LEONIDAS NORZAGARAY","286573004567","IE RUR LEONIDAS NORZAGARAY","28657300137109","ESC RUR MIX ALBANIA","RURAL","ROJAS BROWN RAMIRO  ",,"NO"
"PUTUMAYO","86320","186320000188","IE SAN JOSE DE ORITO","186320000188","IE SAN JOSE DE ORITO","18632000018801","COL SAN JOSE DE ORITO","URBANA","CORDOBA ALBAN AURA LUZ MILA ",,"NO"
"PUTUMAYO","86865","186865002927","IE VALLE DEL GUAMUEZ","186865003443","IE VALLE DEL GUAMUEZ","18686500292704","ESC URB MIX LAS PARKER","URBANA","VILLOTA ROJAS CARLOS JULIO ",,"NO"
"PUTUMAYO","86885","286885000437","CENTRO ETNOEDUCATIVO RURAL BILINGUE INGA ATUN ÑAMBI","286885050779","CENTRO ETNOEDUCATIVO RURAL BILINGUE INGA ATUN ÑAMBI","28688500043706","WASIPUNGO","RURAL","DELGADO CRUZ CLEMENTE BENITO ",,"NO"
"PUTUMAYO","86573","286573000839","CENT EDUC RUR BOCANA DEL YURILLA","286001001702","CENT EDUC RUR BOCANA DEL YURILLA","28657300083903","ESC RUR MIX EL BALSAL","RURAL","ACOSTA SINSAJOA ELKIN ALONSO ",,"NO"
"PUTUMAYO","86320","286320000140","CENTRO ETNOEDUCATIVO RURAL UMADA WUARRARA","286320002576","CENTRO ETNOEDUCATIVO RURAL UMADA WUARRARA","28632000014011","DO JURA","RURAL","AYZAMO OCHOA LIDA ISABEL ",,"NO"
"PUTUMAYO","86757","286865001879","IE RUR EL SABALO","286865003634","IE RUR EL SABALO","28686500187903","ESC RUR MIX SANTA INES DEL BETANO","RURAL","RAMOS  JOSE ANTONIO ",,"NO"
"PUTUMAYO","86568","286568002700","IE RUR BAJO LORENZO","286568004311","IE RUR BAJO LORENZO","28656800270005","ESC RUR MIX SIMON BOLIVAR","RURAL","GOMEZ ACOSTA GABRIEL  ",,"NO"
"PUTUMAYO","86571","286001000048","INSTITUCION ETNOEDUCATIVA RURAL  BILINGÜE INGA ATUN IACHAI","286001003535","INSTITUCION ETNOEDUCATIVA RURAL  BILINGÜE INGA ATUN IACHAI","28600100004804","ESC RUR MIX PLAYA RICA","RURAL","#N/A",,"NO"
"PUTUMAYO","86571","486001000713","IE RUR MAYOYOQUE","286571000343","IE RUR MAYOYOQUE","48600100071315","ESC RUR MIX LAS ROSAS","RURAL","QUIÑONES CORTES JOSE ALEXI ",,"NO"
"PUTUMAYO","86571","286001002865","CENT EDUC RUR LA BARRIALOSA","286571000491","CENT EDUC RUR LA BARRIALOSA","28600100286503","ESC RUR MIX LICELANDIA","RURAL","ARANZALEZ LOPEZ GILDARDO  ",,"NO"
"PUTUMAYO","86320","286320000875","CENT EDUC RUR EL LIBANO","286320002029","CENT EDUC RUR EL LIBANO","28632000087507","EL PRADO","RURAL","CARVAJAL CABRERA FABER  ",,"NO"
"PUTUMAYO","86320","286320000468","CENT EDUC RUR LUCITANIA","486320002273","CENT EDUC RUR LUCITANIA","28632000046820","ESC RUR MIX MARIA AUXILIADORA","RURAL","LOPEZ CHATES LUIS ALBERTO ",,"NO"
"PUTUMAYO","86757","286865003600","IE RUR SAN JOSE ","286865003600","IE RUR SAN JOSE ","28686500360001","IER SAN JOSE ","RURAL","#N/A",,"NO"
"PUTUMAYO","86571","286571004811","CEPBIN KWE'SX SEK LUUCXWE'SX","286571004829","CEPBIN KWE'SX SEK LUUCXWE'SX","28657100481103","ESFOBIN INDIGENA JUANTAMA","RURAL","#N/A",,"NO"
"PUTUMAYO","86573","286573001126","CENT EDUC RUR SANTA MARIA","286573004036","CENT EDUC RUR SANTA MARIA","28657300112608","ESC RUR MIX LA TIGRILLO","RURAL","MOSQUERA MURILLO BERNABEL  ",,"NO"
"PUTUMAYO","86569","286568005466","CENT EDUC RUR LA ISLA","286569000328","CENT EDUC RUR LA ISLA","28656800546607","ESC RUR MIX SARDINAS","RURAL","RENGIFO URBANO YILMER  ",,"NO"
"PUTUMAYO","86568","286568000219","IE RUR LA PAILA","286568000219","IE RUR LA PAILA","28656800021901","ESC RUR MIX LA PAILA","RURAL","ESCOBAR CANCHALA JUAN PABLO ",,"SI"
"PUTUMAYO","86885","286885000062","IE RUR VILLA AMAZONICA","286885002154","IE RUR VILLA AMAZONICA","28688500006212","ESC RUR MIX PLAYA LARGA","RURAL","ORDOÑEZ BENAVIDES NELSON GUSTAVO ",,"NO"
"PUTUMAYO","86571","286001001494","IE RUR GALLINAZO","286001003110","IE RUR GALLINAZO","28600100149408","ESC RUR MIX NVO BARANDAS","RURAL","ADARVE CABEZAS CLARA INES ",,"NO"
"PUTUMAYO","86885","286885001832","IEPBIN KWE'SX KSXA'W WALA","286885001611","IEPBIN KWE'SX KSXA'W WALA","28688500183202","ESFOBIN JERUSALEN","RURAL","#N/A",,"NO"
"PUTUMAYO","86865","286568005091","CENT EDUC RUR LAS MALVINAS","286568005091","CENT EDUC RUR LAS MALVINAS","28656800509101","ESC RUR MIX LAS MALVINAS","RURAL","ARTEAGA ALBAN ELIZABETH DEL CARMEN ",,"NO"
"PUTUMAYO","86568","286568003323","CENT EDUC RUR SANTA ISABEL","286568060653","CENT EDUC RUR SANTA ISABEL","28656800332310","ERM SEVILLA","RURAL","#N/A",,"NO"
"PUTUMAYO","86760","486760000043","IE RUR INTERCULTURAL MADRE LAURA","286760000290","IE RUR INTERCULTURAL MADRE LAURA","48676000004302","ESC RUR MIX MUCHIVIOY","RURAL","SALAS SALAS ARTURO DOCITEO ",,"NO"
"PUTUMAYO","86865","286568005091","CENT EDUC RUR LAS MALVINAS","286865000015","CENT EDUC RUR LAS MALVINAS","28656800509109","ESC RUR MIX LA ESPERANZA","RURAL","ARTEAGA ALBAN ELIZABETH DEL CARMEN ",,"NO"
"PUTUMAYO","86573","286573003935","IE RUR OVER ANTONIO MORALES","286573000669","IE RUR OVER ANTONIO MORALES","28657300393506","ESC RUR MIX LA ESPERANZA","RURAL","NUÑEZ TORRES LILIA  ",,"NO"
"PUTUMAYO","86569","286568005466","CENT EDUC RUR LA ISLA","286569000379","CENT EDUC RUR LA ISLA","28656800546603","ESC RUR MIX SAN ANDRES ISLAS","RURAL","RENGIFO URBANO YILMER  ",,"NO"
"PUTUMAYO","86573","286573003978","IE RUR LUIS VIDALES DEL PIÑUÑA NEGRO","286573001321","IE RUR LUIS VIDALES DEL PIÑUÑA NEGRO","28657300397808","ESC RUR MIX ALTO RESTREPO","RURAL","APRAEZ DELGADO MARIA ROSALBA ",,"NO"
"PUTUMAYO","86885","286885002057","IER AGROPECUARIA GUILLERMO VALENCIA","286885800000","IER AGROPECUARIA GUILLERMO VALENCIA","28688500205713","NUEVA ESPERANZA","RURAL","BENAVIDES RINCON EDUARDO  ",,"NO"
"PUTUMAYO","86885","286885000089","IE RUR SANTA JULIANA","286885001905","IE RUR SANTA JULIANA","28688500008904","ESC RUR MIX LA ESPERANZA","RURAL","REVELO ROSERO ALVARO ENRIQUE ",,"NO"
"PUTUMAYO","86568","286568000537","IE RUR CIUDAD SANTANA","286568004354","IE RUR CIUDAD SANTANA","28656800053719","ESC RUR MIX SAN PABLO","RURAL","SANTACRUZ RUEDA DOLLY MILENA ",,"NO"
"PUTUMAYO","86573","286573000901","IE RUR JORGE ELIECER GAITAN","286573000391","IE RUR JORGE ELIECER GAITAN","28657300090105","ESC RUR MIX PEÑA COLORADA","RURAL","#N/A",,"NO"
"PUTUMAYO","86573","286573000839","CENT EDUC RUR BOCANA DEL YURILLA","286573004460","CENT EDUC RUR BOCANA DEL YURILLA","28657300083906","ESC RUR MIX LOS MANGOS","RURAL","ACOSTA SINSAJOA ELKIN ALONSO ",,"NO"
"PUTUMAYO","86320","286320001502","INS ETNOEDUCATIVA RUR PUERTO RICO","286320002428","INS ETNOEDUCATIVA RUR PUERTO RICO","28632000150205","ESC RUR MIX EL TEMBLON","RURAL","PAI  MARIA TERESA ",,"NO"
"PUTUMAYO","86320","286320001502","INS ETNOEDUCATIVA RUR PUERTO RICO","286320002533","INS ETNOEDUCATIVA RUR PUERTO RICO","28632000150215","ESFOBIN YU¿ LUUCX - JUAN TAMA","RURAL","PAI  MARIA TERESA ",,"NO"
"PUTUMAYO","86320","286320000140","CENTRO ETNOEDUCATIVO RURAL UMADA WUARRARA","286320001634","CENTRO ETNOEDUCATIVO RURAL UMADA WUARRARA","28632000014006","ESC RUR MIX CAMPOALEGRE","RURAL","AYZAMO OCHOA LIDA ISABEL ",,"NO"
"PUTUMAYO","86571","286001000161","CENT EDUC RUR EL CEDRO","286001003250","CENT EDUC RUR EL CEDRO","28600100016108","ESC RUR MIX EL LAGO","RURAL","MOSQUERA MOSQUERA EMERSON  ",,"NO"
"PUTUMAYO","86573","286573003927","IE RUR ANDINO","286573003790","IE RUR ANDINO","28657300392703","ESC RUR MIX LA COCHA CRISTALINA","RURAL","#N/A",,"NO"
"PUTUMAYO","86757","286865001879","IE RUR EL SABALO","286865001879","IE RUR EL SABALO","28686500187901","IER EL SABALO - SEDE PRINCIPAL","RURAL","RAMOS  JOSE ANTONIO ",,"SI"
"PUTUMAYO","86568","486568005686","CENT EDUC RUR PUERTO BELLO","486568005686","CENT EDUC RUR PUERTO BELLO","48656800568601","CER PUERTO BELLO - SEDE PRINCIPAL","RURAL","CORTEZ OSPINA GILBERTO  ",,"SI"
"PUTUMAYO","86001","186001003603","IE FIDEL DE MONTCLAR","186001003603","IE FIDEL DE MONTCLAR","18600100360301","COL BAS FIDEL DE MONCLART","URBANA","NAVARRO HUELGAS ELIAS RICARDO ",,"NO"
"PUTUMAYO","86001","186001001783","IE CIUDAD MOCOA","186001001783","IE CIUDAD MOCOA","18600100178301","COL CIUDAD MOCOA","URBANA","TAPIA CANO FREY DAVID ",,"NO"
"PUTUMAYO","86320","286320000468","CENT EDUC RUR LUCITANIA","286320001073","CENT EDUC RUR LUCITANIA","28632000046821","ESC RUR MIX SAN JOSE DEL GUAMUNEZ","RURAL","LOPEZ CHATES LUIS ALBERTO ",,"NO"
"PUTUMAYO","86573","286573003901","IE RUR SAN LUIS GONZAGA","286001002954","IE RUR SAN LUIS GONZAGA","28657300390103","ESC RUR MIX SANTA TERESITA MERENDU","RURAL","CORTES VILLACORTA JUAN JOSE ",,"NO"
"PUTUMAYO","86865","286865001658","INST ETNOEDUCATIVO RUR SANTA ROSA DEL GUAMUEZ","286568004516","INST ETNOEDUCATIVO RUR SANTA ROSA DEL GUAMUEZ","28686500165806","ESC RUR MIX LA ITALIA","RURAL","#N/A",,"NO"
"PUTUMAYO","86320","286320001502","INS ETNOEDUCATIVA RUR PUERTO RICO","286320002088","INS ETNOEDUCATIVA RUR PUERTO RICO","28632000150206","ERM AGUA BLANCA","RURAL","PAI  MARIA TERESA ",,"NO"
"PUTUMAYO","86573","286573000979","IE RUR NUEVA APAYA","286573000979","IE RUR NUEVA APAYA","28657300097901","IER NUEVA APAYA - SEDE PRINCIPAL","RURAL","GIRALDO PORTILLA MATILDE  ",,"SI"
"PUTUMAYO","86571","286001003209","IE RUR PUERTO ROSARIO","286571004748","IE RUR PUERTO ROSARIO","28600100320909","LAS VILLAS","RURAL","CUARAN ORDOÑEZ JORGE WILSON ",,"NO"
"PUTUMAYO","86573","186573004601","INGA - KICHWA NUKANCHI RUNA ","186573004601","INGA - KICHWA NUKANCHI RUNA ","18657300460101","INGA - KICHWA NUKANCHI RUNA ","URBANA","#N/A",,"NO"
"PUTUMAYO","86571","286001000161","CENT EDUC RUR EL CEDRO","286001000161","CENT EDUC RUR EL CEDRO","28600100016101","ESC RUR MIX EL CEDRO","RURAL","MOSQUERA MOSQUERA EMERSON  ",,"NO"
"PUTUMAYO","86569","286569000387","CENT EDUC RUR LA INDEPENDENCIA","286568004966","CENT EDUC RUR LA INDEPENDENCIA","28656900038710","ESC RUR MIX EL COQUETO","RURAL","HERNANDEZ BURGOS FREDY ERNEY ",,"NO"
"PUTUMAYO","86568","286568000405","CENT EDUC RUR VILLA VICTORIA","286568000405","CENT EDUC RUR VILLA VICTORIA","28656800040501","CER VILLA VICTORIA","RURAL","REVELO TIMANA BENICIO ARTURO ",,"SI"
"PUTUMAYO","86571","286571004811","CEPBIN KWE'SX SEK LUUCXWE'SX","286571004349","CEPBIN KWE'SX SEK LUUCXWE'SX","28657100481102","ESFOBIN SAN JUAN PAEZ","RURAL","#N/A",,"NO"
"PUTUMAYO","86571","286001000161","CENT EDUC RUR EL CEDRO","286571004292","CENT EDUC RUR EL CEDRO","28600100016120","ESC RUR MIX LOS GUADUALES","RURAL","MOSQUERA MOSQUERA EMERSON  ",,"NO"
"PUTUMAYO","86760","186760000104","IE CIUDAD SANTIAGO","186760000104","IE CIUDAD SANTIAGO","18676000010401","IE CIUDAD SANTIAGO - SEDE PRINCIPAL","URBANA","ARCINIEGAS GUERRERO DIGNA MERY ",,"NO"
"PUTUMAYO","86573","286573003978","IE RUR LUIS VIDALES DEL PIÑUÑA NEGRO","286573001304","IE RUR LUIS VIDALES DEL PIÑUÑA NEGRO","28657300397809","ESC RUR MIX SAN JOAQUIN","RURAL","APRAEZ DELGADO MARIA ROSALBA ",,"NO"
"PUTUMAYO","86568","286568003323","CENT EDUC RUR SANTA ISABEL","286568060872","CENT EDUC RUR SANTA ISABEL","28656800332306","ESC RUR MIX KANACAS","RURAL","#N/A",,"NO"
"PUTUMAYO","86320","286320000883","IE RUR NUEVA BENGALA","286320000328","IE RUR NUEVA BENGALA","28632000088314","ESC RUR MIX PALESTINA","RURAL","ARTEAGA BENITEZ FRANCISCO FELI ",,"NO"
"PUTUMAYO","86571","286001002865","CENT EDUC RUR LA BARRIALOSA","286001003519","CENT EDUC RUR LA BARRIALOSA","28600100286511","LOS ROSALES","RURAL","ARANZALEZ LOPEZ GILDARDO  ",,"NO"
"PUTUMAYO","86571","286571000599","CENT EDUC RUR LAS PERLAS","286001002814","CENT EDUC RUR LAS PERLAS","28657100059912","ESC RUR MIX BRASILIA","RURAL","RODRIGUEZ MATABANCHOY OMAR ARNULFO ",,"NO"
"PUTUMAYO","86569","286568002360","CENT EDUC RUR MARACAIBO","286568000936","CENT EDUC RUR MARACAIBO","28656800236005","ESC RUR MIX PLAYA RICA","RURAL","MOSQUERA VARGAS ELIZABETH  ",,"NO"
"PUTUMAYO","86865","286865001747","IE RUR MIRAVALLE","286865001747","IE RUR MIRAVALLE","28686500174701","IER MIRAVALLE - SEDE PRINCIPAL","RURAL","CAMPAÑA BURBANO MARCELINO  DE JESUS ",,"NO"
"PUTUMAYO","86568","286568003072","IE RUR PUERTO VEGA","286568005822","IE RUR PUERTO VEGA","28656800307211","ESC RUR MIX EL PALMAR","RURAL","BURGOS PRIETO FLAVIO ALBERTO ",,"NO"
"PUTUMAYO","86320","286320000883","IE RUR NUEVA BENGALA","286320000557","IE RUR NUEVA BENGALA","28632000088311","ESC RUR MIX EL JORDAN","RURAL","ARTEAGA BENITEZ FRANCISCO FELI ",,"NO"
"PUTUMAYO","86320","286320000140","CENTRO ETNOEDUCATIVO RURAL UMADA WUARRARA","286320002380","CENTRO ETNOEDUCATIVO RURAL UMADA WUARRARA","28632000014008","ESC RUR MIX VILLA RICA","RURAL","AYZAMO OCHOA LIDA ISABEL ",,"NO"
"PUTUMAYO","86320","286320001502","INS ETNOEDUCATIVA RUR PUERTO RICO","286320002517","INS ETNOEDUCATIVA RUR PUERTO RICO","28632000150213","AWA WUNE KUNETU","RURAL","PAI  MARIA TERESA ",,"NO"
"PUTUMAYO","86571","286001000480","IE RUR JOSE MARIA","286001003063","IE RUR JOSE MARIA","28600100048016","ESC RUR MIX DELICIAS JOSE MARIA","RURAL","TISOY CASTRO ARELIS REGINA ",,"NO"
"PUTUMAYO","86571","286001002636","IE RUR RAFAEL REYES","286001001907","IE RUR RAFAEL REYES","28600100263617","ESC RUR MIX MEDIO CAIMAN","RURAL","BURBANO HERNANDEZ WILLS JAIRO ",,"NO"
"PUTUMAYO","86865","186865004059","IE LA LIBERTAD","286865003294","IE LA LIBERTAD","18686500405902","ESC RUR MIX LA PRIMAVERA","RURAL","JURADO  GIRARDOT  ",,"NO"
"PUTUMAYO","86569","286569000310","CEPBIN KWE'SX UMA KIWE","286569005761","CEPBIN KWE'SX UMA KIWE","28656900031009","NUESTROS NIÑOS DEL MAÍZ - AKWE`SX KUTXH LUUCK","RURAL","#N/A",,"NO"
"PUTUMAYO","86757","286757000032","CENT EDUC RUR PUERTO EL SOL","286757000122","CENT EDUC RUR PUERTO EL SOL","28675700003204","ESC RUR MIX LA FLORESTA","RURAL","CORAL GUERRERO JAIRO IVAN ",,"NO"
"PUTUMAYO","86571","286001002903","IE RUR QUINAPEJO","286571004381","IE RUR QUINAPEJO","28600100290312","ESC RUR MIX HORIZONTES DEL YURILLA","RURAL","CORTES QUIÑONES HENRY LIBARDO ",,"NO"
"PUTUMAYO","86757","286757000114","IE RUR AGUA CLARA","286757000076","IE RUR AGUA CLARA","28675700011405","ESC RUR MIX NUEVO VERGEL","RURAL","ACHICANOY MARTINEZ JOSE LUIS ",,"NO"
"PUTUMAYO","86885","286885000658","IE RUR ALBANIA","286885002201","IE RUR ALBANIA","28688500065806","ESC RUR MIX MORELIA","RURAL","CABRERA  LUIS ANTIDIO ",,"NO"
"PUTUMAYO","86568","286568000197","CENT EDUC RUR ALTO LORENZO","286568004621","CENT EDUC RUR ALTO LORENZO","28656800019702","ESC RUR MIX LA CUMBRE","RURAL","ACOSTA SINSAJOA AMANDA ANGELICA ",,"NO"
"PUTUMAYO","86001","286001000277","IE RUR SIMON BOLIVAR","286001000269","IE RUR SIMON BOLIVAR","28600100027704","ESC RUR MIX TEBAIDA","RURAL","VIVAS CALVACHE JOSE BERNARDO ",,"NO"
"PUTUMAYO","86571","286571000050","CER SAUDITA","286571000530","CER SAUDITA","28657100005006","ESC RUR MIX BUENA VISTA","RURAL","#N/A",,"NO"
"PUTUMAYO","86568","286568061137","CEPBIN MANUEL QUINTIN LAME CHANTRE","286568061285","CEPBIN MANUEL QUINTIN LAME CHANTRE","28656806113709","ESFOBIN Yu' Zxiçxkwe","RURAL","ULCUE TROCHEZ FABIO  ",,"NO"
"PUTUMAYO","86569","286569000387","CENT EDUC RUR LA INDEPENDENCIA","286569005541","CENT EDUC RUR LA INDEPENDENCIA","28656900038707","ESC RUR MIX SAGRADO CORAZON DE JESUS","RURAL","HERNANDEZ BURGOS FREDY ERNEY ",,"NO"
"PUTUMAYO","86568","286568000537","IE RUR CIUDAD SANTANA","286568004371","IE RUR CIUDAD SANTANA","28656800053702","ESC RUR MIX ANTONIO NARIÑO","RURAL","SANTACRUZ RUEDA DOLLY MILENA ",,"NO"
"PUTUMAYO","86573","186573000371","IE CANDIDO LEGUIZAMO","186573004619","IE CANDIDO LEGUIZAMO","18657300037104","CIUDADELA CANDIDO LEGUIZAMO","URBANA","SANABRIA ARTUNDUAGA JOSE LUIS ",,"NO"
"PUTUMAYO","86865","286865003936","IE RUR JORDAN GUISIA","286865004291","IE RUR JORDAN GUISIA","28686500393609","ESC RUR MIX LA ARENOSA","RURAL","BURBANO OBANDO AURA INES ",,"NO"
"PUTUMAYO","86219","186219000070","IE SUCRE","186219000011","IE SUCRE","18621900007003","INST BAS PRIMARIA LIBERTAD","URBANA","CALPA PAZOS JORGE ENRIQUE ",,"NO"
"PUTUMAYO","86885","186885002061","IE LUIS CARLOS GALAN","186885002231","IE LUIS CARLOS GALAN","18688500206103","ESC URB MIX CRISTO REY","URBANA","VELASQUEZ BENAVIDES SEGUNDO MAURO ",,"NO"
"PUTUMAYO","86569","286569000298","IE RUR ARIZONA","286001001753","IE RUR ARIZONA","28656900029803","ESC RUR MIX BRISAS DEL CAIMAN","RURAL","REYES RAMOS YENIS ASALIA ",,"NO"
"PUTUMAYO","86757","286757000084","IE RUR JORDAN ORTIZ","286865002191","IE RUR JORDAN ORTIZ","28675700008406","LA FLORIDA GUISITA","RURAL","CASTILLO GUEVARA RENY EUFEMIA ",,"NO"
"PUTUMAYO","86568","286568000472","IE RUR NUEVA GRANADA","286568000375","IE RUR NUEVA GRANADA","28656800047213","ESC RUR MIX TOAYA","RURAL","SANCHEZ TARAPUEZ FABIO SIGIFREDO ",,"NO"
"PUTUMAYO","86865","286865003553","IE RUR EL VENADO","286865003553","IE RUR EL VENADO","28686500355301","IER EL VENADO","RURAL","MUESES INAGAN ROSA NELLY ",,"NO"
"PUTUMAYO","86749","286749000598","IE RUR BILINGUE ARTESANAL CAMENTSA","286749000601","IE RUR BILINGUE ARTESANAL CAMENTSA","28674900059803","ESC RUR MIX BILING CAMENTSA LLANO GRANDE","RURAL","SIGINDIOY MUCHAVISOY MARIA ANTONIA ",,"NO"
"PUTUMAYO","86885","386885000016","IE NUESTRA SEÑORA DEL PILAR","386885000016","IE NUESTRA SEÑORA DEL PILAR","38688500001601","COL NUESTRA SEÑORA DEL PILAR","URBANA","ARIZA VESGA ORLANDO  ",,"NO"
"PUTUMAYO","86001","286001001800","CENT EDUC RUR CALIYACO","286001000382","CENT EDUC RUR CALIYACO","28600100180006","ESC RUR MIX SAN LUIS CHONTAYACO","RURAL","ESCOBAR RAMIREZ SEGUNDO RAUL ",,"NO"
"PUTUMAYO","86320","286320000875","CENT EDUC RUR EL LIBANO","286320001391","CENT EDUC RUR EL LIBANO","28632000087503","ESC RUR MIX NVA COLONIA","RURAL","CARVAJAL CABRERA FABER  ",,"NO"
"PUTUMAYO","86757","286865002964","IE RUR EL AFILADOR","286865002964","IE RUR EL AFILADOR","28686500296401","IER EL AFILADOR - SEDE PRINCIPAL","RURAL","MUÑOZ  SILVIO MIGUEL ",,"SI"
"PUTUMAYO","86571","286001000161","CENT EDUC RUR EL CEDRO","286001003314","CENT EDUC RUR EL CEDRO","28600100016121","ESC RUR MIX ANTONIO NARIÑO","RURAL","MOSQUERA MOSQUERA EMERSON  ",,"NO"
"PUTUMAYO","86320","286320000298","CENT EDUC RUR ALTAMIRA","286320001341","CENT EDUC RUR ALTAMIRA","28632000029804","ESC RUR MIX LA SERRANIA","RURAL","#N/A",,"NO"
"PUTUMAYO","86865","286865001739","IE RUR MARAVELEZ","286865004371","IE RUR MARAVELEZ","28686500173908","ESC RUR MIX VILLA HERMOSA","RURAL","CUARAN RUANO ALBA MERY ",,"NO"
"PUTUMAYO","86571","286001000048","INSTITUCION ETNOEDUCATIVA RURAL  BILINGÜE INGA ATUN IACHAI","286571004934","INSTITUCION ETNOEDUCATIVA RURAL  BILINGÜE INGA ATUN IACHAI","28600100004807","VILLA CATALINA","RURAL","#N/A",,"NO"
"PUTUMAYO","86865","286865000597","IE RUR EL ROSAL","286865003073","IE RUR EL ROSAL","28686500059705","ESC RUR MIX LA PRADERA","RURAL","TREJOS PEÑA LAURA ESTELLA ",,"NO"
"PUTUMAYO","86568","286568002700","IE RUR BAJO LORENZO","286568005652","IE RUR BAJO LORENZO","28656800270006","ESC RUR MIX EL CRISTAL","RURAL","GOMEZ ACOSTA GABRIEL  ",,"NO"
"PUTUMAYO","86320","286320000468","CENT EDUC RUR LUCITANIA","286320000981","CENT EDUC RUR LUCITANIA","28632000046814","ESC RUR MIX BRISAS DEL GUAMUEZ","RURAL","LOPEZ CHATES LUIS ALBERTO ",,"NO"
"PUTUMAYO","86885","286885000739","IE RUR PUERTO UMBRIA","286885000739","IE RUR PUERTO UMBRIA","28688500073901","IER PUERTO UMBRIA - SEDE PRINCIPAL","RURAL","ÑUSTES CABEZAS RENE  ",,"SI"
"PUTUMAYO","86571","286001002903","IE RUR QUINAPEJO","286571000165","IE RUR QUINAPEJO","28600100290303","ESC RUR MIX UNION  QUINAPEJO","RURAL","CORTES QUIÑONES HENRY LIBARDO ",,"NO"
"PUTUMAYO","86865","286865003553","IE RUR EL VENADO","286865004606","IE RUR EL VENADO","28686500355308","ERM PAVAS BAJAS","RURAL","MUESES INAGAN ROSA NELLY ",,"NO"
"PUTUMAYO","86568","286568002874","CENT EDUC RUR DANUBIO","286568002874","CENT EDUC RUR DANUBIO","28656800287401","CER DANUBIO - SEDE PRINCIPAL","RURAL","QUENAN GOMEZ ALVARO ABEL ",,"NO"
"PUTUMAYO","86571","486001000713","IE RUR MAYOYOQUE","286571004781","IE RUR MAYOYOQUE","48600100071313","ESC RUR MIX  DEL YURILLA","RURAL","QUIÑONES CORTES JOSE ALEXI ",,"NO"
"PUTUMAYO","86569","286568005466","CENT EDUC RUR LA ISLA","286569000336","CENT EDUC RUR LA ISLA","28656800546609","ESC RUR MIX DAMASCO VIDES","RURAL","RENGIFO URBANO YILMER  ",,"NO"
"PUTUMAYO","86001","286001000633","IE RUR ALTO AFAN","286001003896","IE RUR ALTO AFAN","28600100063307","ESC RUR MIX QUINCE DE MAYO","RURAL","HERNANDEZ GARRETA EDUARDO  ",,"NO"
