"fecha","pa_s","departamento","municipio","delito","pais_v_ctima","genero","zona","circunstanciaspersona"
"2020-01-01T00:00:00.000","COLOMBIA","MAGDALENA","SANTA MARTA (CT)","ARTÍCULO 239. HURTO PERSONAS","COLOMBIA","MASCULINO","URBANA","FACTOR DE OPORTUNIDAD"
"2020-01-01T00:00:00.000","COLOMBIA","META","VILLAVICENCIO (CT)","ARTÍCULO 239. HURTO PERSONAS","COLOMBIA","FEMENINO","URBANA","RAPONAZO"
"2020-01-02T00:00:00.000","COLOMBIA","ANTIOQUIA","MEDELLÍN (CT)","ARTÍCULO 239. HURTO PERSONAS","SUIZA","MASCULINO","URBANA","ATRACO"
"2020-01-02T00:00:00.000","COLOMBIA","ANTIOQUIA","MEDELLÍN (CT)","ARTÍCULO 239. HURTO RESIDENCIAS","JAPON","MASCULINO","URBANA","USO SUSTANCIAS TOXICAS / ESCOPOLAMINADO"
"2020-01-03T00:00:00.000","COLOMBIA","ANTIOQUIA","MEDELLÍN (CT)","ARTÍCULO 239. HURTO PERSONAS","ESTADOS UNIDOS","MASCULINO","URBANA","COSQUILLEO"
"2020-01-03T00:00:00.000","COLOMBIA","BOLÍVAR","CARTAGENA (CT)","ARTÍCULO 239. HURTO PERSONAS","ALEMANIA","MASCULINO","URBANA","FACTOR DE OPORTUNIDAD"
"2020-01-03T00:00:00.000","COLOMBIA","MAGDALENA","SANTA MARTA (CT)","ARTÍCULO 239. HURTO PERSONAS","VENEZUELA","MASCULINO","URBANA","USO SUSTANCIAS TOXICAS / ESCOPOLAMINADO"
"2020-01-03T00:00:00.000","COLOMBIA","META","ACACÍAS","ARTÍCULO 239. HURTO PERSONAS","COLOMBIA","MASCULINO","RURAL","FACTOR DE OPORTUNIDAD"
"2020-01-04T00:00:00.000","COLOMBIA","BOLÍVAR","CARTAGENA (CT)","ARTÍCULO 239. HURTO PERSONAS","ALEMANIA","FEMENINO","URBANA","FACTOR DE OPORTUNIDAD"
"2020-01-04T00:00:00.000","COLOMBIA","BOLÍVAR","CARTAGENA (CT)","ARTÍCULO 239. HURTO PERSONAS","ESTADOS UNIDOS","FEMENINO","URBANA","COSQUILLEO"
"2020-01-04T00:00:00.000","COLOMBIA","MAGDALENA","SANTA MARTA (CT)","ARTÍCULO 111. LESIONES PERSONALES","COLOMBIA","MASCULINO","URBANA","RIÑAS"
"2020-01-04T00:00:00.000","COLOMBIA","META","ACACÍAS","ARTÍCULO 239. HURTO PERSONAS","COLOMBIA","FEMENINO","URBANA","FACTOR DE OPORTUNIDAD"
"2020-01-04T00:00:00.000","COLOMBIA","QUINDÍO","SALENTO","ARTÍCULO 239. HURTO PERSONAS","COLOMBIA","MASCULINO","RURAL","COSQUILLEO"
"2020-01-05T00:00:00.000","COLOMBIA","ANTIOQUIA","MEDELLÍN (CT)","ARTÍCULO 239. HURTO PERSONAS","COLOMBIA","MASCULINO","URBANA","ATRACO"
"2020-01-05T00:00:00.000","COLOMBIA","MAGDALENA","SANTA MARTA (CT)","ARTÍCULO 239. HURTO PERSONAS","COLOMBIA","MASCULINO","URBANA","ATRACO"
"2020-01-05T00:00:00.000","COLOMBIA","MAGDALENA","SANTA MARTA (CT)","ARTÍCULO 239. HURTO PERSONAS","VENEZUELA","MASCULINO","URBANA","FACTOR DE OPORTUNIDAD"
"2020-01-05T00:00:00.000","COLOMBIA","META","ACACÍAS","ARTÍCULO 269J. TRANSFERENCIA NO CONSENTIDA DE ACTIVOS","COLOMBIA","FEMENINO","RURAL","TRANSACCIONES ELECTRONICAS (COMPRA VENTA DE PRODUCTOS POR INTERNET)"
"2020-01-06T00:00:00.000","COLOMBIA","ANTIOQUIA","MEDELLÍN (CT)","ARTÍCULO 239. HURTO PERSONAS","HOLANDA","FEMENINO","URBANA","ATRACO"
"2020-01-06T00:00:00.000","COLOMBIA","CALDAS","MANIZALES (CT)","ARTÍCULO 239. HURTO PERSONAS","ECUADOR","FEMENINO","URBANA","FACTOR DE OPORTUNIDAD"
"2020-01-06T00:00:00.000","COLOMBIA","MAGDALENA","SANTA MARTA (CT)","ARTÍCULO 239. HURTO PERSONAS","DINAMARCA","FEMENINO","URBANA","ATRACO"
"2020-01-06T00:00:00.000","COLOMBIA","MAGDALENA","SANTA MARTA (CT)","ARTÍCULO 239. HURTO PERSONAS","DINAMARCA","MASCULINO","URBANA","ATRACO"
"2020-01-06T00:00:00.000","COLOMBIA","META","VILLAVICENCIO (CT)","ARTÍCULO 239. HURTO PERSONAS","COLOMBIA","FEMENINO","URBANA","FACTOR DE OPORTUNIDAD"
"2020-01-06T00:00:00.000","COLOMBIA","META","VILLAVICENCIO (CT)","ARTÍCULO 239. HURTO PERSONAS","COLOMBIA","FEMENINO","URBANA","RAPONAZO"
"2020-01-06T00:00:00.000","COLOMBIA","META","VILLAVICENCIO (CT)","ARTÍCULO 239. HURTO PERSONAS","COLOMBIA","MASCULINO","URBANA","ATRACO"
"2020-01-06T00:00:00.000","COLOMBIA","VALLE","CALI (CT)","ARTÍCULO 239. HURTO PERSONAS","ALEMANIA","MASCULINO","URBANA","FACTOR DE OPORTUNIDAD"
"2020-01-07T00:00:00.000","COLOMBIA","ANTIOQUIA","GIRARDOTA","ARTÍCULO 239. HURTO PERSONAS","ARGENTINA","FEMENINO","RURAL","ATRACO"
"2020-01-07T00:00:00.000","COLOMBIA","ANTIOQUIA","MEDELLÍN (CT)","ARTÍCULO 239. HURTO PERSONAS","ITALIA","MASCULINO","URBANA","ATRACO"
"2020-01-07T00:00:00.000","COLOMBIA","BOLÍVAR","CARTAGENA (CT)","ARTÍCULO 239. HURTO PERSONAS","VENEZUELA","MASCULINO","URBANA","FACTOR DE OPORTUNIDAD"
"2020-01-07T00:00:00.000","COLOMBIA","MAGDALENA","SANTA MARTA (CT)","ARTÍCULO 239. HURTO PERSONAS","COLOMBIA","FEMENINO","URBANA","COSQUILLEO"
"2020-01-07T00:00:00.000","COLOMBIA","MAGDALENA","SANTA MARTA (CT)","ARTÍCULO 239. HURTO PERSONAS","COLOMBIA","MASCULINO","URBANA","ATRACO"
"2020-01-08T00:00:00.000","COLOMBIA","BOLÍVAR","CARTAGENA (CT)","ARTÍCULO 239. HURTO PERSONAS","HOLANDA","MASCULINO","URBANA","COSQUILLEO"
"2020-01-08T00:00:00.000","COLOMBIA","BOLÍVAR","CARTAGENA (CT)","ARTÍCULO 239. HURTO PERSONAS","VENEZUELA","MASCULINO","URBANA","FACTOR DE OPORTUNIDAD"
"2020-01-08T00:00:00.000","COLOMBIA","MAGDALENA","SANTA MARTA (CT)","ARTÍCULO 239. HURTO PERSONAS","COLOMBIA","FEMENINO","URBANA","ROMPIMIENTO DE VIDRIO"
"2020-01-08T00:00:00.000","COLOMBIA","MAGDALENA","SANTA MARTA (CT)","ARTÍCULO 239. HURTO PERSONAS","VENEZUELA","MASCULINO","URBANA","ATRACO"
"2020-01-09T00:00:00.000","COLOMBIA","ANTIOQUIA","MEDELLÍN (CT)","ARTÍCULO 103. HOMICIDIO","ESTADOS UNIDOS","FEMENINO","URBANA","POR ESTABLECER"
"2020-01-09T00:00:00.000","COLOMBIA","GUAJIRA","RIOHACHA (CT)","ARTÍCULO 239. HURTO PERSONAS","COLOMBIA","MASCULINO","URBANA","ATRACO"
"2020-01-10T00:00:00.000","COLOMBIA","BOLÍVAR","CARTAGENA (CT)","ARTÍCULO 239. HURTO PERSONAS","HOLANDA","MASCULINO","URBANA","FACTOR DE OPORTUNIDAD"
"2020-01-10T00:00:00.000","COLOMBIA","BOLÍVAR","CARTAGENA (CT)","ARTÍCULO 239. HURTO PERSONAS","HOLANDA","MASCULINO","URBANA","RAPONAZO"
"2020-01-10T00:00:00.000","COLOMBIA","CUNDINAMARCA","BOGOTÁ D.C. (CT)","ARTÍCULO 239. HURTO PERSONAS","ITALIA","MASCULINO","URBANA","ATRACO"
