"fecha","pais","municipio","delito","circunstacia_de_la_captura","pais_capturado","genero"
"6/12/22","COLOMBIA","FLORENCIA (CT)","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/12/22","COLOMBIA","VALENCIA","ARTÍCULO 339A. MALTRATO ANIMAL","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/11/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/11/22","COLOMBIA","BUCARAMANGA (CT)","ARTÍCULO 332. EXPLOTACIÓN ILÍCITA DE YACIMIENTO MINERO Y OTROS MATERIALES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/11/22","COLOMBIA","INÍRIDA (CT)","ARTÍCULO 332. EXPLOTACIÓN ILÍCITA DE YACIMIENTO MINERO Y OTROS MATERIALES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/11/22","COLOMBIA","OIBA","ARTICULO 333. DANOS EN LOS RECURSOS NATURALES Y ECOCIDIO","FLAGRANCIA LEY 906","VENEZUELA","MASCULINO"
"6/11/22","COLOMBIA","PUERTO CARREÑO (CT)","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/11/22","COLOMBIA","URRAO","ARTÍCULO 332. EXPLOTACIÓN ILÍCITA DE YACIMIENTO MINERO Y OTROS MATERIALES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/10/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","NO REPORTADO","MASCULINO"
"6/10/22","COLOMBIA","EL ROBLE","ARTÍCULO 332. EXPLOTACIÓN ILÍCITA DE YACIMIENTO MINERO Y OTROS MATERIALES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/10/22","COLOMBIA","LANDÁZURI","ARTÍCULO 332. EXPLOTACIÓN ILÍCITA DE YACIMIENTO MINERO Y OTROS MATERIALES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/10/22","COLOMBIA","PIEDECUESTA","ARTÍCULO 334. CONTAMINACIÓN AMBIENTAL","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO"
"6/10/22","COLOMBIA","PUERTO CARREÑO (CT)","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","VENEZUELA","MASCULINO"
"6/10/22","COLOMBIA","SAN JOSÉ DE MIRANDA","ARTÍCULO 332. EXPLOTACIÓN ILÍCITA DE YACIMIENTO MINERO Y OTROS MATERIALES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/10/22","COLOMBIA","SANTA MARTA (CT)","ARTÍCULO 332. EXPLOTACIÓN ILÍCITA DE YACIMIENTO MINERO Y OTROS MATERIALES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/10/22","COLOMBIA","SANTA MARTA (CT)","ARTÍCULO 332. EXPLOTACIÓN ILÍCITA DE YACIMIENTO MINERO Y OTROS MATERIALES","FLAGRANCIA LEY 906","VENEZUELA","MASCULINO"
"6/10/22","COLOMBIA","VALLEDUPAR (CT)","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/9/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","FEMENINO"
"6/9/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 334. CONTAMINACIÓN AMBIENTAL","ORDEN JUDICIAL LEY 906","COLOMBIA","FEMENINO"
"6/9/22","COLOMBIA","CÉRTEGUI","ARTICULO 330. DEFORESTACION","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/9/22","COLOMBIA","GAMEZA","ARTÍCULO 332. EXPLOTACIÓN ILÍCITA DE YACIMIENTO MINERO Y OTROS MATERIALES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/9/22","COLOMBIA","MEDELLÍN (CT)","ARTÍCULO 334. CONTAMINACIÓN AMBIENTAL","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/9/22","COLOMBIA","SAPUYES","ARTÍCULO 339A. MALTRATO ANIMAL","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/8/22","COLOMBIA","FACATATIVÁ","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/8/22","COLOMBIA","FLANDES","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","NO REPORTADO","MASCULINO"
"6/8/22","COLOMBIA","SANTA MARTA (CT)","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/7/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","NO REPORTADO","MASCULINO"
"6/7/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","VENEZUELA","MASCULINO"
"6/7/22","COLOMBIA","JAMBALÓ","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/7/22","COLOMBIA","LOURDES","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/7/22","COLOMBIA","MANIZALES (CT)","ARTÍCULO 332. EXPLOTACIÓN ILÍCITA DE YACIMIENTO MINERO Y OTROS MATERIALES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/7/22","COLOMBIA","NECOCLÍ","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/7/22","COLOMBIA","PAMPLONA","ARTÍCULO 332. EXPLOTACIÓN ILÍCITA DE YACIMIENTO MINERO Y OTROS MATERIALES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/7/22","COLOMBIA","PAMPLONA","ARTÍCULO 332. EXPLOTACIÓN ILÍCITA DE YACIMIENTO MINERO Y OTROS MATERIALES","FLAGRANCIA LEY 906","VENEZUELA","MASCULINO"
"6/7/22","COLOMBIA","PIEDECUESTA","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/7/22","COLOMBIA","PUEBLOVIEJO","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","NO REPORTADO","MASCULINO"
"6/7/22","COLOMBIA","PUEBLOVIEJO","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/7/22","COLOMBIA","SAMACÁ","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","FEMENINO"
"6/7/22","COLOMBIA","SAMACÁ","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/7/22","COLOMBIA","TESALIA","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/7/22","COLOMBIA","VILLAVICENCIO (CT)","ARTICULO 333. DANOS EN LOS RECURSOS NATURALES Y ECOCIDIO","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/6/22","COLOMBIA","AGRADO","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/6/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO"
"6/6/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 334. CONTAMINACIÓN AMBIENTAL","FLAGRANCIA LEY 906","VENEZUELA","MASCULINO"
"6/6/22","COLOMBIA","CIMITARRA","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/6/22","COLOMBIA","TOCA","ARTICULO 333. DANOS EN LOS RECURSOS NATURALES Y ECOCIDIO","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/6/22","COLOMBIA","TOCAIMA","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/5/22","COLOMBIA","ARJONA","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/5/22","COLOMBIA","ARJONA","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","VENEZUELA","MASCULINO"
"6/5/22","COLOMBIA","BARRANCABERMEJA","ARTÍCULO 328C. PESCA ILEGAL","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/5/22","COLOMBIA","CALARCA","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/5/22","COLOMBIA","PEREIRA (CT)","ARTICULO 333. DANOS EN LOS RECURSOS NATURALES Y ECOCIDIO","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/4/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","NO REPORTADO","MASCULINO"
"6/4/22","COLOMBIA","VILLAVICENCIO (CT)","ARTICULO 333. DANOS EN LOS RECURSOS NATURALES Y ECOCIDIO","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/3/22","COLOMBIA","SAN MIGUEL","ARTÍCULO 332. EXPLOTACIÓN ILÍCITA DE YACIMIENTO MINERO Y OTROS MATERIALES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/3/22","COLOMBIA","VILLAVICENCIO (CT)","ARTICULO 328A. TRAFICO DE FAUNA.","FLAGRANCIA LEY 906","COLOMBIA","FEMENINO"
"6/3/22","COLOMBIA","VILLAVICENCIO (CT)","ARTICULO 328A. TRAFICO DE FAUNA.","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/2/22","COLOMBIA","DOSQUEBRADAS","ARTICULO 333. DANOS EN LOS RECURSOS NATURALES Y ECOCIDIO","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/2/22","COLOMBIA","EL DONCELLO","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/2/22","COLOMBIA","ENCISO","ARTÍCULO 332. EXPLOTACIÓN ILÍCITA DE YACIMIENTO MINERO Y OTROS MATERIALES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/2/22","COLOMBIA","FALAN","ARTÍCULO 332. EXPLOTACIÓN ILÍCITA DE YACIMIENTO MINERO Y OTROS MATERIALES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/2/22","COLOMBIA","PITAL","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/2/22","COLOMBIA","PUERTO CONCORDIA","ARTÍCULO 328C. PESCA ILEGAL","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/2/22","COLOMBIA","SABANALARGA","ARTÍCULO 332. EXPLOTACIÓN ILÍCITA DE YACIMIENTO MINERO Y OTROS MATERIALES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/2/22","COLOMBIA","SAMPUÉS","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/1/22","COLOMBIA","AMAGÁ","ARTÍCULO 339A. MALTRATO ANIMAL","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/1/22","COLOMBIA","BARRANQUILLA (CT)","ARTÍCULO 339A. MALTRATO ANIMAL","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/1/22","COLOMBIA","BUENAVENTURA","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/1/22","COLOMBIA","CALI (CT)","ARTÍCULO 334. CONTAMINACIÓN AMBIENTAL","FLAGRANCIA LEY 906","COLOMBIA","FEMENINO"
"6/1/22","COLOMBIA","CALI (CT)","ARTÍCULO 334. CONTAMINACIÓN AMBIENTAL","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/1/22","COLOMBIA","GIRARDOT","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","NO REPORTADO","FEMENINO"
"6/1/22","COLOMBIA","GIRARDOT","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","NO REPORTADO","MASCULINO"
"6/1/22","COLOMBIA","GUADUAS","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","FEMENINO"
"6/1/22","COLOMBIA","GUADUAS","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"6/1/22","COLOMBIA","GUADUAS","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","VENEZUELA","MASCULINO"
"6/1/22","COLOMBIA","MANATÍ","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/31/22","COLOMBIA","DOSQUEBRADAS","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","FEMENINO"
"5/31/22","COLOMBIA","DOSQUEBRADAS","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/31/22","COLOMBIA","DOSQUEBRADAS","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","VENEZUELA","MASCULINO"
"5/31/22","COLOMBIA","GIRARDOT","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/31/22","COLOMBIA","PUERTO CONCORDIA","ARTÍCULO 328C. PESCA ILEGAL","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/31/22","COLOMBIA","SABANAGRANDE","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/30/22","COLOMBIA","URRAO","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/28/22","COLOMBIA","AGUSTÍN CODAZZI","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/28/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/28/22","COLOMBIA","BUCARAMANGA (CT)","ARTÍCULO 339A. MALTRATO ANIMAL","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/28/22","COLOMBIA","SAN BENITO ABAD","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","FEMENINO"
"5/27/22","COLOMBIA","CAUCASIA","ARTÍCULO 332. EXPLOTACIÓN ILÍCITA DE YACIMIENTO MINERO Y OTROS MATERIALES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/27/22","COLOMBIA","CHIBOLO","ARTÍCULO 339A. MALTRATO ANIMAL","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/27/22","COLOMBIA","SAN VICENTE DEL CAGUÁN","ARTICULO 336A. FINANCIACION DE INVASION A AREAS DE ESPECIAL IMPORTANCIA ECOLOGICA","ORDEN JUDICIAL LEY 906","COLOMBIA","FEMENINO"
"5/27/22","COLOMBIA","SAN VICENTE DEL CAGUÁN","ARTICULO 336A. FINANCIACION DE INVASION A AREAS DE ESPECIAL IMPORTANCIA ECOLOGICA","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO"
"5/26/22","COLOMBIA","BUENAVENTURA","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/26/22","COLOMBIA","CIMITARRA","ARTÍCULO 332. EXPLOTACIÓN ILÍCITA DE YACIMIENTO MINERO Y OTROS MATERIALES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/26/22","COLOMBIA","EL CHARCO","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/26/22","COLOMBIA","POPAYÁN (CT)","ARTICULO 333. DANOS EN LOS RECURSOS NATURALES Y ECOCIDIO","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/26/22","COLOMBIA","RIOFRÍO","ARTÍCULO 332. EXPLOTACIÓN ILÍCITA DE YACIMIENTO MINERO Y OTROS MATERIALES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/26/22","COLOMBIA","SANTO DOMINGO","ARTICULO 328A. TRAFICO DE FAUNA.","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/26/22","COLOMBIA","TUBARÁ","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/26/22","COLOMBIA","VALLEDUPAR (CT)","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/26/22","COLOMBIA","VILLAGARZÓN","ARTICULO 333. DANOS EN LOS RECURSOS NATURALES Y ECOCIDIO","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/25/22","COLOMBIA","BARRANCABERMEJA","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/25/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/25/22","COLOMBIA","CERRITO","ARTICULO 333. DANOS EN LOS RECURSOS NATURALES Y ECOCIDIO","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/25/22","COLOMBIA","CERRITO","ARTICULO 333. DANOS EN LOS RECURSOS NATURALES Y ECOCIDIO","FLAGRANCIA LEY 906","VENEZUELA","FEMENINO"
"5/25/22","COLOMBIA","RIONEGRO","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/25/22","COLOMBIA","SIBATÉ","ARTICULO 333. DANOS EN LOS RECURSOS NATURALES Y ECOCIDIO","FLAGRANCIA LEY 906","COLOMBIA","FEMENINO"
"5/25/22","COLOMBIA","SIBATÉ","ARTICULO 333. DANOS EN LOS RECURSOS NATURALES Y ECOCIDIO","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/25/22","COLOMBIA","VILLA DEL ROSARIO","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/24/22","COLOMBIA","REMEDIOS","ARTÍCULO 332. EXPLOTACIÓN ILÍCITA DE YACIMIENTO MINERO Y OTROS MATERIALES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/24/22","COLOMBIA","TIERRALTA","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/24/22","COLOMBIA","VALENCIA","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/24/22","COLOMBIA","VÉLEZ","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/23/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/23/22","COLOMBIA","SAN JOSÉ DE MIRANDA","ARTÍCULO 332. EXPLOTACIÓN ILÍCITA DE YACIMIENTO MINERO Y OTROS MATERIALES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/23/22","COLOMBIA","SAN ONOFRE","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO"
"5/23/22","COLOMBIA","VALLEDUPAR (CT)","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO"
"5/22/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTICULO 328. APROVECHAMIENTO ILICITO DE LOS RECURSOS NATURALES RENOVABLES","FLAGRANCIA LEY 906","COLOMBIA","FEMENINO"
