"regi_n","metropolitana","distrito","estaci_n","barrio","zona","nro_integrantes","estado"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO DOS DE POLICIA SOGAMOSO","ESTACION DE POLICIA SOGAMOSO","VALDEZ TAVERA","URBANA","25","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO NUEVE DE POLICIA SOATA","ESTACION DE POLICIA COVARACHIA","BARRIO CENTRO","URBANA","15","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO TRES DE POLICIA CHIQUINQUIRA","ESTACION DE POLICIA MUZO","LA TRINIDAD","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO UNO DE POLICIA DUITAMA","ESTACION DE POLICIA SOCOTA","BARRIO CENTRO","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO UNO DE POLICIA DUITAMA","ESTACION DE POLICIA SOCHA","CENTRO","URBANA","27","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO TRES DE POLICIA CHIQUINQUIRA","ESTACION DE POLICIA MARIPI","LOS NARANJOS","RURAL","13","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO TRES DE POLICIA CHIQUINQUIRA","ESTACION DE POLICIA CHIQUINQUIRA","BARRIO OBRERO","URBANA","20","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO CINCO DE POLICIA MONIQUIRA","ESTACION DE POLICIA MONIQUIRA","AURORA","URBANA","5","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO SIETE DE POLICIA GARAGOA","ESTACION DE POLICIA TENZA","CENTRO","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO SIETE DE POLICIA GARAGOA","ESTACION DE POLICIA GUAYATA","CENTRO","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO DOS DE POLICIA SOGAMOSO","ESTACION DE POLICIA AQUITANIA","LA PLAZA","URBANA","6","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO SEIS DE POLICIA RAMIRIQUI","ESTACION DE POLICIA TURMEQUE","BARRIO JORGE ELIECER GAITAN","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO SEIS DE POLICIA RAMIRIQUI","ESTACION DE POLICIA TIBANA","CENTRO","URBANA","5","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO SEIS DE POLICIA RAMIRIQUI","ESTACION DE POLICIA BOYACA","CENTRO","URBANA","5","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO SIETE DE POLICIA GARAGOA","ESTACION DE POLICIA GARAGOA","BONANZA","URBANA","12","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO SEIS DE POLICIA RAMIRIQUI","ESTACION DE POLICIA RAMIRIQUI","CASTELLANA","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO OCHO DE POLICIA MIRAFLORES","ESTACION DE POLICIA MIRAFLORES","VILLA ISABEL","URBANA","15","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO DOS DE POLICIA SOGAMOSO","ESTACION DE POLICIA MONGUA","CENTRO","URBANA","14","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO SIETE DE POLICIA GARAGOA","ESTACION DE POLICIA PACHAVITA","CENTRO","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO UNO DE POLICIA DUITAMA","ESTACION DE POLICIA DUITAMA","CENTRO","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO CUATRO DE POLICIA VILLA DE LEYVA","ESTACION DE POLICIA VILLA DE LEYVA","VEREDA","RURAL","11","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO UNO DE POLICIA DUITAMA","ESTACION DE POLICIA CERINZA","CENTRO","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO DOS DE POLICIA SOGAMOSO","ESTACION DE POLICIA SOGAMOSO","EL RECREO","URBANA","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO UNO DE POLICIA DUITAMA","ESTACION DE POLICIA SANTA ROSA DE VITERBO","CENTRO","URBANA","12","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO DOS DE POLICIA SOGAMOSO","ESTACION DE POLICIA AQUITANIA","CENTRO","URBANA","7","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO TRES DE POLICIA CHIQUINQUIRA","ESTACION DE POLICIA CHIQUINQUIRA","CENTRO","URBANA","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO CUATRO DE POLICIA VILLA DE LEYVA","ESTACION DE POLICIA VILLA DE LEYVA","VEREDA","RURAL","16","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO DOS DE POLICIA SOGAMOSO","ESTACION DE POLICIA CORRALES","CENTRO","URBANA","11","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO NUEVE DE POLICIA SOATA","ESTACION DE POLICIA LA UVITA","BARRIO LOS SAUCES","URBANA","20","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO NUEVE DE POLICIA SOATA","ESTACION DE POLICIA LA UVITA","CENTRO","URBANA","15","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO NUEVE DE POLICIA SOATA","ESTACION DE POLICIA SOATA","CENTRO","URBANA","12","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO NUEVE DE POLICIA SOATA","ESTACION DE POLICIA BOAVITA","CENTRO","URBANA","13","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO UNO DE POLICIA DUITAMA","ESTACION DE POLICIA PAZ DEL RIO","BUENOS AIRES","URBANA","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO UNO DE POLICIA DUITAMA","ESTACION DE POLICIA JERICO","BARRIO CENTRO","URBANA","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO UNO DE POLICIA DUITAMA","ESTACION DE POLICIA SATIVASUR","CENTRO","URBANA","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO DOS DE POLICIA SOGAMOSO","ESTACION DE POLICIA MONGUI","CENTRO","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO DOS DE POLICIA SOGAMOSO","ESTACION DE POLICIA GAMEZA","CENTRO","URBANA","17","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO DOS DE POLICIA SOGAMOSO","ESTACION DE POLICIA NOBSA","CENTRO","URBANA","5","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO DOS DE POLICIA SOGAMOSO","ESTACION DE POLICIA NOBSA","Camilo Torres","URBANA","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO TRES DE POLICIA CHIQUINQUIRA","ESTACION DE POLICIA CHIQUINQUIRA","BARRIO SAN MATEO","URBANA","32","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO TRES DE POLICIA CHIQUINQUIRA","ESTACION DE POLICIA CHIQUINQUIRA","20 DE JULIO","URBANA","23","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO TRES DE POLICIA CHIQUINQUIRA","ESTACION DE POLICIA CHIQUINQUIRA","CENTRO","URBANA","12","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO TRES DE POLICIA CHIQUINQUIRA","ESTACION DE POLICIA SABOYA","VEREDA","RURAL","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO TRES DE POLICIA CHIQUINQUIRA","ESTACION DE POLICIA QUIPAMA","BARRIO EL PARAISO","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO CUATRO DE POLICIA VILLA DE LEYVA","ESTACION DE POLICIA VILLA DE LEYVA","VEREDA","RURAL","12","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO CUATRO DE POLICIA VILLA DE LEYVA","ESTACION DE POLICIA VILLA DE LEYVA","VEREDA","RURAL","7","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO CUATRO DE POLICIA VILLA DE LEYVA","ESTACION DE POLICIA VILLA DE LEYVA","VEREDA","RURAL","14","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO CUATRO DE POLICIA VILLA DE LEYVA","ESTACION DE POLICIA SUTAMARCHAN","VEREDA","RURAL","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO SIETE DE POLICIA GARAGOA","ESTACION DE POLICIA MACANAL","CENTRO","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO SEIS DE POLICIA RAMIRIQUI","ESTACION DE POLICIA RONDON","PALMAS  I","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO SEIS DE POLICIA RAMIRIQUI","ESTACION DE POLICIA UMBITA","CENTRO","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO SEIS DE POLICIA RAMIRIQUI","ESTACION DE POLICIA NUEVO COLON","CENTRO","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO SEIS DE POLICIA RAMIRIQUI","ESTACION DE POLICIA VIRACACHA","CENTRO","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO SEIS DE POLICIA RAMIRIQUI","ESTACION DE POLICIA CIENEGA","CENTRO","URBANA","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO UNO DE POLICIA DUITAMA","ESTACION DE POLICIA SATIVANORTE","LA MESETA","URBANA","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO CINCO DE POLICIA MONIQUIRA","ESTACION DE POLICIA ARCABUCO","URBANIZACION VILLA ESPERANZA","URBANA","12","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO TRES DE POLICIA CHIQUINQUIRA","ESTACION DE POLICIA COPER","EL MANANTIAL","URBANA","7","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO OCHO DE POLICIA MIRAFLORES","ESTACION DE POLICIA MIRAFLORES","CENTRO","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO NUEVE DE POLICIA SOATA","ESTACION DE POLICIA SOATA","URBANIZACION VILLA ESPERANZA","URBANA","15","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO SEIS DE POLICIA RAMIRIQUI","ESTACION DE POLICIA RONDON","CENTRO","URBANA","14","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO DOS DE POLICIA SOGAMOSO","ESTACION DE POLICIA TOTA","URBANIZACION","URBANA","14","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO DOS DE POLICIA SOGAMOSO","ESTACION DE POLICIA AQUITANIA","CENTRO","URBANA","5","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO CUATRO DE POLICIA VILLA DE LEYVA","ESTACION DE POLICIA VILLA DE LEYVA","LA HERRADURA","RURAL","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO CUATRO DE POLICIA VILLA DE LEYVA","ESTACION DE POLICIA VILLA DE LEYVA","VEREDA","RURAL","7","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO DOS DE POLICIA SOGAMOSO","ESTACION DE POLICIA AQUITANIA","CENTRO","URBANA","5","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO DOS DE POLICIA SOGAMOSO","ESTACION DE POLICIA FIRAVITOBA","CACIQUE FIRAVIA","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO DOS DE POLICIA SOGAMOSO","ESTACION DE POLICIA CORRALES","LAS ORQUIDEAS","URBANA","14","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO UNO DE POLICIA DUITAMA","ESTACION DE POLICIA CERINZA","LA MESETA","RURAL","11","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO UNO DE POLICIA DUITAMA","ESTACION DE POLICIA SOCHA","CENTENARIO BARRIO","URBANA","13","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO UNO DE POLICIA DUITAMA","ESTACION DE POLICIA PAIPA","CENTRO","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO TRES DE POLICIA CHIQUINQUIRA","ESTACION DE POLICIA SAN MIGUEL DE SEMA","El Progreso","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO TRES DE POLICIA CHIQUINQUIRA","ESTACION DE POLICIA BUENAVISTA","CENTRO","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO TRES DE POLICIA CHIQUINQUIRA","ESTACION DE POLICIA CALDAS","BARRIO NARIÑO","RURAL","6","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO CUATRO DE POLICIA VILLA DE LEYVA","ESTACION DE POLICIA RAQUIRA","CENTRO","URBANA","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO CUATRO DE POLICIA VILLA DE LEYVA","ESTACION DE POLICIA SANTA SOFIA","CENTRO","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO CUATRO DE POLICIA VILLA DE LEYVA","ESTACION DE POLICIA SACHICA","CENTRO","URBANA","6","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO CINCO DE POLICIA MONIQUIRA","ESTACION DE POLICIA SANTANA","CENTRO","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO CINCO DE POLICIA MONIQUIRA","ESTACION DE POLICIA ARCABUCO","CENTRO","URBANA","14","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO SEIS DE POLICIA RAMIRIQUI","ESTACION DE POLICIA JENESANO","CENTRO","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO SEIS DE POLICIA RAMIRIQUI","ESTACION DE POLICIA TIBANA","CENTRO","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO SIETE DE POLICIA GARAGOA","ESTACION DE POLICIA GUATEQUE","CENTRO","URBANA","12","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO SIETE DE POLICIA GARAGOA","ESTACION DE POLICIA SAN LUIS DE GACENO","CENTRO","URBANA","7","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO OCHO DE POLICIA MIRAFLORES","ESTACION DE POLICIA ZETAQUIRA","BARRIO LA PAZ","URBANA","7","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO OCHO DE POLICIA MIRAFLORES","ESTACION DE POLICIA PAEZ","BARRIO  VILLA LUZ","URBANA","7","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO NUEVE DE POLICIA SOATA","ESTACION DE POLICIA BOAVITA","CENTRO.","URBANA","11","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO NUEVE DE POLICIA SOATA","ESTACION DE POLICIA SUSACON","CENTRO","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO UNO DE POLICIA DUITAMA","ESTACION DE POLICIA DUITAMA","CENTRO","URBANA","14","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO CUATRO DE POLICIA VILLA DE LEYVA","ESTACION DE POLICIA TINJACA","VEREDA","RURAL","11","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO NUEVE DE POLICIA SOATA","ESTACION DE POLICIA SOATA","LA PLAZUELA","URBANA","7","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA EL COLEGIO","PROGRESO","URBANA","26","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA EL COLEGIO","SANTA CRUZ","RURAL","19","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA ANOLAIMA","VEREDA EL CABRAL","RURAL","28","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA ANOLAIMA","VEREDA","RURAL","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA ANOLAIMA","VEREDA LA MIRADA","RURAL","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA ANAPOIMA","PENSILVANIA","RURAL","10","ACTIVO"
"REGION DE POLICIA No. UNO","METROPOLITANA DE BOGOTA",,"ESTACION DE POLICIA BOSA","LAS MARGARITAS E-7","URBANA","14","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA ANOLAIMA","CENTRO","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA ANOLAIMA","VEREDA","RURAL","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA ANOLAIMA","VEREDA","RURAL","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA ANOLAIMA","VEREDA","RURAL","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA ANOLAIMA","CENTRO","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA SAN ANTONIO DE TEQUENDAMA","CENTRO","URBANA","7","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA SAN ANTONIO DE TEQUENDAMA","VEREDA","RURAL","7","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA SAN ANTONIO DE TEQUENDAMA","CENTRO","URBANA","6","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA LA MESA","SANTA BARBARA","URBANA","70","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA LA MESA","TRINIDAD","URBANA","12","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO DOS DE POLICIA GIRARDOT","ESTACION DE POLICIA GIRARDOT","CENTRO","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO NUEVE DE POLICIA ZIPAQUIRA","ESTACION DE POLICIA GACHANCIPA","LA AURORA","RURAL","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO NUEVE DE POLICIA ZIPAQUIRA","ESTACION DE POLICIA ZIPAQUIRA","LAS VILLAS","URBANA","6","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO NUEVE DE POLICIA ZIPAQUIRA","ESTACION DE POLICIA ZIPAQUIRA","CENTRO","URBANA","7","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO DOCE DE POLICIA CHOCONTA","ESTACION DE POLICIA GUATAVITA","CENTRO","URBANA","12","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO DOCE DE POLICIA CHOCONTA","ESTACION DE POLICIA SUESCA","CENTRO","RURAL","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO DOCE DE POLICIA CHOCONTA","ESTACION DE POLICIA SUESCA","CENTRO","RURAL","14","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO DOCE DE POLICIA CHOCONTA","ESTACION DE POLICIA SUESCA","CENTRO","URBANA","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO DOS DE POLICIA GIRARDOT","ESTACION DE POLICIA GUATAQUI","LAS AMERICAS","URBANA","5","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA ANAPOIMA","CENTRO","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA ANAPOIMA","CENTRO","RURAL","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO DOS DE POLICIA GIRARDOT","ESTACION DE POLICIA GUATAQUI","LA PLAZUELA","URBANA","17","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA ANAPOIMA","CENTRO","URBANA","11","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA ANAPOIMA","VEREDA","RURAL","17","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA VIOTA","CENTRO","URBANA","23","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA VIOTA","CENTRO","URBANA","6","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO DOS DE POLICIA GIRARDOT","ESTACION DE POLICIA NARIÑO","INMACULADA","URBANA","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA VIOTA","CENTRO","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA VIOTA","CENTRO","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA VIOTA","CENTRO","URBANA","18","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA CUNDINAMARCA","DISTRITO TRES DE POLICIA LA MESA","ESTACION DE POLICIA VIOTA","CENTRO","URBANA","28","ACTIVO"
