"a_o","pais","departamento","codigo_dane","municipio","divisi_n","rama","variable","valor"
"2005","Colombia","Caldas","17013","Aguadas","Agropecuario","Silvicultura y extracción de maderas","VABk","1762"
"2005","Colombia","Caldas","17013","Aguadas","Pesca","Pescado y otros productos","VABk","178"
"2005","Colombia","Caldas","17013","Aguadas","Minería","Minerales metálicos","VABk","0"
"2005","Colombia","Caldas","17013","Aguadas","Industria","Industria manufacturera","VABk","438"
"2005","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABk","1786"
"2005","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABk","761"
"2005","Colombia","Caldas","17013","Aguadas","Construcción","Obras civiles","VABk","2292"
"2005","Colombia","Caldas","17013","Aguadas","Comercio","Comercio","VABk","6340"
"2005","Colombia","Caldas","17013","Aguadas","Comercio","Reparación","VABk","1551"
"2005","Colombia","Caldas","17013","Aguadas","Hoteles&restaurantes","Hoteles&restaurantes","VABk","1885"
"2005","Colombia","Caldas","17013","Aguadas","Comunicaciones","Comunicaciones","VABk","2477"
"2011","Colombia","Caldas","17013","Aguadas","Agropecuario","Café","VABc","25690"
"2005","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABk","2155"
"2005","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABk","9045"
"2005","Colombia","Caldas","17013","Aguadas","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABk","6206"
"2005","Colombia","Caldas","17013","Aguadas","Servicios domésticos","Servicios domésticos","VABk","0"
"2005","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Educación privada","VABk","0"
"2005","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Salud privada","VABk","1025"
"2005","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Servicios personales y comunales","VABk","2760"
"2005","Colombia","Caldas","17013","Aguadas","Gobierno","Gobierno","VABk","15429"
"2005","Colombia","Caldas","17013","Aguadas","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s k","2191"
"2006","Colombia","Caldas","17013","Aguadas","Agropecuario","Agrícola sin café","VABc","4791"
"2006","Colombia","Caldas","17013","Aguadas","Agropecuario","Café","VABc","8919"
"2006","Colombia","Caldas","17013","Aguadas","Agropecuario","Vacuno","VABc","5753"
"2006","Colombia","Caldas","17013","Aguadas","Agropecuario","Porcino","VABc","56"
"2006","Colombia","Caldas","17013","Aguadas","Agropecuario","Avícola","VABc","57"
"2006","Colombia","Caldas","17013","Aguadas","Agropecuario","Silvicultura y extracción de maderas","VABc","1882"
"2006","Colombia","Caldas","17013","Aguadas","Pesca","Pescado y otros productos","VABc","199"
"2006","Colombia","Caldas","17013","Aguadas","Industria","Industria manufacturera","VABc","650"
"2006","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABc","1997"
"2006","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABc","848"
"2006","Colombia","Caldas","17013","Aguadas","Construcción","Obras civiles","VABc","5005"
"2006","Colombia","Caldas","17013","Aguadas","Comercio","Comercio","VABc","6745"
"2006","Colombia","Caldas","17013","Aguadas","Comercio","Reparación","VABc","1717"
"2006","Colombia","Caldas","17013","Aguadas","Hoteles&restaurantes","Hoteles&restaurantes","VABc","2164"
"2006","Colombia","Caldas","17013","Aguadas","Comunicaciones","Comunicaciones","VABc","3096"
"2006","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABc","2129"
"2006","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABc","8012"
"2006","Colombia","Caldas","17013","Aguadas","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABc","6358"
"2006","Colombia","Caldas","17013","Aguadas","Servicios domésticos","Servicios domésticos","VABc","0"
"2006","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Educación privada","VABc","0"
"2006","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Salud privada","VABc","1159"
"2006","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Servicios personales y comunales","VABc","2978"
"2006","Colombia","Caldas","17013","Aguadas","Gobierno","Gobierno","VABc","14750"
"2006","Colombia","Caldas","17013","Aguadas","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s c","2535"
"2006","Colombia","Caldas","17013","Aguadas","Agropecuario","Agrícola sin café","VABk","4082"
"2006","Colombia","Caldas","17013","Aguadas","Agropecuario","Café","VABk","9768"
"2006","Colombia","Caldas","17013","Aguadas","Agropecuario","Vacuno","VABk","4643"
"2006","Colombia","Caldas","17013","Aguadas","Agropecuario","Porcino","VABk","72"
"2006","Colombia","Caldas","17013","Aguadas","Agropecuario","Avícola","VABk","59"
"2006","Colombia","Caldas","17013","Aguadas","Agropecuario","Silvicultura y extracción de maderas","VABk","1793"
"2006","Colombia","Caldas","17013","Aguadas","Pesca","Pescado y otros productos","VABk","191"
"2006","Colombia","Caldas","17013","Aguadas","Minería","Minerales metálicos","VABk","0"
"2006","Colombia","Caldas","17013","Aguadas","Industria","Industria manufacturera","VABk","625"
"2006","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABk","1891"
"2006","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABk","836"
"2006","Colombia","Caldas","17013","Aguadas","Construcción","Obras civiles","VABk","4558"
"2006","Colombia","Caldas","17013","Aguadas","Comercio","Comercio","VABk","6475"
"2006","Colombia","Caldas","17013","Aguadas","Comercio","Reparación","VABk","1633"
"2006","Colombia","Caldas","17013","Aguadas","Hoteles&restaurantes","Hoteles&restaurantes","VABk","2043"
"2006","Colombia","Caldas","17013","Aguadas","Comunicaciones","Comunicaciones","VABk","3143"
"2006","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABk","2136"
"2006","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABk","7673"
"2006","Colombia","Caldas","17013","Aguadas","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABk","6027"
"2006","Colombia","Caldas","17013","Aguadas","Servicios domésticos","Servicios domésticos","VABk","0"
"2006","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Educación privada","VABk","0"
"2006","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Salud privada","VABk","1088"
"2006","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Servicios personales y comunales","VABk","2933"
"2006","Colombia","Caldas","17013","Aguadas","Gobierno","Gobierno","VABk","14101"
"2006","Colombia","Caldas","17013","Aguadas","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s k","2369"
"2007","Colombia","Caldas","17013","Aguadas","Agropecuario","Agrícola sin café","VABc","10060"
"2008","Colombia","Caldas","17013","Aguadas","Agropecuario","Agrícola sin café","VABc","11614"
"2009","Colombia","Caldas","17013","Aguadas","Agropecuario","Agrícola sin café","VABc","12788"
"2010","Colombia","Caldas","17013","Aguadas","Agropecuario","Agrícola sin café","VABc","10006"
"2011","Colombia","Caldas","17013","Aguadas","Agropecuario","Agrícola sin café","VABc","9722"
"2007","Colombia","Caldas","17013","Aguadas","Agropecuario","Café","VABc","16592"
"2008","Colombia","Caldas","17013","Aguadas","Agropecuario","Café","VABc","14765"
"2009","Colombia","Caldas","17013","Aguadas","Agropecuario","Café","VABc","14441"
"2010","Colombia","Caldas","17013","Aguadas","Agropecuario","Café","VABc","20302"
"2007","Colombia","Caldas","17013","Aguadas","Agropecuario","Vacuno","VABc","5960"
"2008","Colombia","Caldas","17013","Aguadas","Agropecuario","Vacuno","VABc","6268"
"2009","Colombia","Caldas","17013","Aguadas","Agropecuario","Vacuno","VABc","7269"
"2010","Colombia","Caldas","17013","Aguadas","Agropecuario","Vacuno","VABc","7684"
"2011","Colombia","Caldas","17013","Aguadas","Agropecuario","Vacuno","VABc","3335"
"2007","Colombia","Caldas","17013","Aguadas","Agropecuario","Porcino","VABc","93"
"2008","Colombia","Caldas","17013","Aguadas","Agropecuario","Porcino","VABc","115"
"2009","Colombia","Caldas","17013","Aguadas","Agropecuario","Porcino","VABc","215"
"2010","Colombia","Caldas","17013","Aguadas","Agropecuario","Porcino","VABc","169"
"2011","Colombia","Caldas","17013","Aguadas","Agropecuario","Porcino","VABc","101"
"2007","Colombia","Caldas","17013","Aguadas","Agropecuario","Avícola","VABc","54"
"2008","Colombia","Caldas","17013","Aguadas","Agropecuario","Avícola","VABc","146"
"2009","Colombia","Caldas","17013","Aguadas","Agropecuario","Avícola","VABc","44"
"2010","Colombia","Caldas","17013","Aguadas","Agropecuario","Avícola","VABc","57"
"2011","Colombia","Caldas","17013","Aguadas","Agropecuario","Avícola","VABc","0"
"2007","Colombia","Caldas","17013","Aguadas","Agropecuario","Silvicultura y extracción de maderas","VABc","2023"
"2008","Colombia","Caldas","17013","Aguadas","Agropecuario","Silvicultura y extracción de maderas","VABc","2094"
"2009","Colombia","Caldas","17013","Aguadas","Agropecuario","Silvicultura y extracción de maderas","VABc","2270"
"2010","Colombia","Caldas","17013","Aguadas","Agropecuario","Silvicultura y extracción de maderas","VABc","2297"
"2011","Colombia","Caldas","17013","Aguadas","Agropecuario","Silvicultura y extracción de maderas","VABc","2450"
"2008","Colombia","Caldas","17013","Aguadas","Pesca","Pescado y otros productos","VABc","133"
"2009","Colombia","Caldas","17013","Aguadas","Pesca","Pescado y otros productos","VABc","416"
"2010","Colombia","Caldas","17013","Aguadas","Pesca","Pescado y otros productos","VABc","338"
"2011","Colombia","Caldas","17013","Aguadas","Pesca","Pescado y otros productos","VABc","334"
"2007","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABc","2836"
"2008","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABc","3198"
"2009","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABc","2993"
"2010","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABc","3609"
"2011","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABc","4637"
"2007","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABc","843"
"2008","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABc","1172"
"2009","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABc","1106"
"2010","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABc","1185"
"2011","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABc","1169"
"2007","Colombia","Caldas","17013","Aguadas","Construcción","Obras civiles","VABc","3855"
"2008","Colombia","Caldas","17013","Aguadas","Construcción","Obras civiles","VABc","2048"
"2009","Colombia","Caldas","17013","Aguadas","Construcción","Obras civiles","VABc","7525"
"2010","Colombia","Caldas","17013","Aguadas","Construcción","Obras civiles","VABc","6105"
"2011","Colombia","Caldas","17013","Aguadas","Construcción","Obras civiles","VABc","7551"
"2007","Colombia","Caldas","17013","Aguadas","Comercio","Comercio","VABc","6902"
"2008","Colombia","Caldas","17013","Aguadas","Comercio","Comercio","VABc","7644"
"2009","Colombia","Caldas","17013","Aguadas","Comercio","Comercio","VABc","7847"
"2010","Colombia","Caldas","17013","Aguadas","Comercio","Comercio","VABc","8296"
"2011","Colombia","Caldas","17013","Aguadas","Comercio","Comercio","VABc","8948"
"2007","Colombia","Caldas","17013","Aguadas","Comercio","Reparación","VABc","1923"
"2008","Colombia","Caldas","17013","Aguadas","Comercio","Reparación","VABc","2047"
"2009","Colombia","Caldas","17013","Aguadas","Comercio","Reparación","VABc","2337"
"2010","Colombia","Caldas","17013","Aguadas","Comercio","Reparación","VABc","2565"
"2011","Colombia","Caldas","17013","Aguadas","Comercio","Reparación","VABc","2709"
"2007","Colombia","Caldas","17013","Aguadas","Hoteles&restaurantes","Hoteles&restaurantes","VABc","2614"
"2008","Colombia","Caldas","17013","Aguadas","Hoteles&restaurantes","Hoteles&restaurantes","VABc","2920"
"2009","Colombia","Caldas","17013","Aguadas","Hoteles&restaurantes","Hoteles&restaurantes","VABc","3236"
"2010","Colombia","Caldas","17013","Aguadas","Hoteles&restaurantes","Hoteles&restaurantes","VABc","3725"
"2011","Colombia","Caldas","17013","Aguadas","Hoteles&restaurantes","Hoteles&restaurantes","VABc","4461"
"2007","Colombia","Caldas","17013","Aguadas","Comunicaciones","Comunicaciones","VABc","2939"
"2008","Colombia","Caldas","17013","Aguadas","Comunicaciones","Comunicaciones","VABc","2853"
"2009","Colombia","Caldas","17013","Aguadas","Comunicaciones","Comunicaciones","VABc","2934"
"2010","Colombia","Caldas","17013","Aguadas","Comunicaciones","Comunicaciones","VABc","3153"
"2011","Colombia","Caldas","17013","Aguadas","Comunicaciones","Comunicaciones","VABc","3368"
"2007","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABc","2752"
"2008","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABc","2489"
"2009","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABc","2655"
"2010","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABc","3060"
"2011","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABc","2977"
"2007","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABc","8867"
"2008","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABc","9810"
"2009","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABc","10595"
"2010","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABc","10951"
"2011","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABc","11276"
"2007","Colombia","Caldas","17013","Aguadas","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABc","7166"
"2008","Colombia","Caldas","17013","Aguadas","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABc","7119"
"2009","Colombia","Caldas","17013","Aguadas","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABc","7186"
"2010","Colombia","Caldas","17013","Aguadas","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABc","7211"
"2011","Colombia","Caldas","17013","Aguadas","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABc","7254"
"2007","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Salud privada","VABc","1269"
"2008","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Salud privada","VABc","1359"
"2009","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Salud privada","VABc","1493"
"2010","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Salud privada","VABc","1671"
"2011","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Salud privada","VABc","1841"
"2007","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Servicios personales y comunales","VABc","3392"
"2008","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Servicios personales y comunales","VABc","3888"
"2009","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Servicios personales y comunales","VABc","4178"
"2010","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Servicios personales y comunales","VABc","4591"
"2011","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Servicios personales y comunales","VABc","5108"
"2007","Colombia","Caldas","17013","Aguadas","Gobierno","Gobierno","VABc","15667"
"2008","Colombia","Caldas","17013","Aguadas","Gobierno","Gobierno","VABc","18092"
"2009","Colombia","Caldas","17013","Aguadas","Gobierno","Gobierno","VABc","20500"
"2010","Colombia","Caldas","17013","Aguadas","Gobierno","Gobierno","VABc","21021"
"2011","Colombia","Caldas","17013","Aguadas","Gobierno","Gobierno","VABc","21470"
"2007","Colombia","Caldas","17013","Aguadas","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s c","4361"
"2008","Colombia","Caldas","17013","Aguadas","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s c","4330"
"2009","Colombia","Caldas","17013","Aguadas","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s c","4284"
"2010","Colombia","Caldas","17013","Aguadas","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s c","4060"
"2011","Colombia","Caldas","17013","Aguadas","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s c","5286"
"2007","Colombia","Caldas","17013","Aguadas","Agropecuario","Agrícola sin café","VABk","6177"
"2008","Colombia","Caldas","17013","Aguadas","Agropecuario","Agrícola sin café","VABk","7597"
"2009","Colombia","Caldas","17013","Aguadas","Agropecuario","Agrícola sin café","VABk","7447"
"2010","Colombia","Caldas","17013","Aguadas","Agropecuario","Agrícola sin café","VABk","6291"
"2011","Colombia","Caldas","17013","Aguadas","Agropecuario","Agrícola sin café","VABk","5623"
"2007","Colombia","Caldas","17013","Aguadas","Agropecuario","Café","VABk","18941"
"2008","Colombia","Caldas","17013","Aguadas","Agropecuario","Café","VABk","17324"
"2009","Colombia","Caldas","17013","Aguadas","Agropecuario","Café","VABk","15937"
"2010","Colombia","Caldas","17013","Aguadas","Agropecuario","Café","VABk","12574"
"2011","Colombia","Caldas","17013","Aguadas","Agropecuario","Café","VABk","15815"
"2007","Colombia","Caldas","17013","Aguadas","Agropecuario","Vacuno","VABk","4459"
"2008","Colombia","Caldas","17013","Aguadas","Agropecuario","Vacuno","VABk","4664"
"2009","Colombia","Caldas","17013","Aguadas","Agropecuario","Vacuno","VABk","5803"
"2010","Colombia","Caldas","17013","Aguadas","Agropecuario","Vacuno","VABk","6492"
"2011","Colombia","Caldas","17013","Aguadas","Agropecuario","Vacuno","VABk","2717"
"2007","Colombia","Caldas","17013","Aguadas","Agropecuario","Porcino","VABk","124"
"2008","Colombia","Caldas","17013","Aguadas","Agropecuario","Porcino","VABk","106"
"2009","Colombia","Caldas","17013","Aguadas","Agropecuario","Porcino","VABk","232"
"2010","Colombia","Caldas","17013","Aguadas","Agropecuario","Porcino","VABk","184"
"2011","Colombia","Caldas","17013","Aguadas","Agropecuario","Porcino","VABk","110"
"2007","Colombia","Caldas","17013","Aguadas","Agropecuario","Avícola","VABk","51"
"2008","Colombia","Caldas","17013","Aguadas","Agropecuario","Avícola","VABk","180"
"2009","Colombia","Caldas","17013","Aguadas","Agropecuario","Avícola","VABk","34"
"2010","Colombia","Caldas","17013","Aguadas","Agropecuario","Avícola","VABk","41"
"2011","Colombia","Caldas","17013","Aguadas","Agropecuario","Avícola","VABk","0"
"2007","Colombia","Caldas","17013","Aguadas","Agropecuario","Silvicultura y extracción de maderas","VABk","1812"
"2008","Colombia","Caldas","17013","Aguadas","Agropecuario","Silvicultura y extracción de maderas","VABk","1828"
"2009","Colombia","Caldas","17013","Aguadas","Agropecuario","Silvicultura y extracción de maderas","VABk","1838"
"2010","Colombia","Caldas","17013","Aguadas","Agropecuario","Silvicultura y extracción de maderas","VABk","1866"
"2011","Colombia","Caldas","17013","Aguadas","Agropecuario","Silvicultura y extracción de maderas","VABk","1967"
"2007","Colombia","Caldas","17013","Aguadas","Pesca","Pescado y otros productos","VABk","0"
"2008","Colombia","Caldas","17013","Aguadas","Pesca","Pescado y otros productos","VABk","126"
"2009","Colombia","Caldas","17013","Aguadas","Pesca","Pescado y otros productos","VABk","394"
"2010","Colombia","Caldas","17013","Aguadas","Pesca","Pescado y otros productos","VABk","320"
"2011","Colombia","Caldas","17013","Aguadas","Pesca","Pescado y otros productos","VABk","317"
"2008","Colombia","Caldas","17013","Aguadas","Minería","Minerales metálicos","VABk","0"
"2009","Colombia","Caldas","17013","Aguadas","Minería","Minerales metálicos","VABk","0"
"2010","Colombia","Caldas","17013","Aguadas","Minería","Minerales metálicos","VABk","0"
"2011","Colombia","Caldas","17013","Aguadas","Minería","Minerales metálicos","VABk","0"
"2007","Colombia","Caldas","17013","Aguadas","Industria","Industria manufacturera","VABk","0"
"2008","Colombia","Caldas","17013","Aguadas","Industria","Industria manufacturera","VABk","0"
"2009","Colombia","Caldas","17013","Aguadas","Industria","Industria manufacturera","VABk","0"
"2010","Colombia","Caldas","17013","Aguadas","Industria","Industria manufacturera","VABk","0"
"2011","Colombia","Caldas","17013","Aguadas","Industria","Industria manufacturera","VABk","0"
"2007","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABk","2591"
"2008","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABk","2715"
"2009","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABk","2451"
"2010","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABk","2846"
"2011","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABk","3465"
"2007","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABk","793"
"2008","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABk","1043"
"2009","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABk","947"
"2010","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABk","982"
"2011","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABk","950"
"2007","Colombia","Caldas","17013","Aguadas","Construcción","Edificaciones","VABk","0"
"2008","Colombia","Caldas","17013","Aguadas","Construcción","Edificaciones","VABk","0"
"2009","Colombia","Caldas","17013","Aguadas","Construcción","Edificaciones","VABk","0"
"2010","Colombia","Caldas","17013","Aguadas","Construcción","Edificaciones","VABk","0"
"2011","Colombia","Caldas","17013","Aguadas","Construcción","Edificaciones","VABk","0"
"2007","Colombia","Caldas","17013","Aguadas","Construcción","Obras civiles","VABk","3272"
"2008","Colombia","Caldas","17013","Aguadas","Construcción","Obras civiles","VABk","1604"
"2009","Colombia","Caldas","17013","Aguadas","Construcción","Obras civiles","VABk","5405"
"2010","Colombia","Caldas","17013","Aguadas","Construcción","Obras civiles","VABk","4497"
"2011","Colombia","Caldas","17013","Aguadas","Construcción","Obras civiles","VABk","5218"
"2007","Colombia","Caldas","17013","Aguadas","Comercio","Comercio","VABk","6402"
"2008","Colombia","Caldas","17013","Aguadas","Comercio","Comercio","VABk","6882"
"2009","Colombia","Caldas","17013","Aguadas","Comercio","Comercio","VABk","6884"
"2010","Colombia","Caldas","17013","Aguadas","Comercio","Comercio","VABk","7243"
"2011","Colombia","Caldas","17013","Aguadas","Comercio","Comercio","VABk","7503"
"2007","Colombia","Caldas","17013","Aguadas","Comercio","Reparación","VABk","1712"
"2008","Colombia","Caldas","17013","Aguadas","Comercio","Reparación","VABk","1729"
"2009","Colombia","Caldas","17013","Aguadas","Comercio","Reparación","VABk","1729"
"2010","Colombia","Caldas","17013","Aguadas","Comercio","Reparación","VABk","1778"
"2011","Colombia","Caldas","17013","Aguadas","Comercio","Reparación","VABk","1822"
"2007","Colombia","Caldas","17013","Aguadas","Hoteles&restaurantes","Hoteles&restaurantes","VABk","2235"
"2008","Colombia","Caldas","17013","Aguadas","Hoteles&restaurantes","Hoteles&restaurantes","VABk","2341"
"2009","Colombia","Caldas","17013","Aguadas","Hoteles&restaurantes","Hoteles&restaurantes","VABk","2412"
"2010","Colombia","Caldas","17013","Aguadas","Hoteles&restaurantes","Hoteles&restaurantes","VABk","2585"
"2011","Colombia","Caldas","17013","Aguadas","Hoteles&restaurantes","Hoteles&restaurantes","VABk","2948"
"2007","Colombia","Caldas","17013","Aguadas","Comunicaciones","Comunicaciones","VABk","3041"
"2008","Colombia","Caldas","17013","Aguadas","Comunicaciones","Comunicaciones","VABk","2954"
"2009","Colombia","Caldas","17013","Aguadas","Comunicaciones","Comunicaciones","VABk","2929"
"2010","Colombia","Caldas","17013","Aguadas","Comunicaciones","Comunicaciones","VABk","3161"
"2011","Colombia","Caldas","17013","Aguadas","Comunicaciones","Comunicaciones","VABk","3380"
"2007","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABk","2612"
"2008","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABk","2102"
"2009","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABk","2125"
"2010","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABk","2404"
"2011","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABk","2400"
"2007","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABk","7976"
"2008","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABk","8339"
"2009","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABk","8519"
"2010","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABk","8411"
"2011","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABk","8481"
"2007","Colombia","Caldas","17013","Aguadas","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABk","6515"
"2008","Colombia","Caldas","17013","Aguadas","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABk","6184"
"2009","Colombia","Caldas","17013","Aguadas","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABk","5984"
"2010","Colombia","Caldas","17013","Aguadas","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABk","5808"
"2011","Colombia","Caldas","17013","Aguadas","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABk","5416"
