"municipio","clase","marca","linea","modelo","carroceria","pasajeros","tonelaje","cilindraje","servicio","estado","blindaje","importado","puertas"
"AQUITANIA","CAMIONETA","CHEVROLET","LUV TFS","1993","PICKUP DOBLE CABINA","5","0","2300","PARTICULAR","ACTIVO",,,
"AQUITANIA","CAMPERO","CHEVROLET","VITARA","1998","CABINADO","5","0","1600","PARTICULAR","ACTIVO",,,
"AQUITANIA","AUTOMOVIL","CHEVROLET","CORSA EVOLUTION","2005","SEDAN","5","0","1400","PARTICULAR","ACTIVO",,,
"AQUITANIA","AUTOMOVIL","RENAULT","R 9 SUPER","1993","SEDAN","5","0","1300","PARTICULAR","ACTIVO",,,
"AQUITANIA","CAMIONETA","FORD","F150","1980","ESTACAS","0","3","3000","PARTICULAR","ACTIVO",,,
"AQUITANIA","CAMIONETA","FORD","F150","1980","ESTACAS","2","3","3000","PARTICULAR","ACTIVO",,,
"AQUITANIA","CAMIONETA","MAZDA","B 2600","2001","ESTACAS","0","1","2600","PARTICULAR","ACTIVO",,,
"AQUITANIA","CAMPERO","CHEVROLET","VITARA","1998","CABINADO","5","0","1600","PARTICULAR","ACTIVO",,,
"AQUITANIA","AUTOMOVIL","RENAULT","R-9","1998","SEDAN","5","0","1400","PARTICULAR","ACTIVO",,,
"AQUITANIA","AUTOMOVIL","RENAULT","R9 SUPER","1995","SEDAN","5","0","1300","PARTICULAR","ACTIVO",,,
"AQUITANIA","AUTOMOVIL","CHEVROLET","SPRINT","2001","SEDAN","4","0","1000","PARTICULAR","ACTIVO",,,
"AQUITANIA","AUTOMOVIL","CHEVROLET","SWIFT","1996","SEDAN","5","0","1300","PARTICULAR","ACTIVO",,,
"AQUITANIA","CAMION","DODGE","D300","1980","ESTACAS","0","3","3000","PARTICULAR","ACTIVO",,,
"AQUITANIA","CAMIONETA","FORD","EXPLORER XLT","1998","STATION WAGON","5","0","4000","PARTICULAR","ACTIVO",,,
"AQUITANIA","CAMIONETA","MAZDA","B-2600","1995","ESTACAS","0","1","2600","PARTICULAR","ACTIVO",,,
"AQUITANIA","AUTOMOVIL","RENAULT","R4-EXPORT","1977","SEDAN","5","0","1025","PARTICULAR","ACTIVO",,,
"AQUITANIA","CAMIONETA","CHEVROLET","LUV TFS","1993","PICKUP DOBLECABINA","5","0","2300","PARTICULAR","ACTIVO",,,
"AQUITANIA","CAMIONETA","TOYOTA","HILUX 4X4","2000","DOBLE CABINA PLATON","5","0","2400","PARTICULAR","ACTIVO",,,
"AQUITANIA","CAMIONETA","CHEVROLET","LUV DOBLECABINA 4X4","2000","PLATON","5","0","2300","PARTICULAR","ACTIVO",,,
"AQUITANIA","CAMPERO","KIA","NEW SPOTAGE","2009","CABINADO","5","0","2000","PARTICULAR","ACTIVO",,,
"AQUITANIA","CAMIONETA","CHEVROLET","LUV 2.2","2002","PICKUP DOBLECABINA","5","1","2200","PARTICULAR","ACTIVO",,,
"AQUITANIA","AUTOMOVIL","CHEVROLET","SWIFT","1993","SEDAN","5","0","1300","PARTICULAR","ACTIVO",,,
"AQUITANIA","MOTOCICLETA","HONDA","CBF150","2009","TURISMO","2","0","150","PARTICULAR","ACTIVO",,,
"AQUITANIA","AUTOMOVIL","RENAULT","R9","1987","SEDAN","5","0","1300","PARTICULAR","ACTIVO",,,
"AQUITANIA","MOTOCICLETA","AUTECO","PULSAR 180","2009","TURISMO","2","0","180","PARTICULAR","ACTIVO",,,
"AQUITANIA","AUTOMOVIL","CHEVROLET","SPRINT","1988","SEDAN","5","0","1000","PARTICULAR","ACTIVO",,,
"AQUITANIA","MOTOCICLETA","YAMAHA","DT 175 DS","2004","TURISMO","2","0","175","PARTICULAR","ACTIVO",,,
"AQUITANIA","AUTOMOVIL","CHEVROLET","AVEO EMOTION","2010","SEDAN","5","0","1600","PARTICULAR","ACTIVO",,,
"AQUITANIA","AUTOMOVIL","RENAULT","R18","1981","SEDAN","5","0","1400","PARTICULAR","ACTIVO",,,
"AQUITANIA","CAMPERO","CHEVROLET","SAMURAI","1996","CABINADO","5","0","1300","PARTICULAR","ACTIVO",,,
"AQUITANIA","CAMIONETA","TOYOTA","HILUX DC 4*4","2008","DOBLE CABINA","5","0","2500","PARTICULAR","ACTIVO",,,
"AQUITANIA","AUTOMOVIL","NISSAN","SENTRA","1994","SEDAN","5","0","1600","PARTICULAR","ACTIVO","N","N","4"
"AQUITANIA","MOTOCICLETA","AYCO","AY150QT-15","2009","TURISMO","2","0","149","PARTICULAR","ACTIVO",,,
"AQUITANIA","AUTOMOVIL","RENAULT","LOGAN","2010","SEDAN","5","0","1400","PARTICULAR","ACTIVO",,,
"AQUITANIA","AUTOMOVIL","RENAULT","SANDERO","2009","SEDAN","5","0","1600","PARTICULAR","ACTIVO",,,
"BOAVITA","AUTOMOVIL","RENAULT","LOGAN","2008","SEDAN","5","0","1600","PARTICULAR","ACTIVO",,,
"BOYACA","AUTOMOVIL","RENAULT","R9 BRIO","1992","SEDAN","5","0","1300","PARTICULAR","ACTIVO",,,
"BOYACA","BUSETA","DODGE","D-300","1972","CERRADO","24","0","1300","PARTICULAR","ACTIVO","N","N","1"
"BOYACA","MOTOCICLETA","KAWASAKI","KLX150J","2019","TURISMO","2","0","144","PARTICULAR","ACTIVO",,,
"BOYACA","CAMIONETA","MAZDA","B2200","1998","ESTACAS","2","1","2200","PARTICULAR","ACTIVO",,,
"BOYACA","MOTOCICLETA","AUTECO","BAJAJ PULSAR NS 160 TD","2020","TURISMO","2","0","160","PARTICULAR","ACTIVO",,,
"BOYACA","AUTOMOVIL","SUZUKI","SX4 MT","2015","HATCHBACK","5","0","1586","PARTICULAR","ACTIVO",,,
"BOYACA","AUTOMOVIL","MAZDA","3","2008","SEDAN","5","0","1600","PARTICULAR","ACTIVO",,,
"BOYACA","AUTOMOVIL","RENAULT","R9 GTX","1989","SEDAN","5","0","1400","PARTICULAR","ACTIVO",,,
"BOYACA","MOTOCICLETA","AKT","AKT 150 BR","2015","TURISMO","2","0","149","PARTICULAR","ACTIVO",,,
"BOYACA","MOTOCICLETA","YAMAHA","SZ16R","2015","SPORT","2","0","153","PARTICULAR","ACTIVO",,,
"BOYACA","AUTOMOVIL","VOLKSWAGEN","POLO COMFORTLINE 1.6L","2020","HATCH BACK","5","0","1598","PARTICULAR","ACTIVO",,,
"BOYACA","AUTOMOVIL","KIA","PICANTO LX","2016","HATCHBACK","5","0","1000","PARTICULAR","ACTIVO",,,
"BOYACA","CAMIONETA","TOYOTA","PRADO","2012","WAGON","5","0","3000","PARTICULAR","ACTIVO",,,
"BOYACA","CAMIONETA","FORD","ECOSPORT","2013","WAGON","5","0","1999","PARTICULAR","ACTIVO",,,
"BOYACA","AUTOMOVIL","CHEVROLET","SPARK LOCAL","2009","SEDAN","5","0","1000","PARTICULAR","ACTIVO",,,
"BOYACA","AUTOMOVIL","CHEVROLET","SAIL","2014","SEDAN","5","0","1399","PARTICULAR","ACTIVO",,,
"BOYACA","CAMIONETA","CHEVROLET","LUV TFS","1992","PLATON","2","1","2300","PARTICULAR","ACTIVO",,,
"BOYACA","MOTOCICLETA","BAJAJ","PULSAR 180 GT BSIV","2020","TURISMO","2","0","178","PARTICULAR","ACTIVO",,,
"BOYACA","MOTOCICLETA","YAMAHA","MOTOCICLETA - FZN250","2021","TURISMO","2","0","249","PARTICUALR","ACTIVO",,,
"BOYACA","MOTOCICLETA","YAMAHA","MOTOCICLETA - FZN250","2021","SIN CARROCERIA","2","0","249","PARTICULAR","ACTIVO",,,
"BOYACA","CAMIONETA","CHEVROLET","LUV D MAX DSL","2008","DOBLE CABINA","5","0","2999","PARTICULAR","ACTIVO",,,
"BOYACA","CAMIONETA","MAZDA","B 2600","1999",,"4","0","2600","PARTICULAR","ACTIVO",,,
"BOYACA","MOTOCICLETA","KAWASAKI","MOTOCICLETA - NINJA EX 300 MT","2013","TURISMO","2","0","296","PARTICULAR","ACTIVO",,,
"BOYACA","CAMIONETA","TOYOTA","HILUX DSL 4X4 MT","2007","DOBLE CABINA","5","0.75","2500","PARTICULAR","ACTIVO",,,
"BOYACA","CAMPERO","SUBARU","FORESTER 2.0 CVT TP","2019","WAGON","5","0","1995","PARTICULAR","ACTIVO",,,
"BOYACA","CAMIONETA","TOYOTA","RAV4 STREET 4X2 AT","2018","WAGON","5",,"2494","PARTICULAR","ACTIVO",,,
"BOYACA","CAMPERO","CHEVROLET","VITARA 1.6L 3P MT","1998","CABINADO","5","0","1600","PARTICULAR","ACTIVO",,,
"BOYACA","CAMIONETA","GREAT WALL MOTOR","WINGLE 5 DSL 2.0 4WD DC","2016","DOBLE CABINA","5","0","1996","PARTICULAR","ACTIVO",,,
"BOYACA","AUTOMOVIL","KIA","RIO","2021","HATCHBACK","5","0","1368","PARTICULAR","ACTIVO",,,
"BOYACA","AUTOMOVIL","RENAULT","TWINGO AUTHENTIQUE","2010","COUPE","5",,"1200","PARTICULAR","ACTIVO",,,
"BOYACA","MOTOCICLETA","SUZUKI","GIXXER","2019","SPORT","2","0","154","PARTICULAR","ACTIVO",,,
"BOYACA","AUTOMOVIL","CHEVROLET","CORSA GLS","1997","SEDAN","5","0","1300","PARTICULAR","ACTIVO",,,
"BOYACA","CAMIONETA","TOYOTA","HILUX DIESEL  4X4","2009","DOBLE CABINA","5","1","3000","PARTICULAR","ACTIVO",,,
"BOYACA","MOTOCICLETA","VICTORY","MOTOCICLETA - MRX 150 MT","2021","SIN CARROCERIA","2","0","149","PARTICULAR","ACTIVO",,,
"BOYACA","AUTOMOVIL","RENAULT","LOGAN EXPRESSION","2017","SEDAN","5","0","1600","PARTICULAR","ACTIVO",,,
"BOYACA","MOTOCICLETA","BAJAJ","PULSAR 180 NEON","2021","SPORT","2","0","178","PARTICULAR","ACTIVO",,,
"BOYACA","MOTOCICLETA","YAMAHA","MOTOCICLETA - FNZ250-A","2021","SPORT","2","0","249","PARTICULAR","ACTIVO",,,
"BOYACA","AUTOMOVIL","VOLKSWAGEN","NUEVO GOL COMFORTILE 1.6L AT","2021","HATCH BACK","5","0","1598","PARTICULAR","ACTIVO",,,
"BOYACA","AUTOMOVIL","BMW","318I","2010","SEDAN","5","0","1995","PARTICULAR","ACTIVO",,,
"BOYACA","AUTOMOVIL","NISSAN","VERSA ADVANCE MEC RM 16","2022","SEDAN","5","0","1598","PARTICULAR","ACTIVO",,,
"BOYACA","CAMION","RENAULT","KERAX 320.26 DCI 6X4 MT","2006","RECOLECTOR","5","0","11116","PARTICULAR","ACTIVO",,,
"BOYACA","AUTOMOVIL","NISSAN","MARCH 1.6 SENSE MT LUJO","2022","HATCHBACK","5","0","1598","PARTICULAR","ACTIVO",,,
"BOYACA","MOTOCICLETA","YAMAHA","FZN 150D 0","2022","SPORT","2","0","149","PARTICULAR","ACTIVO",,,
"BOYACA","MOTOCICLETA","BAJAJ","MATRICULA PULSAR NS 200 FI","2022","SPORT","2","0","199","PARTICULAR","ACTIVO",,,
"BOYACA","MOTOCICLETA","BAJAJ","MOTOCICLETA - BAJAJ PULSAR 160NS FI","2022","SPORT","2","0","160","PARTICULAR","ACTIVO",,,
"BOYACA","CAMIONETA","HYUNDAI","TUCSON IX 35 2.0L 4X4 MT","2012","WAGON","5","0","1998","PARTICULAR","ACTIVO",,,
"BOYACA","AUTOMOVIL","RENAULT","R9 TXE MT","1992","SEDAN","5","0","1400","PARTICULAR","ACTIVO",,,
"BOYACA","MOTOCICLETA","TVS","MOTOCICLETA - APACHE RTR 200 4V X CONNECT","2023","SPORT","2","0","198","PARTICUALR","ACTIVO",,,
"BOYACA","MOTOCICLETA","BENELLI","MOTOCICLETA BENELLI TNT 150","2023","TURISMO","2","0","150","PARTICULAR","ACTIVO",,,
"BOYACA","MOTOCICLETA","BAJAJ","MOTOCICLETA - PULSAR NS 200 FI","2023","TURISMO","2","0","199","PARTICULAR","ACTIVO",,,
"BOYACA","MOTOCICLETA","HONDA","MOTOCICLETA - XR 190L","2023","SEDAN","2","0","184","PARTICULAR","ACTIVO",,,
"BOYACA","AUTOMOVIL","SUZUKI","SPRESSO GL","2023","HATCH BACK","5","0","998","PARTICULAR","ACTIVO",,,
"CHINAVITA","MOTOCICLETA","SUZUKI","GIXXER FI 155","2022","SPORT","2","0","155","PARTICULAR","ACTIVO",,,
"CHIQUINQUIRA","CAMPERO","NISSAN","PATROL","1971","CABINADO","5","0","2500","PARTICULAR","ACTIVO",,,"2"
"CHIQUINQUIRA","CAMION","FORD","SIN LINEA","1967","ESTACA","0","3.5","1","PARTICULAR","ACTIVO","N","S","2"
"CHIQUINQUIRA","AUTOMOVIL","VOLKSWAGEN","ESCARABAJO","1955","COUPE","5","0","1600","PARTICULAR","ACTIVO","N","S","2"
"CHIQUINQUIRA","MOTOCICLETA","HONDA","XL 250","1984","CROSS","2","0","250","PARTICULAR","ACTIVO","N","N","0"
"CHIQUINQUIRA","MOTOCICLETA","AKT","MOTOCICLETA - DS 200","2023","TURISMO","2","0","197","PARTICULAR","ACTIVO",,,
"CHIQUINQUIRA","MOTOCICLETA","KAWASAKI","KE 175","1978","MOTOCICLETA","2","0","175","PARTICULAR","ACTIVO","N","N","0"
"CHIQUINQUIRA","MOTOCICLETA","AUTECO","BAJAJ PULSAR 180 II","2008","TURISMO","2","0","180","PARTICULAR","ACTIVO","N","N","0"
"CHIQUINQUIRA","CAMPERO","NISSAN","PATROL LG 60 MECANICO","1970","CABINADO","5","0","2500","PARTICULAR","ACTIVO","N","S","2"
"CHIQUINQUIRA","AUTOMOVIL","RENAULT","R4","1970","SEDAN","5","0","1025","PARTICULAR","ACTIVO","N","N","4"
"CHIQUINQUIRA","MICRO BUS","VOLKSWAGEN","KOMBI 1600","1956","CERRADO","12","0","1600","PARTICULAR","ACTIVO","N","N","2"
"CHIQUINQUIRA","AUTOMOVIL","VOLKSWAGEN","ESCARABAJO","1961","COUPE","5","0","1300","PARTICULAR","ACTIVO","N","S","2"
"CHIQUINQUIRA","CAMIONETA","DODGE","D-300","1967","ESTACA","0","3","1","PARTICULAR","ACTIVO","N","N","2"
"CHIQUINQUIRA","CAMIONETA","FORD","F-350","1961","ESTACA","0","3","1","PARTICULAR","ACTIVO","N","S","2"
"CHIQUINQUIRA","AUTOMOVIL","CHEVROLET","CHEVY C2 4P AT","2009","SEDAN","5","0","1600","PARTICULAR","ACTIVO","N","N","4"
"CHIQUINQUIRA","CAMPERO","JEEP WILLYS","COMANDO C 101","1970","CABINADO","5","0","1400","PARTICULAR","ACTIVO","N","N","2"
"CHIQUINQUIRA","CAMIONETA","DODGE","D-100","1960","PLATON","0","1","1","PARTICULAR","ACTIVO","N","S","2"
"CHIQUINQUIRA","CAMION","CHEVROLET","SIN LINEA","1956","ESTACA","0","5","6800","PARTICULAR","ACTIVO","N","N","2"
"CHIQUINQUIRA","CAMIONETA","STUDEBAKER",,"1949","ESTACA","0","3","0","PARTICULAR","ACTIVO","N",,"2"
"CHIQUINQUIRA","CAMPERO","VIASA","SIN LINEA","1970","CARPADO - LONA","5","0","1500","PARTICULAR","ACTIVO","0","1","2"
"CHIQUINQUIRA","CAMPERO","DAIHATSU","F-20","1981","CABINADO","5","0","1600","PARTICULAR","ACTIVO","N","S","2"
"CHIQUINQUIRA","CAMPERO","NISSAN","PATROL","1980","CABINADO","8","0","3000","PARTICULAR","ACTIVO","N","S","2"
"CHIQUINQUIRA","CAMPERO","LAND ROVER","SANTANA","1972","CABINADO","5","0","1900","PARTICULAR","ACTIVO","N","N","2"
"CHIQUINQUIRA","CAMPERO","TOYOTA","FJ 40","1974","CABINADO","5","0","3500","PARTICULAR","ACTIVO","N","S","2"
"CHIQUINQUIRA","CAMION","DODGE","D-600","1974","ESTACA","0","6","1","PARTICULAR","ACTIVO","N","N","2"
"CHIQUINQUIRA","MOTOCICLETA","HONDA","XL 185","1982","TURISMO","2","0","185","PARTICULAR","ACTIVO","N","N","0"
"CHIQUINQUIRA","AUTOMOVIL","DODGE","CHARGER","1972","COUPE","5","0","2500","PARTICULAR","ACTIVO","N","N","2"
"CHIQUINQUIRA","AUTOMOVIL","RENAULT","R12","1974","SEDAN","5","0","1300","PARTICULAR","ACTIVO","N","N","4"
"CHIQUINQUIRA","AUTOMOVIL","RENAULT","R6","1974","SEDAN","5","0","1300","PARTICULAR","ACTIVO","0","0","5"
"CHIQUINQUIRA","CAMION","DODGE","D-300","1976","ESTACA","0","3","1","PARTICULAR","ACTIVO","N","N","2"
"CHIQUINQUIRA","AUTOMOVIL","RENAULT","R12","1976","SEDAN","5","0","1300","PARTICULAR","ACTIVO","0","0","4"
"CHIQUINQUIRA","MOTOCICLETA","YAMAHA","DT 175","1989","CROSS","2","0","175","PARTICULAR","ACTIVO","N","N","0"
"CHIQUINQUIRA","CAMIONETA","FORD","CUSTOM","1975","CABINADO","5","3","2500","PARTICULAR","ACTIVO","0","0","2"
"CHIQUINQUIRA","AUTOMOVIL","VOLKSWAGEN","ESCARABAJO","1970","COUPE","5","0","1300","PARTICULAR","ACTIVO","N","N","2"
"CHIQUINQUIRA","CAMPERO","TOYOTA","FJ 43","1978","CABINADO","5","0","3500","PARTICULAR","ACTIVO","N","S","2"
"CHIQUINQUIRA","CAMPERO","LAND ROVER","SANTANA","1965","CABINADO","5","0","1900","PARTICULAR","ACTIVO","N","N","2"
"CHIQUINQUIRA","AUTOMOVIL","RENAULT","R4","1978","SEDAN","5","0","1000","PARTICULAR","ACTIVO","0","0","4"
"CHIQUINQUIRA","CAMPERO","DAIHATSU","F-20","1978","CABINADO","5","0","1600","PARTICULAR","ACTIVO","N","S","2"
"CHIQUINQUIRA","CAMPERO","TOYOTA","FJ 45","1978","ESTACA","0","1.5","3500","PARTICULAR","ACTIVO","N","S","2"
"CHIQUINQUIRA","CAMPERO","TOYOTA","FJ 43   LAND CRUISER LARGO CAB","1978","CABINADO","5","0","3500","PARTICULAR","ACTIVO","N","S","2"
"CHIQUINQUIRA","CAMION","DODGE","D-600","1979","TANQUE","0","6","6000","PARTICULAR","ACTIVO","N","N","2"
"CHIQUINQUIRA","CAMPERO","TOYOTA","FJ 43","1978","CABINADO","5","0","3500","PARTICULAR","ACTIVO","N","N","2"
"CHIQUINQUIRA","CAMIONETA","TOYOTA","FJ 55","1980","ESTACA","0","1","4200","PARTICULAR","ACTIVO","N","N","2"
"CHIQUINQUIRA","AUTOMOVIL","TOYOTA","COROLLA","1980","SEDAN","5","0","1300","PARTICULAR","ACTIVO","N","N","4"
"CHIQUINQUIRA","CAMION","FORD","F-350","1975","ESTACA","0","3","1","PARTICULAR","ACTIVO","N","N","2"
"CHIQUINQUIRA","CAMPERO","DAIHATSU","F-20","1982","CABINADO","5","0","1600","PARTICULAR","ACTIVO","N","S","2"
"CHIQUINQUIRA","CAMPERO","TOYOTA","FJ 43","1981","CABINADO","8","0","3800","PARTICULAR","ACTIVO","N","S","2"
"CHIQUINQUIRA","CAMPERO","DAIHATSU","F-20","1982","CABINADO","5","0","1600","PARTICULAR","ACTIVO","N","S","2"
"CHIQUINQUIRA","CAMPERO","SUZUKI","SJ 410","1982","ESTACA","0","1","1000","PARTICULAR","ACTIVO","N","N","2"
"CHIQUINQUIRA","CAMPERO","TOYOTA","FJ 40","1978","CABINADO","5","0","2500","PARTICULAR","ACTIVO","N","S","2"
"CHIQUINQUIRA","CAMPERO","DAIHATSU","F-20","1982","CABINADO","5","0","1600","PARTICULAR","ACTIVO","0","0","2"
"CHIQUINQUIRA","CAMPERO","DAIHATSU","F-20","1980","CABINADO","5","0","1600","PARTICULAR","ACTIVO","N","S","2"
"CHIQUINQUIRA","CAMIONETA","TOYOTA","LAND CRUISER FJ 55","1978","CABINADO","5","0","2300","PARTICULAR","ACTIVO","N","N","4"
"CHIQUINQUIRA","CAMPERO","TOYOTA","FJ 43","1982","CABINADO","5","0","3500","PARTICULAR","ACTIVO","N","N","3"
"CHIQUINQUIRA","AUTOMOVIL","RENAULT","R4","1983","SEDAN","5","0","1300","PARTICULAR","ACTIVO","N","N","4"
"CHIQUINQUIRA","CAMPERO","TOYOTA","FJ 43","1982","CABINADO","5","0","2500","PARTICULAR","ACTIVO","N","S","2"
"CHIQUINQUIRA","CAMPERO","DAIHATSU","F-20","1983","CABINADO","5","0","1600","PARTICULAR","ACTIVO","N","S","2"
"CHIQUINQUIRA","CAMPERO","DAIHATSU","F-20","1982","CABINADO","5","0","1600","PARTICULAR","ACTIVO","N","S","2"
"CHIQUINQUIRA","AUTOMOVIL","RENAULT","R4","1983","SEDAN","5","0","1300","PARTICULAR","ACTIVO","0","0","5"
"CHIQUINQUIRA","CAMPERO","TOYOTA","FJ 60","1982","CABINADO","10","0","2800","PARTICULAR","ACTIVO","N","S","4"
"CHIQUINQUIRA","CAMIONETA","FORD","COURRIER","1979","PLATON","0","1","1","PARTICULAR","ACTIVO","N","N","2"
"CHIQUINQUIRA","CAMPERO","TOYOTA","FJ 43","1982","CABINADO","8","0","2500","PARTICULAR","ACTIVO","N","S","3"
"CHIQUINQUIRA","CAMPERO","TOYOTA","FJ 43","1982","CABINADO","6","0","3500","PARTICULAR","ACTIVO","N","S","2"
"CHIQUINQUIRA","AUTOMOVIL","RENAULT","R9","1984","SEDAN","5","0","1300","PARTICULAR","ACTIVO","N","N","4"
"CHIQUINQUIRA","CAMIONETA","RENAULT","R18","1984","STATION WAGON","5","0","1400","PARTICULAR","ACTIVO","N","N","4"
"CHIQUINQUIRA","AUTOMOVIL","RENAULT","R18","1984","SEDAN","5","0","1400","PARTICULAR","ACTIVO","N","N","4"
"CHIQUINQUIRA","AUTOMOVIL","RENAULT","R18","1985","STATION WAGON","5","0","1400","PARTICULAR","ACTIVO","N","N","4"
"CHIQUINQUIRA","CAMIONETA","MAZDA","B 1600","1985","PLATON","5","0","1600","PARTICULAR","ACTIVO","N","N","2"
