"combustible","estado","fecha_registro","anio_registro","clase","departamento","cantidad"
"ELECTRICO","ACTIVO","2015-09-28T00:00:00.000","2015","MOTOCICLETA","Caqueta","1"
"ELECTRICO","ACTIVO","2021-10-25T00:00:00.000","2021","CAMIONETA","Cundinamarca","1"
"ELECTRICO","ACTIVO","2019-10-31T00:00:00.000","2019","AUTOMOVIL","Bogota D.C.","1"
"ELECTRICO","ACTIVO","2021-08-27T00:00:00.000","2021","AUTOMOVIL","Antioquia","1"
"ELECTRICO","ACTIVO","2020-06-10T00:00:00.000","2020","CAMIONETA","Antioquia","1"
"ELECTRICO","ACTIVO","2014-03-14T00:00:00.000","2014","MOTOCICLETA","Bogota D.C.","1"
"ELECTRICO","ACTIVO","2021-06-11T00:00:00.000","2021","MOTOTRICICLO","Cundinamarca","1"
"ELECTRICO","ACTIVO","2021-12-22T00:00:00.000","2021","CAMIONETA","Bogota D.C.","1"
"ELECTRICO","ACTIVO","2021-06-23T00:00:00.000","2021","AUTOMOVIL","Antioquia","1"
"ELECTRICO","ACTIVO","2016-12-23T00:00:00.000","2016","AUTOMOVIL","Antioquia","1"
"ELECTRICO","ACTIVO","2021-03-18T00:00:00.000","2021","AUTOMOVIL","Norte de Santander","1"
"ELECTRICO","ACTIVO","2021-09-17T00:00:00.000","2021","AUTOMOVIL","Antioquia","1"
"ELECTRICO","ACTIVO","2016-11-10T00:00:00.000","2016","MOTOCARRO","Cundinamarca","1"
"ELECTRICO","ACTIVO","2016-10-11T00:00:00.000","2016","MOTOCARRO","Cundinamarca","1"
"ELECTRICO","ACTIVO","2013-01-22T00:00:00.000","2013","MOTOCICLETA","Antioquia","1"
"ELECTRICO","ACTIVO","2018-09-05T00:00:00.000","2018","CUADRICICLO","Bogota D.C.","1"
"ELECTRICO","ACTIVO","2021-10-29T00:00:00.000","2021","CUADRICICLO","Bogota D.C.","1"
"ELECTRICO","ACTIVO","2020-01-14T00:00:00.000","2020","CUADRICICLO","Bogota D.C.","1"
"ELECTRICO","ACTIVO","2019-05-30T00:00:00.000","2019","CUADRICICLO","Antioquia","1"
"ELECTRICO","ACTIVO","2019-12-10T00:00:00.000","2019","AUTOMOVIL","Bogota D.C.","1"
"ELECTRICO","ACTIVO","2019-01-31T00:00:00.000","2019","AUTOMOVIL","Bogota D.C.","1"
"ELECTRICO","ACTIVO","2021-05-21T00:00:00.000","2021","MOTOCICLETA","Atlantico","1"
"ELECTRICO","ACTIVO","2020-12-03T00:00:00.000","2020","CAMIONETA","Quindio","1"
"ELECTRICO","ACTIVO","2021-07-12T00:00:00.000","2021","AUTOMOVIL","Bogota D.C.","1"
"ELECTRICO","ACTIVO","2018-10-03T00:00:00.000","2018","CAMIONETA","Antioquia","1"
"ELECTRICO","ACTIVO","2019-09-20T00:00:00.000","2019","AUTOMOVIL","Antioquia","1"
"ELECTRICO","ACTIVO","2021-03-04T00:00:00.000","2021","AUTOMOVIL","Bogota D.C.","1"
"ELECTRICO","ACTIVO","2018-12-27T00:00:00.000","2018","AUTOMOVIL","Antioquia","1"
"ELECTRICO","ACTIVO","2012-03-16T00:00:00.000","2012","MOTOCICLETA","Santander","1"
"ELECTRICO","ACTIVO","2019-12-26T00:00:00.000","2019","AUTOMOVIL","Bogota D.C.","1"
"ELECTRICO","ACTIVO","2018-02-15T00:00:00.000","2018","CUADRICICLO","Valle del Cauca","1"
"ELECTRICO","ACTIVO","2020-12-10T00:00:00.000","2020","CAMION","Antioquia","1"
"ELECTRICO","ACTIVO","2015-08-06T00:00:00.000","2015","CAMIONETA","Valle del Cauca","1"
