"deporte","tipo","fecha_desde","fecha_hasta","pais","lugar"
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-06-02T00:00:00.000","BOGOTA","COLOMBIA"
"BALONCESTO",,,"2017-06-01T00:00:00.000","COLOMBIA","SANTANDER"
"SAMBO","DEPORTIVO","DEPORTIVO","2017-06-01T00:00:00.000","COLOMBIA","CALI"
"BOXEO","DEPORTIVO","DEPORTIVO","2017-06-01T00:00:00.000","A CONFIRMAR","A CONFIRMAR"
"SAMBO",,,"2017-06-01T00:00:00.000","COLOMBIA","CALI"
"LUCHA",,,"2017-06-01T00:00:00.000","SIN DEFINIR","COLOMBIA"
"LUCHA","DEPORTIVO","DEPORTIVO","2017-06-01T00:00:00.000","CIUDAD DE GUATEMALA","GUATEMALA"
"GIMNASIA","ACADÉMICO","ACADÉMICO","2017-06-01T00:00:00.000","ARACAJU","BRASIL"
"ECUESTRE","CONCENTRACIÓN","CONCENTRACIÓN","2017-06-01T00:00:00.000","COLOMBIA","BOGOTA"
"CANOTAJE",,,"2017-06-01T00:00:00.000","BOGOTÁ D. C.","BOGOTÁ D. C."
"CANOTAJE",,,"2017-06-01T00:00:00.000","PD",
"CANOTAJE",,,"2017-06-01T00:00:00.000","BOGOTÁ D. C.","BOGOTÁ D. C."
"CANOTAJE",,,"2017-06-01T00:00:00.000","GUATAVITA","CUNDINAMARCA"
"BRIDGE",,,"2017-06-01T00:00:00.000","BOGOTA","BOGOTA"
"TENIS",,,"2017-05-31T00:00:00.000","COLOMBIA","MEDELLIN"
"CANOTAJE",,,"2017-05-30T00:00:00.000","BELGRADE","SERBIA"
"ESQUI NAUTICO","DEPORTIVO","DEPORTIVO","2017-05-29T00:00:00.000","COLOMBIA","BOGOTA"
"RUGBY","DEPORTIVO","DEPORTIVO","2017-05-28T00:00:00.000","COLOMBIA","A DEFINIR"
"ECUESTRE","ACADÉMICO","ACADÉMICO","2017-05-28T00:00:00.000","COLOMBIA","BOGOTA"
"BAILE DEPORTIVO","DEPORTIVO","DEPORTIVO","2017-05-27T00:00:00.000","GRECIA","LARISSA"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-05-27T00:00:00.000","COLOMBIA","MEDELLIN"
"TIRO SPORTING CLAYS","DEPORTIVO","DEPORTIVO","2017-05-27T00:00:00.000","COLOMBIA","NILO"
"MOTONAUTICA","DEPORTIVO","DEPORTIVO","2017-05-27T00:00:00.000","COLOMBIA","MONTERIA"
"MOTONAUTICA","DEPORTIVO","DEPORTIVO","2017-05-27T00:00:00.000","COLOMABIA","PARQUE MERECURE"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-05-27T00:00:00.000","COLOMBIA","BOGOTA"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-05-27T00:00:00.000","COLOMBIA","VILLA DE LEYVA"
"BRIDGE",,,"2017-05-27T00:00:00.000","SANTIAGO DE CHILE","SANTIAGO DE CHILE"
"ATLETISMO","DEPORTIVO","DEPORTIVO","2017-05-26T00:00:00.000","COLOMBIA","CARTAGENA DE INDIAS"
"LUCHA","DEPORTIVO","DEPORTIVO","2017-05-26T00:00:00.000","CIUDAD DE MEXICO","MEXICO"
"SAMBO","DEPORTIVO","DEPORTIVO","2017-05-26T00:00:00.000","COLOMBIA","CALI"
"SOFTBOL",,,"2017-05-26T00:00:00.000","COLOMBIA","BOGOTA"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-05-26T00:00:00.000","COLOMBIA","DUITAMA"
"LUCHA","DEPORTIVO","DEPORTIVO","2017-05-26T00:00:00.000","SASSARI","ITALIA"
"JUDO","DEPORTIVO","DEPORTIVO","2017-05-25T00:00:00.000","COLOMBIA","BUCARAMANGA"
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-05-24T00:00:00.000","SUECIA","HERRLJUNGA"
"CANOTAJE",,,"2017-05-24T00:00:00.000","SZEGUED,","HUNGRÍA"
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-05-24T00:00:00.000","PAIPA","COLOMBIA"
"TENIS",,,"2017-05-24T00:00:00.000","COLOMBIA",
"BOWLING",,,"2017-05-23T00:00:00.000","COLOMBIA","PEREIRA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-05-22T00:00:00.000","COLOMBIA","ARMENIA"
"CANOTAJE",,,"2017-05-22T00:00:00.000","PAIPA,","BOYACA"
"BRIDGE",,,"2017-05-21T00:00:00.000","SANTIAGO DE CHILE","SANTIAGO DE CHILE"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-05-20T00:00:00.000","COLOMBIA","TOCANCIPA"
"RUGBY","ACADÉMICO","ACADÉMICO","2017-05-20T00:00:00.000","COLOMBIA","MEDELLIN"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-05-20T00:00:00.000","COLOMBIA","BOGOTA"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-05-20T00:00:00.000","COLOMBIA","CALI"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-05-20T00:00:00.000","COLOMBIA","TOCANCIPA"
"ATLETISMO","DEPORTIVO","DEPORTIVO","2017-05-20T00:00:00.000","COLOMBIA","CALI"
"TIRO FOSA OLIMPICA, SKEET","DEPORTIVO","DEPORTIVO","2017-05-19T00:00:00.000","COLOMBIA","NILO"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-05-18T00:00:00.000","COLOMBIA","CALI"
"GIMNASIA","ACADÉMICO","ACADÉMICO","2017-05-18T00:00:00.000","ARACAJU","BRASIL"
"BOWLING",,,"2017-05-17T00:00:00.000","EEUU","LUISSIANA"
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-05-17T00:00:00.000","OSIJEK","CROACIA"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-05-17T00:00:00.000","USA","LEXINGTON"
"BRIDGE",,,"2017-05-17T00:00:00.000","BOGOTA","BOGOTA"
"BOXEO","DEPORTIVO","DEPORTIVO","2017-05-17T00:00:00.000","IQUIQUE, CHILE","IQUIQUE, CHILE"
"SOFTBOL",,,"2017-05-17T00:00:00.000","COLOMBIA","COSTA NORTE, MEDELLIN,CALI"
"ARQUERIA","DEPORTIVO","DEPORTIVO","2017-05-16T00:00:00.000","CHINA","SHANGHAI"
"GOLF","DEPORTIVO","DEPORTIVO","2017-05-16T00:00:00.000","COLOMBIA","BOGOTÁ"
"CANOTAJE",,,"2017-05-15T00:00:00.000","MONTEMOR","PORTUGAL"
"ECUESTRE","CONCENTRACIÓN","CONCENTRACIÓN","2017-05-15T00:00:00.000","COLOMBIA","BOGOTA, CALI, MEDELLIN"
"TENIS",,,"2017-05-15T00:00:00.000","PARAGUAY","CUCUTA"
"SQUASH",,,"2017-05-15T00:00:00.000","COLOMBIA","LIGA DE SQUASH DE VALLE"
"JIU-JITSU","DEPORTIVO","DEPORTIVO","2017-05-15T00:00:00.000","BRASIL","AMAZONAS"
"GOLF","DEPORTIVO","DEPORTIVO","2017-05-15T00:00:00.000","COLOMBIA","COLOMBIA"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-05-14T00:00:00.000","COLOMBIA","TOCANCIPA"
"BOWLING",,,"2017-05-14T00:00:00.000","ESPAÑA","MADRID"
"DEPORTES AÉREOS","DEPORTIVO","DEPORTIVO","2017-05-13T00:00:00.000","CASANARE","AGUAZUL - CASANARE"
"ATLETISMO","DEPORTIVO","DEPORTIVO","2017-05-13T00:00:00.000","PERU","LIMA"
"LUCHA","DEPORTIVO","DEPORTIVO","2017-05-13T00:00:00.000","DORMAGEN","ALEMANIA"
"BRIDGE",,,"2017-05-12T00:00:00.000","BOGOTA","BOGOTA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-05-12T00:00:00.000","COLOMBIA","BOGOTÁ"
"DEPORTES AÉREOS","DEPORTIVO","DEPORTIVO","2017-05-12T00:00:00.000","TOLIMA","FLANDES -  TOLIMA"
"DEPORTES AÉREOS",,,"2017-05-12T00:00:00.000","FRANCIA","COEUR DE SAVOIE - FRANCIA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-05-11T00:00:00.000","MÉXICO","QUERÉTARO"
"GOLF","DEPORTIVO","DEPORTIVO","2017-05-11T00:00:00.000","COLOMBIA","NEIVA"
"LUCHA","DEPORTIVO","DEPORTIVO","2017-05-11T00:00:00.000","SIN DEFINIR","COLOMBIA"
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-05-10T00:00:00.000","KOPER","ESLOVENIA"
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-05-10T00:00:00.000","CÚCUTA","COLOMBIA"
"CANOTAJE",,,"2017-05-10T00:00:00.000","MONTEMOR","PORTUGAL"
"TENIS",,,"2017-05-10T00:00:00.000","COLOMBIA",
"SOFTBOL",,,"2017-05-10T00:00:00.000","COLOMBIA","BOGOTA"
"ECUESTRE","CONCENTRACIÓN","CONCENTRACIÓN","2017-05-09T00:00:00.000","COLOMBIA","BOGOTA"
"TENIS DE MESA","DEPORTIVO","DEPORTIVO","2017-05-09T00:00:00.000","MAYORES","MAYO"
"TENIS",,,"2017-05-08T00:00:00.000","BOLIVIA","CALI"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-05-08T00:00:00.000","USA","NORTH SALEM"
"BOXEO","DEPORTIVO","DEPORTIVO","2017-05-08T00:00:00.000","CAGUAS, PUERTO RICO","CAGUAS, PUERTO RICO"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-05-07T00:00:00.000","COLOMBIA","CHIA"
"DEPORTES AÉREOS","DEPORTIVO","DEPORTIVO","2017-05-07T00:00:00.000","VILLAVICENCIO","VILLAVICENCIO"
"ATLETISMO","DEPORTIVO","DEPORTIVO","2017-05-06T00:00:00.000","BOLIVIA","SANTA CRUZ"
"GOLF","DEPORTIVO","DEPORTIVO","2017-05-06T00:00:00.000","COLOMBIA","BOGOTÁ"
"JIU-JITSU","DEPORTIVO","DEPORTIVO","2017-05-06T00:00:00.000","COLOMBIA","BOGOTÁ"
"ATLETISMO","DEPORTIVO","DEPORTIVO","2017-05-05T00:00:00.000","COLOMBIA","BOGOTA"
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-05-05T00:00:00.000","SOGAMOSO","COLOMBIA"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-05-05T00:00:00.000","FRANCIA","VERSALLES"
"BOXEO","NACIONAL","NACIONAL","2017-05-05T00:00:00.000","COLOMBIA","CALI"
"GOLF","DEPORTIVO","DEPORTIVO","2017-05-04T00:00:00.000","COLOMBIA","BOGOTÁ"
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-05-04T00:00:00.000","CANADA","CALGARY"
"LUCHA","DEPORTIVO","DEPORTIVO","2017-05-03T00:00:00.000","SAN JOSE","BRASIL"
"TENIS",,,"2017-05-03T00:00:00.000","COLOMBIA","BOGOTA"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-05-02T00:00:00.000","USA","TRYON"
"ECUESTRE","CONCENTRACIÓN","CONCENTRACIÓN","2017-05-02T00:00:00.000","COLOMBIA","CUNDINAMARCA"
"BALONCESTO",,,"2017-05-01T00:00:00.000","COLOMBIA","BOLIVAR"
"SOFTBOL",,,"2017-05-01T00:00:00.000","COLOMBIA","SANTANDER"
"LUCHA","DEPORTIVO","DEPORTIVO","2017-05-01T00:00:00.000","SIN DEFINIR","COLOMBIA"
"KARATE","DEPORTIVO","DEPORTIVO","2017-05-01T00:00:00.000","COLOMBIA","BOGOTA"
"ESQUI NAUTICO","DEPORTIVO","DEPORTIVO","2017-05-01T00:00:00.000","PERU","PIMENTEL"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-04-30T00:00:00.000","COLOMBIA","TOCANCIPA"
"ARQUERIA","DEPORTIVO","DEPORTIVO","2017-04-30T00:00:00.000","PUERTO RICO","BARCELONETA"
"ATLETISMO","DEPORTIVO","DEPORTIVO","2017-04-29T00:00:00.000","COLOMBIA","MEDELLIN"
"BRIDGE",,,"2017-04-29T00:00:00.000","BOGOTA","BOGOTA"
"MOTONAUTICA","DEPORTIVO","DEPORTIVO","2017-04-29T00:00:00.000","COLOMABIA","PUERTO LOPEZ ( META)"
"ESQUI NAUTICO","DEPORTIVO","DEPORTIVO","2017-04-29T00:00:00.000","COLOMBIA","BOGOTA"
"DEPORTES AÉREOS",,,"2017-04-29T00:00:00.000","SANTANDER","RUITOQUE - SANTANDER"
"TENIS DE MESA","DEPORTIVO","DEPORTIVO","2017-04-29T00:00:00.000","MAYORES","MAYO"
"RUGBY","DEPORTIVO","DEPORTIVO","2017-04-29T00:00:00.000","COLOMBIA","CALI"
"CANOTAJE",,,"2017-04-28T00:00:00.000","PAIPA,","BOYACA"
"BOXEO","DEPORTIVO","DEPORTIVO","2017-04-28T00:00:00.000","GEORGETOWN, GUYANA","GEORGETOWN, GUYANA"
"GIMNASIA","ACADÉMICO","ACADÉMICO","2017-04-28T00:00:00.000","COLOMBIA","CUCUTA"
"JUDO","DEPORTIVO","DEPORTIVO","2017-04-28T00:00:00.000","PANAMA","CIUDAD DE PANAMA"
"GIMNASIA","ACADÉMICO","ACADÉMICO","2017-04-28T00:00:00.000","COLOMBIA","SOGAMOSO"
"GOLF","DEPORTIVO","DEPORTIVO","2017-04-28T00:00:00.000","COLOMBIA","CARTAGENA"
"GIMNASIA","ACADÉMICO","ACADÉMICO","2017-04-28T00:00:00.000","COLOMBIA","CÚCUTA"
"GIMNASIA","ACADÉMICO","ACADÉMICO","2017-04-28T00:00:00.000","COLOMBIA","SOGAMOSO"
"GIMNASIA","ACADÉMICO","ACADÉMICO","2017-04-28T00:00:00.000","COLOMBIA","MEDELLIN"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-04-27T00:00:00.000","COLOMBIA","CALI"
"BRIDGE",,,"2017-04-27T00:00:00.000","GUATEMALA","GUATEMALA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-04-27T00:00:00.000","COLOMBIA","BUCARAMANGA"
"TIRO RIFLES","DEPORTIVO","DEPORTIVO","2017-04-27T00:00:00.000","COLOMBIA","CALI"
"GOLF","DEPORTIVO","DEPORTIVO","2017-04-27T00:00:00.000","COLOMBIA","BOGOTÁ"
"SOFTBOL",,,"2017-04-26T00:00:00.000","COLOMBIA","BARRANCABERMEJA"
"JIU-JITSU",,,"2017-04-26T00:00:00.000","FRANCIA","PARIS"
"TENIS",,,"2017-04-26T00:00:00.000","COLOMBIA",
"BOXEO","DEPORTIVO","DEPORTIVO","2017-04-26T00:00:00.000","CASTRIES, STA. LUCIA","CASTRIES, STA. LUCIA"
"BAILE DEPORTIVO","ACADÉMICO","ACADÉMICO","2017-04-24T00:00:00.000","COLOMBIA","BOGOTA"
"BOWLING",,,"2017-04-23T00:00:00.000","ARUBA","ORANJESTAD"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-04-23T00:00:00.000","COLOMBIA","TOCANCIPA"
"ATLETISMO","DEPORTIVO","DEPORTIVO","2017-04-22T00:00:00.000","BAHAMAS","NASSAU"
"SOFTBOL",,,"2017-04-21T00:00:00.000","COLOMBIA","MEDELLIN"
"GIMNASIA","ACADÉMICO","ACADÉMICO","2017-04-21T00:00:00.000","COLOMBIA","BOGOTÁ"
"TIRO TRAP AUTOMATICO","DEPORTIVO","DEPORTIVO","2017-04-21T00:00:00.000","COLOMBIA","TUNJA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-04-20T00:00:00.000","COLOMBIA","BOGOTÁ"
"SAMBO","DEPORTIVO","DEPORTIVO","2017-04-19T00:00:00.000","COLOMBIA","RUSIA"
"JIU-JITSU","DEPORTIVO","DEPORTIVO","2017-04-19T00:00:00.000","COLOMBIA","VILLAVICENCIO"
"SAMBO",,,"2017-04-19T00:00:00.000","COLOMBIA","EUROPA"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-04-18T00:00:00.000","ALEMANIA","HAGEN"
"KARTS","DEPORTIVO","DEPORTIVO","2017-04-18T00:00:00.000","PASTO - NARIÑO","ABRIL 29 Y 30"
"TENIS",,,"2017-04-17T00:00:00.000","PERU","BOGOTA"
"SAMBO","DEPORTIVO","DEPORTIVO","2017-04-17T00:00:00.000","RUSIA","KYRGYZSTAN"
"LUCHA","DEPORTIVO","DEPORTIVO","2017-04-17T00:00:00.000","MEDELLIN","COLOMBIA"
"BOWLING",,,"2017-04-17T00:00:00.000","COLOMBIA","PEREIRA"
"ARQUERIA","DEPORTIVO","DEPORTIVO","2017-04-17T00:00:00.000","MEXICO","MONTERREY"
"JIU-JITSU","DEPORTIVO","DEPORTIVO","2017-04-16T00:00:00.000","EMIRATOS ÁRABES","ABU DHABI"
"BRIDGE",,,"2017-04-15T00:00:00.000","BOGOTA","BOGOTA"
"WUSHU",,,"2017-04-14T00:00:00.000","COLOMBIA","MEDELLIN"
"GIMNASIA","ACADÉMICO","ACADÉMICO","2017-04-13T00:00:00.000","COLOMBIA","SOGAMOSO"
"GIMNASIA","ACADÉMICO","ACADÉMICO","2017-04-13T00:00:00.000","COLOMBIA","CALI"
"GIMNASIA","ACADÉMICO","ACADÉMICO","2017-04-13T00:00:00.000","COLOMBIA","BARRANQUILLA"
"GIMNASIA","ACADÉMICO","ACADÉMICO","2017-04-13T00:00:00.000","COLOMBIA","CÚCUTA"
"GIMNASIA","ACADÉMICO","ACADÉMICO","2017-04-13T00:00:00.000","COLOMBIA","MEDELLIN"
"GOLF","DEPORTIVO","DEPORTIVO","2017-04-13T00:00:00.000","COLOMBIA","BARRANQUILLA"
"GIMNASIA","ACADÉMICO","ACADÉMICO","2017-04-13T00:00:00.000","COLOMBIA","BOGOTÁ"
"GIMNASIA","ACADÉMICO","ACADÉMICO","2017-04-13T00:00:00.000","COLOMBIA","PEREIRA"
"GIMNASIA","ACADÉMICO","ACADÉMICO","2017-04-13T00:00:00.000","COLOMBIA","BOGOTÁ"
"LUCHA","DEPORTIVO","DEPORTIVO","2017-04-13T00:00:00.000","SIN DEFINIR","COLOMBIA"
"TENIS DE MESA",,,"2017-04-12T00:00:00.000","U13 U15 U18 MAYORES","ABRIL"
"DEPORTES AÉREOS","DEPORTIVO","DEPORTIVO","2017-04-12T00:00:00.000","ATLANTICO","BARRANQUILLA - ATLANTICO"
"BOWLING",,,"2017-04-12T00:00:00.000","COLOMBIA","CALI"
"TENIS",,,"2017-04-11T00:00:00.000","COLOMBIA","BOGOTA"
"TENIS",,,"2017-04-10T00:00:00.000","COLOMBIA",
"BOWLING",,,"2017-04-10T00:00:00.000","EEUU","ORLANDO"
"SQUASH",,,"2017-04-10T00:00:00.000","COLOMBIA","SANTANDER"
"JUDO","CONCENTRACIÓN","CONCENTRACIÓN","2017-04-10T00:00:00.000","COLOMBIA","BOGOTA"
"SOFTBOL",,,"2017-04-09T00:00:00.000","COLOMBIA","BUGA"
"ATLETISMO","DEPORTIVO","DEPORTIVO","2017-04-09T00:00:00.000","COLOMBIA","PUERTO GAITAN"
"ARQUERIA","CONCENTRACIÓN","CONCENTRACIÓN","2017-04-08T00:00:00.000","COLOMBIA","POR CONFIRMAR"
"BOXEO","NACIONAL","NACIONAL","2017-04-08T00:00:00.000","COLOMBIA","BARRANQUILLA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-04-08T00:00:00.000","LIMA","PERÚ"
"ESQUI NAUTICO","DEPORTIVO","DEPORTIVO","2017-04-08T00:00:00.000","COLOMBIA","MEDELLIN"
"GIMNASIA","ACADÉMICO","ACADÉMICO","2017-04-08T00:00:00.000","COLOMBIA","BOGOTÁ"
"BOWLING",,,"2017-04-08T00:00:00.000","COLOMBIA","CALI"
"ECUESTRE","CONCENTRACIÓN","CONCENTRACIÓN","2017-04-07T00:00:00.000","COLOMBIA","BOGOTA"
"DEPORTES AÉREOS","DEPORTIVO","DEPORTIVO","2017-04-07T00:00:00.000","VALLE","ANSERMA - VALLE"
"TENIS",,,"2017-04-07T00:00:00.000","COLOMBIA","PASTO"
"JIU-JITSU","CONCENTRACIÓN","CONCENTRACIÓN","2017-04-07T00:00:00.000","MADRID","ESPAÑA"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-04-07T00:00:00.000","ARGENTINA","BUENOS AIRES"
"JUDO","DEPORTIVO","DEPORTIVO","2017-04-06T00:00:00.000","COLOMBIA","BOGOTA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-04-06T00:00:00.000","COLOMBIA","BOGOTÁ"
"KARATE","DEPORTIVO","DEPORTIVO","2017-04-06T00:00:00.000","ESTADO UNIDOS","LAS VEGAS"
"ARQUERIA","DEPORTIVO","DEPORTIVO","2017-04-06T00:00:00.000","COLOMBIA","TUNJA"
"TENIS",,,"2017-04-05T00:00:00.000","COLOMBIA","PEREIRA"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-04-04T00:00:00.000","USA","MIAMI"
"TENIS DE MESA","DEPORTIVO","DEPORTIVO","2017-04-03T00:00:00.000","MAYORES","BRASIL"
"GOLF","DEPORTIVO","DEPORTIVO","2017-04-03T00:00:00.000","BRASIL","PORTO ALEGRE"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-04-02T00:00:00.000","COLOMBIA","TOCANCIPA"
"RUGBY","DEPORTIVO","DEPORTIVO","2017-04-02T00:00:00.000","CHINA","CORDOBA"
"BALONCESTO",,,"2017-04-01T00:00:00.000","COLOMBIA","VARIAS CIUDADES"
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-04-01T00:00:00.000","COLOMBIA","BOGOTA"
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-04-01T00:00:00.000","COLOMBIA","BOGOTA"
"GIMNASIA","ACADÉMICO","ACADÉMICO","2017-04-01T00:00:00.000","COLOMBIA","SOGAMOSO"
"ESQUI NAUTICO","ACADEMICO","ACADEMICO","2017-04-01T00:00:00.000","COLOMBIA","BOGOTA"
"ESQUI NAUTICO","DEPORTIVO","DEPORTIVO","2017-04-01T00:00:00.000","COLOMBIA","BOGOTA"
"TIRO FOSA UNIVERSAL","DEPORTIVO","DEPORTIVO","2017-03-31T00:00:00.000","COLOMBIA","NILO"
"GOLF","DEPORTIVO","DEPORTIVO","2017-03-30T00:00:00.000","COLOMBIA","BOGOTÁ"
"TENIS",,,"2017-03-29T00:00:00.000","COLOMBIA","MEDELLIN"
"KARATE","DEPORTIVO","DEPORTIVO","2017-03-27T00:00:00.000","VENEZUELA","CARACAS"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-03-26T00:00:00.000","COLOMBIA","TOCANCIPA"
"ATLETISMO","DEPORTIVO","DEPORTIVO","2017-03-25T00:00:00.000","KAMPALA","UGANDA"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-03-25T00:00:00.000","COLOMBIA","BOGOTA"
"TIRO SPORTING CLAYS","DEPORTIVO","DEPORTIVO","2017-03-25T00:00:00.000","COLOMBIA",
"JIU-JITSU",,,"2017-03-25T00:00:00.000","COLOMBIA","CALI"
"ESQUI NAUTICO","DEPORTIVO","DEPORTIVO","2017-03-25T00:00:00.000","COLOMBIA","BOGOTA"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-03-25T00:00:00.000","COLOMBIA","BOGOTA"
"ESQUI NAUTICO","ACADEMICO","ACADEMICO","2017-03-24T00:00:00.000","COLOMBIA","BOGOTA"
"CANOTAJE",,,"2017-03-24T00:00:00.000","PAIPA,","BOYACA"
"SAMBO","DEPORTIVO","DEPORTIVO","2017-03-24T00:00:00.000","KYRGYZSTAN","CALI"
"SAMBO","DEPORTIVO","DEPORTIVO","2017-03-24T00:00:00.000","COLOMBIA","CALI"
"JUDO","DEPORTIVO","DEPORTIVO","2017-03-24T00:00:00.000","CHILE","SANTIAGO"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-03-23T00:00:00.000","COLOMBIA","BOGOTA"
"TENIS",,,"2017-03-22T00:00:00.000","COLOMBIA","CALI"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-03-20T00:00:00.000","USA","WELLINGTON"
"BOXEO","NACIONAL","NACIONAL","2017-03-20T00:00:00.000","COLOMBIA","BOGOTA"
"TIRO RIFLES Y PISTOLAS","DEPORTIVO","DEPORTIVO","2017-03-19T00:00:00.000","COLOMBIA","CALI"
"LUCHA","DEPORTIVO","DEPORTIVO","2017-03-18T00:00:00.000","SANCTI ESPÍRITUS","CUBA"
"ESQUI NAUTICO","DEPORTIVO","DEPORTIVO","2017-03-18T00:00:00.000","COLOMBIA","CALIMA"
"JUDO","DEPORTIVO","DEPORTIVO","2017-03-17T00:00:00.000","ARGENTINA","BUENOS AIRES"
"TIRO ESCOPETAS","DEPORTIVO","DEPORTIVO","2017-03-17T00:00:00.000","COLOMBIA","YOPAL"
"JIU-JITSU",,,"2017-03-15T00:00:00.000","GRECIA","ATENAS"
"TENIS",,,"2017-03-14T00:00:00.000","COLOMBIA","SANTIAGO"
"KARTS","DEPORTIVO","DEPORTIVO","2017-03-14T00:00:00.000","VILLAVICENCIO - META","MARZO 19 Y 20"
"BOWLING",,,"2017-03-14T00:00:00.000","COLOMBIA","BOGOTA"
"SQUASH",,,"2017-03-13T00:00:00.000","COLOMBIA","FLORIDABLANCA , SANTANDER"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-03-12T00:00:00.000","COLOMBIA","TOCANCIPA"
"TENIS",,,"2017-03-11T00:00:00.000","CHILE","VILLAVICENCIO"
"JUDO","DEPORTIVO","DEPORTIVO","2017-03-10T00:00:00.000","PERU","LIMA"
"LUCHA","DEPORTIVO","DEPORTIVO","2017-03-10T00:00:00.000","MEDELLIN","COLOMBIA"
"TIRO PISTOLAS","DEPORTIVO","DEPORTIVO","2017-03-09T00:00:00.000","COLOMBIA","BARRANCABERMEJA A CARTAGENA"
"TENIS",,,"2017-03-08T00:00:00.000","COLOMBIA","BUCARAMANGA"
"JIU-JITSU","ADMINISTRATIVO","ADMINISTRATIVO","2017-03-08T00:00:00.000","COLOMBIA","BOGOTA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-03-06T00:00:00.000","COLOMBIA","MANIZALES"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-03-05T00:00:00.000","COLOMBIA","CHIA"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-03-05T00:00:00.000","COLOMBIA","TOCANCIPA"
"JIU-JITSU","DEPORTIVO","DEPORTIVO","2017-03-05T00:00:00.000","ESTADOS UNIDOS","IRVIN"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-03-04T00:00:00.000","COLOMBIA","TOCANCIPA"
"MOTONAUTICA","DEPORTIVO","DEPORTIVO","2017-03-04T00:00:00.000","MONACO",
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-03-04T00:00:00.000","COLOMBIA","CALI"
"GOLF","DEPORTIVO","DEPORTIVO","2017-03-03T00:00:00.000","COLOMBIA","CALI"
"TIRO FOSA OLIMPICA, DOBLE TRAP Y SKEET","DEPORTIVO","DEPORTIVO","2017-03-03T00:00:00.000","COLOMBIA",
"KARATE","DEPORTIVO","DEPORTIVO","2017-03-03T00:00:00.000","HOLANDA","ROTTERDAM"
"GOLF","DEPORTIVO","DEPORTIVO","2017-03-03T00:00:00.000","COLOMBIA","CALI"
"ARQUERIA","DEPORTIVO","DEPORTIVO","2017-03-02T00:00:00.000","COLOMBIA","CALI"
"KARATE","CONCENTRACIÓN","CONCENTRACIÓN","2017-03-02T00:00:00.000","COLOMBIA","CALI"
"JIU-JITSU","DEPORTIVO","DEPORTIVO","2017-03-01T00:00:00.000","COLOMBIA","AGUA DE DIOS"
