"cod_subreg","nom_subreg","cod_dane","cod_dpto","nom_dpto","cod_mpio","nom_mpio","codigo_ubp","id_ubp","nombre_ubp","cod_vere","nom_vere","fuente","estado","area_ha"
"1","ALTO PATÍA Y NORTE DEL CAUCA","19050","19","CAUCA","19050","ARGELIA","19050004","4","Zona Centro","19050012","Campobello","IGAC","ACTIVO","351.45"
"1","ALTO PATÍA Y NORTE DEL CAUCA","19050","19","CAUCA","19050","ARGELIA","19050004","4","Zona Centro","19050008","Botafogo","IGAC","ACTIVO","501.88"
"1","ALTO PATÍA Y NORTE DEL CAUCA","19050","19","CAUCA","19050","ARGELIA","19050006","6","El Naranjal","19050064","El Naranjal","IGAC","ACTIVO","1544.35"
"1","ALTO PATÍA Y NORTE DEL CAUCA","19050","19","CAUCA","19050","ARGELIA","19050004","4","Zona Centro","19050068","La Primavera","IGAC","ACTIVO","383.43"
"1","ALTO PATÍA Y NORTE DEL CAUCA","19050","19","CAUCA","19050","ARGELIA","19050012","12","La Emboscada","19050001","Angosturas","IGAC","ACTIVO","351.67"
"1","ALTO PATÍA Y NORTE DEL CAUCA","19050","19","CAUCA","19050","ARGELIA","19050008","8","La Belleza","19050040","El Guayabal","IGAC","ACTIVO","342.08"
"1","ALTO PATÍA Y NORTE DEL CAUCA","19050","19","CAUCA","19050","ARGELIA","19050002","2","San Juan","19050010","Buenos Aires","IGAC","ACTIVO","1105.57"
"1","ALTO PATÍA Y NORTE DEL CAUCA","19050","19","CAUCA","19050","ARGELIA","19050003","3","Puente Tierra","19050042","La Cabaña","IGAC","ACTIVO","433.35"
"1","ALTO PATÍA Y NORTE DEL CAUCA","19050","19","CAUCA","19050","ARGELIA","19050003","3","Puente Tierra","19050046","La Esperanza","IGAC","ACTIVO","714.62"
"1","ALTO PATÍA Y NORTE DEL CAUCA","19050","19","CAUCA","19050","ARGELIA","19050003","3","Puente Tierra","19050048","La Laguna","IGAC","ACTIVO","435.51"
"1","ALTO PATÍA Y NORTE DEL CAUCA","19050","19","CAUCA","19050","ARGELIA","19050007","7","El Mango","19050011","Campo Alegre","IGAC","ACTIVO","534.44"
"1","ALTO PATÍA Y NORTE DEL CAUCA","19050","19","CAUCA","19050","ARGELIA","19050003","3","Puente Tierra","19050069","Puente Tierra","IGAC","ACTIVO","973.08"
"1","ALTO PATÍA Y NORTE DEL CAUCA","19050","19","CAUCA","19050","ARGELIA","19050005","5","El Diviso","19050091","El Diamante","ART 2017","ACTIVO","322.99"
"1","ALTO PATÍA Y NORTE DEL CAUCA","19050","19","CAUCA","19050","ARGELIA","19050009","9","Puerto Rico","19050107","Los Picos Bajo","IGAC","ACTIVO","753.47"
"1","ALTO PATÍA Y NORTE DEL CAUCA","19050","19","CAUCA","19050","ARGELIA","19050010","10","Sinai","19050077","Tambo Largo","IGAC","ACTIVO","1539.64"
"1","ALTO PATÍA Y NORTE DEL CAUCA","19050","19","CAUCA","19050","ARGELIA","19050011","11","El Plateado","19050020","El Plateado","IGAC","ACTIVO","169.57"
"1","ALTO PATÍA Y NORTE DEL CAUCA","19050","19","CAUCA","19050","ARGELIA","19050001","1","La Montaña","19050016","Betania","IGAC","ACTIVO","232.57"
"1","ALTO PATÍA Y NORTE DEL CAUCA","19050","19","CAUCA","19050","ARGELIA","19050011","11","El Plateado","19050084","San Antonio Medio","IGAC","ACTIVO","328.47"
"1","ALTO PATÍA Y NORTE DEL CAUCA","19050","19","CAUCA","19050","ARGELIA","19050005","5","El Diviso","19050019","El Diviso","IGAC","ACTIVO","1024.53"
"1","ALTO PATÍA Y NORTE DEL CAUCA","19050","19","CAUCA","19050","ARGELIA","19050007","7","El Mango","19050106","La Vega los Torres","IGAC","ACTIVO","261.69"
"1","ALTO PATÍA Y NORTE DEL CAUCA","19050","19","CAUCA","19050","ARGELIA","19050009","9","Puerto Rico","19050056","Los Picos Alto","IGAC","ACTIVO","554.25"
"1","ALTO PATÍA Y NORTE DEL CAUCA","19050","19","CAUCA","19050","ARGELIA","19050011","11","El Plateado","19050007","Bombilllal","IGAC","ACTIVO","251.66"
