"hecho","ruptura","conexo","estado_noticia","etapa","anio_denuncia","anio_entrada","anio_hecho","ley","pais","departamento","municipio","seccional","grupo_delito","delito","captura","imputacion","condena","atipicidad_inexistencia","acusacion","homicidio_doloso_consumado","total_procesos"
"NO","NO","NO","INACTIVO","QUERELLABLE","2019","2019","2019","Ley 906","Colombia","Nariño","EL TABLÓN DE GÓMEZ","DIRECCIÓN SECCIONAL DE NARIÑO","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","NO","SI","NO","NO","1.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2019","2019","2019","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","HURTO","HURTO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","NO","139.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Valle del Cauca","ANDALUCÍA","DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA","AMENAZAS","AMENAZAS ART. 347 C.P.","NO","NO","NO","NO","NO","NO","9.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","HURTO","HURTO. ART. 239 C.P. AGRAVADO POR LA CONFIANZA ART. 241 C.P. N.2","NO","NO","NO","NO","NO","NO","8.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","Atlántico","SOLEDAD","DIRECCIÓN SECCIONAL DE ATLÁNTICO","HURTO","HURTO CALIFICADO. ART. 240 C.P.","NO","NO","NO","SI","NO","NO","84.0"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2013","2013","2013","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","FABRICACION, TRAFICO Y PORTE DE ARMAS","FABRICACION, TRAFICO Y PORTE DE ARMAS DE FUEGO O MUNICIONES ART. 365 C.P.","NO","NO","NO","NO","NO","NO","11.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Tolima","PLANADAS","DIRECCIÓN SECCIONAL DE TOLIMA","AMENAZAS","AMENAZAS CONTRA DEFENSORES DE DERECHOS HUMANOS Y SERVIDORES PUBLICOS ART. 188E","NO","NO","NO","NO","NO","NO","7.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","Norte de Santander","OCANA","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","EXTORSION","EXTORSION ART. 244 C.P. MODIF.","NO","NO","NO","NO","NO","NO","2.0"
"SI","NO","NO","INACTIVO","JUICIO","2013","2013","2013","Ley 906","Colombia","Risaralda","PEREIRA","DIRECCIÓN SECCIONAL DE RISARALDA","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","SI","SI","NO","NO","SI","NO","117.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2017","2017","2017","Ley 906","Colombia","Casanare","TAURAMENA","DIRECCIÓN SECCIONAL DE CASANARE","MALTRATO ANIMAL","MALTRATO ANIMAL ART. 339A C.P.","NO","NO","NO","NO","NO","NO","1.0"
"SI","NO","NO","ACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","Boyaca","TUNJA","DIRECCIÓN SECCIONAL DE BOYACÁ","FE PUBLICA","FALSEDAD PERSONAL. ART. 296 C.P.","NO","NO","NO","NO","NO","NO","104.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","CORRUPCION JUDICIAL","FALSO TESTIMONIO ART. 442 C.P.","NO","NO","NO","SI","NO","NO","56.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","Córdoba","LORICA","DIRECCIÓN SECCIONAL DE CÓRDOBA","HURTO","HURTO AGRAVADO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","SI","NO","NO","1.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2012","2012","2012","Ley 906","Colombia","Putumayo","VILLAGARZÓN","DIRECCIÓN SECCIONAL DE PUTUMAYO","ESTUPEFACIENTES","CONSERVACION O FINANCIACION DE PLANTACIONES ART. 375 C.P.","NO","NO","NO","NO","NO","NO","26.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","Antioquia","APARTADÓ","DIRECCIÓN SECCIONAL DE ANTIOQUIA","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","NO","NO","NO","SI","NO","NO","49.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","Valle del Cauca","PALMIRA","DIRECCIÓN SECCIONAL DE CALI","HURTO","HURTO MENOR CUANTIA. ART. 239 C.P. AGRAVADO POR ESTABLECIMIENTO PUBLICO ART. 241 C.P. N.11","NO","NO","NO","NO","NO","NO","30.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Tolima","FRESNO","DIRECCIÓN SECCIONAL DE TOLIMA","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","NO","NO","NO","NO","NO","NO","6.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2010","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","NO","104.0"
"NO","NO","NO","INACTIVO","QUERELLABLE","2013","2013","2013","Ley 906","Colombia","La Guajira","SAN JUAN DEL CESAR","DIRECCIÓN SECCIONAL DE LA GUAJIRA","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","SI","NO","NO","8.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Cauca","CALOTO","DIRECCIÓN SECCIONAL DE CAUCA","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","NO","NO","NO","NO","2.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Cesar","AGUACHICA","DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO","HURTO","HURTO MAYOR CUANTIA. ART. 239 C.P. AGRAVADO POR LA CONFIANZA ART. 241 C.P. N.2","NO","NO","NO","SI","NO","NO","1.0"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2015","2015","2015","Ley 906","Colombia","Magdalena","SANTA MARTA","DIRECCIÓN SECCIONAL DE MAGDALENA","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.AGRAVADO POR TRATARSE DE MENOR, MUJER, ANCIANO O DISCAPACITADO","SI","SI","SI","NO","SI","NO","30.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Valle del Cauca","TULUÁ","DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","NO","522.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 1098","Colombia","Cundinamarca","CAJICÁ","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","DELITOS SEXUALES","ACTOS SEXUALES CON MENOR DE CATORCE AÑOS. ART. 209 C.P.","NO","NO","NO","NO","NO","NO","2.0"
"NO","NO","NO","INACTIVO","QUERELLABLE","2018","2018","2017","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","INJURIA Y CALUMNIA","CALUMNIA. ART. 221 C.P.","NO","NO","NO","SI","NO","NO","47.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","Cauca","LA VEGA","DIRECCIÓN SECCIONAL DE CAUCA","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","NO","8.0"
"NO","NO","NO","INACTIVO","QUERELLABLE","2010","2010","2010","Ley 906","Colombia","Cesar","VALLEDUPAR","DIRECCIÓN SECCIONAL DE CESAR","PATRIMONIO ECONOMICO","DAÑO EN BIEN AJENO. ART. 265 C.P.","NO","NO","NO","SI","NO","NO","18.0"
"SI","NO","NO","INACTIVO","JUICIO","2015","2015","2015","Ley 906","Colombia","Risaralda","PEREIRA","DIRECCIÓN SECCIONAL DE RISARALDA","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. MEDIO MOTORIZADO INCISO 2","NO","SI","NO","NO","NO","NO","5.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2018","2018","2018","Ley 906","Colombia","Risaralda","QUINCHÍA","DIRECCIÓN SECCIONAL DE RISARALDA","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. MEDIO MOTORIZADO INCISO 2","NO","NO","NO","NO","NO","NO","9.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2022","2022","2021","Ley 906","Colombia","Bolívar","CARTAGENA","DIRECCIÓN SECCIONAL DE BOLÍVAR","CORRUPCION JUDICIAL","FRAUDE PROCESAL ART. 453 C.P.","NO","NO","NO","NO","NO","NO","45.0"
"SI","NO","NO","ACTIVO","QUERELLABLE","2014","2014","2014","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","FE PUBLICA","FALSEDAD MARCARIA. ART. 285 C.P. DE AUTOMOTOR","NO","NO","NO","NO","NO","NO","1.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Cundinamarca","SILVANIA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","NO","3.0"
"NO","NO","NO","INACTIVO","QUERELLABLE","2020","2020","2020","Ley 906","Colombia","Caldas","CHINCHINÁ","DIRECCIÓN SECCIONAL DE CALDAS","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","SI","NO","NO","29.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2011","2011","2011","Ley 906","Colombia","Santander","BARBOSA","DIRECCIÓN SECCIONAL DE SANTANDER","LIBERTAD INDIVIDUAL Y OTRAS GARANTIAS","VIOLACION DE HABITACION AJENA. ART. 189 C.P.","NO","NO","NO","NO","NO","NO","1.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Sucre","SUCRE","DIRECCIÓN SECCIONAL DE SUCRE","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","NO","11.0"
"NO","NO","NO","INACTIVO","QUERELLABLE","2019","2019","2019","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","INJURIA Y CALUMNIA","DE LA INJURIA Y LA CALUMNIA","NO","NO","NO","SI","NO","NO","55.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2010","2010","2010","Ley 906","Colombia","Cundinamarca","GUADUAS","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","INJURIA Y CALUMNIA","INJURIA. ART. 220 C.P.","NO","NO","NO","NO","NO","NO","12.0"
"SI","NO","NO","ACTIVO","QUERELLABLE","2019","2019","2019","Ley 906","Colombia","Magdalena","FUNDACIÓN","DIRECCIÓN SECCIONAL DE MAGDALENA","ESTAFA","ESTAFA. ART. 246 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","NO","11.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2013","2013","2013","Ley 906","Colombia","Valle del Cauca","CANDELARIA","DIRECCIÓN SECCIONAL DE CALI","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","NO","189.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Boyaca","PESCA","DIRECCIÓN SECCIONAL DE BOYACÁ","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","NO","3.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2014","2014","2014","Ley 906","Colombia","Valle del Cauca","CANDELARIA","DIRECCIÓN SECCIONAL DE CALI","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","NO","52.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Antioquia","COPACABANA","DIRECCIÓN SECCIONAL DE MEDELLÍN","FALSEDAD EN DOCUMENTO","FALSEDAD EN DOCUMENTO PRIVADO. ART. 289 C.P.","NO","NO","NO","NO","NO","NO","11.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2021","2021","2020","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO","HURTO MENOR CUANTIA. ART. 239 C.P. AGRAVADO POR LA CONFIANZA ART. 241 C.P. N.2","NO","NO","NO","NO","NO","NO","57.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2016","2016","2016","Ley 906","Colombia","Santander","PIEDECUESTA","DIRECCIÓN SECCIONAL DE SANTANDER","HURTO","HURTO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","NO","21.0"
"NO","SI","NO","ACTIVO","JUICIO","2018","2018","2018","Ley 906","Colombia","Santander","BUCARAMANGA","DIRECCIÓN SECCIONAL DE SANTANDER","IMPARTICION DE JUSTICIA","RECEPTACION ART. 447 C.P.","SI","SI","NO","NO","SI","NO","5.0"
"NO","SI","NO","INACTIVO","EJECUCIÓN DE PENAS","2014","2015","2014","Ley 906","Colombia","Santander","BARRANCABERMEJA","DIRECCION ESPECIALIZADA CONTRA ORGANIZACIONES CRIMINALES","HURTO","HURTO CALIFICADO. ART. 240 C.P.","SI","SI","SI","NO","SI","NO","8.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","Antioquia","TURBO","DIRECCIÓN SECCIONAL DE ANTIOQUIA","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","NO","97.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Huila","NEIVA","DIRECCIÓN SECCIONAL DE HUILA","PATRIMONIO ECONOMICO","DAÑO EN BIEN AJENO. ART. 265 C.P.","NO","NO","NO","NO","NO","NO","4.0"
"SI","NO","NO","INACTIVO","JUICIO","2016","2016","2016","Ley 906","Colombia","Meta","BARRANCA DE UPÍA","DIRECCIÓN SECCIONAL DE META","FALSEDAD EN DOCUMENTO","USO DE DOCUMENTO FALSO. ART. 291 C.P.","SI","SI","NO","NO","SI","NO","1.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","Santander","FLORIDABLANCA","DIRECCIÓN SECCIONAL DE SANTANDER","IMPARTICION DE JUSTICIA","FUGA DE PRESOS ART. 448 C.P.","NO","NO","NO","SI","NO","NO","18.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 1098","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","LESIONES PERSONALES","LESIONES PERSONALES CON INCAPACIDAD MENOR 60 DIAS","NO","NO","NO","NO","NO","NO","11.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Bolívar","SAN PABLO","DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO","AMENAZAS","AMENAZAS ART. 347 C.P.","NO","NO","NO","SI","NO","NO","12.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Risaralda","PEREIRA","DIRECCIÓN SECCIONAL DE RISARALDA","FALSEDAD EN DOCUMENTO","FALSEDAD EN DOCUMENTO PRIVADO. ART. 289 C.P.","NO","NO","NO","SI","NO","NO","19.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Cundinamarca","COTA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","SI","NO","NO","4.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","LESIONES PERSONALES","LESIONES PERSONALES CON INCAPACIDAD MENOR 60 DIAS","NO","NO","NO","NO","NO","NO","137.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Nariño","PASTO","DIRECCIÓN SECCIONAL DE NARIÑO","FALSEDAD EN DOCUMENTO","USO DE DOCUMENTO FALSO. ART. 291 C.P.","NO","NO","NO","NO","NO","NO","22.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Antioquia","ITAGUI","DIRECCIÓN SECCIONAL DE MEDELLÍN","DELITOS SEXUALES","ACCESO CARNAL VIOLENTO. ART. 205 C.P.","NO","NO","NO","NO","NO","NO","8.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","Caldas","MANIZALES","DIRECCIÓN SECCIONAL DE CALDAS","HURTO","HURTO. ART. 239 C.P. AGRAVADO POR LA DESTREZA ART. 241 C.P. N.10","NO","NO","NO","NO","NO","NO","32.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Santander","FLORIDABLANCA","DIRECCIÓN SECCIONAL DE SANTANDER","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","SI","NO","NO","SI","NO","NO","18.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Sucre","SINCELEJO","DIRECCIÓN SECCIONAL DE SUCRE","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","SI","NO","NO","89.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2019","2019","2018","Ley 906","Colombia","Santander","BARRANCABERMEJA","DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO","DELITOS INFORMATICOS","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","NO","NO","NO","NO","NO","NO","1.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2018","Ley 1098","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","NO","NO","NO","SI","NO","NO","45.0"
"NO","NO","NO","INACTIVO","QUERELLABLE","2021","2021","2021","Ley 1098","Colombia","Cundinamarca","LA CALERA","DIRECCIÓN SECCIONAL DE BOGOTÁ","PATRIMONIO ECONOMICO","ABUSO DE CONFIANZA. ART. 249 C.P.","NO","NO","NO","SI","NO","NO","1.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Valle del Cauca","FLORIDA","DIRECCIÓN SECCIONAL DE CALI","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","NO","52.0"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2011","2011","2011","Ley 906","Colombia","Cauca","INZÁ","DIRECCIÓN SECCIONAL DE CAUCA","DELITOS SEXUALES","ACCESO CARNAL VIOLENTO. ART. 205 C.P. AGRAVADO ART. 211 N.6 . SE PRODUJERE EMBARAZO","SI","SI","SI","NO","SI","NO","1.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Antioquia","SEGOVIA","DIRECCIÓN SECCIONAL DE ANTIOQUIA","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","NO","NO","NO","NO","NO","NO","21.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2018","2018","2018","Ley 906","Colombia","Córdoba","MONTERÍA","DIRECCIÓN SECCIONAL DE CÓRDOBA","PATRIMONIO ECONOMICO","ABUSO DE CONFIANZA. ART. 249 C.P.","NO","NO","NO","NO","NO","NO","77.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2015","2015","2014","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","DESAPARICION FORZADA","DESAPARICION FORZADA ART. 165 C.P.","NO","NO","NO","NO","NO","NO","9.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2015","Ley 906","Colombia","Valle del Cauca","PALMIRA","DIRECCIÓN SECCIONAL DE CALI","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","NO","3.0"
"NO","SI","NO","INACTIVO","EJECUCIÓN DE PENAS","2013","2014","2013","Ley 906","Colombia","Santander","BUCARAMANGA","DIRECCION ESPECIALIZADA CONTRA ORGANIZACIONES CRIMINALES","CONCIERTO PARA DELINQUIR","CONCIERTO PARA DELINQUIR AGRAVADO POR DARSE PARA HOMICIDIO ART. 340 C.P. INC.2","SI","SI","SI","NO","SI","NO","12.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Nariño","PASTO","DIRECCIÓN SECCIONAL DE NARIÑO","DELITOS SEXUALES","ACCESO CARNAL VIOLENTO. ART. 205 C.P.","NO","NO","NO","NO","NO","NO","30.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Cauca","SANTANDER DE QUILICHAO","DIRECCIÓN SECCIONAL DE CAUCA","EXTORSION","EXTORSION. ART. 244 C.P MENOR CUANTIA","NO","NO","NO","SI","NO","NO","3.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","IMPARTICION DE JUSTICIA","FALSA DENUNCIA ART. 435 C.P.","NO","NO","NO","NO","NO","NO","4.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Boyaca","TIBASOSA","DIRECCIÓN SECCIONAL DE BOYACÁ","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","SI","NO","NO","5.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2012","2012","2012","Ley 906","Colombia","Tolima","ESPINAL","DIRECCIÓN SECCIONAL DE TOLIMA","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","NO","35.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","ADMINISTRACION PUBLICA","VIOLENCIA CONTRA SERVIDOR PUBLICO ART. 429 C.P.","NO","NO","NO","SI","NO","NO","197.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","Huila","PITALITO","DIRECCIÓN SECCIONAL DE HUILA","FALSEDAD EN DOCUMENTO","USO DE DOCUMENTO FALSO. ART. 291 C.P.","SI","NO","NO","NO","NO","NO","1.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2017","2017","2015","Ley 906","Colombia","Vichada","PUERTO CARREÑO","DIRECCIÓN SECCIONAL DE VICHADA","CORRUPCION ADMINISTRATIVA","CONTRATO SIN CUMPLIMIENTO DE REQUISITOS LEGALES ART. 410 C.P.","NO","NO","NO","NO","NO","NO","1.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","Cundinamarca","FUSAGASUGÁ","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","DELITOS SEXUALES","ACCESO CARNAL VIOLENTO. ART. 205 C.P.","NO","NO","NO","NO","NO","NO","2.0"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2015","2015","2015","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","SI","SI","NO","SI","NO","179.0"
"SI","NO","SI","INACTIVO","INDAGACIÓN","2017","2017","2011","Ley 906","Colombia","Cundinamarca","SOACHA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","FALSEDAD EN DOCUMENTO","FALSEDAD EN DOCUMENTOS","NO","NO","NO","NO","NO","NO","1.0"
"SI","NO","NO","INACTIVO","INVESTIGACIÓN","2016","2016","2016","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO","HURTO CALIFICADO. ART. 240 C.P.","SI","SI","NO","NO","NO","NO","7.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","Santander","BARBOSA","DIRECCIÓN SECCIONAL DE SANTANDER","IMPARTICION DE JUSTICIA","FUGA DE PRESOS ART. 448 C.P.","NO","NO","NO","SI","NO","NO","11.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Putumayo","VILLAGARZÓN","DIRECCIÓN SECCIONAL DE PUTUMAYO","HURTO","HURTO. ART. 239 C.P. AGRAVADO CUANDO LO HURTADO SON MEDIOS MOTORIZADOS O LO QUE ESTOS TRANSPORTEN  ART. 241 C.P. N.6","NO","NO","NO","NO","NO","NO","8.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Tolima","ORTEGA","DIRECCIÓN SECCIONAL DE TOLIMA","HOMICIDIO CULPOSO","HOMICIDIO CULPOSO ART. 109 C.P.","NO","NO","NO","NO","NO","NO","2.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Antioquia","COPACABANA","DIRECCIÓN SECCIONAL DE MEDELLÍN","FALSEDAD EN DOCUMENTO","USO DE DOCUMENTO FALSO. ART. 291 C.P.","NO","NO","NO","SI","NO","NO","81.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2017","2017","2017","Ley 906","Colombia","Magdalena","SANTA MARTA","DIRECCIÓN SECCIONAL DE MAGDALENA","LESIONES PERSONALES","LESIONES PERSONALES CON INCAPACIDAD MENOR 60 DIAS","NO","NO","NO","NO","NO","NO","57.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","Antioquia","ITAGUI","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO","HURTO CALIFICADO. ART. 240 C.P.","NO","NO","NO","NO","NO","NO","16.0"
"NO","NO","NO","INACTIVO","QUERELLABLE","2016","2016","2016","Ley 906","Colombia","Valle del Cauca","GUADALAJARA DE BUGA",,"INJURIA Y CALUMNIA","INJURIA. ART. 220 C.P.","NO","NO","NO","SI","NO","NO","1.0"
