"id","tipo_asset","nombre_del_asset","nombre_del_programa","tipo","temporada","capitulo","canal","url"
"4880","Video","¿Quién eres tú? - Cap. 3 F2","Con la lavadora al fondo","Inventos","Lo que nunca me había atrevido a decir","72","Original RTVCPlay","https://www.rtvcplay.co/inventos/con-la-lavadora-al-fondo/quien-eres-tu-cap-3-f2"
"4879","Video","¿Quién eres tú? - Cap. 2 Algo de perspectiva","Con la lavadora al fondo","Inventos","Lo que nunca me había atrevido a decir","71","Original RTVCPlay","https://www.rtvcplay.co/inventos/con-la-lavadora-al-fondo/quien-eres-tu-cap-2-algo-perspectiva"
"4878","Video","¿Quién eres tú? - Cap. 1 Define baile","Con la lavadora al fondo","Inventos","Lo que nunca me había atrevido a decir","70","Original RTVCPlay","https://www.rtvcplay.co/inventos/con-la-lavadora-al-fondo/quien-eres-tu-cap-1-define-baile"
"4877","Video","Bunker 202: encierro tamaño familiar - Cap. 3 Día 120","Con la lavadora al fondo","Inventos","Lo que nunca me había atrevido a decir","69","Original RTVCPlay","https://www.rtvcplay.co/inventos/con-la-lavadora-al-fondo/bunker-202-encierro-tamano-familiar-cap-3-dia-120"
"4876","Video","Bunker 202: encierro tamaño familiar - Cap. 2 Día 60","Con la lavadora al fondo","Inventos","Lo que nunca me había atrevido a decir","68","Original RTVCPlay","https://www.rtvcplay.co/inventos/con-la-lavadora-al-fondo/bunker-202-encierro-tamano-familiar-cap-2-dia-60"
"4875","Video","Bunker 202: encierro tamaño familiar - Cap. 1 Día 1","Con la lavadora al fondo","Inventos","Lo que nunca me había atrevido a decir","67","Original RTVCPlay","https://www.rtvcplay.co/inventos/con-la-lavadora-al-fondo/bunker-202-encierro-tamano-familiar-cap-1-dia-1"
"4874","Video","SRØL - Cap. 3 MØsik (Espíritu)","Con la lavadora al fondo","Inventos","Volviendo a casa","66","Original RTVCPlay","https://www.rtvcplay.co/cortometrajes-ficcion/con-la-lavadora-al-fondo/srol-cap-3-mosik-espiritu"
"4873","Video","SRØL - Cap. 2 MantrØ (Corazón)","Con la lavadora al fondo","Inventos","Volviendo a casa","65","Original RTVCPlay","https://www.rtvcplay.co/cortometrajes-ficcion/con-la-lavadora-al-fondo/srol-cap-2-mantro-corazon"
"4872","Video","SRØL - Cap. 1 Untaraik (Amor)","Con la lavadora al fondo","Inventos","Volviendo a casa","64","Original RTVCPlay","https://www.rtvcplay.co/cortometrajes-ficcion/con-la-lavadora-al-fondo/srol-cap-1-untaraik-amor"
"4871","Video","Cartas del encierro - Cap. 3 Paula","Con la lavadora al fondo","Inventos","Bitácora de la cuarentena","63","Original RTVCPlay","https://www.rtvcplay.co/cortometrajes-ficcion/con-la-lavadora-al-fondo/cartas-del-encierro-cap-3-paula"
"4870","Video","Cartas del encierro - Cap. 2 Sebastián","Con la lavadora al fondo","Inventos","Bitácora de la cuarentena","62","Original RTVCPlay","https://www.rtvcplay.co/cortometrajes-ficcion/con-la-lavadora-al-fondo/cartas-del-encierro-cap-2-sebastian"
"4869","Video","Cartas del encierro - Cap.1 Mariela","Con la lavadora al fondo","Inventos","Bitácora de la cuarentena","61","Original RTVCPlay","https://www.rtvcplay.co/cortometrajes-ficcion/con-la-lavadora-al-fondo/cartas-del-encierro-cap1-mariela"
"4868","Video","Cuarentena y autismo: un nuevo comienzo - Cap. 3 Salgo o me asfixio","Con la lavadora al fondo","Inventos","Bitácora de la cuarentena","60","Original RTVCPlay","https://www.rtvcplay.co/cortometrajes-ficcion/con-la-lavadora-al-fondo/cuarentena-autismo-nuevo-comienzo-cap-3-salgo-o-me"
"4867","Video","Cuarentena y autismo: un nuevo comienzo - Cap. 2 Me divierto en casa","Con la lavadora al fondo","Inventos","Bitácora de la cuarentena","59","Original RTVCPlay","https://www.rtvcplay.co/cortometrajes-ficcion/con-la-lavadora-al-fondo/cuarentena-autismo-nuevo-comienzo-cap-2-me-divierto"
