"n_senado","n_camara","titulo","autor","f_presentado","comision","estado"
"155/18",,"POR MEDIO DE LA CUAL SE ADOPTAN LOS CRITERIOS TÉCNICOS Y ADMINISTRATIVOS QUE GARANTICEN EL ACCESO OPORTUNO AL RECONOCIMIENTO Y PAGO REAL Y EFECTIVO AL DERECHO A LAS PENSIONES ANTICIPADAS DE VEJEZ, POR DESEMPEÑO DE ACTIVIDADES LABORALES DE ALTO RIESGO PARA LA SALUD, EN EL SISTEMA GENERAL DE PENSIONES Y  SE DICTAN OTRAS DISPOSICIONES","H.S. JESÚS ALBERTO CASTILLA SALAZAR, DIDIER LOBO CHINCHILLA.","2018-09-19","SEPTIMA","ARCHIVADO POR RETIRO DEL AUTOR"
"156/18","113/17","POR MEDIO DEL CUAL SE GENERAN INCENTIVOS A LA CALIDAD, PROMOCIÓN AL CONSUMO Y COMERCIALIZACIÓN DE PANELA, MIELES PANELERAS Y SUS DERIVADOS, ASI COMO LA RECONVERSIÓN Y FORMALIZACIÓN DE LOS TRAPICHES EN COLOMBIA  Y SE DICTAN OTRAS DISPOSICIONES","H.S. PALOMA VALENCIA LASERNA , JOSÉ OBDULIO GAVIRIA VÉLEZ, ÁLVARO URIBE VÉLEZ, ALFREDO RANGEL SUÁREZ, MARIA DEL ROSARIO GUERRA DE LA ESPRIELLA, JAIME ALEJANDRO AMÍN HERNÁNDEZ, LEON RIGOBERTO BARON NEIRA, IVÁN DUQUE MÁRQUEZ, FERNANDO NICOLÁS ARAÚJO RUMIÉ, CARLOS FELIPE MEJÍA MEJÍA, DANIEL ALBERTO CABRALES CASTILLO, PAOLA ANDREA HOLGUÍN MORENO, NOHORA STELLA TOVAR REY, ALFREDO RAMOS MAYA, HONORIO MIGUEL HENRÍQUEZ PINEDO, ERNESTO MACÍAS TOVAR, RUBY THANIA VEGA DE PLAZAS, CIRO ALEJANDRO RAMÍREZ CORTÉS, HUGO HERNÁN GONZÁLEZ MEDINA.","2017-08-28","TERCERA","LEY"
"157/18",,"POR LA CUAL SE CREA EL FONDO NACIONAL DEL CARBON, SE ESTABLECEN NUEVAS FORMAS PARA EL RECAUDO, ADMINISTRACIÓN Y SE DICTAN OTRAS DISPOSICIONES","H.S. MARÍA FERNANDA CABAL MOLINA","2018-09-21","TERCERA","ARCHIVADO"
"158/18",,"POR MEDIO DEL CUAL SE ESTABLECEN LAS ORGANIZACIONES COMUNITARIAS DE VIVIENDA","H.S. CARLOS ANDRES TRUJILLO GONZALEZ, H.R. NIDIA MARCELA OSORIO SALGADO","2018-09-25","SEPTIMA","ARCHIVADO"
"159/18",,"POR MEDIO DEL CUAL SE DICTAN MEDIDAS PARA EL CONTROL DE LOS BIENES UTILIZADOS EN LA EXPLOTACIÓN ILÍCITA DE MINERALES Y SE ESTABLECE SU UTILIDAD SOCIAL","H.S. CARLOS ANDRES TRUJILLO GONZALEZ","2018-09-26","QUINTA","ARCHIVADO"
"160/18",,"POR EL CUAL SE CREA EL SISTEMA MÓVIL DE GARANTÍAS PARA EL SECTOR AGROPECUARIO","H.S. MARÍA FERNANDA CABAL MOLINA","2018-09-26","TERCERA","ARCHIVADO"
"161/18","036/17","POR MEDIO DE LA CUAL SE CREA LA ESTAMPILLA PRO UNIVERSIDAD NACIONAL SEDE CARIBE Y SE DICTAN OTRAS DISPOSICIONES.","H.S. JOSE ALFREDO GNECCO ZULETA","2017-07-26","TERCERA","LEY"
"162/18","193/17","POR LA CUAL LA NACION DECLARA PATRIMONIO HISTORICO Y CULTURAL AL MUNICIPIO DE TAME DEL DEPARTAMENTO DE ARAUCA, EXALTANDO SU CONDICION DE ""CUNA DE LA LIBERTAD DE COLOMBIA"", RECONOCIENDO Y RESALTANDO LA INMENSA LABOR LIBERTADORA DEL CORONEL Y PARROCO FRAY IGNACIO MARIÑO Y EL LANCERO, SARGENTO IGNACIO CHINCAR POR LOS ACONTECIMIENTOS HISTORICOS DE LA CAMPAÑA LIBERTADORA DEL SIGLO XIX.","H.R. ENEIRO DE JESUS RINCON VERGARA","2017-11-24","SEGUNDA","ARCHIVADO"
"163/18",,"POR MEDIO DE LA CUAL SE ESTABLECE Y SE CREA LA CÁTEDRA DE PREVENCIÓN A LA JUVENTUD EN TODAS LAS INSTITUCIONES EDUCATIVAS DEL PAÍS","H.S. EDUARDO ENRIQUE PULGAR DAZA","2018-09-26","SEXTA","ARCHIVADO"
"164/18",,"POR MEDIO DEL CUAL SE MODIFICAN LOS ARTÍCULOS 365 Y 366 DE LA LEY 599 DE 2000 CÓDIGO PENAL COLOMBIANO, SE REGLAMENTA EL PORTE DE ARMAS BLANCAS Y SE DICTAN OTRAS DISPOSICIONES","H.S. EDUARDO ENRIQUE PULGAR DAZA","2018-09-26","PRIMERA","ARCHIVADO"
"165/18",,"POR LA CUAL SE EXPIDEN NORMAS PARA LA FORMALIZACIÓN DE LA PROPIEDAD DE TIERRAS RURALES EN COLOMBIA Y SE DICTAN OTRAS DISPOSICIONES","H.S. JORGE EDUARDO LONDOÑO ULLOA, SANDRA LILIANA ORTIZ NOVA, JOSÉ AULO POLO NARVAEZ, IVÁN MARULANDA MARQUEZ, ANTONIO ERESMID SANGUINO PAEZ, JUAN LUIS CASTRO CORDOBA, H.R. CESAR AUGUSTO ORTIZ ZORRO, CATALINA ORTIZ LALINDE, INTI RAÚL ASPRILLA, WILMER LEAL PÉREZ, MAURICIO ANDRÉS TORO ORJUELA, NEYLA RUIZ CORREA, LEÓN FREDY MUÑOZ LOPERA","2018-09-26","QUINTA","ARCHIVADO"
"166/18",,"POR MEDIO DEL CUAL SE DESARROLLA EL ARTICULO 8° DE LA CONSTITUCIÓN POLITICA, SE REFORMAN Y ACTUALIZA LAS NORMAS DE PROCEDIMIENTO SANCIONATORIO, ADMINISTRATIVO AMBIENTAL Y SE DICTAN DISPOSICIONES PARA FORTALECER EL CUMPLIMIENTO DE LA NORMATIVIDAD AMBIENTAL VIGENTE Y LA REPARACIÓN DE LOS DAÑOS AMBIENTALES.","H.S. EFRAIN JOSE CEPEDA SARABIA","2018-09-27","QUINTA","ARCHIVADO"
"167/18","182/18","POR LA CUAL SE DECRETA EL PRESUPUESTO DEL SISTEMA GENERAL DE REGALIAS PARA EL BIENIO DEL 1° DE ENERO DE 2019 AL 31 DE DICIEMBRE DE 2020. ""MENSAJE DE URGENCIA""","MINISTRO DE HACIENDA Y CRÉDITO PÚBLICO DR. ALBERTIO CARRASQUILLA BARRERA, MINISTRA DE MINAS Y ENERGIA DRA. MARIA FERNANDA SUAREZ LONDOÑO.","2018-10-01","ECONOMICAS","LEY"
"168/18",,"POR MEDIO DE LA CUAL SE DICTAN DISPOSICIONES PARA EL FOMENTO Y FORMALIZACIÓN DE LA INDUSTRIA MUSICAL","H.S. SANTIAGO VALENCIA GONZÁLEZ, JONATAN TAMAYO PEREZ","2018-10-02","SEXTA","ARCHIVADO"
"169/18",,"POR LA CUAL SE REGLAMENTA EL EJERCICIO DE LA ALERGOLOGÍA CLÍNICA, SUS PROCEDIMIENTOS Y SE DICTAN OTRAS DISPOSICIONES","H.S. ALEJANDRO CORRALES ESCOBAR, H.R. GABRIEL JAIME VALLEJO CHUJFI.","2018-10-02","SEPTIMA","ARCHIVADO POR RETIRO DEL AUTOR"
"170/18","129/17","POR MEDIO DE LA CUAL SE DECLARA COMO PATRIMONIO CULTURAL DE LA NACIÓN AL FESTIVAL FOLCLÓRICO DEL PIEDEMONTE AMAZÓNICO, Y SE DICTAN OTRAS DISPOSICIONES","H.R. LUIS FERNANDO URREGO CARVAJAL","2017-08-30","SEGUNDA","ARCHIVADO"
"171/18","060/17","POR MEDIO DEL CUAL SE MODIFICA EL ARTÍCULO 5º DE LA LEY 1639 DE 2013, SE CREAN OTRAS MEDIDAS DE PROTECCIÓN A FAVOR DE LAS VÍCTIMAS DE DELITOS CON SUSTANCIAS CORROSIVAS A LA PIEL, Y SE DICTAN OTRAS DISPOSICIONES","H.S. ORLANDO CASTAÑEDA SERRANO","2017-08-02","SEPTIMA","LEY"
"172/18",,"POR MEDIO DE LA CUAL SE ESTABLECE LA CÁTEDRA DE INNOVACIÓN Y EMPRENDIMIENTO","H.S. MILLA PATRICIA ROMERO SOTO, ÁLVARO URIBE VÉLEZ","2018-10-03","SEXTA","ARCHIVADO"
"173/18",,"POR EL CUAL LA NACIÓN SE ASOCIA Y RINDE HOMENAJE AL MUNICIPIO DE OCAÑA EN EL DEPARTAMENTO DE NORTE DE SANTANDER CON MOTIVO DE LA CELEBRACIÓN DE LOS 450 AÑOS DE SU FUNDACIÓN Y SE DICTAN OTRAS DISPOSICIONES","H.S. ANTONIO ERESMID SANGUINO PÁEZ","2018-10-04","SEGUNDA","ARCHIVADO"
"174/18","218/19","POR LA CUAL SE MODIFICA LA LEY 1335 DE 2009 ""CIGARRILLOS ELECTRONICOS""","H.S. JOSÉ DAVID NAME CARDOZO","2018-10-05","SEPTIMA","ARCHIVADO"
"175/18",,"POR LA CUAL SE MODIFICA Y ADICIONA LA LEY 5ª DE 1995, Y SE CREA LA COMISIÓN LEGAL DE PAZ Y POSCONFLICTO DEL CONGRESO DE LA REPÚBLICA DE COLOMBIA Y SE DICTAN OTRAS DISPOSICIONES.","H.S. ANTONIO ERESMID SANGUINO PAEZ, RICHARD ALFONSO AGUILAR VILLA, IVAN CEPEDA CASTRO, AIDA YOLANDA AVELLA EZQUIVEL, GUILLERMO GARCIA REALPE, ROY LEONARDO BARRERAS MONTEALEGRE, H.R. MARIA JOSE PIZARRO","2018-10-09","PRIMERA","ARCHIVADO"
"176/18",,"POR MEDIO DE LA CUAL SE LE OTORGA LA CATEGORÍA DE DISTRITO TURÍSTICO, PORTUARIO, AMBIENTAL Y CULTURAL A LETICIA, EN EL DEPARTAMENTO DE AMAZONAS","H.S. ROY LEONARDO BARRERAS MONTEALEGRE, TEMISTOCLES ORTEGA NARVAEZ, RICHARD ALFONSO AGUILAR VILLA, H.R. HAROLD AUGUSTO VALENCIA INFANTE.","2018-10-09","PRIMERA","ARCHIVADO POR RETIRO DEL AUTOR"
"177/18","261/19","POR MEDIO DE LA CUAL SE MODIFICA EL NUMERAL 5 DEL ARTÍCULO 2 DE LA LEY 403 DE 1997 ACLARADO POR LA LEY 815 DE 2003 EN LO RELATIVO AL DESCUENTO EN EL VALOR DE LA MATRÍCULA EN INSTITUCIONES OFICIALES DE EDUCACIÓN SUPERIOR COMO BENEFICIO A LOS SUFRAGANTES","H.S. PAOLA ANDREA HOLGUIN MORENO, H.R. JUAN FERNANDO ESPINAL RAMIREZ","2018-10-09","PRIMERA","LEY"
"178/18",,"POR MEDIO DEL CUAL SE REGLAMENTAN LAS CONDICIONES DE PARTICIPACIÓN EN POLÍTICA DE LOS SERVIDORES PÚBLICOS DE CONFORMIDAD CON EL ARTÍCULO 127 DE LA CONSTITUCIÓN POLÍTICA Y SE DICTAN OTRAS DISPOSICIONES","H.S. ANDRÉS GARCÍA ZUCCARDI, JOSÉ EDUARDO GNECCO CERCHAR, JUAN FELIPE LEMUS URIBE, EDUARDO ENRIQUE PULGAR DAZA, CARLOS MANUEL MEISEL VERGARA, JOSE RITTER LOPEZ PEÑA, H.R. ÓSCAR TULIO LIZCANO, ELBERT DIAZ, JORGE ELIECER TAMAYO, MILENE JARAVA, JOSE ELIECER SALAZAR, WILMER CARILLON, CRISTIAN JOSE MORENO, ASTRID SANCHEZ, MONICA VALENCIA, HERNANDO GUIDO PONCE.","2018-10-09","PRIMERA","ARCHIVADO"
"179/18",,"POR MEDIO DEL CUAL SE CREAN NORMAS DE BUEN USO Y FUNCIONAMIENTO DE REDES SOCIALES Y SITIOS WEB EN COLOMBIA","H.S. JOSÉ DAVID NAME CARDOZO","2018-10-09","SEXTA","ARCHIVADO"
"180/18","188/18","POR MEDIO DE LA CUAL SE PRORROGA LA LEY 418 DE 1997, PRORROGADA Y MODIFICADA POR LAS LEYES 548 DE 1999, 782 DE 2002, 1106 DE 2006 , 1421 DE 2010 Y 1738 DE 2014.""MENSAJE DE URGENCIA""","Ministra del Interior, Doctora NANCY PATRICIA GUTIERREZ CASTAÑEDA","2018-10-02","PRIMERA","LEY"
"181/18","008/17","POR MEDIO DE LA CUAL SE ESTABLECEN REQUISITOS AMBIENTALES PARA LA CONSTRUCCIÓN DE VÍAS TERRESTRES EN TODO EL TERRITORIO NACIONAL Y SE DICTAN OTRAS DISPOSICIONES","H.R. NICOLAS ALBEIRO ECHEVERRY ALVARAN","2017-07-20","QUINTA","ARCHIVADO"
"182/18","142/17","POR MEDIO DE LA CUAL SE MODIFICA PARCIALMENTE LA LEY 1616 DE 2013 DE SALUD MENTAL Y SE DICTAN OTRAS DISPOSICIONES","H.S. CARLOS EDUARDO GUEVARA VILLABÓN, H.R. GUILLERMINA BRAVO MONTAÑO, ANA PAOLA AGUDELO GARCÍA","2017-09-13","SEPTIMA","ARCHIVADO"
"183/18",,"POR MEDIO DE LA CUAL SE MODIFICA PARCIALMENTE EL ARTÍCULO 21 LA LEY 105 DE 1993 EN RELACIÓN A LA UBICACIÓN Y REUBICACIÓN DE PEAJES Y EL ESTABLECIMIENTO DE TASAS Y TARIFAS","H.S. DAVID ALEJANDRO BARGUIL ASSIS","2018-10-23","SEXTA","ARCHIVADO"
"184/18",,"POR MEDIO DE LA CUAL LA NACIÓN SE ASOCIA Y RINDE HOMENAJE A LA VIDA Y OBRA PARA HONRAR LA MEMORIA DEL JUGLAR PROVINCIANO, JUAN MANUEL POLO CERVANTES (JUANCHO POLO VALENCIA), CON MOTIVO DE CUMPLIRSE LOS 100 AÑOS DE SU NATALICIO, Y SE DICTAN OTRAS DISPOSICIONES","H.S. FABIAN GERARDO CASTILLO SUAREZ, DIDIER LOBO CHINCHILLA, H.R. ELOY QUINTERO ROMERO, JOSE PINEDO OCAMPO.","2018-10-24","SEGUNDA","ARCHIVADO"
"185/18","014/18","POR LA CUAL SE MODIFICA EL ARTÍCULO 7º DE LA LEY 878 DE 2004","H.S. JUAN DIEGO GOMEZ JIMENEZ, H.R. NICOLAS ALBEIRO ECHEVERRY ALVARAN.","2018-07-20","PRIMERA","ARCHIVADO"
"186/18",,"POR MEDIO DE LA CUAL SE ESTABLECEN CONDICIONES PARA LA PROTECCIÓN Y CUIDADO DE LA NIÑEZ ""LEY ISAAC""","H.S. CARLOS MANUEL MEISEL VERGARA, H.R. JUAN DIEGO ECHAVARRÍA SANCHEZ","2018-10-24","SEPTIMA","ARCHIVADO"
"187/18",,"POR MEDIO DE LA CUAL SE FORMULAN MEDIDAS QUE PERMITAN PREVENIR Y SANCIONAR DELITOS SEXUALES CONTRA LOS NIÑOS, NIÑAS Y ADOLESCENTES","H.S. MARITZA MARTINEZ ARISTIZABAL","2018-10-24","PRIMERA","ARCHIVADO"
"188/18",,"POR LA CUAL SE ACTUALIZAN Y DESARROLLAN REGLAS ELECTORALES Y DE ORGANIZACIÓN, FINANCIACIÓN Y FUNCIONAMIENTO DE LOS PARTIDOS Y MOVIMIENTOS POLITICOS.","H.S. ROY LEONARDO BARRERAS MONTEALEGRE.","2018-10-29","PRIMERA","ARCHIVADO"
"189/18","164/17","POR MEDIO DE LA CUAL SE MODIFICA LA LEY 654 DE 2001, QUE AUTORIZÓ A LA ASAMBLEA DEPARTAMENTAL DEL MAGDALENA ORDENAR LA EMISIÓN DE LA ESTAMPILLA FUNDACIÓN UNIVERSIDAD DEL MAGDALENA DE CARA AL NUEVO MILENIO, Y SE DICTAN OTRAS DISPOSICIONES","H.S. MIGUEL AMIN ESCAF","2017-10-04","TERCERA","LEY"
"190/18",,"POR LA CUAL SE MODIFICA LA LEY 435 DE 1998 Y SE DICTAN OTRAS DISPOSICIONES.","H.S. DAIRA DE JESUS GALVIS MENDEZ","2018-10-31","SEXTA","ARCHIVADO POR RETIRO DEL AUTOR"
"191/18","316/19","POR EL CUAL SE RECONOCEN LAS PRÁCTICAS LABORALES COMO EXPERIENCIA PROFESIONAL Y/O RELACIONADA Y SE DICTAN OTRAS DISPOSICIONES.","H.S. ÁLVARO URIBE VÉLEZ, H.R. TERESA ENRÍQUEZ ROSERO","2018-10-31","SEPTIMA","LEY"
"192/18",,"POR EL CUAL SE EXPIDEN NORMAS CONTRA LA GRAN CORRUPCIÓN TRIBUTARIA Y SE DICTAN OTRAS DISPOSICIONES.","H.S JORGE ENRIQUE ROBLEDO CASTILLO, ALEXANDER LOPEZ MAYA, JESUS ALBERTO CASTILLA SALAZAR, IVAN LEONIDAS NAME VASQUEZ, JORGE ALBERTO GOMEZ GALLEGO.","2018-10-31","TERCERA","ARCHIVADO"
"193/18","360/19","POR MEDIO DEL CUAL SE MODIFICA EL PARÁGRAFO DEL ARTICULO 38 DE LA LEY 996 DE 2005.","H.S. ÁLVARO URIBE VELEZ, HONORIO MIGUEL ENRIQUEZ PINEDO, SANTIAGO VALENCIA GONZALEZ, GABRIEL JAIME VELASCO OCAMPO, ALEJANDRO CORRALES ESCOBAR, CARLOS MANUEL MEISEL VERGARA, CIRO ALEJANDRO RAMIREZ CORTES, H.R. KELYN JOHANA GONZALEZ DUARTE, ENRIQUE CABRALES BAQUERO, OSCAR DARIO PEREZ PINEDA, HERNANDO GUIDO PONCE, OSCAR TULIO LIZCANO GONZALEZ, MILENE JARAVA DIAZ. ""MENSAJE DE URGENCIA""","2018-11-01","PRIMERA","ARCHIVADO"
"194/18",,"POR MEDIO DE LA CUAL SE DICTAN DISPOSICIONES EN MATERIA DE VIVIENDA Y HÁBITAT","Ministro de Vivienda, Ciudad y Territorio, DR.  JONATHAN MALAGÓN GONZÁLEZ","2018-11-02","SEPTIMA","ARCHIVADO"
"195/18",,"POR MEDIO DE LA CUAL SE AMPLÍA EL TÉRMINO DE PRESCRIPCIÓN DE LA ACCIÓN DE LA SANCIÓN DE LOS DELITOS CONTRA LA LIBERTAD, INTEGRIDAD Y FORMACIÓN SEXUALES.","H.S. ROY LEONARDO BARRERAS MONTEALEGRE.","2018-11-06","PRIMERA","ARCHIVADO"
"196/18",,"POR MEDIO DE LA CUAL SE DECLARA IMPRESCRIPTIBLE LA ACCIÓN Y LA SANCIÓN PENAL EN CASO DE DELITOS CONTRA LA LIBERTAD, INTEGRIDAD Y FORMACIÓN SEXUAL, O EL DELITO CONSAGRADO EN EL ARTÍCULO 237 DE LA LEY 599 DE 2000, COMETIDOS EN MENORES DE EDAD","H.S. JOSÉ RITTER LÓPEZ PEÑA","2018-11-06","PRIMERA","ARCHIVADO POR RETIRO DEL AUTOR"
"197/18","240/18","POR LA CUAL SE EXPIDEN NORMAS DE FINANCIAMIENTO PARA EL RESTABLECIMIENTO DEL EQUILIBRIO DEL PRESUPUESTO NACIONAL Y SE DICTAN OTRAS DISPOSICIONES. ""MENSAJE DE URGENCIA""","Ministro de Hacienda, ALBERTO CARRASQUILLA","2018-10-31","ECONOMICAS","LEY"
"198/18","252/18","POR LA CUAL SE ADICIONAN Y MODIFICAN ALGUNOS ARTÍCULOS DE LAS LEYES 1122 DE 2007 Y 1438 DE 2011, Y SE DICTAN OTRAS DISPOSICIONES.""MENSAJE DE URGENCIA""","H.S. ÁLVARO URIBE VÉLEZ, JOSÉ RITTER LÓPEZ PEÑA, HONORIO MIGUEL HENRÍQUEZ PINEDO, CARLOS FERNANDO MOTOA SOLARTE, GABRIEL JAIME VELASCO OCAMPO, JOSÉ AULO POLO NARVAEZ, NADIA GEORGETTE BLEL SCAFF, EDUARDO ENRIQUE PULGAR DAZA, JESÚS ALBERTO CASTILLA SALAZAR, VICTORIA SANDINO SIMANCA HERRERA, LAURA ESTER FORTICH SANCHEZ, FABIÁN GERARDO CASTILLO SUÁREZ, AYDE LIZARAZO CUBILLOS, MANUEL BITERVO PALCHUCÁN CHINGAL.","2018-11-06","SEPTIMA","LEY"
"199/18",,"POR MEDIO DEL CUAL SE ESTABLECEN LINEAMIENTOS PARA FOMENTAR EL SANO APROVECHAMIENTO DEL TIEMPO LIBRE COMO ESTRATEGIA INTEGRAL PARA COMBATIR PROBLEMAS SOCIALES COMO LA DROGADICCIÓN, EL TABAQUISMO Y EL ALCOHOLISMO, ENTRE OTROS, A NIVEL LOCAL Y SE DICTAN OTRAS DISPOSICIONES.","H.S. JOHN HAROLD SUAREZ VARGAS, H.R. MILTON HUGO ALGULO VIVEROS.","2018-11-07","SEPTIMA","ARCHIVADO"
"200/18","006/17","POR LA CUAL SE MODIFICAN LA LEY 909 DE 2004, EL DECRETO LEY 1567 DE 1998 Y SE DICTAN OTRAS DISPOSICIONES","Ministro del Interior, Guillermo Rivera Florez","2017-07-20","SEPTIMA","LEY"
"201/18",,"POR MEDIO DE LA CUAL SE UNIFICAN LOS SISTEMAS DE RENDICIÓN DE INFORMACIÓN PRESUPUESTAL Y CONTRACTUAL EN COLOMBIA","H.S. NICOLAS PEREZ VASQUEZ, ANDRES GARCIA ZUCCARDI","2018-11-07","SEXTA","ARCHIVADO POR RETIRO DEL AUTOR"
"202/18","404/19","POR MEDIO DEL CUAL SE CREA LA PRIMA LEGAL PARA LA CANASTA FAMILIAR","H.S. ÁLVARO URIBE VÉLEZ, GABRIEL JAIME VELASCO OCAMPO.","2018-11-07","SEPTIMA","ARCHIVADO"
"203/18","180/17","POR MEDIO DE LA CUAL SE MODIFICA LA LEY 743 DE 2002 Y SE DICTAN OTRAS DISPOSICIONES.","H.S.CARLOS EDUARDO GUEVARA VILLABON, H.R. ANA PAOLA AGUDELO GARCIA, GUILLERMINA BRAVO MONTAÑO","2017-10-26","SEPTIMA","LEY"
"204/18","157/17","POR MEDIO DE LA CUAL LA NACIÓN SE ASOCIA Y RINDE HOMENAJE AL MUNICIPIO DE ARGELIA, DEPARTAMENTO DEL CAUCA, CON MOTIVO DE LA CELEBRACIÓN DE LOS 50 AÑOS DE FUNDACIÓN","H.R. CRISANTO PISSO MAZABUEL","2017-09-26","CUARTA","LEY"
"205/18","031/17","POR MEDIO DE LA CUAL SE DECLARA PATRIMONIO HISTORICO, ARQUITECTONICO Y CULTURAL DE LA NACIÓN AL CORREGIMIENTO DEL HORNO MUNICIPIO DE SAN ZENON DEPARTAMENTO DEL MAGDALENA Y SE DICTAN OTRAS DISPOSICIONES.","H.R. JAIME ENRIQUE SERRANO PEREZ","2018-07-20","SEGUNDA","ARCHIVADO"
"206/18",,"POR MEDIO DE LA CUAL SE PROMUEVE LA REFORESTACIÓN Y LA CREACIÓN DE BOSQUES, EN EL TERRITORIO NACIONAL, ESTIMULANDO LA CONCIENCIA AMBIENTAL AL CIUDADANO, RESPONSABILIDAD CIVIL AMBIENTAL DE LAS EMPRESAS Y COMPROMISOS AMBIENTALES A LOS ENTES TERRITOTIALES, SE CREAN LAS AREAS DE VIDA Y SE ESTABLECEN OTRAS DISPOSICIONES.","H.S. JORGE EDUARDO LONDOÑO ULLOA, CARLOS FELIPE MEJIA MEJIA, ALVARO URIBE VELEZ.","2018-07-20","QUINTA","ARCHIVADO"
"207/18 ACUM 09/18 SENADO",,"POR EL CUAL SE ESTABLECE EL NO COBRO DE INTERESES DE LOS CRÉDITOS EDUCATIVOS OTORGADOS POR EL INSTITUTO COLOMBIANO DE CREDITO EDUCATIVO, Y ESTUDIOS TÉCNICOS EN EL EXTERIOR (ICETEX) Y SE DICTAN OTRAS DISPOSICIONES.","H.S. ANTONIO ERESMID SANGUINO PÁEZ","2018-11-13","SEXTA","ARCHIVADO"
"208/18",,"PROYECTO DE LEY POR MEDIO DEL CUAL SE CREA EL PROGRAMA DE BECAS PARA EL FORTALECIMIENTO DE LA CAPACIDAD INVESTIGATIVA Y LA FORMACIÓN ALTAMENTE CALIFICADA EN DOCENTES DE LAS INSTITUCIONES DE EDUCACION SUPERIOR PUBLICAS Y SE DICTAN OTRAS DISPOSICIONES","H.S. MAURICIO GÓMEZ AMÍN","2018-11-14","SEXTA","ARCHIVADO"
"209/18",,"POR MEDIO DEL CUAL SE REALIZAN CAMBIOS AL ARTÍCULO 81 DEL CÓDIGO NACIONAL DE POLICÍA Y CONVIVENCIA Y SE INTRODUCE UN TÉRMINO PRUDENCIAL PARA LA REALIZACIÓN DE ACCIONES PREVENTIVAS EN CASO DE VÍA DE HECHO QUE PRETENDAN PERTURBAR LA POSESIÓN","H.S. GABRIEL JAIME VELASCO OCAMPO","2018-11-14","PRIMERA","ARCHIVADO POR RETIRO DEL AUTOR"
"210/18",,"POR MEDIO DEL CUAL SE ESTABLECEN PARÁMETROS EN MATERIA MIGRATORIA, SE ORGANIZA EL SISTEMA NACIONAL, SE DICTAN LINEAMIENTOS PARA LA POLÍTICA PÚBLICA DE MIGRACIONES Y SE DICTAN OTRAS DISPOSICIONES","H.S. EMMA CLAUDIA CASTELLANOS, JOSÉ LUIS PÉREZ OYUELA, RICHARD ALFONSO AGUILAR VILLA , ARTURO CHAR CHALJUB, GERMÁN VARÓN COTRINO, DAIRA DE JESUS GALVIS MÉNDEZ,  ANTONIO LUIS ZABARAÍN GUEVARA, CARLOS FERNANDO MOTOA SOLARTE, RODRIGO LARA RESTREPO, LUIS EDUARDO DIAZ GRANADOS TORRES, EDGAR JESÚS DIAZ CONTRERAS, ANA MARIA CASTAÑEDA GOMEZ, FABIÁN GERARDO CASTILLO SUAREZ, DIDIER LOBO CHINCHILLA, CARLOS ABRAHAM JIMÉNEZ LÓPEZ, TEMÍSTOCLES ORTEGA NARVAEZ, H.R. ÁNGELA SÁNCHEZ LEAL, JOSÉ IGNACIO MESA BETANCURT, JOSÉ GABRIEL AMAR SEPULVEDA, MODESTO ENRIQUE AGUILERA VIDES, CÉSAR AUGUSTO LORDUY MALDONADO, JOSÉ DANIEL LÓPEZ JIMÉNEZ, KARINA ESTEFANÍA ROJANO PALACIO, KAREN VIOLETTE CURE CORCIONE, GUSTAVO PUENTES DÍAZ, JORGE ENRIQUE BENEDETTI MARTELO, ERWIN ARIAS BETANCUR, ELOY CHICHÍ QUINTERO ROMERO, GLORIA BETTY ZORRO AFRICANO, DAVID PULIDO NOVOA, NESTOR LEONARDO RICO RICO, CARLOS ALBERTO CUENCA CHAUX, JULIO CESAR TRIANA QUINTERO, JOSÉ LUIS PINEDO CAMPO, JAIME RODRÍGUEZ CONTRERAS, JAIRO HUMBERTO CRISTO CORREA, JORGE MÉNDEZ HERNÁNDEZ, BAYARDO GILBERTO BETANCOURT PÉREZ, CIRO FERNÁNDEZ NUÑEZ, ATILANO ALONSO GIRALDO ARBOLEDA,  SALIM VILLAMIL QUESSEP, HECTOR JAVIER VERGARA SIERRA, AQUILEO MEDINA ARTEAGA, OSWALDO ARCOS BENAVIDES, OSCAR CAMILO ARANGO CÁRDENAS.","2018-11-20","SEGUNDA","ARCHIVADO"
