"hecho","ruptura","conexo","estado_noticia","etapa","anio_denuncia","anio_entrada","anio_hecho","ley","pais","departamento","municipio","seccional","grupo_delito","delito","imputacion","condena","atipicidad_inexistencia","acusacion","captura","sexo_victima","grupo_edad_victima","pais_nacimiento","homicidio_doloso_consumado","total_victimas"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","CONTRA LA FAMILIA","EJERCICIO ARBITRARIO DE LA CUSTODIA DE HIJO MENOR DE EDAD ART. 230A C.P. AD. LEY 890/2004 ART.7","NO","NO","SI","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","15"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Cesar","VALLEDUPAR","DIRECCIÓN SECCIONAL DE CESAR","DELITOS SEXUALES","ACCESO CARNAL VIOLENTO. ART. 205 C.P.","NO","NO","NO","NO","NO","FEMENINO","JUVENTUD 18 - 28","Colombia","NO","3"
"SI","NO","NO","INACTIVO","JUICIO","2012","2012","2012","Ley 906","Colombia","Cauca","EL TAMBO","DIRECCIÓN SECCIONAL DE CAUCA","DELITOS SEXUALES","ACCESO CARNAL ABUSIVO CON MENOR DE CATORCE AÑOS. ART. 208 C.P.","SI","NO","NO","SI","SI","MASCULINO","PRE-ADOLESCENTE 12 - 13","Colombia","NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Antioquia","ANORÍ","DIRECCIÓN SECCIONAL DE ANTIOQUIA","HOMICIDIO CULPOSO","HOMICIDIO CULPOSO ART. 109 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","1"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Valle del Cauca","ZARZAL","DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","NO","NO","NO","FEMENINO","ADULTO MAYOR DE 60","Colombia","NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Boyaca","SOGAMOSO","DIRECCIÓN SECCIONAL DE BOYACÁ","HURTO","HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","39"
"SI","NO","NO","INACTIVO","INVESTIGACIÓN","2010","2010","2010","Ley 906","Colombia","Santander","RIONEGRO","DIRECCIÓN SECCIONAL DE SANTANDER","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","SI","NO","NO","NO","NO",,"SIN DATO","Colombia","NO","2"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2015","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.AGRAVADO POR TRATARSE DE MENOR, MUJER, ANCIANO O DISCAPACITADO","NO","NO","SI","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","32"
"SI","NO","NO","INACTIVO","QUERELLABLE","2019","2019","2019","Ley 906","Colombia","Risaralda","LA VIRGINIA","DIRECCIÓN SECCIONAL DE RISARALDA","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","FEMENINO","JUVENTUD 18 - 28","Colombia","NO","25"
"SI","NO","NO","INACTIVO","INVESTIGACIÓN","2010","2010","2010","Ley 906","Colombia","Cundinamarca","GUADUAS","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","SI","NO","NO","NO","NO","MASCULINO","PRIMERA INFANCIA 0 - 5","Colombia","NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Casanare","VILLANUEVA","DIRECCIÓN SECCIONAL DE CASANARE","HOMICIDIO CULPOSO","HOMICIDIO CULPOSO ART. 109 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","2"
"SI","NO","NO","INACTIVO","QUERELLABLE","2015","2015","2015","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","FE PUBLICA","FALSEDAD PERSONAL. ART. 296 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","243"
"SI","NO","NO","INACTIVO","QUERELLABLE","2013","2013","2013","Ley 906","Colombia","Risaralda","PEREIRA","DIRECCIÓN SECCIONAL DE RISARALDA","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","35"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Santander","BUCARAMANGA","DIRECCIÓN SECCIONAL DE SANTANDER","DELITOS INFORMATICOS","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","3"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","Bolívar","CARTAGENA","DIRECCIÓN SECCIONAL DE BOLÍVAR","ESTAFA","ESTAFA. ART. 246 C.P.","NO","NO","NO","NO","NO","FEMENINO","JUVENTUD 18 - 28","Colombia","NO","38"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2019","2019","2019","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HURTO","HURTO ART. 239 C.P. MENOR CUANTIA","SI","SI","NO","SI","SI","FEMENINO","JUVENTUD 18 - 28","Colombia","NO","1"
"SI","NO","NO","INACTIVO","QUERELLABLE","2014","2014","2014","Ley 906","Colombia","Caldas","VILLAMARÍA","DIRECCIÓN SECCIONAL DE CALDAS","INJURIA Y CALUMNIA","INJURIA INDIRECTA ART. 222 CP.P","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","1"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2021","2021","2021","Ley 1098","Colombia","Santander","GIRÓN","DIRECCIÓN SECCIONAL DE SANTANDER","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","SI","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Cundinamarca","VILLETA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","AMENAZAS","AMENAZAS ART. 347 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","1"
"SI","NO","NO","ACTIVO","QUERELLABLE","2022","2022","2022","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","LESIONES PERSONALES","DE LAS LESIONES PERSONALES","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","52"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","183"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","EXTORSION","EXTORSION. ART. 244 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","314"
"SI","NO","NO","ACTIVO","JUICIO","2012","2012","2012","Ley 906","Colombia","Cundinamarca","GIRARDOT","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","FALSEDAD EN DOCUMENTO","FALSEDAD EN DOCUMENTO PRIVADO. ART. 289 C.P.","SI","NO","NO","SI","NO","FEMENINO","SIN DATO","Colombia","NO","1"
"SI","NO","NO","INACTIVO","QUERELLABLE","2020","2020","2020","Ley 906","Colombia","Norte de Santander","CÚCUTA","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","LESIONES PERSONALES","DE LAS LESIONES PERSONALES","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","5"
"SI","NO","NO","ACTIVO","QUERELLABLE","2020","2020","2018","Ley 906","Colombia","Santander","GIRÓN","DIRECCIÓN SECCIONAL DE SANTANDER","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","2"
"SI","NO","NO","ACTIVO","QUERELLABLE","2022","2022","2022","Ley 906","Colombia","Boyaca","DUITAMA","DIRECCIÓN SECCIONAL DE BOYACÁ","PATRIMONIO ECONOMICO","DAÑO EN BIEN AJENO. ART. 265 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","13"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","Antioquia","ENVIGADO","DIRECCIÓN SECCIONAL DE MEDELLÍN","ESTAFA","ESTAFA. ART. 246 C.P.","NO","NO","NO","NO","NO","FEMENINO","JUVENTUD 18 - 28","Colombia","NO","20"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","Caldas","LA DORADA","DIRECCIÓN SECCIONAL DE CALDAS","HURTO","HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","5"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2012","2012","2012","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","AMENAZAS","AMENAZAS ART. 347 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","188"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2012","2012","2012","Ley 906","Colombia","Huila","NEIVA","DIRECCIÓN SECCIONAL DE HUILA","HURTO","HURTO CALIFICADO ART. 240 C.P.  DE AUTOMOTOR MAYOR CUANTIA","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2012","2012","2012","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HURTO","HURTO MENOR CUANTIA. ART. 239 C.P. AGRAVADO POR LA DESTREZA ART. 241 C.P. N.10","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","4"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADOLESCENTE 14 - 17","Colombia","NO","436"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2012","2012","2010","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN ESPECIALIZADA CONTRA LAS VIOLACIONES A LOS DERECHOS HUMANOS","DESAPARICION FORZADA","DESAPARICION FORZADA ART. 165 C.P.","NO","NO","SI","NO","NO",,"SIN DATO","Colombia","NO","2"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","Santander","PUERTO WILCHES","DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO","AMENAZAS","AMENAZAS ART. 347 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","18"
"SI","NO","NO","ACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","La Guajira","RIOHACHA","DIRECCIÓN SECCIONAL DE LA GUAJIRA","ESTAFA","ESTAFA. ART. 246 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","1"
"SI","NO","NO","INACTIVO","QUERELLABLE","2017","2017","2017","Ley 906","Colombia","Cauca","MIRANDA","DIRECCIÓN SECCIONAL DE CAUCA","LESIONES PERSONALES","LESIONES PERSONALES CON INCAPACIDAD MENOR 60 DIAS","NO","NO","NO","NO","NO","FEMENINO","JUVENTUD 18 - 28","Colombia","NO","4"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","Norte de Santander","CÚCUTA","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.AGRAVADO POR TRATARSE DE MENOR, MUJER, ANCIANO O DISCAPACITADO","NO","NO","NO","NO","NO","MASCULINO","PRIMERA INFANCIA 0 - 5","Colombia","NO","2"
"SI","NO","NO","ACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","122"
"SI","NO","NO","INACTIVO","QUERELLABLE","2012","2012","2012","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","61"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","DELITOS SEXUALES","ACOSO SEXUAL ART. 210A","NO","NO","SI","NO","NO","FEMENINO","SIN DATO","Colombia","NO","6"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","EXTORSION","EXTORSION. ART. 244 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","7"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","EXTORSION","EXTORSION. ART. 244 C.P MENOR CUANTIA","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59",,"NO","3"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2014","2014","2014","Ley 906","Colombia","Antioquia","AMAGÁ","DIRECCIÓN SECCIONAL DE ANTIOQUIA","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","SI","SI","NO","NO","SI","MASCULINO","ADULTEZ 29 - 59","Colombia","SI","1"
"SI","NO","SI","INACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Valle del Cauca","PALMIRA","DIRECCIÓN SECCIONAL DE CALI","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","NO","NO","NO","NO","NO","MASCULINO","JUVENTUD 18 - 28",,"NO","3"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","Valle del Cauca","PALMIRA","DIRECCIÓN SECCIONAL DE CALI","HURTO","HURTO CALIFICADO MENOR CUANTIA ART. 240 C.P.  AGRAVADO POR LA DESTREZA ART. 241 C.P. N.10","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","48"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Norte de Santander","CÚCUTA","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","ESTAFA","ESTAFA. ART. 246 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","9"
"SI","NO","NO","INACTIVO","QUERELLABLE","2013","2013","2013","Ley 906","Colombia","Huila","LA PLATA","DIRECCIÓN SECCIONAL DE HUILA","HURTO","HURTO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","26"
"SI","NO","NO","INACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","Antioquia","ALEJANDRÍA","DIRECCIÓN SECCIONAL DE ANTIOQUIA","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","2"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","626"
"SI","NO","NO","ACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","Casanare","AGUAZUL","DIRECCIÓN SECCIONAL DE CASANARE","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","4"
"SI","NO","NO","INACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","Atlántico","CAMPO DE LA CRUZ","DIRECCIÓN SECCIONAL DE ATLÁNTICO","HURTO","HURTO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","MASCULINO","SIN DATO",,"NO","1"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Cundinamarca","MOSQUERA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59",,"SI","1"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2012","2012","2012","Ley 1098","Colombia","Santander","SOCORRO","DIRECCIÓN SECCIONAL DE SANTANDER","HURTO","HURTO. ART. 239 C.P.","SI","NO","NO","NO","NO","FEMENINO","JUVENTUD 18 - 28","Colombia","NO","1"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","Córdoba","CIÉNAGA DE ORO",,"VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","SI","NO","NO",,"SIN DATO","Colombia","NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Casanare","MANÍ","DIRECCIÓN SECCIONAL DE CASANARE","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","2"
"SI","NO","NO","INACTIVO","QUERELLABLE","2014","2014","2014","Ley 906","Colombia","Cesar","SAN ALBERTO","DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADOLESCENTE 14 - 17","Colombia","NO","1"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","Cundinamarca","MOSQUERA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","2"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2012","2012","2012","Ley 906","Colombia","Santander","BUCARAMANGA","DIRECCIÓN SECCIONAL DE SANTANDER","ESTAFA","ESTAFA. ART. 246 C.P.","NO","NO","NO","NO","NO",,"ADULTEZ 29 - 59","Colombia","NO","1"
"SI","NO","NO","ACTIVO","QUERELLABLE","2019","2019","2019","Ley 906","Colombia","Magdalena","EL BANCO","DIRECCIÓN SECCIONAL DE MAGDALENA","LESIONES PERSONALES","LESIONES PERSONALES SIN SECUELAS","NO","NO","NO","NO","NO","MASCULINO","ADULTO MAYOR DE 60","Colombia","NO","4"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","FEMINICIDIO","FEMINICIDIO ART. 104A C.P.","NO","NO","NO","NO","NO","FEMENINO","JUVENTUD 18 - 28","Colombia","NO","5"
"SI","NO","NO","ACTIVO","QUERELLABLE","2014","2014","2014","Ley 906","Colombia","Cauca","POPAYÁN","DIRECCIÓN SECCIONAL DE CAUCA","ESTAFA","ESTAFA. ART. 246 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","12"
"SI","NO","NO","INACTIVO","JUICIO","2016","2016","2016","Ley 906","Colombia","Huila","ISNOS","DIRECCIÓN SECCIONAL DE HUILA","HURTO","HURTO ART. 239 C.P. MENOR CUANTIA","SI","NO","NO","SI","NO","FEMENINO","JUVENTUD 18 - 28","Colombia","NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","Santander","PIEDECUESTA","DIRECCIÓN SECCIONAL DE SANTANDER","HURTO","HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","FEMENINO","ADOLESCENTE 14 - 17",,"NO","1"
"NO","NO","NO","INACTIVO","QUERELLABLE","2015","2015","2015","Ley 906","Colombia","Meta","ACACÍAS","DIRECCIÓN SECCIONAL DE META","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","SI","NO","NO","FEMENINO","SIN DATO","Colombia","NO","4"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2021","2021","2021","Ley 1098","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","DELITOS SEXUALES","ACCESO CARNAL ABUSIVO CON MENOR DE CATORCE AÑOS. ART. 208 C.P.","NO","NO","NO","NO","NO","FEMENINO","PRE-ADOLESCENTE 12 - 13",,"NO","14"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Valle del Cauca","PALMIRA","DIRECCIÓN SECCIONAL DE CALI","HURTO","HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO",,"SIN DATO","Colombia","NO","71"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Magdalena","SANTA MARTA",,"HURTO","HURTO CALIFICADO ART. 240 C.P.  DE AUTOMOTOR MAYOR CUANTIA","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","1"
"SI","NO","NO","ACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","Bolívar","CARTAGENA","DIRECCIÓN SECCIONAL DE BOLÍVAR","ESTAFA","ESTAFA. ART. 246 C.P.  MENOR CUANTIA AGRAVADA CUANDO LA ESTAFA SE REALICE POR INDUCCION A ERROR ART. 247 C.P. N.2","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","16"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","Antioquia","ENVIGADO","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","79"
"SI","NO","NO","ACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","Cauca","SANTANDER DE QUILICHAO","DIRECCIÓN SECCIONAL DE CAUCA","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","FEMENINO","JUVENTUD 18 - 28","Colombia","NO","16"
"SI","NO","NO","INACTIVO","QUERELLABLE","2010","2010","2010","Ley 906","Colombia","Córdoba","MOÑITOS","DIRECCIÓN SECCIONAL DE CÓRDOBA","LESIONES PERSONALES","LESIONES PERSONALES SIN SECUELAS","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","1"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO","HURTO. ART. 239 C.P. AGRAVADO POR ESTABLECIMIENTO PUBLICO ART. 241 C.P. N.11","NO","NO","NO","NO","NO",,"SIN DATO",,"NO","53"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Risaralda","DOSQUEBRADAS","DIRECCIÓN SECCIONAL DE RISARALDA","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","25"
"SI","NO","NO","INACTIVO","QUERELLABLE","2012","2012","2012","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTO MAYOR DE 60","Colombia","NO","36"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Casanare","YOPAL","DIRECCIÓN SECCIONAL DE CASANARE","HURTO","HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","94"
"NO","NO","NO","INACTIVO","QUERELLABLE","2022","2022","2022","Ley 906","Colombia","Cundinamarca","LA VEGA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","FE PUBLICA","FALSEDAD PERSONAL. ART. 296 C.P.","NO","NO","SI","NO","NO","FEMENINO","SIN DATO",,"NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2016","Ley 906","Colombia","La Guajira","RIOHACHA","DIRECCIÓN SECCIONAL DE LA GUAJIRA","HURTO","HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","FEMENINO","JUVENTUD 18 - 28","Colombia","NO","1"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","Casanare","LA SALINA","DIRECCIÓN SECCIONAL DE CASANARE","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","NO","NO","SI","NO","NO","MASCULINO","SIN DATO","Colombia","NO","5"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2022","2022","2021","Ley 906","Colombia","Cauca","POPAYÁN","DIRECCIÓN SECCIONAL DE CAUCA","FALSEDAD EN DOCUMENTO","FALSEDAD EN DOCUMENTO PRIVADO. ART. 289 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO",,"NO","2"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Nariño","PASTO","DIRECCIÓN SECCIONAL DE NARIÑO","SEGURIDAD PUBLICA","INCENDIO ART. 350 C.P.","NO","NO","SI","NO","NO","MASCULINO","SIN DATO","Colombia","NO","1"
