País,Código ISO país,Oficina de registro,Grupo edad,Edad (años),Área Conocimiento,Sub Area Conocimiento,Nivel Académico,Estado civil,Género,Etnia de la persona,Estatura (CM),Localización,Cantidad de personas
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,153,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,134,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,130,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,143,"(37.09024, -95.712891)",1
FRANCIA,FRA,C. PARIS,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,145,"(46.227638, 2.213749)",1
HONDURAS,HND,C. TEGUCIGALPA,ADULTO JOVEN,18,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES",NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(15.199999, -86.241905)",1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,140,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. VALENCIA ESP,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,OTRO,162,"(40.463667, -3.74922)",1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,138,"(-38.416097, -63.616672)",1
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,18,NO INDICA,NO INDICA,PREGRADO - TÉCNICO PROFESIONAL,SOLTERO,FEMENINO,NINGUNA,153,"(55.378051, -3.435973)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,155,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,155,"(40.463667, -3.74922)",1
CURAÇAO,CUW,C. WILLEMSTAD,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,167,"(12.16957, -68.990021)",1
VENEZUELA,VEN,C. SAN ANT DE TACHIRA,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,-1,"(6.42375, -66.58973)",1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,156,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. CARACAS,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,145,"(6.42375, -66.58973)",1
FRANCIA,FRA,C. PARIS,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,OTRO,155,"(46.227638, 2.213749)",1
MEXICO,MEX,C. MEXICO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(23.634501, -102.552784)",2
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,156,"(40.463667, -3.74922)",2
VENEZUELA,VEN,C. MARACAIBO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,150,"(6.42375, -66.58973)",1
CURAÇAO,CUW,C. WILLEMSTAD,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,AFRODESCENDIENTE,-1,"(12.16957, -68.990021)",1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,NINGUNA,175,"(-38.416097, -63.616672)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,133,"(40.463667, -3.74922)",2
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO JOVEN,18,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",1
ECUADOR,ECU,C. ESMERALDAS,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,151,"(-1.831239, -78.183406)",1
PANAMA,PAN,C. PANAMA,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,-1,"(8.537981, -80.782127)",1
FRANCIA,FRA,C. PARIS,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,158,"(46.227638, 2.213749)",1
ARUBA,ABW,C. ARUBA,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,165,"(12.52111, -69.968338)",1
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,OTRO,145,"(55.378051, -3.435973)",1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,-1,"(56.130366, -106.346771)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,132,"(40.463667, -3.74922)",1
SUIZA,CHE,C. BERNA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(46.818188, 8.227512)",4
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,18,BELLAS ARTES,MÚSICA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. PUERTO ORDAZ,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,149,"(6.42375, -66.58973)",1
PANAMA,PAN,C. COLON,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(8.537981, -80.782127)",1
COSTA RICA,CRI,C. SAN JOSE,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,153,"(9.748917, -83.753428)",1
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,165,"(55.378051, -3.435973)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,-1,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. BILBAO,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,158,"(40.463667, -3.74922)",1
VENEZUELA,VEN,C. SAN CRISTOBAL,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,160,"(6.42375, -66.58973)",1
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,150,"(-1.831239, -78.183406)",1
PANAMA,PAN,C. COLON,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,-1,"(8.537981, -80.782127)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,160,"(40.463667, -3.74922)",1
CANADA,CAN,C. VANCOUVER,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,142,"(56.130366, -106.346771)",1
ESPAÑA,ESP,C. SEVILLA,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,OTRO,-1,"(40.463667, -3.74922)",1
CHILE,CHL,C. ANTOFAGASTA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,135,"(-35.675147, -71.542969)",2
CANADA,CAN,C. CALGARY,ADULTO JOVEN,18,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA CIVIL Y AFINES,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(56.130366, -106.346771)",1
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,OTRO,140,"(55.378051, -3.435973)",1
SUIZA,CHE,C. BERNA,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,-1,"(46.818188, 8.227512)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,149,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,145,"(40.463667, -3.74922)",1
VENEZUELA,VEN,C. MERIDA VEN,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,154,"(6.42375, -66.58973)",1
FRANCIA,FRA,C. PARIS,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,153,"(46.227638, 2.213749)",2
ESPAÑA,ESP,C. BILBAO,ADULTO JOVEN,18,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA ELÉCTRICA Y AFINES,NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(40.463667, -3.74922)",1
FRANCIA,FRA,C. PARIS,ADULTO JOVEN,18,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES",NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(46.227638, 2.213749)",1
COSTA RICA,CRI,C. SAN JOSE,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,OTRO,150,"(9.748917, -83.753428)",2
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,146,"(6.42375, -66.58973)",1
VENEZUELA,VEN,C. MARACAIBO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,150,"(6.42375, -66.58973)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,166,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. BILBAO,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,160,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,"INGENIERÍA, ARQUITECTURA Y AFINES",OTRAS INGENIERÍAS,NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. VALENCIA ESP,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,OTRO,140,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NINGUNA,NINGUNA,NINGUNO,SOLTERO,FEMENINO,NINGUNA,-1,"(40.463667, -3.74922)",1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,155,"(56.130366, -106.346771)",1
VENEZUELA,VEN,C. CARACAS,ADULTO JOVEN,18,CIENCIAS DE LA SALUD,MEDICINA,POSTGRADO - ESPECIALIZACIÓN,SOLTERO,MASCULINO,OTRO,160,"(6.42375, -66.58973)",1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,131,"(37.09024, -95.712891)",1
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,AFRODESCENDIENTE,-1,"(55.378051, -3.435973)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,150,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,18,CIENCIAS DE LA SALUD,OTRO PROGRAMA DE SALUD,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(37.09024, -95.712891)",1
NORUEGA,NOR,C. OSLO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,150,"(60.472024, 8.468946)",1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,162,"(56.130366, -106.346771)",1
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,18,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN,NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(55.378051, -3.435973)",1
VENEZUELA,VEN,C. SAN ANT DE TACHIRA,ADULTO JOVEN,18,CIENCIAS DE LA SALUD,ENFERMERÍA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(6.42375, -66.58973)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,157,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,166,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. VALENCIA ESP,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,154,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. SEVILLA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,155,"(40.463667, -3.74922)",1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,165,"(56.130366, -106.346771)",1
LIBANO,LBN,C. BEIRUT,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,150,"(33.854721, 35.862285)",1
VENEZUELA,VEN,C. SAN CRISTOBAL,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,OTRO,123,"(6.42375, -66.58973)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,143,"(40.463667, -3.74922)",1
PAISES BAJOS,NLD,C. AMSTERDAM,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(52.132633, 5.291266)",1
MEXICO,MEX,C. GUADALAJARA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,132,"(23.634501, -102.552784)",1
ECUADOR,ECU,C. GUAYAQUIL,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,160,"(-1.831239, -78.183406)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,OTRO,149,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. PUERTO LA CRUZ,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,148,"(6.42375, -66.58973)",1
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,OTRO,-1,"(55.378051, -3.435973)",1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,140,"(56.130366, -106.346771)",1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,167,"(56.130366, -106.346771)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,142,"(40.463667, -3.74922)",1
ITALIA,ITA,C. ROMA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,155,"(41.87194, 12.56738)",2
BRASIL,BRA,C. BRASILIA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(-14.235004, -51.92528)",1
VENEZUELA,VEN,C. CARACAS,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,107,"(6.42375, -66.58973)",1
RUSIA,RUS,C. MOSCU,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(0.0, 0.0)",1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,OTRO,-1,"(56.130366, -106.346771)",1
VENEZUELA,VEN,C. MARACAIBO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,DESCONOCIDO,MASCULINO,NINGUNA,160,"(6.42375, -66.58973)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,18,NO INDICA,NO INDICA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(37.09024, -95.712891)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,162,"(51.165691, 10.451526)",1
ESPAÑA,ESP,C. BILBAO,ADULTO JOVEN,18,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ECONOMÍA,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,155,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,151,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. SAN ANT DE TACHIRA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,OTRO,154,"(6.42375, -66.58973)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,OTRO,155,"(40.463667, -3.74922)",1
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,154,"(-1.831239, -78.183406)",1
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,152,"(55.378051, -3.435973)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,135,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,OTRO,155,"(40.463667, -3.74922)",1
TAILANDIA,THA,C. BANGKOK,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,176,"(15.870032, 100.992541)",1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,168,"(56.130366, -106.346771)",1
CANADA,CAN,C. CALGARY,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,OTRO,140,"(56.130366, -106.346771)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,152,"(40.463667, -3.74922)",2
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,140,"(-1.831239, -78.183406)",1
VENEZUELA,VEN,C. SAN ANT DE TACHIRA,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,157,"(6.42375, -66.58973)",1
ALEMANIA,DEU,C. BERLIN,ADULTO JOVEN,18,BELLAS ARTES,MÚSICA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,160,"(51.165691, 10.451526)",1
EL SALVADOR,SLV,C. SAN SALVADOR,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(13.794185, -88.89653)",1
DINAMARCA,DNK,C. ESTOCOLMO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(56.26392, 9.501785)",1
BRASIL,BRA,C. BRASILIA,ADULTO JOVEN,18,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES",NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(-14.235004, -51.92528)",1
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,150,"(55.378051, -3.435973)",1
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,OTRO,165,"(55.378051, -3.435973)",1
AUSTRALIA,AUS,C. CANBERRA,ADULTO JOVEN,18,CIENCIAS DE LA SALUD,MEDICINA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(-25.274398, 133.775136)",1
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,18,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(55.378051, -3.435973)",1
VENEZUELA,VEN,C. MERIDA VEN,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,140,"(6.42375, -66.58973)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,COCINA Y CULINARIA,NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(40.463667, -3.74922)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,OTRO,164,"(51.165691, 10.451526)",1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,CASADO,MASCULINO,NINGUNA,175,"(-38.416097, -63.616672)",1
ESPAÑA,ESP,C. BILBAO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,154,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,OTRO,176,"(40.463667, -3.74922)",1
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,164,"(-1.831239, -78.183406)",1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,133,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,-1,"(40.463667, -3.74922)",2
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,OTRO,57,"(-35.675147, -71.542969)",1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,130,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. PALMA DE MALLORCA,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,145,"(40.463667, -3.74922)",1
MEXICO,MEX,C. MEXICO,ADULTO JOVEN,18,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,135,"(23.634501, -102.552784)",2
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,18,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,145,"(55.378051, -3.435973)",1
ESPAÑA,ESP,C. SEVILLA,ADULTO JOVEN,18,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,171,"(40.463667, -3.74922)",1
