"bancarizado","codigodepartamentoatencion","codigomunicipioatencion","discapacidad","estadobeneficiario","etnia","fechainscripcionbeneficiario","genero","nivelescolaridad","nombredepartamentoatencion","nombremunicipioatencion","pais","tipoasignacionbeneficio","tipobeneficio","tipodocumento","tipopoblacion","rangobeneficioconsolidadoasignado","rangoultimobeneficioasignado","fechaultimobeneficioasignado","rangoedad","titular","cantidaddebeneficiarios"
"SI","70","70233","NO","ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","EL ROBLE","ND","MONETARIO","ND","CC","UNIDOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70233","NO","ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","EL ROBLE","ND","MONETARIO","ND","CC","UNIDOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70233","NO","ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","EL ROBLE","ND","MONETARIO","ND","CC","UNIDOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70233","NO","ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","EL ROBLE","ND","MONETARIO","ND","CC","UNIDOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70233","NO","ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","EL ROBLE","ND","MONETARIO","ND","CC","UNIDOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70233","NO","ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","EL ROBLE","ND","MONETARIO","ND","CC","UNIDOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70233","NO","ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","EL ROBLE","ND","MONETARIO","ND","CC","UNIDOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70233","NO","ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","EL ROBLE","ND","MONETARIO","ND","CC","UNIDOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70233","NO","ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","EL ROBLE","ND","MONETARIO","ND","CC","UNIDOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70233","NO","ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","EL ROBLE","ND","MONETARIO","ND","CC","UNIDOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70233","NO","ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","EL ROBLE","ND","MONETARIO","ND","CC","UNIDOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70233","NO","ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","EL ROBLE","ND","MONETARIO","ND","CC","UNIDOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70233","NO","ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","EL ROBLE","ND","MONETARIO","ND","CC","UNIDOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70233","NO","ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","EL ROBLE","ND","MONETARIO","ND","CC","UNIDOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70233","NO","ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","EL ROBLE","ND","MONETARIO","ND","CC","UNIDOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70233","NO","ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","EL ROBLE","ND","MONETARIO","ND","CC","UNIDOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","70","70001","NO","ACTIVO","ND","2012-11-01","Hombre","SECUNDARIA","SUCRE","SINCELEJO","ND","ND","EDUCACIÓN SECUNDARIA","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","13"
"NO","70","70820","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2012-11-01","Mujer","PRIMARIA","SUCRE","SANTIAGO DE TOLU","ND","ND","EDUCACIÓN PRIMARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","5"
"ND","70","70823","ND","NO ACTIVO","INDIGENA","2013-08-01","Hombre","ND","SUCRE","TOLU VIEJO","Colombia","ND","ND","CC","INDIGENAS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"ND","70","70713","ND","ACTIVO","AFROCOLOMBIANO – NEGRO","2013-01-01","Hombre","ND","SUCRE","SAN ONOFRE","Colombia","ND","ND","CC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","3"
"NO","70","70713","NO","ACTIVO","ND","2014-04-01","Hombre","TRANSICION","SUCRE","SAN ONOFRE","ND","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","2"
"NO","70","70508","NO","ACTIVO","ND","2013-11-01","Hombre","ND","SUCRE","OVEJAS","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"ND","70","70713","ND","ACTIVO","AFROCOLOMBIANO – NEGRO","2013-01-01","Mujer","ND","SUCRE","SAN ONOFRE","Colombia","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","70","70265","NO","ACTIVO","ND","2012-12-01","Hombre","SECUNDARIA","SUCRE","GUARANDA","ND","ND","EDUCACIÓN SECUNDARIA","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","66"
"NO","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","PRIMARIA","SUCRE","LOS PALMITOS","ND","ND","EDUCACIÓN PRIMARIA","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","95"
"NO","70","70235","NO","NO ACTIVO","ND","2013-11-01","Mujer","ND","SUCRE","GALERAS","ND","MONETARIO","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2017-01-01","18-29","SI","1"
"NO","70","70523","NO","ACTIVO","INDIGENA","2013-02-01","Mujer","PRIMARIA","SUCRE","PALMITO","ND","ND","EDUCACIÓN PRIMARIA","RC","INDIGENAS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","143"
"NO","70","70400","NO","ACTIVO","ND","2012-10-01","Mujer","SECUNDARIA","SUCRE","LA UNION","ND","ND","EDUCACIÓN SECUNDARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"ND","70","70670","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","SAMPUES","ND","MONETARIO","NUTRICIÓN","CC","SISBEN","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","70","70265","NO","ACTIVO","ND","2013-02-01","Hombre","ND","SUCRE","GUARANDA","ND","ND","ND","CC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","70","70742","NO","ACTIVO","ND","2015-09-01","Hombre","TRANSICION","SUCRE","SAN LUIS DE SINCE","ND","ND","TRANSICIÓN","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"SI","70","70713","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2015-11-01","Mujer","ND","SUCRE","SAN ONOFRE","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","70","70001","NO","ACTIVO","ND","2015-06-01","Hombre","ND","SUCRE","SINCELEJO","Colombia","MONETARIO","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2018-01-01","18-29","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-11-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-11-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-11-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70820","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2012-11-01","Mujer","ND","SUCRE","SANTIAGO DE TOLU","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","70","70713","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2013-01-01","Mujer","PRIMARIA","SUCRE","SAN ONOFRE","ND","ND","EDUCACIÓN PRIMARIA","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","52"
"NO","70","70001","NO","ACTIVO","INDIGENA","2012-10-01","Hombre","SECUNDARIA","SUCRE","SINCELEJO","ND","ND","ND","TI","INDIGENAS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"ND","70","70713","ND","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","SAN ONOFRE","Colombia","MONETARIO","ND","CC","SISBEN","> 6.000.001","0 - 1.300.000","2018-01-01","50-65","SI","1"
"ND","70","70508","ND","ACTIVO","ND","2013-01-01","ND","ND","SUCRE","OVEJAS","169","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"ND","70","70001","ND","ACTIVO","INDIGENA","2013-08-01","Mujer","ND","SUCRE","SINCELEJO","Colombia","MONETARIO","ND","CC","INDIGENAS","0 - 1.500.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"SI","70","70717","NO","ACTIVO","ND","2013-10-01","Mujer","ND","SUCRE","SAN PEDRO","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70717","NO","ACTIVO","ND","2013-10-01","Mujer","ND","SUCRE","SAN PEDRO","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70717","NO","ACTIVO","ND","2013-10-01","Mujer","ND","SUCRE","SAN PEDRO","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","70","70823","NO","ACTIVO","ND","2018-02-01","Hombre","TRANSICION","SUCRE","TOLU VIEJO","ND","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","70","70001","NO","NO ACTIVO","INDIGENA","2012-10-01","Mujer","ND","SUCRE","SINCELEJO","Colombia","MONETARIO","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2016-01-01","50-65","SI","1"
"SI","70","70670","NO","ACTIVO","INDIGENA","2013-01-01","Mujer","ND","SUCRE","SAMPUES","ND","MONETARIO","ND","CC","INDIGENAS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"NO","70","70820","NO","ACTIVO","ND","2016-07-01","Mujer","ND","SUCRE","SANTIAGO DE TOLU","ND","ND","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01",">65","NO","1"
"SI","70","70678","NO","ACTIVO","ND","2013-01-01","Hombre","ND","SUCRE","SAN BENITO ABAD","ND","MONETARIO","ND","CC","UNIDOS","> 6.000.001","0 - 1.300.000","2018-01-01",">65","SI","1"
"NO","70","70265","NO","ACTIVO","ND","2014-02-01","Mujer","PRIMARIA","SUCRE","GUARANDA","ND","ND","ND","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"ND","70","70713","ND","ACTIVO","ND","2015-10-01","Hombre","ND","SUCRE","SAN ONOFRE","Colombia","MONETARIO","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"ND","70","70508","ND","ACTIVO","AFROCOLOMBIANO – NEGRO","2013-01-01","Hombre","ND","SUCRE","OVEJAS","Colombia","ND","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","70","70523","NO","ACTIVO","INDIGENA","2014-09-01","Hombre","ND","SUCRE","PALMITO","Colombia","ND","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","30-49","SI","1"
"NO","70","70001","NO","NO ACTIVO","ND","2012-10-01","Hombre","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","NO","1"
"NO","70","70001","NO","NO ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SINCELEJO","ND","ND","ND","CC","SISBEN","0 - 1.500.000","0 - 1.300.000","2015-01-01","50-65","SI","2"
"SI","70","70265","NO","NO ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","GUARANDA","Colombia","MONETARIO","ND","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000","2016-01-01",">65","SI","1"
"NO","70","70670","NO","ACTIVO","INDIGENA","2013-01-01","Mujer","ND","SUCRE","SAMPUES","ND","MONETARIO","ND","CC","UNIDOS","1.500.001 - 3.000.000","0 - 1.300.000","2016-01-01","30-49","NO","1"
"NO","70","70001","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","SINCELEJO","COLOMBIA","MONETARIO","ND","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"ND","70","70508","ND","ACTIVO","ND","2013-01-01","ND","ND","SUCRE","OVEJAS","169","MONETARIO","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"ND","70","70473","ND","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","MORROA","Colombia","MONETARIO","ND","CC","SISBEN","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70508","NO","ACTIVO","ND","2013-10-01","Hombre","ND","SUCRE","OVEJAS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70508","NO","ACTIVO","ND","2013-10-01","Hombre","ND","SUCRE","OVEJAS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","70","70124","NO","NO ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","CAIMITO","ND","ND","ND","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","96"
"ND","70","70001","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","SINCELEJO","ND","ND","EDUCACIÓN SECUNDARIA","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","5"
"NO","70","70678","NO","ACTIVO","ND","2015-01-01","Hombre","TRANSICION","SUCRE","SAN BENITO ABAD","ND","ND","TRANSICIÓN","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"SI","70","70717","NO","NO ACTIVO","ND","2013-01-01","Hombre","ND","SUCRE","SAN PEDRO","ND","MONETARIO","ND","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","2015-01-01","18-29","SI","1"
"ND","70","70230","ND","ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","CHALAN","Colombia","MONETARIO","NUTRICIÓN","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","70","70001","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"NO","70","70001","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"NO","70","70001","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"NO","70","70001","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"NO","70","70001","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"NO","70","70001","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"NO","70","70001","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"NO","70","70001","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"NO","70","70001","NO","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"NO","70","70820","NO","ACTIVO","ND","2014-10-01","Hombre","SECUNDARIA","SUCRE","SANTIAGO DE TOLU","ND","ND","EDUCACIÓN SECUNDARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"SI","70","70215","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","COROZAL","ND","MONETARIO","ND","CC","SISBEN","> 6.000.001","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70215","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","COROZAL","ND","MONETARIO","ND","CC","SISBEN","> 6.000.001","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70215","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","COROZAL","ND","MONETARIO","ND","CC","SISBEN","> 6.000.001","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70215","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","COROZAL","ND","MONETARIO","ND","CC","SISBEN","> 6.000.001","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70215","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","COROZAL","ND","MONETARIO","ND","CC","SISBEN","> 6.000.001","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70215","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","COROZAL","ND","MONETARIO","ND","CC","SISBEN","> 6.000.001","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70215","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","COROZAL","ND","MONETARIO","ND","CC","SISBEN","> 6.000.001","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70215","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","COROZAL","ND","MONETARIO","ND","CC","SISBEN","> 6.000.001","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70215","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","COROZAL","ND","MONETARIO","ND","CC","SISBEN","> 6.000.001","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70215","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","COROZAL","ND","MONETARIO","ND","CC","SISBEN","> 6.000.001","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70215","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","COROZAL","ND","MONETARIO","ND","CC","SISBEN","> 6.000.001","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70215","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","COROZAL","ND","MONETARIO","ND","CC","SISBEN","> 6.000.001","0 - 1.300.000","2018-01-01","50-65","SI","1"
"ND","70","70230","ND","ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","CHALAN","Colombia","MONETARIO","NUTRICIÓN","CC","UNIDOS","> 6.000.001","0 - 1.300.000","2018-01-01","30-49","SI","1"
"ND","70","70508","ND","ACTIVO","ND","2013-01-01","ND","ND","SUCRE","OVEJAS","169","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"NO","70","70235","NO","ACTIVO","ND","2016-06-01","Hombre","PRIMARIA","SUCRE","GALERAS","ND","ND","EDUCACIÓN PRIMARIANUTRICIÓN MENOR","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","70","70713","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2017-02-01","Hombre","SECUNDARIA","SUCRE","SAN ONOFRE","Colombia","ND","EDUCACIÓN SECUNDARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"ND","70","70713","ND","NO ACTIVO","AFROCOLOMBIANO – NEGRO","2013-01-01","Mujer","ND","SUCRE","SAN ONOFRE","Colombia","ND","ND","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","70","70215","SI","ACTIVO","ND","2012-10-01","Hombre","SECUNDARIA","SUCRE","COROZAL","ND","ND","ND","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"ND","70","70670","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","SAMPUES","Colombia","MONETARIO","NUTRICIÓN","CC","UNIDOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","70","70523","NO","ACTIVO","INDIGENA","2018-06-01","Mujer","TRANSICION","SUCRE","PALMITO","ND","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","INDIGENAS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","2"
"SI","70","70713","NO","NO ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","SAN ONOFRE","ND","MONETARIO","ND","CC","ND","1.500.001 - 3.000.000","0 - 1.300.000","2014-01-01",">65","SI","1"
,"70","70473","NO","ACTIVO","ND","2017-05-01","Mujer","SIN ESPECIFICAR","SUCRE","MORROA","ND","ND","NUTRICIÓN MENOR","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","70","70823","NO","NO ACTIVO","ND","2013-08-01","Mujer","ND","SUCRE","TOLU VIEJO","ND","MONETARIO","ND","TI","INDIGENAS","1.500.001 - 3.000.000","0 - 1.300.000","2016-01-01","18-29","SI","1"
"NO","70","70124","NO","NO ACTIVO","AFROCOLOMBIANO – NEGRO","2012-12-01","Hombre","SECUNDARIA","SUCRE","CAIMITO","ND","ND","ND","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","2"
"NO","70","70204","NO","ACTIVO","ND","2015-07-01","Hombre","ND","SUCRE","COLOSO","ND","ND","NUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"ND","70","70215","ND","NO ACTIVO","AFROCOLOMBIANO – NEGRO","2012-10-01","Hombre","ND","SUCRE","COROZAL","Colombia","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"SI","70","70124","NO","ACTIVO","ND","2012-12-01","Mujer","ND","SUCRE","CAIMITO","ND","MONETARIO","ND","CC","UNIDOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","2"
"ND","70","70820","NO","ACTIVO","ND","2012-11-01","Hombre","ND","SUCRE","SANTIAGO DE TOLU","ND","ND","EDUCACIÓN PRIMARIA","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","2"
"ND","70","70820","ND","ACTIVO","ND","2015-09-01","Mujer","ND","SUCRE","SANTIAGO DE TOLU","Colombia","MONETARIO","NUTRICIÓN","No Definido","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","70","70265","NO","ACTIVO","ND","2012-12-01","Hombre","ND","SUCRE","GUARANDA","ND","ND","ND","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","20"
"NO","70","70001","NO","NO ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2017-01-01",">65","SI","1"
"SI","70","70708","NO","ACTIVO","ND","2013-01-01","Hombre","ND","SUCRE","SAN MARCOS","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70708","NO","ACTIVO","ND","2013-01-01","Hombre","ND","SUCRE","SAN MARCOS","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70708","NO","ACTIVO","ND","2013-01-01","Hombre","ND","SUCRE","SAN MARCOS","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70708","NO","ACTIVO","ND","2013-01-01","Hombre","ND","SUCRE","SAN MARCOS","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","70","70678","NO","ACTIVO","ND","2016-05-01","Mujer","ND","SUCRE","SAN BENITO ABAD","ND","ND","NUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"SI","70","70717","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","SAN PEDRO","ND","MONETARIO","ND","CC","SISBEN","0 - 1.500.000","0 - 1.300.000","2016-01-01","50-65","NO","1"
"ND","70","70473","ND","ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","MORROA","Colombia","MONETARIO","NUTRICIÓN","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
