"clasificacion","codigo_dane","cons_sede","dane_sede","direccion","estado","nombre_establecimiento","nucleo","objectid","sector","sede_educativa","servicio","telefono","vigencia","x_magnamed","y_magnamed","point"
"Privado","305001024125","30500102412501","305001024125","CL 92 B 69 77","Activo","CENT EDUC MOMO","920","656","No Oficial","CENT EDUC MOMO","NO OFICIAL","2573227","2020","834168.36","1186990.33","POINT (-75.57582185129624 6.285019717124896)"
"Privado","305001023981","30500102398101","305001023981","CR 102 35AA 03","Activo","CENT EDUC HOG SAN RAFAEL","931","655","No Oficial","CENT EDUC HOG SAN RAFAEL","NO OFICIAL","2535357","2020","829430.81","1183028.56","POINT (-75.61862180899296 6.249200827230199)"
"Privado","305001023867","30500102386701","305001023867","CR 34 1 82","Activo","PREESC SOL NACIENTE","932","654","No Oficial","CENTRO EDUCATIVO SOL NACIENTE","NO OFICIAL","3123286","2020","835234.6087","1177621.3169","POINT (-75.56618811714209 6.200319536334342)"
"Privado","305001023859","30500102385901","305001023859","CL 56 54 26","Inactivo","INST EDUC BETHESDA","927","653","No Oficial","INST EDUC BETHESDA","NO OFICIAL","5132029","2020","834799.3","1183765.14","POINT (-75.57012103652238 6.255862567350059)"
"Privado","305001023794","30500102379401","305001023794","CL 52 78 B 49","Activo","CENT INF EL MAGO DE OZ","923","652","No Oficial","CENT INF EL MAGO DE OZ","NO OFICIAL","5061022","2020","832042.45","1184741.18","POINT (-75.59502821611525 6.264685594001)"
"Privado","305001023662","30500102366201","305001023662","CR 33 A 41 61","Activo","CENT EDUC LAZOS","926","651","No Oficial","CENTRO EDUCATIVO LAZOS","NO OFICIAL","217 32 57","2020","836109.61","1181701.18","POINT (-75.55828331626853 6.237203381188296)"
"Privado","305001023654","30500102365401","305001023654","CL 48 43 51","Activo","CENT DE CAPACITACION VICENTA MARIA","928","650","No Oficial","CENT DE CAPACITACION VICENTA MARIA","NO OFICIAL","2395080","2020","835447.1922","1182636.9361","POINT (-75.56426768700588 6.245663098153885)"
"Privado","305001023042","30500102304201","305001023042","CR 67 94 50","Activo","CENT EDUC PEQUENOS SALTARINES","920","649","No Oficial","CENT EDUC PEQUENOS SALTARINES","NO OFICIAL","2371310","2020","834595.6","1187418.12","POINT (-75.5719618029371 6.288887206132648)"
"Privado","305001022682","30500102268201","305001022682","CL 55 42 38","Activo","STUDIO SISTEMAS AGENCIA CRISTIANA DE SERVICIO Y EDUCACION","928","648","No Oficial","POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN","NO OFICIAL","2393442","2020","835857.0692","1183161.7904","POINT (-75.56056469905674 6.25040801096414)"
"Cobertura Contratada","305001024544","30500102454401","305001024544","CRA45 55 3","Activo","COL NUEVO CERVANTES CONOCER","928","647","No Oficial","COL NUEVO CERVANTES CONOCER","COBERTURA CONTRATADA","2934242","2020","835707.914","1183261.51","POINT (-75.56191221791919 6.251309532445883)"
"Cobertura Contratada","305001022666","30500102266601","305001022666","CL 56 41 87","Activo","COL EMPRESARIAL EDUCATIVO - CEMPED","927","646","No Oficial","COL EMPRESARIAL EDUCATIVO - CEMPED","COBERTURA CONTRATADA","2173444","2020","835921.14","1183212.99","POINT (-75.55998585513855 6.250870874411418)"
"Oficial - Sede Principal","305001022640","30500102264001","305001022640","CR 58 85 B 81","Activo","INST EDUC EL BOSQUE","918","645","Oficial","INST EDUC EL BOSQUE","OFICIAL","5160365","2020","835117.9048","1186421.6775","POINT (-75.5672427193081 6.279878938634348)"
"Cobertura Contratada","305001022631","30500102263101","305001022631","CL 52 39 50","Activo","CORP ESC EMPRESARIAL DE EDUCACION","928","644","No Oficial","CORP ESC EMPRESARIAL DE EDUCACION","COBERTURA CONTRATADA","2172690/2172690","2020","836047.8505","1182877.03","POINT (-75.55884113886877 6.247833625856193)"
"Privado","305001022615","30500102261501","305001022615","CL 48 38 50","Activo","COL BOLIVARIANO","928","643","No Oficial","COL BOLIVARIANO","NO OFICIAL","2396947","2020","835900.49","1182404.16","POINT (-75.56017248056735 6.243558671845159)"
"Privado","305001022607","30500102260701","305001022607","CR 42 47 82","Activo","INST FERRINI - SEDE CENTRO","928","642","No Oficial","INST FERRINI - SEDE CENTRO","NO OFICIAL","2165353","2020","835608.86","1182524.45","POINT (-75.56280713670236 6.244646167078828)"
"Privado","305001022569","30500102256901","305001022569","CR 101   47C 85","Inactivo","COL FUNDADORES EN ADMINISTRACION (AC)","931","641","No Oficial","COL FUNDADORES EN ADMINISTRACION (AC)","NO OFICIAL","4932203","2020","829659.81","1184141.42","POINT (-75.61655392964455 6.259261812547692)"
"Privado","305001022551","30500102255101","305001022551","CR 92DD 57F 41","Inactivo","COL BARRIO BLANQUIZAL EN ADMINISTRACION (AC)","931","640","No Oficial","COL BARRIO BLANQUIZAL EN ADMINISTRACION (AC)","NO OFICIAL","4383896","2020","830893.5821","1185897.8705","POINT (-75.60540860797386 6.275141926179457)"
"Cobertura Contratada","405001013912","40500101391201","405001013912","KOLIMETRO 3 VIA SANPEDREO","Activo","ESC POPULAR EUCARISTICA SANTA ANGELA","936","718","No Oficial","ESC POPULAR EUCARISTICA SANTA ANGELA","COBERTURA CONTRATADA","4260788","2020","832092.0735","1189124.641","POINT (-75.59458213347474 6.304314172060187)"
"Privado","305266001369","30526600136901","305266001369","CR 36 9 28","Activo","PREESC MIS GARABATOS","932","717","No Oficial","PREESCOLAR MIS GARABATOS","NO OFICIAL","2686012","2020","834736.4283","1176765.1852","POINT (-75.57068835464995 6.192579672126743)"
"Privado","305001024419","30500102441901","305001024419","CR 88 68 135","Activo","COL ANTARES","923","716","No Oficial","COLEGIO ANTARES INTELIGENCIAS MÚLTIPLES","NO OFICIAL","2642685","2020","832003.66","1186409.007","POINT (-75.59537954513912 6.279763515719335)"
"Privado","305001026106","30500102610601","305001026106","CR 42 16 A 163 SUR","Activo","LA CASA CENT INF Y DESARROLLO HUMANO","932","715","No Oficial","LA CASA CENTRO INFANTIL Y DESARROLLO HUMANO","NO OFICIAL","444 14 40","2020","834081.28","1176208.03","POINT (-75.57660645193266 6.187542628357107)"
"Privado","305001026076","30500102607601","305001026076","CR 83 42 16","Activo","CENT EDUC GIMNASIO CANTABRICO","930","714","No Oficial","C.E. GIMNASIO CANTÁBRICO","NO OFICIAL","416 35 86","2020","824915.25","1175863.44","POINT (-75.65940541123256 6.184419035773575)"
"Privado","305001026068","30500102606801","305001026068","CR 72 25 71","Activo","CENT EDUC PELÍCANOS","935","713","No Oficial","C.E. PELÍCANOS","NO OFICIAL","343 41 94","2020","832247.24","1180587.36","POINT (-75.59317600043589 6.227133206632359)"
"Privado","305001026041","30500102604101","305001026041","CL 12 SUR 25 163","Activo","COL HERALDOS DEL EVANGELIO","932","712","No Oficial","COL HERALDOS DEL EVANGELIO","NO OFICIAL","317 08 50","2020","835563.27","1176126.94","POINT (-75.56321919148773 6.186809664084057)"
"Privado","305001025894","30500102589401","305001025894","CR 78 A 89 A 18","Inactivo","CENT EDUC MARLUC","921","711","No Oficial","CENT EDUC MARLUC","NO OFICIAL","4416628","2020","833292.12","1187204.52","POINT (-75.583738723201 6.286955872233048)"
"Privado","305001025878","30500102587801","305001025878","CR 30 10 331","Activo","CENT EDUC HOLA BEBE","932","710","No Oficial","C.E. HOLA BEBÉ","NO OFICIAL","311 80 40","2020","836002.8","1178873.04","POINT (-75.5592485262642 6.211635674358785)"
"Privado","305001025860","30500102586001","305001025860","CR 121 NO69 97","Activo","CENT EDUC INTEG CAMPESTRE SENDEROS DE PAZ","936","709","No Oficial","CENT EDUC INTEG CAMPESTRE SENDEROS DE PAZ","NO OFICIAL","4276517","2020","828470.97","1187354.18","POINT (-75.6272979912569 6.288305515726687)"
"Privado","305001025851","30500102585101","305001025851","CL 49 43 30","Activo","CENT EDUC PARA LA FORMACION EN COMPETENCIAS  COMPUCEC","928","708","No Oficial","CENT EDUC PARA LA FORMACION EN COMPETENCIAS  COMPUCEC","NO OFICIAL","2171344  2390872","2020","835517.99","1182724.26","POINT (-75.56362807703245 6.246452546212772)"
"Privado","305001025835","30500102583501","305001025835","CR 117 34 17","Inactivo","CENT EDUC DAME LA MANO","931","707","No Oficial","CENT EDUC DAME LA MANO","NO OFICIAL","434 45 71","2020","828673.364","1184067.061","POINT (-75.62546592475931 6.258588624362615)"
"Privado","305001025827","30500102582701","305001025827","CR 78 32 B 09","Activo","CENT EDUC PEQUEÑOS ANGELES","934","706","No Oficial","CENT EDUC PEQUEÑOS ANGELES","NO OFICIAL","3414370","2020","831674.42","1181514.73","POINT (-75.59835137372615 6.235516765534531)"
"Privado","305001025819","30500102581901","305001025819","CR 45 57 44","Activo","COL CENT FRATERNAL CRISTIANO","927","705","No Oficial","COL CENT FRATERNAL CRISTIANO","NO OFICIAL","2540531","2020","835840.42","1183431.35","POINT (-75.56071509485756 6.252844957957039)"
"Privado","305001025801","30500102580101","305001025801","CL 4 SUR 53 09","Activo","INSTITUTO PEDAGÓGICO FILADELFIA","933","704","No Oficial","INSTITUTO PEDAGÓGICO FILADELFIA","NO OFICIAL","3618291","2020","832879.28","1178205.27","POINT (-75.58746524793297 6.205598265983055)"
"Privado","305001025746","30500102574601","305001025746","CR 39 47 03","Activo","A.B.C. CENT EDUC","928","703","No Oficial","A.B.C. CENT EDUC","NO OFICIAL","2172322","2020","835794.56","1182330.8786","POINT (-75.56112948415344 6.242896181146101)"
"Privado","305001025711","30500102571101","305001025711","CR 43 A 103 39","Activo","CENT EDUC REVIVIR","915","702","No Oficial","CENT EDUC REVIVIR","NO OFICIAL","5282707","2020","836988.9","1187853.38","POINT (-75.5503381398513 6.292822008495815)"
"Privado","305001025690","30500102569001","305001025690","CR 43 A 43 23","Activo","JARDÍN INF MAGICO UNIVERSO","928","701","No Oficial","JARDÍN INFANTIL MÁGICO UNIVERSO","NO OFICIAL","232 60 14","2020","835259.6465","1182274.5978","POINT (-75.56596202317941 6.242387388480896)"
"Privado","305001025665","30500102566501","305001025665","CL 51 A 78 B 73","Activo","PEESCOLAR HERMANOS GRIMM S","923","700","No Oficial","PEESCOLAR HERMANOS GRIMM S","NO OFICIAL","264 46 34","2020","831988.31","1184693.5","POINT (-75.59551732530399 6.264254516174029)"
"Privado","305001025631","30500102563101","305001025631","CR 59 45 52","Activo","CENT EDUC HUELLITAS CREATIVAS","926","699","No Oficial","CENT EDUC HUELLITAS CREATIVAS #1","NO OFICIAL","2937873","2020","836383.3813","1181519.9868","POINT (-75.5558100539032 6.235565272546285)"
"Cobertura Contratada","305001025622","30500102562201","305001025622","CR 22B NO87 48","Activo","CENT EDUC NUEVO AMANECER","916","698","No Oficial","CENT EDUC NUEVO AMANECER","COBERTURA CONTRATADA","528 63 66","2020","838227.77","1186422.04","POINT (-75.53914545579838 6.279881593298689)"
"Cobertura Contratada","305001025606","30500102560601","305001025606","CORREG PALMITAS","Activo","CIBERCOLEGIO UCN","936","697","No Oficial","CIBERCOLEGIO UCN","COBERTURA CONTRATADA","5143144","2020","835247.6378","1183104.6738","POINT (-75.56607052947719 6.24989166636428)"
"Cobertura Contratada","305001025592","30500102559201","305001025592","CL 42 SUR 69 A 58","Activo","COL EMPRESARIAL","937","696","No Oficial","COLEGIO EMPRESARIAL","COBERTURA CONTRATADA","4444262 EXT 202 - 3767266","2020","825917.33","1175715.66","POINT (-75.65035315918234 6.183084579026195)"
"Privado","305001025576","30500102557601","305001025576","CL 51 43 113","Activo","INST EDUC JUAN SEBASTIAN DE CENSA","928","695","No Oficial","INST EDUC JUAN SEBASTIAN DE CENSA","NO OFICIAL","4445556","2020","835565.3291","1182927.3697","POINT (-75.56320039520178 6.248288752398761)"
"Cobertura Contratada","305001025568","30500102556801","305001025568","CR 47 53 45","Activo","CENT DE ESTUDIOS MULTITECNICO","928","694","No Oficial","CENTRO DE ESTUDIOS MULTITÉCNICO","COBERTURA CONTRATADA","2935559","2020","835393.911","1183343.627","POINT (-75.56474904331951 6.252051917180234)"
"Privado","305001025509","30500102550901","305001025509","CR 23 40 76","Activo","CENT EDUC CHISPITAS DEL SABER","926","693","No Oficial","CENT EDUC CHISPITAS DEL SABER","NO OFICIAL","2696998","2020","836894.83","1181156.31","POINT (-75.55118965010921 6.232277363225678)"
"Cobertura Contratada","305001022534","30500102253401","305001022534","CL 64E 117 03","Activo","COL GENTE UNIDA JOVENES POR LA PAZ - SEDE VILLA CAFE","934","639","No Oficial","COL GENTE UNIDA JOVENES POR LA PAZ - SEDE VILLA CAFE","COBERTURA CONTRATADA","5585791- 4447405 EXT 801","2020","830133.97","1180707.68","POINT (-75.61226732848998 6.228219587223828)"
"Cobertura Contratada","305001022518","30500102251801","305001022518","CL 51 56 A 35","Activo","COL COMBOS COMUNIDAD EDUCATIVA DE BASE","927","638","No Oficial","COL COMBOS COMUNIDAD EDUCATIVA DE BASE","COBERTURA CONTRATADA","5141672-5126251","2020","834445.92","1183511.73","POINT (-75.57331360022798 6.253571580237524)"
"Privado","305001022500","30500102250001","305001022500","CL 82 76 132","Activo","JARD INF Y PREESC PAJARILLOS","922","637","No Oficial","JARD INF Y PREESC PAJARILLOS","NO OFICIAL","4415879","2020","833286.0686","1186973.9892","POINT (-75.58379332236922 6.284871763234052)"
"Cobertura Contratada","305001022496","30500102249601","305001022496","CL 97 A 24 F 56","Activo","INSTITUCIÓN EDUCATIVA PEQUEÑA MARIA","914","636","No Oficial","INSTITUCIÓN EDUCATIVA PEQUEÑA MARIA","COBERTURA CONTRATADA","5290103 - 4481994","2020","838034.6864","1187166.808","POINT (-75.54088963479504 6.286614729108535)"
"Privado","305001022470","30500102247001","305001022470","CL 34 66AA 02","Activo","COL LUJAN","929","635","No Oficial","COL LUJAN","NO OFICIAL","2653688","2020","832791.078","1181998.8178","POINT (-75.58826354583583 6.239893690652131)"
"Cobertura Contratada","305001022461","30500102246101","305001022461","CR 24 72 150","Activo","COL GENTE UNIDA JOVENES POR LA PAZ - LUZ DE ORIENTE","916","634","No Oficial","COL GENTE UNIDA JOVENES POR LA PAZ - LUZ DE ORIENTE","COBERTURA CONTRATADA","2514254","2020","838613.78","1185210.3","POINT (-75.53565851158027 6.268926711179214)"
"Cobertura Contratada","305001022453","30500102245301","305001022453","CL 70 NO33 37","Activo","CENT PEDAG LA MAGIA DE APRENDER","916","633","No Oficial","CENT PEDAG LA MAGIA DE APRENDER","COBERTURA CONTRATADA","2843525","2020","837454.39","1184735.61","POINT (-75.54613339729232 6.264635766115207)"
"Privado","305001022437","30500102243701","305001022437","CL 19 80 B 69","Activo","CENT PEDAG GOTICAS DEL SABER","935","632","No Oficial","CENT PEDAG GOTICAS DEL SABER","NO OFICIAL","3533154","2020","831232.5648","1180277.6782","POINT (-75.6023423535649 6.224332966198489)"
"Privado","305001022429","30500102242901","305001022429","CL 64 G 95 10","Activo","CENT EDUC HOLA NI?OS","923","631","No Oficial","CENT EDUC HOLA NI?OS","NO OFICIAL","4263021","2020","831112.1637","1187023.7915","POINT (-75.60343451564441 6.285320930415842)"
"Privado","305001022402","30500102240201","305001022402","CR 129 64 15","Activo","CENT EDUC AMARANTO","936","630","No Oficial","CENTRO EDUCATIVO AMARANTO","NO OFICIAL","427 02 48","2020","827669.34","1186403.97","POINT (-75.63453959729728 6.279714263487162)"
"Privado","305001022381","30500102238101","305001022381","CR 73 28 60","Activo","CENT INF MI EDAD FELIZ","935","629","No Oficial","CENT INF MI EDAD FELIZ","NO OFICIAL","2380724","2020","832185.6025","1180925.1433","POINT (-75.59373299882097 6.230186896657623)"
"Privado","305001022372","30500102237201","305001022372","CR 84 32 69 AP 101","Activo","CENT EDUC MIS PRIMERAS IDEAS","934","628","No Oficial","CENT EDUC MIS PRIMERAS IDEAS","NO OFICIAL","3414127","2020","830662.09","1181454.23","POINT (-75.60749683969435 6.23496915778318)"
"Privado","305001022356","30500102235601","305001022356","CL 51 83 A 33","Activo","CENT EDUC SEMILLAS DE VIDA","930","627","No Oficial","CENT EDUC SEMILLAS DE VIDA","NO OFICIAL","2644246","2020","831365.15","1184987.12","POINT (-75.60114751759478 6.266908622503812)"
"Privado","305001022321","30500102232101","305001022321","CL 79 72 A 65","Activo","CENT EDUC POPEYE","922","626","No Oficial","CENT EDUC POPEYE","NO OFICIAL","2579122","2020","833603.23","1186290.93","POINT (-75.58092759036833 6.278696681125375)"
"Privado","305001022305","30500102230501","305001022305","CL 12 SUR 16 107","Activo","JARD INF EL ENCUENTRO","932","625","No Oficial","CENTRO EDUCATIVO EL ENCUENTRO","NO OFICIAL","3170774","2020","836185.8755","1176026.3053","POINT (-75.5575950284009 6.185899831227661)"
"Privado","305001022291","30500102229101","305001022291","CL 19 A 25 250","Activo","COL EL SE?OR COL THE LORD COLLEGE","932","624","No Oficial","COL EL SE?OR COL THE LORD COLLEGE","NO OFICIAL","217 53 84","2020","836337.92","1179707.85","POINT (-75.55622102534976 6.219182709025918)"
"Privado","305001022071","30500102207101","305001022071","CR 66 94 19","Activo","CENT EDUC PEQUENAS MARAVILLAS","920","623","No Oficial","CENT EDUC PEQUENAS MARAVILLAS","NO OFICIAL","2375102","2020","834643.3363","1187360.2433","POINT (-75.57153049706645 6.288363979102138)"
"Privado","305001022259","30500102225901","305001022259","CL 49B 99EE 117","Activo","INST CORFERRINI - SEDE LA DIVISA","931","622","No Oficial","INST CORFERRINI - SEDE LA DIVISA","NO OFICIAL","4913526 4346334","2020","830018.3449","1185154.8141","POINT (-75.6133155809065 6.268423679848968)"
"Oficial - Sede Principal","305001022232","30500102223201","305001022232","CR 101 C 58 44","Activo","INST EDUC BARRIO OLAYA HERRERA","923","621","Oficial","INST EDUC BARRIO OLAYA HERRERA","OFICIAL","4210567","2020","830447.45","1185795.66","POINT (-75.60943924368031 6.274217570229687)"
"Privado","305001022224","30500102222401","305001022224","CR 43 49 20","Activo","COL EXTERNADO PATRIA - SEDE CENTRO","928","620","No Oficial","COL EXTERNADO PATRIA - SEDE CENTRO","NO OFICIAL","23969 43","2020","835601.4621","1182674.9912","POINT (-75.56287396617354 6.246007130710822)"
"Privado","305001022208","30500102220801","305001022208","CL 82 48 B 26","Activo","CENT EDUC LA LIBERTAD","917","619","No Oficial","CENT EDUC LA LIBERTAD","NO OFICIAL","2123954","2020","836207.9105","1185898.837","POINT (-75.55739471458166 6.275152166262373)"
"Privado","305001022194","30500102219401","305001022194","CR 29 108 15","Inactivo","COL FE Y ALEGRIA SANTA MARIA","914","618","No Oficial","COL FE Y ALEGRIA SANTA MARIA","NO OFICIAL","5284302","2020","838054.8265","1188364.7393","POINT (-75.54070716844687 6.297444584144004)"
"Cobertura Contratada","305001022178","30500102217801","305001022178","CR 68 65A 38","Activo","INST CORFERRINI - SEDE ROBLEDO","923","617","No Oficial","INST CORFERRINI - SEDE ROBLEDO","COBERTURA CONTRATADA","4221790-2343406","2020","831942.12","1186041.4229","POINT (-75.5959353548154 6.276440349856479)"
"Privado","305001022135","30500102213501","305001022135","CL 97 36 50","Inactivo","CENT EDUC SAN VICENTE DE PAUL","915","616","No Oficial","COL COOP CACIQUE BITAGUI","NO OFICIAL","2363218","2020","837426.93","1187290.99","POINT (-75.54638067272624 6.287737614001199)"
"Privado","305001022127","30500102212701","305001022127","CR 47 72 A 4 IN 201","Activo","CENT EDUC LUCEROS Y ESTRELLAS","917","615","No Oficial","CENT EDUC LUCEROS Y ESTRELLAS","NO OFICIAL","2129868","2020","836272.27","1185086.75","POINT (-75.55681335231108 6.267810508605145)"
"Privado","305001022089","30500102208901","305001022089","CL 72 A 48 A 69","Activo","CENT INTEGL MOMENTOS FELICES","917","614","No Oficial","CENT INTEGL MOMENTOS FELICES","NO OFICIAL","2844928","2020","836074.22","1185076.35","POINT (-75.55860267054392 6.267716512045677)"
"Privado","305001022054","30500102205401","305001022054","CR 73 94 57","Activo","CENT EDUC INF CHICOS PILOS","921","613","No Oficial","CENT EDUC INFANTIL CHICOS PILOS","NO OFICIAL","2374548","2020","834051.64","1187596.07","POINT (-75.57687653843374 6.290495869207708)"
"Privado","305001022038","30500102203801","305001022038","CR 81 A 34 A 22","Activo","PREESC GENIOS ESCALANDO","930","612","No Oficial","PREESC GENIOS ESCALANDO","NO OFICIAL","4113557","2020","830878.921","1182387.004","POINT (-75.60553861435429 6.243402028746247)"
"Privado","305001022011","30500102201101","305001022011","CR 81A 34C 39","Activo","CENT EDUC DESCUBRIENDO MARAVILLAS","930","611","No Oficial","CENT EDUC DESCUBRIENDO MARAVILLAS","NO OFICIAL","4113931","2020","831089.4979","1182326.9942","POINT (-75.60363616918367 6.242859655007575)"
"Privado","305001021996","30500102199601","305001021996","CL 37 80 63","Activo","JARD INF PEQUE?AS PERSONITAS","929","610","No Oficial","JARD INF PEQUEÑAS PERSONITAS","NO OFICIAL","4125835","2020","831414.5941","1182527.6699","POINT (-75.60069929365055 6.244674065375746)"
"Privado","305001021937","30500102193701","305001021937","CL 111 F 64 A 46","Activo","CENT EDUC LA MAGIA DEL SABER","919","609","No Oficial","CENT EDUC LA MAGIA DEL SABER","NO OFICIAL","2730694","2020","835971.79","1189251.5","POINT (-75.55952770564139 6.305461845315667)"
"Privado","305001021881","30500102188101","305001021881","CL 48 45 35","Activo","COL MILIT GENERAL PEDRO NEL OSPINA","928","608","No Oficial","COL MILIT GENERAL PEDRO NEL OSPINA","NO OFICIAL","2392909","2020","835278.04","1182716.81","POINT (-75.56579585883217 6.246385195421644)"
"Privado","305001024164","30500102416401","305001024164","CL 101 C 22 99","Activo","COL GENTE UNIDA JOVENES POR LA PAZ-SANTO DOMINGO","914","607","No Oficial","COL GENTE UNIDA JOVENES POR LA PAZ-SANTO DOMINGO","NO OFICIAL","5285471","2020","838439.8337","1187493.026","POINT (-75.53722897408208 6.289563714389769)"
"Privado","305001021741","30500102174101","305001021741","CL 35 66 A 69","Inactivo","CENT DE ENSENANZA LATINOAMERICANA - CENLA","929","606","No Oficial","CENT DE ENSENANZA LATINOAMERICANA - CENLA","NO OFICIAL","2654573","2020","832988.7","1182233.34","POINT (-75.58647827706739 6.242013957902517)"
"Privado","305001021643","30500102164301","305001021643","CR 76 92 59","Activo","JARD COMUNITARIO SUSANITA DIAZ","921","605","No Oficial","JARD COMUNITARIO SUSANITA DIAZ","NO OFICIAL","4424595","2020","833544.3253","1187500.8482","POINT (-75.581460132259 6.289634895244886)"
"Privado","305001021589","30500102158901","305001021589","CL 48 43 87","Activo","COL COMFAMA - SEDE CENTRO","928","604","No Oficial","COL COMFAMA - SEDE CENTRO","NO OFICIAL","2156680","2020","835370.64","1182645.08","POINT (-75.5649592820407 6.245736723205134)"
"Privado","305001021571","30500102157101","305001021571","CL 111 D 64 A 26","Activo","CENT EDUC CORAZONES ALEGRES","919","603","No Oficial","CENT EDUC CORAZONES ALEGRES","NO OFICIAL","2730255","2020","835934.8169","1189085.476","POINT (-75.55986178400344 6.303960913421848)"
"Privado","305001021520","30500102152001","305001021520","CL 64 91 95","Inactivo","CENT EDUC LA CAMPIÑA","923","602","No Oficial","CENT EDUC LA CAMPIÑA","NO OFICIAL","4263669","2020","831242.76","1186298.513","POINT (-75.60225411367144 6.278764155932373)"
"Privado","305001021481","30500102148101","305001021481","CL 20 57 82","Activo","PREESC LA CASITA DEL SABER","933","601","No Oficial","PREESC LA CASITA DEL SABER","NO OFICIAL","2350553","2020","833354.0298","1180127.3539","POINT (-75.5831771440045 6.222974976086067)"
"Privado","305001021449","30500102144901","305001021449","DG 79 A 52 99","Activo","JARD INF CHIQUILLOS DE LA COLINA","935","600","No Oficial","JARD INF CHIQUILLOS DE LA COLINA","NO OFICIAL","2389901","2020","831429.231","1179512.2529","POINT (-75.60056521864338 6.217413283996868)"
"Privado","305001021422","30500102142201","305001021422","CL 103 C 76 A 24","Activo","COL COMFAMA - SEDE PEDREGAL","921","599","No Oficial","COL COMFAMA - SEDE PEDREGAL","NO OFICIAL","2677251","2020","834255.9965","1188845.5954","POINT (-75.57503038344063 6.301792206234516)"
"Privado","305001021392","30500102139201","305001021392","CL 104F 74A 06","Activo","CENT EDUC SAN ANTONIO DE PADUA","921","598","No Oficial","CENT EDUC SAN ANTONIO DE PADUA","NO OFICIAL","4760317","2020","834536.43","1189048.37","POINT (-75.57249662060937 6.303625426765637)"
"Cobertura Contratada","305001021261","30500102126101","305001021261","CR 58 85 B 25","Activo","COL GENTE UNIDA JOVENES POR LA PAZ - MORAVIA","918","597","No Oficial","COL GENTE UNIDA JOVENES POR LA PAZ - MORAVIA","COBERTURA CONTRATADA","2634217-4447405 OPC 402","2020","835167.0064","1186368.4788","POINT (-75.566799090419 6.27939799911634)"
"Cobertura Contratada","305001021252","30500102125201","305001021252","CL 56 45 26","Activo","INST DE CIENCIAS APLICADAS - INDECAP","927","596","No Oficial","INST DE CIENCIAS APLICADAS - INDECAP","COBERTURA CONTRATADA","2844794","2020","835732.652","1183344.0513","POINT (-75.56168872064406 6.252055743378617)"
"Privado","305001021244","30500102124401","305001021244","CR 50 C 61 82","Activo","COL ANTARES","927","595","No Oficial","COL ANTARES","NO OFICIAL","2544279","2020","835507.953","1184177.407","POINT (-75.56371872521494 6.259589679926512)"
"Privado","305001021228","30500102122801","305001021228","CL 30 A 79 75","Activo","CENT EDUC LOS PIONEROS","935","594","No Oficial","CENT EDUC LOS PIONEROS","NO OFICIAL","2382533","2020","831501.06","1181119.0","POINT (-75.59991729132993 6.231939078246394)"
"Oficial - Sede Principal","105001026549","10500102654901","105001026549","CR 23 B 84 B 27","Activo","INST EDUC BELLO ORIENTE","916","593","Oficial","INST EDUC BELLO ORIENTE","OFICIAL","5288234","2020","838381.69","1186102.73","POINT (-75.53775495624457 6.276994810800232)"
"Privado","305001021104","30500102110401","305001021104","CL 38 63 B 89","Activo","GUARD Y PREESC MUNDO DE ILUSIONES","929","592","No Oficial","GUARD Y PREESC MUNDO DE ILUSIONES","NO OFICIAL","2351623","2020","833611.1254","1182263.4348","POINT (-75.58085515063846 6.242286229193099)"
"Privado","305001021082","30500102108201","305001021082","CL 81 94 AA 15","Inactivo","LIC RODRIGO ARENAS BETANCUR EN ADMINISTRACION (AC)","922","591","No Oficial","LIC RODRIGO ARENAS BETANCUR EN ADMINISTRACION (AC)","NO OFICIAL","4422199","2020","832202.98","1187866.34","POINT (-75.5935794349627 6.292938593614707)"
"Cobertura Contratada","305001020558","30500102055801","305001020558","TR 45B 84 40","Activo","COL CREADORES DEL FUTURO","928","590","No Oficial","COL CREADORES DEL FUTURO","COBERTURA CONTRATADA","4128116","2020","831148.7278","1183589.7289","POINT (-75.60310189989946 6.254275410632645)"
"Privado","305001020337","30500102033701","305001020337","CR 99 42 40","Activo","COL CAMINOS ABIERTOS","931","589","No Oficial","COL CAMINOS ABIERTOS","NO OFICIAL","4912134","2020","829741.7744","1183775.7221","POINT (-75.61581310000963 6.255955803219577)"
"Oficial - Sede Principal","305001015287","30500101528701","305001015287","CL 106 32 100","Activo","INST EDUC LA CANDELARIA","914","510","Oficial","INST EDUC LA CANDELARIA","OFICIAL","5721611","2020","837855.2557","1187921.1387","POINT (-75.54251049912003 6.293434305250453)"
"Privado","305001014647","30500101464701","305001014647","CL 44 A 72 64","Activo","JARD INF MI MAGICO MUNDO","929","509","No Oficial","JARD INF MI MAGICO MUNDO","NO OFICIAL","4120028","2020","832397.9822","1183148.3307","POINT (-75.5918153806476 6.250285659566722)"
"Privado","305001014604","30500101460401","305001014604","CL 32 69 B 29","Activo","JARD INF CHIQUILANDIA LTDA","934","508","No Oficial","JARDIN INFANTIL CHIQUILANDIA LTDA","NO OFICIAL","2357667","2020","832509.07","1181395.18","POINT (-75.59081099285439 6.234436401532504)"
