"cantidaddebeneficiarios","cantidadbeneficioconsolidado","cantidadultimobeneficio","codigodepartamentoatencion","codigomunicipioatencion","condicionsexual","discapacidad","estadobeneficiario","estadocivil","etnia","fechainscripcionbeneficiario","fechaultimobeneficioasignado","genero","nivelescolaridad","nombredepartamentoatencion","nombremunicipioatencion","pais","parentesco","rangoedad","tipoasignacionbeneficio","tipobeneficio","tipodocumento","tipopoblacion","rangovalorbeneficioconsolidadoasignado","rangovalorultimobeneficioasignado"
"1","4","1","08","08001","ND","NO","ACTIVO","Sin Información","ND","2016-04-01","2014-01-01","Mujer","SIN ESPECIFICAR","ATLANTICO","BARRANQUILLA","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"2","4","1","05","05313","ND","NO","ACTIVO","Sin Información","ND","2016-04-01","2014-01-01","Hombre","ND","ANTIOQUIA","GRANADA","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","4","1","05","05837","ND","NO","ACTIVO","Sin Información","ND","2016-04-01","2014-01-01","Hombre","ND","ANTIOQUIA","TURBO","Colombia","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","5","1","13","13744","H-HOMBRE","NO","NO ACTIVO","UL","ND","2016-04-01","2016-01-01","Hombre","ND","BOLIVAR","SIMITI","ND","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","2","1","27","27073","ND","ND","NO ACTIVO","ND","INDIGENA","2018-06-01","2018-01-01","Hombre","ND","CHOCO","BAGADO","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","4","1","13","13001","M-MUJER","NO","ACTIVO","ND","ND","2016-04-01","2016-01-01","Mujer","ND","BOLIVAR","CARTAGENA","COLOMBIA","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","2","1","18","18479","ND","NO","NO ACTIVO","Sin Información","ND","2018-04-01","2018-01-01","Mujer","ND","CAQUETA","MORELIA","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"2","5","1","25","25885","ND","NO","NO ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2016-04-01","2015-01-01","Hombre","ND","CUNDINAMARCA","YACOPI","Colombia","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","4","1","05","05649","M-MUJER","ND","NO ACTIVO","ND","ND","2016-04-01","2014-01-01","Mujer","ND","ANTIOQUIA","SAN CARLOS","COLOMBIA","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"3","4","1","05","05649","ND","NO","ACTIVO","CA","ND","2016-04-01","2014-01-01","Hombre","SIN ESPECIFICAR","ANTIOQUIA","SAN CARLOS","ND","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"3","5","1","70","70508","H-HOMBRE","NO","NO ACTIVO","CA","ND","2016-04-01","2016-01-01","Hombre","SIN ESPECIFICAR","SUCRE","OVEJAS","ND","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"5","5","1","27","27006","ND","NO","NO ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2016-04-01","2015-01-01","Hombre","ND","CHOCO","ACANDI","ND","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","3","1","19","19256","ND","ND","ACTIVO","ND","ND","2018-04-01","2018-01-01","Mujer","ND","CAUCA","EL TAMBO","Colombia","ND","18-29","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"2","3","1","13","13688","ND","ND","ACTIVO","ND","ND","2016-12-01","2017-01-01","Mujer","ND","BOLIVAR","SANTA ROSA DEL SUR","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"15","3","1","13","13212","ND","NO","ACTIVO","Sin Información","ND","2016-12-01","2017-01-01","Hombre","ND","BOLIVAR","CORDOBA","ND","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","05","05172","ND","NO","NO ACTIVO","Sin Información","ND","2017-01-01","2017-01-01","Mujer","PRIMARIA","ANTIOQUIA","CHIGORODO","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","4","1","73","73067","ND","NO","NO ACTIVO","Sin Información","ND","2016-04-01","2014-01-01","Hombre","ND","TOLIMA","ATACO","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","5","1","86","86001","ND","NO","ACTIVO","Sin Información","ND","2016-04-01","2016-01-01","Hombre","ND","PUTUMAYO","MOCOA","Colombia","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","5","1","25","25885","ND","NO","NO ACTIVO","ND","ND","2016-04-01","2015-01-01","Hombre","ND","CUNDINAMARCA","YACOPI","COLOMBIA","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","4","1","73","73483","ND","NO","NO ACTIVO","ND","ND","2016-04-01","2014-01-01","Mujer","ND","TOLIMA","NATAGAIMA","COLOMBIA","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","3","1","11","11001","M","NO","NO ACTIVO","ND","ND","2018-03-01","2018-01-01","Mujer","ND","BOGOTA","BOGOTA D.C.","COLOMBIA","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","5","1","13","13473","ND","ND","ACTIVO","ND","ND","2016-04-01","2016-01-01","Mujer","ND","BOLIVAR","MORALES","Colombia","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","5","1","66","66456","H-HOMBRE","NO","ACTIVO","ND","ND","2016-04-01","2016-01-01","Hombre","ND","RISARALDA","MISTRATO","COLOMBIA","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","5","1","95","95001","ND","NO","ACTIVO","Sin Información","ND","2016-04-01","2015-01-01","Hombre","ND","GUAVIARE","SAN JOSE DEL GUAVIARE","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","3","1","73","73616","ND","ND","NO ACTIVO","Sin Información","ND","2018-05-01","2018-01-01","Hombre","ND","TOLIMA","RIOBLANCO","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","VULNERABLE","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","05","05001","ND","NO","NO ACTIVO","Sin Información","ND","2018-03-01","2018-01-01","Hombre","ND","ANTIOQUIA","MEDELLIN","Colombia","ND","18-29","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","19","19256","ND","ND","ACTIVO","ND","ND","2018-04-01","2018-01-01","Mujer","ND","CAUCA","EL TAMBO","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","4","1","05","05045","ND","NO","NO ACTIVO","Sin Información","ND","2016-04-01","2015-01-01","Hombre","ND","ANTIOQUIA","APARTADO","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000"
"1","3","1","50","50711","H-HOMBRE","NO","NO ACTIVO","SO","ND","2016-12-01","2017-01-01","Hombre","SIN ESPECIFICAR","META","VISTAHERMOSA","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"2","1","1","05","05649","ND","NO","ACTIVO","Sin Información","ND","2016-04-01","2013-01-01","Mujer","ND","ANTIOQUIA","SAN CARLOS","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","3","1","13","13001","ND","NO","ACTIVO","Sin Información","ND","2016-12-01","2017-01-01","Mujer","ND","BOLIVAR","CARTAGENA","ND","ND","18-29","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","13","13688","ND","NO","ACTIVO","Sin Información","ND","2017-01-01","2017-01-01","Mujer","ND","BOLIVAR","SANTA ROSA DEL SUR","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","5","1","44","44650","M-MUJER","NO","ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2016-04-01","2016-01-01","Mujer","PRIMARIA","LA GUAJIRA","SAN JUAN DEL CESAR","COLOMBIA","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","4","1","27","27745","ND","ND","ACTIVO","ND","ND","2016-04-01","2014-01-01","Mujer","ND","CHOCO","SIPI","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","5","1","05","05837","M-MUJER","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2016-04-01","2016-01-01","Mujer","SIN ESPECIFICAR","ANTIOQUIA","TURBO","ND","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"6","3","1","05","05172","M-MUJER","NO","NO ACTIVO","UL","ND","2016-12-01","2017-01-01","Mujer","ND","ANTIOQUIA","CHIGORODO","COLOMBIA","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","5","1","27","27615","ND","NO","NO ACTIVO","ND","ND","2016-04-01","2014-01-01","Hombre","ND","CHOCO","RIOSUCIO","COLOMBIA","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000"
"1","3","1","70","70713","ND","ND","ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2016-12-01","2017-01-01","Hombre","ND","SUCRE","SAN ONOFRE","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"3","3","1","54","54206","ND","NO","NO ACTIVO","Sin Información","ND","2017-01-01","2017-01-01","Mujer","PRIMARIA","NORTE DE SANTANDER","CONVENCION","Colombia","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"15","3","1","13","13657","ND","NO","ACTIVO","Sin Información","ND","2016-12-01","2017-01-01","Mujer","ND","BOLIVAR","SAN JUAN NEPOMUCENO","ND","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","5","1","73","73283","ND","NO","ACTIVO","Sin Información","ND","2016-04-01","2015-01-01","Hombre","SIN ESPECIFICAR","TOLIMA","FRESNO","ND","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"4","4","1","05","05649","ND","NO","ACTIVO","ND","ND","2016-04-01","2014-01-01","Hombre","ND","ANTIOQUIA","SAN CARLOS","COLOMBIA","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"68","3","1","13","13212","ND","NO","ACTIVO","Sin Información","ND","2016-12-01","2017-01-01","Mujer","ND","BOLIVAR","CORDOBA","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","19","19256","ND","NO","NO ACTIVO","Sin Información","ND","2018-06-01","2018-01-01","Mujer","ND","CAUCA","EL TAMBO","Colombia","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"3","5","1","27","27006","ND","NO","NO ACTIVO","Sin Información","ND","2016-04-01","2015-01-01","Hombre","ND","CHOCO","ACANDI","Colombia","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","5","1","05","05197","ND","NO","ACTIVO","ND","ND","2016-04-01","2015-01-01","Hombre","ND","ANTIOQUIA","COCORNA","COLOMBIA","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"12","3","1","19","19256","ND","NO","ACTIVO","Sin Información","ND","2018-04-01","2018-01-01","Mujer","ND","CAUCA","EL TAMBO","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","5","1","05","05483","ND","NO","ACTIVO","Sin Información","ND","2016-04-01","2015-01-01","Hombre","SIN ESPECIFICAR","ANTIOQUIA","NARIÑO","ND","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","5","1","05","05649","ND","NO","NO ACTIVO","Sin Información","ND","2016-04-01","2016-01-01","Hombre","ND","ANTIOQUIA","SAN CARLOS","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","4","1","05","05649","ND","ND","NO ACTIVO","ND","ND","2016-04-01","2014-01-01","Hombre","ND","ANTIOQUIA","SAN CARLOS","Colombia","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","5","1","27","27006","ND","NO","ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2016-04-01","2015-01-01","Hombre","ND","CHOCO","ACANDI","ND","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","5","1","27","27073","ND","ND","ACTIVO","ND","ND","2016-04-01","2017-01-01","Mujer","ND","CHOCO","BAGADO","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","1","1","05","05001","ND","NO","ACTIVO","Sin Información","ND","2016-04-01","2013-01-01","Mujer","ND","ANTIOQUIA","MEDELLIN","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","1","1","05","05001","ND","NO","ACTIVO","Sin Información","ND","2016-04-01","2013-01-01","Mujer","ND","ANTIOQUIA","MEDELLIN","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","5","1","27","27615","ND","ND","ACTIVO","ND","ND","2016-04-01","2015-01-01","Hombre","ND","CHOCO","RIOSUCIO","Colombia","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","5","1","05","05837","H-HOMBRE","NO","NO ACTIVO","ND","ND","2016-04-01","2016-01-01","Hombre","ND","ANTIOQUIA","TURBO","COLOMBIA","ND","18-29","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","4","1","70","70823","ND","NO","ACTIVO","ND","ND","2016-04-01","2014-01-01","Mujer","ND","SUCRE","TOLU VIEJO","COLOMBIA","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"4","3","1","05","05045","ND","NO","NO ACTIVO","Sin Información","ND","2018-03-01","2018-01-01","Mujer","ND","ANTIOQUIA","APARTADO","Colombia","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","5","1","25","25823","ND","NO","NO ACTIVO","UL","ND","2016-04-01","2015-01-01","Hombre","ND","CUNDINAMARCA","TOPAIPI","ND","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","3","1","20","20228","ND","ND","ACTIVO","ND","ND","2018-03-01","2018-01-01","Mujer","ND","CESAR","CURUMANI","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","05","05649","H-HOMBRE","NO","ACTIVO","CA","ND","2018-03-01","2018-01-01","Hombre","PRIMARIA","ANTIOQUIA","SAN CARLOS","COLOMBIA","CONYUGE",">65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","5","1","20","20032","ND","ND","ACTIVO","ND","ND","2016-04-01","2016-01-01","Mujer","ND","CESAR","ASTREA","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","4","1","20","20550","ND","ND","NO ACTIVO","ND","ND","2016-04-01","2014-01-01","Hombre","ND","CESAR","PELAYA","Colombia","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","5","1","20","20013","ND","NO","ACTIVO","Sin Información","ND","2016-04-01","2016-01-01","Mujer","ND","CESAR","AGUSTIN CODAZZI","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","4","1","11","11001","ND","NO","NO ACTIVO","Sin Información","ND","2016-04-01","2014-01-01","Hombre","SIN ESPECIFICAR","BOGOTA","BOGOTA D.C.","ND","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","2","1","25","25394","M-MUJER","NO","ACTIVO","SO","ND","2018-03-01","2018-01-01","Mujer","PRIMARIA","CUNDINAMARCA","LA PALMA","COLOMBIA","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"7","4","1","05","05197","ND","NO","ACTIVO","ND","ND","2016-04-01","2014-01-01","Mujer","ND","ANTIOQUIA","COCORNA","COLOMBIA","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","5","1","13","13657","ND","ND","ACTIVO","ND","ND","2016-04-01","2016-01-01","Hombre","ND","BOLIVAR","SAN JUAN NEPOMUCENO","Colombia","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"5","5","1","70","70508","ND","NO","ACTIVO","Sin Información","ND","2016-04-01","2016-01-01","Hombre","ND","SUCRE","OVEJAS","Colombia","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","4","1","27","27745","ND","NO","NO ACTIVO","Sin Información","ND","2016-04-01","2014-01-01","Hombre","ND","CHOCO","SIPI","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","2","1","47","47288","H-HOMBRE","NO","NO ACTIVO","UL","ND","2018-05-01","2018-01-01","Hombre","PRIMARIA","MAGDALENA","FUNDACION","COLOMBIA","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","4","1","13","13744","ND","NO","NO ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2016-04-01","2015-01-01","Hombre","ND","BOLIVAR","SIMITI","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","0 - 1.300.000"
"1","2","1","27","27073","ND","ND","NO ACTIVO","ND","INDIGENA","2018-06-01","2018-01-01","Hombre","ND","CHOCO","BAGADO","Colombia","ND","18-29","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","3","1","05","05649","H-HOMBRE","NO","ACTIVO","DI","ND","2018-03-01","2018-01-01","Hombre","PRIMARIA","ANTIOQUIA","SAN CARLOS","COLOMBIA","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"13","5","1","13","13744","H-HOMBRE","NO","NO ACTIVO","ND","ND","2016-04-01","2016-01-01","Hombre","ND","BOLIVAR","SIMITI","COLOMBIA","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"2","3","1","05","05411","H-HOMBRE","NO","ACTIVO","CA","ND","2018-03-01","2018-01-01","Hombre","SECUNDARIA","ANTIOQUIA","LIBORINA","COLOMBIA","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","5","1","13","13744","ND","NO","ACTIVO","Sin Información","PALENQUERO","2016-04-01","2016-01-01","Mujer","ND","BOLIVAR","SIMITI","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","4","1","05","05313","ND","NO","ACTIVO","Sin Información","ND","2016-04-01","2014-01-01","Hombre","ND","ANTIOQUIA","GRANADA","Colombia","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","3","1","13","13894","H-HOMBRE","NO","NO ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2016-12-01","2017-01-01","Hombre","SIN ESPECIFICAR","BOLIVAR","ZAMBRANO","ND","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","5","1","18","18860","ND","ND","ACTIVO","ND","ND","2016-04-01","2016-01-01","Mujer","ND","CAQUETA","VALPARAISO","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"8","5","1","66","66572","H-HOMBRE","NO","NO ACTIVO","ND","ND","2016-04-01","2016-01-01","Hombre","ND","RISARALDA","PUEBLO RICO","COLOMBIA","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"2","5","1","13","13657","H-HOMBRE","NO","ACTIVO","ND","ND","2016-04-01","2016-01-01","Hombre","ND","BOLIVAR","SAN JUAN NEPOMUCENO","COLOMBIA","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","3","1","05","05313","H-HOMBRE","NO","ACTIVO","SO","ND","2018-03-01","2018-01-01","Hombre","PRIMARIA","ANTIOQUIA","GRANADA","COLOMBIA","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","5","1","05","05172","ND","NO","NO ACTIVO","Sin Información","ND","2016-04-01","2015-01-01","Hombre","ND","ANTIOQUIA","CHIGORODO","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","5","1","05","05147","ND","ND","NO ACTIVO","ND","ND","2016-04-01","2016-01-01","Mujer","ND","ANTIOQUIA","CAREPA","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"5","4","1","05","05649","ND","NO","NO ACTIVO","ND","ND","2016-04-01","2014-01-01","Hombre","ND","ANTIOQUIA","SAN CARLOS","169","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"9","4","1","05","05313","ND","NO","NO ACTIVO","ND","ND","2016-04-01","2014-01-01","Mujer","ND","ANTIOQUIA","GRANADA","COLOMBIA","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","5","1","86","86001","H-HOMBRE","NO","NO ACTIVO","ND","ND","2016-04-01","2016-01-01","Hombre","ND","PUTUMAYO","MOCOA","169","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","4","1","73","73067","ND","NO","ACTIVO","ND","ND","2016-04-01","2014-01-01","Mujer","ND","TOLIMA","ATACO","COLOMBIA","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","3","1","86","86755","ND","NO","NO ACTIVO","CA","ND","2016-12-01","2017-01-01","Hombre","SECUNDARIA","PUTUMAYO","SAN FRANCISCO","COLOMBIA","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
