"c_digo_de_barras","signatura_topogr_fica","sede_donde_se_encuentra","colecci_n","tipo_de_documento","t_tulo_del_documento","url"
,"GC00097","Central","Gestión de la Cultura","MEMORIA","Líder proyecto 9 fortalecimiento de comunidades étnicas y rurales","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_9557_2013.pdf"
,"GC00079","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario La Virgen, municipio de Caucasia","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_8.pdf"
,"GC00124","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra Dos Bocas /","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_23.pdf"
,"GC00098","Central","Gestión de la Cultura","MEMORIA","Diplomado en gestión ambiental participativa","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_7467_2007.pdf"
"000000001312","1016Reg","Central","Regiones","Libro","[Programa Ecoparque Cerro El Volador] /","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_1664_1999_Tomo%206.pdf"
,"GC00099","Central","Gestión de la Cultura","MEMORIA","Sistematización programa recreo educativo ambiental libélula ludoteca ambiental :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_7460_2007.pdf"
,"GC00080","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra Zancudito","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_9.pdf"
,"GC00101","Central","Gestión de la Cultura","MEMORIA","Prestación de servicios profesionales para la formación de dinamizadores ambientales con énfasis en pensamiento ambiental sistémico contrato no 7693 de 2007","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_7693_2007.pdf"
,"GC00103","Central","Gestión de la Cultura","MEMORIA","Proyecto","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_7520_2007_1.pdf"
,"GC00104","Central","Gestión de la Cultura","MEMORIA","Fortalecimiento de procesos educativos ambientales, con énfasis en proyectos ambientales escolares, PRAE en municipios y regiones de CORANTIOQUIA, que correspondan a la influencia del sector eléctrico","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_7520_2007_2.pdf"
,"GC00105","Central","Gestión de la Cultura","MEMORIA","Escuela de formación de promotores y promotoras agroecológicas","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_7543_2007.pdf"
,"GC00106","Central","Gestión de la Cultura","MEMORIA","Sistematización de la articulación PRAE-PROCEDA en la Vereda Yarumito – municipio de Barbosa :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_7937_2007.pdf"
,"GC00109","Central","Gestión de la Cultura","MEMORIA","El barcino","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_7251_2006_2.pdf"
,"GC00110","Central","Gestión de la Cultura","MEMORIA","Formulación, seguimiento y desarrollo de experiencias de educación y comunicación en cultura ambiental en el departamento de Antioquia","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_7746_2007.pdf"
,"GC00108","Central","Gestión de la Cultura","MEMORIA","Juventud medio ambiente y paz","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_6367_2005.pdf"
,"GC00081","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra Zafra","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_10.pdf"
,"GC00112","Central","Gestión de la Cultura","MEMORIA","Desarrollo de un proceso de formación y acompañamiento a públicos estratégicos","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_6879_2006.pdf"
,"GC00113","Central","Gestión de la Cultura","MEMORIA","Propuesta para el diseño de una red de dinamizadores del conocimiento y la divulgación de la cultura ambiental en CORANTIOQUIA","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_7618_2007_1.pdf"
,"GC00082","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra Las Pampas","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_11.pdf"
,"GC00114","Central","Gestión de la Cultura","MEMORIA","Documento diagnóstico red de multiplicadores de cultura","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_7618_2007_2.pdf"
,"GC00128","Central","Gestión de la Cultura","MEMORIA","Proyecto de capacitación en ludotecas ambientales e implementación de un aula ambiental para el desarrollo de procesos de sensibilización y capacitación ambiental en el municipio de sabaneta","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_5052_2004.pdf"
,"GC00127","Central","Gestión de la Cultura","MEMORIA","Proyectos educativos ambientales comunitarios en microcuencas ubicadas en las oficinas territoriales Hevéxicos y Zenufaná de CORANTIOQUIA","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_5912_2004.pdf"
,"GC 00129","Central","Gestión de la Cultura","MEMORIA","Recreación educativa un camino para la educación ambiental en ""Libélula""","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_5052_2004.pdf"
,"GC00130","Central","Gestión de la Cultura","MEMORIA","Fortalecimiento de proyectos ambientales escolares, PRAE, en la jurisdicción de CORANTIOQUIA","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_5800_2004.pdf"
,"GC00133","Central","Gestión de la Cultura","MEMORIA","Proyecto propuesta básica para desarrollo por municipio del programa de seguridad alimentaria y ambiental con la participación de 5108 familias de las subregiones norte, nordeste y bajo cauca de la jurisdicción de CORANTIOQUIA","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_5924_2004.pdf"
,"GC00084","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra Barrio Chino","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_13%20.pdf"
,"GC00085","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra Cacerí","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_14%20.pdf"
,"GC00116","Central","Gestión de la Cultura","MEMORIA","Plan de Etnodesarrollo del Consejo Comunitario de la comunidad negra Ciénaga Colombia","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_15.pdf"
,"GC00117","Central","Gestión de la Cultura","MEMORIA","Plan de Etnodesarrollo del Consejo Comunitario de la comunidad negra El Pando","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_16.pdf"
,"GC00083","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra Puerto Bélgica","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_12.pdf"
,"GC00137","Central","Gestión de la Cultura","MEMORIA","Informe final","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_4916_2003.pdf"
,"GC00138","Central","Gestión de la Cultura","MEMORIA","Insumos para la producción ecológica :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_5851_%202004.pdf"
,"GA00074","Central","AIRNR","MEMORIA","Informe final sobre el proyecto influencia de la contaminación por desechos industriales y de la cloración en la mutagenicidad de aguas de consumo","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_CN_112_1995.pdf"
,"GC00139","Central","Gestión de la Cultura","MEMORIA","Educación y promoción para la recuperación de la microcuenca La Florida y sus seis afluentes que atraviesan la zona urbana del municipio de Angostura","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_5588_2004_1.pdf"
,"GC00140","Central","Gestión de la Cultura","MEMORIA","Manejo adecuado de la microcuenca La Piedrahita, aportes desde los praes para el mejoramiento ambiental del municipio de Donmatías :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_5588_2004_2.pdf"
,"GC00141","Central","Gestión de la Cultura","MEMORIA","Redescubriendo la quebrada Sacatín - La Paz. Sus potencialidades y conflictos","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_5588_2004_3.pdf"
,"GA00075","Central","AIRNR","MEMORIA","Informe final planificación y puesta en marcha de una prueba piloto del proyecto de disposición final de deschos sólidos en las instalaciones de la Cuarta Brigada","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_CN_1535_1999.pdf"
,"GC00142","Central","Gestión de la Cultura","MEMORIA","Proyecto ambiental escolar municipio Gómez Plata","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_5588_2004_4.pdf"
,"GC00143","Central","Gestión de la Cultura","MEMORIA","Hacia una cultura del buen uso del recurso hídrico en Santa Rosa de Osos desde el aprovechamiento del agua lluvia","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_5588_2004_5.pdf"
,"GC00144","Central","Gestión de la Cultura","MEMORIA","Proyecto ambiental escolar municipio de Belmira","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_5588_2004_6.pdf"
,"GC00145","Central","Gestión de la Cultura","MEMORIA","Aportes desde la Institución Educativa Entrerrios a la solución de las problemáticas de contaminación ambiental en el municipio de Entrerríos","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_5588_2004_7.pdf"
,"GC00146","Central","Gestión de la Cultura","MEMORIA","El adecuado manejo de basuras como estrategia de educación ambiental desde la Institución Educativa Normal Superior Señor de los Milagros","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_5588_2004_8.pdf"
,"GC00131","Central","Gestión de la Cultura","MEMORIA","Semilleros de vida","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_5588_2004_9.pdf"
,"AIRNR00381","Central","AIRNR","MEMORIA","Manejo en cautividad de la chilindra (colinus cristatus) con fines reproductivos y de repoblamiento /","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_CN_340_1996.pdf"
,"AIRNR00001","Central","AIRNR","MEMORIA","Propuesta para el aprovechamiento, transformación y comercialización de productos forestales no maderables para el beneficio de las comunidades de los bosques de la Reserva Forestal del Magdalena","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_9148_2012.pdf"
,"AIRNR00382","Central","AIRNR","MEMORIA","Municipio de Támesis, Ant., relleno sanitario RSM","http://www.corantioquia.gov.co/ciadoc/SANEAMIENTO%20B%C3%81SICO/AIRNR_CN_997_1998.pdf"
,"GC00149","Central","Gestión de la Cultura","MEMORIA","Proyecto ambiental escolar recuperación, mejoramiento y embellecimiento de la quebrada Donmatías :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_5588_2004_10.pdf"
,"GC00177","Central","Gestión de la Cultura","MEMORIA","Convenio 1606 – 83 de 2016 :","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1606-83_2016.pdf"
,"AIRNR00383","Central","AIRNR","MEMORIA","Plan de establecimiento y manejo forestal /","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CN_589_1997.pdf"
,"AIRNR00384","Central","AIRNR","MEMORIA","Recuperación y manejo de la microcuenca El Cariaño municipio de Yalí, Antioquia","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_616_1997.pdf"
,"GC00148","Central","Gestión de la Cultura","MEMORIA","Microrruteo de recolección de residuos sólidos aprovechables - reciclables","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CV_605_2010_2.pdf"
,"GC00118","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra La Esmeralda","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_%2017.pdf"
,"GC00119","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra La Ilusión","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_18.pdf"
,"GC00121","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra Quebradona Media","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_20.pdf"
,"GC00120","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra La Reversa","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_19.pdf"
,"GC00122","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra Tigre 1 y 2","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_21.pdf"
,"GC00123","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra Tigre 3","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_22.pdf"
,"GC00175","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra La Porquera","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_49.pdf"
,"GC00125","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra El Real","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_24.pdf"
,"GC00150","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra La Capilla","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_25.pdf"
,"GC00151","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra Puerto Claver","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_26.pdf"
,"GC00152","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra Puerto López","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_27.pdf"
,"GC00153","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra Villa Larga","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_28.pdf"
,"GC00182","Central","Gestión de la Cultura","MEMORIA","Proyecto de capacitación en el uso y preservación del recurso hídrico y manejo de acueductos rurales en el municipio de Santa Bárbara, Antioquia","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_5034_2003.pdf"
,"GC00154","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra Bijagual","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_29.pdf"
,"GC00155","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra Cargueros","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_30.pdf"
,"GC00156","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra Colorado Cocoafroco","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_31.pdf"
,"GC00157","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra La Yé","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_32.pdf"
,"GC00158","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra Las Flores","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_33.pdf"
,"GC00159","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra Caño Bodega","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_34.pdf"
,"GC00160","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra Puerto Murillo","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_35.pdf"
,"GC00161","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra Hoyo Rico","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_36.pdf"
,"GC00162","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra San Isidro","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_37.pdf"
,"GC00163","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra El Cenizo","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_38.pdf"
,"GC00164","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra El Cristo","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_39.pdf"
,"GC00165","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra Fraguas Machuca","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_40.pdf"
,"GC00166","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra Córdoba","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_41.pdf"
,"GC00167","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra El Rodeo","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_42.pdf"
,"GC00170","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra Juntas","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_44.pdf"
,"GC00168","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra Guaymaral","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_43.pdf"
,"GC00171","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra La Puerta","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_4.pdf"
,"GC00172","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra Los Almendros","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_46.pdf"
,"GC00173","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra San Nicolás","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_47.pdf"
,"GC00174","Central","Gestión de la Cultura","MEMORIA","Plan de etnodesarrollo del consejo comunitario de la comunidad negra El Retiro","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410-85_2014_48.pdf"
,"AIRNR00400","Central","AIRNR","MEMORIA","Plan de manejo forestal (PMF) para acceder a una autorización comunitaria de aprovechamiento forestal en la zona suroriental del municipio de Remedios","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_1973_1999.pdf"
,"AIRNR00416","Central","AIRNR","MEMORIA","lnvestigación participativa las mujeres y la leña","http://www.corantioquia.gov.co/ciadoc/AGROECOLOG%C3%8DA/AIRNR_CN_2575_2000.pdf"
,"GC00184","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario Barrio Chino, municipio de Caucasia","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_50.pdf"
,"GC00185","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario Cacerí, municipio de Caucasia","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_51.pdf"
,"GC00186","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario Ciénaga Colombia, municipio de Caucasia","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_52.pdf"
,"GC00187","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario El Delirio, municipio de Caucasia","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_53.pdf"
,"GC00212","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario de Bijagual, municipio de Nechí","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_78.pdf"
,"GC00213","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario Cargueros, municipio de Nechí","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_79.pdf"
,"GC00188","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario El Pando, municipio de Caucasia","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_54.pdf"
,"GC00189","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario La Esmeralda, municipio de Caucasia","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_55.pdf"
,"GC00190","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario La Galandria, municipio de Caucasia","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_56.pdf"
,"GC00191","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario La Ilusión, municipio de Caucasia","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_57.pdf"
,"GC00214","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario Colorado, municipio de Nechí","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_80.pdf"
,"GC00192","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario La Raya, municipio de Caucasia","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_58.pdf"
,"GC00215","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario Conchas la Y, municipio de Nechí","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_81.pdf"
,"GC00193","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario La Reversa, municipio de Caucasia","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_59.pdf"
,"GC00216","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario Las Flores, municipio de Nechí","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_82.pdf"
,"GC00194","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario La Unión Cacerí Medio, municipio de Caucasia","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_60.pdf"
,"GC00217","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario Puerto Murillo, municipio de Puerto Berrio","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_83.pdf"
,"GC00195","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario de Margento, municipio de Caucasia","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_61.pdf"
,"GC00196","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario Palanca, municipio de Caucasia","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_62.pdf"
,"GC00218","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario Hoyo Rico, municipio de Santa Rosa de Osos","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_84.pdf"
,"GC00197","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario Palomar, municipio de Caucasia","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_63.pdf"
,"GC00219","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario San Isidro, municipio de Santa Rosa de Osos","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_85.pdf"
,"GC00198","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario Puerto Triana, municipio de Caucasia","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_64.pdf"
,"GC00199","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario Quebradona Medio, municipio de Caucasia","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_65.pdf"
,"GC00220","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario El Cenizo, municipio de Segovia","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_86.pdf"
,"GC00221","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario El Cristo, municipio de Segovia","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_87.pdf"
,"GC00222","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario Machuca, municipio de Segovia","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_88.pdf"
,"GC00223","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario de Córdoba, municipio de Sopetrán","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_89.pdf"
,"GC00225","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario de Guaymaral, municipio de Sopetrán","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_91.pdf"
,"GC00226","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario de Juntas, municipio de Sopetrán","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_92.pdf"
,"GC00227","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario de La Puerta, municipio de Sopetrán","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_93.pdf"
,"GC00228","Central","Gestión de la Cultura","MEMORIA","Consejo Comunitario de Los Almendros, municipio de Sopetrán","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CV_1410_85_2014_94.pdf"
