"area","curso","fechainicial","horainicial","fechafinal","horafinal","diascurso","cupominimo","cupomaximo","costocurso","direccion","ciudad","departamento","requisito"
"FISICA","Calibración Medidores de Energía Eléctrica","2017-09-25T00:00:00.000","8:15","2017-09-26T00:00:00.000","17:00","2","4","6","725900.00","Avenida Carrera (AK) 50 No. 26-55 Int 2 (CAN)","BOGOTA D.C.","BOGOTA D.C.","Metrología Básica"
"FISICA","Corriente Continua","2017-07-05T00:00:00.000","8:15","2017-07-07T00:00:00.000","17:00","3","5","9","986100.00","Avenida Carrera (AK) 50 No. 26-55 Int 2 (CAN)","BOGOTA D.C.","BOGOTA D.C.","Metrología Básica"
"FISICA","Corriente Continua","2017-07-05T00:00:00.000","8:15","2017-07-07T00:00:00.000","17:00","3","5","9","986100.00","Avenida Carrera (AK) 50 No. 26-55 Int 2 (CAN)","BOGOTA D.C.","BOGOTA D.C.","Incertidumbre de Medición"
"FISICA","Corriente Continua","2017-09-13T00:00:00.000","8:15","2017-09-15T00:00:00.000","17:00","3","5","9","986100.00","Avenida Carrera (AK) 50 No. 26-55 Int 2 (CAN)","BOGOTA D.C.","BOGOTA D.C.","Metrología Básica"
"FISICA","Corriente Continua","2017-09-13T00:00:00.000","8:15","2017-09-15T00:00:00.000","17:00","3","5","9","986100.00","Avenida Carrera (AK) 50 No. 26-55 Int 2 (CAN)","BOGOTA D.C.","BOGOTA D.C.","Incertidumbre de Medición"
"FISICA","Densidad","2017-11-22T00:00:00.000","8:15","2017-11-24T00:00:00.000","17:00","3","3","4","986100.00","Avenida Carrera (AK) 50 No. 26-55 Int 2 (CAN)","BOGOTA D.C.","BOGOTA D.C.","Metrología Básica"
"FISICA","Densidad","2017-11-22T00:00:00.000","8:15","2017-11-24T00:00:00.000","17:00","3","3","4","986100.00","Avenida Carrera (AK) 50 No. 26-55 Int 2 (CAN)","BOGOTA D.C.","BOGOTA D.C.","Incertidumbre de Medición"
"FISICA","Densidad","2017-09-13T00:00:00.000","8:15","2017-09-15T00:00:00.000","17:00","3","3","4","986100.00","Avenida Carrera (AK) 50 No. 26-55 Int 2 (CAN)","BOGOTA D.C.","BOGOTA D.C.","Metrología Básica"
"FISICA","Densidad","2017-09-13T00:00:00.000","8:15","2017-09-15T00:00:00.000","17:00","3","3","4","986100.00","Avenida Carrera (AK) 50 No. 26-55 Int 2 (CAN)","BOGOTA D.C.","BOGOTA D.C.","Incertidumbre de Medición"
"FISICA","Dimensional Básico","2017-03-07T00:00:00.000","8:15","2017-03-10T00:00:00.000","17:00","4","4","8","1246300.00","Avenida Carrera (AK) 50 No. 26-55 Int 2 (CAN)","BOGOTA D.C.","BOGOTA D.C.","Metrología Básica"
"FISICA","Dimensional Básico","2017-09-19T00:00:00.000","8:15","2017-09-22T00:00:00.000","17:00","4","4","8","1246300.00","Avenida Carrera (AK) 50 No. 26-55 Int 2 (CAN)","BOGOTA D.C.","BOGOTA D.C.","Metrología Básica"
"FISICA","Dimensional Nivel 2","2017-11-15T00:00:00.000","8:15","2017-11-17T00:00:00.000","17:00","3","4","6","986100.00","Avenida Carrera (AK) 50 No. 26-55 Int 2 (CAN)","BOGOTA D.C.","BOGOTA D.C.","Dimensional N1"
"FISICA","Estadística Básica","2017-03-08T00:00:00.000","8:15","2017-03-10T00:00:00.000","17:00","3","7","20","986100.00","Avenida Carrera (AK) 50 No. 26-55 Int 2 (CAN)","BOGOTA D.C.","BOGOTA D.C.","Algebra Lineal"
"FISICA","Estadística Básica","2017-03-08T00:00:00.000","8:15","2017-03-10T00:00:00.000","17:00","3","7","20","986100.00","Avenida Carrera (AK) 50 No. 26-55 Int 2 (CAN)","BOGOTA D.C.","BOGOTA D.C.","Cálculo"
"FISICA","Estadística Básica","2017-05-15T00:00:00.000","8:15","2017-05-17T00:00:00.000","17:00","3","7","20","986100.00","Avenida Carrera (AK) 50 No. 26-55 Int 2 (CAN)","BOGOTA D.C.","BOGOTA D.C.","Algebra Lineal"
"FISICA","Estadística Básica","2017-05-15T00:00:00.000","8:15","2017-05-17T00:00:00.000","17:00","3","7","20","986100.00","Avenida Carrera (AK) 50 No. 26-55 Int 2 (CAN)","BOGOTA D.C.","BOGOTA D.C.","Cálculo"
