"a_o","identificador_de_la_orden","rama_de_la_entidad","sector_de_la_entidad","entidad","solicitante","fecha","proveedor","estado","solicitud","items","total","agregacion","ciudad","entidad_obigada"
"2021","82720","Ejecutiva","Información Estadí­stica","DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA DANE","Nataly Anaya Arcia","2021-12-15T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","145099","Ver Conjunto detalle","3512035835","IAD Softare I  Microsoft","BOGOTÁ","Obligada"
"2021","82736","Ejecutiva","Ambiente y Desarrollo Sostenible","PARQUES NACIONALES NATURALES DE COLOMBIA","Mario Rodriguez Lozano","2021-12-15T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","145183","Ver Conjunto detalle","440840143","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","82768","Ejecutiva","Educación Nacional","MUNICIPIO DE SANTIAGO DE CALI  SECRETARIA DE EDUCACION","Yamileth Fajardo Ramos","2021-12-15T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","145263","Ver Conjunto detalle","6649029","IAD Softare I  Microsoft","CALI","No obligada"
"2021","82769","Ejecutiva","Hacienda y Crédito Público","FONDO ADAPTACION","Victor Alejandro Venegas Mendoza","2021-12-15T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","145281","Ver Conjunto detalle","121475585","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2021","82776","Legislativa",,"CAMARA DE REPRESENTANTES","Ingrid Lorena Muñoz","2021-12-15T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","145286","Ver Conjunto detalle","792992017","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2021","82794","Organismos autónomo o independientes","Ambiente y Desarrollo Sostenible","CORPORACION AUTONOMA REGIONAL DEL CESAR","Pierina Stummo Cabarcas","2021-12-15T00:00:00.000","Soluciones Orión Sucursal Colombia","Emitida","145329","Ver Conjunto detalle","65355311","IAD Softare I  Microsoft","VALLEDUPAR","No obligada"
"2021","82802","Ejecutiva","Defensa Nacional","DIRECCION DE PROTECCION Y SERVICIOS ESPECIALES","Carolina Rios Rivera","2021-12-16T00:00:00.000","Colsoft COLOMBIANA DE SOFTARE Y HARDARE COLSOF SA","Emitida","145071","Ver Conjunto detalle","42748222","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","82834","Ejecutiva",,"GOBERNACION DEL DEPARTAMENTO ARCHIPIELAGO DE SAN ANDRES  PROVIDENCIA Y SANTA CATALINA","Claudia Patricia Mendoza Herrera","2021-12-16T00:00:00.000","Unión Temporal DELL EMC","Emitida","144945","Ver Conjunto detalle","412452400","IAD Softare I  Microsoft","SAN ANDRES","No obligada"
"2021","82854","Ejecutiva","Defensa Nacional","MINISTERIO DE DEFENSA NACIONAL  DIRECCION GENERAL MARITIMA DIMAR","Raul De Jesus Anaya Viaña","2021-12-16T00:00:00.000","Colsoft COLOMBIANA DE SOFTARE Y HARDARE COLSOF SA","Emitida","145352","Ver Conjunto detalle","754366626","IAD Softare I  Microsoft","BOGOTÁ","Obligada"
"2021","82855","Ejecutiva","Defensa Nacional","MINISTERIO DE DEFENSA NACIONAL  DIRECCION GENERAL MARITIMA DIMAR","Raul De Jesus Anaya Viaña","2021-12-16T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","145361","Ver Conjunto detalle","11811670","IAD Softare I  Microsoft","BOGOTÁ","Obligada"
"2021","82860","Ejecutiva","No Aplica","VALLE DEL CAUCA  ALCALDIA MUNICIPIO DE JAMUNDI","Andres Felipe Ramirez Restrepo","2021-12-16T00:00:00.000","Unión Temporal DELL EMC","Emitida","145375","Ver Conjunto detalle","64302483","IAD Softare I  Microsoft","jamundí","No obligada"
"2021","82920","Ejecutiva","Planeación","DEPARTAMENTO NACIONAL DE PLANEACION","Roberto Rommel Diazgranados Diaz","2021-12-16T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","145425","Ver Conjunto detalle","610203115","IAD Softare I  Microsoft","Bogota","Obligada"
"2021","82940","Ejecutiva","Educación Nacional","INSTITUTO PARA LA INVESTIGACION EDUCATIVA Y EL DESARROLLO PEDAGOGICO","Alexander Rubio Alvarez","2021-12-17T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","145505","Ver Conjunto detalle","1914291","IAD Softare I  Microsoft","Bogotá","No obligada"
"2021","82989","Organismos autónomo o independientes",,"SECRETARIA DISTRITAL DE LA MUJER","Laura  Tami Leal","2021-12-17T00:00:00.000","Soluciones Orión Sucursal Colombia","Emitida","145412","Ver Conjunto detalle","2243735","IAD Softare I  Microsoft","Bogotá D.C. Colombia","No obligada"
"2021","83012","Ejecutiva","Vivienda, Ciudad y Territorio","MINISTERIO DE VIVIENDA CIUDAD Y TERRITORIO","Catalina Franco Gómez","2021-12-17T00:00:00.000","UT Nimbit Union Temporal Nimbit","Cerrada","145592","Ver Conjunto detalle","4124184","IAD Softare I  Microsoft","bogota","Obligada"
"2021","83084","Ejecutiva","Hacienda y Crédito Público","SUPERINTENDENCIA DE ECONOMIA SOLIDARIA","Julian Rene Rengifo Niño","2021-12-20T00:00:00.000","Colsoft COLOMBIANA DE SOFTARE Y HARDARE COLSOF SA","Emitida","145727","Ver Conjunto detalle","671615446","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2021","83086","Ejecutiva","No Aplica","Cundinamarca  Gobernación de Cundinamarca  Secretaria de Educación","Jeniffer Alexandra Barbosa Escobar","2021-12-20T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","145730","Ver Conjunto detalle","503162","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2021","83087","Ejecutiva","No Aplica","Cundinamarca  Gobernación de Cundinamarca  Secretaria de Educación","Jeniffer Alexandra Barbosa Escobar","2021-12-20T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","145736","Ver Conjunto detalle","300086812","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2021","83104","Organismos autónomo o independientes","Justicia y del Derecho","PERSONERIA DE BOGOTA DC","David Ricardo Sanchez Lozano","2021-12-20T00:00:00.000","BRANCH OF MICROSOFT COLOMBIA INC","Emitida","145716","Ver Conjunto detalle","100800000","IAD Softare I  Microsoft","Bogotá D.C.","No obligada"
"2021","83176","Ejecutiva","Defensa Nacional","FONDO ROTATORIO DE LA POLICIA","Suleydi  Ceron Vega","2021-12-20T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","145866","Ver Conjunto detalle","34136945","IAD Softare I  Microsoft","BOGOTÁ","Obligada"
"2021","83188","Ejecutiva","Inteligencia Estrategica y Contrainteligencia","DIRECCION NACIONAL DE INTELIGENCIA","Ana Carolina Vergel Casanova","2021-12-20T00:00:00.000","Colsoft COLOMBIANA DE SOFTARE Y HARDARE COLSOF SA","Emitida","145915","Ver Conjunto detalle","1148029023","IAD Softare I  Microsoft","BOGOTA D.C","Obligada"
"2021","83199","Ejecutiva","Defensa Nacional","CENTRAL ADMINISTRATIVA Y CONTABLE  CENAC TELEMATICA","Jaime Octavio Peña Granada","2021-12-21T00:00:00.000","Colsoft COLOMBIANA DE SOFTARE Y HARDARE COLSOF SA","Emitida","145888","Ver Conjunto detalle","185914374","IAD Softare I  Microsoft","Bogota","Obligada"
"2021","83201","Ejecutiva","Función Pública","GOBERNACION DE ANTIOQUIA","John Edard Garcia Soto","2021-12-21T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","144424","Ver Conjunto detalle","616102375","IAD Softare I  Microsoft","Medellin - Antioquia","No obligada"
"2021","83204","Ejecutiva","Trabajo","SUPERINTENDENCIA DE SUBSIDIO FAMILIAR","Elide Albaracin Morales","2021-12-21T00:00:00.000","Colsoft COLOMBIANA DE SOFTARE Y HARDARE COLSOF SA","Emitida","145839","Ver Conjunto detalle","2207424504","IAD Softare I  Microsoft","BOGOTÁ","Obligada"
"2021","83247","Ejecutiva","Función Pública","ALCALDIA MUNICIPAL DE BUCARAMANGA","Uriel  Carreño Molina","2021-12-21T00:00:00.000","Soluciones Orión Sucursal Colombia","Emitida","146037","Ver Conjunto detalle","111666482","IAD Softare I  Microsoft","BUCARAMANGA","No obligada"
"2021","83265","Ejecutiva","Transporte","UNIDAD DE PLANEACION DE INFRAESTRUCTURA DE TRANSPORTE UPIT","Claudia  Pinilla Pinilla","2021-12-21T00:00:00.000","Colsoft COLOMBIANA DE SOFTARE Y HARDARE COLSOF SA","Emitida","146004","Ver Conjunto detalle","44119200","IAD Softare I  Microsoft","BOGOTA",
"2021","83271","Ejecutiva","Tecnologías de la Información y las comunicaciones","COMISION DE REGULACION DE COMUNICACIONES","Paula Ximena Lombana Sierra","2021-12-21T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","145951","Ver Conjunto detalle","225370551","IAD Softare I  Microsoft","BOGOTÁ, D.C.","Obligada"
"2021","83275","Ejecutiva","Ciencia y Tecnología","INSTITUTO NACIONAL DE SALUD","Paula Camila Campos Abril","2021-12-21T00:00:00.000","Colsoft COLOMBIANA DE SOFTARE Y HARDARE COLSOF SA","Emitida","146020","Ver Conjunto detalle","844747480","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2021","83276","Ejecutiva","Ciencia y Tecnología","INSTITUTO NACIONAL DE SALUD","Paula Camila Campos Abril","2021-12-21T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","146025","Ver Conjunto detalle","226826415","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2021","83286","Ejecutiva","Hacienda y Crédito Público","FONDO DE GARANTIAS DE ENTIDADES COOPERATIVAS","Adriana Mc Allister  Braidy","2021-12-22T00:00:00.000","Soluciones Orión Sucursal Colombia","Emitida","146028","Ver Conjunto detalle","55653407","IAD Softare I  Microsoft","Bogotá","No obligada"
"2021","83298","Organismos autónomo o independientes",,"CONTRALORIA DEPARTAMENTAL DEL HUILA","Amaury Luis Florez Reino","2021-12-22T00:00:00.000","UT SOFTLINEBEX 2020","Cerrada","146100","Ver Conjunto detalle","21150587","IAD Softare I  Microsoft","Neiva","No obligada"
"2021","83392","Ejecutiva","Hacienda y Crédito Público","FOGAFIN","Dina María Olmos Aponte","2021-12-22T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","146218","Ver Conjunto detalle","296471783","IAD Softare I  Microsoft","Bogotá","No obligada"
"2021","83457","Judicial","Justicia y del Derecho","RAMA JUDICIAL  CONSEJO SUPERIOR DE LA JUDICATURA","Carlos Julio Modesto Castellanos","2021-12-23T00:00:00.000","Unión Temporal DELL EMC","Emitida","146158","Ver Conjunto detalle","14610380000","IAD Softare I  Microsoft","Bogota d.c.","No obligada"
"2021","83487","Ejecutiva",,"GOBERNACION DE RISARALDA","Victor Manuel Tamayo Vargas","2021-12-23T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","146314","Ver Conjunto detalle","63147437","IAD Softare I  Microsoft","PEREIRA","No obligada"
"2021","83503","Ejecutiva","Función Pública","DEPARTAMENTO ADMINISTRATIVO DE LA FUNCION PUBLICA","Luz Dary Cuevas Muñoz","2021-12-23T00:00:00.000","UT SOFTLINEBEX 2020","Cerrada","146291","Ver Conjunto detalle","288010337","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","83500","Ejecutiva","Defensa Nacional","FUERZA AÉREA COLOMBIANA  JEFATURA TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIONES","Karol Silva Ortiz","2021-12-23T00:00:00.000","Unión Temporal DELL EMC","Cerrada","146320","Ver Conjunto detalle","6508996100","IAD Softare I  Microsoft","BOGOTÁ D.C.","Obligada"
"2021","83512","Organismos autónomo o independientes","Justicia y del Derecho","UNIDAD PARA LA BÚSQUEDA DE PERSONAS DADAS POR DESAPARECIDAS","Oscar Javier Suarez Ramos","2021-12-23T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","146319","Ver Conjunto detalle","644471746","IAD Softare I  Microsoft","Bogotá","No obligada"
"2021","83513","Ejecutiva","Educación Nacional","MINISTERIO DE EDUCACION NACIONAL","Karen Ezpeleta Merchán","2021-12-23T00:00:00.000","BRANCH OF MICROSOFT COLOMBIA INC","Emitida","146279","Ver Conjunto detalle","900115702","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2021","83554","Ejecutiva","Inclusión social y reconciliación","INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR","Gustavo Mauricio Martinez Perdomo","2021-12-24T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","146326","Ver Conjunto detalle","86805043","IAD Softare I  Microsoft","Bogota D.C.","Obligada"
"2021","83555","Ejecutiva","Agricultura y Desarrollo Rural","BOGOTA DCAGENCIA DE DESARROLLO RURAL","John Fredy Toro Gonzalez","2021-12-24T00:00:00.000","UT SOFTLINEBEX 2020","Cerrada","146422","Ver Conjunto detalle","167413311","IAD Softare I  Microsoft","BOGOTA D.C.","Obligada"
"2021","83572","Ejecutiva","Interior","UNIDAD NACIONAL DE PROTECCION","Ana Lucia Osorio Sepulveda","2021-12-24T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","146428","Ver Conjunto detalle","2048336346","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","83584","Organismos autónomo o independientes",,"FEDERACION COLOMBIANA DE MUNICIPIOS","Julio Alfonso Peñuela Saldaña","2021-12-24T00:00:00.000","Unión Temporal DELL EMC","Emitida","146490","Ver Conjunto detalle","565157418","IAD Softare I  Microsoft","Bogotá D.C.","No obligada"
"2021","83604","Ejecutiva","Minas y Energía","UAE  AGENCIA NACIONAL DE HIDROCARBUROS","Franklin Edgar Rodríguez González","2021-12-24T00:00:00.000","Colsoft COLOMBIANA DE SOFTARE Y HARDARE COLSOF SA","Emitida","146480","Ver Conjunto detalle","60736321","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2021","83646","Organismos autónomo o independientes",,"AUDITORIA GENERAL DE LA REPUBLICA","Jeimmy Lorena Viracacha Peña","2021-12-24T00:00:00.000","Colsoft COLOMBIANA DE SOFTARE Y HARDARE COLSOF SA","Emitida","146533","Ver Conjunto detalle","290977579","IAD Softare I  Microsoft","bogota","No obligada"
"2021","83649","Ejecutiva","Defensa Nacional","MINISTERIO DE DEFENSA NACIONAL","Luz Amanda Morales Rodriguez","2021-12-25T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","146193","Ver Conjunto detalle","3061950159","IAD Softare I  Microsoft","BOGOTA D.C","Obligada"
"2021","83672","Ejecutiva","Vivienda, Ciudad y Territorio","DEPARTAMENTO ADMINISTRATIVO DE LA DEFENSORIA DEL ESPACIO PUBLICO","Syrus Asdrubal Pacheco Vergel","2021-12-27T00:00:00.000","UT Soft IG 3","Emitida","146571","Ver Conjunto detalle","354736939","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2021","83676","Ejecutiva","Inteligencia Estrategica y Contrainteligencia","EMPRESA NACIONAL PROMOTORA DEL DESARROLLO TERRITORIAL","Jose Chinchilla Lemus","2021-12-27T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","146499","Ver Conjunto detalle","791286","IAD Softare I  Microsoft","Bogotá","No obligada"
"2021","83684","Ejecutiva","Educación Nacional","UNIDAD CENTRAL DEL VALLE DEL CAUCA","Juan Carlos Urriago Fontal","2021-12-27T00:00:00.000","UT Soft IG 3","Emitida","146585","Ver Conjunto detalle","91396813","IAD Softare I  Microsoft","Tuluá","No obligada"
"2021","83693","Ejecutiva","Educación Nacional","IUCMA","Juan David Gómez Flórez","2021-12-27T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","146596","Ver Conjunto detalle","87636307","IAD Softare I  Microsoft","Medellin","No obligada"
"2021","83702","Judicial","Justicia y del Derecho","INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES","Lucy Faridy Rojas Beltra","2021-12-27T00:00:00.000","Unión Temporal DELL EMC","Emitida","143522","Ver Conjunto detalle","1065765904","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2021","83703","Judicial","Justicia y del Derecho","INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES","Lucy Faridy Rojas Beltra","2021-12-27T00:00:00.000","Controles Empresariales Controles Empresariales SAS","Emitida","146592","Ver Conjunto detalle","819859121","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2021","83711","Ejecutiva","Hacienda y Crédito Público","DEPARTAMENTO DE CUNDINAMARCASEC HACIENDA","Erika Elizabeth Sabogal Castro","2021-12-27T00:00:00.000","Unión Temporal DELL EMC","Cancelada","146626","Ver Conjunto detalle","147981600","IAD Softare I  Microsoft","Bogotá","No obligada"
"2021","83759","Ejecutiva",,"CAUCA  ALCALDIA MUNICIPAL DE POPAYAN","Juan Carlos Lopez Castrillon","2021-12-28T00:00:00.000","Soluciones Orión Sucursal Colombia","Emitida","146678","Ver Conjunto detalle","15629392","IAD Softare I  Microsoft","POPAYAN","No obligada"
"2021","83778","Ejecutiva",,"BOGOTA  ALCALDIA LOCAL DE LA CANDELARIA","Sandra Arias Vargas","2021-12-28T00:00:00.000","Soluciones Orión Sucursal Colombia","Emitida","146695","Ver Conjunto detalle","11134656","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2021","83799","Organismos autónomo o independientes",,"CONTRALORIA GENERAL DE LA REPUBLICA","Sandra Patricia Bohorquez Gonzalez","2021-12-28T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","146730","Ver Conjunto detalle","1518420650","IAD Softare I  Microsoft","BOGOTÁ, D.C.","No obligada"
"2021","83802","Organismos autónomo o independientes","Ambiente y Desarrollo Sostenible","CORPORACION AUTONOMA REGIONAL PARA LA DEFENSA DE LA MESETA DE BUCARAMANGA","Ruth  Bacca Lobo","2021-12-28T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","146729","Ver Conjunto detalle","169376425","IAD Softare I  Microsoft","Bucaramanga","No obligada"
"2021","83811","Ejecutiva","Justicia y del Derecho","UNIDAD DE SERVICIOS PENITENCIARIOS Y CARCELARIOS","Jessica contreras lloreda","2021-12-28T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","146560","Ver Conjunto detalle","2044259213","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","83839","Ejecutiva","Defensa Nacional","HOSPITAL MILITAR CENTRAL","Ricardo   Hoyos Lanziano","2021-12-29T00:00:00.000","Colsoft COLOMBIANA DE SOFTARE Y HARDARE COLSOF SA","Emitida","146702","Ver Conjunto detalle","342931138","IAD Softare I  Microsoft","Bogotá","Obligada"
"2021","83856","Ejecutiva","Defensa Nacional","FUERZA AÉREA COLOMBIANA  OFICINA GOBIERNO CORPORATIVO DE TIC","Pahola Patricia Tellez Basante","2021-12-29T00:00:00.000","BRANCH OF MICROSOFT COLOMBIA INC","Emitida","146808","Ver Conjunto detalle","630066348","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2021","83857","Organismos autónomo o independientes","No Aplica","YOPALCONTRALORIA DEPARTAMENTAL DE CASANARE","Yanneth  Holguin Suárez","2021-12-29T00:00:00.000","ALFAPEOPLE ALFA PEOPLE ANDINO SAS","Emitida","146819","Ver Conjunto detalle","90032154","IAD Softare I  Microsoft","Yopal",
"2021","83858","Ejecutiva","Salud y Protección Social","MINISTERIO SALUD Y PROTECCION SOCIAL  GENERAL","Cesar Orlando Tapias Garcia","2021-12-29T00:00:00.000","UT Soft IG 3","Emitida","146754","Ver Conjunto detalle","1695685139","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2021","83860","Ejecutiva","Salud y Protección Social","MINISTERIO SALUD Y PROTECCION SOCIAL  GENERAL","Cesar Orlando Tapias Garcia","2021-12-29T00:00:00.000","Colsoft COLOMBIANA DE SOFTARE Y HARDARE COLSOF SA","Emitida","146757","Ver Conjunto detalle","2276573284","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2021","83862","Ejecutiva","Defensa Nacional","FUERZA AÉREA COLOMBIANA  OFICINA GOBIERNO CORPORATIVO DE TIC","Pahola Patricia Tellez Basante","2021-12-29T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","146820","Ver Conjunto detalle","396882955","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2021","83866","Ejecutiva","Defensa Nacional","FUERZA AÉREA COLOMBIANA  OFICINA GOBIERNO CORPORATIVO DE TIC","Pahola Patricia Tellez Basante","2021-12-29T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","146827","Ver Conjunto detalle","429254926","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2021","83867","Organismos autónomo o independientes","Hacienda y Crédito Público","LOTERIA DE BOGOTA","Oscar Alvarez Melo","2021-12-29T00:00:00.000","Soluciones Orión Sucursal Colombia","Emitida","146826","Ver Conjunto detalle","43057990","IAD Softare I  Microsoft","Bogotá","No obligada"
"2021","83884","Ejecutiva","Planeación","REGION ADMINISTRATIVA Y DE PLANEACIÓN ESPECIAL  RAPE REGIÓN CENTRAL","Luis Eduardo Guzmán Guayazan","2021-12-29T00:00:00.000","UT Soft IG 3","Emitida","146859","Ver Conjunto detalle","44739679","IAD Softare I  Microsoft","BOGOTÁ","No obligada"
