"numfila","departamento","municipio","cultivo","estado","tiempo_establecimiento","topografia","drenaje","riego","fertilizantes_aplicados","fechaanalisis","ph_agua_suelo_2_5_1_0","materia_org_nica_mo","f_sforo_p_bray_ii_mg_kg","azufre_s_fosfato_monocalcico_mg_kg","acidez_al_h_kcl_cmol_kg","aluminio_al_intercambiable_cmol_kg","calcio_ca_intercambiable_cmol_kg","magnesio_mg_intercambiable_cmol_kg","potasio_k_intercambiable_cmol_kg","sodio_na_intercambiable_cmol_kg","capacidad_de_intercambio_cationico_cice_suma_de_bases_cmol_kg","conductividad_el_ctrica_ce_relacion_2_5_1_0_ds_m","hierro_fe_disponible_olsen_mg_kg","cobre_cu_disponible_mg_kg","manganeso_mn_disponible_olsen_mg_kg","zinc_zn_disponible_olsen_mg_kg","boro_b_disponible_mg_kg","hierro_fe_disponible_doble_cido_mg_kg","cobre_cu_disponible_doble_acido_mg_kg","manganeso_mn_disponible_doble_acido_mg_kg","zinc_zn_disponible_doble_cido_mg_kg","secuencial"
,"CUNDINAMARCA","FUNZA","Uchuva","POR ESTABLECER","NO APLICA","Ondulado","Bueno","No indica","No indica",,"5.66","9.706679206531621","5.622298591549295","4.345549738219895","ND","ND","4.96569191","0.9788292099999999","0.20453417999999998","0.14592724999999998","6.294982549999999","0.22351319999999997","184.118","<1,00","2.8760000000000003","3.462","0.1094420600858369","ND","ND","ND","ND",
,"CUNDINAMARCA","BITUIMA","Citricos","POR ESTABLECER","NO APLICA","Ondulado","Bueno","No cuenta con riego","No indica",,"8.08","3.417594935131467","7.570467605633801","6.832460732984293","ND","ND","42.704796720000004","1.27535635","0.13121697599999999","0.12028233","44.23165237600001","0.6927323999999999","33.181","3.426","<1,00","90.92600000000002","0.7103004291845494","ND","ND","ND","ND",
,"CUNDINAMARCA","VILLAPINZÓN","Pastos-brachiaria","ESTABLECIDO","NO INDICA","Ondulado","Bueno","No cuenta con riego","No indica",,"5.87","2.3366585759845657","16.901171830985913","14.424083769633508","ND","ND","9.59718306","0.9457007199999999","0.194180868","0.13846343","10.875528078","0.3344772","670.747","3.7199999999999998","8.481","2.455","0.13090128755364808","ND","ND","ND","ND",
,"CUNDINAMARCA","VILLAPINZÓN","Pastos-brachiaria","ESTABLECIDO","NO INDICA","Ondulado","Bueno","No cuenta con riego","No indica",,"5.56","6.8537571503076125","32.07638309859154","9.581151832460733","ND","ND","7.528300300000001","0.8416084699999999","1.5904150199999998","<0,14","10.06032379","0.3614256","791.175","6.83","5.694","2.6310000000000002","0.30257510729613735","ND","ND","ND","ND",
,"CUNDINAMARCA","BOGOTÁ,  D.C.","Papa de año","POR ESTABLECER","NO APLICA","Pendiente","Bueno","No cuenta con riego","15-15-15, 18-18-18 y 10-30-10",,"4.87","16.041250728069084","64.19919999999999","5.523560209424084","5.028453938178679","4.643149930128704","2.23477545","0.34667245","0.31318768799999996","0.15635745999999998","8.079446986178679","0.3741072","1685.377","4.124","17.619","8.567","0.30257510729613735","ND","ND","ND","ND",
,"HUILA","GIGANTE","Aguacate","POR ESTABLECER","NO APLICA","Pendiente","Bueno","No cuenta con riego","No ha aplicado fertilizantes",,"5.82","2.3392445481356354","7.0958686786296905","2.9868421052631584","ND","ND","5.664285680000001","1.55649594","0.10623398399999999","0.15961092","7.486626524","0.1321","422.84","1.407","1.732","<1,00","0.08798283261802575","ND","ND","ND","ND",
,"META","ACACÍAS","Citricos","ESTABLECIDO","mas de 10 años","Plano","Bueno","No cuenta con riego","No indica",,"4.68","2.1194369152947585","9.16708732394366","15.209424083769633","2.83551763653889","2.5225771265417847","1.7272162800000002","0.41292943","0.15361164","0.10095295","5.23022793653889","0.1431964","605.352","1.156","3.8640000000000003","1.252","0.1094420600858369","ND","ND","ND","ND",
,"META","ACACÍAS","Aguacate","ESTABLECIDO","mas de 10 años","Plano","Regular","No cuenta con riego","Cal dolomita y Calfos",,"4.52","1.509147487642441","36.192439436619715","10.104712041884818","2.7029214880676475","2.5125270184679134","1.2472144","0.29308756999999996","0.079000272","0.10305813","4.425281860067647","0.1310432","626.9780000000001","1.192","2.353","<1,00","0.1523605150214592","ND","ND","ND","ND",
,"META","ACACÍAS","Cacao","ESTABLECIDO","mas de 10 años","Plano","Bueno","No cuenta con riego","18-18-18",,"5.15","2.0987491380862053","12.096664788732394","5.261780104712042","1.2341641511554162","1.0050108073871653","1.6416898700000002","0.45746280999999994","0.11338002","<0,14","3.546696851155416","0.16169039999999998","415.316","2.743","8.690999999999999","14.761","0.1523605150214592","ND","ND","ND","ND",
,"META","ACACÍAS","Cacao","ESTABLECIDO","de 5 a 10 años","Plano","Bueno","No cuenta con riego","Calfos",,"4.79","1.222104578873766","7.819481690140844","3.298429319371728","1.3871597070837736","1.1155619961997538","2.0168423","0.37980094","0.09655588799999999","0.10583314","3.9861919750837735","0.1173048","324.654","1.7810000000000001","3.524","1.724","0.17381974248927037","ND","ND","ND","ND",
,"META","ACACÍAS","Cacao","ESTABLECIDO","de 5 a 10 años","Pendiente","Regular","No cuenta con riego","15-15-15 y cal dolomita",,"5.04","0.7255979258684907","3.8938478873239433","6.178010471204188","10.883083878370488","9.145598347223205","1.7575183200000002","0.9924064600000001","0.176850324","0.15415658999999998","13.964015572370489","0.089828","67.511","1.927","17.209","4.3","0.17381974248927037","ND","ND","ND","ND",
,"META","ACACÍAS","Cacao","ESTABLECIDO","de 5 a 10 años","Pendiente","Regular","No cuenta con riego","No indica",,"5.14","0.5730255689554113","3.8645521126760554","3.821989528795812","11.55626432445526","9.29634996833128","1.9230816400000001","1.53622058","0.16790371199999998","0.11119177999999999","15.294662036455259","0.0903564","52.257999999999996","1.859","17.108","6.059","0.1094420600858369","ND","ND","ND","ND",
,"META","ACACÍAS","Cacao","ESTABLECIDO","de 5 a 10 años","Pendiente","Bueno","No cuenta con riego","18-18-18 y Cal dolomita",,"4.78","0.7980051460984265","7.336101408450704","5.654450261780105","2.6009244507820757","2.401975829655325","< 0,55","0.26738131","0.097681248","<0,14","3.615987008782076","0.0956404","335.02700000000004","<1,00","3.927","<1,00","0.2167381974248927","ND","ND","ND","ND",
,"META","ACACÍAS","Cacao","ESTABLECIDO","de 1 a 5 años","Pendiente","Regular","No cuenta con riego","15-15-15 y Cal dolomita",,"5.17","1.3333013813697392","3.5276507042253518","3.167539267015707","3.702492453466249","3.3466859885992606","2.56304755","0.95095059","0.081476064","<0,14","7.397966657466249","0.11043559999999998","386.254","1.139","4.128","<1,00","0.13090128755364808","ND","ND","ND","ND",
,"META","ACACÍAS","Cacao","ESTABLECIDO","de 5 a 10 años","Pendiente","Regular","No cuenta con riego","No indica",,"4.82","1.8970433103028124","<3,87","2.905759162303665","8.210761501488513","7.10542640822726","< 0,55","0.25670054000000003","0.185065452","<0,14","9.302527493488512","0.1114924","348.77700000000004","2.824","17.587","<1,00","0.1094420600858369","ND","ND","ND","ND",
,"META","ACACÍAS","Aguacate","ESTABLECIDO","mas de 10 años","Plano","Bueno","No cuenta con riego","No indica",,"4.52","1.75222886984294","10.998073239436618","8.926701570680628","1.7951478562260599","1.5577667514501063","< 0,55","0.3149922","0.10809082799999999","<0,14","2.86823088422606","0.16855959999999998","696.773","1.046","4.783","<1,00","0.1523605150214592","ND","ND","ND","ND",
