"vigencia","codigo_regional","nombre_regional","nombre_centro_zonal","codigo_dane_departamento","departamento","codigo_dane_municipio","municipio","numero_de_contrato","codigo_unidad_servicio","nombre_unidad_servicio","zona_ubicacion","direccion","estado","fecha_de_corte","geocoded_column"
"2019","27","Chocó","CZ TADO","27","Chocó","27073","Bagado",,"270731135726","MUTATA","R","MUTATA","ACTIVA","31/08/2020","POINT (-76.1777777777778 5.419722222)"
"2019","05","Antioquia","CZ ABURRA NORTE","05","Antioquia","05079","Barbosa",,"0507900053914","HCB PEQUENOS SONADORES","C","KR 21 04 205 ESMERALDA","ACTIVA","31/08/2020","POINT (-75.3381777777778 6.433558333)"
"2019","05","Antioquia","CZ ABURRA NORTE","05","Antioquia","05079","Barbosa",,"0507900053962","HCB LOS DALMATAS","C","KR 17 20 37  APTO 126","ACTIVA","31/08/2020","POINT (-75.3295583333333 6.440472222000001)"
"2019","05","Antioquia","CZ ABURRA NORTE","05","Antioquia","05079","Barbosa",,"0507900055567","HCB EL ROSAL","C","KR 20 B 17 50 PEPE SIERRA 2","ACTIVA","31/08/2020","POINT (-75.3319583333333 6.440258333)"
"2019","05","Antioquia","CZ ABURRA NORTE","05","Antioquia","05079","Barbosa",,"0507900055570","HCB LOS SALTARINES","C","CL 16 07 33  INT 301","ACTIVA","31/08/2020","POINT (-75.3294 6.4363555560000005)"
"2019","05","Antioquia","CZ ABURRA NORTE","05","Antioquia","05079","Barbosa",,"0507900055584","HCB PEQUENOS SALTARINES","C","KR 17 20 111","ACTIVA","31/08/2020","POINT (-75.3290555555556 6.440933333)"
"2019","05","Antioquia","CZ ABURRA NORTE","05","Antioquia","05079","Barbosa",,"0507900055592","HCB MI TERNURA","R","VDA VALLECITOS","ACTIVA","31/08/2020","POINT (-75.3216027777778 6.439663889)"
"2019","05","Antioquia","CZ ABURRA NORTE","05","Antioquia","05079","Barbosa",,"050791111866","LOS MELOSITOS","C","CL 12 8 A 06 7","ACTIVA","31/08/2020","POINT (-75.3326361111111 6.436816667)"
"2019","05","Antioquia","CZ ABURRA NORTE","05","Antioquia","05079","Barbosa",,"050791121044","LOS MELLIZOS","C","KR 18 19 C 3","ACTIVA","31/08/2020","POINT (-75.3309055555555 6.4393)"
"2019","05","Antioquia","CZ ABURRA NORTE","05","Antioquia","05079","Barbosa",,"050791136560","CER LA CRUZ/ESE GIRARDOTA","R","VEREDA LA TOLDA","ACTIVA","31/08/2020","POINT (-75.3594111111111 6.390666667)"
"2019","05","Antioquia","CZ ABURRA NORTE","05","Antioquia","05088","Bello",,"0508800050573","CARITAS ALEGRES","C","CL 82 N 66 B 111","ACTIVA","31/08/2020","POINT (-75.5532944444444 6.330627778)"
"2019","05","Antioquia","CZ ABURRA NORTE","05","Antioquia","05088","Bello",,"0508800050941","MIS PEQUEÑAS ESTRELLITAS","C","KR 63AA 76 29","ACTIVA","31/08/2020","POINT (-75.5676694444444 6.353533333)"
"2019","05","Antioquia","CZ ABURRA NORTE","05","Antioquia","05088","Bello",,"0508800053366","HCB RAYITOS DE LUZ","C","CL 25 A 69 51","ACTIVA","31/08/2020","POINT (-75.5765 6.313)"
