"id_caso","id_caso_relacionado","a_o","mes","d_a","c_digo_dane_de_municipio","municipio","departamento","regi_n","modalidad","iniciativa","tipo_de_unidad_atacada","grupo_armado_1","descripci_n_grupo_armado","grupo_armado_2","descripci_n_grupo_armado_1","grupo_armado_3","descripci_n_grupo_armado_2","lesionados_civiles","grupo_al_que_pertenecen_los","capturados","lesionados_combatientes","militares","polic_as","otras_fuerzas_armadas","agentes_del_estado_sin","total_agentes_del_estado","guerrilleros","paramilitares","grupos_posdesmovilizaci_n","combatientes_sin_informaci","otros_grupos_armados","total_combatientes_de_grupos","total_combatientes","personas_sin_informaci_n","total_civiles","ventaja_militar","total_de_v_ctimas_del_caso","latitud_longitud"
"1025",,"1966","4","16","73124","CAJAMARCA","TOLIMA","NORTE DEL TOLIMA","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","UNIDAD EN MOVIMIENTO","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","BANDOLERISMO","BANDOLERISMO LIBERAL",,,"0",,"0","0","0","0","0","0","0","0","0","0","0","7","7","7","0","0","FUERZAS ARMADAS ESTATALES","7","POINT (-75.4354852634 4.4366727615)"
"10250","CR021173","1996","5","28","76001","CALI","VALLE DEL CAUCA","SUR DEL VALLE","HOSTIGAMIENTO","GRUPOS ARMADOS ORGANIZADOS","UNIDAD FIJA","AGENTE DEL ESTADO","POLICÍA NACIONAL","GUERRILLA","FARC",,,"0",,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GRUPOS ARMADOS ORGANIZADOS","0","POINT (-76.5921065197 3.3431457007)"
"10251",,"1996","5","28","19698","SANTANDER DE QUILICHAO","CAUCA","NORTE DEL CAUCA","HOSTIGAMIENTO","GRUPOS ARMADOS ORGANIZADOS","UNIDAD FIJA","AGENTE DEL ESTADO","POLICÍA NACIONAL","GUERRILLA","FARC",,,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GRUPOS ARMADOS ORGANIZADOS","0","POINT (-76.55293293 2.8915633391)"
"10252",,"1996","5","28","19137","CALDONO","CAUCA","NORTE DEL CAUCA","HOSTIGAMIENTO","GRUPOS ARMADOS ORGANIZADOS","UNIDAD FIJA","AGENTE DEL ESTADO","POLICÍA NACIONAL","GUERRILLA","FARC",,,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GRUPOS ARMADOS ORGANIZADOS","0","POINT (-76.5186332944 2.7856150047)"
"10253",,"1996","5","29","81065","ARAUQUITA","ARAUCA","SARARE","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"0",,"0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","FUERZAS ARMADAS ESTATALES","1","POINT (-71.426751178 7.0269814147)"
"10254",,"1996","5","29","27413","LLORO","CHOCO","ATRATO","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","ELN",,,"0",,"0","0","0","0","0","0","0","4","0","0","0","0","4","4","0","0","FUERZAS ARMADAS ESTATALES","4","POINT (-76.5452106324 5.4981508013)"
"10255",,"1996","5","30","25120","CABRERA","CUNDINAMARCA","SUMAPAZ","COMBATE Y/O CONTACTO ARMADO","GRUPOS ARMADOS ORGANIZADOS","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"0",,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GRUPOS ARMADOS ORGANIZADOS","0","POINT (-74.4841872343 3.9846191399)"
"10256",,"1996","5","30","5854","VALDIVIA","ANTIOQUIA","NORTE DE ANTIOQUIA","COMBATE Y/O CONTACTO ARMADO","GRUPOS ARMADOS ORGANIZADOS","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"0",,"0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","GRUPOS ARMADOS ORGANIZADOS","1","POINT (-75.4391984392 7.1653399998)"
"10257",,"1996","5","31","95001","SAN JOSE DEL GUAVIARE","GUAVIARE","ARIARI GUAYABERO","COMBATE Y/O CONTACTO ARMADO","GRUPOS ARMADOS ORGANIZADOS","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"0",,"0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GRUPOS ARMADOS ORGANIZADOS","0","POINT (-72.6389862155 2.5664283992)"
"10258","CR021320","1996","5","31","70508","OVEJAS","SUCRE","MONTES DE MARIA","HOSTIGAMIENTO","GRUPOS ARMADOS ORGANIZADOS","SIN INFORMACIÓN","AGENTE DEL ESTADO","INFANTERÍA DE MARINA","GRUPO ARMADO NO IDENTIFICADO","NO APLICA",,,"0",,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GRUPOS ARMADOS ORGANIZADOS","0","POINT (-75.2290844408 9.5266872387)"
"10259",,"1996","5","31","19821","TORIBIO","CAUCA","NORTE DEL CAUCA","HOSTIGAMIENTO","GRUPOS ARMADOS ORGANIZADOS","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","GRUPOS ARMADOS ORGANIZADOS","1","POINT (-76.2403937355 3.0220319489)"
"10260",,"1996","6","1","18150","CARTAGENA DEL CHAIRA","CAQUETA","CAGUAN","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"2",,"0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","FUERZAS ARMADAS ESTATALES","1","POINT (-74.4037001558 0.588506861)"
"10261",,"1996","6","2","5042","SANTA FE DE ANTIOQUIA","ANTIOQUIA","OCCIDENTE ANTIOQUEÑO","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"0",,"0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","FUERZAS ARMADAS ESTATALES","1","POINT (-75.827079071 6.5565332964)"
"10262",,"1996","6","3","85001","YOPAL","CASANARE","PIEDEMONTE LLANERO","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"0",,"0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","FUERZAS ARMADAS ESTATALES","1","POINT (-72.4558287255 5.4537223623)"
"10263",,"1996","6","3","5148","EL CARMEN DE VIBORAL","ANTIOQUIA","ORIENTE ANTIOQUEÑO","COMBATE Y/O CONTACTO ARMADO","GRUPOS ARMADOS ORGANIZADOS","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","ELN",,,"0",,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GRUPOS ARMADOS ORGANIZADOS","0","POINT (-75.3353624585 6.0845515156)"
"10264",,"1996","6","4","76001","CALI","VALLE DEL CAUCA","SUR DEL VALLE","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","POLICÍA NACIONAL","GUERRILLA","FARC",,,"0",,"0","1","0","0","0","0","0","3","0","0","0","0","3","3","0","0","FUERZAS ARMADAS ESTATALES","3","POINT (-76.616534656 3.3784994002)"
"10266",,"1996","6","7","5313","GRANADA","ANTIOQUIA","ORIENTE ANTIOQUEÑO","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","ELN",,,"0",,"0","0","0","0","0","0","0","3","0","0","0","0","3","3","0","0","FUERZAS ARMADAS ESTATALES","3","POINT (-75.1844450829 6.1428966666)"
"10267",,"1996","6","8","25335","GUAYABETAL","CUNDINAMARCA","ALTIPLANO CUNDIBOYACENSE","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"0",,"0","0","0","0","0","0","0","2","0","0","0","0","2","2","0","0","FUERZAS ARMADAS ESTATALES","2","POINT (-73.815093758 4.2152966287)"
"10268",,"1996","6","9","95001","SAN JOSE DEL GUAVIARE","GUAVIARE","ARIARI GUAYABERO","COMBATE Y/O CONTACTO ARMADO","GRUPOS ARMADOS ORGANIZADOS","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"0",,"0","4","1","0","0","0","1","1","0","0","0","0","1","2","0","0","GRUPOS ARMADOS ORGANIZADOS","2","POINT (-72.6389862155 2.5664283992)"
"10269",,"1996","6","9","68013","AGUADA","SANTANDER","SERRANIA DE LOS YARIGUIES","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"0",,"0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","FUERZAS ARMADAS ESTATALES","1","POINT (-73.5232368382 6.1622375332)"
"1027",,"1966","4","21","19212","CORINTO","CAUCA","NORTE DEL CAUCA","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","UNIDAD EN MOVIMIENTO","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","BANDOLERISMO","BANDOLERISMO CONSERVADOR",,,"0",,"0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","FUERZAS ARMADAS ESTATALES","1","POINT (-76.2613141858 3.1738154571)"
"10270",,"1996","6","9","5480","MUTATA","ANTIOQUIA","URABA","HOSTIGAMIENTO","SIN INFORMACIÓN","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","SIN INFORMACIÓN","0","POINT (-76.4358754017 7.2428750572)"
"10271",,"1996","6","10","99001","PUERTO CARRENO","VICHADA","ALTILLANURA","COMBATE Y/O CONTACTO ARMADO","GRUPOS ARMADOS ORGANIZADOS","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"0",,"0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","GRUPOS ARMADOS ORGANIZADOS","1","POINT (-67.4869969956 6.1868641868)"
"10272",,"1996","6","10","54820","TOLEDO","NORTE DE SANTANDER","SURORIENTE DE NORTE DE SANTANDER","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","ELN",,,"0",,"0","1","0","0","0","0","0","4","0","0","0","0","4","4","0","0","FUERZAS ARMADAS ESTATALES","4","POINT (-72.4851073184 7.3100318276)"
"10273",,"1996","6","10","25875","VILLETA","CUNDINAMARCA","NOROCCIDENTE DE CUNDINAMARCA","HOSTIGAMIENTO","GRUPOS ARMADOS ORGANIZADOS","SIN INFORMACIÓN","AGENTE DEL ESTADO","POLICÍA NACIONAL","GUERRILLA","FARC",,,"0",,"0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","GRUPOS ARMADOS ORGANIZADOS","1","POINT (-74.469704945 5.0127906393)"
"10274",,"1996","6","10","76246","EL CAIRO","VALLE DEL CAUCA","NORTE DEL VALLE","HOSTIGAMIENTO","SIN INFORMACIÓN","UNIDAD FIJA","AGENTE DEL ESTADO","POLICÍA NACIONAL","DESCONOCIDO","NO APLICA",,,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","SIN INFORMACIÓN","0","POINT (-76.1731657901 4.782471765)"
"10275",,"1996","6","11","20517","PAILITAS","CESAR","SUR DE CESAR","COMBATE Y/O CONTACTO ARMADO","GRUPOS ARMADOS ORGANIZADOS","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","ELN",,,"0",,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GRUPOS ARMADOS ORGANIZADOS","0","POINT (-73.6258166827 8.9560332056)"
"10276",,"1996","6","11","50370","URIBE","META","ARIARI GUAYABERO","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"0",,"0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","FUERZAS ARMADAS ESTATALES","1","POINT (-74.3515453533 3.2396529967)"
"10277",,"1996","6","12","81001","ARAUCA","ARAUCA","LLANOS ORIENTALES","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","ELN",,,"0",,"0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","FUERZAS ARMADAS ESTATALES","1","POINT (-70.2715337779 6.938571693)"
"10278",,"1996","6","12","50006","ACACIAS","META","PIEDEMONTE LLANERO","HOSTIGAMIENTO","GRUPOS ARMADOS ORGANIZADOS","UNIDAD FIJA","AGENTE DEL ESTADO","POLICÍA NACIONAL","GUERRILLA","FARC",,,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GRUPOS ARMADOS ORGANIZADOS","0","POINT (-73.765936654 3.9901206633)"
"10279",,"1996","6","13","47053","ARACATACA","MAGDALENA","SIERRA NEVADA DE SANTA MARTA","HOSTIGAMIENTO","GRUPOS ARMADOS ORGANIZADOS","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"0",,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GRUPOS ARMADOS ORGANIZADOS","0","POINT (-74.1867628365 10.589800014)"
"10280",,"1996","6","14","68425","MACARAVITA","SANTANDER","PROVINCIA DE GARCIA ROVIRA","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"0",,"0","3","0","0","0","0","0","1","0","0","0","0","1","1","0","0","FUERZAS ARMADAS ESTATALES","1","POINT (-72.5931054586 6.5065804281)"
"10281",,"1996","6","14","81794","TAME","ARAUCA","SARARE","COMBATE Y/O CONTACTO ARMADO","GRUPOS ARMADOS ORGANIZADOS","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"0",,"0","3","2","0","0","0","2","1","0","0","0","0","1","3","0","0","GRUPOS ARMADOS ORGANIZADOS","3","POINT (-71.7586108633 6.4493794856)"
"10282","CR021385","1996","6","16","18150","CARTAGENA DEL CHAIRA","CAQUETA","CAGUAN","EMBOSCADA","GRUPOS ARMADOS ORGANIZADOS","UNIDAD EN MOVIMIENTO","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"3",,"0","4","1","0","0","0","1","0","0","0","0","0","0","1","0","2","GRUPOS ARMADOS ORGANIZADOS","3","POINT (-74.8471983686 1.3351349549)"
"10284",,"1996","6","16","5040","ANORI","ANTIOQUIA","NORDESTE ANTIOQUEÑO","HOSTIGAMIENTO","SIN INFORMACIÓN","UNIDAD FIJA","AGENTE DEL ESTADO","POLICÍA NACIONAL","GUERRILLA","ELN",,,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","SIN INFORMACIÓN","0","POINT (-75.1483484246 7.0747076685)"
"10285",,"1996","6","16","5660","SAN LUIS","ANTIOQUIA","ORIENTE ANTIOQUEÑO","HOSTIGAMIENTO","GRUPOS ARMADOS ORGANIZADOS","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","ELN",,,"1",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GRUPOS ARMADOS ORGANIZADOS","0","POINT (-74.993641001 6.042983285)"
"10286",,"1996","6","16","52256","EL ROSARIO","NARIÑO","PATIA","HOSTIGAMIENTO","GRUPOS ARMADOS ORGANIZADOS","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"1",,"0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","GRUPOS ARMADOS ORGANIZADOS","1","POINT (-77.3345655563 1.7424757054)"
"10287",,"1996","6","17","25258","EL PEÑON","CUNDINAMARCA","NOROCCIDENTE DE CUNDINAMARCA","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"0",,"0","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","FUERZAS ARMADAS ESTATALES","1","POINT (-74.2912859352 5.2491411712)"
"10288",,"1996","6","17","47170","CHIVOLO","MAGDALENA","CIENAGA GRANDE DE SANTA MARTA","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","ELN",,,"0",,"0","0","0","0","0","0","0","2","0","0","0","0","2","2","0","0","FUERZAS ARMADAS ESTATALES","2","POINT (-74.623137943 10.0268411585)"
"10289",,"1996","6","17","44078","BARRANCAS","LA GUAJIRA","SIERRA NEVADA DE SANTA MARTA","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","DISIDENCIA EPL",,,"0",,"0","0","0","0","0","0","0","4","0","0","0","0","4","4","0","0","FUERZAS ARMADAS ESTATALES","4","POINT (-72.7935756661 10.9586667142)"
"1029","CR044169","1966","4","22","47000","SIN INFORMACION","MAGDALENA",,"HOSTIGAMIENTO","FUERZAS ARMADAS ESTATALES","UNIDAD FIJA","AGENTE DEL ESTADO","POLICÍA NACIONAL","BANDOLERISMO","NO IDENTIFICADO",,,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","FUERZAS ARMADAS ESTATALES","0","POINT (-74.26175733 10.24738355)"
"10290",,"1996","6","18","81065","ARAUQUITA","ARAUCA","SARARE","HOSTIGAMIENTO","NINGUNO","UNIDAD ESTACIONADA","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","ELN",,,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NINGUNO","0","POINT (-71.426751178 7.0269814147)"
"10291",,"1996","6","19","5002","ABEJORRAL","ANTIOQUIA","ORIENTE ANTIOQUEÑO","HOSTIGAMIENTO","GRUPOS ARMADOS ORGANIZADOS","UNIDAD EN MOVIMIENTO","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","ELN",,,"0",,"0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GRUPOS ARMADOS ORGANIZADOS","0","POINT (-75.4287380971 5.7893044854)"
"10292",,"1996","6","19","5002","ABEJORRAL","ANTIOQUIA","ORIENTE ANTIOQUEÑO","HOSTIGAMIENTO","GRUPOS ARMADOS ORGANIZADOS","UNIDAD EN MOVIMIENTO","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","DISIDENCIA EPL",,,"0",,"0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GRUPOS ARMADOS ORGANIZADOS","0","POINT (-75.4287380971 5.7893044854)"
"10293",,"1996","6","20","5837","TURBO","ANTIOQUIA","URABA","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","DISIDENCIA EPL",,,"0",,"0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","FUERZAS ARMADAS ESTATALES","1","POINT (-76.7291584376 8.089116411)"
"10294",,"1996","6","20","5858","VEGACHI","ANTIOQUIA","NORDESTE ANTIOQUEÑO","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","ELN",,,"0",,"0","0","0","0","0","0","0","2","0","0","0","0","2","2","0","0","FUERZAS ARMADAS ESTATALES","2","POINT (-74.7989208483 6.8594737155)"
"10295",,"1996","6","20","54720","SARDINATA","NORTE DE SANTANDER","CATATUMBO","HOSTIGAMIENTO","GRUPOS ARMADOS ORGANIZADOS","UNIDAD EN MOVIMIENTO","AGENTE DEL ESTADO","POLICÍA NACIONAL","GUERRILLA","ELN",,,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GRUPOS ARMADOS ORGANIZADOS","0","POINT (-72.8007583831 8.0820136662)"
"10296",,"1996","6","20","5660","SAN LUIS","ANTIOQUIA","ORIENTE ANTIOQUEÑO","HOSTIGAMIENTO","NINGUNO","UNIDAD ESTACIONADA","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","ELN",,,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NINGUNO","0","POINT (-74.993641001 6.042983285)"
"10297",,"1996","6","21","5040","ANORI","ANTIOQUIA","NORDESTE ANTIOQUEÑO","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","ELN",,,"0",,"0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","FUERZAS ARMADAS ESTATALES","1","POINT (-75.1483484246 7.0747076685)"
"10298",,"1996","6","21","5480","MUTATA","ANTIOQUIA","URABA","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"0",,"0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","FUERZAS ARMADAS ESTATALES","1","POINT (-76.4358754017 7.2428750572)"
"10299",,"1996","6","21","66318","GUATICA","RISARALDA","EJE CAFETERO","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","ELN",,,"0",,"0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","FUERZAS ARMADAS ESTATALES","1","POINT (-75.7993627966 5.3162095122)"
"103",,"0","0","0","0","SIN INFORMACION","SIN INFORMACION","SIN INFORMACION","COMBATIENTE MUERTO EN CIRCUNSTANCIA NO DETERMINADA","SIN INFORMACIÓN","SIN INFORMACIÓN","GUERRILLA","FARC","DESCONOCIDO","NO APLICA",,,"0",,"0","0","0","0","0","0","0","2","0","0","0","0","2","2","0","0","SIN INFORMACIÓN","2","POINT (-72 4)"
"1030","CR044169","1966","4","22","47000","SIN INFORMACION","MAGDALENA",,"COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","UNIDAD EN MOVIMIENTO","AGENTE DEL ESTADO","POLICÍA NACIONAL","BANDOLERISMO","NO IDENTIFICADO",,,"0","BANDOLEROS","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","FUERZAS ARMADAS ESTATALES","0","POINT (-74.26175733 10.24738355)"
"10300",,"1996","6","21","5837","TURBO","ANTIOQUIA","URABA","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","DISIDENCIA EPL",,,"0",,"0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","FUERZAS ARMADAS ESTATALES","1","POINT (-76.7524698111 8.2358167747)"
"10301",,"1996","6","22","52079","BARBACOAS","NARIÑO","ANDEN PACIFICO SUR","COMBATE Y/O CONTACTO ARMADO","GRUPOS ARMADOS ORGANIZADOS","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"0",,"0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GRUPOS ARMADOS ORGANIZADOS","0","POINT (-78.1398949317 1.670345194)"
"10302",,"1996","6","22","85010","AGUAZUL","CASANARE","PIEDEMONTE LLANERO","COMBATE Y/O CONTACTO ARMADO","GRUPOS ARMADOS ORGANIZADOS","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"0",,"0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","GRUPOS ARMADOS ORGANIZADOS","1","POINT (-72.5463002643 5.1726907655)"
"10303",,"1996","6","22","5147","CAREPA","ANTIOQUIA","URABA","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","FUERZAS ARMADAS ESTATALES","0","POINT (-76.5562285325 7.7457797342)"
"10304",,"1996","6","22","68081","BARRANCABERMEJA","SANTANDER","MAGDALENA MEDIO","HOSTIGAMIENTO","GRUPOS ARMADOS ORGANIZADOS","SIN INFORMACIÓN","AGENTE DEL ESTADO","POLICÍA NACIONAL","GRUPO ARMADO NO IDENTIFICADO","NO APLICA",,,"0",,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","GRUPOS ARMADOS ORGANIZADOS","1","POINT (-73.8499569753 7.064963864)"
"10305",,"1996","6","22","54206","CONVENCION","NORTE DE SANTANDER","CATATUMBO","COMBATE Y/O CONTACTO ARMADO","SIN INFORMACIÓN","SIN INFORMACIÓN","GRUPO PARAMILITAR","NO IDENTIFICADO","GUERRILLA","NO IDENTIFICADA",,,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","SIN INFORMACIÓN","1","POINT (-73.3372084478 8.4703689333)"
"10306",,"1996","6","23","81794","TAME","ARAUCA","SARARE","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"0",,"0","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","FUERZAS ARMADAS ESTATALES","1","POINT (-71.8115012906 6.6485514776)"
"10307",,"1996","6","24","54498","OCANA","NORTE DE SANTANDER","CATATUMBO","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","POLICÍA NACIONAL","GUERRILLA","ELN",,,"0",,"0","0","0","1","0","0","1","1","0","0","0","0","1","2","0","0","FUERZAS ARMADAS ESTATALES","2","POINT (-73.3558144029 8.2474537916)"
