"fecha","pais","municipio","delito","circunstacia_de_la_captura","pais_capturado","genero","zona"
"6/16/22","COLOMBIA","RIOHACHA (CT)","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO","URBANA"
"6/16/22","COLOMBIA","SAN JOSÉ DEL GUAVIARE (CT)","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO","URBANA"
"6/16/22","COLOMBIA","SANTA ROSA DE CABAL","ARTÍCULO 205. ACCESO CARNAL VIOLENTO","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO","RURAL"
"6/16/22","COLOMBIA","VALLEDUPAR (CT)","ARTÍCULO 206. ACTO SEXUAL VIOLENTO","ORDEN JUDICIAL LEY 906","NO REPORTADO","MASCULINO","URBANA"
"6/16/22","COLOMBIA","VILLETA","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO","URBANA"
"6/15/22","COLOMBIA","CALDAS","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO","RURAL"
"6/15/22","COLOMBIA","EL DONCELLO","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO","URBANA"
"6/15/22","COLOMBIA","ENTRERRIOS","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO","URBANA"
"6/15/22","COLOMBIA","FLORENCIA (CT)","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO","URBANA"
"6/15/22","COLOMBIA","IBAGUÉ (CT)","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO","URBANA"
"6/15/22","COLOMBIA","OIBA","ARTÍCULO 205. ACCESO CARNAL VIOLENTO","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO","URBANA"
"6/15/22","COLOMBIA","SAN ANDRES DE TUMACO","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO","URBANA"
"6/15/22","COLOMBIA","SANTUARIO","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO","RURAL"
"6/15/22","COLOMBIA","SOACHA","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO","URBANA"
"6/15/22","COLOMBIA","VALLEDUPAR (CT)","ARTÍCULO 206. ACTO SEXUAL VIOLENTO","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO","URBANA"
"6/14/22","COLOMBIA","BARBOSA","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS","ORDEN JUDICIAL LEY 600","COLOMBIA","MASCULINO","URBANA"
"6/14/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 206. ACTO SEXUAL VIOLENTO","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO","URBANA"
"6/14/22","COLOMBIA","CISNEROS","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO","URBANA"
"6/14/22","COLOMBIA","FLORENCIA (CT)","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO","RURAL"
"6/14/22","COLOMBIA","GAMBITA","ARTÍCULO 206. ACTO SEXUAL VIOLENTO","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO","RURAL"
"6/14/22","COLOMBIA","GIRARDOT","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO","URBANA"
"6/14/22","COLOMBIA","IBAGUÉ (CT)","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO","URBANA"
"6/14/22","COLOMBIA","NECOCLÍ","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO","URBANA"
"6/14/22","COLOMBIA","PLANETA RICA","ARTÍCULO 205. ACCESO CARNAL VIOLENTO","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO","RURAL"
"6/14/22","COLOMBIA","PUERTO TRIUNFO","ARTÍCULO 205. ACCESO CARNAL VIOLENTO","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO","RURAL"
"6/14/22","COLOMBIA","TESALIA","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO","URBANA"
"6/14/22","COLOMBIA","TIMBÍO","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO","RURAL"
"6/14/22","COLOMBIA","TURBANÁ","ARTÍCULO 218. PORNOGRAFÍA CON MENORES","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO","URBANA"
"6/13/22","COLOMBIA","BOCHALEMA","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO","RURAL"
"6/13/22","COLOMBIA","BUCARAMANGA (CT)","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO","URBANA"
"6/13/22","COLOMBIA","SANTA MARTA (CT)","ARTÍCULO 205. ACCESO CARNAL VIOLENTO","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO","URBANA"
"6/13/22","COLOMBIA","SANTA ROSA DE VITERBO","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO","RURAL"
"6/13/22","COLOMBIA","VILLAVICENCIO (CT)","ARTÍCULO 205. ACCESO CARNAL VIOLENTO","ORDEN JUDICIAL LEY 906","NO REPORTADO","MASCULINO","URBANA"
"6/13/22","COLOMBIA","ZIPAQUIRÁ","ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN)","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO","URBANA"
"6/12/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS","FLAGRANCIA LEY 906","COLOMBIA","MASCULINO","URBANA"
"6/12/22","COLOMBIA","IBAGUÉ (CT)","ARTÍCULO 205. ACCESO CARNAL VIOLENTO","ORDEN JUDICIAL LEY 906","COLOMBIA","MASCULINO","URBANA"
