"id","anio","departame_nombre","institucion","municipio_nombre","contacto","telefono","movil","direccion","email","num_cat","num_sens","fecha_de_cargue","id_indicador","inversion","fecha_vigencia","meta_nacional","municipio_cod"
,"2018","MAGDALENA","I.E.D. LICEO DEL NORTE","SANTA MARTA",,"3016437190",,"carrera 19 N� 8 -47",,"1","115","2018-12-31",,"450566,6321","2018-12-31","900000","47001"
,"2018","MAGDALENA","I.E.D. LICEO DEL NORTE","SANTA MARTA",,"3016437190",,"carrera 19 N� 8 -47",,"1","115","2018-12-31",,"450566,6321","2018-12-31","900000","47001"
,"2019","BOYACA","INSTTITUCION EDUCATIVA MARCO ANTONIO QUIJANO RICO","SOGAMOSO",,,,,,,"76","2019-12-31",,"265040,1200","2019-12-31",,"15759"
,"2015","LA GUAJIRA","IE Vicente Roig y Villalba","FONSECA",,,"3014465723",,,"2","255","2015-12-31",,"859203,8962","2015-12-31","900000","44279"
,"2014","MAGDALENA","CASA CULTURAL","SAN SEBASTIAN DE BUENAVISTA",,,"3145548950","CASA CULTURAL",,"3","400","2014-12-31",,"529235,8716","2014-12-31","900000","47692"
,"2017","CUNDINAMARCA","COLEGIO GEORGE WASHINTONG","COTA",,"8773960","3004444581",,,"4","400","2017-12-31",,"1990007,5790","2017-12-31","900000","25214"
,"2017","BOGOTA","COLEGIO GARCES NAVAS","BOGOTA, D.C.",,"3114268150","3114268150",,,"3","300","2017-12-31",,"1492505,6843","2017-12-31","900000","11001"
,"2016","CALDAS","INSTITITUTO MANIZALES J. NOCTURNA","MANIZALES",,"3226350090","3226350090",,,"1","90","2016-12-31",,"762697,5009","2016-12-31","900000","17001"
,"2015","SANTANDER","Colegio Avelina Romero","SOCORRO",,,"3163587369",,,"5","600","2015-12-31",,"2021656,2265","2015-12-31","900000","68755"
,"2019","RISARALDA","IE LUIS CARLOS GONZALEZ MEJIA","PEREIRA",,,,,,,"100","2019-12-31",,"348737,0000","2019-12-31",,"66001"
,"2019","QUINDIO","CIUDAD ARMENIA","ARMENIA",,,,,,,"80","2019-12-31",,"278989,6000","2019-12-31",,"63001"
,"2019","QUINDIO","CIUDAD ARMENIA","ARMENIA",,,,,,,"80","2019-12-31",,"278989,6000","2019-12-31",,"63001"
,"2019","CALDAS","IE ESTAMBUL","MANIZALES",,,,,,,"87","2019-12-31",,"303401,1900","2019-12-31",,"17001"
,"2016","CHOCO","I.E. LA PRESENTACI�N","RIOSUCIO",,"3137210968","3137210968",,,"1","130","2016-12-31",,"1101674,1680","2016-12-31","900000","27615"
,"2016","CHOCO","I.E. LA PRESENTACI�N","RIOSUCIO",,"3137210968","3137210968",,,"1","130","2016-12-31",,"1101674,1680","2016-12-31","900000","27615"
,"2015","CORDOBA","IE Julian Pinto Buendia","CERETE",,,"3116712880",,,"4","480","2015-12-31",,"1617324,9812","2015-12-31","900000","23162"
,"2016","VALLE DEL CAUCA","I.E. CELMIRA BUENO DE OREJUELA","CALI",,"4422177","3163770504",,,"1","95","2016-12-31",,"805069,5843","2016-12-31","900000","76001"
,"2019","CORDOBA","IE SANTA MARIA GORETTI","MONTERIA",,,,,,,"115","2019-12-31",,"401047,5500","2019-12-31",,"23001"
,"2019","CORDOBA","IE SANTA MARIA GORETTI","MONTERIA",,,,,,,"115","2019-12-31",,"401047,5500","2019-12-31",,"23001"
,"2016","AMAZONAS","INEM JOSE EUTASIO RIVERA","LETICIA",,"3103349315","3103349315",,,"1","110","2016-12-31",,"932185,8345","2016-12-31","900000","91001"
,"2017","ARAUCA","COLEGIO ALEJANDRO HUMBOLDT","FORTUL",,"8899035",,,,"5","15","2017-12-31",,"74625,2842","2017-12-31","900000","81300"
,"2016","AMAZONAS","INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA","LETICIA",,"3103413112","3103413112",,,"1","120","2016-12-31",,"1016930,0013","2016-12-31","900000","91001"
,"2016","AMAZONAS","INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA","LETICIA",,"3103413112","3103413112",,,"1","120","2016-12-31",,"1016930,0013","2016-12-31","900000","91001"
,"2016","AMAZONAS","INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR MARCELIANO EDUARDO CANYES SANTACANA","LETICIA",,"3103413112","3103413112",,,"1","120","2016-12-31",,"1016930,0013","2016-12-31","900000","91001"
,"2015","PUTUMAYO","I.E Alvernia","PUERTO ASIS",,,"3176371597",,,"5","75","2015-12-31",,"252707,0283","2015-12-31","900000","86568"
,"2018","HUILA","MISAEL PASTRANA BORRERO","RIVERA",,,,"carrera 6 calle 2",,"1","98","2018-12-31",,"383961,1300","2018-12-31","900000","41615"
,"2015","ANTIOQUIA","IE Jose Maria Mu�oz Florez","CAREPA",,,"3136665560",,,"4","681","2015-12-31",,"2294579,8171","2015-12-31","900000","05147"
,"2019","MAGDALENA","I.E.D SAN JUAN DEL CORDOBA","CIENAGA",,,,,,,"135","2019-12-31",,"470794,9500","2019-12-31",,"47189"
,"2018","CORDOBA","EL NACIONAL-SEDE LAS MERCEDES","SAHAGUN",,"3007852479",,"calle 2 cra 14 BRR Las mercedes",,"1","92","2018-12-31",,"360453,3057","2018-12-31","900000","23660"
,"2018","CORDOBA","EL NACIONAL-SEDE LAS MERCEDES","SAHAGUN",,"3007852479",,"calle 2 cra 14 BRR Las mercedes",,"1","92","2018-12-31",,"360453,3057","2018-12-31","900000","23660"
,"2019","MAGDALENA","COLEGIO DE LA PRESENTACI�N","SANTA MARTA",,,,,,,"146","2019-12-31",,"509156,0200","2019-12-31",,"47001"
,"2017","AMAZONAS","COLEGIO VIGEN DE LAS MERCEDES","LETICIA",,"3118336780","3118336780",,,"1","81","2017-12-31",,"402976,5347","2017-12-31","900000","91001"
,"2015","NORTE DE SANTANDER","Instituto T�cnico Municipal Aeropuerto","CUCUTA",,,"3163028252",,,"3","360","2015-12-31",,"1212993,7359","2015-12-31","900000","54001"
,"2018","VALLE DEL CAUCA","Colegio Celmira Bueno","CALI",,"24470928",,"Carrera 2 con Calle 67 esquina",,"1","88","2018-12-31",,"344781,4228","2018-12-31","900000","76001"
,"2018","VALLE DEL CAUCA","Colegio Celmira Bueno","CALI",,"24470928",,"Carrera 2 con Calle 67 esquina",,"1","88","2018-12-31",,"344781,4228","2018-12-31","900000","76001"
,"2016","HUILA","HUMBERTO TAFUR CHARRY","NEIVA",,"8730361","3203040739",,,"1","110","2016-12-31",,"932185,8345","2016-12-31","900000","41001"
,"2019","CORDOBA","INSTITUCI�N EDUCATIVA CRISTOBAL COL�N","MONTERIA",,,,,,,"67","2019-12-31",,"233653,7900","2019-12-31",,"23001"
,"2017","AMAZONAS","HOSPITAL SAN RAFAEL","LETICIA",,"5927826","3112169165",,,"1","100","2017-12-31",,"497501,8947","2017-12-31","900000","91001"
,"2019","TOLIMA","I.E MORENO Y ESCANDON","MARIQUITA",,,,,,,"138","2019-12-31",,"481257,0600","2019-12-31",,"73443"
,"2019","TOLIMA","I.E MORENO Y ESCANDON","MARIQUITA",,,,,,,"138","2019-12-31",,"481257,0600","2019-12-31",,"73443"
,"2016","RISARALDA","SAUSAGUA","SANTA ROSA DE CABAL",,"3641555","3136124223",,,"1","70","2016-12-31",,"593209,1674","2016-12-31","900000","66682"
,"2016","RISARALDA","SAUSAGUA","SANTA ROSA DE CABAL",,"3641555","3136124223",,,"1","70","2016-12-31",,"593209,1674","2016-12-31","900000","66682"
,"2015","RISARALDA","Sagrados Corazones","PEREIRA",,,"3104048190",,,"1","200","2015-12-31",,"673885,4088","2015-12-31","900000","66001"
,"2019","ANTIOQUIA","CONTRALORIA GENERAL MEDELL�N","MEDELLIN",,,,,,,"330","2019-12-31",,"1150832,1000","2019-12-31",,"05001"
,"2016","SANTANDER","INSTITUTO TECNICO INDUSTRIAL SAN JUAN BOSCO","FLORIDABLANCA",,"6484524","3174856331",,,"1","104","2016-12-31",,"881339,3344","2016-12-31","900000","68276"
,"2018","ANTIOQUIA","I.E Federico Sierra Arango","MEDELLIN",,"4615761",,"Calle 22d # 43c 35",,"1","116","2018-12-31",,"454484,6028","2018-12-31","900000","05001"
,"2018","SANTANDER","COLEGIO NACIONAL DE COMERCIO","BUCARAMANGA",,"6437857",,"Cl. 55 #14-54, Bucaramanga,",,"1","102","2018-12-31",,"399633,0128","2018-12-31","900000","68001"
,"2018","SANTANDER","COLEGIO NACIONAL DE COMERCIO","BUCARAMANGA",,"6437857",,"Cl. 55 #14-54, Bucaramanga,",,"1","102","2018-12-31",,"399633,0128","2018-12-31","900000","68001"
,"2019","HUILA","LUIS CARLOS TRUJILLO POLANCO SDE: SAN RAFAEL","LA PLATA",,,,,,,"41","2019-12-31",,"142982,1700","2019-12-31",,"41396"
,"2016","TOLIMA","METIB POLICIA METROPOLITANA DE IBAGU�","IBAGUE",,"3204752163","3204752163",,,"1","100","2016-12-31",,"847441,6677","2016-12-31","900000","73001"
,"2016","TOLIMA","METIB POLICIA METROPOLITANA DE IBAGU�","IBAGUE",,"3204752163","3204752163",,,"1","100","2016-12-31",,"847441,6677","2016-12-31","900000","73001"
,"2016","TOLIMA","METIB POLICIA METROPOLITANA DE IBAGU�","IBAGUE",,"3204752163","3204752163",,,"1","100","2016-12-31",,"847441,6677","2016-12-31","900000","73001"
,"2016","TOLIMA","METIB POLICIA METROPOLITANA DE IBAGU�","IBAGUE",,"3204752163","3204752163",,,"1","100","2016-12-31",,"847441,6677","2016-12-31","900000","73001"
,"2016","TOLIMA","METIB POLICIA METROPOLITANA DE IBAGU�","IBAGUE",,"3204752163","3204752163",,,"1","100","2016-12-31",,"847441,6677","2016-12-31","900000","73001"
,"2016","TOLIMA","METIB POLICIA METROPOLITANA DE IBAGU�","IBAGUE",,"3204752163","3204752163",,,"1","100","2016-12-31",,"847441,6677","2016-12-31","900000","73001"
,"2016","TOLIMA","METIB POLICIA METROPOLITANA DE IBAGU�","IBAGUE",,"3204752163","3204752163",,,"1","100","2016-12-31",,"847441,6677","2016-12-31","900000","73001"
,"2016","BOGOTA","COLEGIO PARROQUIAL SAN JUAN DE LA CRUZ","BOGOTA, D.C.",,"3706135",,,,"1","65","2016-12-31",,"550837,0840","2016-12-31","900000","11001"
,"2018","CASANARE","LUIS CARLOS GALAN SARMIENTO","YOPAL",,"3103060905",,"OTTO GIOVANNY MORA",,"1","90","2018-12-31",,"352617,3642","2018-12-31","900000","85001"
,"2018","CUNDINAMARCA","IE CARLOS LOZANO Y LOZANO","FUSAGASUGA",,"3132537343",,"transversal 12 N� 16 bis -56",,"1","40","2018-12-31",,"156718,8285","2018-12-31","900000","25290"
,"2018","CUNDINAMARCA","IE CARLOS LOZANO Y LOZANO","FUSAGASUGA",,"3132537343",,"transversal 12 N� 16 bis -56",,"1","40","2018-12-31",,"156718,8285","2018-12-31","900000","25290"
,"2018","CUNDINAMARCA","IE CARLOS LOZANO Y LOZANO","FUSAGASUGA",,"3132537343",,"transversal 12 N� 16 bis -56",,"1","40","2018-12-31",,"156718,8285","2018-12-31","900000","25290"
,"2018","CUNDINAMARCA","IE CARLOS LOZANO Y LOZANO","FUSAGASUGA",,"3132537343",,"transversal 12 N� 16 bis -56",,"1","40","2018-12-31",,"156718,8285","2018-12-31","900000","25290"
,"2019","SANTANDER","INSTITUCI�N EDUCATIVA DIEGO HERNANDEZ DE GALLEGOS","BARRANCABERMEJA",,,,,,,"95","2019-12-31",,"331300,1500","2019-12-31",,"68081"
,"2015","BOLIVAR","IET Anibal Noguera Mendoza","ZAMBRANO",,,"3126131055",,,"5","700","2015-12-31",,"2358598,9309","2015-12-31","900000","13894"
,"2018","CUNDINAMARCA","I.E. LAS VILLAS - SEDE PORVENIR","SOACHA",,"3002909652",,"CALLE 24 D # 0 - 15 E",,"1","81","2018-12-31",,"317355,6278","2018-12-31","900000","25754"
,"2019","CUNDINAMARCA","IED JOSE ASUNCION SILVA","AGUA DE DIOS",,,,,,,"119","2019-12-31",,"414997,0300","2019-12-31",,"25001"
,"2014","BOGOTA","COLEGIO COLOMBO HEBREO","BOGOTA, D.C.",,,"3173165028","COLEGIO COLOMBO HEBREO",,"3","800","2014-12-31",,"1058471,7432","2014-12-31","900000","11001"
,"2016","META","COLEGIO INSTITUTO TECNICO AGROPECUARIO","PUERTO RICO",,"3213963904","3213963904",,,"1","90","2016-12-31",,"762697,5009","2016-12-31","900000","50590"
,"2016","META","COLEGIO INSTITUTO TECNICO AGROPECUARIO","PUERTO RICO",,"3213963904","3213963904",,,"1","90","2016-12-31",,"762697,5009","2016-12-31","900000","50590"
,"2016","META","COLEGIO INSTITUTO TECNICO AGROPECUARIO","PUERTO RICO",,"3213963904","3213963904",,,"1","90","2016-12-31",,"762697,5009","2016-12-31","900000","50590"
,"2016","META","COLEGIO INSTITUTO TECNICO AGROPECUARIO","PUERTO RICO",,"3213963904","3213963904",,,"1","90","2016-12-31",,"762697,5009","2016-12-31","900000","50590"
,"2018","SUCRE","LA SALLE","SAN LUIS DE SINCE",,,,"Calle 15 N| 19-129 Barrio La Esmeralda",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","70742"
,"2018","SUCRE","LA SALLE","SAN LUIS DE SINCE",,,,"Calle 15 N| 19-129 Barrio La Esmeralda",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","70742"
,"2018","SUCRE","LA SALLE","SAN LUIS DE SINCE",,,,"Calle 15 N| 19-129 Barrio La Esmeralda",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","70742"
,"2018","SUCRE","LA SALLE","SAN LUIS DE SINCE",,,,"Calle 15 N| 19-129 Barrio La Esmeralda",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","70742"
,"2018","SUCRE","LA SALLE","SAN LUIS DE SINCE",,,,"Calle 15 N| 19-129 Barrio La Esmeralda",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","70742"
,"2018","SUCRE","LA SALLE","SAN LUIS DE SINCE",,,,"Calle 15 N| 19-129 Barrio La Esmeralda",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","70742"
,"2018","SUCRE","LA SALLE","SAN LUIS DE SINCE",,,,"Calle 15 N| 19-129 Barrio La Esmeralda",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","70742"
,"2018","SUCRE","LA SALLE","SAN LUIS DE SINCE",,,,"Calle 15 N| 19-129 Barrio La Esmeralda",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","70742"
,"2018","SUCRE","LA SALLE","SAN LUIS DE SINCE",,,,"Calle 15 N| 19-129 Barrio La Esmeralda",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","70742"
,"2018","SUCRE","LA SALLE","SAN LUIS DE SINCE",,,,"Calle 15 N| 19-129 Barrio La Esmeralda",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","70742"
,"2018","SUCRE","LA SALLE","SAN LUIS DE SINCE",,,,"Calle 15 N| 19-129 Barrio La Esmeralda",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","70742"
,"2018","SUCRE","LA SALLE","SAN LUIS DE SINCE",,,,"Calle 15 N| 19-129 Barrio La Esmeralda",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","70742"
,"2018","SUCRE","LA SALLE","SAN LUIS DE SINCE",,,,"Calle 15 N| 19-129 Barrio La Esmeralda",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","70742"
,"2018","SUCRE","LA SALLE","SAN LUIS DE SINCE",,,,"Calle 15 N| 19-129 Barrio La Esmeralda",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","70742"
,"2018","SUCRE","LA SALLE","SAN LUIS DE SINCE",,,,"Calle 15 N| 19-129 Barrio La Esmeralda",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","70742"
,"2018","SUCRE","LA SALLE","SAN LUIS DE SINCE",,,,"Calle 15 N| 19-129 Barrio La Esmeralda",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","70742"
,"2018","SUCRE","LA SALLE","SAN LUIS DE SINCE",,,,"Calle 15 N| 19-129 Barrio La Esmeralda",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","70742"
,"2018","SUCRE","LA SALLE","SAN LUIS DE SINCE",,,,"Calle 15 N| 19-129 Barrio La Esmeralda",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","70742"
,"2018","SUCRE","LA SALLE","SAN LUIS DE SINCE",,,,"Calle 15 N| 19-129 Barrio La Esmeralda",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","70742"
,"2018","SUCRE","LA SALLE","SAN LUIS DE SINCE",,,,"Calle 15 N| 19-129 Barrio La Esmeralda",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","70742"
,"2018","SUCRE","LA SALLE","SAN LUIS DE SINCE",,,,"Calle 15 N| 19-129 Barrio La Esmeralda",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","70742"
,"2018","SUCRE","LA SALLE","SAN LUIS DE SINCE",,,,"Calle 15 N| 19-129 Barrio La Esmeralda",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","70742"
,"2018","SUCRE","LA SALLE","SAN LUIS DE SINCE",,,,"Calle 15 N| 19-129 Barrio La Esmeralda",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","70742"
,"2018","SUCRE","LA SALLE","SAN LUIS DE SINCE",,,,"Calle 15 N| 19-129 Barrio La Esmeralda",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","70742"
,"2018","NORTE DE SANTANDER","Instituci�n Educativa Agustina Ferro","OCA�A",,"5611331",,"Transv. 30 # 8B - 70",,"1","95","2018-12-31",,"372207,2178","2018-12-31","900000","54498"
,"2018","NORTE DE SANTANDER","Instituci�n Educativa Agustina Ferro","OCA�A",,"5611331",,"Transv. 30 # 8B - 70",,"1","95","2018-12-31",,"372207,2178","2018-12-31","900000","54498"
,"2017","SUCRE","LICEO CARMELO PERCY VERGARA","COROZAL",,"3116574567",,,,"1","100","2017-12-31",,"497501,8947","2017-12-31","900000","70215"
,"2014","BOGOTA","COLEGIO SAN JUAN BOSCO","BOGOTA, D.C.",,"3008880010","3003525604","COLEGIO SAN JUAN BOSCO",,"2","315","2014-12-31",,"416773,2488","2014-12-31","900000","11001"
,"2018","CORDOBA","I.E San Francisco de Asis","CHINU",,"3024300941",,"CALLE 15 N�-02-24, C�RDOBA, CHIN�.",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","23182"
,"2018","CORDOBA","I.E San Francisco de Asis","CHINU",,"3024300941",,"CALLE 15 N�-02-24, C�RDOBA, CHIN�.",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","23182"
,"2018","CORDOBA","I.E San Francisco de Asis","CHINU",,"3024300941",,"CALLE 15 N�-02-24, C�RDOBA, CHIN�.",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","23182"
,"2018","CORDOBA","I.E San Francisco de Asis","CHINU",,"3024300941",,"CALLE 15 N�-02-24, C�RDOBA, CHIN�.",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","23182"
,"2018","CORDOBA","I.E San Francisco de Asis","CHINU",,"3024300941",,"CALLE 15 N�-02-24, C�RDOBA, CHIN�.",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","23182"
,"2018","CORDOBA","I.E San Francisco de Asis","CHINU",,"3024300941",,"CALLE 15 N�-02-24, C�RDOBA, CHIN�.",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","23182"
,"2018","CORDOBA","I.E San Francisco de Asis","CHINU",,"3024300941",,"CALLE 15 N�-02-24, C�RDOBA, CHIN�.",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","23182"
,"2018","CORDOBA","I.E San Francisco de Asis","CHINU",,"3024300941",,"CALLE 15 N�-02-24, C�RDOBA, CHIN�.",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","23182"
,"2018","CORDOBA","I.E San Francisco de Asis","CHINU",,"3024300941",,"CALLE 15 N�-02-24, C�RDOBA, CHIN�.",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","23182"
,"2018","CORDOBA","I.E San Francisco de Asis","CHINU",,"3024300941",,"CALLE 15 N�-02-24, C�RDOBA, CHIN�.",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","23182"
,"2018","CORDOBA","I.E San Francisco de Asis","CHINU",,"3024300941",,"CALLE 15 N�-02-24, C�RDOBA, CHIN�.",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","23182"
,"2018","CORDOBA","I.E San Francisco de Asis","CHINU",,"3024300941",,"CALLE 15 N�-02-24, C�RDOBA, CHIN�.",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","23182"
,"2018","CORDOBA","I.E San Francisco de Asis","CHINU",,"3024300941",,"CALLE 15 N�-02-24, C�RDOBA, CHIN�.",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","23182"
,"2018","CORDOBA","I.E San Francisco de Asis","CHINU",,"3024300941",,"CALLE 15 N�-02-24, C�RDOBA, CHIN�.",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","23182"
,"2016","AMAZONAS","IE FRANCISCO DE ORELLANA","LETICIA",,"3204749917","3204749917",,,"1","101","2016-12-31",,"855916,0844","2016-12-31","900000","91001"
,"2016","VALLE DEL CAUCA","INEM-JORGE ISAACS","CALI",,"3809395","3173775262",,,"1","98","2016-12-31",,"830492,8344","2016-12-31","900000","76001"
,"2019","ANTIOQUIA","IE MARISCAL ROBLEDO","MEDELLIN",,,,,,,"115","2019-12-31",,"401047,5500","2019-12-31",,"05001"
,"2019","ANTIOQUIA","IE MARISCAL ROBLEDO","MEDELLIN",,,,,,,"115","2019-12-31",,"401047,5500","2019-12-31",,"05001"
,"2016","CESAR","I.E NORMAL SUPERIOR MAR�A INMACULADA","MANAURE",,"55790170","3014952981",,,"1","150","2016-12-31",,"1271162,5016","2016-12-31","900000","20443"
,"2014","CESAR","IE MAGOLA HERNANDEZ","SAN DIEGO",,,"3218711232","IE MAGOLA HERNANDEZ",,"2","300","2014-12-31",,"396926,9037","2014-12-31","900000","20750"
,"2016","RISARALDA","INSTITUCION EDUCATIVA LOS ANDES","DOSQUEBRADAS",,"3304720","3304720",,,"1","120","2016-12-31",,"1016930,0013","2016-12-31","900000","66170"
,"2017","VALLE DEL CAUCA","COLEGIO ANTONIO NARI�O","PALMIRA",,"2737271","3005680013",,,"1","100","2017-12-31",,"497501,8947","2017-12-31","900000","76520"
,"2018","CESAR","LOPERENA GARUPAL","VALLEDUPAR",,"3108998233",,"calle 13 N� 23-07",,"1","115","2018-12-31",,"450566,6321","2018-12-31","900000","20001"
,"2018","CESAR","LOPERENA GARUPAL","VALLEDUPAR",,"3108998233",,"calle 13 N� 23-07",,"1","115","2018-12-31",,"450566,6321","2018-12-31","900000","20001"
,"2018","CESAR","LOPERENA GARUPAL","VALLEDUPAR",,"3108998233",,"calle 13 N� 23-07",,"1","115","2018-12-31",,"450566,6321","2018-12-31","900000","20001"
,"2018","CESAR","LOPERENA GARUPAL","VALLEDUPAR",,"3108998233",,"calle 13 N� 23-07",,"1","115","2018-12-31",,"450566,6321","2018-12-31","900000","20001"
,"2014","ANTIOQUIA","COLEGIO PARROQUIAL NUESTRA SE�ORA DEL BUEN CONSEJO","MEDELLIN",,,"3006104282","COLEGIO PARROQUIAL NUESTRA SE�ORA DEL BUEN CONSEJO",,"2","375","2014-12-31",,"496158,6296","2014-12-31","900000","05001"
,"2018","ANTIOQUIA","IE Javiera Londo�o","MEDELLIN",,"2396363",,"Calle 53 #40-65",,"1","120","2018-12-31",,"470156,4857","2018-12-31","900000","05001"
,"2018","ANTIOQUIA","IE Javiera Londo�o","MEDELLIN",,"2396363",,"Calle 53 #40-65",,"1","120","2018-12-31",,"470156,4857","2018-12-31","900000","05001"
,"2018","ANTIOQUIA","COLEGIO ALEM�N","ITAGUI",,,,"CARRERA 61 # 34 - 62",,"1","36","2018-12-31",,"141046,9457","2018-12-31","900000","05360"
,"2018","CAUCA","T�CNICO TUNIA","PIENDAMO",,"3128674693",,"VEREDA VIVAS BELALCAZAAR",,"1","70","2018-12-31",,"274257,9500","2018-12-31","900000","19548"
,"2016","NORTE DE SANTANDER","COLEGIO EMILIANO SANTIAGO QUINTERO","TIBU",,"5662039","3045913055",,,"1","93","2016-12-31",,"788120,7510","2016-12-31","900000","54810"
,"2017","ANTIOQUIA","SOLDADOS DEL BATALL�N BITTER","NECOCLI",,"8215620","3128319723",,,"1","200","2017-12-31",,"995003,7895","2017-12-31","900000","05490"
,"2018","LA GUAJIRA","IE SAN RAFAEL","ALBANIA",,"3017756463",,"ALCALDIA ALBANIA",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","44035"
,"2018","LA GUAJIRA","IE SAN RAFAEL","ALBANIA",,"3017756463",,"ALCALDIA ALBANIA",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","44035"
,"2018","LA GUAJIRA","IE SAN RAFAEL","ALBANIA",,"3017756463",,"ALCALDIA ALBANIA",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","44035"
,"2018","LA GUAJIRA","IE SAN RAFAEL","ALBANIA",,"3017756463",,"ALCALDIA ALBANIA",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","44035"
,"2018","LA GUAJIRA","IE SAN RAFAEL","ALBANIA",,"3017756463",,"ALCALDIA ALBANIA",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","44035"
,"2018","LA GUAJIRA","IE SAN RAFAEL","ALBANIA",,"3017756463",,"ALCALDIA ALBANIA",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","44035"
,"2018","LA GUAJIRA","IE SAN RAFAEL","ALBANIA",,"3017756463",,"ALCALDIA ALBANIA",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","44035"
,"2018","LA GUAJIRA","IE SAN RAFAEL","ALBANIA",,"3017756463",,"ALCALDIA ALBANIA",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","44035"
,"2014","CUNDINAMARCA","GIMNASIO CAMPESTRE REINO BRIT�NICO","SOACHA",,,"3126253997","GIMNASIO CAMPESTRE REINO BRIT�NICO",,"2","186","2014-12-31",,"246094,6802","2014-12-31","900000","25754"
,"2015","CESAR","IE Enrique Pupo Mart�nez","VALLEDUPAR",,,"3157542553",,,"4","479","2015-12-31",,"1613955,5541","2015-12-31","900000","20001"
,"2014","CESAR","CASD SIM�N BOL�VAR","VALLEDUPAR",,,"3127761303","CASD SIM�N BOL�VAR",,"1","150","2014-12-31",,"198463,4518","2014-12-31","900000","20001"
,"2014","BOGOTA","GOBIERNO DE COLOMBIA","BOGOTA, D.C.",,"7457087","3112122397","GOBIERNO DE COLOMBIA",,"3","460","2014-12-31",,"608621,2523","2014-12-31","900000","11001"
,"2019","ANTIOQUIA","INEM JOS� FELIX RESTREPO","MEDELLIN",,,,,,,"292","2019-12-31",,"1018312,0400","2019-12-31",,"05001"
,"2019","HUILA","I.E. LUIS CARLOS TRUJILLO POLANCO","LA PLATA",,,,,,,"42","2019-12-31",,"146469,5400","2019-12-31",,"41396"
,"2016","QUINDIO","I MONTENEGRO","ARMENIA",,"3155273559","3155273559",,,"1","112","2016-12-31",,"949134,6678","2016-12-31","900000","63001"
,"2016","VALLE DEL CAUCA","COLEGIO RAFAEL NAVIA BAR�N","CALI",,"3007371955","3007371955",,,"1","94","2016-12-31",,"796595,1676","2016-12-31","900000","76001"
,"2016","CORDOBA","I.E. JUAN DE JES�S NARV�EZ GIRALDO","PLANETA RICA",,"3172491508","3172491508",,,"1","120","2016-12-31",,"1016930,0013","2016-12-31","900000","23555"
