"act_admin","ano_vigencia","cant_vehiculos","codigo_com","costado","direccion","estado","latitud","longitud","nombre_com","numero_acopio","objectid","observaciones","ubicacion","x_magnamed","y_magnamed","point"
"Resolución 59581 (08/10/2020)","2020","5","16","W","CARRERA 65B ENTRE CALLES 30 Y 30A","V","6.23259453","-75.58398256","Belén","160","2107",,,"833264.9133","1181191.4113","POINT (-75.58398256154469 6.232594527771563)"
"Resolución 59581 (08/10/2020)","2020","2","4","W","CARRERA 53 AL COSTADO NORTE DEL ACCESO AL PARQUEDERO DEL PARQUE NORTE","V","6.27109493","-75.56614288","Aranjuez","145","2106",,,"835239.6351","1185450.0455","POINT (-75.56614287944568 6.271094931348131)"
"Resolución 59581 (08/10/2020)","2020","6","10","S","CALLE 56 ENTRE CARRERAS 48 Y 47","V","6.25327778","-75.5637273","La Candelaria","63","2105",,,"835507.0051","1183479.2245","POINT (-75.56372730296094 6.253277781208536)"
"Resolución 59581 (08/10/2020)","2020","4","10","S","CALLE 62 ENTRE CARRERAS 52 Y 53","V","6.26099873","-75.56749853","La Candelaria","67","2104",,,"835089.5803","1184333.2681","POINT (-75.56749853387225 6.260998732532874)"
"Resolución 59581 (08/10/2020)","2020","4","7","S","CALLE 65 ENTRE CARRERAS 80 Y 80A","V","6.2734339","-75.59344879","Robledo","71","2103",,,"832217.3221","1185708.8533","POINT (-75.59344878907189 6.273433904407255)"
"Resolución 59581 (08/10/2020)","2020","2","9","W","CARRERA 36 ENTRE CALLES 49 Y 49A","V","6.24336318","-75.55685337","Buenos Aires","98","2102",,,"836267.8825","1182382.5399","POINT (-75.55685336521003 6.243363175863433)"
"Resolución 59581 (08/10/2020)","2020","3","10","S","CALLE 57 ENTRE CARRERAS 46 Y 47 - CLOFAN","V","6.25360833","-75.56275767","La Candelaria","64","2101",,,"835614.3319","1183515.7875","POINT (-75.56275766581915 6.253608324932975)"
"Resolución 59581 (08/10/2020)","2020","2","10","N","CALLE 59 ENTRE CARRERAS 50C Y 50A","V","6.25751535","-75.56463756","La Candelaria","65","2100",,,"835406.2503","1183947.9577","POINT (-75.56463756252349 6.257515351387434)"
"Resolución 59581 (08/10/2020)","2020","10","10","E","CARRERA 62 AV. REGIONAL  CON CL 55 Y 57 (MINORISTA)","V","6.2582568","-75.57410281","La Candelaria","154","2099",,,"834358.5729","1184029.9805","POINT (-75.57410281345923 6.258256795731361)"
"Resolución 59581 (08/10/2020)","2020","10","14","E","CARRERA 43B ENTRE CL9 Y 10","V","6.21051841","-75.57131117","El Poblado","109","2098",,,"834667.5065","1178749.4559","POINT (-75.57131116906702 6.21051840688797)"
"Resolución 59581 (08/10/2020)","2020","5","11","S","CALLE 39D ENTRE CIRCULAR 74 y CALLE 39C","V","6.24611039","-75.59306189","Laureles Estadio","35","2097",,,"832259.9831","1182686.4959","POINT (-75.59306189261929 6.246110390296664)"
"Resolución 59581 (08/10/2020)","2020","5","5","S","TRANSVERSAL 78 Nº 65-417 (CAB CORDOBA)","V","6.27381509","-75.57808893","Castilla","202","2096",,,"833917.4057","1185750.9509","POINT (-75.57808893367923 6.273815094298491)"
"Resolución 59581 (08/10/2020)","2020","7","7","N","TRANSVERSAL 73 Nº76A-354 ITM.","V","6.27325216","-75.58839","Robledo","201","2095",,,"832777.2453","1185688.7227","POINT (-75.58839000337775 6.273252163833539)"
"Resolución 59581 (08/10/2020)","2020","3","11","N","TRANSVERSAL 51A Nº 67B-134 COORPORACIÓN LUIS AMIGÓ","V","6.25943785","-75.58447836","Laureles Estadio","200","2094",,,"833210.1429","1184160.6523","POINT (-75.5844783590533 6.259437847178627)"
"Resolución 59581 (08/10/2020)","2020","28","5","E","TERMINAL NORTE (NIVEL 2) PRIMER PISO","V","6.27933396","-75.57140211","Castilla","199","2093",,,"834657.5343","1186361.3993","POINT (-75.57140210542038 6.279333960350604)"
"Resolución 59581 (08/10/2020)","2020","10","5","S","SECTOR SOLLA, DEL LAZO QUE UNE EL PUENTE ACEVEDO CON AUTOPISTA NORTE","V","6.31138038","-75.55816578","Castilla","198","2092",,,"836122.5155","1189906.1723","POINT (-75.55816577576577 6.311380375763619)"
"Resolución 59581 (08/10/2020)","2020","7","7","S","CALLE 78B Nº 72A-109 DE LA U.P.B.","V","6.27804711","-75.58235529","Robledo","81","2091",,,"833445.2065","1186219.0839","POINT (-75.58235528909144 6.278047113207359)"
"Resolución 59581 (08/10/2020)","2020","15","16","S","DIAGONAL 75CC No2A-120 IGLESIA LA MOTA","V","6.21354835","-75.59774352","Belén","197","2090",,,"831741.5527","1179084.7175","POINT (-75.59774352392704 6.213548345795403)"
"Resolución 59581 (08/10/2020)","2020","5","16","W","DIAGONAL 75B CON N° 6-110 ( VIA DE SERVICIO ORIENTAL)","V","6.21770675","-75.59831993","Belén","196","2089",,,"831677.7761","1179544.6977","POINT (-75.59831992793795 6.217706747321878)"
"Resolución 59581 (08/10/2020)","2020","3","16","E","COSTADO DERECHO VÍA AL CERRO NUTIBARA ADYACENTE A LA TERRAZA","V","6.23601846","-75.58007284","Belén","195","2088",,,"833697.6993","1181570.1315","POINT (-75.58007284123127 6.23601846381202)"
"Resolución 59581 (08/10/2020)","2020","5","11","S","CIRCULAR 1º 20 METROS ANTES DE LA PORTERIA DE LA UPB","V","6.24442812","-75.58974526","Laureles Estadio","194","2087",,,"832627.0903","1182500.3951","POINT (-75.58974525635614 6.244428118042782)"
"Resolución 59581 (08/10/2020)","2020","10","5","W","CC FLORIDA","V","6.27043005","-75.57653914","Castilla","193","2086",,,"834088.9343","1185376.5145","POINT (-75.57653913587315 6.270430049324326)"
"Resolución 59581 (08/10/2020)","2020","10","60","S","CARRETERA AL MAR A LA ALTURA DE LA CALLE 68B 20.00 AL OCCIDENTE","V","6.28844874","-75.6140383","Corregimiento de San Cristóbal","192","2085",,,"829938.5593","1187369.8679","POINT (-75.61403829605173 6.288448743149596)"
"Resolución 59581 (08/10/2020)","2020","6","13","W","CARRERA 86 CON CL 49DD CENTRO DE SALUD SANTA ROSA DE LIMA","V","6.26199076","-75.60422443","San Javier","187","2084",,,"831024.5421","1184443.1617","POINT (-75.6042244253221 6.26199076278544)"
"Resolución 59581 (08/10/2020)","2020","5","12","E","CARRERA 88A No 33C -137 (ANTES URBANIZACIÓN LAURELES CAMPESTRE S-N)","V","6.24247221","-75.61374336","La América","189","2083",,,"829970.7293","1182284.2297","POINT (-75.61374336315579 6.242472204793741)"
"Resolución 59581 (08/10/2020)","2020","10","11","E","CARRERA 77B No 53A -26","V","6.26598697","-75.59115874","Laureles Estadio","181","2082",,,"832470.7513","1184885.1067","POINT (-75.59115874176386 6.265986965997888)"
"Resolución 59581 (08/10/2020)","2020","8","11","W","CARRERA 76 ENTRE CL 53 Y 54","V","6.26436945","-75.58922522","Laureles Estadio","177","2081",,,"832684.7545","1184706.1769","POINT (-75.5892252244794 6.264369449014836)"
"Resolución 59581 (08/10/2020)","2020","4","11","W","CARRERA 69 CON CIRCULAR 2 Y3","V","6.24537658","-75.58860312","Laureles Estadio","170","2080",,,"832753.5181","1182605.3019","POINT (-75.58860311588677 6.245376577508939)"
"Resolución 59581 (08/10/2020)","2020","4","11","W","CARRERA 66B CON CIRCULAR 5 Y 6","V","6.24537352","-75.5844093","Laureles Estadio","167","2079",,,"833217.7293","1182604.9447","POINT (-75.58440929793676 6.245373520069863)"
"Resolución 59581 (08/10/2020)","2020","3","10","W","CARRERA 53 ENTRE CL53 Y 54","V","6.25363327","-75.56940113","La Candelaria","147","2078",,,"834878.9823","1183518.5489","POINT (-75.56940113018969 6.253633274277958)"
"Resolución 59581 (08/10/2020)","2020","6","15","W","CARRERA 50( DIAGONAL) ENTRE CL 7 Y 10","V","6.21319849","-75.57963331","Guayabal","131","2077",,,"833746.2817","1179045.9281","POINT (-75.57963330524268 6.213198488295319)"
"Resolución 59581 (08/10/2020)","2020","4","14","W","CARRERA 43B No14-51 SOBRE EL SEPARADOR","V","6.21530574","-75.57102858","El Poblado","110","2076",,,"834698.7941","1179279.0001","POINT (-75.57102858200307 6.215305739305551)"
"Resolución 59581 (08/10/2020)","2020","3","14","W","CARRERA43A  CC SAO PABLO BAHIA ANTES DEL INGRESO","V","6.18508615","-75.57892603","El Poblado","104","2075",,,"833824.4919","1175936.3165","POINT (-75.5789260314945 6.185086153678155)"
"Resolución 59581 (08/10/2020)","2020","4","7","S","CALLE 78A, ENTRE CARRERAS  94A Y 95 (AURES)","V","6.28957611","-75.59513035","Robledo","78","2074",,,"832031.3037","1187494.4129","POINT (-75.59513035428844 6.289576110799569)"
"Resolución 59581 (08/10/2020)","2020","10","13","W","CARRERA 92  No 34D-93","V","6.24542939","-75.61718163","San Javier","191","2073",,,"829590.1803","1182611.3719","POINT (-75.61718162696573 6.245429394903535)"
"Resolución 59581 (08/10/2020)","2020","5","7","E","CARRERA 90 CON N° 76D-78","V","6.28366887","-75.5936727","Robledo","190","2072",,,"832192.6015","1186840.9823","POINT (-75.59367269601516 6.283668871818083)"
"Resolución 59581 (08/10/2020)","2020","8","16","W","CARRERA 87  ENTRE CL30A y 30B UNIVERSIDAD DE MEDELLÍN","V","6.23193072","-75.60982873","Belén","188","2071",,,"830403.9407","1181118.1587","POINT (-75.60982873029873 6.231930721422227)"
"Resolución 59581 (08/10/2020)","2020","5","7","S","CALLE 79 ENTRE CR 85 Y 85A","V","6.28382436","-75.586527","Robledo","82","2070",,,"832983.4979","1186858.1437","POINT (-75.58652699554668 6.283824360325918)"
"Resolución 59581 (08/10/2020)","2020","4","16","E","CARRERA 82A No 32B 147","V","6.23613814","-75.60519126","Belén","186","2069",,,"830917.3083","1181583.5157","POINT (-75.60519125872528 6.236138142567851)"
"Resolución 59581 (08/10/2020)","2020","5","11","W","CARRERA 80AA CON CL 38 Y 37","V","6.24587143","-75.60121709","Laureles Estadio","185","2068",,,"831357.2883","1182660.1187","POINT (-75.60121709261747 6.245871429539493)"
"Resolución 59581 (08/10/2020)","2020","5","16","S","CARRERA 79C CON N° 6SUR-110 ADYACENTE A URB. EL RODEO SAN SIMON.","V","6.20355792","-75.60156795","Belén","184","2067",,,"831318.1273","1177979.6673","POINT (-75.60156794948456 6.203557919304139)"
"Resolución 59581 (08/10/2020)","2020","5","16","E","CARRERA 79 CON CL 2 SUR BAHÍA COSTADO ORIENTAL","V","6.20908614","-75.60126517","Belén","183","2066",,,"831351.6863","1178591.1619","POINT (-75.60126517094574 6.209086139570197)"
"Resolución 59581 (08/10/2020)","2020","4","16","E","CARRERA 78A ENTRE CL 27 y 28","V","6.22909357","-75.59863633","Belén","182","2065",,,"831642.8323","1180804.2387","POINT (-75.59863633033427 6.229093571273261)"
"Resolución 59581 (08/10/2020)","2020","10","16","E","CARRERA 77 CON CL 28 Y 29","V","6.23041694","-75.59698497","Belén","179","2064",,,"831825.6347","1180950.6097","POINT (-75.59698497208923 6.230416937115018)"
"Resolución 59581 (08/10/2020)","2020","5","6","W","CARRERA 76A CON N° 90-11","V","6.28766347","-75.58242965","Doce de Octubre","178","2063",,,"833437.0115","1187282.7855","POINT (-75.58242965170291 6.287663474362809)"
"Resolución 59581 (08/10/2020)","2020","7","11","S","CALLE48A ENTRE CARRERAS 74 Y 75","V","6.25756748","-75.59197834","Laureles Estadio","52","2062",,,"832379.9865","1183953.8011","POINT (-75.59197833532555 6.257567483144938)"
"Resolución 59581 (08/10/2020)","2020","7","11","E","CARRERA 74 CON CL48 Y 48A","V","6.2569595","-75.59170148","Laureles Estadio","176","2061",,,"832410.6277","1183886.5487","POINT (-75.591701476488 6.256959503902902)"
"Resolución 59581 (08/10/2020)","2020","7","7","E","CARRERA 72B No 78B-84","V","6.27894143","-75.58160056","Robledo","175","2060",,,"833528.7447","1186318.0047","POINT (-75.58160056250843 6.278941428286296)"
"Resolución 59581 (08/10/2020)","2020","8","7","E","CARRERA 72A CON CL78 Y 78B CLINICA UNIVERSITARIA BOLIVARIANA","V","6.27646235","-75.58174682","Robledo","174","2059",,,"833512.5479","1186043.7847","POINT (-75.58174681869535 6.276462345637145)"
"Resolución 59581 (08/10/2020)","2020","3","7","W","CARRERA 72A CON CL78 Y 78B C. UNIVERSITARIA BOLIVARIANA","V","6.27693517","-75.58161183","Robledo","173","2058",,,"833527.4911","1186096.0845","POINT (-75.58161182461494 6.276935164765152)"
"Resolución 59581 (08/10/2020)","2020","3","11","W","CARRERA 70 CON CL48 Y 47D","V","6.25363371","-75.58795448","Laureles Estadio","171","2057",,,"832825.3557","1183518.6513","POINT (-75.58795447593022 6.253633715162437)"
"Resolución 59581 (08/10/2020)","2020","6","5","W","CARRERA 67 ENTRE CL 105 Y 105A","V","6.30299194","-75.56703257","Castilla","169","2056",,,"835141.1751","1188978.2919","POINT (-75.56703256969885 6.302991938219871)"
"Resolución 59581 (08/10/2020)","2020","16","15","W","CARRERA 67  ENTRE CL 9 y 10(TERMINAL DEL SUR)","V","6.21694387","-75.58904028","Guayabal","168","2055",,,"832704.9847","1179460.2571","POINT (-75.58904028055292 6.216943870900765)"
"Resolución 59581 (08/10/2020)","2020","4","15","W","CARRERA 66 ENTRE CALLES 17 Y 16A","V","6.2214943","-75.58737895","Guayabal","166","2054",,,"832888.9081","1179963.5883","POINT (-75.58737894632834 6.221494295525635)"
"Resolución 59581 (08/10/2020)","2020","4","15","W","CARRERA 66 ENTRE CALLES 18 Y 17A","V","6.22207821","-75.58760967","Guayabal","165","2053",,,"832863.3713","1180028.1779","POINT (-75.58760966778799 6.222078206055445)"
"Resolución 59581 (08/10/2020)","2020","12","11","W","CARRERA 66 No 48D -53","V","6.25524608","-75.58271936","Laureles Estadio","164","2052",,,"833404.8243","1183696.9781","POINT (-75.58271936206788 6.255246076323626)"
"Resolución 59581 (08/10/2020)","2020","11","15","E","CARRERA 65G CON CL 14 (AEROPUERTO OLAYA HERRERA)","V","6.21958472","-75.58669276","Guayabal","163","2051",,,"832964.8565","1179752.3595","POINT (-75.58669275892356 6.2195847164579785)"
"Resolución 59581 (08/10/2020)","2020","10","15","E","CARRERA 65E ENTRE CL 4 Y 5","V","6.21273371","-75.58817587","Guayabal","162","2050",,,"832800.6503","1178994.5509","POINT (-75.58817587133171 6.212733706297922)"
"Resolución 59581 (08/10/2020)","2020","10","5","W","CARRERA 64C CON CL 81 Y 82","V","6.27901642","-75.57218363","Castilla","159","2049",,,"834571.0329","1186326.2765","POINT (-75.5721836300811 6.279016423464526)"
"Resolución 59581 (08/10/2020)","2020","5","5","E","CARRERA 64C Nº 72-58 (TRANSITO MUNICIPAL)","V","6.27105754","-75.57358899","Castilla","158","2048",,,"834415.4695","1185445.9173","POINT (-75.57358899260346 6.271057540225435)"
"Resolución 59581 (08/10/2020)","2020","6","5","W","CARRERA 64C AL NORTE DE CALLE 67 COCA COLA","V","6.26702584","-75.57488357","Castilla","157","2047",,,"834272.1721","1184999.9587","POINT (-75.57488356908499 6.267025841439539)"
"Resolución 59581 (08/10/2020)","2020","12","5","W","CARRERA 63-63A CON CL 78 (TERMINAL NORTE)","V","6.279187","-75.57009328","Castilla","156","2046",,,"834802.3979","1186345.1419","POINT (-75.57009327987045 6.279187000329483)"
"Resolución 59581 (08/10/2020)","2020","7","5","W","CARRERA 63 (REGIONAL) CON CL 103 ESTACION ACEVEDO","V","6.30003778","-75.55928053","Castilla","155","2045",,,"835999.1535","1188651.5245","POINT (-75.55928052580404 6.300037781556835)"
"Resolución 59581 (08/10/2020)","2020","10","10","W","CARRERA 58 ENTRE CL 54 Y 55 MINORISTA","V","6.25644476","-75.57399275","La Candelaria","153","2044",,,"834370.7515","1183829.5439","POINT (-75.57399275441583 6.256444756345031)"
"Resolución 59581 (08/10/2020)","2020","5","10","W","CARRERA 57A CON CL42 y 43","V","6.24452862","-75.57643052","La Candelaria","152","2043",,,"834100.8931","1182511.4615","POINT (-75.57643052304806 6.244528622757315)"
"Resolución 59581 (08/10/2020)","2020","12","10","W","CARRERA 57 CON CL41 y 44 (VÍA DE SERVICIO CIC)","V","6.24325909","-75.57563879","La Candelaria","151","2042",,,"834188.5273","1182371.0321","POINT (-75.57563878579676 6.243259091545702)"
"Resolución 59581 (08/10/2020)","2020","8","10","W","CARRERA 57 CON CL41 y 42 (VÍA DE SERVICIO CIC)","V","6.24384097","-75.57562491","La Candelaria","150","2041",,,"834190.0641","1182435.3957","POINT (-75.57562491380989 6.243840969096147)"
"Resolución 59581 (08/10/2020)","2020","6","10","N-W","CARRERA 57 CON CL 51 SENA","V","6.25463296","-75.57487452","La Candelaria","149","2040",,,"834273.1479","1183629.1357","POINT (-75.5748745176265 6.254632955845917)"
"Resolución 59581 (08/10/2020)","2020","6","10","W","CARRERA 53 ENTRE CL 52 y 53","V","6.2525049","-75.56944207","La Candelaria","148","2039",,,"834874.4501","1183393.7351","POINT (-75.56944206626876 6.252504898370227)"
"Resolución 59581 (08/10/2020)","2020","12","4","E","CARRERA 53 CON CL 73 Y 72","V","6.26865093","-75.56647297","Aranjuez","146","2038",,,"835203.0987","1185179.7055","POINT (-75.56647296857574 6.268650929492919)"
"Resolución 59581 (08/10/2020)","2020","7","4","W","CARRERA 52 CON ESTACION TRICENTENARIO","V","6.29069563","-75.56295939","Aranjuez","144","2037",,,"835591.9881","1187618.1521","POINT (-75.56295939308501 6.290695634457804)"
"Resolución 59581 (08/10/2020)","2020","10","4","W","CARRERA 52 con CL73 Y 71","V","6.26862461","-75.56565237","Aranjuez","143","2036",,,"835293.9265","1185176.7935","POINT (-75.5656523676965 6.268624605469147)"
"Resolución 59581 (08/10/2020)","2020","6","10","W","CARRERA 52 con CL44 Y 43","V","6.24429862","-75.57169207","La Candelaria","142","2035",,,"834625.3905","1182486.0107","POINT (-75.57169206695069 6.244298617916106)"
"Resolución 59581 (08/10/2020)","2020","12","2","W","CARRERA 52 CON CL 107 (ESTACION ACEVEDO)","V","6.29992172","-75.55745619","Santa Cruz","141","2034",,,"836201.0679","1188638.6887","POINT (-75.55745618450933 6.299921717346135)"
"Resolución 59581 (08/10/2020)","2020","7","4","W","CARRERA 51D  FRENTE A  N° 70-17.","V","6.26729312","-75.56494437","Aranjuez","140","2033",,,"835372.2911","1185029.5131","POINT (-75.56494436786986 6.267293121816287)"
"Resolución 59581 (08/10/2020)","2020","7","4","W","CARRERA 51B CON CL 71 CLINICA LEON XIII","V","6.26720011","-75.5634983","Aranjuez","139","2032",,,"835532.3493","1185019.2247","POINT (-75.56349829594521 6.26720010800921)"
"Resolución 59581 (08/10/2020)","2020","2","10","S","CALLE 64 ENTRE CARRERAS 51D Y 51A","V","6.26160299","-75.56564889","La Candelaria","70","2031",,,"835294.3105","1184400.1067","POINT (-75.5656488881929 6.261602990878766)"
"Resolución 59581 (08/10/2020)","2020","10","4","W","CARRERA 51 CON CL68 Y 70A","V","6.26593456","-75.56243599","Aranjuez","138","2030",,,"835649.9307","1184879.2377","POINT (-75.56243599351406 6.265934555712136)"
"Resolución 59581 (08/10/2020)","2020","20","10","W","CARRERA 51 CON CL57 Y 58","V","6.25683007","-75.56612458","La Candelaria","137","2029",,,"835241.6569","1183872.1559","POINT (-75.5661245794296 6.25683006601033)"
"Resolución 59581 (08/10/2020)","2020","4","10","E","CARRERA 51 CON CL54 Y 55","V","6.25409172","-75.56713642","La Candelaria","135","2028",,,"835129.6579","1183569.2577","POINT (-75.56713642099338 6.2540917202338795)"
"Resolución 59581 (08/10/2020)","2020","4","10","W","CARRERA 51CON CL 62 CRULLA","V","6.2601004","-75.56496451","La Candelaria","134","2027",,,"835370.0613","1184233.8999","POINT (-75.56496451230349 6.260100403645542)"
"Resolución 59581 (08/10/2020)","2020","10","10","W","CARRERA 50D CON CL 66 Y 67","V","6.26327446","-75.56325265","La Candelaria","133","2026",,,"835559.5405","1184584.9941","POINT (-75.56325264482585 6.263274458100904)"
"Resolución 59581 (08/10/2020)","2020","5","10","W","CARRERA 50A CON LOS N° 64-45 Y N° 64-65","V","6.26147932","-75.56169704","La Candelaria","132","2025",,,"835731.7247","1184386.4279","POINT (-75.56169704110556 6.261479318991443)"
"Resolución 59581 (08/10/2020)","2020","5","14","E","CARRERA 49, VIA DE SERVICIO REGIONAL CON CL7 Y 10","V","6.21183508","-75.5776619","El Poblado","128","2024",,,"833964.5047","1178895.1103","POINT (-75.57766190291474 6.211835075742068)"
"Resolución 59581 (08/10/2020)","2020","24","14","E","CARRERA 49, VIA DE SERVICIO REGIONAL CON CL10","V","6.21240311","-75.57758342","El Poblado","127","2023",,,"833973.1945","1178957.9421","POINT (-75.57758341534881 6.212403106710811)"
"Resolución 59581 (08/10/2020)","2020","3","10","E","CARRERA 49 CON CL58 y 59. SALUDCOOP.","V","6.25587996","-75.56311092","La Candelaria","126","2022",,,"835575.2303","1183767.0615","POINT (-75.56311091880316 6.255879961583568)"
"Resolución 59581 (08/10/2020)","2020","4","10","W","CARRERA 49 CON CL57 Y 57A","V","6.25491772","-75.56381425","La Candelaria","125","2021",,,"835497.3811","1183660.6241","POINT (-75.56381424691384 6.254917719239754)"
"Resolución 59581 (08/10/2020)","2020","3","10","E","CARRERA 49 CON CL50 Y 52","V","6.24951382","-75.56660145","La Candelaria","124","2020",,,"835188.8707","1183062.8785","POINT (-75.56660145172414 6.249513815703272)"
"Resolución 59581 (08/10/2020)","2020","18","14","E","CARRERA 48C CON CL16 SUR y 12 SUR AGUACATALA (VIA DE SERVICIO)","V","6.19291193","-75.58169063","El Poblado","122","2019",,,"833518.4729","1176801.9641","POINT (-75.5816906279145 6.192911935009546)"
"Resolución 59581 (08/10/2020)","2020","18","14","E","CARRERA 48C, VIA DE SERVICIO REGIONAL con CL12 SUR Y 15 SUR","V","6.19388373","-75.58134178","El Poblado","123","2018",,,"833557.0941","1176909.4563","POINT (-75.58134177752727 6.19388372613655)"
"Resolución 59581 (08/10/2020)","2020","10","14","E","CARRERA 48C CON CL 7 SUR EAFFIT","V","6.20843332","-75.57815377","El Poblado","121","2017",,,"833910.0477","1178518.8307","POINT (-75.57815376678793 6.208433318741307)"
"Resolución 59581 (08/10/2020)","2020","7","10","E","CARRERA 48 CON CL32 y 34 (HOSP. GENERAL)","V","6.23459963","-75.57299127","La Candelaria","120","2016",,,"834481.5661","1181413.1719","POINT (-75.57299126639477 6.234599631359691)"
"Resolución 59581 (08/10/2020)","2020","2","14","E","CARRERA 48 VIA D EL SERVICIO No 10SUR-72 SALUD-SURA","V","6.19597488","-75.57864387","El Poblado","119","2015",,,"833855.7589","1177140.7579","POINT (-75.5786438702557 6.195974878820238)"
"Resolución 59581 (08/10/2020)","2020","3","14","W","CARRERA 48 ENTRE CL 10 y 14( MOMTERREY)","V","6.2143952","-75.57629854","El Poblado","118","2014",,,"834115.4307","1179178.2911","POINT (-75.57629853559202 6.214395194838533)"
"Resolución 59581 (08/10/2020)","2020","8","10","W","CARRERA 47  CL52 Y 50","V","6.24904065","-75.56589827","La Candelaria","117","2013",,,"835266.7045","1183010.5393","POINT (-75.56589827230118 6.249040646492696)"
"Resolución 59581 (08/10/2020)","2020","6","10","N","CALLE 41 CON CR 46 Y 45","V","6.24096682","-75.5691767","La Candelaria","39","2012",,,"834903.8127","1182117.4649","POINT (-75.56917669855 6.240966816693269)"
"Resolución 59581 (08/10/2020)","2020","7","10","W","CARRERA 45D ENTRE CL 57 Y 58","V","6.2533773","-75.56147327","La Candelaria","113","2011",,,"835756.4993","1183490.2341","POINT (-75.5614732659577 6.253377303412419)"
"Resolución 59581 (08/10/2020)","2020","6","10","W","CARRERA 45 ENTRE CL 48 Y 49","V","6.24662746","-75.56503925","La Candelaria","112","2010",,,"835361.7885","1182743.6079","POINT (-75.56503924935613 6.246627461823778)"
