departamento,codigodanedepartamento,municipio,codigodanemunicipio,tipoarea,sitio,ano,mes,rangoedad,grupoetnico,condicion,estado,genero,latitudcabecera,longitudcabecera,tipoevento,Ubicación
HUILA,41,ALGECIRAS,41020,Rural,Vereda Termopilas,2010,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,2.604722222222222,-75.13416666666667,Accidente por MAP,"(2.604722222222222, -75.13416666666667)"
ANTIOQUIA,5,ITUANGO,5361,Rural,Vereda Los Monos,2010,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.338888888888889,-75.80277777777778,Accidente por MAP,"(7.338888888888889, -75.80277777777778)"
VALLE DEL CAUCA,76,FLORIDA,76275,Rural,Sin información,2009,9,Mayor de 18 años,Indigena,Civil,Muerto,Masculino,3.326974,-76.243463,Accidente por MAP,"(3.326974, -76.243463)"
HUILA,41,BARAYA,41078,Rural,Vereda Versalles,2010,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.028055555555556,-74.90527777777778,Accidente por MAP,"(3.0280555555555555, -74.90527777777778)"
CORDOBA,23,TIERRALTA,23807,Rural,Bocas De Pánico,2010,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.78,-76.34083333333334,Accidente por MAP,"(7.78, -76.34083333333334)"
BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,Rural,Sin información,2010,1,Menor de 18 años,No,Civil,Herido,Masculino,9.685015,-75.122094,Accidente por MAP,"(9.685015, -75.122094)"
BOLIVAR,13,TALAIGUA NUEVO,13780,Rural,Corregimiento El Porvenir,1993,9,Mayor de 18 años,No,Civil,Herido,Masculino,9.385132,-74.663392,Accidente por MAP,"(9.385132, -74.663392)"
VAUPES,97,CARURÚ,97161,Rural,Arara,2010,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.124166666666667,-71.56416666666667,Accidente por MAP,"(1.1241666666666668, -71.56416666666667)"
NORTE DE SANTANDER,54,TEORAMA,54800,Rural,Vereda La Valvula,2010,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.61888888888889,-73.17305555555555,Accidente por MAP,"(8.61888888888889, -73.17305555555555)"
NORTE DE SANTANDER,54,TEORAMA,54800,Rural,Vereda La Valvula,2010,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.61888888888889,-73.17305555555555,Accidente por MAP,"(8.61888888888889, -73.17305555555555)"
NORTE DE SANTANDER,54,TEORAMA,54800,Rural,Vereda La Valvula,2010,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.61888888888889,-73.17305555555555,Accidente por MAP,"(8.61888888888889, -73.17305555555555)"
NORTE DE SANTANDER,54,HACARÍ,54344,Rural,Vereda El Cobre,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.329444444444444,-73.03888888888889,Accidente por MAP,"(8.329444444444444, -73.03888888888889)"
ANTIOQUIA,5,CÁCERES,5120,Rural,Cerro Blanco,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.390833333333333,-75.14972222222222,Accidente por MAP,"(7.390833333333333, -75.14972222222222)"
HUILA,41,ALGECIRAS,41020,Urbana,Sin información,2008,12,Mayor de 18 años,No,Civil,Herido,Femenino,2.522444,-75.313361,Accidente por MAP,"(2.522444, -75.313361)"
HUILA,41,BARAYA,41078,Rural,La Libertad,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.117777777777778,-74.84416666666667,Accidente por MAP,"(3.117777777777778, -74.84416666666667)"
CORDOBA,23,TIERRALTA,23807,Rural,El Chispas,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.907777777777778,-76.17194444444445,Accidente por MAP,"(7.907777777777778, -76.17194444444445)"
NORTE DE SANTANDER,54,TIBÚ,54810,Rural,Sin información,2009,9,Mayor de 18 años,No,Civil,Muerto,Masculino,8.639326,-72.735541,Accidente por MAP,"(8.639326, -72.735541)"
NORTE DE SANTANDER,54,TIBÚ,54810,Rural,Sin información,2009,9,Mayor de 18 años,No,Civil,Herido,Masculino,8.639326,-72.735541,Accidente por MAP,"(8.639326, -72.735541)"
ARAUCA,81,PUERTO RONDÓN,81591,Rural,Vereda Las Villas,2010,2,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,6.509722222222222,-71.14166666666667,Accidente por MAP,"(6.509722222222222, -71.14166666666667)"
NARIÑO,52,SAMANIEGO,52678,Rural,Vereda San Diego,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.551944444444445,-77.76916666666666,Accidente por MAP,"(1.5519444444444446, -77.76916666666666)"
CAQUETA,18,MONTAÑITA,18410,Rural,Arenoso Bajo,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.042222222222222,-75.02055555555556,Accidente por MAP,"(1.0422222222222222, -75.02055555555556)"
NORTE DE SANTANDER,54,TIBÚ,54810,Rural,Sin información,2009,9,Mayor de 18 años,No,Civil,Herido,Masculino,8.639326,-72.735541,Accidente por MAP,"(8.639326, -72.735541)"
NORTE DE SANTANDER,54,TIBÚ,54810,Rural,Sin información,2009,9,Mayor de 18 años,No,Civil,Herido,Masculino,8.639326,-72.735541,Accidente por MAP,"(8.639326, -72.735541)"
ARAUCA,81,TAME,81794,Rural,Vereda Caño Limón,2009,2,Mayor de 18 años,Indigena,Civil,Herido,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)"
CAQUETA,18,MONTAÑITA,18410,Rural,Las Granjas,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.120277777777778,-75.06166666666667,Accidente por MAP,"(1.1202777777777777, -75.06166666666667)"
CORDOBA,23,TIERRALTA,23807,Rural,Casa Lizardo,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.756388888888889,-76.30277777777778,Accidente por MAP,"(7.756388888888889, -76.30277777777778)"
GUAVIARE,95,MIRAFLORES,95200,Rural,Río Itilla,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.483055555555556,-71.57916666666667,Accidente por MAP,"(1.4830555555555556, -71.57916666666667)"
TOLIMA,73,RIOBLANCO,73616,Rural,El Quebradón,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.502777777777778,-75.76388888888889,Accidente por MAP,"(3.5027777777777778, -75.76388888888889)"
META,50,MAPIRIPÁN,50325,Rural,Sin información,2010,1,Menor de 18 años,Indigena,Civil,Herido,Femenino,2.892158,-72.133961,Accidente por MAP,"(2.892158, -72.133961)"
META,50,MAPIRIPÁN,50325,Rural,Sin información,2010,1,Menor de 18 años,No,Civil,Herido,Masculino,2.892158,-72.133961,Accidente por MAP,"(2.892158, -72.133961)"
META,50,MAPIRIPÁN,50325,Rural,Sin información,2010,1,Mayor de 18 años,Indigena,Civil,Herido,Femenino,2.892158,-72.133961,Accidente por MAP,"(2.892158, -72.133961)"
META,50,MAPIRIPÁN,50325,Rural,Sin información,2010,1,Mayor de 18 años,Indigena,Civil,Herido,Masculino,2.892158,-72.133961,Accidente por MAP,"(2.892158, -72.133961)"
CORDOBA,23,TIERRALTA,23807,Rural,Vereda Lorenzo,2010,2,Mayor de 18 años,No,Civil,Herido,Masculino,8.181547,-76.052223,Accidente por MAP,"(8.181547, -76.052223)"
META,50,MAPIRIPÁN,50325,Rural,Sin información,2010,1,Menor de 18 años,No,Civil,Herido,Masculino,2.892158,-72.133961,Accidente por MAP,"(2.892158, -72.133961)"
CORDOBA,23,CIÉNAGA DE ORO,23189,Rural,Vereda Puente Seco,2009,3,Mayor de 18 años,Indigena,Civil,Herido,Masculino,8.867215,-75.618582,Accidente por MAP,"(8.867215, -75.618582)"
PUTUMAYO,86,PUERTO ASÍS,86568,Rural,Vereda El Porvenir,2010,2,Mayor de 18 años,No,Civil,Herido,Masculino,0.502569,-76.49818,Accidente por MAP,"(0.502569, -76.49818)"
ARAUCA,81,TAME,81794,Rural,Vereda Galaxia,2010,1,Mayor de 18 años,No,Civil,Herido,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)"
GUAVIARE,95,CALAMAR,95015,Rural,Sin información,2010,1,Mayor de 18 años,No,Civil,Herido,Masculino,1.958453,-72.654146,Accidente por MAP,"(1.958453, -72.654146)"
ANTIOQUIA,5,SAN CARLOS,5649,Rural,Vereda Puerto Rico,2000,10,Mayor de 18 años,No,Civil,Herido,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)"
GUAVIARE,95,MIRAFLORES,95200,Rural,Río Itilla,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.458333333333333,-72.5225,Accidente por MAP,"(1.4583333333333333, -72.5225)"
GUAVIARE,95,MIRAFLORES,95200,Rural,Río Itilla,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.458333333333333,-72.5225,Accidente por MAP,"(1.4583333333333333, -72.5225)"
GUAVIARE,95,MIRAFLORES,95200,Rural,Río Itilla,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.442777777777778,-72.52305555555556,Accidente por MAP,"(1.4427777777777777, -72.52305555555556)"
GUAVIARE,95,MIRAFLORES,95200,Rural,Río Itilla,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.442777777777778,-72.52305555555556,Accidente por MAP,"(1.4427777777777777, -72.52305555555556)"
NORTE DE SANTANDER,54,HACARÍ,54344,Rural,Vereda El Cobre,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.35416617722222,-73.0772514972222,Accidente por MAP,"(8.35416617722222, -73.0772514972222)"
NORTE DE SANTANDER,54,HACARÍ,54344,Rural,Vereda El Cobre,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.35416617722222,-73.0772514972222,Accidente por MAP,"(8.35416617722222, -73.0772514972222)"
HUILA,41,ALGECIRAS,41020,Rural,Vereda Termopilas,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,2.591388888888889,-75.13888888888889,Accidente por MAP,"(2.591388888888889, -75.13888888888889)"
ANTIOQUIA,5,APARTADÓ,5045,Rural,Corregimiento San Jose,2008,8,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.904444444444445,-76.46194444444444,Accidente por MAP,"(7.904444444444445, -76.46194444444444)"
ANTIOQUIA,5,APARTADÓ,5045,Rural,Corregimiento San Jose,2008,8,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.904444444444445,-76.46194444444444,Accidente por MAP,"(7.904444444444445, -76.46194444444444)"
NORTE DE SANTANDER,54,LA PLAYA,54398,Rural,Vereda Mesa Rica-Ejer Location,2010,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.231111111111112,-73.08694444444444,Accidente por MAP,"(8.231111111111112, -73.08694444444444)"
NORTE DE SANTANDER,54,LA PLAYA,54398,Rural,Vereda Mesa Rica-Ejer Location,2003,5,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,8.231111111111112,-73.08694444444444,Accidente por MAP,"(8.231111111111112, -73.08694444444444)"
PUTUMAYO,86,VALLE DEL GUAMUEZ,86865,Rural,Vereda El Tigre,2008,8,Mayor de 18 años,No,Civil,Herido,Masculino,0.424591,-76.905657,Accidente por MAP,"(0.424591, -76.905657)"
PUTUMAYO,86,VALLE DEL GUAMUEZ,86865,Rural,Vereda El Tigre,2008,8,Mayor de 18 años,No,Civil,Herido,Masculino,0.424591,-76.905657,Accidente por MAP,"(0.424591, -76.905657)"
PUTUMAYO,86,VALLE DEL GUAMUEZ,86865,Rural,Vereda El Tigre,2008,8,Mayor de 18 años,No,Civil,Herido,Masculino,0.424591,-76.905657,Accidente por MAP,"(0.424591, -76.905657)"
PUTUMAYO,86,VALLE DEL GUAMUEZ,86865,Rural,Vereda El Tigre,2008,8,Mayor de 18 años,No,Civil,Herido,Masculino,0.424591,-76.905657,Accidente por MAP,"(0.424591, -76.905657)"
PUTUMAYO,86,VALLE DEL GUAMUEZ,86865,Rural,Vereda El Tigre,2008,8,Mayor de 18 años,No,Civil,Herido,Masculino,0.424591,-76.905657,Accidente por MAP,"(0.424591, -76.905657)"
CAQUETA,18,SOLANO,18756,Rural,Puerto Tejada,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,0.9913888889,-75.0827777778,Accidente por MAP,"(0.9913888889, -75.0827777778)"
NORTE DE SANTANDER,54,SAN CALIXTO,54670,Rural,Sin información,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.438055555555556,-73.23305555555555,Accidente por MAP,"(8.438055555555556, -73.23305555555555)"
ANTIOQUIA,5,SAN ANDRÉS,5647,Rural,Vereda El Peñol,2010,3,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,6.980833333333333,-75.62638888888888,Accidente por MAP,"(6.980833333333333, -75.62638888888888)"
CASANARE,85,AGUAZUL,85010,Rural,Cumaná,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.298888888888888,-72.60666666666667,Accidente por MAP,"(5.2988888888888885, -72.60666666666667)"
HUILA,41,ISNOS,41359,Rural,Vereda Palmar,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.929816,-76.216388,Accidente por MAP,"(1.929816, -76.216388)"
ARAUCA,81,ARAUQUITA,81065,Rural,Vereda Caño Claro,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,6.6275,-71.24527777777777,Accidente por MAP,"(6.6274999999999995, -71.24527777777777)"
ARAUCA,81,ARAUQUITA,81065,Rural,Vereda Caño Claro,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,6.6275,-71.24527777777777,Accidente por MAP,"(6.6274999999999995, -71.24527777777777)"
CAQUETA,18,PUERTO RICO,18592,Rural,Vereda El Retorno,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,2.101666666666667,-75.035,Accidente por MAP,"(2.1016666666666666, -75.035)"
CAQUETA,18,FLORENCIA,18001,Rural,Vereda Remolinos Orteguaza,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.968888888888889,-75.48611111111111,Accidente por MAP,"(1.968888888888889, -75.48611111111111)"
ANTIOQUIA,5,MEDELLÍN,5001,Rural,Vereda El Respaldo,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,6.229209,-75.564887,Accidente por MAP,"(6.229209, -75.564887)"
NARIÑO,52,SAMANIEGO,52678,Rural,La Conga,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.576944444444444,-77.81277777777778,Accidente por MAP,"(1.5769444444444445, -77.81277777777778)"
ARAUCA,81,TAME,81794,Rural,La Siberia,2010,3,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,6.459722222222222,-71.3625,Accidente por MAP,"(6.459722222222222, -71.3625)"
ARAUCA,81,TAME,81794,Rural,La Siberia,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,6.459722222222222,-71.3625,Accidente por MAP,"(6.459722222222222, -71.3625)"
ANTIOQUIA,5,GRANADA,5313,Rural,Vereda La Línda,2004,11,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,6.111667,-75.095833,Accidente por MAP,"(6.111667, -75.095833)"
HUILA,41,COLOMBIA,41206,Rural,Vereda El Playón,2009,3,Mayor de 18 años,No,Civil,Herido,Masculino,3.375361,-74.802161,Accidente por MAP,"(3.375361, -74.802161)"
NORTE DE SANTANDER,54,EL TARRA,54250,Rural,Sin información,2008,10,Mayor de 18 años,No,Civil,Herido,Masculino,8.58341,-73.0921120209,Accidente por MAP,"(8.58341, -73.0921120209)"
META,50,PUERTO RICO,50590,Rural,Sin información,2006,3,Mayor de 18 años,No,Civil,Herido,Masculino,2.939542,-73.207891,Accidente por MAP,"(2.939542, -73.207891)"
CAUCA,19,BALBOA,19075,Rural,Sin información,2006,9,Mayor de 18 años,No,Civil,Herido,Masculino,2.039527,-77.217142,Accidente por MAP,"(2.039527, -77.217142)"
CAUCA,19,BALBOA,19075,Rural,Sin información,2006,9,Mayor de 18 años,No,Civil,Herido,Masculino,2.039527,-77.217142,Accidente por MAP,"(2.039527, -77.217142)"
BOLIVAR,13,SANTA ROSA DEL SUR,13688,Rural,Vereda El Golfo,2010,2,Menor de 18 años,No,Civil,Herido,Masculino,7.963275,-74.051674,Accidente por MAP,"(7.963275, -74.051674)"
META,50,URIBE,50370,Rural,Vereda Candilejas,2009,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.050833333333333,-74.44111111111111,Accidente por MAP,"(3.0508333333333333, -74.44111111111111)"
NARIÑO,52,SANTA CRUZ,52699,Rural,Sin información,2008,5,Mayor de 18 años,Indigena,Civil,Muerto,Masculino,1.22182,-77.677265,Accidente por MAP,"(1.22182, -77.677265)"
NARIÑO,52,SAMANIEGO,52678,Rural,Sin información,2007,2,Menor de 18 años,No,Civil,Herido,Masculino,1.337083,-77.59313,Accidente por MAP,"(1.337083, -77.59313)"
NARIÑO,52,SAMANIEGO,52678,Rural,Sin información,2006,11,Mayor de 18 años,No,Civil,Herido,Masculino,1.337083,-77.59313,Accidente por MAP,"(1.337083, -77.59313)"
ARAUCA,81,TAME,81794,Rural,Vereda Algarrobo,2009,1,Mayor de 18 años,No,Civil,Muerto,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)"
ARAUCA,81,TAME,81794,Rural,Vereda Algarrobo,2009,1,Mayor de 18 años,No,Civil,Herido,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)"
NORTE DE SANTANDER,54,TIBÚ,54810,Rural,Sin información,2009,9,Mayor de 18 años,No,Civil,Herido,Masculino,8.639326,-72.735541,Accidente por MAP,"(8.639326, -72.735541)"
PUTUMAYO,86,VALLE DEL GUAMUEZ,86865,Rural,Vereda El Tigre,2008,8,Mayor de 18 años,No,Civil,Muerto,Masculino,0.424591,-76.905657,Accidente por MAP,"(0.424591, -76.905657)"
PUTUMAYO,86,VALLE DEL GUAMUEZ,86865,Rural,Vereda El Tigre,2008,8,Mayor de 18 años,No,Civil,Herido,Masculino,0.424591,-76.905657,Accidente por MAP,"(0.424591, -76.905657)"
ANTIOQUIA,5,SAN LUIS,5660,Rural,Quebrada Minarica,2008,10,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,6.058611111111111,-75.06555555555556,Accidente por MAP,"(6.058611111111111, -75.06555555555556)"
CAQUETA,18,SAN JOSÉ DEL FRAGUA,18610,Rural,Vereda Buenos Aires,2009,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.27055555555556,-76.1913888888889,Accidente por MAP,"(1.27055555555556, -76.1913888888889)"
