"vigencia","dependencia","estado","sia_atc","tipo_de_derecho_de_peticion","tiempo_de_respuesta"
"2019","Auditoría Delegada","En trámite","2019000903","Denuncia","En términos"
"2019","Auditoría Delegada","En trámite","2019000682","Denuncia","En términos"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2018000772","Petición entre entidades","5"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2018000817","Solicitud Información","8"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000045","Denuncia","11"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000051","Solicitud Información","9"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000054","Petición entre entidades","5"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000072","Derecho Petición","12"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000104","Derecho Petición","9"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000153","Consulta","7"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000160","Solicitud Información","3"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000167","Solicitud Información","7"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000168","Solicitud Información","6"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000202","Solicitud Información","10"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000210","Denuncia","51"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000211","Denuncia","51"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000213","Derecho Petición","14"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000242","Derecho Petición","3"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000292","Derecho Petición","7"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000307","Solicitud de información","3"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000309","Derecho de Petición","6"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000320","Solicitud de información","5"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000322","Petición entre entidades","10"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000324","Derecho Petición","5"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000343","Derecho Petición","5"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000352","Solicitud de información","10"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000379","Solicitud de información","1"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000385","Derecho de petición","7"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000389","Petición entre entidades","5"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000395","Solicitud de información","3"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000413","Derecho de Petición","2"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000433","Derecho de petición","8"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000447","Solicitud de información","6"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000470","Otros","3"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000475","Petición entre entidades","5"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000477","Derecho de petición","10"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000501","Petición entre entidades","3"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000537","Solicitud de información","15"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000540","Derecho de petición","11"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000541","Derecho de petición","11"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000545","Derecho de petición","8"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000569","Petición entre entidades","5"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000570","Petición entre entidades","4"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000573","Derecho de petición","4"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000582","Derecho de petición","15"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000586","Petición entre entidades","2"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000588","Petición entre entidades","6"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000591","Solicitud de información","5"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000592","Petición entre entidades","8"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000593","Derecho de petición","8"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000594","Derecho de petición","4"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000595","Solicitud de información","9"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000601","Petición entre entidades","10"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000603","Solicitud de información","7"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000604","Solicitud de información","9"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000607","Petición entre entidades","5"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000619","Derecho de petición","7"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000636","Derecho de petición","7"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000639","Derecho de petición","2"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000642","Petición entre entidades","3"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000643","Solicitud de información","7"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000649","Solicitud de información","8"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000653","Solicitud de información","9"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000662","Petición entre entidades","4"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000668","Derecho de petición","12"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000680","Petición entre entidades","7"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000681","Derecho de petición","12"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000682","Otros","10"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000683","Derecho de petición","15"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000722","Petición entre entidades","2"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000723","Petición entre entidades","2"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000733","Queja","11"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000742","Solicitud de información","6"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000743","Derecho de petición","9"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000748","Otros","8"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000757","Petición entre entidades","6"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000758","Petición entre entidades","6"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000763","Solicitud de información","5"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000769","Petición entre entidades","7"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000780","Petición entre entidades","3"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000784","Petición entre entidades","4"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000786","Petición entre entidades","4"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000787","Petición entre entidades","6"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000790","Petición entre entidades","5"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000795","Petición entre entidades","6"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000797","Petición entre entidades","5"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000833","Petición entre entidades","3"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000841","Petición entre entidades","3"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000847","Derecho de petición","6"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000862","Petición entre entidades","5"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000877","Solicitud de información","10"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000893","Petición entre entidades","7"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000904","Derecho de petición","14"
"2019","Auditoría Delegada","Archivado por competencia directa de la AGR.","2019000923","Derecho de petición","8"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2018000658","Denuncia","3"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2018000712","Denuncia","4"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2018000776","Denuncia","5"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2018000794","Solicitud Información","5"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2018000811","Denuncia","5"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2018000821","Derecho de Petición","2"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2018000824","Denuncia","1"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2018000825","Solicitud Información","2"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000007","Denuncia","1"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000008","Denuncia","1"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000009","Denuncia","1"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000010","Denuncia","1"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000016","Consulta","5"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000021","Denuncia","4"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000022","Denuncia","4"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000025","Denuncia","5"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000026","Denuncia","5"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000027","Consulta","4"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000033","Solicitud Información","3"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000038","Denuncia","4"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000044","Denuncia","2"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000046","Denuncia","2"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000047","Denuncia","3"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000048","Denuncia","2"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000049","Denuncia","2"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000056","Denuncia","2"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000057","Denuncia","2"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000061","Consulta","2"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000063","Denuncia","3"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000064","Denuncia","2"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000065","Denuncia","1"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000066","Consulta","1"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000067","Derecho de Petición","2"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000068","Denuncia","2"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000069","Denuncia","2"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000074","Denuncia","3"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000075","Denuncia","3"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000076","Denuncia","3"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000081","Denuncia","2"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000082","Denuncia","2"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000083","Denuncia","2"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000092","Denuncia","3"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000094","Solicitud Información","3"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000096","Consulta","2"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000100","Denuncia","1"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000102","Queja","1"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000103","Derecho de Petición","4"
"2019","Auditoría Delegada","Archivado por traslado a otra entidad","2019000106","Denuncia","3"
