"codigofamilia","tipodocumento","rangoedad","pais","codigodepartamentoatencion","nombredepartamentoatencion","codigomunicipioatencion","nombremunicipioatencion","puntajesisben","beneficiariosisben","condicionsexual","discapacidad","estadocivil","estrato","etnia","genero","parentesco","tipopoblacion","estadobeneficiario","logro1","logro2","logro3","logro4","logro5","logro6","logro7","logro8","logro9","logro10","logro11","logro12","logro13","logro14","logro15","logro16","logro17","logro18","logro19","logro20","logro21","logro22","logro23","logro24","logro25","logro26","pe34","pe35","pe36","pe37","pe38","pe39","pe40","pe41","pe42","pe43","pe44","pe45","pe46","pe48","pe50","pe51","he11","he12","he13","he14","he15","he16","he17","he18","he20","he21","he22","he23"
"HID96199393","RC","06-17","ND","23","CORDOBA","23570","PUEBLO NUEVO","1",,"ND","NO","Sin Información","0","ND","Mujer","Hijos / Hijastros","UNIDOS","ACTIVO","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","No","NINGUNO","No","No","No","No","No","Si","Si","No","No","No","No","No","No","3","1","No","No","No","No"
"HID78944562","TI","06-17","ND","47","MAGDALENA","47555","PLATO","4",,"ND","NO","Sin Información","0","ND","Hombre","ND","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","No","Si","PREESCOLAR (PREJARDÍN JARDÍN TRANSICIÓN)","No","No","No","No","No","No","No","No","Si","Si","No","Si","No","2","1","No","No","No","No"
"HID33548522","CC","30-49","ND","41","HUILA","41013","AGRADO","4","ND","ND","NO","Sin Información","0","ND","Mujer","ND","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","POR ALCANZAR","Si","No","No","No","No","Si","No","No","MEDIA 11°","No","No","Si","No","No","No","No","Si","No","Si","No","Si","Si","4","2","No","No","No","No"
"HID51892889","CC","50-65","ND","23","CORDOBA","23660","SAHAGUN","1","ND","ND","NO","Sin Información","0","ND","Mujer","JEFE","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","Si","Si","No","BÁSICA SECUNDARIA 6°","No","No","Si","No","No","No","No","Si","No","No","No","Si","Si","4","1","No","No","No","No"
"HID48882577","TI","18-29","ND","41","HUILA","41530","PALESTINA","1","ND","ND","NO","Sin Información","0","ND","Hombre","HIJOS/ HIJASTROS","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","Si","No","No","No","No","Si","Si","Si","BÁSICA SECUNDARIA 8°","No","No","Si","No","No","No","No","Si","No","Si","No","Si","Si","5","3","No","No","No","No"
"HID49259110","CC","50-65","ND","25","CUNDINAMARCA","25307","GIRARDOT","1","ND","ND","NO","Sin Información","0","ND","Mujer","Cónyuge o Compañera (o)","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 5°","No","No","No","No","No","No","No","Si","No","Si","Si","Si","Si","3","1","No","No","No","No"
"HID97716474","TI","18-29","ND","73","TOLIMA","73319","GUAMO","4",,"ND","NO","Sin Información","0","ND","Hombre","HIJOS/ HIJASTROS","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","No","Si","BÁSICA SECUNDARIA 7°","No","No","No","No","No","No","No","No","Si","No","No","Si","Si","4","1","No","Si","No","No"
"HID23095562","CC","50-65","ND","27","CHOCO","27372","JURADO","1","ND","ND","NO","Sin Información","0","AFROCOLOMBIANO – NEGRO","Mujer","Jefe","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","Si","Si","No","PROFESIONAL (UNIVERSITARIO)","Si","No","Si","No","No","No","No","Si","No","Si","Si","Si","Si","5","3","No","No","No","No"
"HID27347568","TI","18-29","ND","23","CORDOBA","23678","SAN CARLOS","1",,"ND","NO","Sin Información","0","ND","Hombre","Hijo(a) / hijastro(a)","UNIDOS","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","POR ALCANZAR","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","Si","BÁSICA PRIMARIA 4°","No","No","No","No","No","No","No","Si","Si","Si","No","Si","Si","14","4","Si","No","Si","No"
"HID91213101","TI","06-17","ND","52","NARIÑO","52687","SAN LORENZO","4",,"ND","NO","Sin Información","0","ND","Mujer","Hijos / Hijastros","UNIDOS","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","Si","No","No","No","No","No","Si","Si","BÁSICA PRIMARIA 2°","No","No","No","No","No","No","No","Si","Si","Si","No","Si","Si","6","3","No","No","No","No"
"HID53826898","RC","06-17","ND","13","BOLIVAR","13894","ZAMBRANO","1",,"ND","NO","Sin Información","0","ND","Mujer","Hijos / Hijastros","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","No","No","NINGUNO","No","No","No","No","No","Si","No","Si","No","No","No","Si","Si","4","2","No","No","Si","No"
"HID64038663","CC","50-65","ND","25","CUNDINAMARCA","25572","PUERTO SALGAR","4","ND","ND","NO","Sin Información","0","ND","Hombre","JEFE","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","No","Si","No","BÁSICA SECUNDARIA 9°","Si","No","No","No","No","No","No","Si","No","Si","Si","Si","Si","5","1","No","No","Si","No"
"HID18179384","CC","30-49","ND","19","CAUCA","19318","GUAPI","1","ND","ND","NO","Sin Información","0","AFROCOLOMBIANO – NEGRO","Mujer","CÓNYUGE O COMPAÑERA(O)","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","POR ALCANZAR","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 1°","No","No","No","No","No","No","No","Si","No","No","No","No","No","7","3","No","No","No","No"
"HID93104176","CC","50-65","ND","19","CAUCA","19050","ARGELIA","1",,"ND","NO","Sin Información","1","ND","Hombre","ND","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","NO APLICA","POR ALCANZAR","POR ALCANZAR","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 2°","No","No","No","No","No","No","No","No","Si","No","No","Si","Si","13","6","No","Si","Si","Si"
"HID56162252","CC","50-65","ND","23","CORDOBA","23855","VALENCIA","1",,"ND","NO","Sin Información","0","ND","Mujer","Jefe","UNIDOS","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 5°","No","No","No","No","No","No","No","No","Si","Si","No","Si","Si","5","1","No","Si","Si","No"
"HID29929022","TI","18-29","ND","52","NARIÑO","52224","CUASPUD","1","ND","ND","SI","Sin Información","0","INDIGENA","Hombre","Hijos / Hijastros","UNIDOS","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","Si","Si","No","No","No","Si","Si","No","BÁSICA SECUNDARIA 6°","No","No","Si","No","No","No","No","Si","No","Si","Si","No","No","8","4","No","No","No","No"
"HID29428085","CC","30-49","ND","23","CORDOBA","23660","SAHAGUN","1","ND","ND","NO","Sin Información","1","ND","Mujer","Jefe","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","Si","Si","No","MEDIA 11°","Si","Si","No","No","No","No","No","No","Si","No","No","Si","Si","7","3","No","No","No","No"
"HID42388952","CC","50-65","ND","70","SUCRE","70215","COROZAL","1",,"ND","NO","Sin Información","0","ND","Mujer","JEFE","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","Si","Si","No","BÁSICA SECUNDARIA 8°","Si","Si","No","No","No","No","No","Si","No","Si","No","Si","Si","5","2","No","No","No","No"
"HID10335199","TI","06-17","ND","05","ANTIOQUIA","05792","TARSO","4","ND","ND","NO","Sin Información","0","ND","Mujer","HIJOS/ HIJASTROS","UNIDOS U100","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","Si","BÁSICA PRIMARIA 1°","No","No","No","No","No","No","No","Si","No","Si","Si","No","Si","4","2","No","No","Si","No"
"HID12309199","TI","06-17","ND","47","MAGDALENA","47001","SANTA MARTA","1",,"ND","NO","Sin Información","0","ND","Mujer","Hijos / Hijastros","UNIDOS U100","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","Si","BÁSICA PRIMARIA 1°","No","Si","Si","No","No","No","No","Si","No","Si","Si","Si","Si","4","2","No","No","No","No"
"HID99537340","TI","18-29","ND","68","SANTANDER","68051","ARATOCA","1","ND","ND","NO","Sin Información","0","ND","Hombre","Hijos / Hijastros","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","Si","No","No","No","No","Si","Si","Si","BÁSICA SECUNDARIA 8°","No","No","Si","No","No","No","No","No","No","Si","No","Si","Si","6","3","No","No","No","No"
"HID37492603","TI","18-29","ND","76","VALLE","76001","CALI","1",,"ND","NO","Sin Información","0","ND","Hombre","HIJOS/ HIJASTROS","UNIDOS U100","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 4°","No","No","Si","No","No","No","No","Si","No","Si","Si","Si","Si","5","3","No","No","No","No"
"HID40028265","TI","18-29","ND","20","CESAR","20060","BOSCONIA","1",,"ND","NO","Sin Información","0","INDIGENA","Mujer","HIJOS/ HIJASTROS","UNIDOS U100","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","Si","No","Si","PREESCOLAR (PREJARDÍN JARDÍN TRANSICIÓN)","No","No","No","No","No","No","No","Si","No","Si","No","Si","Si","7","2","Si","Si","Si","Si"
"HID60296952","CC","50-65","ND","08","ATLANTICO","08758","SOLEDAD","4","ND","ND","NO","Sin Información","0","ND","Mujer","CÓNYUGE O COMPAÑERA(O)","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 5°","Si","No","No","No","No","No","No","Si","No","No","No","Si","Si","3","3","No","No","No","No"
"HID46594288","CC",">65","Colombia","23","CORDOBA","23672","SAN ANTERO","1","ND","ND","NO","Sin Información","0","ND","Mujer","CÓNYUGE O COMPAÑERA(O)","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","Si","No","No","No","No","Si","No","No","NINGUNO","No","No","No","No","No","No","No","Si","No","Si","No","No","Si","4","1","No","No","No","No"
"HID68003928","CC","50-65","ND","25","CUNDINAMARCA","25426","MACHETA","1","ND","ND","NO","Sin Información","1","ND","Hombre","Jefe","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","POR ALCANZAR","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 3°","Si","No","No","No","No","No","No","Si","Si","Si","No","Si","Si","5","3","No","No","Si","No"
"HID54644704","CC","30-49","ND","52","NARIÑO","52687","SAN LORENZO","1","ND","ND","NO","Sin Información","0","AFROCOLOMBIANO - NEGRO","Mujer","Jefe","UNIDOS","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","NO APLICA","ALCANZADO","POR ALCANZAR","Si","No","No","No","No","No","No","No","BÁSICA PRIMARIA 2°","Si","No","No","No","No","No","No","No","Si","No","No","Si","Si","4","2","No","No","Si","No"
"HID29816885","CC","18-29","ND","17","CALDAS","17541","PENSILVANIA","1","ND","ND","NO","Sin Información","0","ND","Hombre","HIJOS/ HIJASTROS","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","Si","Si","No","MEDIA 10°","Si","No","Si","No","No","No","No","Si","No","Si","No","Si","Si","5","2","No","No","Si","No"
"HID58245217","TI","18-29","ND","70","SUCRE","70708","SAN MARCOS","1","ND","ND","NO","Sin Información","0","ND","Hombre","HIJOS/ HIJASTROS","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","POR ALCANZAR","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","Si","BÁSICA SECUNDARIA 8°","No","No","No","No","No","No","No","Si","Si","Si","No","Si","No","7","2","Si","Si","Si","No"
"HID37534854","TI","06-17","ND","76","VALLE","76001","CALI","1","ND","ND","NO","Sin Información","0","ND","Mujer","Hijos / Hijastros","UNIDOS U100","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","Si","Si","Si","BÁSICA PRIMARIA 5°","No","Si","Si","No","No","No","No","Si","No","Si","Si","Si","Si","4","2","No","No","No","No"
"HID28500503","CC","30-49","ND","52","NARIÑO","52323","GUALMATAN","1","ND","ND","NO","Sin Información","0","ND","Hombre","HIJOS/ HIJASTROS","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","Si","Si","Si","MEDIA 11°","No","No","Si","No","No","No","No","No","Si","No","No","Si","Si","5","1","No","No","Si","No"
"HID57999308","TI","18-29","ND","20","CESAR","20295","GAMARRA","1","ND","ND","NO","Sin Información","0","ND","Hombre","Hijos / Hijastros","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","Si","BÁSICA SECUNDARIA 9°","No","No","Si","No","No","No","No","No","Si","Si","No","Si","No","4","2","No","No","No","No"
"HID97379014","TI","18-29","ND","19","CAUCA","19693","SAN SEBASTIAN","1",,"ND","NO","Sin Información","0","ND","Mujer","HIJOS/ HIJASTROS","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","Si","No","No","No","No","No","Si","Si","BÁSICA SECUNDARIA 7°","No","No","Si","No","No","No","No","No","Si","Si","No","Si","Si","5","3","No","No","Si","No"
"HID82346894","CC","30-49","ND","47","MAGDALENA","47258","EL PIÑON","1","ND","ND","NO","Sin Información","0","AFROCOLOMBIANO – NEGRO","Hombre","Jefe","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","No","Si","No","MEDIA 11°","No","No","No","No","No","No","No","Si","Si","No","No","Si","Si","5","1","Si","Si","Si","Si"
"HID99735217","CC","18-29","ND","25","CUNDINAMARCA","25754","SOACHA","1","ND","ND","NO","Sin Información","1","ND","Mujer","Jefe","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","Si","Si","No","TÉCNICO O TECNÓLOGO°","No","No","Si","No","No","No","No","Si","No","No","No","Si","Si","6","3","No","No","No","No"
"HID35813755","CC","18-29","ND","05","ANTIOQUIA","05091","BETANIA","4",,"ND","NO","Sin Información","0","ND","Mujer","CÓNYUGE O COMPAÑERA(O)","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 4°","Si","No","Si","No","No","No","No","Si","No","No","No","No","Si","2","1","No","No","No","No"
