"departamento","municipio","numero_del_predio","direccion","destino_economico","area_terreno","area_construida"
"68","307","000000010001000","LA HONDA VDA CARRIZAL","D","000000072647","001252"
"68","307","000000010002000","LA BELLEZA VDA CARRIZAL","D","000000120000","000455"
"68","307","000000010003000","EL POMARROSO VDA CARRIZAL","D","000000095448","003859"
"68","307","000000010004000","EL POMARROSO Y BETANIA","D","000000031300","002371"
"68","307","000000010005000","CLUB AGUILAS VDA CARRIZAL","D","000000050000","000614"
"68","307","000000010006801","C 68 32 09 LO 01 MZ A CONJ RES LA","S","000000000159","000000"
"68","307","000000010007803","K 31B 70 73 LO 1 MZ A ET 1 CONJ RE","S","000000000160","000000"
"68","307","000000010008000","EL CARRIZAL","D","000000210000","000150"
"68","307","000000010009000","VILLA JULIA VDA CARRIZAL","D","000000104966","000388"
"68","307","000000010010000","EL CARMELO VDA CARRIZAL","D","000000155396","000000"
"68","307","000000010011000","ESCUELA","J","000000000870","000161"
"68","307","000000010012000","SAN ANTONIO","D","000000082500","000024"
"68","307","000000010015000","LA LAGUNA","D","000000175000","000427"
"68","307","000000010016000","EL EDEN VDA CARRIZAL","D","000000061000","000196"
"68","307","000000010017000","SAN FRANCISCO VDA CARRIZAL","D","000000335000","003816"
"68","307","000000010020000","EL TRIUNFO LO 6 VDA EL CARRIZAL","D","000000250273","000000"
"68","307","000000010021000","SAN RAFAEL VDA EL CARRIZAL","D","000000228000","000226"
"68","307","000000010022000","EL PARAMITO VDA EL CARRIZAL","D","000000127000","000146"
"68","307","000000010024000","LA MEDIAGUA","D","000000040000","000202"
"68","307","000000010025000","LA AGUADA VDA CARRIZAL","D","000000259725","000214"
"68","307","000000010026000","LOTE 1 VDA CARRIZAL","D","000000118230","000080"
"68","307","000000010027000","EL BRAMITO","D","000000557000","000108"
"68","307","000000010028000","LAGUNETAS VDA EL CARRIZAL","D","000000099154","000186"
"68","307","000000010029000","LA PAILA VDA EL CARRIZAL","D","000000198374","000108"
"68","307","000000010030000","LA LAJA VDA CARRIZAL","D","000000030000","000040"
"68","307","000000010031000","TERRENO","D","000000022000","000095"
"68","307","000000010032000","EL ESCONDITE VDA CARRIZAL","D","000000041752","000030"
"68","307","000000010033000","PALONEGRO VDA EL CARRIZAL","D","000000165705","000273"
"68","307","000000010033001","RESTAURANTE BUMANGUES","D","000000000000","000448"
"68","307","000000010034000","HACIENDA CARRIZAL RIO DE ORO","D","000003497500","002666"
"68","307","000000010035000","BARRO BLANCO LO 2 SALDO VDA CARRIZ","D","000000057526","000099"
"68","307","000000010037000","LA ESPERANZA VDA CARRIZAL","D","000000066234","000280"
"68","307","000000010037001","RANCHERIA","D","000000000000","000259"
"68","307","000000010038000","MIRAFLORES VDA CARRIZAL","D","000000026700","000146"
"68","307","000000010039000","BUENAVISTA VDA EL CARRIZAL","D","000000038450","000000"
"68","307","000000010040000","LOTE","D","000000014000","000000"
"68","307","000000010043000","CATAY VDA CARRIZAL","D","000000047500","000542"
"68","307","000000010044000","SAN ANTONIO O LOS POMARROSOS VDA C","D","000000019275","000347"
"68","307","000000010046000","LOTE VDA CARRIZAL","D","000000026000","000000"
"68","307","000000010047000","BETANIA VDA CARRIZAL","D","000000095000","000976"
"68","307","000000010057000","EL CONTENTO","D","000000030000","000000"
"68","307","000000010058000","EL CONTENTO VDA CARRIZAL","D","000000045000","000000"
"68","307","000000010059000","HACIENDA EL PARAISO VDA EL CARRIZA","D","000000087383","000000"
"68","307","000000010060000","BALSORA","D","000000079976","001466"
"68","307","000000010065000","LOTE DE TERRENO VDA CARRIZAL","D","000000002891","000000"
"68","307","000000010083000","LO 1 VDA CARRIZAL","D","000000009407","000329"
"68","307","000000010084000","LA PALMITA VDA CARRIZAL","D","000000057500","000902"
"68","307","000000010085000","LO 4 SALDO VDA CARRIZAL","D","000000018286","000898"
"68","307","000000010086000","LA PALMITA","D","000000160000","000252"
"68","307","000000010093000","VILLA SANDRA VDA CARRIZAL","D","000000036041","000483"
"68","307","000000010098000","LA ESPERANZA VDA CARRIZAL","D","000000079032","000027"
"68","307","000000010100000","BUENOS AIRES VDA CARRIZAL","D","000000109671","000081"
"68","307","000000010101000","LOTE VDA EL CARRIZAL","D","000000030000","000883"
"68","307","000000010102000","EL CARRIZAL VDA CARRIZAL","D","000000052900","000000"
"68","307","000000010104000","LAS MINAS LO 2 VDA CARRIZAL","D","000000075978","000000"
"68","307","000000010146000","LADRILLERA LT 1","D","000000036250","000000"
"68","307","000000010151000","LO 1 CLAUDIA MARGARITA VDA EL CARR","D","000000000643","000000"
"68","307","000000010157000","EL GRAN CHAPARRAL VDA CARRIZAL","D","000000054000","000143"
"68","307","000000010158000","EL POMARROSO VDA CARRIZAL","D","000000005306","000024"
"68","307","000000010294000","RONSESVALLES","D","000000173000","000234"
"68","307","000000010324000","LOS NARANJOS VDA CARRIZAL","D","000000009304","000000"
"68","307","000000010325000","VILLA SANDRA VDA CARRIZAL","D","000000019068","000000"
"68","307","000000010326000","VILLA SANDRA","D","000000003586","000139"
"68","307","000000010327000","SAN ANTONIO VDA CARRIZAL","D","000000006534","000000"
"68","307","000000010331000","REFUGIO UNO VDA CARRIZAL","D","000000001779","000000"
"68","307","000000010333000","LO","D","000000001725","000000"
"68","307","000000010334000","MOTEL LOS CHALETS VDA CARRIZAL","D","000000002485","000000"
"68","307","000000010335000","LO VDA CARRIZAL","D","000000003447","000000"
"68","307","000000010336000","LO VDA CARRIZAL","D","000000001532","000000"
"68","307","000000010342000","LA ESPERANZA VDA EL CARRIZAL","D","000000020000","000000"
"68","307","000000010343000","CARRIZAL NORTE","D","000000024229","000000"
"68","307","000000010344000","FINCA LA CORONA VDA CARRIZAL","D","000000547112","000517"
"68","307","000000010345000","SAN JOSE","D","000000020000","000000"
"68","307","000000010346000","MONTERREDONDO","D","000000059000","000000"
"68","307","000000010347000","LA PRIMAVERA","D","000000018000","000098"
"68","307","000000010350000","BRISAS DE PALONEGRO","D","000000005159","000193"
"68","307","000000010351000","VILLA MARCELA VDA CARRIZAL","D","000000015000","000039"
"68","307","000000010358000","LA TRINIDAD VDA CARRIZAL","D","000000077500","000000"
"68","307","000000010359000","OJO DE AGUA","D","000000030000","000104"
"68","307","000000010360000","LO CARRIZAL","D","000000019691","000000"
"68","307","000000010364000","LO CARRIZAL","D","000000087500","000096"
"68","307","000000010365000","LO VDA CARRIZAL","D","000000013750","000000"
"68","307","000000010366000","LOTE VDA CARRIZAL","D","000000030000","000000"
"68","307","000000010370000","VISTA HERMOSA","D","000000010000","000233"
"68","307","000000010371000","VILLA CRISTINA VDA CARRIZAL","D","000000013000","000040"
"68","307","000000010372000","EL MACANILLO","D","000000033000","000182"
"68","307","000000010373000","LO VDA CARRIZAL","A","000000000096","000025"
"68","307","000000010374000","LO VDA CARRIZAL","D","000000005304","000000"
"68","307","000000010376000","TERRENO VDA CARRIZAL","D","000000026065","000000"
"68","307","000000010381000","FINCA PALONEGRO VDA CARRIZAL","D","000001075000","000000"
"68","307","000000010384000","LO 2 EL MIRADOR VDA EL CARRIZAL","D","000000015000","000000"
"68","307","000000010385000","LO 11 EL CARRIZAL VDA CARRIZAL","D","000000001000","000000"
"68","307","000000010397000","LOTE VDA CARRIZAL","D","000000000298","000000"
"68","307","000000010403000","TERRENO VDA CARRIZAL","D","000000000340","000000"
"68","307","000000010408000","TERRENO VDA CARRIZAL","D","000000004325","000000"
"68","307","000000010409000","MIRADORES DE SAN ANTONIO VDA CARRI","D","000000003308","000000"
"68","307","000000010411000","LO VDA CARRIZAL","D","000000000112","000000"
"68","307","000000010414000","LO VDA CARRIZAL","D","000000000087","000000"
"68","307","000000010420000","TERRENO VDA CARRIZAL","D","000000082500","000537"
"68","307","000000010423000","LOTE VDA CARRIZAL","D","000000000053","000000"
"68","307","000000010425000","LO VDA CARRIZAL","D","000000000090","000058"
"68","307","000000010426000","LO VDA CARRIZAL","D","000000000084","000000"
"68","307","000000010427000","LO VDA CARRIZAL","D","000000000084","000000"
"68","307","000000010428000","LO VDA CARRIZAL","D","000000000072","000000"
"68","307","000000010433000","LO VDA CARRIZAL","D","000000000084","000084"
"68","307","000000010436000","LAS DELICIAS VDA CARRIZAL","D","000000001445","000000"
"68","307","000000010442000","LT VDA CARRIZAL","D","000000000047","000000"
"68","307","000000010445000","LOTE VDA CARRIZAL","D","000000028855","000118"
"68","307","000000010455000","LA PALMITA VDA CARRIZAL","D","000000000308","000000"
"68","307","000000010456000","TERRENO VDA CARRIZAL","D","000000000147","000000"
"68","307","000000010457000","TERRENO VDA CARRIZAL","D","000000000123","000000"
"68","307","000000010459000","TERRENO VDA CARRIZAL","D","000000000219","000000"
"68","307","000000010460000","TERRENO VDA CARRIZAL","D","000000000230","000000"
"68","307","000000010462000","TERRENO VDA CARRIZAL","D","000000000168","000000"
"68","307","000000010463000","TERRENO VDA CARRIZAL","D","000000000084","000000"
"68","307","000000010464000","TERRENO VDA CARRIZAL","D","000000000090","000090"
"68","307","000000010465000","TERRENO VDA CARRIZAL","D","000000000078","000000"
"68","307","000000010466000","TERRENO VDA CARRIZAL","D","000000000074","000000"
"68","307","000000010467000","TERRENO VDA CARRIZAL","D","000000000084","000000"
"68","307","000000010469000","C 43 33 21 CS 15","D","000000000090","000000"
"68","307","000000010470000","LO","D","000000000084","000000"
"68","307","000000010472000","LOTE VDA CARRIZAL","D","000000000352","000000"
"68","307","000000010474000","LO DE TERRENO VDA CARRIZAL","D","000000000080","000000"
"68","307","000000010476000","LO DE TERRENO VDA CARRIZAL","D","000000000084","000000"
"68","307","000000010478000","LO DE TERRENO VDA CARRIZAL","D","000000000289","000000"
"68","307","000000010486000","LO DE TERRENO VDA CARRIZAL","D","000000002538","000000"
"68","307","000000010506000","GAVILANES BELLAVISTA","D","000000156138","000294"
"68","307","000000010549000","LOTE VDA CARRIZAL","D","000000000072","000000"
"68","307","000000010557000","EL PRADO LO A VDA EL CARRIZAL","D","000000445564","000188"
"68","307","000000010558000","LOTE B VDA CARRIZAL","D","000000006200","000000"
"68","307","000000010571000","LOTE","D","000000000090","000000"
"68","307","000000010573000","LO DE TERRENO VDA CARRIZAL","A","000000000216","000349"
"68","307","000000010574000","LO DE TERRENO","D","000000000156","000000"
"68","307","000000010577000","LO VDA CARRIZAL","D","000000000084","000000"
"68","307","000000010578000","LOTE","D","000000000090","000000"
"68","307","000000010579000","LO VDA CARRIZAL","D","000000000067","000000"
"68","307","000000010590000","K 30 35 04 UR BELLAVISTA","D","000000000041","000000"
"68","307","000000010591000","LO CARRIZAL","P","000000000148","000000"
"68","307","000000010596000","LT 15 VDA CARRIZAL","D","000000000055","000000"
"68","307","000000010606000","LOTE VDA CARRIZAL","D","000000000072","000000"
"68","307","000000010608000","C 37 34 40 VDA CARRIZAL","D","000000000350","000000"
"68","307","000000010609000","LO A VDA CARRIZAL","D","000000017772","000000"
"68","307","000000010611000","LOS TRINITARIOS VDA CARRIZAL","A","000000000438","000141"
"68","307","000000010613000","LOTE VDA. CARRIZAL","D","000000000072","000000"
"68","307","000000010615000","LOTE VEREDA CARRIZAL","D","000000071597","000093"
"68","307","000000010616000","C 37A 30 21 LO 1 BR ALTOS DE BELLA","Q","000000000891","000000"
"68","307","000000010630000","ZONA DE VIAS","P","000000000700","000000"
"68","307","000000010631000","EL TOPACIO","D","000000047742","000055"
"68","307","000000010632000","VILLA MARIA VDA EL CARRIZAL","D","000000042258","000103"
"68","307","000000010739000","LOTE VDA CARRIZAL","D","000000001681","000000"
"68","307","000000010740000","LO 23 A","D","000000000085","000000"
"68","307","000000010741000","LO 1 MZ E VDA CARRIZAL","D","000000000072","000000"
"68","307","000000010742000","LO 2 MZ E VDA CARRIZAL","D","000000000072","000000"
"68","307","000000010743000","LO 9A VDA CARRIZAL","A","000000000072","000200"
"68","307","000000010744000","LT 10 MC VDA CARRIZAL","D","000000000084","000000"
"68","307","000000010745000","CARRIZAL 10 VDA CARRIZAL","D","000000003670","000000"
"68","307","000000010746000","LOTE 5 VDA EL CARRIZAL","D","000000000772","000000"
"68","307","000000010747000","LOTE 1 VDA EL CARRIZAL","D","000000001228","000000"
"68","307","000000010748000","LOTE VDA EL CARRIZAL","D","000000000150","000000"
"68","307","000000010749000","LOTE 4 VDA EL CARRIZAL","D","000000002242","000000"
"68","307","000000010750000","CASA 3 UR ALTOS DEL CARRIZAL","D","000000000244","000046"
"68","307","000000010753000","LOTE VDA EL CARRIZAL","D","000000000225","000000"
"68","307","000000010754000","CARRIZAL 11 VDA CARRIZAL","D","000000003015","000000"
"68","307","000000010756000","LA CABANA VDA CARRIZAL","D","000000010000","000000"
"68","307","000000010759000","LOTE 1B VDA CARRIZAL","D","000000013229","000000"
"68","307","000000010760000","LOTE 1C MOTEL 24 HORAS VDA CARRIZA","D","000000026649","001801"
"68","307","000000010770000","LO CARRIZAL","A","000000000072","000067"
"68","307","000000010771000","LO 26 VDA CARRIZAL","A","000000000102","000068"
"68","307","000000010772000","LO 28 CARRIZAL","A","000000000072","000054"
"68","307","000000010781000","LOTE VDA CARRIZAL","D","000000000054","000000"
"68","307","000000010783000","LT EL CARRIZAL No. 9","D","000000001125","000000"
"68","307","000000010787000","LA PALMITA LA HONDA EL CARRIZAL","D","000000041008","000190"
"68","307","000000010788000","LO CARRIZAL","A","000000000271","000050"
"68","307","000000010790000","LO MIRADORES DE SAN ANTONIO CARRIZ","A","000000000072","000128"
"68","307","000000010791000","LO MIRADORES DE SAN ANTONIO CARRIZ","A","000000000072","000068"
