"radicado","coddepto","departamento","codmun","municipio","sede_beneficiada","dane","total_terminales","nombre_elemento","a_o","estado","rural_urbana"
"35574","19","CAUCA","19318","GUAPI","I.E. Fray Luis Amigo-El Guayacan","219318001962","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"38973","23","CORDOBA","23807","TIERRALTA","Ie Los Morales-Esc Rur Mix Los Arapios","223807000348","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"10206","76","VALLE DEL CAUCA","76122","CAICEDONIA","Ie Bolivariano-Gabriela Mistral","176122000363","3","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"30797","11","BOGOTA","11001","BOGOTA, D.C.","Colegio La Merced (Ied)-Col Dist La Merced","111001006122","53","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"22057","76","VALLE DEL CAUCA","76869","VIJES","Ie Jorge Robledo-Jorge Robledo","176869000028","6","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"10880","13","BOLIVAR","13140","CALAMAR","I.E.T. Agroiundustrial De Calamar-I.E.T. Agroindustrial De Calamar - Sede Principal","113140000191","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"48772","76","VALLE DEL CAUCA","76122","CAICEDONIA","Ie Bolivariano-Cent Doc No 03 Las Americas","176122000355","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"36548","20","CESAR","20013","AGUSTIN CODAZZI","C.E. Indigena Iroka-Sede Kurarapa","220013002118","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"18931","54","NORTE DE SANTANDER","54245","EL CARMEN","C.E.R. Santa In�s-Sede Las Planadas","254245001381","3","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"49427","76","VALLE DEL CAUCA","76606","RESTREPO","Ie Jorge Eliecer Gaitan-Nuestra Se�ora De La Consolacion","176606000139","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"42868","52","NARI�O","52612","RICAURTE","Centro Educativo Nulpe Alto-Centro Educativo   Nulpe Alto","252612000980","13","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"27161","76","VALLE DEL CAUCA","76041","ANSERMANUEVO","Ie Santa Ana De Los Caballeros-Santa Maria","176041001021","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"31052","11","BOGOTA","11001","BOGOTA, D.C.","Colegio Silveria Espinosa De Rendon (Ied)-Col Dept Silveria Espinosa De Rendon","111001011045","31","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"8138","13","BOLIVAR","13001","CARTAGENA","Institucion Educativa Ciudad De Tunja-Institucion Educativa Ciudad De Tunja","113001012788","4","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"17364","76","VALLE DEL CAUCA","76622","ROLDANILLO","Ie Belisario Pe�a Pi�eiro-Belisario Pe�a Pi�eiro- Cajamarca","276622000551","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"19702","76","VALLE DEL CAUCA","76736","SEVILLA","Ie Santa Teresita-Colombia","276736000313","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"2570","52","NARI�O","52001","PASTO","I.E.M. Agustin Agualongo-I.E.M. Agustin Agualongo - Sede Principal","252001002863","20","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"5614","76","VALLE DEL CAUCA","76563","PRADERA","Ie Alfredo Posada Correa-Alfredo Posada Correa","176563000822","42","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"22792","13","BOLIVAR","13212","CORDOBA","I.E. Santa Lucia-Pueblo Nuevo","213212000098","13","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"10408","76","VALLE DEL CAUCA","76497","OBANDO","Ie Policarpa Salavarrieta-Isidoro  Paoli","276497000349","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"28277","11","BOGOTA","11001","BOGOTA, D.C.","Colegio Espa�a (Ied)-Cent Educ Dist Espa�a","111001012556","28","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"9306","76","VALLE DEL CAUCA","76736","SEVILLA","Ie Sevilla-Antonia Santos","176736000238","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"4199","44","LA GUAJIRA","44035","ALBANIA","Colegio Tecnico Agropecuario San Jose-Colegio Tecnico Agropecuario San Jose","168498000159","25","PENDIENTE CLASIFICAR","2019","Entrega","PENDIENTE CLASIFICAR"
"10102","76","VALLE DEL CAUCA","76616","RIOFRIO","Ie Nemesio Rodriguez Escobar-Maria Inmaculada","276616000301","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"47114","70","SUCRE","70001","SINCELEJO","Institucion Educativa Tecnico Industrial Antonio Prieto-Santa Maria","170001000589","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"49523","76","VALLE DEL CAUCA","76823","TORO","Ie  Tecnica Agropecuaria Toro-Caicedo Y Cuero","276823000231","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"4824","76","VALLE DEL CAUCA","76248","EL CERRITO","Ie Jorge  Isaacs-Carlos A. Sardi Garces","176248000253","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"27014","76","VALLE DEL CAUCA","76041","ANSERMANUEVO","Ie El Placer-Juan Xxiii","276041000401","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"43696","54","NORTE DE SANTANDER","54245","EL CARMEN","Cent Educ Rur Playas Lindas-Sede El Eden 2","254245001489","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"16459","68","SANTANDER","68235","EL CARMEN DE CHUCURI","Institucion Educativa  Santo Domingo Del Ramo-Escuela Rural Angosturas De Los Andes","268235000434","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"20162","44","LA GUAJIRA","44279","FONSECA","Centro Educativo De Almapoque-Centro Educativo Almapoque","244279000982","17","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"30699","11","BOGOTA","11001","BOGOTA, D.C.","Colegio Benjamin Herrera (Ied)-Col Dist Benjamin Herrera","111001012963","13","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"49500","76","VALLE DEL CAUCA","76736","SEVILLA","Ie Sevilla-Primitivo Crespo","176736000076","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"18477","13","BOLIVAR","13001","CARTAGENA","Institucion Educativa Juan Jose Nieto-Institucion Educativa Juan Jose Nieto","113001004149","10","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"17442","76","VALLE DEL CAUCA","76616","RIOFRIO","Ie Camilo Torres-Maria Auxiliadora","276616000549","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"4809","76","VALLE DEL CAUCA","76243","EL AGUILA","Ie El Aguila-Antonia Santos","176243000093","4","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"19825","76","VALLE DEL CAUCA","76020","ALCALA","Ie San Jose-San Jos�","176020000032","5","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"18572","44","LA GUAJIRA","44001","RIOHACHA","Institucion Educativa Eusebio Septimio Mari-Institucion Educativa Eusebio Septimio Mari","144001000235","7","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"17793","19","CAUCA","19418","LOPEZ","I.E. Noanamito-San Jose Del Chiguero","219418000149","3","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"10765","44","LA GUAJIRA","44035","ALBANIA","Colegio Manuela Beltran-Colegio Manuela Beltran","168322000080","25","PENDIENTE CLASIFICAR","2019","Entrega","PENDIENTE CLASIFICAR"
"15866","70","SUCRE","70001","SINCELEJO","Institucion Educativa Tecnico Industrial Antonio Prieto-Institucion Educativa Tecnico Industrial Antonio Prieto","170001001861","4","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"30921","11","BOGOTA","11001","BOGOTA, D.C.","Colegio Chuniza (Ied)-Cent Educ Dist Chuniza","111001086614","31","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"49434","76","VALLE DEL CAUCA","76606","RESTREPO","I.E. Teodoro Munera Hincapie-Isabel Nageth Ariza","276606000435","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"17905","13","BOLIVAR","13248","EL GUAMO","I.E.T. Agropesquera Manuel Padilla Polo De Robles-I.E.T. Agropesquera Manuel Padilla Polo De Robles - Sede Principal","213248000124","9","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"49052","76","VALLE DEL CAUCA","76243","EL AGUILA","Ie El Aguila-Jos� Mar�a C�rdoba","176243000026","5","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"4830","76","VALLE DEL CAUCA","76275","FLORIDA","Ie Las Americas-Instituto Las Americas","176275000010","20","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"16641","47","MAGDALENA","47001","SANTA MARTA","Instituto Tecnico Industrial Emeterio Duarte Suarez-Instituto Tecnico Industrial Emeterio Duarte Suarez","168432000034","25","PENDIENTE CLASIFICAR","2019","Entrega","PENDIENTE CLASIFICAR"
"4232","44","LA GUAJIRA","44035","ALBANIA","Colegio Integrado Madre De La Esperanza-Escuela Urbana Comuneros","168655001075","15","PENDIENTE CLASIFICAR","2019","Entrega","PENDIENTE CLASIFICAR"
"19703","76","VALLE DEL CAUCA","76823","TORO","Ie Nuestra Se�ora De La Consolacion-La Providencia","176823000058","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"49020","76","VALLE DEL CAUCA","76233","DAGUA","Ie El Palmar-Carlos Alfredo Zu�iga","276233001371","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"49495","76","VALLE DEL CAUCA","76736","SEVILLA","Ie Benjamin Herrera-Benjamin Herrera","276736000810","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"10405","76","VALLE DEL CAUCA","76130","CANDELARIA","Ie Inmaculada Concepcion-Jose Eusebio Caro","176130000288","11","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"27404","54","NORTE DE SANTANDER","54245","EL CARMEN","C.E.R. Santa In�s-Sede Las Aguilas","254245001373","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"43695","54","NORTE DE SANTANDER","54245","EL CARMEN","Cent Educ Rur Playas Lindas-Sede La Cristalina","254245009930","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"45900","68","SANTANDER","68235","EL CARMEN DE CHUCURI","Institucion Educativa  La Salina-Escuela Rural Sabanales","268235000361","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"49619","76","VALLE DEL CAUCA","76845","ULLOA","Ie Maria Inmaculada-Alfonso L�pez Pumarejo","276845000111","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"45992","68","SANTANDER","68276","FLORIDABLANCA","Instituto Agroepcuario Gustavo Duarte Aleman-Buenavista","268276000244","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"14373","13","BOLIVAR","13244","EL CARMEN DE BOLIVAR","I.E. Tecnica Agropecuaria Mamon De Maria-I.E. Tecnica Agropecuaria Mamon De Maria - Sede Principal","213244001070","9","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"7971","76","VALLE DEL CAUCA","76845","ULLOA","Ie Maria Inmaculada-Maria Inmaculada","276845000102","3","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"922","76","VALLE DEL CAUCA","76318","GUACARI","Ie Pedro Vicente Abadia-Francisco Jose De Caldas","176318000329","3","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"6097","76","VALLE DEL CAUCA","76100","BOLIVAR","Ie Naranjal-Sanjuan Bosco","276100000364","6","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"17007","76","VALLE DEL CAUCA","76126","CALIMA","Ie Gimnasio Del Calima-Gimnasio Del Calima","176126000058","6","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"7434","13","BOLIVAR","13654","SAN JACINTO","I.E. Pio Xii-I.E. Pio Xii","113654000327","3","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"10392","70","SUCRE","70001","SINCELEJO","Institucion Educativa Tecnico Industrial Antonio Prieto-Camilo Torres Restrepo","170001001500","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"11145","23","CORDOBA","23807","TIERRALTA","Ie Madre Laura-Ie Madre Laura","123807000980","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"48475","76","VALLE DEL CAUCA","76100","BOLIVAR","Ie Naranjal-Santa Catalina De Laboure","276100000071","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"4904","76","VALLE DEL CAUCA","76606","RESTREPO","Ie Jorge Eliecer Gaitan-Jorge Eliecer Gaitan","176606000422","3","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"17008","76","VALLE DEL CAUCA","76130","CANDELARIA","Ie Rodrigo Lloreda Caicedo-Rodrigo Lloreda Caicedo","276130000628","36","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"30952","11","BOGOTA","11001","BOGOTA, D.C.","Colegio Veintiun Angeles (Ied)-Veintiun Angeles (Inst Educ Dist)","111001107077","1","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"14358","76","VALLE DEL CAUCA","76275","FLORIDA","Ie Las Americas-Merceditas Forero De Gonzalez","176275001156","5","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"30858","11","BOGOTA","11001","BOGOTA, D.C.","Colegio Rufino Jose Cuervo (Ied)-Cent Educ Dist Rufino Jose Cuervo","111001018201","3","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"8147","13","BOLIVAR","13001","CARTAGENA","Institucion Educativa Fernando De La Vega-Institucion Educativa Fernando De La Vega","113001003126","9","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"17014","76","VALLE DEL CAUCA","76520","PALMIRA","Ie Semilla De La Esperanza-Semilla De La Esperanza","276520005248","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"49432","76","VALLE DEL CAUCA","76606","RESTREPO","I.E. Teodoro Munera Hincapie-San Pedro Claver","276606000061","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"9500","76","VALLE DEL CAUCA","76520","PALMIRA","Ie Antonio Lizarazo-Rosa Zarate De Pe�a","176520001579","10","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"49015","76","VALLE DEL CAUCA","76233","DAGUA","Ie  Del Dagua-Santa Lucia","176233000061","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"20494","41","HUILA","41551","PITALITO","Ie Municipal Humberto Mu�oz Ordo�ez-Ie Municipal Humberto Mu�oz Ordo�ez - Sede Principal","141551000268","12","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"7952","76","VALLE DEL CAUCA","76233","DAGUA","Ie Santa Teresita Del Ni�o Jesus-Santa Teresita Del Ni�o Jesus","276233000260","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"48432","76","VALLE DEL CAUCA","76041","ANSERMANUEVO","Ie El Placer-Divino Salvador","276041000193","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"54658","68","SANTANDER","68615","RIONEGRO","Institucion Educativa Cuesta Rica-Esc. Rural Samarcanda","268615002545","5","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"4786","76","VALLE DEL CAUCA","76126","CALIMA","Ie Simon Bolivar-Policarpa Salavarrieta","276126000109","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"9304","76","VALLE DEL CAUCA","76736","SEVILLA","Ie General Santander-Jose Celestino Mutis","176736001358","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"23609","76","VALLE DEL CAUCA","76020","ALCALA","Ie Arturo Gomez Jaramillo-San Agustin","276020000088","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"5321","47","MAGDALENA","47189","CIENAGA","Ie San Juan Del Cordoba-Ie San Juan Del Cordoba","147189001186","40","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"6125","05","ANTIOQUIA","05172","CHIGORODO","I. E. Juan Evangelista Berrio-Colegio Juan Evangelista Berrio","105172000629","4","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"4832","76","VALLE DEL CAUCA","76275","FLORIDA","Ie Absalon Torres Camacho-Absalon Torres Camacho","176275001393","24","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"3015","13","BOLIVAR","13052","ARJONA","I.E. Tecnica Agropecuaria Y Acuicola De Puerto Badel-I.E. Tecnica Agropecuaria Y Acuicola De Puerto Badel - Sede Principal","113052000440","4","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"17468","13","BOLIVAR","13001","CARTAGENA","Institucion Educativa Nuevo Bosque-Institucion Educativa Nuevo Bosque","113001028919","5","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"17432","76","VALLE DEL CAUCA","76364","JAMUNDI","Ie Alfredo Bonilla Monta�o-Maria Inmaculada","276364000532","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"30961","11","BOGOTA","11001","BOGOTA, D.C.","Col Antonio Garcia (Ied)-Col Antonio Garcia (Ins Educ Dist)","111001107859","2","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"11758","76","VALLE DEL CAUCA","76670","SAN PEDRO","Ie Miguel Antonio Caro-Miguel A Caro","276670000210","7","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"19959","70","SUCRE","70001","SINCELEJO","Institucion Educativa San Isidro De Chocho-Institucion Educativa San Isidro De Chocho","270001003361","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"23882","13","BOLIVAR","13042","ARENAL","Institucion Educativa Efigenio Mendoza Sierra-Santo Domingo","213473000061","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"17015","76","VALLE DEL CAUCA","76845","ULLOA","Ie Leocadio Salazar-Leocadio Salazar","176845000019","3","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"49009","76","VALLE DEL CAUCA","76233","DAGUA","Ie El Palmar-Alfredo Vasquez Cobo","276233000219","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"43700","54","NORTE DE SANTANDER","54245","EL CARMEN","Cent Educ Rur Playas Lindas-Sede El Paraiso","254245001357","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"3210","13","BOLIVAR","13001","CARTAGENA","Institucion Educativa Luis Carlos Lopez-Institucion Educativa Luis Carlos Lopez","113001000721","9","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"17435","76","VALLE DEL CAUCA","76377","LA CUMBRE","Ie Simon Bolivar-Marco Fidel Suarez","176377000057","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"19647","05","ANTIOQUIA","05837","TURBO","I.E Nuevo Antioquia-I.E. Nuevo Antioquia - Sede Principal","205837006288","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"35742","19","CAUCA","19418","LOPEZ","Institucion Educativa Sagrada Familia-El Trueno","219418000424","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"19693","76","VALLE DEL CAUCA","76233","DAGUA","Ie El Palmar-Villa Del Mar","276233001355","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"20618","23","CORDOBA","23466","MONTELIBANO","I.E. San Antonio Mar�a Claret-I.E. San Antonio Mar�a Claret","123466000781","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"16625","05","ANTIOQUIA","05360","ITAGUI","Institucion Educativa San Jose-Institucion Educativa San Jose","105360000083","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"15690","13","BOLIVAR","13001","CARTAGENA","Institucion Educativa De Bayunca-Institucion Educativa De Bayunca","213001002809","5","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"921","76","VALLE DEL CAUCA","76318","GUACARI","Ie Jose Celestino Mutis-Jose Celestino Mutis","276318000111","3","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"46348","68","SANTANDER","68547","PIEDECUESTA","Colegio Balbino Garcia-Concentracion Balbino Garcia","168547000097","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"18468","13","BOLIVAR","13001","CARTAGENA","Institucion Educativa San Lucas-Institucion Educativa San Lucas","113001004289","4","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"55037","11","BOGOTA","11001","BOGOTA, D.C.","Colegio Charry (Ied)-Colegio Charry (Ied) - Sede Principal","111001108901","1","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"9416","44","LA GUAJIRA","44279","FONSECA","Instituci�n Educativa Mayabangloma-Instituci�n Educativa Mayabangloma","244279001415","14","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"11748","47","MAGDALENA","47268","EL RETEN","Institucion Educativa Departamental Roque De Los Rios Valle-Erm San Sebastian","247053001616","10","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"22038","76","VALLE DEL CAUCA","76306","GINEBRA","Ie Inmaculada Concepcion-Inmaculada Concepci�n","176306000421","14","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"8148","13","BOLIVAR","13001","CARTAGENA","Institucion Educativa Olga Gonzalez Arraut-Institucion Educativa Olga Gonzalez Arraut","113001002626","4","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"9529","44","LA GUAJIRA","44090","DIBULLA","Institucion Educativa Tecnica Rural Agropecuaria De Mingueo-Instituci�n Educativa Ruralagropecuaria De Mingueo","244001000787","12","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"27408","54","NORTE DE SANTANDER","54245","EL CARMEN","C.E.R. Santa In�s-Sede Alto Azul","254245001063","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"30839","11","BOGOTA","11001","BOGOTA, D.C.","Colegio Antonio Jose De Sucre(Ied)-Cent Educ Dist Antonio Jose De Sucre","111001014745","2","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"18672","70","SUCRE","70001","SINCELEJO","Institucion Educativa Simon Araujo-Institucion Educativa Simon Araujo","170001001658","5","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"48964","76","VALLE DEL CAUCA","76130","CANDELARIA","Ie Rodrigo Lloreda Caicedo-Simon Bolivar","276130000172","13","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"49016","76","VALLE DEL CAUCA","76233","DAGUA","Ie  Del Dagua-Antonio Ricaurte","176233000036","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"36554","20","CESAR","20013","AGUSTIN CODAZZI","I.E. Divino Ni�o-Sede Makenkal","220013022216","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"23814","70","SUCRE","70001","SINCELEJO","Institucion Educativa Simon Araujo-Las Delicias","170001000473","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"5667","13","BOLIVAR","13670","SAN PABLO","Institucion Educativa  La Integrada-Institucion Educativa  La Integrada","113670001171","6","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"22035","76","VALLE DEL CAUCA","76248","EL CERRITO","Ie Sagrado Coraz�n-Sagrado Corazon","176248000008","11","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"17012","76","VALLE DEL CAUCA","76275","FLORIDA","Ie Las Americas-Norman Zuluaga Jaramillo","176275001130","7","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"10653","76","VALLE DEL CAUCA","76113","BUGALAGRANDE","Ie  Ceilan-Instituto Agricola Ceilan","276113000011","7","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"5103","47","MAGDALENA","47001","SANTA MARTA","Ied El Pando-I.E.D. El Pando","147001051262","6","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"14524","54","NORTE DE SANTANDER","54206","CONVENCION","Cent Educ Rur La Trinidad-Cent Educ Rur La Trinidad","254206001102","13","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"55082","05","ANTIOQUIA","05490","NECOCLI","I. E. Antonio Roldan Betancur-C.E.R. El Lejano","205490005499","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"3258","70","SUCRE","70001","SINCELEJO","Institucion Educativa Dulce Nombre De Jesus-Institucion Educativa Dulce Nombre De Jesus","170001003847","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"19907","13","BOLIVAR","13001","CARTAGENA","Institucion Educativa Nuestra Sra Del Carmen-Institucion Educativa Nuestra Sra Del Carmen","113001000852","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"17001","73","TOLIMA","73168","CHAPARRAL","Institucion Educativa Tecnica Soledad Medina-I.E.T. Soledad Medina - Sede Principal","173168000121","1","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"30730","11","BOGOTA","11001","BOGOTA, D.C.","Colegio Enrique Olaya Herrera (Ied)-Col Dist Enrique Olaya Herrera","111001030015","4","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"7219","15","BOYACA","15516","PAIPA","I.E.T Agricola-Cemt Educ El Salitre","215516000194","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"17408","76","VALLE DEL CAUCA","76041","ANSERMANUEVO","Ie Santa Ana De Los Caballeros-Antonio Jose De Sucre","176041000709","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"62197","13","BOLIVAR","13001","CARTAGENA","Institucion Educativa De Bayunca-Bayunca Sede El Ceibal","213001030233","5","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"21864","13","BOLIVAR","13670","SAN PABLO","I.E.T.C. De San Pablo-I.E.T.C. De San Pablo - Sede Principal","313670000131","7","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"11132","70","SUCRE","70001","SINCELEJO","Institucion Educativa Altos Del Rosario-Institucion Educativa Altos Del Rosario","170001003855","10","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"10041","44","LA GUAJIRA","44035","ALBANIA","Instituto Tecnico Agropecuario Agata-Instituto Tecnico Agropecuario Agata","168179000138","25","PENDIENTE CLASIFICAR","2019","Entrega","PENDIENTE CLASIFICAR"
"46157","19","CAUCA","19418","LOPEZ","Instituto Agricola La India-Instituto Agricola La India","268190001493","52","PENDIENTE CLASIFICAR","2019","Entrega","PENDIENTE CLASIFICAR"
"62488","52","NARI�O","52612","RICAURTE","C.E. Alto Quemb�-C.E. Alto Quemb� - Sede Principal","252612001200","6","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"47105","70","SUCRE","70001","SINCELEJO","Institucion Educativa Dulce Nombre De Jesus-Las Majaguas","270001001521","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"10002","23","CORDOBA","23807","TIERRALTA","Ins Edu El Paraiso-Cent Educ Rur Nvos Aires","223807000224","3","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"6112","76","VALLE DEL CAUCA","76563","PRADERA","Ie Ateneo-Eloy Silva","176563000032","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"138","19","CAUCA","19318","GUAPI","I.E. San Jose-San Jose (Sede Principal)","319318001355","7","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"52659","05","ANTIOQUIA","05837","TURBO","I.E. Coldesa Amstercol-C.E. Coldesa Amstercol","405837000998","7","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"15343","73","TOLIMA","73168","CHAPARRAL","Institucion Educativa Tecnica Alvaro Molina-Rionegro","273168002285","1","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"49148","76","VALLE DEL CAUCA","76275","FLORIDA","Ie Jose Maria Cordoba-Satelite Las Americas","276275000871","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
