"territorial","expediente","naturaleza","tipo_empresa","estado","tipo_proyecto","municipio","municipio_predio","vereda","radicado","fecha","descriptor","asunto"
"Aburrá Norte","AN3-1999-77","Jurídica","Privada","Activo","Otros","Medellín","Medellín","Las Palmas","130AN-726","2002-02-20T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Norte","AN3-1999-92","Jurídica","Privada","Activo","Otros","Girardota","Girardota","Portachuelo","130AN-830","2002-04-12T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Norte","AN3-2000-119","Jurídica","Privada","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Bello","No reporta","No reporta","130AN-1999","2004-02-13T00:00:00.000","Por la cual se impone (acepta) un plan de manejo ambiental",
"Aburrá Norte","AN3-2000-127","Jurídica","Privada","Activo","Explota Otros minerales: menor a 1.000.000 de toneladas/año","Bello","No reporta","No reporta","130AN-5764","2006-12-22T00:00:00.000","Por la cual se cede una licencia ambiental",
"Aburrá Norte","AN3-2000-59","Jurídica","Pública","Activo","Construcción de carreteras, en la red vial secundaria y terciaria","Bello","No reporta","No reporta","130AN-839","2000-11-10T00:00:00.000","Por la cual se establece un plan de manejo ambiental",
"Aburrá Norte","AN3-2000-84","Jurídica","Privada","Activo","Otros","Medellín","Medellín","Yarumalito","130AN-1600","2003-06-11T00:00:00.000","Por la cual se toma una determinación",
"Aburrá Norte","AN3-2000-96","Jurídica","Privada","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Medellín","No reporta","No reporta","130AN-2528","2004-09-21T00:00:00.000","Por la cual se impone (acepta) un plan de manejo ambiental",
"Aburrá Norte","AN3-2001-15","Jurídica","Privada","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Medellín","Medellín","No reporta","130AN-8498","2008-07-09T00:00:00.000","Por la cual se archiva un expediente de licencia ambiental",
"Aburrá Norte","AN3-2001-17","Jurídica","Privada","Activo","Otros","Copacabana","Copacabana","Ancón 2","130AN-461","2001-12-27T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Norte","AN3-2002-1","Jurídica","Privada","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Medellín","No reporta","No reporta","130AN-1405-15051","2014-05-12T00:00:00.000","Por la cual se adopta una decisión",
"Aburrá Norte","AN3-2002-12","Jurídica","Pública","Activo","Construcción de carreteras, en la red vial secundaria y terciaria","Medellín","Medellín","Pajarito","130AN-1484","2003-03-14T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Norte","AN3-2002-13","Jurídica","Privada","Activo","Otros","Girardota","Girardota","San Diego","130AN-1128","2002-08-03T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Norte","AN3-2004-2","Natural","-No aplica-","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Copacabana","Copacabana","Finca Las Nieves","130AN-4888","2006-09-01T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Norte","AN3-2004-3","Natural","-No aplica-","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Copacabana","Copacabana","Alvarado","130AN-4734","2006-07-12T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Norte","AN3-2005-2","Jurídica","Privada","Activo","Construcción y Operación de Centrales Generadoras","Barbosa","Barbosa","La Tolda","130AN-8521","2008-07-31T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Norte","AN3-2005-3","Natural","-No aplica-","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Bello","Bello","Hato Viejo","130AN-11016","2010-12-01T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Norte","AN3-2005-5","Jurídica","Privada","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Copacabana","Copacabana","Quebrada Arriba","130AN-7540","2007-10-04T00:00:00.000","Por la cual se adopta una decisión",
"Aburrá Norte","AN3-2005-8","Jurídica","Privada","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Medellín","No reporta","No reporta","130AN-1407-15213","2014-07-15T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Norte","AN3-2006-4","Jurídica","Privada","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Bello","No reporta","No reporta","130AN-1401-14742","2014-01-10T00:00:00.000","Por la cual se establece un plan de manejo ambiental",
"Aburrá Norte","AN3-2006-5","Jurídica","Privada","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Medellín","Medellín","No reporta","160AN-1512-17598","2015-12-14T00:00:00.000","Por la cual se resuelve un recurso de reposición",
"Aburrá Norte","AN3-2006-7","Natural","-No aplica-","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Medellín","Medellín","La Loma","130AN-10589","2010-07-02T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Norte","AN3-2007-2","Jurídica","Privada","Activo","Explota Otros minerales: menor a 1.000.000 de toneladas/año","Barbosa","No reporta","No reporta","130AN-1412-16074","2014-12-16T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Norte","AN3-2007-3","Jurídica","Privada","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Medellín","No reporta","No reporta","160AN-1504-16701","2015-04-24T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Norte","AN3-2007-5","Jurídica","Privada","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Bello","Bello","Potrerito","130AN-1302-13919","2013-02-18T00:00:00.000","Por la cual se acepta un desistimiento tácito",
"Aburrá Norte","AN3-2007-8","Natural","-No aplica-","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Barbosa","No reporta","No reporta","130AN-1501-16234","2015-01-05T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Norte","AN3-2008-12","Jurídica","Privada","Activo","Industria manufacturera para la fabricación de sustancias químicas básicas de origen mineral","Girardota","No reporta","No reporta","130AN-9096","2009-06-24T00:00:00.000","Por la cual se impone (acepta) un plan de manejo ambiental",
"Aburrá Norte","AN3-2008-13","Natural","-No aplica-","Activo","Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año","Barbosa","Barbosa","Popalito","160AN-1508-17161","2015-08-20T00:00:00.000","Por la cual se resuelve un recurso de reposición",
"Aburrá Norte","AN3-2008-2","Natural","-No aplica-","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Medellín","No reporta","No reporta","130AN-8091","2008-06-09T00:00:00.000","Por la cual se establece un plan de manejo ambiental",
"Aburrá Norte","AN3-2008-3","Natural","-No aplica-","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Girardota","No reporta","No reporta","130AN-281","2000-08-03T00:00:00.000","Por la cual se impone (acepta) un plan de manejo ambiental",
"Aburrá Norte","AN3-2008-7","Natural","-No aplica-","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Girardota","No reporta","No reporta","130AN-8274","2008-06-19T00:00:00.000","Por la cual se establece un plan de manejo ambiental",
"Aburrá Norte","AN3-2008-9","Natural","-No aplica-","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Copacabana","No reporta","No reporta","160AN-1607-18213","2016-07-18T00:00:00.000","Por la cual se niega una licencia ambiental",
"Aburrá Norte","AN3-2009-1","Jurídica","Privada","Activo","Otros","Girardota","No reporta","No reporta","130AN-1405-15088","2014-05-27T00:00:00.000","Por la cual se adopta una decisión",
"Aburrá Norte","AN3-2009-2","Natural","-No aplica-","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Bello","No reporta","No reporta","130AN-1407-15205","2014-07-09T00:00:00.000","Por la cual se suspende un trámite o permiso",
"Aburrá Norte","AN3-2009-5","Jurídica","Privada","Activo","Otros","Bello","Bello","Granizal","130AN-10555","2010-06-21T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Norte","AN3-2010-1","Natural","-No aplica-","Activo","Caza comercial y el establecimiento de zoocriaderos con fines comerciales","Medellín","No reporta","No reporta","130AN-1101-11054","2011-01-17T00:00:00.000","Por la cual se modifica una licencia ambiental",
"Aburrá Norte","AN3-2010-10","Jurídica","Privada","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Medellín","No reporta","No reporta","130AN-1306-14212","2013-06-14T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Norte","AN3-2010-2","Jurídica","Privada","Activo","Otros","Copacabana","Copacabana","Fontidueño","130AN-10551","2010-06-17T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Norte","AN3-2010-3","Jurídica","Privada","Activo","Otros","Barbosa","No reporta","No reporta","130AN-1108-12109","2011-08-02T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Norte","AN3-2010-4","Jurídica","Privada","Activo","Proyectos cuyo objeto sea almacenamiento de sustancias peligrosas, con excepción de los hidrocarburos","Barbosa","Barbosa","Popalito","130AN-10628","2010-07-29T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Norte","AN3-2010-5","Jurídica","Privada","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Girardota","No reporta","No reporta","130AN-10853","2010-11-09T00:00:00.000","Por la cual se establece un plan de manejo ambiental",
"Aburrá Norte","AN3-2010-6","Jurídica","Privada","Activo","Explota Otros minerales: menor a 1.000.000 de toneladas/año","Barbosa","Barbosa","Platanito","130AN-1405-15073","2014-05-16T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Norte","AN3-2010-7","Jurídica","Privada","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Medellín","Medellín","No reporta","160AN-RES1705-2702","2017-05-31T00:00:00.000","Por la cual se establece un plan de manejo ambiental",
"Aburrá Norte","AN3-2010-9","Jurídica","Privada","Activo","Otros","Girardota","Girardota","Loma De Los Ochoas","130AN-1112-12852","2011-12-15T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Norte","AN3-2012-2","Jurídica","Privada","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Medellín","Medellín","Belencito Corazón","130AN-1403-14930","2014-03-25T00:00:00.000","Por la cual se modifica un plan de manejo ambiental",
"Aburrá Norte","AN3-2012-3","Jurídica","Privada","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Girardota","Girardota","San Esteban","130AN-1306-14203","2013-06-11T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Norte","AN3-2013-2","Natural","-No aplica-","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Bello","No reporta","No reporta","130AN-1412-16039","2014-12-11T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Norte","AN3-2013-3","Jurídica","Privada","Activo","Tendido de líneas sistema de transmisión conformado por el conjunto de líneas con sus equipos asociados, que operan a tensiones menores de 220 KV y que no pertenecen a un sistema de distribución local","Barbosa","No reporta","No reporta","130AN-1404-14983","2014-04-10T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Norte","AN3-2014-1","Jurídica","Privada","Activo","Proyectos cuyo objeto sea almacenamiento de sustancias peligrosas, con excepción de los hidrocarburos","Bello","Bello","Granizal","160AN-1506-17003","2015-06-22T00:00:00.000","Por la cual se otorga un plazo adicional",
"Aburrá Norte","AN3-2014-2","Jurídica","Privada","Activo","Otros","Medellín","No reporta","No reporta","160AN-RES1802-612","2018-02-12T00:00:00.000","Por la cual se acepta un desistimiento tácito",
"Aburrá Norte","AN3-2016-3","Natural","-No aplica-","Activo","Minería","Medellín","No reporta","No reporta","160AN-RES1803-1015","2018-03-05T00:00:00.000","Por la cual se acepta un desistimiento tácito",
"Aburrá Norte","AN3-2016-4","Jurídica","Privada","Activo","Otros","Medellín","No reporta","No reporta","160AN-RES1803-1075","2018-03-06T00:00:00.000","Por la cual se revoca un acto administrativo",
"Aburrá Norte","AN3-2017-15","Jurídica","Privada","Activo","Construcción y operación de instalaciones cuyo objeto sea el almacenamiento, tratamiento, aprovechamiento, recuperación y/o disposición final de residuos o desechos peligrosos","Bello","Bello","Granizal","160AN-RES1805-2585","2018-05-11T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Norte","AN3-2018-24","Jurídica","Privada","Activo","Construcción y operación de instalaciones cuyo objeto sea el almacenamiento, tratamiento, aprovechamiento, recuperación y/o disposición final de residuos o desechos peligrosos","Bello","Bello","No reporta","160AN-RES1811-6388","2018-11-19T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Norte","AN3-2018-26","Natural","-No aplica-","Activo","Minería","Barbosa","Barbosa","La Cuesta","160AN-RES1903-1327","2019-03-14T00:00:00.000","Por la cual se adopta una decisión",
"Aburrá Norte","AN3-2018-4","Jurídica","Privada","Activo","Minería","Medellín","Medellín","Altavista","160AN-RES1807-3997","2018-07-23T00:00:00.000","Por la cual se otorga un plazo adicional",
"Aburrá Norte","AN3-2019-1","Jurídica","Privada","Activo","Minería","Medellín","Medellín","No reporta","160AN-RES1909-4849","2019-09-12T00:00:00.000","Por la cual se adopta una decisión",
"Aburrá Norte","AN3-2019-12","Natural","-No aplica-","Activo","Explota Otros minerales: menor a 1.000.000 de toneladas/año","Barbosa","Barbosa","No reporta","160AN-RES2104-2141","2021-04-19T00:00:00.000","Por la cual se declara el desistimiento tácito",
"Aburrá Norte","AN3-2019-17","Jurídica","Privada","Activo","Proyectos cuyo objeto sea almacenamiento de sustancias peligrosas, con excepción de los hidrocarburos","Girardota","Girardota","San Esteban","160AN-RES1910-5571","2019-10-15T00:00:00.000","Por la cual se adopta una decisión",
"Aburrá Norte","AN3-2019-26","Jurídica","Privada","Activo","Otros","Bello","Bello","Granizal","160AN-RES2008-4846","2020-08-27T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Norte","AN3-2020-13","Jurídica","Privada","Activo","Otros","Girardota","No reporta","No reporta","160AN-RES2103-1699","2021-03-25T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Norte","AN3-2020-16","Jurídica","Privada","Activo","Proyectos cuyo objeto sea almacenamiento de sustancias peligrosas, con excepción de los hidrocarburos","Girardota","No reporta","No reporta","160AN-RES2106-3387","2021-06-10T00:00:00.000","Por la cual se resuelve un recurso de reposición",
"Aburrá Norte","AN3-2021-8","Jurídica","Privada","Activo","Otros","Barbosa","Barbosa","La Montañita","160AN-RES2112-8698","2021-12-16T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Sur","AS3-1995-163","Jurídica","Privada","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Amagá","No reporta","No reporta","130AS-1529","2003-04-07T00:00:00.000","Por la cual se impone (acepta) un plan de manejo ambiental",
"Aburrá Sur","AS3-1995-195","Jurídica","Privada","Activo","Otros","Amagá","No reporta","No reporta","130AS-1994","1998-01-16T00:00:00.000","Por la cual se impone (acepta) un plan de manejo ambiental",
"Aburrá Sur","AS3-1995-22","Jurídica","Privada","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","La Estrella","La Estrella","No reporta","130AS-1002","2002-07-11T00:00:00.000","Por la cual se modifica una licencia ambiental",
"Aburrá Sur","AS3-1995-418","Natural","-No aplica-","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Caldas","Caldas","Sinifaná","130AS-1203-6681","2012-03-20T00:00:00.000","Por la cual se adopta una decisión",
"Aburrá Sur","AS3-1995-492","Jurídica","Privada","Activo","Proyectos cuyo objeto sea almacenamiento de sustancias peligrosas, con excepción de los hidrocarburos","La Estrella","La Estrella","No reporta","130AS-1207-6937","2012-07-24T00:00:00.000","Por la cual se resuelve un recurso de reposición",
"Aburrá Sur","AS3-1995-545","Jurídica","Privada","Activo","Explota Carbón: menor a 800.000 toneladas/año","Angelópolis","Angelópolis","No reporta","130AS-1310-7873","2013-10-02T00:00:00.000","Por la cual se adopta una decisión",
"Aburrá Sur","AS3-1996-454","Jurídica","Pública","Activo","Explota Carbón: menor a 800.000 toneladas/año","Amagá","Amagá","La Gualí","130AS-1395","2002-12-26T00:00:00.000","Por la cual se toma una determinación",
"Aburrá Sur","AS3-1996-63","Jurídica","Privada","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Caldas","Amagá","Maní Del Cardal","130AS-5105","2009-06-16T00:00:00.000","Por la cual se otorga una concesión de aguas superficiales",
"Aburrá Sur","AS3-1997-604","Jurídica","Privada","Activo","Explota Carbón: menor a 800.000 toneladas/año","Titiribí","No reporta","No reporta","130AS-3176","2006-02-07T00:00:00.000","Por la cual se impone (acepta) un plan de manejo ambiental",
"Aburrá Sur","AS3-1997-818","Natural","-No aplica-","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Titiribí","Titiribí","Los Micos","130AS-1104-5957","2011-04-15T00:00:00.000","Por la cual se adopta una decisión",
"Aburrá Sur","AS3-1998-1104","Natural","-No aplica-","Activo","Explota Carbón: menor a 800.000 toneladas/año","Angelópolis","No reporta","No reporta","130AS-1405-8303","2014-05-02T00:00:00.000","Por la cual se adopta una decisión",
"Aburrá Sur","AS3-1998-1160","Jurídica","Privada","Activo","Explota Otros minerales: menor a 1.000.000 de toneladas/año","Itaguí","No reporta","No reporta","130AS-1405-8300","2014-05-02T00:00:00.000","Por la cual se resuelve un recurso de reposición",
"Aburrá Sur","AS3-1998-1369","Jurídica","Privada","Activo","Otros","Itaguí","No reporta","No reporta","130AS-1405-8302","2014-05-02T00:00:00.000","Por la cual se adopta una decisión",
"Aburrá Sur","AS3-2000-67","Jurídica","Privada","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Itaguí","No reporta","No reporta","130AS-1319","2002-11-18T00:00:00.000","Por la cual se adopta una decisión",
"Aburrá Sur","AS3-2003-4","Jurídica","Privada","Activo","Explota Otros minerales: menor a 1.000.000 de toneladas/año","Angelópolis","No reporta","No reporta","130AS-1966","2003-12-30T00:00:00.000","Por la cual se impone (acepta) un plan de manejo ambiental",
"Aburrá Sur","AS3-2004-1","Jurídica","Privada","Activo","Explota Carbón: menor a 800.000 toneladas/año","Amagá","No reporta","No reporta","130AS-4337","2007-12-04T00:00:00.000","Por la cual se impone (acepta) un plan de manejo ambiental",
"Aburrá Sur","AS3-2004-10","Jurídica","Privada","Activo","Explota Otros minerales: menor a 1.000.000 de toneladas/año","Amagá","No reporta","No reporta","130AS-4717","2008-09-17T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Sur","AS3-2004-2","Natural","-No aplica-","Activo","Explota Carbón: menor a 800.000 toneladas/año","Titiribí","Titiribí","Corcovado","130AS-4319","2007-11-28T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Sur","AS3-2004-3","Jurídica","Privada","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Amagá","Amagá","Piedecuesta","130AS-1205-6820","2012-05-31T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Sur","AS3-2004-6","Jurídica","Privada","Activo","Explota Otros minerales: menor a 1.000.000 de toneladas/año","Angelópolis","No reporta","No reporta","130AS-3188","2006-02-15T00:00:00.000","Por la cual se impone una medida preventiva",
"Aburrá Sur","AS3-2004-7","Natural","-No aplica-","Activo","Explota Carbón: menor a 800.000 toneladas/año","Titiribí","No reporta","No reporta","130AS-5078","2009-05-07T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Sur","AS3-2004-8","Jurídica","Privada","Activo","Explota Otros minerales: menor a 1.000.000 de toneladas/año","Heliconia","No reporta","No reporta","130AS-3390","2006-06-15T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Sur","AS3-2004-9","Natural","-No aplica-","Activo","Explota Otros minerales: menor a 1.000.000 de toneladas/año","Amagá","Amagá","Los Álvarez","130AS-4660","2008-07-09T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Sur","AS3-2006-5","Jurídica","Privada","Activo","Explota Carbón: menor a 800.000 toneladas/año","Angelópolis","No reporta","No reporta","130AS-4755","2008-10-08T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Sur","AS3-2006-7","Natural","-No aplica-","Activo","Explota Carbón: menor a 800.000 toneladas/año","Titiribí","No reporta","No reporta","130AS-3276","2008-08-12T00:00:00.000","Por la cual se impone (acepta) un plan de manejo ambiental",
"Aburrá Sur","AS3-2006-8","Natural","-No aplica-","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Amagá","No reporta","No reporta","130AS-4342","2007-12-10T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Sur","AS3-2008-3","Jurídica","Privada","Activo","Explota Otros minerales: menor a 1.000.000 de toneladas/año","Itaguí","No reporta","No reporta","130AS-1405-8307","2014-05-08T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Sur","AS3-2008-7","Natural","-No aplica-","Activo","Explota Carbón: menor a 800.000 toneladas/año","Titiribí","Titiribí","Corcovado","130AS-1108-6077","2011-08-09T00:00:00.000","Por la cual se establece un plan de manejo ambiental",
"Aburrá Sur","AS3-2009-6","Natural","-No aplica-","Activo","Explota Carbón: menor a 800.000 toneladas/año","Amagá","Amagá","La Maní De Las Casas","130AS-1406-8425","2014-06-11T00:00:00.000","Por la cual se suspende un trámite o permiso",
"Aburrá Sur","AS3-2009-8","Jurídica","Pública","Activo","Construcción de carreteras, en la red vial secundaria y terciaria","Titiribí","No reporta","No reporta","130AS-5370","2010-01-20T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Sur","AS3-2010-1","Jurídica","Privada","Activo","Explota Carbón: menor a 800.000 toneladas/año","Heliconia","Heliconia","No reporta","130AS-1302-7382","2013-02-18T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Sur","AS3-2010-11","Natural","-No aplica-","Activo","Explota Otros minerales: menor a 1.000.000 de toneladas/año","Heliconia","Heliconia","Joly","130AS-1201-6524","2012-01-20T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Sur","AS3-2010-3","Jurídica","Privada","Activo","Explota Carbón: menor a 800.000 toneladas/año","Titiribí","No reporta","No reporta","130AS-5810","2010-12-30T00:00:00.000","Por la cual se establece un plan de manejo ambiental",
"Aburrá Sur","AS3-2010-4","Jurídica","Privada","Activo","Otros","Caldas","No reporta","No reporta","130AS-1210-7149","2012-10-12T00:00:00.000","Por la cual se establece un plan de manejo ambiental",
"Aburrá Sur","AS3-2010-7","Jurídica","Privada","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Amagá","Amagá","Maní Del Cardal","130AS-1110-6281","2011-10-28T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Sur","AS3-2010-9","Jurídica","Privada","Activo","Otros","Sabaneta","Sabaneta","Pan De Azucar","130AS-5786","2010-12-16T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Sur","AS3-2012-3","Jurídica","Privada","Activo","Proyectos cuyo objeto sea almacenamiento de sustancias peligrosas, con excepción de los hidrocarburos","La Estrella","No reporta","No reporta","160AS-RES2009-5053","2020-09-07T00:00:00.000","Por la cual se otorga un plazo adicional",
"Aburrá Sur","AS3-2012-5","Jurídica","Privada","Activo","Otros","La Estrella","No reporta","No reporta","130AS-1311-7956","2013-11-07T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Sur","AS3-2013-1","Jurídica","Privada","Activo","Construcción y Operación de Centrales Generadoras","Amagá","No reporta","No reporta","130AS-1306-7640","2013-06-14T00:00:00.000","Por la cual se adopta una decisión",
"Aburrá Sur","AS3-2013-4","Jurídica","Privada","Activo","Minería","Amagá","Amagá","La Ferreria","130AS-1410-8674","2014-10-06T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Sur","AS3-2018-15","Jurídica","Privada","Activo","Minería","Angelópolis","Angelópolis","Santa Ana","160AS-RES1901-243","2019-01-24T00:00:00.000","Por la cual se otorga una licencia ambiental",
"Aburrá Sur","AS3-2019-23","Jurídica","Privada","Activo","Explota Materiales construcción: menor a 600.000 toneladas/año","Caldas","Caldas","La Valeria","160AS-RES2007-3927","2020-07-10T00:00:00.000","Por la cual se otorga un plazo adicional",
"Aburrá Sur","AS3-2019-9","Jurídica","Privada","Activo","Minería","Amagá","Amagá","La Gualí","160AS-RES2007-3818","2020-07-08T00:00:00.000","Por la cual se otorga un plazo adicional",
