"no_cuadrante","telefono","barrios_que_cubre"
"D04E0700000001","3016528091","AMPARITO"
"D04E0700000001","3016528091","APROVIM"
"D04E0700000001","3016528091","BELLO HORIZONTE"
"D04E0700000001","3016528091","BOLONIA"
"D04E0700000001","3016528091","BOSQUES DE LORETO"
"D04E0700000001","3016528091","BOSQUES DE MADRID"
"D04E0700000001","3016528091","CASAS GRISES"
"D04E0700000001","3016528091","CEREZOS I"
"D04E0700000001","3016528091","CEREZOS II"
"D04E0700000001","3016528091","CONJUNTO RESIDENCIAL CAMINO REAL"
"D04E0700000001","3016528091","EL ALCAPARRO"
"D04E0700000001","3016528091","EL CORTIJO"
"D04E0700000001","3016528091","EL EDEN"
"D04E0700000001","3016528091","EL PINAR"
"D04E0700000001","3016528091","EL PORVENIR"
"D04E0700000001","3016528091","EL RINCONCITO"
"D04E0700000001","3016528091","EL TESORO"
"D04E0700000001","3016528091","EL TRIUNFO"
"D04E0700000001","3016528091","ESCALLON"
"D04E0700000001","3016528091","GABRIEL ECHAVARRIA"
"D04E0700000001","3016528091","HACIENDA MADRID"
"D04E0700000001","3016528091","HERMANDADES DEL TRABAJO"
"D04E0700000001","3016528091","KENNEDY"
"D04E0700000001","3016528091","LA ESPAÑOLA"
"D04E0700000001","3016528091","LA ESPERANZA"
"D04E0700000001","3016528091","LA MAGNOLIA"
"D04E0700000001","3016528091","LA TRINIDAD"
"D04E0700000001","3016528091","LA VIRGEN"
"D04E0700000001","3016528091","LORENA"
"D04E0700000001","3016528091","LORETO"
"D04E0700000001","3016528091","LORETO II"
"D04E0700000001","3016528091","LOS ANGELES"
"D04E0700000001","3016528091","LOS ARRAYANES"
"D04E0700000001","3016528091","LOS JAZMINES"
"D04E0700000001","3016528091","LUCITANIA"
"D04E0700000001","3016528091","MIGUEL VELASQUEZ"
"D04E0700000001","3016528091","MOLINOS"
"D04E0700000001","3016528091","NUEVO LORETO"
"D04E0700000001","3016528091","PROVIC"
"D04E0700000001","3016528091","SAN ANTONIO"
"D04E0700000001","3016528091","SAN FRANCISCO"
"D04E0700000001","3016528091","SAN LUIS"
"D04E0700000001","3016528091","SAN PABLO"
"D04E0700000001","3016528091","SAN PEDRO"
"D04E0700000001","3016528091","SANTA MATILDE"
"D04E0700000001","3016528091","U ALAMEDA DEL RIO"
"D04E0700000001","3016528091","U ALCALA"
"D04E0700000001","3016528091","U ALTOS DE MADRID"
"D04E0700000001","3016528091","U AVIUM"
"D04E0700000001","3016528091","U BALCONES DE MADRID"
"D04E0700000001","3016528091","U BILBAO"
"D04E0700000001","3016528091","U BULEVAR"
"D04E0700000001","3016528091","U CEDRITOS"
"D04E0700000001","3016528091","U CHACON"
"D04E0700000001","3016528091","U EL NOGAL"
"D04E0700000001","3016528091","U EL PORVENIR"
"D04E0700000001","3016528091","U HACIENDA ALCAPARROS"
"D04E0700000001","3016528091","U HACIENDA CASABLANCA"
"D04E0700000001","3016528091","U LA FINCA"
"D04E0700000001","3016528091","U LOS SAUCES I"
"D04E0700000001","3016528091","U LOS SAUCES II"
"D04E0700000001","3016528091","U MIRADOR DEL BOSQUE"
"D04E0700000001","3016528091","U NUEVO MILENIO"
"D04E0700000001","3016528091","U PLAZA MADRID"
"D04E0700000001","3016528091","U PUERTAS DEL CORTIJO"
"D04E0700000001","3016528091","U RESERVA DE MADRID"
"D04E0700000001","3016528091","U SAN DIEGO"
"D04E0700000001","3016528091","U VILLAS DE ALCALA"
"D04E0700000001","3016528091","VILLAS DE BARCELONA"
"D04E0700000001","3016528091","ZONA CENTRO"
"D04E1000000001","3007382386","CASAS FISCALES"
"D04E1000000001","3007382386","EL SOSIEGO"
"D04E1000000001","3007382386","LA LIBERTAD"
"D04E1000000001","3007382386","SAN BERNARDO"
"D04E1000000001","3007382386","SAN CARLOS"
"D04E1000000001","3007382386","SAN JOSE"
"D04E1000000001","3007382386","SERREZUELA"
"D04E1000000001","3007382386","U LA HUERTA"
"D04E1000000001","3007382386","U LAS ORQUIDEAS"
"D04E1000000001","3007382386","U MONTECARLO"
"D04E1000000001","3007382386","U PARQUES DE SANTAMARIA"
"D04E1000000001","3007382386","U PRADOS DE MADRID"
"D04E1000000001","3007382386","U PUERTAS DEL SOL"
"D04E1000000001","3007382386","U PUNTO MADRID"
"D04E1000000001","3007382386","U SABANA PIJAO"
"D04E1000000001","3007382386","U SAN JOSE"
"D04E1000000001","3007382386","U SANTA GRACIELA"
"D04E1000000001","3007382386","U ZARAGOZA-ALAMBRA"
"D04E1000000001","3007382386","VILLA MARIA"
"D04E1000000001","3007382386","VILLA UCRANIA"
"D04E1000000001","3007382386","VILLAS DE SERREZUELA"
