"hecho","ruptura","conexo","estado_noticia","etapa","anio_denuncia","anio_entrada","anio_hecho","ley","pais","departamento","municipio","seccional","grupo_delito","delito","imputacion","condena","atipicidad_inexistencia","acusacion","captura","sexo_indiciado","grupo_edad_indiciado","pais_nacimiento","homicidio_doloso_consumado","total_indiciados"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","Santander","OIBA","DIRECCIÓN SECCIONAL DE SANTANDER","AMENAZAS","AMENAZAS ART. 347 C.P.","NO","NO","SI","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2015","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","ESTAFA","ESTAFA. ART. 246 C.P. AGRAVADA CUANDO LA CONDUCTA ESTE RELACIONADA CON CONTRATOS DE SEGUROS O CON TRANSACCIONES SOBRE VEHICULOS AUTOMOTORES Art. 247 numeral 4 Adicionado por la Ley 1142 de 2007","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","54"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2018","2018","2018","Ley 1098","Colombia","Valle del Cauca","BUENAVENTURA","DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADOLESCENTE 14 - 17","Colombia","NO","1"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Córdoba","MONTERÍA","DIRECCIÓN SECCIONAL DE CÓRDOBA","SEGURIDAD PUBLICA","UTILIZACION ILEGAL DE UNIFORMES E INSIGNIAS ART. 346 C.P.","NO","NO","NO","NO","SI","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","1"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2015","2015","2015","Ley 906","Colombia","Antioquia","ENVIGADO","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO","HURTO CALIFICADO. ART. 240 C.P.","SI","SI","NO","NO","SI","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","2"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2017","Ley 906","Colombia","Caquetá","CARTAGENA DEL CHAIRÁ","DIRECCIÓN SECCIONAL DE CAQUETÁ","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","4"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Cauca","POPAYÁN","DIRECCIÓN SECCIONAL DE CAUCA","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","139"
"SI","NO","NO","INACTIVO","JUICIO","2021","2021","2021","Ley 906","Colombia","La Guajira","RIOHACHA","DIRECCIÓN SECCIONAL DE LA GUAJIRA","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","SI","NO","NO","SI","SI","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","2"
"SI","NO","NO","INACTIVO","INVESTIGACIÓN","2013","2013","2011","Ley 906","Colombia","Cesar","VALLEDUPAR","DIRECCIÓN SECCIONAL DE CESAR","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","1"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2018","2018","2018","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","CORRUPCION ADMINISTRATIVA","COHECHO POR DAR U OFRECER ART. 407 C.P.","SI","SI","NO","SI","SI","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","3"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Norte de Santander","LA ESPERANZA","DIRECCIÓN SECCIONAL DE SANTANDER","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","4"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","HOMICIDIO CULPOSO","HOMICIDIO CULPOSO ART. 109 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","46"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2012","Ley 906","Colombia","Tolima","SAN ANTONIO","DIRECCIÓN SECCIONAL DE TOLIMA","AMENAZAS","AMENAZAS ART. 347 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","3"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","Santander","BUCARAMANGA","DIRECCIÓN SECCIONAL DE SANTANDER","HURTO","HURTO AGRAVADO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","62"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","327"
"SI","NO","NO","ACTIVO","INVESTIGACIÓN","2017","2017","2017","Ley 906","Colombia","Nariño","PASTO","DIRECCIÓN SECCIONAL DE NARIÑO","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","SI","NO","NO","NO","SI","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","11"
"SI","NO","NO","INACTIVO","QUERELLABLE","2018","2018","2018","Ley 906","Colombia","Cundinamarca","LA VEGA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","INJURIA Y CALUMNIA","CALUMNIA. ART. 221 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","3"
"SI","NO","NO","ACTIVO","INVESTIGACIÓN","2018","2018","2018","Ley 906","Colombia","Boyaca","SANTA ROSA DE VITERBO","DIRECCIÓN SECCIONAL DE BOYACÁ","CONCIERTO PARA DELINQUIR","CONCIERTO PARA DELINQUIR ART. 340 C.P.","SI","NO","NO","SI","SI","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","4"
"NO","SI","NO","INACTIVO","EJECUCIÓN DE PENAS","2016","2016","2016","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","FABRICACION, TRAFICO Y PORTE DE ARMAS","FABRICACION, TRAFICO Y PORTE DE ARMAS DE FUEGO O MUNICIONES ART. 365 C.P.","SI","SI","NO","SI","SI","FEMENINO","JUVENTUD 18 - 28","Colombia","NO","1"
"SI","NO","NO","INACTIVO","QUERELLABLE","2015","2015","2015","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","INJURIA Y CALUMNIA","INJURIA POR VIAS DE HECHO ART. 226 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","285"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Cundinamarca","ZIPAQUIRÁ","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","HURTO","HURTO. ART. 239 C.P.","NO","NO","SI","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","1"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","FABRICACION, TRAFICO Y PORTE DE ARMAS","FABRICACION, TRAFICO Y PORTE DE ARMAS DE FUEGO O MUNICIONES ART. 365 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","17"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Antioquia","ITAGUI","DIRECCIÓN SECCIONAL DE MEDELLÍN","DELITOS SEXUALES","ACOSO SEXUAL ART. 210A","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","2"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2017","2017","2013","Ley 906","Colombia","Caldas","LA DORADA","DIRECCIÓN SECCIONAL DE CALDAS","ADMINISTRACION PUBLICA","PECULADO CULPOSO ART. 400 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","1"
"SI","NO","NO","ACTIVO","JUICIO","2019","2019","2019","Ley 906","Colombia","Meta","PUERTO LÓPEZ","DIRECCIÓN SECCIONAL DE META","FALSEDAD EN DOCUMENTO","USO DE DOCUMENTO FALSO. ART. 291 C.P.","SI","NO","NO","SI","SI","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","1"
"SI","NO","NO","ACTIVO","INVESTIGACIÓN","2016","2016","2015","Ley 906","Colombia","Santander","BUCARAMANGA","DIRECCIÓN SECCIONAL DE SANTANDER","INJURIA Y CALUMNIA","CALUMNIA. ART. 221 C.P.","SI","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","4"
"SI","NO","NO","ACTIVO","JUICIO","2015","2015","2015","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","IMPARTICION DE JUSTICIA","RECEPTACION ART. 447 C.P.","SI","NO","NO","SI","SI","MASCULINO","SIN DATO","Colombia","NO","12"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Valle del Cauca","CARTAGO","DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","4"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2018","2018","2016","Ley 906","Colombia","Casanare","YOPAL","DIRECCIÓN SECCIONAL DE CASANARE","CORRUPCION TRIBUTARIA","OMISION DEL AGENTE RETENEDOR O RECAUDADOR ART. 402 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","2"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2016","2016","2016","Ley 1098","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HURTO","HURTO CALIFICADO. ART. 240 C.P.","SI","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","29"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2020","2020","2017","Ley 906","Colombia","Magdalena","ARACATACA","DIRECCIÓN SECCIONAL DE MAGDALENA","ORDEN ECONOMICO SOCIAL","APLICACION FRAUDULENTA DE CREDITO OFICIALMENTE REGULADO ART. 311 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","5"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","Antioquia","ENVIGADO","DIRECCIÓN SECCIONAL DE MEDELLÍN","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO",,"SIN DATO","Colombia","NO","78"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Bolívar","CARTAGENA","DIRECCIÓN SECCIONAL DE BOLÍVAR","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","111"
"SI","NO","NO","INACTIVO","QUERELLABLE","2020","2020","2020","Ley 906","Colombia","Valle del Cauca","CANDELARIA","DIRECCIÓN SECCIONAL DE CALI","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. MEDIO MOTORIZADO INCISO 2","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","41"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2021","2021","2020","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","FALSEDAD EN DOCUMENTO","FALSEDAD MATERIAL EN DOCUMENTO PUBLICO. ART. 287 C.P.","NO","NO","NO","NO","NO",,"SIN DATO",,"NO","3"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Córdoba","SAHAGÚN","DIRECCIÓN SECCIONAL DE CÓRDOBA","AMENAZAS","AMENAZAS ART. 347 C.P.","NO","NO","SI","NO","NO","FEMENINO","SIN DATO","Colombia","NO","11"
"SI","NO","NO","INACTIVO","QUERELLABLE","2012","2012","2012","Ley 906","Colombia","Cundinamarca","PUERTO SALGAR","DIRECCIÓN SECCIONAL DE CALDAS","HURTO","HURTO CALIFICADO DE AUTOMOTOR MENOR CUANTIA  ART. 240 C.P.  AGRAVADO POR LA DESTREZA ART. 241 C.P. N.10","NO","NO","NO","NO","NO",,"SIN DATO","Colombia","NO","1"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","AMENAZAS","AMENAZAS ART. 347 C.P.","NO","NO","SI","NO","NO","MASCULINO","ADULTEZ 29 - 59",,"NO","17"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Valle del Cauca","JAMUNDÍ","DIRECCIÓN SECCIONAL DE CALI","IMPARTICION DE JUSTICIA","RECEPTACION ART. 447 C.P.  DE AUTOMOTOR","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","1"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","Antioquia","VEGACHÍ","DIRECCIÓN SECCIONAL DE ANTIOQUIA","FABRICACION, TRAFICO Y PORTE DE ARMAS","FABRICACION, TRAFICO Y PORTE DE ARMAS DE FUEGO O MUNICIONES ART. 365 C.P.","NO","NO","NO","NO","SI","FEMENINO","JUVENTUD 18 - 28","Colombia","NO","1"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","IMPARTICION DE JUSTICIA","FRAUDE A RESOLUCION JUDICIAL ART. 454 C.P.","NO","NO","SI","NO","NO",,"SIN DATO","Colombia","NO","566"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2012","2012","2012","Ley 906","Colombia","Tolima","HONDA","DIRECCIÓN SECCIONAL DE TOLIMA","CONTRA LA FAMILIA","EJERCICIO ARBITRARIO DE LA CUSTODIA DE HIJO MENOR DE EDAD ART. 230A C.P. AD. LEY 890/2004 ART.7","NO","NO","SI","NO","NO",,"SIN DATO","Colombia","NO","5"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Boyaca","SOGAMOSO","DIRECCIÓN SECCIONAL DE BOYACÁ","ESTAFA","ESTAFA. ART. 246 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","FEMENINO","JUVENTUD 18 - 28","Colombia","NO","1"
"SI","NO","NO","ACTIVO","QUERELLABLE","2022","2022","2022","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","ESTAFA","ESTAFA. ART. 246 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","FEMENINO","SIN DATO",,"NO","138"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Cundinamarca","TENJO","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","10"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2013","2013","2012","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","NO","SI","NO","NO","NO",,"SIN DATO","Colombia","NO","2"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2013","Ley 906","Colombia","Nariño","PASTO","DIRECCIÓN SECCIONAL DE NARIÑO","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","SI","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","3"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","Huila","PITALITO","DIRECCIÓN SECCIONAL DE HUILA","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","100"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2016","2016","2016","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","SI","SI","NO","SI","SI","MASCULINO","SIN DATO","Colombia","NO","39"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","SI","NO","NO","MASCULINO","SIN DATO","Colombia","NO","1124"
"SI","NO","NO","INACTIVO","QUERELLABLE","2020","2020","2020","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","NO","NO","NO","MASCULINO","ADULTO MAYOR DE 60","Colombia","NO","135"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2015","2015","2014","Ley 906","Colombia","Norte de Santander","CÚCUTA","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","SI","SI","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","1"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Santander","GIRÓN","DIRECCIÓN SECCIONAL DE SANTANDER","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","SI","NO","NO","MASCULINO","SIN DATO","Colombia","NO","9"
"NO","NO","NO","INACTIVO","QUERELLABLE","2018","2018","2017","Ley 906","Colombia","Cesar","SAN ALBERTO","DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO","PATRIMONIO ECONOMICO","DAÑO EN BIEN AJENO. ART. 265 C.P.","NO","NO","SI","NO","NO","MASCULINO","SIN DATO","Colombia","NO","2"
"NO","SI","NO","ACTIVO","JUICIO","2020","2021","2020","Ley 906","Colombia","Caldas","MARQUETALIA","DIRECCIÓN SECCIONAL DE CALDAS","SEGURIDAD PUBLICA","UTILIZACION ILEGAL DE UNIFORMES E INSIGNIAS ART. 346 C.P.","SI","NO","NO","SI","SI","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","3"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2012","2012","2012","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","NO","NO","NO","NO","NO",,"SIN DATO","Colombia","NO","320"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","Santander","PUERTO WILCHES","DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO","DELITOS SEXUALES","ACCESO CARNAL ABUSIVO CON MENOR DE CATORCE AÑOS ART.208 C.P. AGRAVADO ART. 211 N.1. CON EL CONCURSO DE OTRA U OTRAS PERSONAS","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","3"
"SI","NO","NO","ACTIVO","JUICIO","2016","2016","2016","Ley 906","Colombia","Guaviare","SAN JOSÉ DEL GUAVIARE","DIRECCIÓN SECCIONAL DE GUAVIARE","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","SI","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","1"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Córdoba","MONTERÍA","DIRECCIÓN SECCIONAL DE CÓRDOBA","CONSTRENIMIENTO","CONSTREÑIMIENTO ILEGAL ART. 182 C.P.","NO","NO","SI","NO","NO","MASCULINO","SIN DATO",,"NO","18"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","Boyaca","TUNJA","DIRECCIÓN SECCIONAL DE BOYACÁ","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","82"
"NO","SI","NO","ACTIVO","INVESTIGACIÓN","2020","2021","2020","Ley 906","Colombia","Antioquia","YONDÓ","DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO","CONCIERTO PARA DELINQUIR","CONCIERTO PARA DELINQUIR AGRAVADO POR DARSE PARA HOMICIDIO ART. 340 C.P. INC.2","SI","NO","NO","NO","SI","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","2"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2015","Ley 906","Colombia","Cundinamarca","CHIPAQUE","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","CORRUPCION ADMINISTRATIVA","PECULADO POR APLICACION OFICIAL DIFERENTE ART. 399 C.P.","NO","NO","SI","NO","NO","MASCULINO","SIN DATO","Colombia","NO","2"
"SI","NO","NO","INACTIVO","JUICIO","2015","2015","2015","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","SI","NO","NO","SI","SI","MASCULINO","SIN DATO","Colombia","NO","101"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2012","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO",,"NO","25"
"SI","NO","NO","ACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","Huila","NEIVA","DIRECCIÓN SECCIONAL DE HUILA","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. MEDIO MOTORIZADO INCISO 2","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59",,"NO","10"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Bolívar","CARTAGENA","DIRECCIÓN SECCIONAL DE BOLÍVAR","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","NO","NO","SI","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","470"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Córdoba","MONTERÍA","DIRECCIÓN SECCIONAL DE CÓRDOBA","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","SI","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","82"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Bolívar","CARTAGENA","DIRECCIÓN SECCIONAL DE BOLÍVAR","FE PUBLICA","FALSEDAD PERSONAL. ART. 296 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","13"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Magdalena","SANTA MARTA","DIRECCIÓN SECCIONAL DE MAGDALENA","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","NO","NO","SI","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","37"
"SI","NO","NO","ACTIVO","INVESTIGACIÓN","2018","2018","2018","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","CONCIERTO PARA DELINQUIR","CONCIERTO PARA DELINQUIR ART. 340 C.P.","SI","NO","NO","NO","SI","MASCULINO","SIN DATO","Colombia","NO","10"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 1098","Colombia","Risaralda","PEREIRA","DIRECCIÓN SECCIONAL DE RISARALDA","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","37"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2014","2014","2014","Ley 906","Colombia","Valle del Cauca","SEVILLA","DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA","CONCIERTO PARA DELINQUIR","CONCIERTO PARA DELINQUIR AGRAVADO POR DARSE PARA NARCOTRAFICO ART. 340 C.P. INC.2","SI","NO","NO","SI","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","1"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2021","2021","2018","Ley 906","Colombia","Magdalena","SANTA MARTA","DIRECCIÓN SECCIONAL DE MAGDALENA","ESTAFA","ESTAFA. ART. 246 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","2"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","Nariño","PASTO","DIRECCIÓN SECCIONAL DE NARIÑO","LESIONES PERSONALES","LESIONES CON PERTURBACION FUNCIONAL PERMANENTE ART.114 INCISO 2","NO","NO","NO","NO","NO","MASCULINO","SIN DATO",,"NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Casanare","YOPAL","DIRECCIÓN SECCIONAL DE CASANARE","LESIONES PERSONALES","LESIONES PERSONALES CON INCAPACIDAD MENOR 60 DIAS","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","33"
"SI","NO","NO","INACTIVO","QUERELLABLE","2016","2016","2016","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","NO","NO","NO","MASCULINO","ADULTO MAYOR DE 60","Colombia","NO","1"
