"predio","direccion","estrato"
"25-290-01-00-0013-0083-000","K 8 A 1 25 27","2.0"
"25-290-01-00-0013-0084-000","K 8 1 31 N","2.0"
"25-290-01-00-0013-0085-000","TRANSVERSAL 8 A No. 1 NORTE - 41","2.0"
"25-290-01-00-0013-0086-000","K 8 A 1 43 N","3.0"
"25-290-01-00-0013-0087-000","K 8 A 1 47 N","2.0"
"25-290-01-00-0013-0088-000","K 8 1 53 N","2.0"
"25-290-01-00-0013-0092-000","C 1 8A 24","2.0"
"25-290-01-00-0013-0093-000","C 1 8A 11","2.0"
"25-290-01-00-0013-0094-000","C 1 8A-03","2.0"
"25-290-01-00-0013-0095-901","C 1 N 8 A 11 Ap 101","2.0"
"25-290-01-00-0013-0096-901","K 8 A 1 59 Ap 102","2.0"
"25-290-01-00-0013-0097-901","K 8A 1 63 N Ap 103","2.0"
"25-290-01-00-0013-0098-901","C 1 N 8 A 13 Ap 201","3.0"
"25-290-01-00-0013-0099-000","C 1 8A 20","2.0"
"25-290-01-00-0014-0001-000","K 7 1 31 35 41 C 2 7 08","2.0"
"25-290-01-00-0014-0002-000","C 2 7 14","2.0"
"25-290-01-00-0014-0003-000","C 2 7 20 22","2.0"
"25-290-01-00-0014-0004-000","C 2 7 26","2.0"
"25-290-01-00-0014-0005-000","C 2 7 32 34","2.0"
"25-290-01-00-0014-0006-000","C 2 7 42","2.0"
"25-290-01-00-0014-0007-000","C 2 7 44 46","2.0"
"25-290-01-00-0014-0008-000","C 2 7-50","2.0"
"25-290-01-00-0014-0009-000","C 2 7 62","2.0"
"25-290-01-00-0014-0010-000","C 2 7 72 K 8 1 50","3.0"
"25-290-01-00-0014-0011-000","K 8 1A 02","2.0"
"25-290-01-00-0014-0012-000","K 8 1 28","2.0"
"25-290-01-00-0014-0013-000","K 8 1 16 20","2.0"
"25-290-01-00-0014-0014-000","K 8 1 04 08","2.0"
"25-290-01-00-0014-0015-000","K 7 0 75 N","2.0"
"25-290-01-00-0014-0017-000","K 7 1 43 N","2.0"
"25-290-01-00-0014-0018-000","K 7 0 47 N","2.0"
"25-290-01-00-0014-0019-000","K 7 1 38 N","2.0"
"25-290-01-00-0014-0021-000","K 7 1 01","2.0"
"25-290-01-00-0014-0022-000","K 7 1 15 17 25","2.0"
"25-290-01-00-0014-0023-000","K 7 1 13","2.0"
"25-290-01-00-0014-0025-000","K 8 0 30 N","2.0"
"25-290-01-00-0014-0026-000","K 8 1 22 N","2.0"
"25-290-01-00-0014-0027-000","K 8 10 54 N","2.0"
"25-290-01-00-0014-0028-000","K 8 0 12 16N","2.0"
"25-290-01-00-0014-0034-000","K 7 0 17 N","2.0"
"25-290-01-00-0014-0035-000","K 7 1 17 N","2.0"
"25-290-01-00-0014-0036-000","K 7 1 29 N","2.0"
"25-290-01-00-0014-0038-000","CRA 7 NO. 1 A - 29/31","3.0"
"25-290-01-00-0014-0042-000","Lo No 1","2.0"
"25-290-01-00-0014-0044-000","CRA 8 No. 1 NORTE -16","3.0"
"25-290-01-00-0014-0045-000","K 7 1 05","2.0"
"25-290-01-00-0014-0051-902","K 7 1 01 Ap 101","2.0"
"25-290-01-00-0014-0053-000","K 7 1 01 In 3 Cs Lo No 1","2.0"
"25-290-01-00-0014-0054-000","K 7 1 01 In 3 Cs Lo No 2","2.0"
"25-290-01-00-0014-0055-000","K 7 1 69 N","2.0"
"25-290-01-00-0014-0056-000","K 7 1 83 N","2.0"
"25-290-01-00-0014-0057-000","Lo No 2","2.0"
"25-290-01-00-0014-0058-000","Lo No 3","2.0"
"25-290-01-00-0014-0059-000","K 7 1 79","2.0"
"25-290-01-00-0014-0060-000","Lo No 6","2.0"
"25-290-01-00-0014-0061-000","Lo No 7","2.0"
"25-290-01-00-0014-0062-000","CRA 8 N° 1 NORTE -24","3.0"
"25-290-01-00-0014-0063-000","K 7 1 01 In 2 Cs 1","2.0"
"25-290-01-00-0014-0064-000","K 7 1 01 In 2","3.0"
"25-290-01-00-0014-0065-901","K 7 1 01 In 1 Ap 101","2.0"
"25-290-01-00-0014-0066-901","K 7 1 01 In 1 Ap 102","3.0"
"25-290-01-00-0014-0067-901","K 7 1 01 In 1 Ap 201","2.0"
"25-290-01-00-0014-0068-901","K 7 1 01 In 1 Ap 202","2.0"
"25-290-01-00-0014-0069-901","K 7 1 01 In 1 Ap 301","2.0"
"25-290-01-00-0014-0070-901","K 7 1 01 In 1 Ap 302","2.0"
"25-290-01-00-0014-0071-000","K 7 1 01 In 5 Cs 1","2.0"
"25-290-01-00-0014-0072-000","K 7 1 01 In Cs 1","2.0"
"25-290-01-00-0014-0073-000","CLL 1 NORTE No. 7-34","2.0"
"25-290-01-00-0014-0074-000","K 7 1 01 INT.5 CS 2","2.0"
"25-290-01-00-0014-0075-000","CLL 1 NORTE No. 7-38 INT 5 CA 4","3.0"
"25-290-01-00-0014-0077-902","K 7 1 01 In 4 Ap 102","2.0"
"25-290-01-00-0014-0078-902","K 7 1 01 In 4 Ap 201","2.0"
"25-290-01-00-0014-0079-902","K 7 1 01 In 4 Ap 202","2.0"
"25-290-01-00-0014-0080-902","K 7 1 01 In 4 Ap 301","2.0"
"25-290-01-00-0014-0081-902","K 7 1 01 In 4 Ap 302","2.0"
"25-290-01-00-0014-0082-902","K 7 1 01 In 4 Ap 401","2.0"
"25-290-01-00-0014-0083-902","K 7 1 01 In 4 Ap 402","2.0"
"25-290-01-00-0014-0084-902","CLL 1 NORTE N° 7-25 CA 1","3.0"
"25-290-01-00-0014-0085-000","K 7 1 01 In 6 Cs 2","2.0"
"25-290-01-00-0014-0086-000","K 7 1 01 In 6 Cs 3","3.0"
"25-290-01-00-0014-0087-000","K 7 1 01 In 6 Cs 4","3.0"
"25-290-01-00-0014-0088-000","Lo No 0","2.0"
"25-290-01-00-0015-0001-000","C 1 6 72","2.0"
"25-290-01-00-0015-0002-000","K 7 0 04 N","2.0"
"25-290-01-00-0015-0003-000","C 7 0 10 N","2.0"
"25-290-01-00-0015-0004-000","K 7 1 06 N","2.0"
"25-290-01-00-0015-0005-000","K 7 1 62 N","2.0"
"25-290-01-00-0015-0006-000","K 7 1 28 N","2.0"
"25-290-01-00-0015-0007-000","K 7 1 24 N","2.0"
"25-290-01-00-0015-0008-000","K 7 1 33 N","3.0"
"25-290-01-00-0015-0009-000","K 7 0 34 N","2.0"
"25-290-01-00-0015-0010-000","K 7 1 74","2.0"
"25-290-01-00-0015-0011-000","K 7 1 68 N","2.0"
"25-290-01-00-0015-0012-000","K 7 1 58 N","2.0"
"25-290-01-00-0015-0013-000","K 7 1 52 N","2.0"
"25-290-01-00-0015-0014-000","K 7 0 68 N","2.0"
"25-290-01-00-0015-0015-000","K 7 0 78 N","2.0"
"25-290-01-00-0015-0016-901","C 1A 6B 19 CS 1","2.0"
"25-290-01-00-0015-0017-000","C 1A 6A 11","2.0"
"25-290-01-00-0015-0018-000","C 1 A 6 A 3","2.0"
"25-290-01-00-0015-0019-000","K 6 B 1 47","2.0"
"25-290-01-00-0015-0020-000","K 6A 1 39 N","2.0"
"25-290-01-00-0015-0021-000","K 6A 0 27 N LT 5 MZ B","2.0"
"25-290-01-00-0015-0022-000","K 6A 1 23 N","2.0"
"25-290-01-00-0015-0023-000","K 6A 1BIS 17 N","2.0"
"25-290-01-00-0015-0024-000","K 6A 0 11 N","2.0"
"25-290-01-00-0015-0025-000","C 1 6A 4","2.0"
"25-290-01-00-0015-0026-901","C 1A 6B 19 CS 2","3.0"
"25-290-01-00-0016-0001-000","K 6 1 51 53 C 2 6 02 10 12","2.0"
"25-290-01-00-0016-0002-000","C 2 6 14","2.0"
"25-290-01-00-0016-0003-000","C 2 6 24 34","2.0"
"25-290-01-00-0016-0004-000","C 2 6 40","2.0"
"25-290-01-00-0016-0005-000","C 2 6 54 Lo 6","2.0"
"25-290-01-00-0016-0006-000","C 2 6 64","2.0"
"25-290-01-00-0016-0007-000","C 2 6 78","2.0"
"25-290-01-00-0016-0008-000","C 2 6 82 K 7 1 30","2.0"
"25-290-01-00-0016-0011-000","C 1 6 25","2.0"
"25-290-01-00-0016-0012-000","K 6 1 01","2.0"
"25-290-01-00-0016-0013-000","K 6 1 13 15","2.0"
"25-290-01-00-0016-0014-000","K 6 1 21 23 25","2.0"
"25-290-01-00-0016-0015-000","K 6 1 27","2.0"
"25-290-01-00-0016-0016-000","CRA 6 No. 00 NORTE -19","3.0"
"25-290-01-00-0016-0019-000","C 1 6 41 LT 1","2.0"
"25-290-01-00-0016-0021-000","C 1 6 55 LT 3","2.0"
"25-290-01-00-0016-0022-000","CLL 1 NORTE No. 6A - 13","2.0"
"25-290-01-00-0016-0023-000","C 1 6-73","2.0"
"25-290-01-00-0016-0024-000","C 1 6 31 Lo 1","2.0"
"25-290-01-00-0016-0025-000","C 1 6 31 Lo 2","2.0"
"25-290-01-00-0017-0001-000","C 3 6 76","2.0"
"25-290-01-00-0017-0002-000","C 3 6 66","2.0"
"25-290-01-00-0017-0004-000","K 7 2 16 18","2.0"
"25-290-01-00-0017-0005-000","K 7 2 04  12 C 2 6 77","2.0"
"25-290-01-00-0017-0006-000","C 2 6 71 73","2.0"
"25-290-01-00-0017-0007-000","C 2 6-67","2.0"
"25-290-01-00-0017-0008-000","C 2 6 53 55","2.0"
"25-290-01-00-0017-0009-000","C 2 6 45 47","2.0"
"25-290-01-00-0017-0010-000","K 6 2 41","2.0"
"25-290-01-00-0017-0011-000","C 2 6 17","2.0"
"25-290-01-00-0017-0012-000","C 2 6-05-09","2.0"
"25-290-01-00-0017-0014-000","K 6 2-03","2.0"
"25-290-01-00-0017-0015-000","K 6 2 11","2.0"
"25-290-01-00-0017-0016-000","K 6 2 17 19","2.0"
"25-290-01-00-0017-0018-000","T 6 2 59 67","2.0"
"25-290-01-00-0017-0019-000","K 6 2 69 C 3 6 16 18 22","2.0"
"25-290-01-00-0017-0020-000","C 3 6 30 38","2.0"
"25-290-01-00-0017-0021-000","C 3 6 42 46","2.0"
"25-290-01-00-0017-0022-000","C 3 6 52","2.0"
"25-290-01-00-0017-0023-000","C 3 6 64","2.0"
"25-290-01-00-0017-0024-000","C 2 6 27 LT 1","2.0"
"25-290-01-00-0017-0025-000","K 6 2 27 31","2.0"
"25-290-01-00-0018-0001-000","C 2A 7 13 K 7 2 05 11","2.0"
"25-290-01-00-0018-0002-000","K 7 2 17 19","2.0"
"25-290-01-00-0018-0003-000","K 7 2 21 25","2.0"
"25-290-01-00-0018-0004-000","K 7 2 27 29","2.0"
"25-290-01-00-0018-0006-000","K 7 2 65 C 3 7 02 12","2.0"
"25-290-01-00-0018-0007-000","C 3 7 18 26 LT B","2.0"
"25-290-01-00-0018-0008-000","C 3 7 32 34","2.0"
"25-290-01-00-0018-0010-000","CLL 3 No 7-42","2.0"
"25-290-01-00-0018-0011-000","C 3 7 56 60","3.0"
"25-290-01-00-0018-0012-000","CLL 3 No 7-72","2.0"
"25-290-01-00-0018-0013-000","C 2 7 57","3.0"
"25-290-01-00-0018-0014-000","C 2 7 49 51 53","2.0"
"25-290-01-00-0018-0015-000","C 2 7 35","2.0"
"25-290-01-00-0018-0016-000","C 2 7 23","2.0"
"25-290-01-00-0018-0017-000","KR 1 No. 7 - 15","2.0"
"25-290-01-00-0018-0018-000","C 2 7 25","2.0"
"25-290-01-00-0018-0019-901","C 3 7 38 AP 101","2.0"
"25-290-01-00-0018-0020-901","C 3 7 40 AP 201","2.0"
"25-290-01-00-0020-0001-000","C 3 9 16 K 9 2 61 65","2.0"
"25-290-01-00-0020-0002-000","C 3 9 28","2.0"
"25-290-01-00-0020-0003-000","K 10 2 66 74","2.0"
"25-290-01-00-0020-0004-000","K 10 2 56","2.0"
"25-290-01-00-0020-0005-000","K 10 2 34 36","2.0"
"25-290-01-00-0020-0006-000","K 10 2 28","2.0"
"25-290-01-00-0020-0007-000","K 10 2 20 22","2.0"
"25-290-01-00-0020-0008-000","K 10 2 02 08 C 2 9 29 31","2.0"
"25-290-01-00-0020-0009-000","C 2 9 11 13 25 27","2.0"
"25-290-01-00-0020-0010-000","C 2 9 01 K 9 2 03 05 11","2.0"
"25-290-01-00-0020-0011-000","K 9 2 13 15","2.0"
"25-290-01-00-0020-0012-000","K 9 2 21 23 29","2.0"
"25-290-01-00-0020-0013-000","K 9 2 39 31","2.0"
"25-290-01-00-0020-0014-000","K 9 2 43 47 49","2.0"
"25-290-01-00-0020-0015-000","K 9 2 53  59","2.0"
"25-290-01-00-0020-0016-000","C 3 9 36","2.0"
"25-290-01-00-0020-0017-000","K 10 2 32","2.0"
"25-290-01-00-0021-0001-000","C 3 10 15","2.0"
"25-290-01-00-0021-0002-000","K 10 3 11","2.0"
"25-290-01-00-0021-0003-000","K 10 3 45","2.0"
"25-290-01-00-0021-0005-000","C 4 A 10 12 K 10 4 27 CS 107","3.0"
"25-290-01-00-0021-0006-000","C 4A 10 60","2.0"
"25-290-01-00-0021-0007-000","C 4A 10 48","2.0"
"25-290-01-00-0021-0008-000","K 11 4 20 24 28","2.0"
"25-290-01-00-0021-0009-000","K 11 4 04","2.0"
"25-290-01-00-0021-0010-000","K 11 3 12","2.0"
"25-290-01-00-0021-0011-000","C 3 10 59","2.0"
"25-290-01-00-0021-0012-000","C 3 10 55","2.0"
"25-290-01-00-0021-0013-000","C 3 10 41","2.0"
"25-290-01-00-0021-0014-000","C 3 10 31","2.0"
"25-290-01-00-0021-0015-000","K 11 4 30 36 C 4A 10 62","3.0"
"25-290-01-00-0021-0016-000","K 11 4 14 16","2.0"
"25-290-01-00-0021-0017-000","K 10 3 29","2.0"
"25-290-01-00-0021-0018-000","CRA 10 No. 3 35","2.0"
"25-290-01-00-0021-0019-000","K 11 3 20","2.0"
"25-290-01-00-0021-0020-000","C 4 A 10 32 CS 101","3.0"
"25-290-01-00-0021-0021-000","C 4 A 10 30 CS 102","3.0"
"25-290-01-00-0021-0022-000","C 4 A 10 26 CS 103","3.0"
"25-290-01-00-0021-0023-000","C 4 A 10 22 CS 104","2.0"
"25-290-01-00-0021-0024-000","C 4 A 10 18 CS 105","2.0"
"25-290-01-00-0021-0025-000","K 4A 10 14 Cs 106","2.0"
"25-290-01-00-0021-0026-000","K 4A 10 42","2.0"
"25-290-01-00-0021-0027-000","C 3 10 13","2.0"
"25-290-01-00-0022-0001-000","K 12 3 30","2.0"
"25-290-01-00-0022-0002-000","C 4 11 40","2.0"
"25-290-01-00-0022-0003-000","C 4 11 36","2.0"
"25-290-01-00-0022-0004-000","C 4 11 38","2.0"
"25-290-01-00-0022-0005-000","C 4 11 26","2.0"
"25-290-01-00-0022-0006-000","C 4 11 18","2.0"
"25-290-01-00-0022-0007-000","C 4 11 12","2.0"
"25-290-01-00-0022-0008-000","C 4 11 08","2.0"
"25-290-01-00-0022-0009-000","CARRERA 11 No 3-35","2.0"
"25-290-01-00-0022-0010-000","K 11 3 29","2.0"
"25-290-01-00-0022-0011-000","K 11 3 13","2.0"
"25-290-01-00-0022-0012-000","C 3 11 15","2.0"
"25-290-01-00-0022-0013-000","C 3 11 27","2.0"
"25-290-01-00-0022-0014-000","C 11 11 37","2.0"
"25-290-01-00-0022-0015-000","C 3 11 23","2.0"
"25-290-01-00-0022-0016-000","C 3 11 53","2.0"
"25-290-01-00-0022-0017-000","C 3 11 57","2.0"
"25-290-01-00-0022-0018-000","K 12 3 04","2.0"
"25-290-01-00-0022-0019-000","K 12 3 18","2.0"
"25-290-01-00-0022-0020-000","K 12 3 28","2.0"
"25-290-01-00-0022-0021-000","C 3 11 03","3.0"
"25-290-01-00-0022-0023-000","C 3 11 19","2.0"
"25-290-01-00-0022-0024-000","K 11 3 43","2.0"
"25-290-01-00-0022-0025-000","Cs Lo 2","2.0"
"25-290-01-00-0023-0001-000","K 12 3 75 C 4 12 08","2.0"
"25-290-01-00-0023-0002-000","C 4 12 14","2.0"
"25-290-01-00-0023-0003-000","C 4 12 16","2.0"
"25-290-01-00-0023-0004-000","C 4 12 24 26","2.0"
"25-290-01-00-0023-0005-000","C 4 12 30 34","2.0"
"25-290-01-00-0023-0006-000","C 4 12 56","2.0"
"25-290-01-00-0023-0007-000","C 4 12 68","2.0"
"25-290-01-00-0023-0008-000","K 12 3 29 31 33 35","2.0"
"25-290-01-00-0023-0010-000","K 12 3 13 15","2.0"
"25-290-01-00-0023-0011-000","K 12 3 07","2.0"
"25-290-01-00-0023-0012-000","K 12 3 00 C 3 12 05","2.0"
"25-290-01-00-0023-0013-000","C 3 12 31","2.0"
"25-290-01-00-0023-0014-901","C 3 12 27 Ap 101","2.0"
"25-290-01-00-0023-0015-000","K 12 3 19 25 27","2.0"
"25-290-01-00-0023-0016-000","Lo","2.0"
"25-290-01-00-0023-0018-901","C 3 12 25 Ap 201","2.0"
"25-290-01-00-0024-0001-000","C 4 12 03","2.0"
"25-290-01-00-0024-0002-000","K 12 4 35","2.0"
"25-290-01-00-0024-0003-000","K 12 4 85 89 91","2.0"
"25-290-01-00-0024-0004-000","K 12 4 93 99 C 5 12 08","2.0"
"25-290-01-00-0024-0005-000","C 5 12 10 14","2.0"
"25-290-01-00-0024-0006-000","C 5 12 20 22","2.0"
"25-290-01-00-0024-0007-000","C 5 12 36","2.0"
"25-290-01-00-0024-0008-000","C 4 12 41","2.0"
"25-290-01-00-0024-0009-000","C 4 12 45","2.0"
"25-290-01-00-0024-0011-000","K 12 4 33","2.0"
"25-290-01-00-0024-0012-000","C 4 12 13 15","2.0"
"25-290-01-00-0024-0013-000","C 4 12 31","2.0"
"25-290-01-00-0024-0014-000","Lo A","2.0"
"25-290-01-00-0024-0015-901","C 4 12-19 23 APTO 101","2.0"
"25-290-01-00-0024-0016-901","C 4 12 19 23 APTO 201","2.0"
"25-290-01-00-0024-0017-000","C 5 12 40","3.0"
"25-290-01-00-0024-0021-902","CLL 5 N° 12-28 AP 103","3.0"
"25-290-01-00-0025-0001-000","C 5 11 52","2.0"
"25-290-01-00-0025-0002-000","K 12 4 80","2.0"
"25-290-01-00-0025-0003-000","T 4 22 25","2.0"
"25-290-01-00-0025-0004-000","CRA 12 No 4-42","2.0"
"25-290-01-00-0025-0005-000","K 12 4 52","2.0"
"25-290-01-00-0025-0006-000","K 12 4 40 44","2.0"
"25-290-01-00-0025-0007-000","K 12 4 16 20 C 4 11 37","2.0"
"25-290-01-00-0025-0008-000","K 12 4 12 14","2.0"
"25-290-01-00-0025-0009-000","K 12 4 09","2.0"
"25-290-01-00-0025-0010-000","C 4 11 45","2.0"
"25-290-01-00-0025-0011-000","C 4 11 43","2.0"
"25-290-01-00-0025-0012-000","C 4 11 23","2.0"
"25-290-01-00-0025-0013-000","C 4 11 17 21","3.0"
"25-290-01-00-0025-0014-000","K 11 4 15","2.0"
"25-290-01-00-0025-0015-000","K 11 4 27","2.0"
"25-290-01-00-0025-0016-000","K 11 4 37","2.0"
"25-290-01-00-0025-0017-000","K 11 4 47 43","2.0"
"25-290-01-00-0025-0018-000","K 11 4 93","2.0"
"25-290-01-00-0025-0019-000","C 5 11 06","2.0"
"25-290-01-00-0025-0020-000","C 5 11 12","2.0"
"25-290-01-00-0025-0021-000","C 5 11 26 28","2.0"
"25-290-01-00-0025-0022-901","C 5 11 38 42 Ap 101","3.0"
"25-290-01-00-0025-0024-000","CLL 5 No. 11-46","3.0"
"25-290-01-00-0025-0025-000","K 12 4 86 C 4 11 90","2.0"
"25-290-01-00-0025-0026-000","K 11 4 01 07 09","2.0"
"25-290-01-00-0025-0027-000","C 4 11 33","2.0"
"25-290-01-00-0025-0028-901","C 5 11 32 Ap 102","2.0"
"25-290-01-00-0025-0029-901","C 5 11 32 Ap 103","3.0"
"25-290-01-00-0025-0030-901","CLL 5 No. 11-28 AP 104","3.0"
"25-290-01-00-0025-0031-901","C 5 11 32 Ap 105","3.0"
"25-290-01-00-0025-0032-901","C 5 11 32 Ap 106","3.0"
"25-290-01-00-0025-0033-901","C 5 11 32 Ap 201","3.0"
"25-290-01-00-0025-0034-901","C 5 11 32 Ap 202","3.0"
"25-290-01-00-0025-0035-901","C 5 11 32 Ap 203","3.0"
"25-290-01-00-0025-0036-901","C 5 11 32 Ap 204","3.0"
"25-290-01-00-0025-0037-901","C 5 11 32 Ap 205","3.0"
"25-290-01-00-0025-0038-901","C 5 11 32 Ap 301","3.0"
"25-290-01-00-0025-0039-901","C 5 11 32 Ap 302","3.0"
"25-290-01-00-0025-0040-901","CLL 5 N° 11-28 AP 303","3.0"
"25-290-01-00-0025-0041-901","CLL 5 No. 11-28 AP 304","3.0"
"25-290-01-00-0025-0042-901","C 5 11 32 Ap 305","3.0"
"25-290-01-00-0025-0043-901","C 5 11 32 Ap 401","4.0"
"25-290-01-00-0025-0044-901","C 5 11 32 Ap 402","3.0"
"25-290-01-00-0025-0045-901","CLL 5 N° 11-28 AP 403","2.0"
"25-290-01-00-0026-0002-000","K 10 4A 31","2.0"
"25-290-01-00-0026-0003-000","C 5 10 20 24","2.0"
"25-290-01-00-0026-0004-000","C 5 10 26 28","2.0"
"25-290-01-00-0026-0005-000","C 5 10 44 C 4A 10 49","2.0"
"25-290-01-00-0026-0006-000","K 11 4A 04","2.0"
"25-290-01-00-0026-0007-000","C 4A 10 41","2.0"
"25-290-01-00-0026-0008-000","K 10 4A 23 25 27","2.0"
"25-290-01-00-0026-0009-000","K 10 4 45","3.0"
"25-290-01-00-0026-0010-000","C 5 10 58 66","2.0"
"25-290-01-00-0026-0011-000","K 11 4A 12","2.0"
"25-290-01-00-0026-0012-000","C 4A 10-39","2.0"
"25-290-01-00-0026-0013-000","C 5 10 14 16","2.0"
"25-290-01-00-0026-0014-000","C 5 10 36","2.0"
"25-290-01-00-0027-0002-000","K 10 3 22 26","2.0"
"25-290-01-00-0027-0003-000","K 10 3 10","2.0"
"25-290-01-00-0027-0004-000","K 10 3 01 05 C 3A 9 47","2.0"
"25-290-01-00-0027-0005-000","C 3 9 39 41","2.0"
"25-290-01-00-0027-0006-000","C 3 9 33 37","2.0"
"25-290-01-00-0027-0007-000","C 3 9 29 27","2.0"
"25-290-01-00-0027-0008-000","C 3 9 23 25","2.0"
"25-290-01-00-0027-0009-000","K 9 3 11","2.0"
"25-290-01-00-0027-0010-000","K 9 3 15 17 19 21","2.0"
"25-290-01-00-0027-0011-000","K 9 3 27","2.0"
"25-290-01-00-0027-0012-000","C 4 9 02 06 K 9 3 75","2.0"
"25-290-01-00-0027-0014-000","C 4 9 26","2.0"
"25-290-01-00-0027-0015-000","C 4 9 42 44","2.0"
"25-290-01-00-0027-0016-000","K 10 3 38","2.0"
"25-290-01-00-0027-0017-000","C 4 9 48 52 K 10 3 38","3.0"
"25-290-01-00-0027-0018-000","C 3 9 11","2.0"
"25-290-01-00-0028-0001-000","C 4 8 02 08 K 8 3 66 68","2.0"
"25-290-01-00-0028-0002-000","C 4 8 18","3.0"
"25-290-01-00-0028-0003-000","C 4 8 20","2.0"
"25-290-01-00-0028-0004-000","C 4 8 26 28","2.0"
"25-290-01-00-0028-0005-000","C 4 8 38","2.0"
"25-290-01-00-0028-0006-000","C 4 8 50","2.0"
"25-290-01-00-0028-0007-000","CRA 9 NO. 3 - 48","3.0"
"25-290-01-00-0028-0008-000","CRA 9 NO. 3 - 32","2.0"
"25-290-01-00-0028-0009-000","K 9 3 30","2.0"
"25-290-01-00-0028-0010-000","K 9 3 24","2.0"
"25-290-01-00-0028-0011-000","C 3 8 59 65 69","2.0"
"25-290-01-00-0028-0012-000","C 3 8 51 53 57","2.0"
"25-290-01-00-0028-0013-000","C 3 8 41 45","2.0"
"25-290-01-00-0028-0014-000","CL 3 8 39","3.0"
"25-290-01-00-0028-0015-000","C 3 8 37","2.0"
"25-290-01-00-0028-0016-000","C 3 8 01 07 13 27 K 8 3 03 09 11","2.0"
"25-290-01-00-0028-0017-000","K 8 3 23 27","2.0"
"25-290-01-00-0028-0018-000","K 8 3 29 31","2.0"
"25-290-01-00-0028-0019-000","K 8 3 37","2.0"
"25-290-01-00-0028-0020-000","K 8 3 45 47 49","2.0"
"25-290-01-00-0028-0021-901","K 8 3 53 Ap 001","2.0"
"25-290-01-00-0028-0022-000","K 8 3 55 57","2.0"
"25-290-01-00-0028-0023-000","K 9 3 38","2.0"
"25-290-01-00-0028-0024-000","C 4 8-56","2.0"
"25-290-01-00-0028-0025-000","C 4 8 50","2.0"
"25-290-01-00-0028-0026-000","K 9 3 56","3.0"
"25-290-01-00-0028-0027-901","K 8  3 53 APTO.201","2.0"
"25-290-01-00-0028-0028-901","K 8 3 53 VIV 101","3.0"
"25-290-01-00-0030-0001-000","K 6 3 65 69 75","2.0"
"25-290-01-00-0030-0002-000","C 4 6 30","2.0"
"25-290-01-00-0030-0003-000","C 4 6 36","2.0"
"25-290-01-00-0030-0004-000","C 4 6 48","2.0"
"25-290-01-00-0030-0005-000","C 4 6 50","2.0"
"25-290-01-00-0030-0007-000","K 7 3 48","2.0"
"25-290-01-00-0030-0008-000","K 7 3 38 42","2.0"
"25-290-01-00-0030-0009-000","K 7 3 30","2.0"
"25-290-01-00-0030-0010-000","K 7 3 18 26","2.0"
"25-290-01-00-0030-0011-000","K 7 3 02 10","2.0"
"25-290-01-00-0030-0013-000","C 3 6 51 67","2.0"
"25-290-01-00-0030-0015-000","C 3 6 25","2.0"
"25-290-01-00-0030-0017-000","C 3 6 13 15","2.0"
"25-290-01-00-0030-0018-000","K 6 3 03 05 C 3 6 05 09","2.0"
"25-290-01-00-0030-0019-000","K 6 3 17 21","2.0"
"25-290-01-00-0030-0020-000","K 6 3 23","2.0"
"25-290-01-00-0030-0021-000","K 6 3 29","2.0"
"25-290-01-00-0030-0022-000","K 6 3 31 33","2.0"
"25-290-01-00-0030-0023-000","K 6 3 43 51","2.0"
"25-290-01-00-0030-0024-000","K 6 3 55  59","2.0"
"25-290-01-00-0030-0025-000","K 6 3 61","2.0"
"25-290-01-00-0030-0026-000","C 4 6 60","2.0"
"25-290-01-00-0030-0027-000","K 7 3 60","2.0"
"25-290-01-00-0030-0028-000","C 4 6 14 Cs Lo","2.0"
"25-290-01-00-0030-0029-000","C 4 6 08 12","1.0"
"25-290-01-00-0030-0030-000","C 4 6 72","2.0"
"25-290-01-00-0030-0033-901","K 7 3 64 APT 201","2.0"
"25-290-01-00-0030-0034-901","C 4 6 64 84 AP 301","3.0"
"25-290-01-00-0031-0001-000","K 6 4 81","3.0"
"25-290-01-00-0031-0002-000","C 5 6 08 14","3.0"
"25-290-01-00-0031-0006-000","C 5 6 38 44","3.0"
"25-290-01-00-0031-0007-000","C 5 6 46 58","2.0"
"25-290-01-00-0031-0008-000","C 5 6 64","3.0"
"25-290-01-00-0031-0009-000","C 5 6 70","3.0"
"25-290-01-00-0031-0010-000","K 7 C 5 4 64 72","3.0"
"25-290-01-00-0031-0011-000","K 7 4 60","2.0"
"25-290-01-00-0031-0012-000","K 7 4 32","2.0"
"25-290-01-00-0031-0014-000","K 7 4 12","2.0"
"25-290-01-00-0031-0015-000","K 7  02 C 4 6 71","2.0"
"25-290-01-00-0031-0016-000","C 4 6 49","2.0"
"25-290-01-00-0031-0017-000","C 4 6 37","2.0"
"25-290-01-00-0031-0020-000","K 6 4 27 39 41 45","2.0"
"25-290-01-00-0031-0023-000","K 6 4 65 67 69","2.0"
"25-290-01-00-0031-0024-000","K 6 4-61","3.0"
"25-290-01-00-0031-0025-000","C 4 6 51","2.0"
"25-290-01-00-0031-0027-000","C 4 6-07","2.0"
"25-290-01-00-0031-0028-000","C 4 6 15","2.0"
"25-290-01-00-0031-0029-000","C 4 6 19","3.0"
"25-290-01-00-0031-0030-000","C 4 6 25","2.0"
"25-290-01-00-0031-0031-000","C 4 6 31 35 LT","2.0"
"25-290-01-00-0031-0032-000","K 7 4 44","2.0"
