País,Código ISO país,Oficina de registro,Grupo edad,Edad (años),Área Conocimiento,Sub Area Conocimiento,Nivel Académico,Estado civil,Género,Etnia de la persona,Estatura (CM),Localización,Cantidad de personas
ALEMANIA,DEU,C. BERLIN,ADULTO MAYOR,60,NO INDICA,NO INDICA,POSTGRADO - MAESTRIA,CASADO,MASCULINO,NINGUNA,176,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,33,BELLAS ARTES,MÚSICA,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,35,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ECONOMÍA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO JOVEN,20,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,OTRO,163,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,37,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES",NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,44,NINGUNA,NINGUNA,NO INDICA,CASADO,MASCULINO,NINGUNA,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,32,"INGENIERÍA, ARQUITECTURA Y AFINES",ARQUITECTURA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,39,CIENCIAS DE LA SALUD,MEDICINA,POSTGRADO - ESPECIALIZACIÓN,DIVORCIADO,FEMENINO,OTRO,177,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,32,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA INDUSTRIAL Y AFINES,NO INDICA,CASADO,FEMENINO,NINGUNA,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,38,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN,PREGRADO - PROFESIONAL,CASADO,FEMENINO,NINGUNA,162,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO JOVEN,26,CIENCIAS SOCIALES Y HUMANAS,GEOGRAFÍA O HISTORIA,NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO JOVEN,26,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,OTRO,182,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,36,NO INDICA,NO INDICA,PREGRADO - TECNOLÓGICO,UNION_LIBRE,FEMENINO,NINGUNA,162,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,36,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA MECÁNICA Y AFINES,NO INDICA,CASADO,MASCULINO,NINGUNA,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,52,NINGUNA,NINGUNA,NO INDICA,CASADO,FEMENINO,NINGUNA,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,32,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA CIVIL Y AFINES,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,35,CIENCIAS DE LA SALUD,MEDICINA,POSTGRADO - MAESTRIA,UNION_LIBRE,FEMENINO,NINGUNA,160,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO MAYOR,66,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,CASADO,MASCULINO,NINGUNA,178,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO MAYOR,67,NO INDICA,NO INDICA,PREGRADO - TÉCNICO PROFESIONAL,SOLTERO,MASCULINO,OTRO,169,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,33,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,36,NO INDICA,NO INDICA,POSTGRADO - MAESTRIA,DESCONOCIDO,MASCULINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO JOVEN,28,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,155,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,33,MATEMÁTICAS Y CIENCIAS NATURALES,FÍSICA,POSTGRADO - DOCTORADO,SOLTERO,FEMENINO,NINGUNA,161,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO JOVEN,25,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,175,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO JOVEN,26,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,170,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,29,CIENCIAS SOCIALES Y HUMANAS,"FILOSOFÍA, TEOLOGÍA Y AFINES",NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,34,CIENCIAS DE LA SALUD,SALUD PÚBLICA,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO JOVEN,26,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA AGRÍCOLA, FORESTAL Y AFINES",NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO JOVEN,26,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,166,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,45,CIENCIAS DE LA SALUD,ENFERMERÍA,PREGRADO - TECNOLÓGICO,CASADO,MASCULINO,NINGUNA,168,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,34,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,161,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,55,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,30,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,156,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,32,BELLAS ARTES,DISEÑO,POSTGRADO - MAESTRIA,SOLTERO,FEMENINO,NINGUNA,178,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO JOVEN,28,CIENCIAS DE LA SALUD,INSTRUMENTACIÓN QUIRÚRGICA,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,40,NO INDICA,NO INDICA,POSTGRADO - MAESTRIA,SOLTERO,MASCULINO,NINGUNA,168,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,33,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ECONOMÍA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,35,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA ADMINISTRATIVA Y AFINES,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,178,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO MAYOR,60,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,155,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,50,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,160,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,45,CIENCIAS SOCIALES Y HUMANAS,PSICOLOGÍA Y AFINES,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,PRIMERA INFANCIA,4,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,40,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA CIVIL Y AFINES,POSTGRADO - MAESTRIA,CASADO,MASCULINO,OTRO,170,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO JOVEN,20,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,47,NO INDICA,NO INDICA,POSTGRADO - MAESTRIA,CASADO,FEMENINO,SIN ETNIA REGISTRADA,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,47,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,CASADO,MASCULINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,46,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,48,"INGENIERÍA, ARQUITECTURA Y AFINES",ARQUITECTURA,NO INDICA,CASADO,FEMENINO,NINGUNA,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,31,NO INDICA,AVIACIÓN,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,NINGUNA,175,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,37,CIENCIAS DE LA SALUD,MEDICINA,NO INDICA,CASADO,MASCULINO,NINGUNA,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(51.165691, 10.451526)",4
ALEMANIA,DEU,C. FRANKFURT,ADULTO,32,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA INDUSTRIAL Y AFINES,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(51.165691, 10.451526)",2
ALEMANIA,DEU,C. BERLIN,ADULTO JOVEN,24,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA INDUSTRIAL Y AFINES,NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO JOVEN,28,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ECONOMÍA,NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO JOVEN,28,CIENCIAS SOCIALES Y HUMANAS,PSICOLOGÍA Y AFINES,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,32,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,DESCONOCIDO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,39,MATEMÁTICAS Y CIENCIAS NATURALES,"BIOLOGÍA, MICROBIOLOGÍA Y AFINES",POSTGRADO - DOCTORADO,CASADO,FEMENINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,46,BELLAS ARTES,ARTES DRAMÁTICAS Y REPRESENTATIVAS,PREGRADO - PROFESIONAL,DIVORCIADO,MASCULINO,NINGUNA,178,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO JOVEN,27,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,170,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,32,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,NINGUNA,162,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,37,NO INDICA,NO INDICA,POSTGRADO - DOCTORADO,CASADO,FEMENINO,NINGUNA,166,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO JOVEN,20,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,145,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,31,MATEMÁTICAS Y CIENCIAS NATURALES,QUÍMICA Y AFINES,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,180,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,42,CIENCIAS DE LA SALUD,MEDICINA,NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,35,CIENCIAS SOCIALES Y HUMANAS,"PERIODISMO, COMUNICACIÓN SOCIAL Y AFINES",NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,31,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA AMBIENTAL, SANITARIA Y AFINES",NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,161,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,32,NO INDICA,NO INDICA,POSTGRADO - MAESTRIA,SOLTERO,MASCULINO,NINGUNA,167,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,32,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,OTRO,180,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,34,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,32,NO INDICA,NO INDICA,BACHILLERATO,CASADO,FEMENINO,SIN ETNIA REGISTRADA,174,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,38,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",CONTADURÍA PÚBLICA,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,29,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA CIVIL Y AFINES,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,186,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,29,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,39,MATEMÁTICAS Y CIENCIAS NATURALES,"BIOLOGÍA, MICROBIOLOGÍA Y AFINES",NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,170,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,37,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ECONOMÍA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,49,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,CASADO,MASCULINO,NINGUNA,170,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,32,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA QUÍMICA Y AFINES,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,36,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,NINGUNA,162,"(51.165691, 10.451526)",2
ALEMANIA,DEU,C. BERLIN,ADULTO,45,BELLAS ARTES,PUBLICIDAD Y AFINES,POSTGRADO - ESPECIALIZACIÓN,CASADO,FEMENINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,41,"INGENIERÍA, ARQUITECTURA Y AFINES",OTRAS INGENIERÍAS,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,177,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,58,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,NINGUNA,170,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,54,NO INDICA,NO INDICA,BACHILLERATO,CASADO,FEMENINO,SIN ETNIA REGISTRADA,157,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,48,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,41,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",CONTADURÍA PÚBLICA,NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,46,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,CASADO,FEMENINO,OTRO,163,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,39,CIENCIAS SOCIALES Y HUMANAS,OTROS ESTUDIOS EN CIENCIAS SOCIALES Y HUMANAS,PREGRADO - TECNOLÓGICO,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,163,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO JOVEN,27,CIENCIAS SOCIALES Y HUMANAS,"LENGUAS MODERNAS, FILOLOGÍA, LINGÜÍSTICA Y AFINES",NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO JOVEN,23,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES",NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,40,NO INDICA,NO INDICA,POSTGRADO - MAESTRIA,SOLTERO,FEMENINO,NINGUNA,161,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,31,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA INDUSTRIAL Y AFINES,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,155,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,54,CIENCIAS SOCIALES Y HUMANAS,OTROS ESTUDIOS EN CIENCIAS SOCIALES Y HUMANAS,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,156,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO JOVEN,28,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA ELECTRÓNICA, TELECOMUNICACIONES Y AFINES",NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,180,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,59,NO INDICA,NO INDICA,PREGRADO - TÉCNICO PROFESIONAL,CASADO,FEMENINO,OTRO,163,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO JOVEN,20,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(51.165691, 10.451526)",4
ALEMANIA,DEU,C. FRANKFURT,ADULTO MAYOR,93,NINGUNA,NINGUNA,NO INDICA,VIUDO,FEMENINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO JOVEN,26,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(51.165691, 10.451526)",2
ALEMANIA,DEU,C. BERLIN,ADULTO,32,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,42,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,DESCONOCIDO,-1,CIENCIAS DE LA SALUD,ODONTOLOGÍA,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,51,NINGUNA,NINGUNA,NO INDICA,CASADO,FEMENINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,34,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA CIVIL Y AFINES,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,186,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,45,NO INDICA,NO INDICA,POSTGRADO - MAESTRIA,DESCONOCIDO,FEMENINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO JOVEN,27,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,158,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,54,NINGUNA,NINGUNA,NO INDICA,CASADO,MASCULINO,NINGUNA,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,52,NO INDICA,NO INDICA,PREGRADO - TECNOLÓGICO,DESCONOCIDO,FEMENINO,OTRO,170,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,56,NINGUNA,NINGUNA,NO INDICA,CASADO,FEMENINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,45,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA INDUSTRIAL Y AFINES,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,163,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADOLESCENTE,14,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,41,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA AMBIENTAL, SANITARIA Y AFINES",PREGRADO - PROFESIONAL,UNION_LIBRE,MASCULINO,NINGUNA,184,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADOLESCENTE,16,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,115,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,49,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,CASADO,FEMENINO,NINGUNA,162,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,34,NO INDICA,NO INDICA,POSTGRADO - MAESTRIA,SOLTERO,MASCULINO,NINGUNA,176,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,43,NO INDICA,NO INDICA,POSTGRADO - ESPECIALIZACIÓN,CASADO,FEMENINO,NINGUNA,174,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO MAYOR,64,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,37,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,58,BELLAS ARTES,DISEÑO,NO INDICA,CASADO,MASCULINO,NINGUNA,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,29,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA ELECTRÓNICA, TELECOMUNICACIONES Y AFINES",NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO JOVEN,28,CIENCIAS DE LA SALUD,ENFERMERÍA,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,38,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,NO INDICA,CASADO,FEMENINO,NINGUNA,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,44,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,NO INDICA,CASADO,MASCULINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,33,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,153,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO JOVEN,28,MATEMÁTICAS Y CIENCIAS NATURALES,"BIOLOGÍA, MICROBIOLOGÍA Y AFINES",NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADULTO JOVEN,23,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO JOVEN,24,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA CIVIL Y AFINES,NO INDICA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,175,"(51.165691, 10.451526)",1
ALEMANIA,DEU,C. BERLIN,ADOLESCENTE,14,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,SIN ETNIA REGISTRADA,90,"(51.165691, 10.451526)",1
