departamento,codigodanedepartamento,municipio,codigodanemunicipio,tipoarea,sitio,ano,mes,rangoedad,grupoetnico,condicion,estado,genero,latitudcabecera,longitudcabecera,tipoevento,Ubicación,Actividad
CALDAS,17,SAMANÁ,17662,Rural,Vereda Cuchilla Villalobos,2006,9,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.610278,-75.010556,Sin informacion,"(5.610278, -75.010556)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Vereda La Tulia,2005,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.571944,-74.983889,Sin informacion,"(5.571944, -74.983889)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Vereda La Tulia,2005,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.571944,-74.983889,Sin informacion,"(5.571944, -74.983889)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Vereda La Tulia,2005,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.571944,-74.983889,Sin informacion,"(5.571944, -74.983889)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Sitio El Dorado,2006,7,Mayor de 18 años,No,Civil,Muerto,Masculino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)",Manipulación
CALDAS,17,SAMANÁ,17662,Rural,Sitio El Convenio,2006,10,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.443056,-75.0725,Sin informacion,"(5.443056, -75.0725)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Vereda La Reina,2004,6,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.596667,-75.061389,Sin informacion,"(5.596667, -75.061389)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Vereda La Tulia,2005,4,Menor de 18 años,No,Civil,Herido,Femenino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)","Pasando, estando cerca"
CALDAS,17,SAMANÁ,17662,Rural,Vereda Cristales,2005,11,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.584444,-75.076944,Sin informacion,"(5.584444, -75.076944)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Vereda Cristales,2005,11,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,5.584444,-75.076944,Sin informacion,"(5.584444, -75.076944)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Corregimiento De San Diego,2004,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.68444444444444,-74.9477777777778,Sin informacion,"(5.68444444444444, -74.9477777777778)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,"Finca El Convenio, Vereda Yarumal",2006,7,Menor de 18 años,No,Civil,Muerto,Masculino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)","Pasando, estando cerca"
CALDAS,17,SAMANÁ,17662,Rural,Arabia,2007,8,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.671667,-75.006389,Sin informacion,"(5.671667, -75.006389)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Vereda Las Gaviotas,2006,7,Mayor de 18 años,No,Civil,Herido,Masculino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)",Sin Información
CALDAS,17,SAMANÁ,17662,Rural,Vereda Las Gaviotas,2006,7,Mayor de 18 años,No,Civil,Herido,Masculino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)",Sin Información
CALDAS,17,SAMANÁ,17662,Rural,"Vereda Dulce, Corregimiento Florencia",2006,6,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.5225,-74.999167,Sin informacion,"(5.5225, -74.999167)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,"Vereda Dulce, Corregimiento Florencia",2006,6,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,5.5225,-74.999167,Sin informacion,"(5.5225, -74.999167)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Quiebra Del Caballo,2005,8,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.594167,-75.066944,Sin informacion,"(5.594167, -75.066944)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Vereda Yarumal,2006,10,Mayor de 18 años,No,Civil,Herido,Masculino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)","Pasando, estando cerca"
CALDAS,17,SAMANÁ,17662,Rural,Vereda San Lucas,2006,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Vereda San Lucas,2006,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Sin información,2003,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Vereda Cristales,2005,7,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Sitio La Estrella,2006,8,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.516667,-75.035833,Sin informacion,"(5.516667, -75.035833)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Vereda Cristales,2005,7,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Vereda Cristales,2005,7,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Vereda El Jardín,2005,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.556667,-75.068056,Sin informacion,"(5.556667, -75.068056)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Campo Alegre,2007,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.669167,-75.009167,Sin informacion,"(5.669167, -75.009167)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Vereda La Abundancia,2003,10,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Vereda La Abundancia,2003,10,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Samana,2006,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)","Pasando, estando cerca"
CALDAS,17,SAMANÁ,17662,Rural,Corregimiento Florencia,2005,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.586389,-75.041944,Sin informacion,"(5.586389, -75.041944)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Corregimiento Florencia,2005,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.586389,-75.041944,Sin informacion,"(5.586389, -75.041944)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,La Tulia,2006,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,La Tulia,2006,4,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,La Tulia,2006,4,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,La Tulia,2006,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,La Tulia,2006,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,La Tulia,2006,4,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,La Tulia,2006,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Sin información,2004,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Vereda San Vicente,2006,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.530278,-75.070278,Sin informacion,"(5.530278, -75.070278)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Sitio Yarumal,2006,9,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.436667,-75.049167,Sin informacion,"(5.436667, -75.049167)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Vereda Los Cristales,2005,8,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Sitio Quiebra Del Abejorro,2006,11,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.593889,-75.013056,Sin informacion,"(5.593889, -75.013056)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Sin información,2005,8,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Sin información,2005,8,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Vereda Cristales,2003,6,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Veredas La Alejandría Y La Armenia,2007,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Veredas La Alejandría Y La Armenia,2007,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Veredas La Alejandría Y La Armenia,2007,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Vereda Los Cristales,2004,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.614167,-75.062778,Sin informacion,"(5.614167, -75.062778)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Sitio Quebrada Seca,2007,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.665556,-75.001944,Sin informacion,"(5.665556, -75.001944)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Vereda Lejanias,2005,7,Mayor de 18 años,No,Civil,Muerto,Masculino,5.569694444444444,-75.02302777777778,Sin informacion,"(5.569694444444444, -75.02302777777778)","Pasando, estando cerca"
CALDAS,17,SAMANÁ,17662,Rural,Vereda Encimadas,2006,8,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Sin información,2007,10,Menor de 18 años,No,Civil,Herido,Masculino,5.411801,-74.989572,Sin informacion,"(5.411801, -74.989572)",Sin Información
CALDAS,17,SAMANÁ,17662,Rural,Sin información,2003,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.41547399466,-74.9949165329,Sin informacion,"(5.41547399466, -74.9949165329)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,Vereda La Reina,2005,7,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,5.415474,-74.994917,Sin informacion,"(5.415474, -74.994917)",Fuerza pública
CALDAS,17,SAMANÁ,17662,Rural,VEREDA VIBORAL,2004,7,Menor de 18 años,No,Civil,Herido,Masculino,5.41547399466,-74.9949165329,Cerros,"(5.41547399466, -74.9949165329)","Pasando, estando cerca"
