"date_approved","company_name","projected_investment","entity","incentive_type","edge_loangrant_amount","dev_loan_approval","dev_loan_amount","storefront_grant_approval","storefront_grant_amount","retail_forgivable_loan_approval","retail_forgivable_loan_amount","office_grant_approval","office_grant_amount","other_grant_approval","other_grant_amount","location_1_zip","location_1_city","location_1_state","location_1_address","location_1"
"2016-06-15T00:00:00.000","ServiceMaster Global Holdings, Inc.","36000000","EDGE","PILOT",,,,,,,,,,,,"38103","Memphis","TN","150 Peabody Place","POINT (-90.051844 35.14039)"
"2016-06-15T00:00:00.000","TAG Truck Enterprises, LLC","27810000","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","4430 American Way","POINT (-89.914659 35.071904)"
"2016-06-15T00:00:00.000","Turner Holdings, L.L.C.","8810800","EDGE","PILOT",,,,,,,,,,,,"38104","Memphis","TN","2040 Madison Avenue","POINT (-89.992966 35.136948)"
"2016-07-06T00:00:00.000","Success Barber College","41632","EDGE","Inner City Economic Development Loan","25000",,,,,,,,,,,"38116","Memphis","TN","1642 Shelby Drive","POINT (-90.009012 35.021086)"
"2016-08-17T00:00:00.000","Central Station (2015)","55000000","DMC","Storefront Grant, Other Grant",,,,"2016-08-17T00:00:00.000","125000",,,,,"2015-09-16T00:00:00.000","200000",,"Memphis","TN","545 S MAIN ST","POINT (-90.059 35.132075)"
"2016-09-07T00:00:00.000","April House Premiere","18132","EDGE","Inner City Economic Development Loan","8255",,,,,,,,,,,"38115","Moriah Memphis","TN","5650 Mt",
"2016-09-07T00:00:00.000","Neighborhood Grocery","30500","EDGE","Inner City Economic Development Loan","18278",,,,,,,,,,,"38106","Memphis","TN","1362 South Main Street","POINT (-90.060087 35.110205)"
"2016-09-07T00:00:00.000","Dru's Place","25410","EDGE","Inner City Economic Development Loan","16940",,,,,,,,,,,"38104","Memphis","TN","1474 Madison Avenue","POINT (-90.012112 35.138503)"
"2016-09-21T00:00:00.000","W.M. Barr & Company, Inc.","12000000","EDGE","PILOT",,,,,,,,,,,,"38106","Memphis","TN","2105 Channel Avenue","POINT (-90.112668 35.089265)"
"2016-10-12T00:00:00.000","Arnold's BBQ and Grill","29512","DMC","Storefront Grant",,,,"2016-10-12T00:00:00.000","29512",,,,,,,,"Memphis","TN","320 MONROE AVE","POINT (-90.04611 35.142306)"
"2016-11-02T00:00:00.000","South Memphis Alliance","38200","EDGE","Inner City Economic Development Loan","20000",,,,,,,,,,,"38106","Memphis","TN","1231 Walker Ave","POINT (-90.020859 35.118373)"
"2016-11-02T00:00:00.000","Knowledge Quest","30040","EDGE","Inner City Economic Development Loan","20000",,,,,,,,,,,"38126","Memphis","TN","590 Jennette Place","POINT (-90.042234 35.118641)"
"2016-11-02T00:00:00.000","Three Sisters Deli","42508","EDGE","Inner City Economic Development Loan","18946",,,,,,,,,,,"38107","Memphis","TN","1392 Kney St","POINT (-90.022205 35.17802)"
"2016-11-16T00:00:00.000","International Distributors USA, Inc.","6475334","EDGE","PILOT",,,,,,,,,,,,"38141","Memphis","TN","4770 Hickory Hill Road","POINT (-89.866237 35.018355)"
"2017-02-01T00:00:00.000","Park Place Recycling & Logistics","30000","EDGE","Inner City Economic Development Loan","20000",,,,,,,,,,,"38126","Memphis","TN","815 East Georgia Avenue","POINT (-90.034201 35.129065)"
"2017-02-01T00:00:00.000","Champion's Pharmacy and Herb Store","33600","EDGE","Inner City Economic Development Loan","20000",,,,,,,,,,,"38106","Memphis","TN","2369 Elvis Presley Boulevard","POINT (-90.018921 35.080638)"
"2017-02-14T00:00:00.000","Arrive Hotel","14206000","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","TN","484 S FRONT ST","POINT (-90.060762 35.134321)"
"2017-02-15T00:00:00.000","NuVasive, Inc.","116402606","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","4670 East Shelby Drive","POINT (-89.906079 35.020625)"
"2017-02-24T00:00:00.000","Sedgwick Claims Management Services, Inc.","33538400","EDGE","PILOT",,,,,,,,,,,,"38125","Memphis","TN","8155 T and B Boulevard","POINT (-89.79095 35.05945)"
"2017-03-15T00:00:00.000","City Feed at Carolina Watershed","57550","DMC","Storefront Grant",,,,"2017-03-15T00:00:00.000","57550",,,,,,,,"Memphis","TN","134 E CAROLINA AVE","POINT (-90.057511 35.128139)"
"2017-03-15T00:00:00.000","City of Memphis - TDZ Revenue Refunding Bonds","200758000","EDGE","Bond","158240000",,,,,,,,,,,"38103",,,,"POINT (-90.053792 35.150736)"
"2017-04-11T00:00:00.000","Oden Headquarters","3600000","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","TN","158 VANCE AVE","POINT (-90.055081 35.136248)"
"2017-04-19T00:00:00.000","Ebrofrost North America, Inc.","25914467","EDGE","PILOT",,,,,,,,,,,,"38106","Memphis","TN","2360 Prospect Street","POINT (-90.037071 35.082645)"
"2017-04-19T00:00:00.000","Nucor Steel Memphis, Inc.","8100000","EDGE","PILOT",,,,,,,,,,,,"38106","Memphis","TN","2315 Pier Street","POINT (-90.125608 35.083213)"
"2017-05-17T00:00:00.000","Neighborhood Docs","3744919","EDGE","PILOT",,,,,,,,,,,,"38114","Memphis","TN","2829 Lamar Ave","POINT (-89.96826 35.092934)"
"2017-05-17T00:00:00.000","SPV-NA1, LLC (dba, NouriTech)","120000000","EDGE","PILOT",,,,,,,,,,,,"38106","Memphis","TN","2330 Buoy Street","POINT (-90.135473 35.082799)"
"2017-05-17T00:00:00.000","Cargill Inc.","20000000","EDGE","PILOT",,,,,,,,,,,,"38106","Memphis","TN","2330 Buoy Street","POINT (-90.135473 35.082799)"
"2017-06-07T00:00:00.000","HopeWorks","43677","EDGE","Inner City Economic Development Loan","20000",,,,,,,,,,,"38122","Memphis","TN","3337 Summer Avenue","POINT (-89.949751 35.149387)"
"2017-06-07T00:00:00.000","Orca Printing","28500","EDGE","Inner City Economic Development Loan","19000",,,,,,,,,,,"38116","Memphis","TN","1808 Septmeber Avenue","POINT (-90.003463 35.054597)"
"2017-06-21T00:00:00.000","Frayser Gateway","16080000","EDGE","PILOT",,,,,,,,,,,,"38127","Memphis","TN","2571 North Hollywood","POINT (-89.975873 35.195955)"
"2017-06-21T00:00:00.000","Southbrook Towne Center","7700000","EDGE","Bond","2142850",,,,,,,,,,,"38116","Memphis","TN","1212 E Shelby Dr","POINT (-90.022514 35.021016)"
"2017-07-19T00:00:00.000","55 S. Main St. Storefront Renovation","179063","DMC","Storefront Grant",,,,"2017-07-19T00:00:00.000","73416",,,,,,,,"Memphis","TN","55 S MAIN ST","POINT (-90.053448 35.143661)"
"2017-07-19T00:00:00.000","The Marshall","150000","DMC","Storefront Grant",,,,"2017-07-19T00:00:00.000","60000",,,,,,,,"Memphis","TN","672 MARSHALL AVE","POINT (-90.038477 35.139611)"
"2017-07-19T00:00:00.000","Makowsky Ringel Greenberg, LLC","14075497","EDGE","PILOT",,,,,,,,,,,,"38104","Memphis","TN","1835 Madison Ave","POINT (-90.0001 35.13774)"
"2017-07-19T00:00:00.000","Thomas & Betts Corp.","20750000","EDGE","PILOT",,,,,,,,,,,,"38120","Memphis","TN","860 Ridge Lake Boulevard","POINT (-89.867944 35.10699)"
"2017-07-19T00:00:00.000","26 S. Main Façade Renovation","470947","DMC","Storefront Grant",,,,"2017-07-19T00:00:00.000","100000",,,,,,,,"Memphis","TN","26 S MAIN ST","POINT (-90.053099 35.144472)"
"2017-08-08T00:00:00.000","Bakery Apartments & Edge Redevelopment","73061578","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","TN","400 MONROE AVE","POINT (-90.043856 35.141714)"
"2017-09-06T00:00:00.000","Soulsville Market","36992","EDGE","Inner City Economic Development Loan","20000",,,,,,,,,,,"38106","Memphis","TN","745 East McLemore","POINT (-90.037358 35.115644)"
"2017-09-06T00:00:00.000","Stylist Salon","22635","EDGE","Inner City Economic Development Loan","15000",,,,,,,,,,,"38127","Memphis","TN","3240 North Watkins","POINT (-90.003555 35.214119)"
"2017-09-20T00:00:00.000","Overton Square LLC","24200000","EDGE","PILOT",,,,,,,,,,,,,,,,
"2017-09-20T00:00:00.000","AVT Beckett Elevator USA, Inc.","3575000","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","4949 East Raines Road","POINT (-89.898032 35.035133)"
"2017-10-10T00:00:00.000","Archimania Offices (Cooper St)","2870420","DMC","PILOT",,,,,,,,,,,,"38104","Memphis","TN","663 S COOPER ST","POINT (-89.990662 35.127676)"
"2017-10-10T00:00:00.000","999 S Cooper","3241700","DMC","PILOT",,,,,,,,,,,,"38104","Memphis","TN","999 S COOPER ST","POINT (-89.991145 35.1183)"
"2017-10-18T00:00:00.000","Amazon.com.dedc, LLC","62999206","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","3292 Holmes Road","POINT (-89.94927 35.006152)"
"2017-10-18T00:00:00.000","Pfizer Inc.","21252733","EDGE","PILOT",,,,,,,,,,,,"38120","Memphis","TN","949 South Shady Grove","POINT (-89.859323 35.105293)"
"2017-10-18T00:00:00.000","1544 Madison Partners","24775069","EDGE","PILOT",,,,,,,,,,,,"38104","Memphis","TN","1544 Madison Ave","POINT (-90.009663 35.138267)"
"2017-11-15T00:00:00.000","PeroxyChem LLC","9602700","EDGE","PILOT",,,,,,,,,,,,"38127","Memphis","TN","335 Stiles Drive",
"2017-12-06T00:00:00.000","Lula's Frozen Treats","18000","EDGE","EDGE Loan Fund Loan","18000",,,,,,,,,,,"38127","Memphis","TN","1750 Frayser Boulevard","POINT (-90.005261 35.217619)"
"2017-12-06T00:00:00.000","Memphis Magnetic Recording Company","51156","EDGE","Inner City Economic Development Loan","20000",,,,,,,,,,,"38126","Memphis","TN","618 Vance Avenue","POINT (-90.041137 35.134413)"
"2017-12-06T00:00:00.000","NH Owens & Sons Funeral Home","30951","EDGE","Inner City Economic Development Loan","18000",,,,,,,,,,,"38112","Memphis","TN","421 Scott Street","POINT (-89.967222 35.144135)"
"2017-12-20T00:00:00.000","Agilent Technologies","7544240","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","5050 Holmes Road","POINT (-89.895491 35.005982)"
"2017-12-20T00:00:00.000","Technicolor Videocassette of Michigan, Inc.","151209400","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","5215 Lamar Ave","POINT (-89.89038 35.010297)"
"2018-01-17T00:00:00.000","The Northwest Company LLC","5716400","EDGE","PILOT",,,,,,,,,,,,,"Memphis","TN","4755 Southpoint Drive","POINT (-89.905969 35.01521)"
"2018-02-02T00:00:00.000","1 S Main St Exterior Improvements","250745","DMC","Storefront Grant",,,,,"100000",,,,,,,"38103","Memphis","TN","1 S MAIN ST","POINT (-90.052853 35.145072)"
"2018-02-13T00:00:00.000","Flats at Overton Square","1912826","DMC","PILOT",,,,,,,,,,,,"38106","Memphis","TN","0 DIANA ST",
"2018-02-13T00:00:00.000","529 S Front St.","1636350","DMC","PILOT",,,,,,,,,,,,"38104","Memphis","TN","529 S FRONT ST","POINT (-90.060807 35.133001)"
"2018-02-21T00:00:00.000","The Pocket","50673","DMC","Storefront Grant",,,,,"25336",,,,,,,"38108","Memphis","TN","115 UNION AVE","POINT (-90.053052 35.143071)"
"2018-02-21T00:00:00.000","DCA Headquarters","200000","DMC","Development Loan, Storefront Grant",,,"100000",,"44941",,,,,,,"38105","Memphis","TN","11 HULING AVE","POINT (-90.060514 35.136599)"
"2018-03-07T00:00:00.000","Family Multiplex Center","51409","EDGE","Inner City Economic Development Loan","20000",,,,,,,,,,,"38127","Memphis","TN","1029 Whitney Avenue","POINT (-90.029636 35.210562)"
"2018-03-07T00:00:00.000","Kemet Nu Enterprises","90000","EDGE","Inner City Economic Development Loan","15000",,,,,,,,,,,"38126","Memphis","TN","990 Mississippi Boulevard","POINT (-90.038988 35.1199)"
"2018-03-21T00:00:00.000","Onyx Medical LLC","10999800","EDGE","PILOT",,,,,,,,,,,,"38134","Memphis","TN","1800 North Shelby Oaks Drive","POINT (-89.855106 35.174395)"
"2018-03-21T00:00:00.000","Barrett Distribution Centers, LLC","22100307","EDGE","PILOT",,,,,,,,,,,,"38141","Memphis","TN","6100 East Holmes Road","POINT (-89.862255 35.005816)"
"2018-04-18T00:00:00.000","Franklin Sports","16410000","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","E Holmes",
"2018-04-18T00:00:00.000","OMO Energy and Technology Inc","3098000","EDGE","PILOT",,,,,,,,,,,,"38106","Memphis","TN","2560 Channel Drive","POINT (-90.124759 35.082534)"
"2018-04-18T00:00:00.000","Hotel Indigo","5000000","DMC","Storefront Grant",,,,,"80000",,,,,,,"38107","Memphis","TN","28 N 3RD ST","POINT (-90.049976 35.145362)"
"2018-04-18T00:00:00.000","Enclara Pharmacia Inc","11649445","EDGE","PILOT",,,,,,,,,,,,"38133","Memphis","TN","2525 Horizon Lake Drive","POINT (-89.797344 35.195037)"
"2018-05-16T00:00:00.000","Mimeo.com, Inc","13469000","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","3350 Miac Cove","POINT (-89.940646 35.05725)"
"2018-05-16T00:00:00.000","JD USA Shopping Center, dba The Whitehaven Landing","3734928","EDGE","PILOT",,,,,,,,,,,,"38116","Memphis","TN","1232 East Shelby Drive","POINT (-90.023361 35.021017)"
"2018-05-16T00:00:00.000","William R Moore College Technology","3396000","EDGE","PILOT",,,,,,,,,,,,"38115","Memphis","TN","2785 South Mendenhall","POINT (-89.88539 35.07288)"
"2018-05-16T00:00:00.000","Edge Motor Museum","1400000","DMC","Storefront Grant",,,,"2018-05-16T00:00:00.000","60000",,,,,,,"38106","Memphis","TN","645 MARSHALL AVE","POINT (-90.039352 35.140352)"
"2018-05-29T00:00:00.000","27 W Carolina","7740437","DMC","PILOT",,,,,,,,,,,,"38104","Memphis","TN","27 W CAROLINA AVE","POINT (-90.062644 35.128263)"
"2018-06-12T00:00:00.000","Canopy Hotel","42972661","DMC","PILOT",,,,,,,,,,,,"38105","Memphis","TN","164 UNION AVE","POINT (-90.051457 35.142647)"
"2018-06-12T00:00:00.000","Museum Lofts","9270000","DMC","PILOT",,,,,,,,,,,,"38107","Memphis","TN","138 HULING AVE","POINT (-90.057317 35.13503)"
"2018-06-20T00:00:00.000","Thrive at the Park","22255410","EDGE","PILOT",,,,,,,,,,,,"38112","Memphis","TN","0 East Parkway",
"2018-06-20T00:00:00.000","Southgate Center","6802200","EDGE","PILOT",,,,,,,,,,,,"38109","Memphis","TN","1897 South Third Street","POINT (-90.055924 35.094631)"
"2018-06-20T00:00:00.000","Broad Ave Tower Development","51100000","EDGE","PILOT",,,,,,,,,,,,"38112","Memphis","TN","2542 Broad Ave","POINT (-89.974419 35.147907)"
"2018-07-10T00:00:00.000","18 S. Main","4696029","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","TN","18 S MAIN ST","POINT (-90.053035 35.144622)"
"2018-07-10T00:00:00.000","The Inn at Beale Street","16087750","DMC","PILOT",,,,,,,,,,,,"38108","Memphis","TN","380 BEALE ST","POINT (-90.048875 35.139253)"
"2018-07-11T00:00:00.000","Castle Retail Group","1087500","EDGE","Inner City Economic Development Loan","100000",,,,,,,,,,,"38109","Memphis","TN","1977 South Third Street","POINT (-90.056048 35.093474)"
"2018-07-18T00:00:00.000","Karen Adams Design","319868","DMC","Storefront Grant",,,,"2018-07-18T00:00:00.000","60000",,,,,,,"38109","Memphis","TN","647 MADISON AVE","POINT (-90.039379 35.141592)"
"2018-07-25T00:00:00.000","JNJ Logistics LLC","20575000","EDGE","PILOT",,,,,,,,,,,,"38115","Memphis","TN","5000 AMERICAN WAY","POINT (-89.891908 35.076902)"
"2018-08-01T00:00:00.000","Memphis Area Youth Association","32743","EDGE","Inner City Economic Development Loan","20000",,,,,,,,,,,"38116","Memphis","TN","5395 Elvis Presley Boulevard","POINT (-90.025327 35.001097)"
"2018-08-01T00:00:00.000","Eggxactly Breakfast & Deli","33509","EDGE","Inner City Economic Development Loan","20000",,,,,,,,,,,"38116","Memphis","TN","1248 Marlin Road","POINT (-90.02226 35.034185)"
"2018-08-08T00:00:00.000","Slider Inn Downtown","122915","DMC","Storefront Grant",,,,"2018-08-08T00:00:00.000","60000",,,,,,,"38103","Memphis","TN","0 S MAIN ST",
"2018-08-15T00:00:00.000","226 S. Lauderdale","407715","DMC","Development Loan, Storefront Grant",,"2018-08-15T00:00:00.000","200000",,,,,,,,,"38103","Memphis","TN","226 S LAUDERDALE ST","POINT (-90.043256 35.137406)"
"2018-08-15T00:00:00.000","All World Headquarters","856004","DMC","Development Loan, Storefront Grant",,"2018-08-15T00:00:00.000","178290","2017-03-15T00:00:00.000","80000",,,,,,,"38103","Memphis","TN","60 N 3RD ST","POINT (-90.049614 35.146272)"
"2018-09-04T00:00:00.000","1619 Monroe","2253411","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","TN","1619 MONROE AVE","POINT (-90.00727 35.136983)"
"2018-09-04T00:00:00.000","80 Virginia","3847082","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","TN","82 W VIRGINIA AVE","POINT (-90.064382 35.125853)"
"2018-09-19T00:00:00.000","Karen Adams Design","1502800","DMC","Development Loan, Storefront Grant",,"2018-09-19T00:00:00.000","200000",,,,,,,,,"38103","Memphis","TN","647 MADISON AVE","POINT (-90.039379 35.141592)"
"2018-10-09T00:00:00.000","64 S. Main","2390757","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","TN","64 S MAIN ST","POINT (-90.05351 35.143501)"
"2018-10-17T00:00:00.000","Carpenter Law","122030","DMC","Storefront Grant",,,,"2018-10-17T00:00:00.000","61015",,,,,,,"38103","Memphis","TN","386 BEALE ST","POINT (-90.048385 35.139203)"
"2018-11-13T00:00:00.000","Malone Park Commons","2159763","DMC","PILOT, Development Loan",,"2018-11-14T00:00:00.000","200000",,,,,,,,,"38103","Memphis","TN","0 N 2ND ST",
"2018-11-13T00:00:00.000","The Marine Hospital Residence","18736056","DMC","PILOT, Development Loan",,"2018-11-14T00:00:00.000","300000",,,,,,,,,"38103","Memphis","TN","360 METAL MUSEUM DR","POINT (-90.073774 35.123016)"
"2018-11-15T00:00:00.000","Mark Anthony Brewing Company","11456473","EDGE","PILOT",,,,,,,,,,,,"38115","Memphis","TN","5625 Challenge Drive","POINT (-89.87617 35.039794)"
"2018-12-05T00:00:00.000","Scott Street, LLC dba S2F Performance Lab","123585","EDGE","Inner City Economic Development Loan","22000",,,,,,,,,,,"38112","Memphis","TN","678 Scott Street","POINT (-89.967015 35.150835)"
"2018-12-11T00:00:00.000","Wiseacre Brewing","9850000","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","TN","338 S 3RD ST","POINT (-90.054509 35.1356)"
"2018-12-19T00:00:00.000","Indigo Ag","5214088","EDGE","PILOT",,,,,,,,,,,,"38103","Memphis","TN","175 Toyota Plaza","POINT (-90.050326 35.143422)"
"2018-12-19T00:00:00.000","Power Transport","1675000","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","4070 Viscount Avenue","POINT (-89.927859 35.048836)"
"2018-12-19T00:00:00.000","Young Men's Christian Association","7500000","EDGE","Bond","7500000",,,,,,,,,,,"38120","Memphis","TN","6375 North Quail Hollow Road","POINT (-89.850906 35.104541)"
"2018-12-19T00:00:00.000","Arcade Renovation & Expansion","778806","DMC","Development Loan, Storefront Grant",,"2018-12-19T00:00:00.000","200000","2018-12-19T00:00:00.000","60000",,,,,,,"38103","Memphis","TN","540 S MAIN ST","POINT (-90.059007 35.132579)"
"2018-12-19T00:00:00.000","Century Tree Cider Co.","506075","DMC","Storefront Grant",,,,"2018-12-19T00:00:00.000","60000",,,,,,,"38103","Memphis","TN","484 UNION AVE","POINT (-90.041206 35.139925)"
"2019-01-16T00:00:00.000","Riviana Foods Inc.","21536839","EDGE","PILOT",,,,,,,,,,,,"38106","Memphis","TN","2314 South Lauderdale Street","POINT (-90.044186 35.082847)"
"2019-01-16T00:00:00.000","Grind City Brewing","11300000","DMC","Storefront Grant",,,,"2019-01-16T00:00:00.000","55697",,,,,,,"38107","Memphis","TN","83 WATERWORKS AVE","POINT (-90.044187 35.169648)"
"2019-01-16T00:00:00.000","The Gem on South Main Street","2673291","DMC","NOTE: Status= ""Fell through"" - Development",,"2019-01-16T00:00:00.000","200000",,,,,,,,,"38103","Memphis","TN","345 S MAIN ST","POINT (-90.057289 35.136819)"
"2019-01-16T00:00:00.000","The Medicine Factory","385000","DMC","Development Loan",,"2019-01-16T00:00:00.000","150000",,,,,,,,,"38103","Memphis","TN","85 W VIRGINIA AVE","POINT (-90.064652 35.12586)"
"2019-02-12T00:00:00.000","FedEx Logistics HQ","62522503","DMC","PILOT, Other Loan",,,,,,,,,,"2019-02-12T00:00:00.000","1000000","38103","Memphis","TN","145 GEORGE W LEE AVE","POINT (-90.05253 35.13871)"
"2019-02-14T00:00:00.000","Fedex Logistics, Inc","47300000","EDGE","Other Grant","2000000",,,,,,,,,,,"38103","Memphis","TN","145 George W. Lee Ave","POINT (-90.05253 35.13871)"
"2019-03-06T00:00:00.000","Trap Fusion","21750","EDGE","Inner City Economic Development Loan","14500",,,,,,,,,,,"38116","Memphis","TN","4637 Boeingshire Dr.","POINT (-89.99698 35.022165)"
"2019-03-06T00:00:00.000","Warehouse Studios, LLC","73135","EDGE","Inner City Economic Development Loan","20000",,,,,,,,,,,"38126","Memphis","TN","358 Walnut Street","POINT (-90.035023 35.132735)"
"2019-03-12T00:00:00.000","185 Union Ave.","65825000","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","TN","185 UNION AVE","POINT (-90.050677 35.142426)"
"2019-03-20T00:00:00.000","Memphis Magnetic Recording","37793","DMC","BGN Grant",,,,,,,,,,"2019-03-20T00:00:00.000","28344","38126","Memphis","TN","618 VANCE AVE","POINT (-90.041137 35.134413)"
"2019-03-20T00:00:00.000","Mollie Fontaine Lounge Exterior Improvements","124450","DMC","Storefront Grant",,,,"2019-03-20T00:00:00.000","60000",,,,,,,"38105","Memphis","TN","679 ADAMS AVE","POINT (-90.037963 35.14453)"
"2019-03-20T00:00:00.000","NAACP Renovation","80850","DMC","BGN Grant",,,,,,,,,,"2019-03-20T00:00:00.000","80850","38126","Memphis","TN","588 VANCE AVE","POINT (-90.042348 35.134532)"
"2019-03-20T00:00:00.000","Pillow-McIntyre House","338621","DMC","Development Loan",,"2019-03-20T00:00:00.000","156765",,,,,,,,,"38105","Memphis","TN","707 ADAMS AVE","POINT (-90.036939 35.144256)"
"2019-04-09T00:00:00.000","189 Barksdale","2431191","DMC","PILOT",,,,,,,,,,,,"38104","Memphis","TN","189 S BARKSDALE ST","POINT (-89.998796 35.134036)"
"2019-04-09T00:00:00.000","Poplar Art Lofts","16065000","DMC","PILOT",,,,,,,,,,,,"38104","Memphis","TN","1935 POPLAR AVE","POINT (-89.99584 35.142275)"
"2019-04-17T00:00:00.000","Cleveland Track Materials","6030000","EDGE","PILOT",,,,,,,,,,,,"38109","Memphis","TN","391 East Mallory Ave.","POINT (-90.048724 35.086392)"
"2019-04-17T00:00:00.000","JM Smucker LLC","8800000","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","4740 Burbank Road","POINT (-89.905733 35.041564)"
"2019-04-24T00:00:00.000","150 Madison Ave","376300","DMC","Development Loan, Storefront Grant",,"2019-04-24T00:00:00.000","200000","2019-04-24T00:00:00.000","60000",,,,,,,"38103","Memphis","TN","150 MADISON AVE","POINT (-90.051099 35.14475)"
"2019-04-24T00:00:00.000","425 - 427 Madison","876500","DMC","Development Loan, Storefront Grant",,"2019-04-24T00:00:00.000","200000","2019-04-24T00:00:00.000","60000",,,,,,,"38103","Memphis","TN","427 MADISON AVE","POINT (-90.042312 35.142366)"
"2019-05-01T00:00:00.000","Al's Tasty Burger","38510","EDGE","Inner City Economic Development Loan","20000",,,,,,,,,,,"38106","Memphis","TN","965 East McLemore Ave","POINT (-90.030025 35.115482)"
"2019-05-01T00:00:00.000","Mystic Styles Glam Studio","44862","EDGE","Inner City Economic Development Loan","12000",,,,,,,,,,,"38116","Memphis","TN","4466 Elvis Presley Blvd","POINT (-90.025178 35.026225)"
"2019-05-07T00:00:00.000","Peabody Falls","7007310","DMC","PILOT",,,,,,,,,,,,"38104","Memphis","TN","0 DIANA ST",
"2019-05-15T00:00:00.000","Pandrol USA","9291200","EDGE","PILOT",,,,,,,,,,,,"38116","Memphis","TN","611 Winchester Road","POINT (-90.043923 35.05482)"
"2019-05-15T00:00:00.000","BAM Thrift Store","94579","DMC","Storefront Grant",,,,"2019-05-15T00:00:00.000","47289",,,,,,,"38104","Memphis","TN","1340 MADISON AVE","POINT (-90.016747 35.138949)"
"2019-06-19T00:00:00.000","AutoZone Parts Inc.","145488960","EDGE","PILOT",,,,,,,,,,,,"38103","Memphis","TN","100 South Front Street","POINT (-90.055227 35.142682)"
"2019-06-19T00:00:00.000","124 Newsroom","1856286","DMC","Development Loan, Storefront Grant",,"2019-06-19T00:00:00.000","200000","2019-06-19T00:00:00.000","80000",,,,,,,"38103","Memphis","TN","120 MONROE AVE","POINT (-90.052393 35.143987)"
"2019-06-19T00:00:00.000","South Main Vacant Lot Activation","82615","DMC","Other Grant",,,,,,,,,,"2019-06-19T00:00:00.000","82615","38103","Memphis","TN","539 S FRONT ST","POINT (-90.060808 35.132672)"
"2019-07-10T00:00:00.000","Vann Cut","32737","EDGE","Inner City Economic Development Loan","20000",,,,,,,,,,,"38127","Memphis","TN","2546 North Watkins Street","POINT (-90.007909 35.195069)"
"2019-07-10T00:00:00.000","Tamboli's Pasta and Pizza","67506","EDGE","Inner City Economic Development Loan","20000",,,,,,,,,,,"38104","Memphis","TN","1761 Madison Ave.","POINT (-90.002688 35.138029)"
"2019-07-17T00:00:00.000","FR8 Zone Inc.","11550000","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","4173 BF Goodrich Blvd","POINT (-89.920587 35.034273)"
"2019-07-17T00:00:00.000","The Grove Studios","2575000","EDGE","PILOT",,,,,,,,,,,,"38111","Memphis","TN","3440 Southern Avenue","POINT (-89.947642 35.115144)"
"2019-07-17T00:00:00.000","The Grove Townhouses","4565520","EDGE","PILOT",,,,,,,,,,,,"38111","Memphis","TN","3468 Spottswood Avenue","POINT (-89.946721 35.113091)"
"2019-07-17T00:00:00.000","Patterson Warehouse, Inc.","30209700","EDGE","PILOT",,,,,,,,,,,,"38116","Memphis","TN","5388 Airways Blvd","POINT (-89.989918 35.001364)"
"2019-07-17T00:00:00.000","169 Carolina Ave","121500","DMC","Storefront Grant",,,,"2019-07-17T00:00:00.000","60000",,,,,,,"38126","Memphis","TN","169 E CAROLINA AVE","POINT (-90.056681 35.128118)"
"2019-07-17T00:00:00.000","358 Walnut St.","60478","DMC","BGN Grant",,,,,,,,,,,,"38126","Memphis","TN","358 WALNUT","POINT (-90.035023 35.132735)"
"2019-07-17T00:00:00.000","669 Adams Ave (The Pearl)","167419","DMC","Storefront Grant",,,,"2019-07-17T00:00:00.000","60000",,,,,,,"38105","Memphis","TN","669 ADAMS AVE","POINT (-90.038201 35.144593)"
"2019-07-17T00:00:00.000","Caf� Lit","734804","DMC","Development Loan, Storefront Grant",,"2019-07-17T00:00:00.000","200000","2019-07-17T00:00:00.000","80000",,,,,,,"38103","Memphis","TN","111 MADISON AVE","POINT (-90.052379 35.14509)"
"2019-08-14T00:00:00.000","123 S. Court Ave.","63962","DMC","Storefront Grant",,,,"2019-08-14T00:00:00.000","31981",,,,,,,"38103","Memphis","TN","123 S COURT SQ","POINT (-90.051758 35.145512)"
"2019-08-14T00:00:00.000","343 Madison Ave","550000","DMC","Development Loan",,"2019-08-14T00:00:00.000","200000",,,,,,,,,"38103","Memphis","TN","343 MADISON AVE","POINT (-90.04491 35.143248)"
