"employer_name","fiscal_year","coverage_type","benefit_formula","final_compensation_offset","final_compensation_period","cola","pre_retierment_option_2","sick_leave_credit","post_retirement_survivor_allowance","ordinary_disability_increase","_1959_survivor_benefit","member","employer","employer_code","coverage_group"
"San Jacinto, City of","2020","Misc","2% @ 60","Y","1","2",,,,,"0","8","14.02","1099253767","206580"
"San Jacinto, City of","2020","Fire","2% @ 55",,"3","2",,,,,"4","7","0","1099253767","206593"
"San Jacinto, City of","2020","Misc","2% @ 60","Y","1","2",,,,,"0","8","14.02","1099253767","206579"
"Boulder Creek Fire Protection District","2020","Fire","3% @ 55",,"1","2","Y","Y","Y",,"4","9","23.62","1110182104","100461"
"Atwater, City of","2020","Police","1/2 @ 55","Y","3","4",,"Y",,,"0",,"25.43","1114344965","204983"
"Atwater, City of","2020","Misc","2% @ 60","Y","3","4",,"Y",,,"0","8","16.3","1114344965","204979"
"Atwater, City of","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1114344965","111984"
"Atwater, City of","2020","Police","2% @ 55","Y","3","4",,"Y",,,"0","9","25.43","1114344965","204992"
"Atwater, City of","2020","Police","2% @ 50","Y","1","4","Y","Y",,,"0","9","25.43","1114344965","204986"
"Atwater, City of","2020","Fire","2% @ 50","Y","3","4","Y","Y",,,"0","9","25.43","1114344965","205002"
"Atwater, City of","2020","Misc","2% @ 55",,"3","4","Y","Y",,,"0","8","16.3","1114344965","204976"
"Atwater, City of","2020","Police","3% @ 50","Y","1","4","Y","Y",,,"0","9","25.43","1114344965","100470"
"Atwater, City of","2020","Misc","3% @ 60","Y","1","4","Y","Y",,,"0","8","16.3","1114344965","100465"
"Atwater, City of","2020","Misc","2% @ 55","Y","3","4","Y","Y",,,"0","8","16.3","1114344965","204977"
"Atwater, City of","2020","Misc","2% @ 60","Y","3","2","Y","Y",,,"0","7","8.65","1114344965","108346"
"Atwater, City of","2020","Fire","2% @ 55","Y","3","4",,"Y",,,"0","9","25.43","1114344965","205005"
"Atwater, City of","2020","Police","2.7% @ 57",,"3","4","Y","Y",,,"0","13.75","13.75","1114344965","111983"
"Atwater, City of","2020","Misc","2% @ 55","Y","1","4","Y","Y",,,"0","8","16.3","1114344965","100464"
"Atwater, City of","2020","Fire","1/2 @ 55","Y","3","4",,"Y",,,"0",,"25.43","1114344965","204996"
"Atwater, City of","2020","Police","2% @ 50","Y","3","4","Y","Y",,,"0","9","25.43","1114344965","204989"
"Atwater, City of","2020","Fire","3% @ 50","Y","1","4","Y","Y",,,"0","9","25.43","1114344965","100468"
"University Student Union California State University Stanislaus","2020","Misc","2% @ 60","Y","1","2","Y","Y",,,"0","7","11.13","1117567189","108929"
"University Student Union California State University Stanislaus","2020","Misc","2% @ 60","Y","1","2","Y","Y",,,"0","5","11.13","1117567189","108928"
"University Student Union California State University Stanislaus","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1117567189","111985"
"Reclamation District No. 1000","2020","Misc","2% @ 60","Y","3","2","Y","Y",,,"0","7","8.65","1118939592","114337"
"Reclamation District No. 1000","2020","Misc","2% @ 60","Y","1","2",,,,,"0","7","10.88","1118939592","206049"
"Reclamation District No. 1000","2020","Misc","2% @ 55","Y","1","2","Y","Y",,,"0","7","10.88","1118939592","100473"
"Reclamation District No. 1000","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1118939592","111986"
"Contra Costa County Law Library","2020","Misc","2% @ 60",,"3","2","Y","Y",,,"0","7","8.65","1122048737","100475"
"Contra Costa County Law Library","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1122048737","113738"
"Successor Agency to the Redevelopment Agency of the City of San Bernardino","2020","Misc","2% @ 60",,"1","2",,"Y","Y",,"0","7","16.15","1122763437","219745"
"Successor Agency to the Redevelopment Agency of the City of San Bernardino","2020","Misc","2% @ 55",,"1","2","Y","Y","Y",,"3","8","16.15","1122763437","113789"
"Successor Agency to the Redevelopment Agency of the City of San Bernardino","2020","Misc","3% @ 60",,"1","2","Y","Y","Y",,"3","8","16.15","1122763437","113905"
"Successor Agency to the Redevelopment Agency of the City of San Bernardino","2020","Misc","3% @ 60",,"1","2","Y","Y","Y",,"4","8","16.15","1122763437","113873"
"Successor Agency to the Redevelopment Agency of the City of San Bernardino","2020","Misc","2% @ 60",,"1","2",,"Y","Y",,"3","8","16.15","1122763437","219748"
"Sacramento Regional Fire/EMS Communications Center","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"3","8","14.33","1126549494","100477"
"Sacramento Regional Fire/EMS Communications Center","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"3","7","7.65","1126549494","109953"
"Sacramento Regional Fire/EMS Communications Center","2020","Misc","2.7% @ 55",,"1","2","Y","Y",,,"3","8","14.33","1126549494","100478"
"Sacramento Regional Fire/EMS Communications Center","2020","Misc","2% @ 60",,"1","2",,"Y",,,"3","8","14.33","1126549494","207948"
"Upland City Housing Authority","2020","Misc","2% @ 60","Y","3","2",,,,,"0","7","0","1127594813","205699"
"Upland City Housing Authority","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","0","1127594813","219407"
"Upland City Housing Authority","2020","Misc","2% @ 55","Y","3","2","Y","Y",,,"0","7","0","1127594813","100480"
"Linda Fire Protection District","2020","Misc","2% @ 60",,"1","2","Y","Y",,,"4","8","14.02","1134055402","208569"
"Linda Fire Protection District","2020","Misc","2.7% @ 55",,"1","2","Y","Y",,,"4","8","14.02","1134055402","100482"
"Linda Fire Protection District","2020","Fire","2% @ 50",,"1","2","Y","Y",,,"4","9","19.25","1134055402","100485"
"Linda Fire Protection District","2020","Fire","2.7% @ 57",,"3","2","Y","Y",,,"4","13","13.13","1134055402","111987"
"Linda Fire Protection District","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"4","6.75","7.59","1134055402","219311"
"San Francisco Bay Area Rapid Transit District","2020","Police","3% @ 50",,"1","2",,"Y",,,"4","9","26.41","1135793148","108887"
"San Francisco Bay Area Rapid Transit District","2020","Misc","2% @ 60","Y","1","2",,,,,"0","7","9.08","1135793148","202876"
"San Francisco Bay Area Rapid Transit District","2020","Misc","2% @ 55","Y","1","2",,"Y",,,"0","7","9.08","1135793148","100488"
"San Francisco Bay Area Rapid Transit District","2020","Police","3% @ 50",,"1","2",,"Y",,,"4","9","26.41","1135793148","100492"
"San Francisco Bay Area Rapid Transit District","2020","Misc","2% @ 62",,"3","2",,"Y",,,"0","7","9.08","1135793148","109955"
"San Francisco Bay Area Rapid Transit District","2020","Police","2% @ 50",,"1","2",,,,,"4","9","26.41","1135793148","202879"
"San Francisco Bay Area Rapid Transit District","2020","Misc","2% @ 60",,"1","2",,,,,"0","7","9.08","1135793148","202875"
"San Francisco Bay Area Rapid Transit District","2020","Misc","2% @ 60",,"3","2",,,,,"0","7","9.08","1135793148","202877"
"San Francisco Bay Area Rapid Transit District","2020","Police","2% @ 50",,"1","2",,,,,"4","9","26.41","1135793148","202880"
"San Francisco Bay Area Rapid Transit District","2020","Misc","2% @ 55",,"1","2",,"Y",,,"0","7","9.08","1135793148","100489"
"San Francisco Bay Area Rapid Transit District","2020","Misc","2% @ 60","Y","3","2",,,,,"0","7","9.08","1135793148","202878"
"San Francisco Bay Area Rapid Transit District","2020","Police","2% @ 50",,"3","2",,,,,"4","9","26.41","1135793148","202881"
"San Francisco Bay Area Rapid Transit District","2020","Police","2.7% @ 57",,"3","2",,"Y",,,"4","14.75","26.41","1135793148","111988"
"San Francisco Bay Area Rapid Transit District","2020","Misc","2% @ 55",,"1","2",,"Y",,,"0","7","9.08","1135793148","108885"
"Ontario, City of","2020","Police","2% @ 50",,"1","2","Y","Y","Y",,"0","9","21.88","1141706726","200805"
"Ontario, City of","2020","Police","1/2 @ 55",,"1","2",,"Y","Y",,"0",,"21.88","1141706726","200802"
"Ontario, City of","2020","Police","3% @ 50",,"1","2","Y","Y","Y",,"4","9","21.88","1141706726","100505"
"Ontario, City of","2020","Police","3% @ 55",,"1","2","Y","Y","Y",,"0","9","21.88","1141706726","200806"
"Ontario, City of","2020","Fire","2.7% @ 57",,"3","2","Y","Y","Y",,"4","11.25","19.36","1141706726","109956"
"Ontario, City of","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.25","10.07","1141706726","113874"
"Ontario, City of","2020","Misc","2% @ 60","Y","1","2","Y","Y",,,"0","8","10.07","1141706726","200793"
"Ontario, City of","2020","Misc","2% @ 60",,"3","2","Y","Y",,,"0","8","10.07","1141706726","200794"
"Ontario, City of","2020","Police","2.7% @ 57",,"3","2","Y","Y","Y",,"4","13.25","21.88","1141706726","109957"
"Ontario, City of","2020","Fire","3% @ 50",,"1","2","Y","Y","Y",,"4","9","19.36","1141706726","100502"
"Ontario, City of","2020","Misc","2.5% @ 55","Y","1","2","Y","Y",,,"0","8","10.07","1141706726","100498"
"Ontario, City of","2020","Police","3% @ 55",,"1","2","Y","Y","Y",,"4","9","21.88","1141706726","109959"
"Ontario, City of","2020","Misc","2% @ 60",,"1","2","Y","Y",,,"0","8","10.07","1141706726","200791"
"Ontario, City of","2020","Misc","2.5% @ 55",,"1","2","Y","Y",,,"0","8","10.07","1141706726","100499"
"Ontario, City of","2020","Fire","1/2 @ 55",,"1","2",,"Y","Y",,"0",,"19.36","1141706726","200798"
"Ontario, City of","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"0","8","10.07","1141706726","100496"
"Ontario, City of","2020","Misc","2% @ 60","Y","1","2","Y","Y",,,"0","8","10.07","1141706726","200792"
"Ontario, City of","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.25","10.07","1141706726","109958"
"Ontario, City of","2020","Fire","2% @ 50",,"1","2","Y","Y","Y",,"4","9","19.36","1141706726","200801"
"Ontario, City of","2020","Fire","3% @ 55",,"1","2","Y","Y","Y",,"4","9","19.36","1141706726","111990"
"Ontario, City of","2020","Misc","2% @ 55","Y","1","2","Y","Y",,,"0","8","10.07","1141706726","100495"
"Ontario, City of","2020","Misc","2% @ 60","Y","3","2","Y","Y",,,"0","8","10.07","1141706726","200795"
"Ontario, City of","2020","Misc","2% @ 55","Y","1","2","Y","Y",,,"0","8","10.07","1141706726","200790"
"Ontario, City of","2020","Police","1/2 @ 55",,"3","2",,"Y","Y",,"0",,"21.88","1141706726","200803"
"Ontario, City of","2020","Misc","2% @ 60","Y","3","2","Y","Y",,,"0","8","10.07","1141706726","200796"
"Vandenberg Village Community Services District","2020","Misc","2% @ 55",,"3","2",,"Y",,,"0","8","14.02","1149117798","208614"
"Vandenberg Village Community Services District","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"0","8","14.02","1149117798","100507"
"Vandenberg Village Community Services District","2020","Misc","2.7% @ 55",,"1","2","Y","Y",,,"0","8","14.02","1149117798","100508"
"Vandenberg Village Community Services District","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1149117798","113120"
"Vandenberg Village Community Services District","2020","Misc","2% @ 60",,"3","2",,"Y",,,"0","8","14.02","1149117798","208615"
"West County Wastewater District","2020","Misc","2% @ 55","Y","3","2",,,,,"0","8","15.25","1151621263","203774"
"West County Wastewater District","2020","Misc","2% @ 60",,"3","2",,,,,"4","8","15.25","1151621263","203778"
"West County Wastewater District","2020","Misc","2% @ 60","Y","3","2",,,,,"0","8","15.25","1151621263","203780"
"West County Wastewater District","2020","Misc","2% @ 60",,"1","2",,,,,"4","8","15.25","1151621263","203775"
"West County Wastewater District","2020","Misc","2% @ 55","Y","1","2","Y","Y",,,"0","8","15.25","1151621263","100510"
"West County Wastewater District","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"4","6.75","7.59","1151621263","109960"
"West County Wastewater District","2020","Misc","2% @ 60","Y","1","2",,,,,"0","8","15.25","1151621263","203777"
"West County Wastewater District","2020","Misc","3% @ 60","Y","1","2","Y","Y",,,"0","8","15.25","1151621263","203782"
"West County Wastewater District","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"4","8","15.25","1151621263","100511"
"West County Wastewater District","2020","Misc","3% @ 60",,"1","2","Y","Y",,,"4","8","15.25","1151621263","100513"
"West County Wastewater District","2020","Misc","2% @ 55",,"3","2",,,,,"4","8","15.25","1151621263","203772"
"Tulelake, City of","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1151979302","109961"
"Tulelake, City of","2020","Misc","2% @ 55","Y","3","2","Y","Y",,,"0","7","10.34","1151979302","100515"
"Tulelake, City of","2020","Police","2% @ 57",,"3","2","Y","Y",,,"0","10","11.13","1151979302","113121"
"Tulelake, City of","2020","Police","2% @ 55","Y","3","2","Y","Y",,,"0","7","14.81","1151979302","100517"
"Tulelake, City of","2020","Misc","2% @ 60","Y","3","2",,,,,"0","7","10.34","1151979302","207263"
"Mendocino Transit Authority","2020","Misc","2% @ 60",,"3","2","Y","Y",,,"3","7","8.65","1157424734","100519"
"Mendocino Transit Authority","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"3","6.75","7.59","1157424734","109962"
"Tuolumne Fire District","2020","Fire","3% @ 55",,"3","2","Y","Y",,,"4","9","20.64","1158094577","100520"
"Tuolumne Fire District","2020","Fire","2% @ 55",,"3","2","Y","Y",,,"4","7","14.81","1158094577","109963"
"Goleta West Sanitary District","2020","Misc","2% @ 60",,"3","2",,,"Y",,"0","7","11.6","1159086414","205494"
"Goleta West Sanitary District","2020","Misc","2% @ 62",,"3","2","Y","Y","Y",,"0","7.25","7.73","1159086414","113826"
"Goleta West Sanitary District","2020","Misc","2% @ 55",,"1","2","Y","Y","Y",,"0","7","11.6","1159086414","100522"
"Goleta West Sanitary District","2020","Misc","2% @ 60",,"3","2",,,"Y",,"0","7","11.6","1159086414","205495"
"Santa Cruz Metropolitan Transit District","2020","Misc","2% @ 55",,"3","2",,"Y",,,"3","8","9.96","1162446343","207414"
"Santa Cruz Metropolitan Transit District","2020","Misc","2% @ 62",,"3","2",,"Y",,,"3","7","9.96","1162446343","109964"
"Santa Cruz Metropolitan Transit District","2020","Misc","2.5% @ 55",,"1","2",,"Y",,,"3","8","9.96","1162446343","100526"
"Santa Cruz Metropolitan Transit District","2020","Misc","2% @ 60",,"3","2",,"Y",,,"3","8","9.96","1162446343","207415"
"Santa Cruz Metropolitan Transit District","2020","Misc","2% @ 55",,"1","2",,"Y",,,"3","8","9.96","1162446343","100524"
"Los Angeles Memorial Coliseum Commission","2020","Misc","2.5% @ 55",,"3","2","Y","Y",,,"0","8","0","1171738443","100530"
"Los Angeles Memorial Coliseum Commission","2020","Misc","2% @ 60",,"3","2","Y","Y",,,"0","8","0","1171738443","100529"
"Sacramento County Public Law Library","2020","Misc","2% @ 60","Y","3","2",,"Y",,,"0","7","10.34","1177575384","206899"
"Sacramento County Public Law Library","2020","Misc","2% @ 60",,"3","2",,"Y",,,"0","7","10.34","1177575384","206898"
"Sacramento County Public Law Library","2020","Misc","2% @ 55","Y","3","2","Y","Y",,,"0","7","10.34","1177575384","100532"
"Sacramento County Public Law Library","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1177575384","109965"
"Transportation Agency for Monterey County","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"3","7","10.88","1184716369","100534"
"Transportation Agency for Monterey County","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"3","6.75","7.59","1184716369","111991"
"Transportation Agency for Monterey County","2020","Misc","2% @ 60",,"1","2",,,,,"3","7","10.88","1184716369","216763"
"Tiburon Fire Protection District","2020","Fire","3% @ 55",,"1","2","Y","Y",,,"4","9","21.79","1196474792","100539"
"Tiburon Fire Protection District","2020","Misc","2.7% @ 55",,"1","2","Y","Y",,,"4","8","14.02","1196474792","100537"
"Tiburon Fire Protection District","2020","Fire","2.7% @ 57",,"3","2","Y","Y",,,"4","13","13.13","1196474792","113749"
"Tiburon Fire Protection District","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"4","6.75","7.59","1196474792","113122"
"Tiburon Fire Protection District","2020","Fire","2% @ 50",,"1","2",,,,,"4","9","21.79","1196474792","204096"
"North Kern-South Tulare Hospital District","2020","Misc","2% @ 62",,"3","2",,,,,"0","6.25","7.06","1201196431","109967"
"North Kern-South Tulare Hospital District","2020","Misc","2% @ 60","Y","3","2",,,,,"0","7","7.06","1201196431","100541"
"Nevada, County of","2020","Misc","2% @ 62",,"3","2","Y","Y","Y",,"0","7.75","11.26","1202485018","109969"
"Nevada, County of","2020","Misc","2% @ 55","Y","1","2","Y","Y","Y",,"0","8","11.26","1202485018","100544"
"Nevada, County of","2020","Misc","2% @ 55",,"1","2","Y","Y","Y",,"0","8","11.26","1202485018","100545"
"Nevada, County of","2020","Peace","3% @ 50","Y","1","2","Y","Y","Y",,"0","9","25.59","1202485018","100550"
"Nevada, County of","2020","Peace","1.25% @ 60",,"3","2",,,"Y",,"0","9","25.59","1202485018","218530"
"Nevada, County of","2020","Misc","2.7% @ 55","Y","1","2","Y","Y","Y",,"0","8","11.26","1202485018","100547"
"Nevada, County of","2020","Misc","2% @ 62",,"3","2","Y","Y","Y",,"0","7.75","11.26","1202485018","111992"
"Nevada, County of","2020","Peace","2% @ 50","Y","1","2",,,"Y",,"0","9","25.59","1202485018","218538"
"Nevada, County of","2020","Peace","3% @ 55","Y","3","2","Y","Y","Y",,"0","9","22.47","1202485018","108349"
"Nevada, County of","2020","Misc","2% @ 60","Y","3","2","Y","Y","Y",,"0","7","11.26","1202485018","109971"
"Nevada, County of","2020","Peace","1/2 @ 55","Y","1","2",,,"Y",,"0",,"25.59","1202485018","218533"
"Nevada, County of","2020","Peace","2% @ 50","Y","1","2",,,"Y",,"0","9","25.59","1202485018","218537"
"Nevada, County of","2020","Peace","3% @ 50",,"1","2","Y","Y","Y",,"0","9","25.59","1202485018","108350"
"Nevada, County of","2020","Peace","3% @ 50","Y","1","2","Y","Y","Y",,"0","9","25.59","1202485018","218539"
"Nevada, County of","2020","Peace","2.7% @ 57",,"3","2","Y","Y","Y",,"0","13.75","13.98","1202485018","109968"
"Nevada, County of","2020","Misc","2% @ 55","Y","1","2","Y","Y","Y",,"0","8","11.26","1202485018","203981"
"Nevada, County of","2020","Misc","2% @ 60","Y","1","2",,"Y","Y",,"0","8","11.26","1202485018","203984"
"Nevada, County of","2020","Misc","2% @ 60",,"3","2","Y","Y","Y",,"0","7","11.26","1202485018","113124"
"Nevada, County of","2020","Misc","2.7% @ 55",,"1","2","Y","Y","Y",,"0","8","11.26","1202485018","203988"
"Nevada, County of","2020","Misc","2% @ 60",,"1","2",,"Y","Y",,"0","8","11.26","1202485018","203982"
"Nevada, County of","2020","Misc","2% @ 60","Y","1","2",,"Y","Y",,"0","8","11.26","1202485018","203983"
"Nevada, County of","2020","Misc","2% @ 60","Y","3","2",,,"Y",,"0","8","11.26","1202485018","203987"
"West Bay Sanitary District","2020","Misc","2% @ 60","Y","3","2",,,,,"0","8","11.59","1204759915","204106"
"West Bay Sanitary District","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"4","6.75","7.59","1204759915","111993"
"West Bay Sanitary District","2020","Misc","2.5% @ 55",,"3","2","Y","Y",,,"4","8","11.59","1204759915","100553"
"West Bay Sanitary District","2020","Misc","2% @ 55",,"3","2","Y","Y",,,"4","8","11.59","1204759915","100552"
"West Bay Sanitary District","2020","Misc","2% @ 60",,"3","2","Y","Y",,,"4","8","8.65","1204759915","113125"
"West Bay Sanitary District","2020","Misc","2.5% @ 55","Y","3","2","Y","Y",,,"0","8","11.59","1204759915","204108"
"West Bay Sanitary District","2020","Misc","2% @ 60",,"3","2",,,,,"4","8","11.59","1204759915","204104"
"Kingsburg, City of","2020","Fire","2.7% @ 57",,"3","2","Y","Y",,,"0","13","13.13","1210886769","109972"
"Kingsburg, City of","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1210886769","111995"
"Kingsburg, City of","2020","Fire","2% @ 55","Y","3","2","Y","Y",,,"0","9","20.64","1210886769","207857"
"Kingsburg, City of","2020","Misc","2% @ 55","Y","3","2","Y","Y",,,"0","7","10.34","1210886769","100555"
"Kingsburg, City of","2020","Misc","2% @ 60","Y","3","2","Y","Y",,,"0","7","10.34","1210886769","207855"
"Kingsburg, City of","2020","Police","2% @ 55","Y","3","2","Y","Y",,,"0","9","20.64","1210886769","218638"
"Kingsburg, City of","2020","Police","3% @ 55","Y","3","2","Y","Y",,,"0","9","20.64","1210886769","100561"
"Kingsburg, City of","2020","Police","2.7% @ 57",,"3","2","Y","Y",,,"0","13","13.13","1210886769","111994"
"Kingsburg, City of","2020","Fire","3% @ 55","Y","3","2","Y","Y",,,"0","9","20.64","1210886769","100558"
"March Joint Powers Authority","2020","Misc","2.7% @ 55",,"1","2","Y","Y",,,"4","8","14.02","1213002505","100565"
"March Joint Powers Authority","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"4","8","14.02","1213002505","100564"
"March Joint Powers Authority","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"4","6.75","7.59","1213002505","113128"
"Gonzales, City of","2020","Police","2% @ 55","Y","3","2","Y","Y",,,"0","7","14.81","1217778828","114339"
"Gonzales, City of","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1217778828","111996"
"Gonzales, City of","2020","Police","1/2 @ 55","Y","3","2","Y","Y",,,"0",,"14.81","1217778828","108872"
"Gonzales, City of","2020","Police","2% @ 55","Y","3","2","Y","Y",,,"0","7","14.81","1217778828","100568"
"Gonzales, City of","2020","Fire","2% @ 57",,"3","2","Y","Y",,,"0","10","11.13","1217778828","113756"
"Gonzales, City of","2020","Fire","2% @ 55","Y","3","2","Y","Y",,,"0","7","14.81","1217778828","100569"
"Gonzales, City of","2020","Police","2% @ 57",,"3","2","Y","Y",,,"0","10","11.13","1217778828","109974"
"Gonzales, City of","2020","Misc","2% @ 60","Y","3","2","Y","Y",,,"0","7","8.65","1217778828","100572"
"Lincoln, City of","2020","Police","2% @ 50","Y","3","2",,,,,"0","9","22.48","1225322578","204465"
"Lincoln, City of","2020","Police","1.25% @ 60",,"3","2",,,,,"0","9","22.48","1225322578","204462"
"Lincoln, City of","2020","Misc","2.7% @ 55","Y","3","2","Y","Y",,,"0","8","14.02","1225322578","218168"
"Lincoln, City of","2020","Misc","2% @ 60","Y","3","2","Y","Y",,,"0","7","8.65","1225322578","100581"
"Lincoln, City of","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1225322578","109975"
"Lincoln, City of","2020","Misc","2% @ 55","Y","1","2","Y","Y",,,"0","8","14.02","1225322578","100578"
"Lincoln, City of","2020","Misc","2.7% @ 55","Y","1","2","Y","Y",,,"0","8","14.02","1225322578","100580"
"Lincoln, City of","2020","Misc","2% @ 60","Y","3","2",,,,,"0","8","14.02","1225322578","218165"
"Lincoln, City of","2020","Misc","2.7% @ 55","Y","1","2","Y","Y",,,"0","8","14.02","1225322578","220627"
"Lincoln, City of","2020","Fire","2.7% @ 57",,"3","2","Y","Y",,,"0","13","13.13","1225322578","111997"
"Lincoln, City of","2020","Fire","3% @ 50","Y","3","2","Y","Y",,,"0","9","22.48","1225322578","100576"
"Lincoln, City of","2020","Misc","2% @ 60",,"3","2",,,,,"0","8","14.02","1225322578","218164"
"Lincoln, City of","2020","Police","2.7% @ 57",,"3","2","Y","Y",,,"0","13","13.13","1225322578","113132"
"Lincoln, City of","2020","Police","3% @ 50","Y","3","2","Y","Y",,,"0","9","22.48","1225322578","100575"
"Lincoln, City of","2020","Misc","2% @ 55","Y","3","2","Y","Y",,,"0","8","14.02","1225322578","218163"
"Successor Agency to the Redevelopment Agency of the City of Fresno","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"0","7","10.88","1230234770","108907"
"Successor Agency to the Redevelopment Agency of the City of Fresno","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"0","7","10.88","1230234770","113134"
"Successor Agency to the Redevelopment Agency of the City of Fresno","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"0","7","10.88","1230234770","111748"
"Successor Agency to the Redevelopment Agency of the City of Fresno","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1230234770","111998"
"Rohnert Park, City of","2020","Police","2% @ 55",,"3","5",,"Y",,,"3","9","25.43","1238309969","217650"
"Rohnert Park, City of","2020","Misc","2.7% @ 55","Y","1","5",,"Y",,,"0","8","10.87","1238309969","111999"
"Rohnert Park, City of","2020","Misc","2% @ 60","Y","1","5",,"Y",,,"0","8","10.87","1238309969","204741"
"Rohnert Park, City of","2020","Police","3% @ 50",,"1","2","Y","Y",,,"3","9","0","1238309969","100587"
"Rohnert Park, City of","2020","Misc","2.7% @ 55",,"1","2",,"Y",,,"3","8","10.87","1238309969","100586"
"Rohnert Park, City of","2020","Misc","2.7% @ 55",,"1","5",,"Y",,,"3","8","10.87","1238309969","100585"
"Rohnert Park, City of","2020","Police","2% @ 55",,"1","5",,"Y",,,"3","9","25.43","1238309969","217649"
"Rohnert Park, City of","2020","Police","2.7% @ 57",,"3","2","Y","Y",,,"3","13","13.13","1238309969","109978"
"Rohnert Park, City of","2020","Misc","2% @ 55",,"1","5",,"Y",,,"3","8","10.87","1238309969","100583"
"Rohnert Park, City of","2020","Police","3% @ 50",,"1","5","Y","Y",,,"3","9","25.43","1238309969","100591"
"Rohnert Park, City of","2020","Fire","2% @ 55",,"1","5","Y","Y",,,"3","9","25.43","1238309969","217645"
"Rohnert Park, City of","2020","Police","1.25% @ 60",,"3","5",,,,,"0","9","25.43","1238309969","217647"
"Rohnert Park, City of","2020","Misc","2% @ 62",,"3","2",,"Y",,,"3","7","10.87","1238309969","109979"
"Rohnert Park, City of","2020","Misc","2% @ 55","Y","1","5",,"Y",,,"0","8","10.87","1238309969","204739"
"Rohnert Park, City of","2020","Fire","3% @ 50",,"1","5","Y","Y",,,"3","9","25.43","1238309969","100593"
"Rohnert Park, City of","2020","Misc","2% @ 55",,"1","2",,"Y",,,"3","7","10.87","1238309969","108351"
"Rohnert Park, City of","2020","Misc","2% @ 60",,"1","5",,"Y",,,"3","8","10.87","1238309969","204740"
"Rohnert Park, City of","2020","Police","2% @ 50",,"1","5","Y","Y",,,"3","9","25.43","1238309969","217648"
"Rohnert Park, City of","2020","Police","3% @ 55",,"3","2","Y","Y",,,"3","9","20.64","1238309969","109977"
"Stockton East Water District","2020","Misc","2% @ 60","Y","3","5",,"Y","Y",,"0","7","12.38","1245106351","206005"
"Stockton East Water District","2020","Misc","2% @ 60",,"1","5",,"Y","Y",,"4","7","12.38","1245106351","206000"
"Stockton East Water District","2020","Misc","2% @ 62",,"3","5","Y","Y","Y",,"4","7.5","8.09","1245106351","109981"
"Stockton East Water District","2020","Misc","2% @ 60","Y","1","5",,"Y","Y",,"0","7","12.38","1245106351","206002"
"Stockton East Water District","2020","Misc","2% @ 55","Y","1","5","Y","Y","Y",,"0","7","12.38","1245106351","100596"
"Stockton East Water District","2020","Misc","2% @ 55",,"1","5","Y","Y","Y",,"4","7","12.38","1245106351","100597"
"California Firefighter's Joint Apprenticeship Committee","2020","Fire","2% @ 50",,"1","2","Y","Y","Y",,"3","9","0","1263798031","100601"
"California Firefighter's Joint Apprenticeship Committee","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"4","7","10.88","1263798031","100599"
"California Firefighter's Joint Apprenticeship Committee","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"4","6.75","7.59","1263798031","109982"
"California Firefighter's Joint Apprenticeship Committee","2020","Misc","2% @ 60",,"1","2","Y","Y",,,"4","7","10.88","1263798031","208509"
"Truckee Donner Public Utility District","2020","Misc","2% @ 60",,"3","2","Y","Y",,,"0","8","13.35","1268699297","100604"
