"employer_name","fiscal_year","category","actuarial_liabilities","market_value_of_assets","unfunded_liabilities","current_year","prior_year_1","prior_year_2","prior_year_3","employer_code"
"Housing Authority of the City of Los Angeles","2019","1","520241923","346403759","173838163.97","66.6","67.4","65.5","70.1","5696253163"
"Housing Authority of the County of Kern","2019","1","39808164","29773959","10034204.66","74.8","76.7","76.5","84.6","3027364365"
"Humboldt, County of","2019","1","778152935","529972806","248180129.29","68.1","68.6","67.2","71.5","6432279447"
"Humboldt, County of","2019","2","226232836","156403082","69829753.8","69.1","70.3","69.1","73.4","6432279447"
"Huntington Beach, City of","2019","1","581854441","415788070","166066371.46","71.5","71.9","69.4","73.6","4840650877"
"Huntington Beach, City of","2019","2","768274145","498167362","270106783.28","64.8","65.4","63.5","67.4","4840650877"
"Indio, City of","2019","1","97559153","66517652","31041500.71","68.2","68.1","64.8","68.2","6664227892"
"Inglewood, City of","2019","1","428829954","294272979","134556974.91","68.6","70.2","69.9","75.4","3897160905"
"Inglewood, City of","2019","2","449860672","305801337","144059334.71","68","69.1","68.1","73","3897160905"
"Inland Counties Regional Center, Inc.","2019","1","209215640","170907193","38308446.59","81.7","82.1","81.3","87.9","7317840293"
"Inland Empire Health Plan","2019","1","205881610","192039985","13841625.13","93.3","97","87.1","97","7144283175"
"Inland Empire Utilities Agency","2019","1","213044491","166580981","46463509.83","78.2","77.9","73.2","76.6","5643527383"
"Inyo, County of","2019","1","198328510","137933661","60394849.27","69.5","70.3","68.2","73.4","1394497480"
"Irvine, City of","2019","2","290752762","219578313","71174449.37","75.5","74.7","72.8","77.6","2425341898"
"Irvine, City of","2019","1","422813449","326700521","96112927.96","77.3","77.1","73.9","76.6","2425341898"
"Irvine Ranch Water District","2019","1","283187278","211486895","71700382.77","74.7","75.8","73.4","78.3","5161985321"
"Kings, County of","2019","1","399848685","296979583","102869101.74","74.3","76","73.9","79.7","2807434242"
"Kings, County of","2019","2","275230553","200030167","75200386.05","72.7","74.8","73.7","79.8","2807434242"
"Laguna Beach, City of","2019","1","119568104","89685511","29882592.55","75","75.3","72","75.8","4447311817"
"La Habra, City of","2019","1","118389059","88810023","29579036.16","75","75.9","74.1","79.8","7337636747"
"Lake, County of","2019","2","103495326","71908031","31587295.09","69.5","70.8","69.8","75.5","1550680106"
"Lake, County of","2019","1","260823289","191686841","69136448.04","73.5","75","73.1","80.4","1550680106"
"Lakewood, City of","2019","1","140140574","106665198","33475375.77","76.1","78.1","76.5","81.8","6892935660"
"La Mesa, City of","2019","1","115312224","77511629","37800595.32","67.2","68.5","67.1","72.1","5592112687"
"La Mesa, City of","2019","2","186956005","123500929","63455075.84","66.1","67.7","67.2","71.9","5592112687"
"Lancaster, City of","2019","1","179739272","119768294","59970977.96","66.6","67.2","65.1","69.5","4498806845"
"Lassen, County of","2019","1","135587816","99361425","36226390.82","73.3","75","74","79.4","6494736374"
"Las Virgenes Municipal Water District","2019","1","99523488","79942406","19581081.85","80.3","81.5","77.1","81.2","7263774238"
"Livermore, City of","2019","1","297454993","207333928","90121064.65","69.7","71.3","68.5","73.2","1440106162"
"Lodi, City of","2019","1","201144399","138770921","62373477.92","69","70","68.4","73.9","6448562990"
"Lodi, City of","2019","2","201528295","118166810","83361484.82","58.6","59.8","58.3","63.5","6448562990"
"Lompoc, City of","2019","1","200912260","140836300","60075959.76","70.1","71.4","70","75.3","6552736085"
"Long Beach, City of","2019","1","2682271210","2031937705","650333505.4","75.8","76.4","73.4","77.9","5919361285"
"Long Beach, City of","2019","2","2579276798","2049676450","529600347.82","79.5","80.7","78.6","83.4","5919361285"
"Los Angeles County Development Authority","2019","1","272601834","229160194","43441639.67","84.1","86.5","83.9","91.3","6656908071"
"Los Angeles County Office of Education","2019","1","1035091420","769063311","266028108.97","74.3","75.7","73.7","78.7","1803111608"
"Los Angeles County Sanitation District No. 2","2019","1","1792901724","1369898516","423003207.88","76.4","77.5","74.8","79.6","5819694434"
"Los Angeles Unified School District","2019","2","414637134","301293806","113343327.87","72.7","72.2","68.9","74.3","3614620780"
"Los Gatos, Town of","2019","1","107075648","73291140","33784508.02","68.4","69.6","68.2","73","4589482285"
"Lynwood, City of","2019","1","98338645","70958787","27379858.17","72.2","73.1","68.9","73.1","2212002669"
"Madera, City of","2019","1","90971142","60870749","30100393.17","66.9","68.3","66.7","72.8","3574270028"
"Madera, County of","2019","1","470273602","297193458","173080144.36","63.2","63.6","63.4","67.6","3386221557"
"Madera, County of","2019","2","156528950","97983552","58545397.98","62.6","62.7","61.6","66.5","3386221557"
"Manhattan Beach, City of","2019","1","112239423","85430559","26808863.74","76.1","78.2","76.2","80.5","3161990216"
"Manteca, City of","2019","1","174378689","116661944","57716745.48","66.9","67.5","64","68.4","7604626108"
"Marin Municipal Water District","2019","1","263650626","164307871","99342754.72","62.3","63.6","61.8","66.5","5494247637"
"Mariposa, County of","2019","1","133318061","91545240","41772820.94","68.7","69.8","67.6","72.6","3760897012"
"Menlo Park, City of","2019","1","137439301","102606323","34832978.02","74.7","76.1","72.8","77.6","3956164441"
"Merced, City of","2019","1","155277323","107056058","48221264.64","68.9","70.2","68.5","74.4","5383836270"
"Merced, City of","2019","2","164565346","120582203","43983143.09","73.3","74.7","73.3","78.8","5383836270"
"Merced Irrigation District","2019","1","83279420","56738520","26540899.62","68.1","68.7","66.1","70","6334099697"
"Metropolitan Transportation Commission","2019","1","172615556","135181133","37434422.91","78.3","79.8","74.6","78","6361598907"
"Metropolitan Water District of Southern California","2019","1","2433358525","1743797514","689561010.75","71.7","72.7","70.3","75.5","4104962804"
"Milpitas, City of","2019","2","355566615","224318901","131247714.14","63.1","64.5","62.9","67.9","2854343611"
"Milpitas, City of","2019","1","239377045","164051220","75325825.5","68.5","70.1","68.4","73.3","2854343611"
"Mission Viejo, City of","2019","1","90898921","68702880","22196040.65","75.6","76.3","72.6","77.1","4532062373"
"Modesto, City of","2019","1","474834279","342310119","132524160.44","72.1","73.6","72.1","77.9","3490544689"
"Modesto, City of","2019","2","620240821","403019780","217221041.16","65","67","65.9","71.2","3490544689"
"Modoc, County of","2019","1","83602674","62536558","21066115.78","74.8","75.4","74.2","78.2","3728589676"
"Mono, County of","2019","1","120329139","82927039","37402099.63","68.9","70.2","68.4","72.2","6895684493"
"Monrovia, City of","2019","1","130157653","126181090","3976563.28","96.9","62.2","60.4","64.7","1084903188"
"Montebello, City of","2019","1","199411423","143297840","56113582.96","71.9","73.3","71.7","76.4","1885224868"
"Montebello, City of","2019","2","259912002","167163184","92748817.84","64.3","66.2","64.8","70","1885224868"
"Monterey, City of","2019","1","270357294","178143814","92213479.97","65.9","67.1","65.1","69.2","7892495109"
"Monterey, County of","2019","2","706148009","459542651","246605357.85","65.1","66.1","65","69.5","6813590383"
"Monterey, County of","2019","1","1952093531","1473835523","478258008.1","75.5","77.1","75","80.7","6813590383"
"Monterey Park, City of","2019","1","141096398","98551511","42544887.38","69.8","70.3","67.5","71.7","6309261745"
"Monterey Park, City of","2019","2","220781074","154992334","65788740.13","70.2","72","71.3","76.3","6309261745"
"Monterey Regional Waste Management District","2019","1","43864178","30499729","13364448.71","69.5","70.7","69.1","74.5","7676557366"
"Monterey-Salinas Transit District","2019","1","84748922","69736558","15012364.31","82.3","82.4","80","85.3","7468015141"
"Moreno Valley, City of","2019","1","215472491","139902350","75570141.4","64.9","65.9","62.6","66.9","4386023325"
"Morgan Hill, City of","2019","1","110626266","79187066","31439200.17","71.6","73.1","71.5","75.5","3509384723"
"Mountain View, City of","2019","1","430726227","309077209","121649017.9","71.8","70.7","68","72.1","3939681776"
"Mountain View, City of","2019","2","373143049","259024229","114118820.01","69.4","68.9","66.6","71.1","3939681776"
"Napa, City of","2019","1","257868572","161705276","96163295.73","62.7","63.9","62.2","66.2","7098613590"
"Napa, City of","2019","2","253642460","164077490","89564970.35","64.7","65.9","64.3","69.1","7098613590"
"Napa, County of","2019","1","837617819","606580454","231037365.25","72.4","74","71.6","76.6","2830167653"
"National City, City of","2019","2","207301620","133844454","73457165.54","64.6","65.5","64.4","68.8","1867545551"
"National City, City of","2019","1","132605166","95252530","37352636.14","71.8","72.5","70.5","75.4","1867545551"
"Nevada, County of","2019","1","508131605","322636795","185494809.95","63.5","64.6","62.8","67","1202485018"
"Nevada Irrigation District","2019","1","135815945","84775529","51040415.75","62.4","63.3","60.9","65.7","5193568792"
"Newark, City of","2019","1","120074513","75517440","44557073.4","62.9","63.9","62.6","67.8","2387354187"
"Newport Beach, City of","2019","2","581439882","370220958","211218923.57","63.7","62.8","60.8","64.5","1545983430"
"Newport Beach, City of","2019","1","425538434","303622111","121916322.67","71.4","70.3","67.9","71.6","1545983430"
"North Bay Regional Center","2019","1","55926154","40353374","15572779.58","72.2","72.7","71.8","75.8","4393826558"
"North County Transit District","2019","1","145760601","103835976","41924624.97","71.2","72.9","71.6","77.3","4409373197"
"Northern California Power Agency","2019","1","165443162","99614418","65828743.66","60.2","58.5","54","56.1","5023339837"
"North Kern-South Tulare Hospital District","2019","1","15663565","12063901","3599664.39","77","79.8","74.5","77.8","1201196431"
"North Los Angeles County Regional Center, Inc.","2019","1","117731390","105559730","12171660.15","89.7","90","91.9","98.6","4996003840"
"North of the River Recreation and Park District","2019","1","11861263","10692923","1168339.62","90.1","92.2","90.2","97.6","7226436154"
"Norwalk, City of","2019","1","186861281","130264118","56597163.43","69.7","70.9","68.8","73.7","3450669101"
"Novato, City of","2019","1","102933149","78446779","24486369.58","76.2","77.7","75.8","81","6944564299"
"Oakland City Housing Authority","2019","1","134025821","127166453","6859368.09","94.9","92.9","92.6","99","3818887468"
"Oakland, City of","2019","1","2824719522","1885192567","939526955.23","66.7","68.2","65.4","70.2","4015143822"
"Oakland, City of","2019","2","2176705475","1370874540","805830935.41","63","64.2","62.3","67.2","4015143822"
"Oceanside, City of","2019","1","442851259","322391356","120459903.5","72.8","73.9","71","75.6","2578435041"
"Oceanside, City of","2019","2","533897832","396592612","137305220.34","74.3","74.6","73","78.2","2578435041"
"Omnitrans","2019","1","196337599","163310660","33026939.38","83.2","86.1","84.7","90.7","5050725815"
"Ontario, City of","2019","1","376305695","277662560","98643134.73","73.8","75.6","73.6","79.7","1141706726"
"Ontario, City of","2019","3","291977141","202002335","89974806.08","69.2","72","71.6","77.3","1141706726"
"Ontario, City of","2019","4","395368702","260843326","134525376.07","66","68.4","66.8","71.1","1141706726"
"Orange, City of","2019","2","547574535","370835366","176739168.86","67.7","68.6","67.1","72.1","2643484567"
"Orange, City of","2019","1","361057636","257219291","103838345.19","71.2","72","69.7","74.1","2643484567"
"Orange County Health Authority","2019","1","167369342","138194748","29174593.66","82.6","83.2","82.1","90.9","7832606433"
"Otay Water District","2019","1","139301466","87339137","51962328.9","62.7","62.9","60.5","64","7662006988"
"Oxnard, City of","2019","1","491022050","354610268","136411782.47","72.2","74.2","72.5","77.3","6606606569"
"Oxnard, City of","2019","4","389027996","281261430","107766566.47","72.3","73.1","70.1","73.6","6606606569"
"Pacifica, City of","2019","1","101891043","82295401","19595641.91","80.8","83.1","80.7","86.6","3733978143"
"Padre Dam Municipal Water District","2019","1","122943364","77888567","45054797.46","63.4","63.6","61.9","66","2376081405"
"Palmdale, City of","2019","1","176563634","127969571","48594063.23","72.5","74.2","71.7","74.9","4343936830"
"Palm Desert, City of","2019","1","134167951","95212649","38955301.93","71","70.7","66.2","68.9","6627708364"
"Palm Springs, City of","2019","1","233988748","164546757","69441990.58","70.3","71.1","68.4","73.2","5389648201"
"Palm Springs, City of","2019","2","283352258","177199130","106153127.73","62.5","63.9","62.3","67.5","5389648201"
"Palo Alto, City of","2019","1","831958865","547102617","284856248.43","65.8","66.3","64.2","68.5","6373437857"
"Palo Alto, City of","2019","2","451111924","280399741","170712182.81","62.2","63.5","63.6","68.6","6373437857"
"Pasadena, City of","2019","2","658183970","470973528","187210441.66","71.6","72.6","70.9","75.6","6556986602"
"Pasadena, City of","2019","1","1149745884","825785242","323960641.66","71.8","72.6","70.1","74.8","6556986602"
"Paso Robles, City of","2019","1","80144948","52890755","27254193.43","66","67.4","61.8","65.4","2294259371"
"Petaluma, City of","2019","2","207589058","134679295","72909763.31","64.9","64.1","62.5","67.4","5476407298"
"Petaluma, City of","2019","1","120617286","92552767","28064519.3","76.7","75.5","73.2","78.3","5476407298"
"Pico Rivera, City of","2019","1","113722953","73612741","40110212.24","64.7","66.3","64.8","69.1","1600331280"
"Pittsburg, City of","2019","1","100847309","73527065","27320244.41","72.9","74.5","72.4","76.3","3561054561"
"Placer, County of","2019","2","490278533","303272367","187006165.98","61.9","63.1","61.6","65.6","4088970465"
"Placer, County of","2019","1","1370164035","875500811","494663223.98","63.9","65.6","63.4","67.8","4088970465"
"Placer County Water Agency","2019","1","137489230","90161209","47328020.65","65.6","66.1","63.3","67.7","3008623302"
"Pleasanton, City of","2019","1","289910435","188149434","101761001.15","64.9","66.8","64.8","69.3","4137785275"
"Pleasanton, City of","2019","3","228884118","146298964","82585154.33","63.9","64.8","62.6","67","4137785275"
"Plumas, County of","2019","1","152753033","106692429","46060604.41","69.8","71.5","70.7","76.1","4847817667"
"Pomona, City of","2019","1","300286049","219841124","80444925.21","73.2","74.8","73.1","78.5","3335870750"
"Pomona, City of","2019","2","387770464","256224456","131546007.87","66.1","68.3","67.2","72.1","3335870750"
"Porterville, City of","2019","1","100667783","65041670","35626113.3","64.6","64.8","61.6","65.2","5259660063"
"Poway, City of","2019","1","119282300","81423704","37858596.06","68.3","70.5","69.2","74.6","1599501570"
"Public Transportation Services Corporation","2019","1","844053058","660889815","183163242.83","78.3","79.8","77.9","84.4","7408020050"
"Rancho California Water District","2019","1","131341711","103230686","28111024.97","78.6","72.4","70","73.8","3101193611"
"Rancho Cucamonga, City of","2019","1","231760116","176737794","55022321.97","76.3","77.7","76.3","81.6","4095864907"
"Rancho Simi Recreation & Park District","2019","1","47667022","35721867","11945155.05","74.9","76.9","75.4","80.8","1477559518"
"Redding, City of","2019","1","454324955","302123759","152201195.72","66.5","67.7","65.8","70.6","4091792151"
"Redding, City of","2019","2","319384413","194289349","125095064.3","60.8","61.7","60","64.5","4091792151"
"Redlands, City of","2019","1","169081592","121788964","47292627.98","72","73","71.3","77.2","7117161098"
"Redondo Beach, City of","2019","2","377611582","239765147","137846434.59","63.5","65.9","64.6","70","5681155915"
"Redondo Beach, City of","2019","1","217328949","152780201","64548748.19","70.3","72.5","70.7","76.9","5681155915"
"Redwood City, City of","2019","1","344994524","231352777","113641746.97","67.1","67.5","65.1","70.2","4429157178"
"Redwood City, City of","2019","2","403368063","252464461","150903602.35","62.6","63.1","61.6","66.4","4429157178"
"Regional Center of Orange County","2019","1","99676011","82983430","16692580.59","83.3","81.9","82.9","89","7445388611"
"Regional Center of the East Bay","2019","1","104074807","87704447","16370359.98","84.3","84.2","85.4","90.8","6651160508"
"Rialto, City of","2019","1","135658534","94084294","41574239.62","69.4","70.1","67.5","71.8","7037905700"
"Rialto, City of","2019","2","288599874","202612951","85986923.01","70.2","69.3","66.3","69.9","7037905700"
"Richmond, City of","2019","2","668086139","457398545","210687593.61","68.5","69.7","68.4","74.5","2751275565"
"Richmond, City of","2019","1","498152862","363298607","134854254.63","72.9","73.8","71.4","77","2751275565"
"Riverside, City of","2019","1","1401014728","1090728598","310286129.95","77.9","78.2","74.3","78.9","3165685202"
"Riverside, City of","2019","2","1111845886","794903449","316942436.64","71.5","73.2","71.6","77.6","3165685202"
"Riverside County Flood Control and Water Conservation District","2019","1","206377206","131815091","74562114.82","63.9","65.7","63.9","70.9","7613937239"
"Riverside, County of","2019","1","8165793889","5748832217","2416961672.32","70.4","71.6","70.1","77.3","5982690295"
"Riverside, County of","2019","2","3676571381","2586874850","1089696531.04","70.4","71.2","69.2","75.2","5982690295"
"Riverside Transit Agency","2019","1","111698893","84639777","27059115.76","75.8","77.8","76.1","82","1702399141"
"Rocklin, City of","2019","1","88728592","61408464","27320128.23","69.2","70.5","66.6","71.8","7695678946"
"Rohnert Park, City of","2019","1","91031099","65897518","25133581.15","72.4","74","70.1","74.5","1238309969"
"Roseville, City of","2019","1","689266035","435526036","253739998.73","63.2","64.1","62","65.6","3831513094"
"Roseville, City of","2019","2","343238978","228528544","114710434.11","66.6","66.5","64.8","68.5","3831513094"
"Sacramento City Housing Authority","2019","1","171380355","121656970","49723384.71","71","73","71.4","77.5","6390332398"
"Sacramento, City of","2019","1","1363777367","973848963","389928404.11","71.4","72.7","70.8","76.1","7903930500"
"Sacramento, City of","2019","2","1968178748","1313628729","654550019.14","66.7","68.4","66.5","71.2","7903930500"
"Sacramento Metropolitan Fire District","2019","2","1192315459","778260142","414055316.67","65.3","67.3","64.7","69.3","2231586717"
"Sacramento Municipal Utility District","2019","1","2289089216","1782266871","506822345.49","77.9","76.5","74","79.5","1475830462"
"Sacramento Public Library Authority","2019","1","87781834","68571261","19210572.57","78.1","79.5","77.1","82.8","7193431752"
"Salinas, City of","2019","4","304617449","192080134","112537315.5","63.1","65","64.5","69.7","3206018329"
"Salinas, City of","2019","1","120864074","85661742","35202332.37","70.9","72.2","70.1","75","3206018329"
"San Andreas Regional Center, Inc.","2019","1","110896186","84197972","26698214.29","75.9","77","77.4","80.6","7652627336"
"San Benito, County of","2019","1","171111580","120612026","50499553.88","70.5","72.1","69.8","74.3","1750632294"
"San Bernardino, City of","2019","1","588314432","414263516","174050916.3","70.4","72","70.3","75.1","6652305580"
"San Bernardino, City of","2019","2","821985944","539898986","282086957.79","65.7","67.6","66.9","72.2","6652305580"
"San Bernardino County Housing Authority","2019","1","63731831","41074798","22657032.72","64.4","65.1","63","67.8","3145762046"
"San Bruno, City of","2019","1","143528825","96173789","47355036.08","67","68","65.7","70.5","4089864542"
"San Clemente, City of","2019","1","61603927","47206505","14397421.78","76.6","79","77.1","83.5","5216144622"
"San Diego Association of Governments","2019","1","175745770","118499308","57246461.76","67.4","68.2","65.5","69.1","2953118763"
"San Diego County Office of Education","2019","1","357178454","258105720","99072734.36","72.3","73.7","71.9","77.5","3105048192"
"San Diego County Water Authority","2019","1","259017477","190511495","68505982.37","73.6","73.4","65.9","70","7512430360"
"San Diego Trolley, Inc.","2019","1","156703816","121554728","35149087.73","77.6","79.5","77.2","81.7","2804362881"
"San Francisco Bay Area Rapid Transit District","2019","1","2501596748","1855353186","646243562.03","74.2","76","74","80.2","1135793148"
"San Francisco Bay Area Rapid Transit District","2019","2","356999187","213948635","143050551.99","59.9","60.9","58.8","63.3","1135793148"
"San Francisco City and County Housing Authority","2019","1","122299860","105013458","17286401.63","85.9","85.1","82.1","86.9","5837182027"
"San Francisco, City and County of","2019","2","1420452420","1083064244","337388176.29","76.2","77","76","81.4","3715108645"
"San Leandro, City of","2019","1","306754705","207293916","99460789.14","67.6","69.4","67.4","72.7","7713051229"
"San Luis Obispo, City of","2019","1","225100745","136587020","88513725.27","60.7","61.6","59.5","63.8","7574628515"
"San Marcos, City of","2019","1","142252833","96940299","45312533.58","68.1","69.2","62.5","65.7","4284426953"
"San Mateo, City of","2019","1","275180144","194531631","80648513.14","70.7","72.3","70.4","75.2","3416548531"
"San Mateo, City of","2019","2","412171053","252346932","159824120.87","61.2","62","60.3","64.8","3416548531"
"San Mateo County Transit District","2019","1","357655738","281555322","76100416.46","78.7","80.1","78.4","84.7","3116480113"
"San Ramon, City of","2019","1","154345552","126284710","28060841.67","81.8","84.1","82.7","88.7","4889155551"
"Santa Ana, City of","2019","2","1162151002","774128328","388022674.4","66.6","68.5","67.7","73.1","4843991156"
"Santa Ana, City of","2019","1","916997454","623923788","293073666.4","68","68.7","67","71.6","4843991156"
"Santa Barbara, City of","2019","1","615769467","430081494","185687972.97","69.8","70.6","68.2","72.4","6782000650"
"Santa Barbara, City of","2019","4","282846564","187090387","95756176.94","66.1","67.3","66.4","71.6","6782000650"
"Santa Clara, City of","2019","2","784984851","508157363","276827487.85","64.7","66","64.6","69.7","5184718394"
"Santa Clara, City of","2019","1","751288149","458567611","292720538.16","61","62","60.4","64.6","5184718394"
"Santa Clara County Central Fire Protection District","2019","2","589018075","407174017","181844057.84","69.1","70.5","68","72.6","5486958840"
"Santa Clara County Housing Authority","2019","1","66313724","78583808","-12270083.89","118.5","106","104.2","114.1","6434404540"
"Santa Clara, County of","2019","1","11291033455","7851669177","3439364278.29","69.5","70.9","68.8","73.9","2402960317"
"Santa Clara, County of","2019","2","3102297567","2093999525","1008298042.33","67.5","68.4","66.5","71.6","2402960317"
"Santa Clara Valley Transportation Authority","2019","1","473958599","337872185","136086413.71","71.3","72.5","70.4","75.3","1066201338"
"Santa Clara Valley Water District","2019","1","842052151","594286353","247765798.24","70.6","72.1","69.4","74.2","4282193951"
"Santa Clarita, City of","2019","1","202221979","153364091","48857887.95","75.8","74.9","72.9","77.5","7433720491"
"Santa Cruz, City of","2019","1","418007659","317111386","100896273.01","75.9","74.9","72.5","77.5","3582898457"
"Santa Cruz, County of","2019","1","1350101896","925006139","425095757.3","68.5","70.3","68.5","74.3","5468080152"
"Santa Cruz, County of","2019","4","207797242","125721228","82076014.35","60.5","61.5","59.9","64.4","5468080152"
"Santa Cruz, County of","2019","2","212573296","144415991","68157305.25","67.9","69.3","68.8","74.7","5468080152"
"Santa Cruz Metropolitan Transit District","2019","1","185503758","123199451","62304306.75","66.4","67.4","65.1","69.3","1162446343"
"Santa Fe Springs, City of","2019","1","180552854","103346041","77206812.52","57.2","58.4","56.6","60.2","3397611634"
"Santa Margarita Water District","2019","1","103849532","70159847","33689685.11","67.6","68.5","66.3","70.3","3747071786"
"Santa Maria, City of","2019","1","248299189","169513915","78785274.29","68.3","69.5","67.8","72.6","4069543728"
"Santa Monica, City of","2019","1","1168226847","892956930","275269916.51","76.4","77.3","71.5","75.4","6936770431"
"Santa Monica, City of","2019","3","255005506","174193949","80811557.2","68.3","69.8","66.4","71.6","6936770431"
"Santa Monica, City of","2019","4","487507940","354699789","132808151.4","72.8","73","67.8","72.2","6936770431"
"Santa Rosa, City of","2019","3","235073553","159278116","75795436.6","67.8","68","66.4","71.1","5472028534"
"Santa Rosa, City of","2019","1","742394869","545358912","197035957.25","73.5","74.8","73.1","78.9","5472028534"
"Santa Rosa, City of","2019","4","313703167","203419891","110283275.72","64.8","66.9","65.3","71.4","5472028534"
"Shasta, County of","2019","1","682993561","496422922","186570639.34","72.7","74.7","72.9","78","7392159845"
"Shasta, County of","2019","2","254331610","167750353","86581256.92","66","67.6","65.8","70.7","7392159845"
"Simi Valley, City of","2019","1","303233288","210041588","93191700.38","69.3","69.7","67.6","72.2","4443252244"
"Simi Valley, City of","2019","2","188377684","126434985","61942699.1","67.1","67.9","65.9","70.4","4443252244"
"Siskiyou, County of","2019","1","249194002","171473374","77720628.38","68.8","70.8","69.5","75","2721600452"
"Siskiyou, County of","2019","2","98741416","73416541","25324874.88","74.4","75.8","74.1","79.4","2721600452"
"Solano, County of","2019","1","1647962996","1174267856","473695140.39","71.3","72.8","71","76.1","7688821115"
"Solano, County of","2019","2","518662589","377132036","141530552.95","72.7","72.3","70.5","75.7","7688821115"
"Sonoma County Library","2019","1","69102818","55515275","13587543.42","80.3","80.9","77.3","81.7","6462278835"
"South Central Los Angeles Regional Center for Developmentally Disabled Persons","2019","1","82721766","66177850","16543916.41","80","79.5","77.5","82.5","2739302641"
"Southern California Association of Governments","2019","1","132106164","87976826","44129337.94","66.6","67.5","65.4","71.7","5083638397"
"Southern California Regional Rail Authority","2019","1","77418571","63450751","13967819.66","82","83.6","81.1","86.1","5378941366"
"South Gate, City of","2019","1","160900786","121808156","39092629.71","75.7","75.9","74.7","80.1","7499696720"
"South Lake Tahoe, City of","2019","1","98650912","62068317","36582594.91","62.9","64.2","62.4","67","7101839796"
"South San Francisco, City of","2019","1","241027844","157597543","83430301.27","65.4","66.7","64.9","70.4","7147827092"
"South San Francisco, City of","2019","2","336135831","221056300","115079531.4","65.8","66.9","65.4","71.5","7147827092"
"State Bar of California","2019","1","392144768","321527886","70616881.61","82","83.3","79.8","86.4","6732849460"
"Stockton, City of","2019","1","735047796","569790743","165257052.8","77.5","77.6","75.1","79","6373973665"
"Stockton, City of","2019","2","1129213828","744590436","384623392.01","65.9","66.9","66.9","71.9","6373973665"
"Sunnyvale, City of","2019","1","624489623","428747179","195742443.7","68.7","69.8","67.7","72.1","7567930273"
"Sunnyvale, City of","2019","2","590160674","391733755","198426918.7","66.4","67.6","65.5","70.6","7567930273"
"Sutter, County of","2019","1","426350387","297095844","129254543.01","69.7","71.1","68.5","72.6","3486621504"
"Sutter, County of","2019","2","138656829","97904714","40752114.93","70.6","72.6","69.2","74","3486621504"
"Sweetwater Authority","2019","1","124804998","79838024","44966974.25","64","64.3","61.5","66","5358201878"
"Tehama, County of","2019","1","259663180","183972151","75691029.04","70.9","72.8","70.9","75.8","5510681725"
"Tehama, County of","2019","2","92794486","60225146","32569340.37","64.9","65.8","63.6","68.3","5510681725"
"Temecula, City of","2019","1","124698329","83425422","41272906.8","66.9","67.6","64.1","69.1","4274393153"
"Thousand Oaks, City of","2019","1","306822384","230320597","76501787.08","75.1","75.7","73","76.9","1718650418"
"Torrance, City of","2019","1","645616229","510888392","134727837.17","79.1","79.8","76.8","82.4","5672521502"
"Torrance, City of","2019","3","372368809","241655369","130713439.8","64.9","66.2","64.2","68.1","5672521502"
"Torrance, City of","2019","4","577378596","356974563","220404033.43","61.8","62.3","60.3","64.3","5672521502"
"Tracy, City of","2019","1","159190541","116812860","42377680.64","73.4","74.4","72.3","77.6","3260816880"
"Tracy, City of","2019","2","188517760","139620656","48897103.52","74.1","76.1","74.1","80.2","3260816880"
"Tri-Counties Association for the Developmentally Disabled","2019","1","107931226","90216597","17714629.46","83.6","82.5","81.7","85.4","6850180664"
"Trinity, County of","2019","1","115689922","63942859","51747062.84","55.3","56.7","55","59.4","6471587186"
"Tulare, City of","2019","1","127641579","87996497","39645082.2","68.9","70.3","68.2","72.3","7326372145"
"Tuolumne, County of","2019","1","300496222","198995315","101500906.77","66.2","68.1","67.3","73","6076203632"
"Turlock, City of","2019","1","148554816","99100250","49454566.19","66.7","67.8","65.5","70.4","4043453740"
"Tustin, City of","2019","1","121641805","91823298","29818507.04","75.5","76.2","75.2","80.8","5687245261"
"Ukiah, City of","2019","1","93050082","56829079","36221002.66","61.1","62.4","60.8","64.1","2477026415"
"Union City, City of","2019","1","137455254","101550023","35905231.03","73.9","76.1","72.7","79","2699451559"
"Union Sanitary District","2019","1","151708586","99565021","52143565.43","65.6","67.5","65.9","71.7","6011550262"
"University Enterprises, Inc.","2019","1","70888466","51538133","19350333.4","72.7","75","74.9","81.3","4469647662"
"Upland, City of","2019","1","133528817","91612755","41916062.44","68.6","69.9","68.2","73.2","1005915265"
"Vacaville, City of","2019","1","254431213","171941274","82489938.85","67.6","68.8","66.7","71.3","5009967201"
"Vacaville, City of","2019","2","328451007","207377917","121073089.72","63.1","63.4","61.6","65.4","5009967201"
"Vallejo, City of","2019","1","289320057","177086327","112233730.17","61.2","61.4","59.4","63.7","7921927105"
"Vallejo, City of","2019","2","500943040","305164900","195778139.61","60.9","61.8","60.1","64","7921927105"
"Valley Mountain Regional Center, Inc.","2019","1","87264022","72378322","14885700.36","82.9","82.2","83.5","90.4","3396370036"
"Ventura, City of","2019","1","295756955","220931199","74825755.95","74.7","76.5","75","80.6","7190826021"
"Ventura, City of","2019","2","401943720","241851782","160091937.69","60.2","60.7","59.3","64.1","7190826021"
"Vernon, City of","2019","2","266287614","185075995","81211619","69.5","70.1","68.8","73.9","3431795727"
"Vernon, City of","2019","1","171075266","127487933","43587333.02","74.5","77.1","76.4","81.7","3431795727"
"Victorville, City of","2019","1","197026521","143626771","53399750.02","72.9","75","73.3","78.5","2827335760"
