"entity_name","entity_id","fiscal_year","_1_year_dollar_weighted_rate_of_return","_3_year_dollar_weighted_rate_of_return","_5_year_dollar_weighted_rate_of_return","_1_year_time_weighted_rate_of_return","_3_year_time_weighted_rate_of_return","_5_year_time_weighted_rate_of_return"
"City of Manhattan Beach Single Highest Year Retirement Plan","7240","20132014","4.4","4.4","4.4","NULL","NULL","NULL"
"City of Manhattan Beach Single Highest Year Retirement Plan","7240","20122013","5","5","5","NULL","NULL","NULL"
"City of Manhattan Beach Single Highest Year Retirement Plan","7240","20112012","5","5","5","NULL","NULL","NULL"
"City of Manhattan Beach Single Highest Year Retirement Plan","7240","20102011","5","5","5","NULL","NULL","NULL"
"City of Manhattan Beach Single Highest Year Retirement Plan","7240","20092010","5","5","5","NULL","NULL","NULL"
"City of Manhattan Beach Single Highest Year Retirement Plan","7240","20082009","6.5","6.5","6.5","NULL","NULL","NULL"
"City of Manhattan Beach Single Highest Year Retirement Plan","7240","20072008","6.5","6.5","6.5","NULL","NULL","NULL"
"City of Manhattan Beach Single Highest Year Retirement Plan","7240","20062007","6.5","6.5","6.5","NULL","NULL","NULL"
"City of Manhattan Beach Single Highest Year Retirement Plan","7240","20052006","6","6","6","NULL","NULL","NULL"
"City of Manhattan Beach Single Highest Year Retirement Plan","7240","20042005","6","6","6","NULL","NULL","NULL"
"City of Manhattan Beach Single Highest Year Retirement Plan","7240","20032004","6","6","6","NULL","NULL","NULL"
"City of Manhattan Beach Supplemental Retirement Plan","7241","20152016","3.6","3.6","3.6","NULL","NULL","NULL"
"City of Manhattan Beach Supplemental Retirement Plan","7241","20142015","4.4","4.4","4.4","NULL","NULL","NULL"
"City of Manhattan Beach Supplemental Retirement Plan","7241","20132014","4.4","4.4","4.4","NULL","NULL","NULL"
"City of Manhattan Beach Supplemental Retirement Plan","7241","20122013","5","5","5","NULL","NULL","NULL"
"City of Manhattan Beach Supplemental Retirement Plan","7241","20112012","5","5","5","NULL","NULL","NULL"
"City of Manhattan Beach Supplemental Retirement Plan","7241","20102011","5","5","5","NULL","NULL","NULL"
"City of Manhattan Beach Supplemental Retirement Plan","7241","20092010","5","5","5","NULL","NULL","NULL"
"City of Manhattan Beach Supplemental Retirement Plan","7241","20082009","6.5","6.5","6.5","NULL","NULL","NULL"
"City of Manhattan Beach Supplemental Retirement Plan","7241","20072008","6.5","6.5","6.5","NULL","NULL","NULL"
"City of Manhattan Beach Supplemental Retirement Plan","7241","20062007","6.5","6.5","6.5","NULL","NULL","NULL"
"City of Manhattan Beach Supplemental Retirement Plan","7241","20052006","6","6","6","NULL","NULL","NULL"
"City of Manhattan Beach Supplemental Retirement Plan","7241","20042005","6","6","6","NULL","NULL","NULL"
"City of Manhattan Beach Supplemental Retirement Plan","7241","20032004","6","6","6","NULL","NULL","NULL"
"City of Oakland Fire and Police Retirement System","7222","20152016","NULL","NULL","NULL","-0.3","6.5","6"
"City of Oakland Fire and Police Retirement System","7222","20142015","NULL","NULL","NULL","4","9.7","10.8"
"City of Oakland Fire and Police Retirement System","7222","20132014","NULL","NULL","NULL","16.5","8.9","13.1"
"City of Oakland Fire and Police Retirement System","7222","20122013","NULL","NULL","NULL","9","11.3","5.4"
"City of Oakland Fire and Police Retirement System","7222","20112012","NULL","NULL","NULL","1.6","13.3","2.3"
"City of Oakland Fire and Police Retirement System","7222","20102011","NULL","NULL","NULL","24.5","5.4","4.7"
"City of Oakland Fire and Police Retirement System","7222","20092010","NULL","NULL","NULL","15","-4","1.7"
"City of Oakland Fire and Police Retirement System","7222","20082009","NULL","NULL","NULL","-18.2","-4.2","0.5"
"City of Oakland Fire and Police Retirement System","7222","20072008","-5.8","5","7.2","NULL","NULL","NULL"
"City of Oakland Fire and Police Retirement System","7222","20062007","NULL","NULL","NULL","14.4","10","9.6"
"City of Oakland Fire and Police Retirement System","7222","20052006","NULL","NULL","NULL","7.4","9.5","6.2"
"City of Oakland Fire and Police Retirement System","7222","20042005","NULL","NULL","NULL","8.3","8.8","4.6"
"City of Oakland Fire and Police Retirement System","7222","20032004","NULL","NULL","NULL","12.7","5.1","4.7"
"City of Oakland Municipal Employees' Retirement System","7223","20142015","NULL","NULL","NULL","0","0","0"
"City of Oakland Municipal Employees' Retirement System","7223","20132014","NULL","NULL","NULL","18.9","13","15.1"
"City of Oakland Municipal Employees' Retirement System","7223","20122013","NULL","NULL","NULL","14.7","14","6.4"
"City of Oakland Municipal Employees' Retirement System","7223","20112012","NULL","NULL","NULL","5.9","14.1","1.6"
"City of Oakland Municipal Employees' Retirement System","7223","20102011","NULL","NULL","NULL","21.9","3.9","3"
"City of Oakland Municipal Employees' Retirement System","7223","20092010","NULL","NULL","NULL","14.9","-5.7","-0.5"
"City of Oakland Municipal Employees' Retirement System","7223","20082009","NULL","NULL","NULL","-19.8","-6.1","-0.3"
"City of Oakland Municipal Employees' Retirement System","7223","20072008","-9","1.9","7","NULL","NULL","NULL"
"City of Oakland Municipal Employees' Retirement System","7223","20062007","NULL","NULL","NULL","13.5","10.6","NULL"
"Civic San Diego Money Purchase Pension Plan","7202","20082009","0","0","0","0","0","0"
"City of Oakland Municipal Employees' Retirement System","7223","20052006","NULL","NULL","NULL","2.6","11","NULL"
"City of Oakland Municipal Employees' Retirement System","7223","20042005","NULL","NULL","NULL","16.1","11.09","6.6"
"City of Oakland Municipal Employees' Retirement System","7223","20032004","NULL","NULL","NULL","16.86","3.2","4.04"
"City of Pasadena Fire and Police Retirement System","7239","20152016","NULL","NULL","NULL","0.9","6.8","7.3"
"City of Pasadena Fire and Police Retirement System","7239","20142015","NULL","NULL","NULL","4.2","10.9","11.7"
"City of Pasadena Fire and Police Retirement System","7239","20132014","NULL","NULL","NULL","16","10.7","14.93"
"City of Pasadena Fire and Police Retirement System","7239","20122013","NULL","NULL","NULL","13","12.9","6.4"
"City of Pasadena Fire and Police Retirement System","7239","20112012","NULL","NULL","NULL","3.1","14.9","2"
"City of Pasadena Fire and Police Retirement System","7239","20102011","NULL","NULL","NULL","23.1","5","4.2"
"City of Pasadena Fire and Police Retirement System","7239","20092010","NULL","NULL","NULL","19","-3.6","3.2"
"City of Pasadena Fire and Police Retirement System","7239","20082009","NULL","NULL","NULL","-20.2","-3.76","2.04"
"City of Pasadena Fire and Police Retirement System","7239","20072008","NULL","NULL","NULL","-7.6","6.43","9.02"
"City of Pasadena Fire and Police Retirement System","7239","20062007","NULL","NULL","NULL","16.5","12.67","10.92"
"City of Pasadena Fire and Police Retirement System","7239","20052006","NULL","NULL","NULL","10.4","12.07","6.06"
"City of Pasadena Fire and Police Retirement System","7239","20042005","NULL","NULL","NULL","11.1","9.23","3.62"
"City of Pasadena Fire and Police Retirement System","7239","20032004","14.7","2.93","-1.28","NULL","NULL","NULL"
"City of Piedmont Police and Fire Pension Plan","7224","20152016","-6.8","2.83","3.41","NULL","NULL","NULL"
"City of Piedmont Police and Fire Pension Plan","7224","20142015","-0.63","9.34","1.76","NULL","NULL","NULL"
"City of Piedmont Police and Fire Pension Plan","7224","20132014","15.29","7.95","3.59","NULL","NULL","NULL"
"City of Piedmont Police and Fire Pension Plan","7224","20122013","13.34","7.67","3.57","NULL","NULL","NULL"
"City of Piedmont Police and Fire Pension Plan","7224","20112012","-4.78","6.08","0.7","NULL","NULL","NULL"
"City of Piedmont Police and Fire Pension Plan","7224","20102011","14.43","3.11","3.17","NULL","NULL","NULL"
"City of Piedmont Police and Fire Pension Plan","7224","20092010","8.58","4.38","1.12","NULL","NULL","NULL"
"City of Piedmont Police and Fire Pension Plan","7224","20082009","-13.69","-2.39","1.82","NULL","NULL","NULL"
"City of Piedmont Police and Fire Pension Plan","7224","20072008","-8.03","3.57","8","NULL","NULL","NULL"
"City of Piedmont Police and Fire Pension Plan","7224","20062007","14.55","10.27","10.28","NULL","NULL","NULL"
"City of Piedmont Police and Fire Pension Plan","7224","20052006","11.69","17.15","9.63","NULL","NULL","NULL"
"City of Piedmont Police and Fire Pension Plan","7224","20042005","17.93","16.55","9.39","NULL","NULL","NULL"
"City of Piedmont Police and Fire Pension Plan","7224","20032004","21.84","6.17","NULL","NULL","NULL","NULL"
"City of Piedmont Police and Fire Pension Plan","7224","20022003","9.88","NULL","NULL","NULL","NULL","NULL"
"City of Pittsburg Miscellaneous Employees' Retirement System 1962","7226","20152016","0","0","0","0","0","0"
"City of Pittsburg Miscellaneous Employees' Retirement System 1962","7226","20142015","0","0","0","0","0","0"
"City of Pittsburg Miscellaneous Employees' Retirement System 1962","7226","20132014","0","0","0","0","0","0"
"City of Pittsburg Miscellaneous Employees' Retirement System 1962","7226","20122013","0","0","0","0","0","0"
"City of Pittsburg Miscellaneous Employees' Retirement System 1962","7226","20112012","NULL","NULL","NULL","NULL","NULL","NULL"
"City of Pittsburg Miscellaneous Employees' Retirement System 1962","7226","20102011","NULL","NULL","NULL","NULL","NULL","NULL"
"City of Pittsburg Miscellaneous Employees' Retirement System 1962","7226","20092010","NULL","NULL","NULL","NULL","NULL","NULL"
"City of Pittsburg Miscellaneous Employees' Retirement System 1962","7226","20082009","0","0","0","0","0","0"
"City of Pittsburg Miscellaneous Employees' Retirement System 1962","7226","20072008","NULL","NULL","NULL","NULL","NULL","NULL"
"City of Richmond Garfield Pension Plan","7229","20152016","0.1","0.4","0.6","NULL","NULL","NULL"
"City of Richmond Garfield Pension Plan","7229","20142015","0.3","0.23","0.46","NULL","NULL","NULL"
"City of Richmond Garfield Pension Plan","7229","20132014","0.1","0.4","0.6","NULL","NULL","NULL"
"City of Richmond Garfield Pension Plan","7229","20122013","0.3","0.6","1.1","NULL","NULL","NULL"
"City of Richmond Garfield Pension Plan","7229","20112012","0.7","0.9","1.9","NULL","NULL","NULL"
"City of Richmond Garfield Pension Plan","7229","20102011","0.9","1.5","2.8","NULL","NULL","NULL"
"City of Richmond Garfield Pension Plan","7229","20092010","1.2","2.6","3.6","NULL","NULL","NULL"
"City of Richmond Garfield Pension Plan","7229","20082009","2.5","4","3.7","NULL","NULL","NULL"
"City of Richmond Garfield Pension Plan","7229","20072008","4.1","4.8","3.6","NULL","NULL","NULL"
"City of Richmond Garfield Pension Plan","7229","20062007","5.5","4","3.3","NULL","NULL","NULL"
"City of Richmond Garfield Pension Plan","7229","20052006","4.7","2.9","3.2","NULL","NULL","NULL"
"City of Richmond Garfield Pension Plan","7229","20042005","1.7","NULL","NULL","NULL","NULL","NULL"
"City of Richmond Garfield Pension Plan","7229","20032004","1.7","NULL","NULL","NULL","NULL","NULL"
"City of Richmond General Pension Plan","7227","20152016","0.3","0.4","0.78","NULL","NULL","NULL"
"City of Richmond General Pension Plan","7227","20142015","0.3","0.4","0.78","NULL","NULL","NULL"
"City of Richmond General Pension Plan","7227","20132014","-0.1","0.5","1.1","NULL","NULL","NULL"
"City of Richmond General Pension Plan","7227","20122013","0.5","1.1","1.9","NULL","NULL","NULL"
"City of Richmond General Pension Plan","7227","20112012","1","1.7","2.7","NULL","NULL","NULL"
"City of Richmond General Pension Plan","7227","20102011","1.7","2.7","3.5","NULL","NULL","NULL"
"City of Richmond General Pension Plan","7227","20092010","2.5","3.7","3.9","NULL","NULL","NULL"
"City of Richmond General Pension Plan","7227","20082009","4","4.4","3.7","NULL","NULL","NULL"
"City of Richmond General Pension Plan","7227","20072008","4.5","4.4","3.2","NULL","NULL","NULL"
"City of Richmond General Pension Plan","7227","20062007","4.8","3.3","0.4","NULL","NULL","NULL"
"City of Richmond General Pension Plan","7227","20052006","3.8","2.2","-1.4","NULL","NULL","NULL"
"City of Richmond General Pension Plan","7227","20042005","1.4","2.2","NULL","NULL","NULL","NULL"
"City of Richmond General Pension Plan","7227","20032004","1.55","-3.9","NULL","NULL","NULL","NULL"
"City of Richmond Police and Firemen's Pension Plan","7228","20152016","2.4","5.75","6.25","NULL","NULL","NULL"
"City of Richmond Police and Firemen's Pension Plan","7228","20142015","2.4","5.75","6.25","NULL","NULL","NULL"
"City of Richmond Police and Firemen's Pension Plan","7228","20132014","19.7","9.1","12","NULL","NULL","NULL"
"City of Richmond Police and Firemen's Pension Plan","7228","20122013","10","9.2","4.6","NULL","NULL","NULL"
"City of Richmond Police and Firemen's Pension Plan","7228","20112012","-1.4","10.1","1.7","NULL","NULL","NULL"
"City of Richmond Police and Firemen's Pension Plan","7228","20102011","20","5","5.8","NULL","NULL","NULL"
"City of Richmond Police and Firemen's Pension Plan","7228","20092010","12.9","-2.7","3.6","NULL","NULL","NULL"
"City of Richmond Police and Firemen's Pension Plan","7228","20082009","-14.6","-0.7","2.4","NULL","NULL","NULL"
"City of Richmond Police and Firemen's Pension Plan","7228","20072008","-4.6","7.3","7.9","NULL","NULL","NULL"
"City of Richmond Police and Firemen's Pension Plan","7228","20062007","22.1","12.1","9.7","NULL","NULL","NULL"
"City of Richmond Police and Firemen's Pension Plan","7228","20052006","7.8","8.4","3.9","NULL","NULL","NULL"
"City of Richmond Police and Firemen's Pension Plan","7228","20042005","6.95","6.4","NULL","NULL","NULL","NULL"
"City of Richmond Police and Firemen's Pension Plan","7228","20032004","10.5","1.7","NULL","NULL","NULL","NULL"
"City of Ripon Money Purchase Thrift Pension Plan","7255","20152016","0","NULL","NULL","NULL","NULL","NULL"
"City of Ripon Money Purchase Thrift Pension Plan","7255","20142015","0","NULL","NULL","NULL","NULL","NULL"
"City of Ripon Money Purchase Thrift Pension Plan","7255","20132014","0","NULL","NULL","NULL","NULL","NULL"
"City of Ripon Money Purchase Thrift Pension Plan","7255","20112012","NULL","NULL","NULL","NULL","NULL","NULL"
"City of Sacramento City Employees' Retirement System","7245","20152016","NULL","NULL","NULL","3.15","7.39","7.15"
"City of Sacramento City Employees' Retirement System","7245","20142015","NULL","NULL","NULL","4.8","9.1","9.85"
"City of Sacramento City Employees' Retirement System","7245","20132014","NULL","NULL","NULL","14.57","9.33","11.35"
"City of Sacramento City Employees' Retirement System","7245","20122013","8.13","10.03","4.45","NULL","NULL","NULL"
"City of Sacramento City Employees' Retirement System","7245","20112012","NULL","NULL","NULL","5.48","11.37","3.1"
"City of Sacramento City Employees' Retirement System","7245","20102011","NULL","NULL","NULL","17.47","3.11","4.51"
"City of Sacramento City Employees' Retirement System","7245","20092010","NULL","NULL","NULL","12.43","-1.75","2.63"
"City of Sacramento City Employees' Retirement System","7245","20082009","NULL","NULL","NULL","-16.2","-1.02","0.91"
"City of Sacramento City Employees' Retirement System","7245","20072008","NULL","NULL","NULL","1.34","6.29","6.15"
"City of Sacramento City Employees' Retirement System","7245","20062007","NULL","NULL","NULL","12.25","6.6","7.59"
"City of Sacramento City Employees' Retirement System","7245","20052006","NULL","NULL","NULL","5.57","5.82","3.66"
"City of Sacramento City Employees' Retirement System","7245","20042005","NULL","NULL","NULL","2.21","6.76","3.66"
"City of Sacramento City Employees' Retirement System","7245","20032004","NULL","NULL","NULL","9.8","3.52","3.44"
"City of San Clemente Restated Employees' Retirement Plan","7244","20152016","-1.6","4.7","5.5","NULL","NULL","NULL"
"City of San Clemente Restated Employees' Retirement Plan","7244","20142015","2.8","9.3","9.6","NULL","NULL","NULL"
"City of San Clemente Restated Employees' Retirement Plan","7244","20132014","16.1","10.3","12.8","NULL","NULL","NULL"
"City of San Clemente Restated Employees' Retirement Plan","7244","20122013","12.8","11.5","7.2","NULL","NULL","NULL"
"City of San Clemente Restated Employees' Retirement Plan","7244","20112012","2.3","11.4","3.5","NULL","NULL","NULL"
"City of San Clemente Restated Employees' Retirement Plan","7244","20102011","19.6","6.7","5.7","NULL","NULL","NULL"
"City of San Clemente Restated Employees' Retirement Plan","7244","20092010","11.4","-2.6","2.2","NULL","NULL","NULL"
"City of San Clemente Restated Employees' Retirement Plan","7244","20082009","-10","-0.7","2.7","NULL","NULL","NULL"
"City of San Clemente Restated Employees' Retirement Plan","7244","20072008","-4.6","5.4","7.3","NULL","NULL","NULL"
"City of San Clemente Restated Employees' Retirement Plan","7244","20062007","14","9.9","9","NULL","NULL","NULL"
"City of San Clemente Restated Employees' Retirement Plan","7244","20052006","7.8","9.4","5.9","NULL","NULL","NULL"
"City of San Clemente Restated Employees' Retirement Plan","7244","20042005","8.3","7.9","5.4","NULL","NULL","NULL"
"Judges' Retirement System II","7206","20022003","NULL","NULL","NULL","4.8","-2.7","2"
"City of San Clemente Restated Employees' Retirement Plan","7244","20032004","12.4","4.4","5.6","NULL","NULL","NULL"
"City of San Jose Federated City Employees' Retirement System","7249","20152016","NULL","NULL","NULL","-0.3","4.2","3.4"
"City of San Jose Federated City Employees' Retirement System","7249","20142015","NULL","NULL","NULL","-0.9","7","7.1"
"City of San Jose Federated City Employees' Retirement System","7249","20132014","NULL","NULL","NULL","14.3","6.2","10.2"
"City of San Jose Federated City Employees' Retirement System","7249","20122013","NULL","NULL","NULL","8.1","7.6","3.4"
"City of San Jose Federated City Employees' Retirement System","7249","20112012","NULL","NULL","NULL","-2.4","9.8","1.3"
"City of San Jose Federated City Employees' Retirement System","7249","20102011","NULL","NULL","NULL","19","4.1","4.9"
"City of San Jose Federated City Employees' Retirement System","7249","20092010","NULL","NULL","NULL","15.9","-2.2","3.7"
"City of San Jose Federated City Employees' Retirement System","7249","20082009","NULL","NULL","NULL","-16.8","-2.1","2.4"
"City of San Jose Federated City Employees' Retirement System","7249","20072008","NULL","NULL","NULL","-3.1","7.5","9.5"
"City of San Jose Federated City Employees' Retirement System","7249","20062007","NULL","NULL","NULL","16.2","11.7","11.8"
"City of San Jose Federated City Employees' Retirement System","7249","20052006","NULL","NULL","NULL","10.81","12.11","8.24"
"City of San Jose Federated City Employees' Retirement System","7249","20042005","NULL","NULL","NULL","8.9","10.9","6"
"City of San Jose Federated City Employees' Retirement System","7249","20032004","NULL","NULL","NULL","16.6","7.1","5.7"
"City of San Jose Federated City Employees' Retirement System","7249","20022003","NULL","NULL","NULL","6.9","1.6","4.7"
"City of San Jose Police and Fire Retirement Plan","7250","20152016","NULL","NULL","NULL","-0.4","4.1","4.4"
"City of San Jose Police and Fire Retirement Plan","7250","20142015","NULL","NULL","NULL","-0.8","7.5","8"
"City of San Jose Police and Fire Retirement Plan","7250","20132014","NULL","NULL","NULL","13.9","7.8","11.1"
"City of San Jose Police and Fire Retirement Plan","7250","20122013","NULL","NULL","NULL","9.9","9.1","4"
"City of San Jose Police and Fire Retirement Plan","7250","20112012","NULL","NULL","NULL","-0.1","10.6","1"
"City of San Jose Police and Fire Retirement Plan","7250","20102011","NULL","NULL","NULL","18.4","3.5","4.6"
"City of San Jose Police and Fire Retirement Plan","7250","20092010","NULL","NULL","NULL","14.3","-3.8","3.4"
"City of San Jose Police and Fire Retirement Plan","7250","20082009","NULL","NULL","NULL","-18","-2.5","2.8"
"City of San Jose Police and Fire Retirement Plan","7250","20072008","NULL","NULL","NULL","-5.1","8.1","10.3"
"City of San Jose Police and Fire Retirement Plan","7250","20062007","NULL","NULL","NULL","19.3","13.8","12.6"
"City of San Jose Police and Fire Retirement Plan","7250","20052006","NULL","NULL","NULL","14.3","13.9","9"
"City of San Jose Police and Fire Retirement Plan","7250","20042005","NULL","NULL","NULL","11","10.9","6.1"
"City of San Jose Police and Fire Retirement Plan","7250","20032004","NULL","NULL","NULL","16.5","6.6","5.6"
"City of San Jose Police and Fire Retirement Plan","7250","20022003","NULL","NULL","NULL","5.4","1.4","4.6"
"City of Santa Barbara Police and Fire Pension Fund","7248","20152016","2.82","2.54","2.77","NULL","NULL","NULL"
"City of Santa Barbara Police and Fire Pension Fund","7248","20142015","2.56","2.63","2.97","NULL","NULL","NULL"
"City of Santa Barbara Police and Fire Pension Fund","7248","20132014","2.25","2.82","3.07","NULL","NULL","NULL"
"City of Santa Barbara Police and Fire Pension Fund","7248","20122013","3.07","3.35","3.23","NULL","NULL","NULL"
"City of Santa Barbara Police and Fire Pension Fund","7248","20112012","3.14","3.34","3.49","NULL","NULL","NULL"
"City of Santa Barbara Police and Fire Pension Fund","7248","20102011","3.84","3.32","3.66","NULL","NULL","NULL"
"City of Santa Barbara Police and Fire Pension Fund","7248","20092010","3.05","3.26","3.62","NULL","NULL","NULL"
"City of Santa Barbara Police and Fire Pension Fund","7248","20082009","3.06","3.7","4.77","NULL","NULL","NULL"
"City of Santa Barbara Police and Fire Pension Fund","7248","20072008","3.66","4","7.65","NULL","NULL","NULL"
"City of Santa Barbara Police and Fire Pension Fund","7248","20062007","4.37","5.7","11.9","NULL","NULL","NULL"
"City of Santa Barbara Police and Fire Pension Fund","7248","20052006","3.98","10.07","5.48","NULL","NULL","NULL"
"City of Santa Barbara Police and Fire Pension Fund","7248","20042005","8.76","17.05","29.76","NULL","NULL","NULL"
"City of Santa Barbara Police and Fire Pension Fund","7248","20032004","17.48","4.88","4.03","NULL","NULL","NULL"
"City of Santa Barbara Police and Fire Pension Fund","7248","20022003","NULL","NULL","NULL","NULL","NULL","NULL"
"Civic San Diego Money Purchase Pension Plan","7202","20142015","0","0","0","0","0","0"
"Civic San Diego Money Purchase Pension Plan","7202","20132014","0","0","0","0","0","NULL"
"Civic San Diego Money Purchase Pension Plan","7202","20122013","0","0","0","0","0","0"
"Civic San Diego Money Purchase Pension Plan","7202","20112012","NULL","NULL","NULL","NULL","NULL","NULL"
"Civic San Diego Money Purchase Pension Plan","7202","20102011","0","0","0","0","0","0"
"Civic San Diego Money Purchase Pension Plan","7202","20092010","NULL","NULL","NULL","NULL","NULL","NULL"
"Civic San Diego Money Purchase Pension Plan","7202","20072008","NULL","NULL","NULL","NULL","NULL","NULL"
"Civic San Diego Money Purchase Pension Plan","7202","20052006","NULL","NULL","NULL","NULL","NULL","NULL"
"Civic San Diego Tax Deferred Annuity Plan","8180","20152016","0","NULL","NULL","NULL","NULL","NULL"
"Civic San Diego Tax Deferred Annuity Plan","8180","20132014","0","NULL","NULL","NULL","NULL","NULL"
"Civic San Diego Tax Deferred Annuity Plan","8180","20122013","0","0","0","0","0","0"
"Civic San Diego Tax Deferred Annuity Plan","8180","20112012","NULL","NULL","NULL","NULL","NULL","NULL"
"Civic San Diego Tax Deferred Annuity Plan","8180","20102011","0","0","0","0","0","0"
"Civic San Diego Tax Deferred Annuity Plan","8180","20092010","NULL","NULL","NULL","NULL","NULL","NULL"
"Civic San Diego Tax Deferred Annuity Plan","8180","20082009","0","0","0","0","0","0"
"Civic San Diego Tax Deferred Annuity Plan","8180","20062007","NULL","NULL","NULL","NULL","NULL","NULL"
"Civic San Diego Tax Deferred Annuity Plan","8180","20052006","NULL","NULL","NULL","NULL","NULL","NULL"
"Contra Costa County Employees' Retirement Association","7259","20152016","NULL","NULL","NULL","2.6","9","8.7"
"Contra Costa County Employees' Retirement Association","7259","20142015","NULL","NULL","NULL","8.4","13","11"
"Contra Costa County Employees' Retirement Association","7259","20132014","NULL","NULL","NULL","16.5","11","13.7"
"Contra Costa County Employees' Retirement Association","7259","20122013","NULL","NULL","NULL","14.1","10.1","3.6"
"Contra Costa County Employees' Retirement Association","7259","20112012","NULL","NULL","NULL","2.7","12.6","2.4"
"Contra Costa County Employees' Retirement Association","7259","20102011","NULL","NULL","NULL","14","0.7","4.8"
"Contra Costa County Employees' Retirement Association","7259","20092010","NULL","NULL","NULL","21.9","-1.3","4.2"
"Contra Costa County Employees' Retirement Association","7259","20082009","NULL","NULL","NULL","-26.5","-3.1","2.7"
"Contra Costa County Employees' Retirement Association","7259","20072008","NULL","NULL","NULL","7.3","11.1","14"
"Contra Costa County Employees' Retirement Association","7259","20062007","NULL","NULL","NULL","15.3","13.2","10.1"
"Contra Costa County Employees' Retirement Association","7259","20052006","NULL","NULL","NULL","10.8","15.8","6.6"
"Contra Costa County Employees' Retirement Association","7259","20042005","NULL","NULL","NULL","13.4","8.2","4.9"
"Contra Costa County Employees' Retirement Association","7259","20032004","NULL","NULL","NULL","23.5","3","5.3"
"Contra Costa County Employees' Retirement Association","7259","20022003","NULL","NULL","NULL","-9.5","-3.4","4"
"Contra Costa Water District Retirement Plan","7172","20152016","NULL","NULL","NULL","2.1","6.8","6.7"
"Contra Costa Water District Retirement Plan","7172","20142015","NULL","NULL","NULL","2.9","10.03","10.5"
"Contra Costa Water District Retirement Plan","7172","20132014","NULL","NULL","NULL","15.4","9.53","12.18"
"Contra Costa Water District Retirement Plan","7172","20122013","NULL","NULL","NULL","11.8","11.4","5.44"
"Contra Costa Water District Retirement Plan","7172","20112012","NULL","NULL","NULL","1.4","11.23","1.52"
"Contra Costa Water District Retirement Plan","7172","20102011","NULL","NULL","NULL","21","4.67","4.72"
"Contra Costa Water District Retirement Plan","7172","20092010","NULL","NULL","NULL","11.3","-4.93","2.3"
"Contra Costa Water District Retirement Plan","7172","20082009","NULL","NULL","NULL","-18.3","-2.9","1.6"
"Contra Costa Water District Retirement Plan","7172","20072008","NULL","NULL","NULL","-7.86","6.17","7.98"
"Contra Costa Water District Retirement Plan","7172","20062007","NULL","NULL","NULL","17.4","11.43","10.76"
"Contra Costa Water District Retirement Plan","7172","20052006","NULL","NULL","NULL","9.1","10.17","6.08"
"Contra Costa Water District Retirement Plan","7172","20042005","NULL","NULL","NULL","7.8","9.1","4.78"
"Contra Costa Water District Retirement Plan","7172","20032004","NULL","NULL","NULL","13.3","4.4","4"
"Corcoran Irrigation District Money Purchase Pension Plan","7191","20132014","NULL","NULL","NULL","NULL","NULL","NULL"
"Corcoran Irrigation District Money Purchase Pension Plan","7191","20112012","NULL","NULL","NULL","NULL","NULL","NULL"
"Corcoran Irrigation District Money Purchase Pension Plan","7191","20102011","0","NULL","NULL","NULL","NULL","NULL"
"County Of San Diego IHSS Public Authority Pension Plan","9555","20152016","0","NULL","NULL","0","NULL","NULL"
"County Of San Diego IHSS Public Authority Pension Plan","9555","20142015","0","NULL","NULL","0","NULL","NULL"
"County Of San Diego IHSS Public Authority Pension Plan","9555","20132014","0","NULL","NULL","0","NULL","NULL"
"County Of San Diego IHSS Public Authority Pension Plan","9555","20122013","0","0","0","0","0","0"
"County Of San Diego IHSS Public Authority Pension Plan","9555","20082009","NULL","NULL","NULL","NULL","NULL","NULL"
"County Of San Diego IHSS Public Authority Pension Plan","9555","20072008","NULL","NULL","NULL","NULL","NULL","NULL"
"Desert Hospital Retirement Protection Plan","7398","20152016","NULL","NULL","NULL","0.25","0.18","0.2"
"Desert Hospital Retirement Protection Plan","7398","20142015","NULL","NULL","NULL","0.13","0.16","0.23"
"Desert Hospital Retirement Protection Plan","7398","20132014","NULL","NULL","NULL","0.15","0.2","0.33"
"Desert Hospital Retirement Protection Plan","7398","20122013","0.19","0.28","0.61","NULL","NULL","NULL"
"Desert Hospital Retirement Protection Plan","7398","20112012","NULL","NULL","NULL","0.26","0.43","1.55"
"Desert Hospital Retirement Protection Plan","7398","20102011","NULL","NULL","NULL","0.4","0.86","2.45"
"Desert Hospital Retirement Protection Plan","7398","20092010","NULL","NULL","NULL","0.64","2.37","3.03"
"Desert Hospital Retirement Protection Plan","7398","20082009","NULL","NULL","NULL","1.54","3.74","3.14"
"Desert Hospital Retirement Protection Plan","7398","20072008","NULL","NULL","NULL","4.92","4.33","3.37"
"Desert Hospital Retirement Protection Plan","7398","20062007","NULL","NULL","NULL","4.77","3.09","2.92"
"Desert Hospital Retirement Protection Plan","7398","20052006","NULL","NULL","NULL","3.3","1.87","2.49"
"Desert Hospital Retirement Protection Plan","7398","20042005","1.19","1.62","3","NULL","NULL","NULL"
"Desert Hospital Retirement Protection Plan","7398","20032004","1.11","2.66","3.7","NULL","NULL","NULL"
"East Bay Municipal Utility District Employees' Retirement System","7168","20152016","1.3","8.4","8.2","NULL","NULL","NULL"
"East Bay Municipal Utility District Employees' Retirement System","7168","20142015","4.8","13","13","NULL","NULL","NULL"
"East Bay Municipal Utility District Employees' Retirement System","7168","20132014","19.9","11.8","15","NULL","NULL","NULL"
