"received_date","animal_type","source","primary_breed","colour","age","gender","fsa"
"2014-01-01T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Torbie / White","7 Years 5 Months 3 Weeks","Female","T5R"
"2014-01-01T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Smoke Tortoiseshell","7 Years 1 Month 3 Weeks","Female","T5W"
"2014-01-01T00:00:00.000","Dog","Agency","Golden Retriever","Gold / White","14 Years 5 Months 3 Weeks","Male","T5R"
"2014-01-01T00:00:00.000","Dog","Agency","Labrador Mix","Black","12 Years 5 Months 3 Weeks","Female","T6C"
"2014-01-02T00:00:00.000","Cat","Public","Domestic Medium Hair Mix","Black / White","8 Years 5 Months 3 Weeks (approx)","Male","T5W"
"2014-01-02T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Brown Tabby","12 Years 5 Months 3 Weeks (approx)","Male","T5B"
"2014-01-02T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Brown Tabby","6 Years 8 Months 3 Weeks (approx)","Female","T6P"
"2014-01-02T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Black / White","7 Years 5 Months 3 Weeks (approx)","Female","T5E"
"2014-01-02T00:00:00.000","Dog","Agency","Chihuahua","Black / Tan","12 Years 5 Months 3 Weeks (approx)","Female","T5E"
"2014-01-02T00:00:00.000","Dog","Agency","Schipperke Mix","Tri Color","7 Years 5 Months 3 Weeks (approx)","Male","T5A"
"2014-01-02T00:00:00.000","Dog","Agency","Shih Tzu Mix","Grey / White","7 Years 8 Months 1 Week (approx)","Male","T5A"
"2014-01-02T00:00:00.000","Kitten","Agency","Domestic Short Hair Mix","Brown Tabby / White","6 Years 9 Months 3 Weeks (approx)","Male","T6L"
"2014-01-03T00:00:00.000","Cat","Public","Domestic Medium Hair Mix","Black","3 Years (approx)","Male","T5B"
"2014-01-03T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Smoke Tortoiseshell","15 Years 5 Months 3 Weeks","Female","T5L"
"2014-01-03T00:00:00.000","Dog","Public","Jack Russell Terrier Mix","Black / White","9 Years 5 Months 3 Weeks","Female","T5E"
"2014-01-03T00:00:00.000","Dog","Public","Shih Tzu Mix","White","12 Years 4 Weeks (approx)","Female","T6E"
"2014-01-03T00:00:00.000","Dog","Public","Shepherd / Siberian Husky","White / Tan","7 Years 6 Months (approx)","Male","T5C"
"2014-01-03T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Black","7 Years 5 Months 3 Weeks (approx)","Female","T6J"
"2014-01-03T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","White / Torbie","9 Years 2 Weeks (approx)","Female","T6T"
"2014-01-03T00:00:00.000","Dog","Agency","Beagle / Medium Terrier Cross","Tan / White","15 Years 5 Months 3 Weeks (approx)","Male","T5W"
"2014-01-03T00:00:00.000","Dog","Agency","Labrador Retriever / Great Dane","Black / White","10 Years 4 Months (approx)","Female","T5P"
"2014-01-03T00:00:00.000","Kitten","Agency","Domestic Short Hair Mix","Grey","6 Years 8 Months 3 Weeks (approx)","Female","T6J"
"2014-01-03T00:00:00.000","Kitten","Agency","Domestic Short Hair Mix","Grey","6 Years 8 Months 3 Weeks (approx)","Male","T6J"
"2014-01-03T00:00:00.000","Kitten","Agency","Domestic Medium Hair Mix","Brown Tabby / White","4 Months (approx)","Female","T5Y"
"2014-01-04T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Brown Tabby","9 Years 5 Months 2 Weeks","Female","T5A"
"2014-01-04T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Black / White","8 Years 5 Months 2 Weeks","Female","T5E"
"2014-01-04T00:00:00.000","Cat","Public","Domestic Medium Hair Mix","Brown Tabby / White","1 Year","Female","T6B"
"2014-01-04T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Cream","9 Years 5 Months 2 Weeks","Female","T6K"
"2014-01-04T00:00:00.000","Dog","Public","Poodle Miniature Mix","Grey","18 Years 5 Months 2 Weeks","Male","T6V"
"2014-01-04T00:00:00.000","Cat","Agency","Domestic Medium Hair Mix","Grey Tabby / White","7 Years 5 Months 2 Weeks","Female","T6X"
"2014-01-04T00:00:00.000","Dog","Agency","Beagle","Tri Color","9 Years 5 Months 2 Weeks","Female","T5L"
"2014-01-04T00:00:00.000","Dog","Agency","Jack Russell Terrier Mix","White / Brown","19 Years 5 Months 2 Weeks","Female","T5W"
"2014-01-04T00:00:00.000","Dog","Agency","Schnauzer, Miniature Mix","Salt and Pepper","14 Years 5 Months 2 Weeks","Male","T6E"
"2014-01-04T00:00:00.000","Dog","Agency","Flat Coated Retriever Mix","Black","7 Years 5 Months 2 Weeks","Female","T6E"
"2014-01-05T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Black","2 Years","Male","T6L"
"2014-01-05T00:00:00.000","Dog","Agency","German Shepherd / Labrador Retriever","Black / Salt and Pepper","7 Years 9 Months 3 Weeks (approx)","Male","T5B"
"2014-01-06T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Blue Cream Tortoiseshell","8 Years 1 Month 2 Weeks (approx)","Female","T5E"
"2014-01-06T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Brown Tabby / White","2 Years 1 Week (approx)","Female","T5J"
"2014-01-06T00:00:00.000","Cat","Public","Domestic Short Hair Mix","White / Grey","15 Years 5 Months 2 Weeks (approx)","Female","T6B"
"2014-01-06T00:00:00.000","Dog","Public","Jack Russell Terrier Mix","White / Black Brown","11 Years 9 Months 2 Weeks","Female","T5T"
"2014-01-06T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Tortoiseshell / White","7 Years 2 Weeks (approx)","Female","T5T"
"2014-01-06T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Black / White","6 Years 11 Months (approx)","Male","T5M"
"2014-01-06T00:00:00.000","Dog","Agency","Golden Retriever / Medium Cross Breed","Tan / White","14 Years 5 Months 2 Weeks","Female","T5W"
"2014-01-06T00:00:00.000","Dog","Agency","Shepherd Mix","Black / Tan","5 Years 1 Week (approx)","Unknown","T5V"
"2014-01-07T00:00:00.000","Cat","Public","Domestic Medium Hair Mix","Torbie / White","8 Months (approx)","Female","T6A"
"2014-01-07T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Brown Tabby / White","7 Years 5 Months 2 Weeks (approx)","Female","T5E"
"2014-01-07T00:00:00.000","Dog","Public","Cocker Spaniel Mix","Buff","9 Years 5 Months 2 Weeks (approx)","Female","T6H"
"2014-01-07T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Brown Tabby / White","6 Years 8 Months 2 Weeks (approx)","Male","T5B"
"2014-01-07T00:00:00.000","Bird","Agency","Parrot Mix","Green / Orange","20 Years 5 Months 2 Weeks (approx)","Unknown","T6C"
"2014-01-07T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Brown Tabby / White","2 Years (approx)","Female","T5T"
"2014-01-07T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Black / White","9 Months","Male","T5T"
"2014-01-07T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Orange Tabby","7 Years 5 Months 2 Weeks (approx)","Male","T5B"
"2014-01-07T00:00:00.000","Dog","Agency","Mastiff Mix","Brindle","9 Years 5 Months 2 Weeks (approx)","Female","T5N"
"2014-01-07T00:00:00.000","Dog","Agency","Labrador Mix","Tan","7 Years 3 Months 2 Weeks (approx)","Male","T5A"
"2014-01-08T00:00:00.000","Dog","Public","Labrador Retriever Mix","Chocolate","11 Years 9 Months (approx)","Male","T5W"
"2014-01-08T00:00:00.000","Dog","Public","American Staffy / Rottweiler","Brindle / White","9 Years 5 Months 2 Weeks (approx)","Female","T5L"
"2014-01-08T00:00:00.000","Dog","Public","American Eskimo Mix","White","8 Years 5 Months 2 Weeks (approx)","Male","T5A"
"2014-01-08T00:00:00.000","Dog","Public","Long Hair Chihuahua Mix","White / Black","10 Years 2 Months 1 Week","Male","T6L"
"2014-01-08T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Brown Tabby / White","7 Years 5 Months 2 Weeks (approx)","Male","T6K"
"2014-01-08T00:00:00.000","Cat","Agency","Manx Mix","Black / White","11 Years (approx)","Male","T5B"
"2014-01-08T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Black / White","7 Years 5 Months 2 Weeks (approx)","Female","T6E"
"2014-01-08T00:00:00.000","Dog","Agency","Border Collie Mix","Red / White","10 Years 5 Months 2 Weeks (approx)","Female","T6L"
"2014-01-08T00:00:00.000","Dog","Agency","Chesapeake Bay Retriever Mix","Chocolate","2 Years 1 Month","Female","T5L"
"2014-01-09T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Torbie / White","7 Years 5 Months 2 Weeks (approx)","Female","T6G"
"2014-01-09T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Black / White","8 Years 5 Months 2 Weeks (approx)","Male","T5E"
"2014-01-09T00:00:00.000","Puppy","Public","American Staffy Mix","Blue Brindle / White","6 Years 10 Months 2 Weeks","Female","T5E"
"2014-01-09T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","White / Black","8 Years 5 Months 2 Weeks (approx)","Female","T6G"
"2014-01-09T00:00:00.000","Dog","Agency","Collie Smooth Mix","Black / Tan","13 Years 5 Months 2 Weeks (approx)","Male","T5G"
"2014-01-09T00:00:00.000","Dog","Agency","American Staffy Mix","Brindle / White","4 Years 1 Week (approx)","Female","T6A"
"2014-01-09T00:00:00.000","Dog","Agency","Border Collie Mix","Black / White","7 Years 5 Months 2 Weeks (approx)","Male","T6J"
"2014-01-09T00:00:00.000","Dog","Agency","Shepherd / Collie Rough","Black / Brown","9 Years 5 Months 2 Weeks (approx)","Female","T6C"
