"received_date","animal_type","source","primary_breed","colour","age","gender","fsa"
"2015-01-01T00:00:00.000","Dog","Agency","American Staffy Mix","Black Brown / White","7 Years 5 Months 4 Weeks (approx)","Female","T6W"
"2015-01-01T00:00:00.000","Dog","Agency","Chihuahua Mix","Red / White","9 Years 5 Months 3 Weeks (approx)","Male","T6L"
"2015-01-01T00:00:00.000","Dog","Agency","Pekingese Mix","Black / White","10 Years (approx)","Female","T6C"
"2015-01-01T00:00:00.000","Dog","Agency","Boston Terrier","Black Brindle / White","12 Years 1 Month 1 Week (approx)","Male","T5P"
"2015-01-01T00:00:00.000","Puppy","Agency","American Staffy Mix","Liver / White","5 Years 10 Months 1 Week (approx)","Male","T6W"
"2015-01-02T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Torbie","7 Years 5 Months 3 Weeks","Female","T5C"
"2015-01-02T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Black / White","7 Years 5 Months 3 Weeks","Male","T6V"
"2015-01-02T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Black / White","5 Years 11 Months","Male","3C4"
"2015-01-02T00:00:00.000","Kitten","Public","Domestic Medium Hair Mix","Brown Tabby","2 Weeks (approx)","Unknown","T5L"
"2015-01-02T00:00:00.000","Dog","Agency","Chihuahua Mix","Black / Tan","7 Years 5 Months 3 Weeks","Female","T5G"
"2015-01-02T00:00:00.000","Dog","Agency","Siberian Husky Mix","Black / White","7 Years 5 Months 3 Weeks","Male","T6J"
"2015-01-02T00:00:00.000","Kitten","Agency","Domestic Short Hair Mix","Black / White","5 Years 10 Months 2 Weeks (approx)","Male","T6X"
"2015-01-02T00:00:00.000","Mammal","Agency","Coyote Mix","Brown / White","1 Year (approx)","Female","T5V"
"2015-01-03T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Grey / White","7 Years 5 Months 3 Weeks (approx)","Female","T6L"
"2015-01-03T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Grey","7 Years 5 Months 3 Weeks (approx)","Male","T5X"
"2015-01-03T00:00:00.000","Cat","Public","Domestic Short Hair Mix","White / Black","7 Years 1 Month 2 Weeks","Male","T5Y"
"2015-01-03T00:00:00.000","Dog","Public","German Shepherd Mix","Black / Brown","8 Years (approx)","Male","T5B"
"2015-01-03T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Black","5 Years 10 Months 1 Week (approx)","Female","T5Y"
"2015-01-03T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","White / Brown Tabby","15 Years 5 Months 2 Weeks (approx)","Female","T5B"
"2015-01-03T00:00:00.000","Dog","Agency","Siberian Husky / Shepherd","Black / White","8 Years 5 Months (approx)","Male","T6J"
"2015-01-03T00:00:00.000","Dog","Agency","Siberian Husky / Alaskan Malamute","Black / Tan","6 Years 11 Months 3 Weeks (approx)","Female","T5B"
"2015-01-03T00:00:00.000","Dog","Agency","Shepherd Mix","Brown / Black","7 Years 4 Weeks (approx)","Male","T5Y"
"2015-01-04T00:00:00.000","Cat","Agency","Domestic Longhair Mix","Orange Tabby","5 Years 1 Week (approx)","Male","T6R"
"2015-01-04T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Grey","6 Years 5 Months 2 Weeks (approx)","Male","T5E"
"2015-01-04T00:00:00.000","Dog","Agency","American Staffy Mix","Grey / White","6 Years 5 Months 2 Weeks (approx)","Female","T5Y"
"2015-01-04T00:00:00.000","Dog","Agency","American Staffy / Shepherd","White / Red","8 Years 5 Months 2 Weeks (approx)","Male","T5B"
"2015-01-04T00:00:00.000","Kitten","Agency","Domestic Short Hair Mix","Black / White","5 Years 10 Months 1 Week (approx)","Male","T5C"
"2015-01-05T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Torbie","7 Years 11 Months 2 Weeks (approx)","Female","T5V"
"2015-01-05T00:00:00.000","Cat","Public","Siamese Mix","Seal Point","6 Years 5 Months 2 Weeks (approx)","Male","T6W"
"2015-01-05T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Grey Tabby / White","7 Years 11 Months 2 Weeks (approx)","Male","T6L"
"2015-01-05T00:00:00.000","Cat","Public","Siamese / Domestic Medium Hair","Torti Point / Blue Cream Tortoiseshell","2 Years (approx)","Female","T5X"
"2015-01-05T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Brown Tabby / White","6 Years 5 Months 2 Weeks","Male","T5R"
"2015-01-05T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Brown Tabby","5 Years 9 Months 4 Weeks","Female","T5H"
"2015-01-05T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Brown Tabby / White","12 Years 5 Months 2 Weeks (approx)","Female","T6K"
"2015-01-05T00:00:00.000","Dog","Agency","Labrador Retriever Mix","White","14 Years 5 Months 2 Weeks (approx)","Female","T5X"
"2015-01-05T00:00:00.000","Dog","Agency","Siberian Husky Mix","Black / White","9 Years 5 Months 2 Weeks (approx)","Male","T6W"
"2015-01-06T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Blue Cream Tortoiseshell / White","20 Years 5 Months 2 Weeks (approx)","Female","T6V"
"2015-01-06T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Black / White","6 Years 1 Month 2 Weeks (approx)","Male","T5X"
"2015-01-06T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Black","7 Years 5 Months 2 Weeks (approx)","Male","T5Y"
"2015-01-06T00:00:00.000","Dog","Public","American Staffy Mix","White / Tan","6 Years 2 Weeks (approx)","Male","T5G"
"2015-01-06T00:00:00.000","Cat","Agency","Domestic Longhair Mix","Black / White","4 Years 1 Week (approx)","Male","T6K"
"2015-01-06T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Brown Tabby","7 Years 3 Months 2 Weeks (approx)","Female","T5H"
"2015-01-06T00:00:00.000","Dog","Agency","American Staffy Mix","White / Brindle","12 Years 5 Months 2 Weeks","Female","T5P"
"2015-01-07T00:00:00.000","Cat","Public","Domestic Longhair Mix","Brown Tabby","8 Years 5 Months 2 Weeks (approx)","Female","T6B"
"2015-01-07T00:00:00.000","Cat","Public","Domestic Medium Hair Mix","Brown Tabby","7 Years 5 Months 2 Weeks (approx)","Male","T5W"
"2015-01-07T00:00:00.000","Cat","Public","Domestic Medium Hair Mix","Torbie","3 Years 1 Week","Female","T5W"
"2015-01-07T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Grey","7 Years 5 Months 3 Weeks (approx)","Male","T5X"
"2015-01-07T00:00:00.000","Dog","Public","Bichon Frise Mix","Tan / White","8 Years 5 Months 2 Weeks (approx)","Male","T5G"
"2015-01-07T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Tortoiseshell / White","8 Years 5 Months 2 Weeks (approx)","Female","T6V"
"2015-01-07T00:00:00.000","Dog","Agency","Collie Smooth Mix","Tan / White","15 Years 5 Months 2 Weeks","Male","T5K"
"2015-01-07T00:00:00.000","Dog","Agency","Siberian Husky Mix","White / Grey","13 Years 1 Month 1 Week","Female","T5E"
"2015-01-08T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Brown Tabby / White","3 Years 1 Week","Male","T5L"
"2015-01-08T00:00:00.000","Cat","Public","Domestic Longhair Mix","Black","3 Years 1 Week (approx)","Male","T5L"
"2015-01-08T00:00:00.000","Dog","Public","Rottweiler Mix","Black / Tan","8 Years 5 Months 2 Weeks (approx)","Female","T5L"
"2015-01-08T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Orange Tabby / White","7 Years 5 Months 2 Weeks (approx)","Male","T5L"
"2015-01-08T00:00:00.000","Dog","Agency","American Staffy Mix","White / Black","6 Years 11 Months 2 Weeks (approx)","Male","T5R"
"2015-01-08T00:00:00.000","Dog","Agency","Small Terrier Cross / Shih Tzu","White / Grey","11 Years 5 Months 2 Weeks (approx)","Male","T5T"
"2015-01-08T00:00:00.000","Dog","Agency","Chow Chow / Shepherd","Red","12 Years 9 Months 3 Weeks (approx)","Male","T5P"
"2015-01-08T00:00:00.000","Dog","Agency","Labrador Retriever Mix","Yellow","10 Years 5 Months 2 Weeks (approx)","Male","T5R"
"2015-01-08T00:00:00.000","Dog","Agency","German Shepherd / Akita","Tan / Black","7 Years 7 Months 2 Weeks","Male","T5P"
"2015-01-08T00:00:00.000","Dog","Agency","German Shepherd / Siberian Husky","Black / Tan","6 Years 5 Months 2 Weeks","Female","T5G"
"2015-01-08T00:00:00.000","Kitten","Agency","Domestic Short Hair Mix","White / Brown Tabby","5 Years 10 Months 2 Weeks (approx)","Male","T6J"
"2015-01-09T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Black / White","6 Years 5 Months 2 Weeks (approx)","Female","T5E"
"2015-01-09T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Tortoiseshell","1 Year 4 Months 1 Week (approx)","Female","T5T"
"2015-01-09T00:00:00.000","Cat","Public","Domestic Short Hair Mix","White / Black","6 Months 1 Week (approx)","Female","T5P"
"2015-01-09T00:00:00.000","Dog","Public","Maltese / Poodle Miniature","White / Tan","16 Years 5 Months 2 Weeks (approx)","Female","T5G"
"2015-01-09T00:00:00.000","Dog","Public","Pomeranian Mix","Tan","8 Years 5 Months 2 Weeks","Female","T5M"
"2015-01-09T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","White / Black","8 Years 6 Months 3 Weeks (approx)","Male","T5X"
"2015-01-09T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Orange Tabby / White","7 Years 5 Months 2 Weeks (approx)","Male","T5P"
"2015-01-09T00:00:00.000","Dog","Agency","Small Terrier Cross Mix","White / Tan","11 Years 5 Months 2 Weeks (approx)","Female","T5X"
"2015-01-09T00:00:00.000","Dog","Agency","Shetland Sheep Dog / Medium Cross Breed","Black / Tan","13 Years 5 Months 2 Weeks","Female","T5X"
"2015-01-09T00:00:00.000","Dog","Agency","Shepherd Mix","Black / Tan","9 Years 5 Months 2 Weeks (approx)","Female","T5B"
"2015-01-09T00:00:00.000","Puppy","Agency","American Staffy Mix","Black / Tan","5 Years 10 Months 2 Weeks (approx)","Female","T5G"
"2015-01-10T00:00:00.000","Cat","Public","Domestic Medium Hair Mix","White / Brown Tabby","6 Years 5 Months 2 Weeks","Male","T6X"
"2015-01-10T00:00:00.000","Cat","Public","Domestic Longhair Mix","Black / White","7 Years 5 Months 2 Weeks","Female","2L3"
"2015-01-10T00:00:00.000","Cat","Public","Domestic Longhair Mix","Black / White","7 Years 1 Month 3 Weeks","Male","T5W"
"2015-01-10T00:00:00.000","Cat","Public","Siamese Mix","Blue Point","6 Years 5 Months 2 Weeks","Male","T5B"
"2015-01-10T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Brown Tabby","7 Years 1 Month 3 Weeks (approx)","Male","T5K"
"2015-01-10T00:00:00.000","Cat","Public","Russian Mix","Blue","6 Years 5 Months 2 Weeks","Male","T5Z"
"2015-01-10T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Grey","7 Years 5 Months 2 Weeks","Male","T6K"
"2015-01-10T00:00:00.000","Dog","Public","Rottweiler Mix","Black / Brown","9 Years 4 Months 2 Weeks (approx)","Male","T6P"
"2015-01-10T00:00:00.000","Bird","Agency","Dove - Ring-necked Mix","Grey / Black","2 Years (approx)","Unknown","T6H"
"2015-01-10T00:00:00.000","Cat","Agency","Domestic Medium Hair Mix","Black","2 Years","Male","T6K"
"2015-01-10T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Brown Tabby","8 Years 5 Months 2 Weeks","Male","T5Y"
"2015-01-12T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Black / White","6 Years 5 Months 1 Week","Male","T5B"
"2015-01-12T00:00:00.000","Dog","Public","Rottweiler Mix","Black / Tan","7 Years 5 Months 1 Week (approx)","Male","T5L"
"2015-01-12T00:00:00.000","Dog","Public","Terrier / Bichon Frise","White","9 Years 5 Months 1 Week (approx)","Male","T5X"
"2015-01-12T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Black / White",,"Unknown","2Z6"
"2015-01-12T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Black / White",,"Unknown","2Z6"
"2015-01-12T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Black / White","6 Years 10 Months (approx)","Female","T5M"
"2015-01-12T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Grey / White","8 Years 5 Months 1 Week","Male","T6C"
"2015-01-12T00:00:00.000","Cat","Agency","Domestic Medium Hair Mix","Tortoiseshell / White","7 Years 5 Months 1 Week","Female","T5R"
"2015-01-12T00:00:00.000","Cat","Agency","Domestic Medium Hair Mix","Smoke Tortoiseshell / White","2 Years 1 Week","Female","T5R"
"2015-01-12T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Brown Tabby / White","7 Years 5 Months 1 Week (approx)","Male","T5E"
"2015-01-12T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Black / White","7 Years 5 Months 1 Week (approx)","Male","T6T"
"2015-01-12T00:00:00.000","Dog","Agency","Irish Wolfhound Mix","Black / White","11 Years 5 Months 1 Week","Male","T6P"
"2015-01-12T00:00:00.000","Dog","Agency","Australian Cattledog / American Staffy","White / Black","6 Years 5 Months 1 Week (approx)","Female","T5R"
"2015-01-13T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Torbie / White","7 Years 5 Months 1 Week (approx)","Female","T5T"
"2015-01-13T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Black / White","6 Years 1 Week (approx)","Male","T5T"
"2015-01-13T00:00:00.000","Dog","Public","American Staffy Mix","Tan / White","4 Years 9 Months 3 Weeks (approx)","Male","T6L"
"2015-01-13T00:00:00.000","Dog","Agency","Yorkshire Terrier Mix","Black / Tan","7 Years 5 Months 1 Week","Female","T6C"
"2015-01-13T00:00:00.000","Dog","Agency","Pug / Beagle","Tan / Black","8 Years 5 Months 1 Week (approx)","Female","T5T"
"2015-01-13T00:00:00.000","Dog","Agency","American Staffy Mix","Black / White","6 Years 5 Months 1 Week (approx)","Male","T5E"
"2015-01-13T00:00:00.000","Dog","Agency","Chihuahua Mix","White","7 Years 5 Months 1 Week (approx)","Male","T5E"
"2015-01-13T00:00:00.000","Puppy","Agency","Shepherd Mix","Tan / Black","5 Years 7 Months 3 Weeks (approx)","Female","T5W"
"2015-01-13T00:00:00.000","Puppy","Agency","Rottweiler Mix","Black / Brown","5 Years 7 Months 3 Weeks (approx)","Male","T6L"
"2015-01-14T00:00:00.000","Puppy","Public","Shepherd Mix","Black Brown / White","5 Years 8 Months 1 Week (approx)","Male",
"2015-01-14T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Grey Tabby / White","3 Years (approx)","Male","2C3"
"2015-01-14T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Black / White","10 Years 5 Months 1 Week (approx)","Male","T6V"
"2015-01-14T00:00:00.000","Dog","Agency","Siberian Husky / Shepherd","Tan","1 Year 5 Months (approx)","Female","T6K"
"2015-01-15T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Black / White","8 Years 3 Months 4 Weeks (approx)","Male","T6H"
"2015-01-15T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Orange Tabby","9 Years 5 Months 1 Week (approx)","Male","T6H"
