"name","_field_number","owner","length","width","latitude","longitude","location","geometry_point"
"Airway Park","2","Private","330","200","53.56033675793384","-113.51226520617692","
,  
(53.56033675793384, -113.51226520617692)","POINT (-113.51226520617692 53.56033675793384)"
"Nor'wester Athletic Association","3","Private","475","250","53.42592104593074","-113.40871029237087","
,  
(53.42592104593074, -113.40871029237087)","POINT (-113.40871029237087 53.42592104593074)"
"John Fry Park E","1","Parks","330","210","53.46258031710913","-113.47227827008436","
,  
(53.46258031710913, -113.47227827008436)","POINT (-113.47227827008436 53.46258031710913)"
"John Fry Park E","2","Parks","330","210","53.46320728249136","-113.47116923506184","
,  
(53.46320728249136, -113.47116923506184)","POINT (-113.47116923506184 53.46320728249136)"
"Nor'wester Athletic Association","1","Private","475","250","53.42593906076441","-113.41166349704142","
,  
(53.42593906076441, -113.41166349704142)","POINT (-113.41166349704142 53.42593906076441)"
"Nor'wester Athletic Association","2","Private","475","250","53.425932905895245","-113.4104152691143","
,  
(53.425932905895245, -113.4104152691143)","POINT (-113.4104152691143 53.425932905895245)"
