"year","neighbourhood","site_type","category","target","size","number_of_tags","lir_value","lir_group_value","latitude","longitude","location","geometry_point"
"2016","Downtown","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","9","19","16-20","53.54127","-113.49031","(53.54127, -113.49031)",
"2016","Parkdale","Hot Spot","Private","Residence","Med (>2sq ft<=9sqft)","1","17","16-20","53.56831","-113.4648","(53.56831, -113.4648)",
"2017","McCauley","Random","Private","Private Waste - WMI","Small (>1sq ft<=2sqft)","2","16","16-20","53.553199999999997","-113.4914","(53.5532, -113.4914)",
"2015","Garneau","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.51962","-113.50913","(53.51962, -113.50913)",
"2015","Downtown","Random","Private","Commercial","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.5425","-113.50223","(53.5425, -113.50223)",
"2015","Queen Alexandra","Hot Spot","Private","Commercial","X-Small (<=1sq ft)","6.0","22.0","21-25","53.5174","-113.4985","(53.5174, -113.4985)",
"2015","Boyle Street","Random","Private","Residence","Small (>1sq ft<=2sqft)","3.0","17.0","16-20","53.54663","-113.48413","(53.54663, -113.48413)",
"2016","Downtown","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","1","16","16-20","53.54471","-113.49357","(53.54471, -113.49357)",
"2017","Garneau","Hot Spot","City","Edmonton Waste","Med (>2sq ft<=9sqft)","3","16","16-20","53.520470000000003","-113.51093","(53.52047, -113.51093)",
"2017","Alberta Avenue","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","1","16","16-20","53.56541","-113.48941000000001","(53.56541, -113.48941)",
"2015","Strathcona","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","4.0","25.0","21-25","53.51868","-113.49673","(53.51868, -113.49673)",
"2015","Downtown","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.54576","-113.50114","(53.54576, -113.50114)",
"2015","Parkdale","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.46485","-113.46643","(53.46485, -113.46643)",
"2017","Boyle Street","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","4","18","16-20","53.54524","-113.48351","(53.54524, -113.48351)",
"2016","Eastwood","Hot Spot","Private","Retail","Med (>2sq ft<=9sqft)","4","17","16-20","53.57085","-113.46353","(53.57085, -113.46353)",
"2016","Ritchie","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","1","16","16-20","53.51715","-113.49268","(53.51715, -113.49268)",
"2016","Garneau","Random","City","Edmonton Waste","Small (>1sq ft<=2sqft)","1","16","16-20","53.52052","-113.51809","(53.52052, -113.51809)",
"2017","Garneau","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","7","19","16-20","53.521459999999998","-113.51158","(53.52146, -113.51158)",
"2017","Boyle Street","Hot Spot","Private","Private Waste - WMI","Small (>1sq ft<=2sqft)","4","21","21-25","53.543770000000002","-113.48506","(53.54377, -113.48506)",
"2017","Boyle Street","Hot Spot","Private","Private Waste - Super Save","Small (>1sq ft<=2sqft)","5","28","26-30","53.544890000000002","-113.48390000000001","(53.54489, -113.4839)",
"2016","Ritchie","Hot Spot","Private","Multi Family Dwelling","Small (>1sq ft<=2sqft)","5","20","16-20","53.51568","-113.48778","(53.51568, -113.48778)",
"2016","Queen Alexandra","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","2","16","16-20","53.51656","-113.50434","(53.51656, -113.50434)",
"2017","Queen Mary Park","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","5","17","16-20","53.549700000000001","-113.52213","(53.5497, -113.52213)",
"2017","Queen Alexandra","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","12","21","21-25","53.518039999999999","-113.49905","(53.51804, -113.49905)",
"2017","Eastwood","Random","Private","Residence","Small (>1sq ft<=2sqft)","1","16","16-20","53.570929999999997","-113.47355","(53.57093, -113.47355)",
"2016","Belvedere","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","2","16","16-20","53.58729","-113.43948","(53.58729, -113.43948)",
"2016","Ritchie","Hot Spot","Private","Retail","X-Large (>20sqft)","1","30","25-30","53.51537","-113.49129","(53.51537, -113.49129)",
"2017","Garneau","Hot Spot","City","Edmonton Recycle Bin","Small (>1sq ft<=2sqft)","1","16","16-20","53.520530000000001","-113.50879","(53.52053, -113.50879)",
"2016","Eastwood","Random","Private","Retail","Small (>1sq ft<=2sqft)","1","16","16-20","53.57081","-113.47303","(53.57081, -113.47303)",
"2017","Westmount","Hot Spot","Private","EPCOR","Med (>2sq ft<=9sqft)","6","17","16-20","53.546909999999997","-113.53323","(53.54691, -113.53323)",
"2016","Strathcona","Hot Spot","City","Transportation Dept","Small (>1sq ft<=2sqft)","2","16","16-20","53.51876","-113.50442","(53.51876, -113.50442)",
"2015","Queen Mary Park","Hot Spot","Private","Multi Family Dwelling","Med (>2sq ft<=9sqft)","3","19","16-20","53.55212","-113.52034","(53.55212, -113.52034)",
"2017","Strathcona","Hot Spot","Gov't","Canada Post","Small (>1sq ft<=2sqft)","1","16","16-20","53.519089999999998","-113.49992","(53.51909, -113.49992)",
"2015","Oliver","Hot Spot","Private","Retail","Large (>9sq ft<=20sqft)","2.0","22.0","21-25","53.54177","-113.53418","(53.54177, -113.53418)",
"2017","Queen Alexandra","Hot Spot","Private","Private Waste - GFL","Med (>2sq ft<=9sqft)","19","26","26-30","53.517539999999997","-113.49963","(53.51754, -113.49963)",
"2017","McCauley","Random","Private","Retail","Large (>9sq ft<=20sqft)","3","19","16-20","53.549460000000003","-113.48793999999999","(53.54946, -113.48794)",
"2015","McCauley","Random","Private","Telus","Small (>1sq ft<=2sqft)","4.0","17.0","16-20","53.5518","-113.48962","(53.5518, -113.48962)",
"2015","Eastwood","Random","Private","Retail","Med (>2sq ft<=9sqft)","1.0","17.0","16-20","53.57093","-113.47548","(53.57093, -113.47548)",
"2017","Alberta Avenue","Hot Spot","Private","Newspaper","Small (>1sq ft<=2sqft)","1","16","16-20","53.56071","-113.4868","(53.56071, -113.4868)",
"2016","Strathcona","Random","Private","Private Waste - Super Save","Small (>1sq ft<=2sqft)","1","16","16-20","53.54755","-113.53313","(53.54755, -113.53313)",
"2016","Belvedere","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","3","18","16-20","53.58632","-113.44135","(53.58632, -113.44135)",
"2016","Downtown","Random","Private","Private Waste - Super Save","Small (>1sq ft<=2sqft)","1","16","16-20","53.5435","-113.50207","(53.5435, -113.50207)",
"2016","Beacon Heights","Hot Spot","Private","Retail","Med (>2sq ft<=9sqft)","2","17","16-20","53.57083","-113.41422","(53.57083, -113.41422)",
"2017","Downtown","Hot Spot","City","ETS","Small (>1sq ft<=2sqft)","2","16","16-20","53.54175","-113.50084","(53.54175, -113.50084)",
"2017","Queen Alexandra","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","76","35","31-35","53.517380000000003","-113.4983","(53.51738, -113.4983)",
"2017","Eastwood","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","1","16","16-20","53.573520000000002","-113.46052","(53.57352, -113.46052)",
"2015","Oliver","Random","Private","Multi Family Dwelling","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.53804","-113.51252","(53.53804, -113.51252)",
"2016","Beverly Heights","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","1","15","2017-11-15T00:00:00","53.5699","-113.41766","(53.5699, -113.41766)",
"2017","Garneau","Random","Private","Telus","Small (>1sq ft<=2sqft)","1","16","16-20","53.520740000000004","-113.51984","(53.52074, -113.51984)",
"2017","Downtown","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","2","16","16-20","53.542400000000001","-113.49574","(53.5424, -113.49574)",
"2015","Downtown","Random","Private","Commercial","Small (>1sq ft<=2sqft)","2.0","16.0","16-20","53.53959","-113.5014","(53.53959, -113.5014)",
"2016","Downtown","Hot Spot","Private","Retail","Med (>2sq ft<=9sqft)","1","17","16-20","53.54616","-113.49892","(53.54616, -113.49892)",
"2017","Alberta Avenue","Hot Spot","Private","EPCOR","Med (>2sq ft<=9sqft)","1","17","16-20","63.565530000000003","-113.48650000000001","(63.56553, -113.4865)",
"2017","Ritchie","Hot Spot","Private","Retail","Med (>2sq ft<=9sqft)","2","16","16-20","53.518050000000002","-113.49297","(53.51805, -113.49297)",
"2017","Queen Alexandra","Hot Spot","Private","Edmonton Waste","Small (>1sq ft<=2sqft)","1","16","16-20","53.615690000000001","-113.50541","(53.61569, -113.50541)",
"2016","Queen Alexandra","Hot Spot","Private","Retail","Med (>2sq ft<=9sqft)","36","32","31-35","53.51755","-113.49862","(53.51755, -113.49862)",
"2017","Queen Alexandra","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","3","17","16-20","53.516530000000003","-113.50275000000001","(53.51653, -113.50275)",
"2015","Strathcona","Hot Spot","Private","ewspaper","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.51824","-113.50105","(53.51824, -113.50105)",
"2015","Alberta Avenue","Random","Private","Residence","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.57323","-113.4833","(53.57323, -113.4833)",
"2017","Belvedere","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","1","16","16-20","53.594940000000001","-113.42851","(53.59494, -113.42851)",
"2015","Downtown","Random","Private","Commercial","Med (>2sq ft<=9sqft)","2.0","17.0","16-20","53.54613","-113.50386","(53.54613, -113.50386)",
"2017","Oliver","Hot Spot","Private","Newspaper","Small (>1sq ft<=2sqft)","1","16","16-20","53.545659999999998","-113.52864","(53.54566, -113.52864)",
"2015","Queen Mary Park","Random","City","Corporate property","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.55198","-113.51109","(53.55198, -113.51109)",
"2015","Boyle Street","Hot Spot","Private","Private aste - BFI","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.54487","-113.48576","(53.54487, -113.48576)",
"2017","Downtown","Random","Private","EPCOR","X-Small (<=1sq ft)","2","16","16-20","53.544800000000002","-113.50199000000001","(53.5448, -113.50199)",
"2015","Queen Alexandra","Hot Spot","Private","Shaw","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.51698","-113.49866","(53.51698, -113.49866)",
"2015","Downtown","Random","Private","Commercial","Small (>1sq ft<=2sqft)","3.0","16.0","16-20","53.53961","-113.50378","(53.53961, -113.50378)",
"2016","Downtown","Hot Spot","Private","Private Waste - WMI","Small (>1sq ft<=2sqft)","5","17","16-20","53.54362","-113.50024","(53.54362, -113.50024)",
"2015","Downtown","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","1.0","17.0","16-20","53.54454","-113.49846","(53.54454, -113.49846)",
"2017","Garneau","Hot Spot","Private","Commercial","Large (>9sq ft<=20sqft)","19","27","26-30","53.518259999999998","-113.5068","(53.51826, -113.5068)",
"2016","Queen Mary Park","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","2","17","16-20","53.55096","-113.52042","(53.55096, -113.52042)",
"2016","Garneau","Random","Private","Private Waste - WMI","Small (>1sq ft<=2sqft)","1","16","16-20","53.52229","-113.51891","(53.52229, -113.51891)",
"2015","Strathcona","Hot Spot","Private","Private aste - GFL","Small (>1sq ft<=2sqft)","4.0","18.0","16-20","53.51856","-113.5013","(53.51856, -113.5013)",
"2017","Parkdale","Hot Spot","Private","Private Waste - AA Enviro","Small (>1sq ft<=2sqft)","1","16","16-20","53.57002","-113.46594","(53.57002, -113.46594)",
"2016","McCauley","Random","Private","EPCOR","X-Small (<=1sq ft)","3","17","16-20","53.54116","-113.52869","(53.54116, -113.52869)",
"2017","Garneau","Random","Private","EPCOR","Small (>1sq ft<=2sqft)","1","16","16-20","53.520060000000001","-113.52045","(53.52006, -113.52045)",
"2017","Strathcona","Hot Spot","Private","Private Waste - WMI","Large (>9sq ft<=20sqft)","9","21","21-25","53.518770000000004","-113.49645","(53.51877, -113.49645)",
"2015","Downtown","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.54065","-113.494","(53.54065, -113.494)",
"2015","Parkdale","Hot Spot","City","Transportation Dept","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.56502","-113.46545","(53.56502, -113.46545)",
"2016","Eastwood","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","1","16","16-20","53.57089","-113.46724","(53.57089, -113.46724)",
"2015","Garneau","Random","City","Corporate property","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.51883","-113.51662","(53.51883, -113.51662)",
"2017","Eastwood","Random","Private","Commercial","Small (>1sq ft<=2sqft)","4","18","16-20","53.570740000000001","-11347256","(53.57074, -11347256)",
"2017","Beacon Heights","Hot Spot","Private","EPCOR","Med (>2sq ft<=9sqft)","1","17","16-20","53.570799999999998","-113.41451000000001","(53.5708, -113.41451)",
"2017","Oliver","Random","City","Edmonton Waste","Small (>1sq ft<=2sqft)","2","16","16-20","53.537100000000002","-113.51476","(53.5371, -113.51476)",
"2017","Queen Alexandra","Hot Spot","Private","Commercial","Med (>2sq ft<=9sqft)","1","16","16-20","53.517119999999998","-113.50073","(53.51712, -113.50073)",
"2016","Oliver","Random","Private","Hospital","Small (>1sq ft<=2sqft)","2","16","16-20","53.53957","-113.51125","(53.53957, -113.51125)",
"2015","Downtown","Hot Spot","Private","Corporate property","Small (>1sq ft<=2sqft)","34.0","35.0","31-35","53.53938","-113.50086","(53.53938, -113.50086)",
"2015","Eastwood","Random","Private","Retail","Med (>2sq ft<=9sqft)","1.0","17.0","16-20","53.5708","-113.47455","(53.5708, -113.47455)",
"2015","Parkdale","Hot Spot","Private","Private aste - Super Save","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.56943","-113.46658","(53.56943, -113.46658)",
"2017","Queen Alexandra","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","5","18","16-20","53.516680000000001","-113.50454999999999","(53.51668, -113.50455)",
"2015","Central McDougall","Random","Private","Retail","Small (>1sq ft<=2sqft)","6.0","17.0","16-20","53.55507","-113.49422","(53.55507, -113.49422)",
"2016","Downtown","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","2","16","16-20","53.54235","-113.50016","(53.54235, -113.50016)",
"2016","Queen Mary Park","Hot Spot","Private","Private Waste - Triline","Small (>1sq ft<=2sqft)","1","16","16-20","53.5496","-113.52042","(53.5496, -113.52042)",
"2017","Killarney","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","1","16","16-20","53.589979999999997","-113.47171","(53.58998, -113.47171)",
"2015","Downtown","Random","Private","Private aste - Progressive","Small (>1sq ft<=2sqft)","4.0","21.0","21-25","53.54154","-113.50161","(53.54154, -113.50161)",
"2016","Central McDougall","Random","City","ETS","Small (>1sq ft<=2sqft)","1","16","16-20","53.55831","-113.49529","(53.55831, -113.49529)",
"2016","Downtown","Hot Spot","Gov't","Canada Post","Small (>1sq ft<=2sqft)","9","18","16-20","53.54121","-113.49147","(53.54121, -113.49147)",
"2017","Queen Alexandra","Hot Spot","Private","Commercial","Large (>9sq ft<=20sqft)","5","20","16-20","53.517110000000002","-113.50012","(53.51711, -113.50012)",
"2016","Queen Alexandra","Hot Spot","Private","Private Waste - GFL","Small (>1sq ft<=2sqft)","11","24","21-25","53.51669","-113.50079","(53.51669, -113.50079)",
"2017","Boyle Street","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","1","16","16-20","53.546419999999998","-113.48260999999999","(53.54642, -113.48261)",
"2016","Queen Alexandra","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","1","16","16-20","53.51756","-113.50063","(53.51756, -113.50063)",
"2016","Central McDougall","Hot Spot","Private","Private Waste - WMI","Med (>2sq ft<=9sqft)","2","17","16-20","53.55107","-113.50197","(53.55107, -113.50197)",
"2016","CPR West / Strathcona Junction","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","2","16","16-20","53.51588","-113.49542","(53.51588, -113.49542)",
"2016","Downtown","Random","Private","Private Waste - GFL","Small (>1sq ft<=2sqft)","2","16","16-20","53.54271","-113.50381","(53.54271, -113.50381)",
"2016","Queen Alexandra","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","3","17","16-20","53.51569","-113.50373","(53.51569, -113.50373)",
"2017","Garneau","Hot Spot","Private","Residence","Med (>2sq ft<=9sqft)","2","16","16-20","53.519109999999998","-113.51073","(53.51911, -113.51073)",
"2017","Killarney","Hot Spot","Private","Private Waste - Progressive","Small (>1sq ft<=2sqft)","1","16","16-20","53.58634","-113.46816","(53.58634, -113.46816)",
"2016","Alberta Avenue","Hot Spot","Private","EPCOR","Med (>2sq ft<=9sqft)","1","17","16-20","53.55986","-113.4889","(53.55986, -113.4889)",
"2016","Oliver","Random","City","Edmonton Waste","X-Small (<=1sq ft)","3","16","16-20","53.53642","-113.515","(53.53642, -113.515)",
"2017","Garneau","Hot Spot","Private","Private Waste - Super Save","Small (>1sq ft<=2sqft)","5","19","16-20","53.51849","-113.50895","(53.51849, -113.50895)",
"2017","Downtown","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","1","16","16-20","53.540889999999997","-113.49858","(53.54089, -113.49858)",
"2017","McCauley","Random","Private","EPCOR","Small (>1sq ft<=2sqft)","3","16","16-20","53.550800000000002","-113.48605000000001","(53.5508, -113.48605)",
"2016","Killarney","Random","City","ETS","Med (>2sq ft<=9sqft)","1","17","16-20","53.58907","-113.48949","(53.58907, -113.48949)",
"2015","Eastwood","Random","City","ETS","X-Small (<=1sq ft)","1.0","23.0","21-25","53.57049","-113.47131","(53.57049, -113.47131)",
"2016","Garneau","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","2","16","16-20","53.5206","-113.51094","(53.5206, -113.51094)",
"2015","Downtown","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.54428","-113.50095","(53.54428, -113.50095)",
"2016","CPR West / Strathcona Junction","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","1","16","16-20","53.51749","-113.49745","(53.51749, -113.49745)",
"2017","Downtown","Random","City","Edmonton Waste","Small (>1sq ft<=2sqft)","12","21","21-25","53.54148","-113.50145999999999","(53.54148, -113.50146)",
"2015","Queen Mary Park","Hot Spot","Private","Private aste - Triline","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.549","-113.52032","(53.549, -113.52032)",
"2017","Central McDougall","Hot Spot","Gov't","Canada Post","Small (>1sq ft<=2sqft)","7","19","16-20","53.551650000000002","-113.50637999999999","(53.55165, -113.50638)",
"2016","Garneau","Hot Spot","Private","Retail","Med (>2sq ft<=9sqft)","5","20","16-20","53.5186","-113.51031","(53.5186, -113.51031)",
"2017","CPR West / Strathcona Junction","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","24","22","21-25","53.51811","-113.49529","(53.51811, -113.49529)",
"2017","Queen Alexandra","Hot Spot","Private","Multi Family Dwelling","Med (>2sq ft<=9sqft)","1","20","16-20","53.51473","-113.50247","(53.51473, -113.50247)",
"2017","Inglewood","Hot Spot","Private","Retail","Med (>2sq ft<=9sqft)","1","16","16-20","53.565080000000002","-113.53671","(53.56508, -113.53671)",
"2016","Boyle Street","Hot Spot","Private","Private Waste - WMI","Small (>1sq ft<=2sqft)","3","16","16-20","53.5437","-113.48516","(53.5437, -113.48516)",
"2016","Inglewood","Hot Spot","Private","Private Waste - WMI","Small (>1sq ft<=2sqft)","3","17","16-20","53.56176","-113.5351","(53.56176, -113.5351)",
"2017","Killarney","Random","Private","Retail","Small (>1sq ft<=2sqft)","4","18","16-20","53.588239999999999","-113.49124","(53.58824, -113.49124)",
"2016","Alberta Avenue","Hot Spot","Private","Residence","Med (>2sq ft<=9sqft)","2","17","16-20","53.56151","-113.48942","(53.56151, -113.48942)",
"2017","Boyle Street","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","1","16","16-20","53.54645","-113.48589","(53.54645, -113.48589)",
"2016","Ritchie","Hot Spot","City","ETS","Small (>1sq ft<=2sqft)","6","18","16-20","63.51805","-113.4931","(63.51805, -113.4931)",
"2017","Downtown","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","5","19","16-20","53.539450000000002","-113.50017","(53.53945, -113.50017)",
"2017","Downtown","Hot Spot","Gov't","Canada Post","Small (>1sq ft<=2sqft)","17","31","31-35","53.541260000000001","-113.4995","(53.54126, -113.4995)",
"2017","CPR West / Strathcona Junction","Random","Private","Commercial","Med (>2sq ft<=9sqft)","2","17","16-20","53.506210000000003","-113.49706","(53.50621, -113.49706)",
"2016","Killarney","Random","Private","Private Waste - BFI","Small (>1sq ft<=2sqft)","2","16","16-20","53.58869","-113.49126","(53.58869, -113.49126)",
"2017","Boyle Street","Hot Spot","Private","Private Waste - Progressive","Small (>1sq ft<=2sqft)","1","16","16-20","53.54562","-113.48482","(53.54562, -113.48482)",
"2015","Downtown","Random","Private","Retail","Small (>1sq ft<=2sqft)","2.0","16.0","16-20","53.54107","-113.5053","(53.54107, -113.5053)",
"2017","Oliver","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","3","16","16-20","53.541179999999997","-113.52883","(53.54118, -113.52883)",
"2016","CPR West / Strathcona Junction","Random","Private","Private Waste - 310 Dump","Small (>1sq ft<=2sqft)","2","16","16-20","53.505","-113.49685","(53.505, -113.49685)",
"2015","Alberta Avenue","Hot Spot","Private","ewspaper","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.55929","-113.49015","(53.55929, -113.49015)",
"2015","Downtown","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","3.0","16.0","16-20","53.54411","-113.50021","(53.54411, -113.50021)",
"2017","McCauley","Random","Private","Private Waste - WMI","Small (>1sq ft<=2sqft)","5","18","16-20","53.550989999999999","-113.48993","(53.55099, -113.48993)",
"2016","McCauley","Random","Private","Private Waste - Triline","Small (>1sq ft<=2sqft)","1","16","16-20","53.5504","-113.4895","(53.5504, -113.4895)",
"2015","Beverly Heights","Hot Spot","City","Edmonton Recycle Bin","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.56985","-113.41679","(53.56985, -113.41679)",
"2016","Boyle Street","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","2","16","16-20","53.5428","-113.48557","(53.5428, -113.48557)",
"2015","Queen Alexandra","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","2.0","18.0","16-20","53.51755","-113.49995","(53.51755, -113.49995)",
"2016","Strathcona","Hot Spot","Private","Commercial","Med (>2sq ft<=9sqft)","46","34","31-35","53.5186","-113.49949","(53.5186, -113.49949)",
"2016","Garneau","Random","City","Edmonton Waste","Small (>1sq ft<=2sqft)","2","16","16-20","53.52145","-113.51534","(53.52145, -113.51534)",
"2015","Downtown","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","12.0","24.0","21-25","53.54201","-113.50039","(53.54201, -113.50039)",
"2015","Central McDougall","Hot Spot","Private","Retail","Med (>2sq ft<=9sqft)","1.0","17.0","16-20","53.55096","-113.50187","(53.55096, -113.50187)",
"2015","Downtown","Hot Spot","Private","Community Building","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.54486","-113.50008","(53.54486, -113.50008)",
"2015","Parkdale","Random","Private","Telus","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.56267","-113.47401","(53.56267, -113.47401)",
"2015","Eastwood","hot Spot","City","Corporate property","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.5756","-113.46006","(53.5756, -113.46006)",
"2015","Downtown","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.53893","-113.49761","(53.53893, -113.49761)",
"2015","Garneau","Hot Spot","Gov't","Canada Post","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.52191","-113.51154","(53.52191, -113.51154)",
"2017","Central McDougall","Random","Private","Church","Small (>1sq ft<=2sqft)","1","16","16-20","53.558320000000002","-113.49533","(53.55832, -113.49533)",
"2016","Westmount","Hot Spot","Private","Private Waste - WMI","Med (>2sq ft<=9sqft)","2","17","16-20","53.54722","-113.53674","(53.54722, -113.53674)",
"2015","Alberta Avenue","Random","Private","Community Building","Small (>1sq ft<=2sqft)","5.0","17.0","16-20","53.5699","-113.48206","(53.5699, -113.48206)",
"2017","Strathcona","Hot Spot","Private","Private Waste - WMI","Med (>2sq ft<=9sqft)","25","29","26-30","53.518650000000001","-113.49897","(53.51865, -113.49897)",
"2017","Belvedere","Hot Spot","City","Corporate property","Small (>1sq ft<=2sqft)","1","16","16-20","53.58569","-113.44240000000001","(53.58569, -113.4424)",
"2015","Killarney","Random","City","Edmonton Recycle Bin","Med (>2sq ft<=9sqft)","1.0","17.0","16-20","53.5908","-113.48244","(53.5908, -113.48244)",
"2016","McCauley","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","2","16","16-20","53.55306","-113.49352","(53.55306, -113.49352)",
"2015","Queen Alexandra","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","5.0","22.0","21-25","53.5174","-113.4985","(53.5174, -113.4985)",
"2016","Oliver","Hot Spot","Private","Private Waste - Triline","Small (>1sq ft<=2sqft)","1","16","16-20","53.54192","-113.53491","(53.54192, -113.53491)",
"2015","Downtown","Random","Private","Retail","Small (>1sq ft<=2sqft)","3.0","16.0","16-20","53.54148","-113.50312","(53.54148, -113.50312)",
"2016","Queen Alexandra","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","1","16","16-20","53.51423","-113.50321","(53.51423, -113.50321)",
"2015","Oliver","Random","Private","Commercial","Small (>1sq ft<=2sqft)","3.0","16.0","16-20","53.53757","-113.51204","(53.53757, -113.51204)",
"2017","Inglewood","Hot Spot","Private","Residence","Med (>2sq ft<=9sqft)","2","16","16-20","53.56664","-113.53677","(53.56664, -113.53677)",
"2016","Ritchie","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","1","16","16-20","53.51564","-113.49066","(53.51564, -113.49066)",
"2016","Boyle Street","Random","Private","Telus","Small (>1sq ft<=2sqft)","1","16","16-20","53.55376","-113.47356","(53.55376, -113.47356)",
"2016","Garneau","Hot Spot","Private","Private Waste - Progressive","Med (>2sq ft<=9sqft)","2","19","16-20","53.5186","-113.50892","(53.5186, -113.50892)",
"2017","Inglewood","Hot Spot","Private","Private Waste - Super Save","Small (>1sq ft<=2sqft)","2","16","16-20","53.56512","-113.5351","(53.56512, -113.5351)",
"2017","Inglewood","Hot Spot","Private","Church","Small (>1sq ft<=2sqft)","2","17","16-20","53.563949999999998","-113.53506","(53.56395, -113.53506)",
"2015","Ritchie","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","8.0","23.0","21-25","53.51516","-113.49142","(53.51516, -113.49142)",
"2017","Central McDougall","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","1","16","16-20","53.552059999999997","-113.50745000000001","(53.55206, -113.50745)",
"2016","Boyle Street","Hot Spot","Private","Multi Family Dwelling","Small (>1sq ft<=2sqft)","1","16","16-20","53.54647","-113.48013","(53.54647, -113.48013)",
"2017","CPR West / Strathcona Junction","Hot Spot","Private","Newspaper","Small (>1sq ft<=2sqft)","1","16","16-20","53.514099999999999","-113.49684000000001","(53.5141, -113.49684)",
"2017","Downtown","Random","Private","Commercial","Small (>1sq ft<=2sqft)","1","16","16-20","53.542520000000003","-113.50748","(53.54252, -113.50748)",
"2016","Boyle Street","Random","Private","Commercial","Small (>1sq ft<=2sqft)","2","16","16-20","53.55225","-113.47742","(53.55225, -113.47742)",
"2017","Downtown","Random","Private","Newspaper","Small (>1sq ft<=2sqft)","2","16","16-20","53.54045","-113.50417","(53.54045, -113.50417)",
