"responsedate","completiondate","q1a_food_that_is_produced_and_processed_in_the_edmonton_region","q1a_food_that_is_produced_and_processed_in_alberta","q1a_food_that_is_produced_and_processed_in_canada","q1a_food_that_is_produced_and_processed_within_100_miles_from_where_i_live","q1a_food_that_is_produced_or_processed_by_an_alberta_company","q1a_food_that_is_produced_or_processed_by_an_canadian_company","q1a_food_that_is_produced_or_processed_by_an_edmonton_region_company","q1a_other","q1b","q2","q3_more_opportunities_to_buy_local_food_now_compared_to_12_months_ago","q3_more_places_to_buy_local_food_now_compared_to_12_months_ago","q3_more_people_are_producing_their_own_food_in_edmonton_now_compared_to_12_months_ago","q3_more_variety_of_local_food_products_available_in_edmonton_now_compared_with_12_months_ago","q3_more_edmontonians_are_employed_in_the_local_food_system_now_than_compared_to_12_months_ago","q4","q5","q6","q7","q8_diverse_cultural_preferences","q8_diverse_dietary_needs","q9a","q10_local_food_contributes_to_a_greener_edmonton","q10_local_food_contributes_to_vibrant_places","q11_purchased_local_food","q11_visited_a_farmers_market","q11_planted_a_garden","q11_supported_a_community_garden","q11_purchased_food_directly_from_a_local_producer","q11_supported_a_community_supported_agriculture_program","q11_other_please_specify","q11_haven_t_done_any_of_these","gender","age","education","employment_status","fsa","ostype","devicetype","browsertype","q3_own_rent_study_profiling_questionnaire_2014","q7_children_study_profiling_questionnaire_2014","q8_born_canada_study_profiling_questionnaire_2014","q9a_edmonton_study_profiling_questionnaire_2014","q10_own_business_study_profiling_questionnaire_2014","q11_home_language_study_profiling_questionnaire_2014","q13_volunteer_study_profiling_questionnaire_2014","q14a_primary_transportation_study_profiling_questionnaire_2014","q14b_secondary_transportation_study_profiling_questionnaire_2014","q15_household_income_study_profiling_questionnaire_2014","q17_city_employee_study_profiling_questionnaire_2014"
"2016-01-26T15:16:00.000","2016-01-26T15:25:00.000","1","0","0","0","0","0","0","0","Slightly familiar","Stayed about the same in the last 12 months","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","About the same","About the same","5 Strongly Agree","5 Strongly Agree","I don't know","4 Somewhat Agree","5 Strongly Agree","0","1","0","0","0","0","0","0","Male","""65-69""","High school graduate","Retired","T5E","Windows","Desktop","Google Chrome",,"No","No",,"No","English","No","Car/truck/Van as DRIVER","Public Transit","$30,000 to $39,999","No"
"2016-01-25T16:37:00.000","2016-01-25T16:42:00.000","0","0","0","1","0","0","0","0","Slightly familiar","I don’t know","Don't know","Don't know","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same","I don't know","3 Neither agree nor disagree","I don't know","I don't know","4 Somewhat Agree","Don't know","0","1","0","0","1","0","0","0","Male","""50-54""","Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)","Employed full-time (30+ hours a week)","T5E","Mac (OS X)","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Bicycle","$150,000 and over","No"
"2016-01-25T21:21:00.000","2016-01-25T21:27:00.000","1","1","0","1","0","0","0","0","Somewhat familiar","Stayed about the same in the last 12 months","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","3 Neither agree nor disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","About the same","About the same","4 Somewhat Agree","4 Somewhat Agree","Yes","4 Somewhat Agree","4 Somewhat Agree","0","0","0","0","0","0","0","1","Female","""65-69""","Post-graduate degree","Other (Specify)","T6J","iOS","Tablet","Safari","Own","No","No","Greater than 5 years","No","English","Yes","Public Transit","Car/truck/Van as DRIVER","Prefer not to answer","No"
"2016-01-25T15:50:00.000","2016-01-25T15:54:00.000","0","1","0","0","0","0","0","0","Slightly familiar","I don’t know","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same","About the same","2 Somewhat Disagree","4 Somewhat Agree","Yes","3 Neither agree nor disagree","4 Somewhat Agree","0","1","1","0","0","0","0","0","Male","""25-29""","University undergraduate degree","Employed full-time (30+ hours a week)","T6H","Windows","Desktop","Internet Explorer","Rent","No","Yes","Greater than 5 years","No","English","No","Public Transit","Bicycle","$50,000 to $59,999","No"
"2016-01-25T16:40:00.000","2016-01-25T16:48:00.000","1","0","1","0","0","1","0","0","Somewhat familiar","Stayed about the same in the last 12 months","3 Neither agree nor disagree","1 Strongly Disagree","3 Neither agree nor disagree","3 Neither agree nor disagree","Don't know","Become MORE knowledgeable about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","About the same","Less","4 Somewhat Agree","3 Neither agree nor disagree","Yes","4 Somewhat Agree","4 Somewhat Agree","1","1","1","0","0","0","0","0","Female","""35-39""","College / technical school graduate","Employed part-time (0-30 hours a week)","T5A","iOS","Phone","Safari","Own","No","Yes","Greater than 5 years","No","English","No","Public Transit","Car/truck/van as PASSENGER","$100,000 to $149,000","Yes"
"2016-01-25T19:42:00.000","2016-01-25T19:46:00.000","0","1","0","0","0","0","0","0","Slightly familiar","I don’t know","4 Somewhat Agree","4 Somewhat Agree","3 Neither agree nor disagree","3 Neither agree nor disagree","4 Somewhat Agree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","More","About the same","4 Somewhat Agree","3 Neither agree nor disagree","Yes","3 Neither agree nor disagree","4 Somewhat Agree","1","1","1","0","0","0","0","0","Male","""55-59""","Post-graduate degree","Employed full-time (30+ hours a week)","T6L","iOS","Tablet","Safari","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","$150,000 and over","Yes"
"2016-01-25T21:28:00.000","2016-01-25T21:36:00.000","0","1","0","0","0","0","0","0","Somewhat familiar","Declined in the last 12 months","3 Neither agree nor disagree","3 Neither agree nor disagree","4 Somewhat Agree","3 Neither agree nor disagree","3 Neither agree nor disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Become MORE knowledgeable about where their food comes from","More","More","3 Neither agree nor disagree","3 Neither agree nor disagree","Yes","5 Strongly Agree","5 Strongly Agree","0","1","0","0","1","0","0","0","Male","""50-54""","University undergraduate degree","Employed full-time (30+ hours a week)","T5Z","Android","Tablet","Google Chrome","Own","Yes","Yes","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Public Transit","$100,000 to $149,000","No"
"2016-01-29T16:11:00.000","2016-01-29T16:16:00.000","1","0","0","0","0","0","0","0","Moderately familiar","I don’t know","3 Neither agree nor disagree","4 Somewhat Agree","3 Neither agree nor disagree","3 Neither agree nor disagree","5 Strongly Agree","Become MORE knowledgeable about where your food comes from","Become MORE knowledgeable about where their food comes from","More","About the same","4 Somewhat Agree","4 Somewhat Agree","Yes","4 Somewhat Agree","4 Somewhat Agree","1","1","1","0","1","0","0","0","Male","""60-64""","Elementary/grade school graduate","Retired","T6H","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Walk","$100,000 to $149,000","No"
"2016-01-25T15:39:00.000","2016-01-25T15:44:00.000","1","1","1","1","0","0","0","0","Not at all familiar","I don’t know","4 Somewhat Agree","4 Somewhat Agree","Don't know","4 Somewhat Agree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","More","I don't know","I don't know","I don't know","Yes","5 Strongly Agree","5 Strongly Agree","0","1","1","0","0","0","0","0","Female","""25-29""","Post-graduate degree","Post-secondary student","T5K","Mac (OS X)","Desktop","Google Chrome","Rent","No","Yes","Greater than 5 years","No","English","Yes","Public Transit","Car/truck/van as PASSENGER","$20,000 to $29,999","No"
"2016-01-25T16:27:00.000","2016-01-25T16:37:00.000","1","0","0","1","1","0","1","0","Slightly familiar","I don’t know","Don't know","3 Neither agree nor disagree","Don't know","3 Neither agree nor disagree","3 Neither agree nor disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","More","More","4 Somewhat Agree","3 Neither agree nor disagree","I don't know","4 Somewhat Agree","2 Somewhat Disagree","0","1","0","0","0","0","0","0","Female","""65-69""","High school graduate","Retired","prefer not to say","iOS","Phone","Safari","Own","No","Yes","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Only have one mode of transportation","Under $20,000","No"
"2016-01-25T16:20:00.000","2016-01-25T16:23:00.000","0","1","0","0","0","0","0","0","Not at all familiar","I don’t know","Don't know","Don't know","Don't know","Don't know","Don't know","I don’t know","I don’t know","Less","Less","I don't know","I don't know","I don't know","Don't know","Don't know","0","0","0","0","0","0","0","1","Female","""65-69""","High school graduate","Homemaker","T5H","iOS","Tablet","Safari","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/van as PASSENGER","Walk","$150,000 and over","No"
"2016-01-26T20:51:00.000","2016-01-26T20:57:00.000","1","0","0","0","0","0","0","0","Not at all familiar","I don’t know","Don't know","Don't know","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same","I don't know","I don't know","I don't know","I don't know","Don't know","Don't know","0","1","0","0","0","0","0","0","I prefer not to answer","Prefer not to answer","University undergraduate degree","Employed full-time (30+ hours a week)","prefer not to say","Windows","Desktop","Internet Explorer","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","Prefer not to answer","No"
"2016-01-25T15:50:00.000","2016-01-25T15:54:00.000","0","1","0","0","0","0","0","0","Moderately familiar","Stayed about the same in the last 12 months","3 Neither agree nor disagree","3 Neither agree nor disagree","3 Neither agree nor disagree","3 Neither agree nor disagree","3 Neither agree nor disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","About the same","About the same","4 Somewhat Agree","4 Somewhat Agree","Yes","3 Neither agree nor disagree","4 Somewhat Agree","1","1","1","0","1","0","0","0","Female","""40-44""","University undergraduate degree","Employed full-time (30+ hours a week)","T6L","Android","Phone","Google Chrome","Own","Yes","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","$80,000 to $99,999","No"
"2016-01-29T15:49:00.000","2016-01-29T15:53:00.000","1","1","0","0","0","0","0","0","Slightly familiar","I don’t know","Don't know","Don't know","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","About the same","About the same","3 Neither agree nor disagree","3 Neither agree nor disagree","I don't know","4 Somewhat Agree","4 Somewhat Agree","0","0","1","0","0","0","0","0","Male","""70-74""","Post-graduate degree","Employed part-time (0-30 hours a week)","T6G","iOS","Tablet","Safari","Own","No","Yes","Greater than 5 years","Yes","English","No","Car/truck/Van as DRIVER","Bicycle","$100,000 to $149,000","No"
"2016-01-25T15:06:00.000","2016-01-25T15:09:00.000","0","0","0","1","0","0","0","0","Not at all familiar","I don’t know","Don't know","Don't know","4 Somewhat Agree","Don't know","Don't know","I don’t know","I don’t know","I don't know","I don't know","I don't know","I don't know","I don't know","Don't know","Don't know","0","1","1","0","0","0","0","0","Female","""50-54""","High school graduate","Employed full-time (30+ hours a week)","T5L","Windows","Desktop","Internet Explorer","Own","No","Yes","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","$150,000 and over","No"
"2016-01-26T14:50:00.000","2016-01-26T14:55:00.000","1","0","0","1","0","0","0","0","Somewhat familiar","I don’t know","Don't know","4 Somewhat Agree","4 Somewhat Agree","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","More","I don't know","4 Somewhat Agree","3 Neither agree nor disagree","Yes","3 Neither agree nor disagree","3 Neither agree nor disagree","1","1","1","0","0","0","0","0","Female","""65-69""","University undergraduate degree","Retired","T6M","Windows","Desktop","Google Chrome","Own","No","No","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Only have one mode of transportation","$80,000 to $99,999","No"
"2016-01-26T08:40:00.000","2016-01-26T08:49:00.000","0","0","0","0","1","0","0","0","Moderately familiar","Stayed about the same in the last 12 months","3 Neither agree nor disagree","2 Somewhat Disagree","2 Somewhat Disagree","3 Neither agree nor disagree","2 Somewhat Disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","More","More","3 Neither agree nor disagree","2 Somewhat Disagree","Yes","5 Strongly Agree","5 Strongly Agree","0","0","1","0","0","0","0","0","Female","""45-49""","High school graduate","Unemployed","T5L","Android","Phone","Google Chrome","Rent","No","Yes","Less than 1 year","No","English","No","Car/truck/Van as DRIVER","Car/truck/Van as DRIVER","$20,000 to $29,999","No"
"2016-01-25T14:39:00.000","2016-01-25T14:45:00.000","1","1","0","1","0","0","0","0","Somewhat familiar","Stayed about the same in the last 12 months","3 Neither agree nor disagree","4 Somewhat Agree","3 Neither agree nor disagree","4 Somewhat Agree","3 Neither agree nor disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","More","I don't know","5 Strongly Agree","3 Neither agree nor disagree","Yes","5 Strongly Agree","5 Strongly Agree","1","1","1","1","1","0","0","0","Female","""45-49""","University undergraduate degree","Homemaker","T5P","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","Yes","English","No","Car/truck/Van as DRIVER","Only have one mode of transportation","$100,000 to $149,000","No"
"2016-01-25T14:44:00.000","2016-01-25T14:50:00.000","0","0","0","1","0","0","0","0","Moderately familiar","Improved in the last 12 months","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","More","More","4 Somewhat Agree","4 Somewhat Agree","Yes","4 Somewhat Agree","5 Strongly Agree","1","1","0","0","1","0","0","0","Female","""50-54""","High school graduate","Employed full-time (30+ hours a week)","T6K","iOS","Tablet","Safari","Own","Yes","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Walk","$100,000 to $149,000","No"
"2016-01-26T18:56:00.000","2016-01-26T19:00:00.000","1","1","0","0","0","0","0","0","Slightly familiar","I don’t know","Don't know","Don't know","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","About the same","About the same","2 Somewhat Disagree","2 Somewhat Disagree","Yes","4 Somewhat Agree","4 Somewhat Agree","1","1","1","0","1","0","0","0","Male","""35-39""","University undergraduate degree","Unemployed","T5Y","Mac (OS X)","Desktop","Safari","Own","Yes","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","$150,000 and over","No"
"2016-01-25T18:09:00.000","2016-01-25T18:14:00.000","1","1","0","1","1","0","1","0","Moderately familiar","Stayed about the same in the last 12 months","4 Somewhat Agree","4 Somewhat Agree","5 Strongly Agree","4 Somewhat Agree","Don't know","Become MORE knowledgeable about where your food comes from","Become MORE knowledgeable about where their food comes from","About the same","More","4 Somewhat Agree","4 Somewhat Agree","Yes","3 Neither agree nor disagree","3 Neither agree nor disagree","1","1","1","0","1","0","0","0","Female","""65-69""","College / technical school graduate","Employed full-time (30+ hours a week)","T5G","iOS","Tablet","Safari","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","$100,000 to $149,000","No"
"2016-01-25T17:02:00.000","2016-01-25T17:10:00.000","0","1","0","0","0","0","0","0","Moderately familiar","Improved in the last 12 months","4 Somewhat Agree","5 Strongly Agree","5 Strongly Agree","4 Somewhat Agree","5 Strongly Agree","Become MORE knowledgeable about where your food comes from","I don’t know","More","I don't know","3 Neither agree nor disagree","3 Neither agree nor disagree","Yes","3 Neither agree nor disagree","4 Somewhat Agree","1","1","1","0","1","0","0","0","Male","""70-74""","Post-graduate degree","Retired","T6R","Windows","Desktop","Internet Explorer","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Walk","Prefer not to answer","No"
"2016-01-25T14:30:00.000","2016-01-25T14:36:00.000","1","0","0","0","0","0","0","0","Somewhat familiar","Declined in the last 12 months","3 Neither agree nor disagree","3 Neither agree nor disagree","3 Neither agree nor disagree","2 Somewhat Disagree","3 Neither agree nor disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Become MORE knowledgeable about where their food comes from","More","More","3 Neither agree nor disagree","3 Neither agree nor disagree","Yes","4 Somewhat Agree","3 Neither agree nor disagree","0","0","0","0","0","0","0","1","Female","""65-69""","High school graduate","Retired","T5B","iOS","Tablet","Safari","Own","No","Yes","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","Prefer not to answer","No"
"2016-02-01T20:53:00.000","2016-02-01T21:07:00.000","0","1","0","0","0","0","0","0","Somewhat familiar","Improved in the last 12 months","3 Neither agree nor disagree","3 Neither agree nor disagree","3 Neither agree nor disagree","3 Neither agree nor disagree","3 Neither agree nor disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Become MORE knowledgeable about where their food comes from","About the same","More","3 Neither agree nor disagree","3 Neither agree nor disagree","I don't know","4 Somewhat Agree","4 Somewhat Agree","1","1","1","1","1","0","0","0","Male","""60-64""","High school graduate","Employed full-time (30+ hours a week)","T5M","iOS","Tablet","Safari","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","$100,000 to $149,000","No"
"2016-01-25T16:27:00.000","2016-01-25T16:32:00.000","1","0","0","0","0","0","0","0","Not at all familiar","Stayed about the same in the last 12 months","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","3 Neither agree nor disagree","3 Neither agree nor disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same","About the same","4 Somewhat Agree","4 Somewhat Agree","Yes","4 Somewhat Agree","3 Neither agree nor disagree","0","0","0","0","0","0","0","1","Male","""35-39""","College / technical school graduate","Employed full-time (30+ hours a week)","T5G","iOS","Tablet","Safari","Own","No","Yes","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Only have one mode of transportation","$60,000 to $79,999","No"
"2016-01-29T09:51:00.000","2016-01-29T09:59:00.000","0","1","0","0","0","0","0","0","Moderately familiar","Stayed about the same in the last 12 months","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","3 Neither agree nor disagree","3 Neither agree nor disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","More","About the same","4 Somewhat Agree","4 Somewhat Agree","I don't know","4 Somewhat Agree","5 Strongly Agree","1","1","1","0","1","0","0","0","Female","""50-54""","Post-graduate degree","Employed full-time (30+ hours a week)","T6H","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Public Transit","$50,000 to $59,999","Yes"
"2016-01-30T08:58:00.000","2016-01-30T09:01:00.000","1","0","0","0","0","0","0","0","Somewhat familiar","Stayed about the same in the last 12 months","4 Somewhat Agree","4 Somewhat Agree","3 Neither agree nor disagree","3 Neither agree nor disagree","3 Neither agree nor disagree","Become MORE knowledgeable about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","About the same","About the same","4 Somewhat Agree","3 Neither agree nor disagree","I don't know","5 Strongly Agree","4 Somewhat Agree","1","1","1","0","1","0","0","0","Male","""25-29""","University undergraduate degree","Employed part-time (0-30 hours a week)","T6T","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","Yes","English","Yes","Car/truck/Van as DRIVER","Public Transit","$60,000 to $79,999","No"
"2016-01-27T10:58:00.000","2016-01-27T11:02:00.000","1","1","0","1","0","0","0","0","Moderately familiar","Improved in the last 12 months","4 Somewhat Agree","Don't know","4 Somewhat Agree","4 Somewhat Agree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Become MORE knowledgeable about where their food comes from","More","More","4 Somewhat Agree","5 Strongly Agree","I don't know","4 Somewhat Agree","4 Somewhat Agree","0","1","0","0","1","0","0","0","Female","""50-54""","College / technical school graduate","Employed full-time (30+ hours a week)","T5T","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","Yes","Public Transit","Car/truck/Van as DRIVER","$80,000 to $99,999","No"
"2016-01-29T11:54:00.000","2016-01-29T11:58:00.000","1","1","0","1","1","0","1","0","Moderately familiar","Improved in the last 12 months","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","About the same","About the same","3 Neither agree nor disagree","3 Neither agree nor disagree","Yes","5 Strongly Agree","5 Strongly Agree","1","1","1","0","1","0","0","0","Male","""35-39""","University undergraduate degree","Employed full-time (30+ hours a week)","T5N","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Public Transit","$150,000 and over","No"
"2016-01-27T08:13:00.000","2016-01-27T08:20:00.000","0","0","0","1","0","0","0","0","Moderately familiar","Improved in the last 12 months","4 Somewhat Agree","5 Strongly Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Become MORE knowledgeable about where your food comes from","I don’t know","About the same","More","4 Somewhat Agree","4 Somewhat Agree","Yes","4 Somewhat Agree","4 Somewhat Agree","1","1","0","0","1","0","0","0","Male","""65-69""","College / technical school graduate","Employed full-time (30+ hours a week)","T6R","Android","Tablet","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Only have one mode of transportation","$60,000 to $79,999","No"
"2016-01-25T18:42:00.000","2016-01-25T18:47:00.000","1","1","0","1","0","0","0","0","Somewhat familiar","Stayed about the same in the last 12 months","2 Somewhat Disagree","2 Somewhat Disagree","3 Neither agree nor disagree","2 Somewhat Disagree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","About the same","About the same","I don't know","2 Somewhat Disagree","I don't know","Don't know","3 Neither agree nor disagree","1","1","0","0","0","0","0","0","Male","""60-64""","University undergraduate degree","Employed full-time (30+ hours a week)","T5K","iOS","Phone","Safari","Own","No","Yes","Greater than 5 years","No","English","No","Walk","Car/truck/Van as DRIVER","Prefer not to answer","No"
"2016-01-26T22:00:00.000","2016-01-26T22:09:00.000","0","0","0","0","1","0","0","0","Somewhat familiar","Stayed about the same in the last 12 months","4 Somewhat Agree","4 Somewhat Agree","3 Neither agree nor disagree","4 Somewhat Agree","Don't know","Become MORE knowledgeable about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","More","About the same","4 Somewhat Agree","4 Somewhat Agree","Yes","5 Strongly Agree","3 Neither agree nor disagree","1","0","0","0","0","0","0","0","Male","""30-34""","College / technical school graduate","Employed full-time (30+ hours a week)","T5A","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Walk","$150,000 and over","No"
"2016-01-25T20:03:00.000","2016-01-25T20:09:00.000","1","0","1","0","1","0","0","0","Somewhat familiar","Stayed about the same in the last 12 months","2 Somewhat Disagree","2 Somewhat Disagree","4 Somewhat Agree","4 Somewhat Agree","3 Neither agree nor disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","About the same","About the same","4 Somewhat Agree","4 Somewhat Agree","No","4 Somewhat Agree","4 Somewhat Agree","1","1","1","0","1","0","0","0","Female","""70-74""","High school graduate","Retired","prefer not to say","Windows","Desktop","Internet Explorer","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Walk","Under $20,000","No"
"2016-01-26T12:08:00.000","2016-01-26T12:12:00.000","0","1","0","0","0","0","0","0","Slightly familiar","I don’t know","3 Neither agree nor disagree","Don't know","4 Somewhat Agree","3 Neither agree nor disagree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","About the same","More","I don't know","4 Somewhat Agree","I don't know","5 Strongly Agree","5 Strongly Agree","0","1","0","0","1","0","0","0","Female","""45-49""","College / technical school graduate","Employed part-time (0-30 hours a week)","T5A","Windows","Desktop","Internet Explorer","Own","No","Yes","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Walk","$50,000 to $59,999","No"
"2016-01-28T20:04:00.000","2016-01-28T20:10:00.000","1","0","0","1","1","0","0","0","Somewhat familiar","Declined in the last 12 months","2 Somewhat Disagree","2 Somewhat Disagree","Don't know","2 Somewhat Disagree","3 Neither agree nor disagree","Become MORE knowledgeable about where your food comes from","I don’t know","About the same","More","5 Strongly Agree","4 Somewhat Agree","I don't know","5 Strongly Agree","5 Strongly Agree","1","1","0","0","0","0","0","0","Male","""35-39""","University undergraduate degree","Employed full-time (30+ hours a week)","T5M","Android","Phone","Google Chrome","Rent","No","Yes","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Walk","$40,000 to $49,999","No"
"2016-01-25T17:28:00.000","2016-01-25T17:37:00.000","0","0","0","1","0","0","0","0","Not at all familiar","I don’t know","Don't know","Don't know","Don't know","Don't know","Don't know","I don’t know","I don’t know","About the same","I don't know","I don't know","I don't know","I don't know","Don't know","Don't know","0","0","0","0","0","0","0","1","Male","""55-59""","College / technical school graduate","Employed full-time (30+ hours a week)","T6X","Windows","Desktop","Firefox","Own","No","Yes","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Public Transit","$100,000 to $149,000","No"
"2016-01-25T14:44:00.000","2016-01-25T14:50:00.000","0","0","0","1","0","0","0","0","Moderately familiar","Stayed about the same in the last 12 months","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Become MORE knowledgeable about where their food comes from","About the same","More","2 Somewhat Disagree","3 Neither agree nor disagree","Yes","3 Neither agree nor disagree","2 Somewhat Disagree","1","1","1","0","0","0","0","0","Female","""35-39""","University undergraduate degree","Other (Specify)","T5E","Mac (OS X)","Desktop","Google Chrome","Own","Yes","Yes","Greater than 5 years","Yes","English","No","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","Prefer not to answer","No"
"2016-02-01T10:20:00.000","2016-02-01T10:34:00.000","1","0","0","0","0","0","0","0","Moderately familiar","Declined in the last 12 months","1 Strongly Disagree","2 Somewhat Disagree","3 Neither agree nor disagree","1 Strongly Disagree","2 Somewhat Disagree","Become MORE knowledgeable about where your food comes from","Become LESS knowledgeable about where their food comes from","More","About the same","2 Somewhat Disagree","3 Neither agree nor disagree","Yes","5 Strongly Agree","3 Neither agree nor disagree","1","1","1","0","1","1","0","0","Male","Prefer not to answer","University undergraduate degree","Unemployed","T5C","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","Yes","English","Yes","Car/truck/Van as DRIVER","Public Transit","Prefer not to answer","Prefer not to say"
