"file_number","start_date","finish_date","work_reason","street_full_name","road_segment_intersections","intersecting_streets","spatial_reference","peak_hour_restrictions","bike_facilities_affected","on_street_parking_affected","pedestrian_affected","latitude","longitude","location","geometry_multiline"
"P2022-006327","2022-09-09T00:00:00.000","2022-09-29T00:00:00.000","HYDROVAC","106 STREET [NORTHBOUND SIDE] NW","From 35 AVENUE NW; To 36A AVENUE NW","34 AVENUE [EASTBOUND SIDE] NW, 106 STREET [NORTHBOUND SIDE] NW","Actual Road Segment","6 - Special Arrangement","No","No","Yes","53.46983795614056","-113.50404228779354","
,  
(53.46983795614056, -113.50404228779354)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.4937262211181 53.53957126613089, -113.49416721570012 53.539568854667735, -113.49432814395527 53.53956797426869, -113.49464413820098 53.539566244911434, -113.4955599153883 53.53956122837552))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.47972994993361 53.568885771416035, -113.48046706667246 53.5688864455322, -113.48122672049539 53.568887135561994))"
"P2022-001600","2022-03-01T00:00:00.000","2022-10-31T00:00:00.000","ROAD CONSTRUCTION REHAB","51 AVENUE [WESTBOUND SIDE] NW","From 106A STREET NW; To 107 STREET NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)",,,,"53.48830442212656","-113.50702564410942","
,  
(53.48830442212656, -113.50702564410942)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.49740490306705 53.54092545339449, -113.4992493670887 53.54093119792682))"
"P2022-003333","2022-05-24T00:00:00.000","2022-09-20T00:00:00.000","PAVING","WINTERBURN ROAD [NORTHBOUND SIDE] NW","From YELLOWHEAD TRAIL [EASTBOUND SIDE] NW; To YELLOWHEAD TRAIL [EASTBOUND SIDE] NW",,"Lat/Long Point for Reference","6 - Special Arrangement","No","No","No","53.569441623347885","-113.6889482172036","
,  
(53.569441623347885, -113.6889482172036)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.48271727439278 53.56888028933127, -113.48346602452922 53.56887892833895, -113.48421715483181 53.568877561304326))"
"P2021-004252","2021-06-28T00:00:00.000","2023-09-15T00:00:00.000","ROAD CONSTRUCTION NEW","YELLOWHEAD TRAIL [WESTBOUND SIDE] NW","From ST ALBERT TRAIL [SOUTHBOUND SIDE] NW; To 142 STREET NW","149 STREET [SOUTHBOUND SIDE] NW, YELLOWHEAD TRAIL [EASTBOUND SIDE] NW","Actual Road Segment","6 - Special Arrangement","No","Unknown","Yes","53.58137169617079","-113.56161497638288","
,  
(53.58137169617079, -113.56161497638288)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.4974074844899 53.53514728340789, -113.49758370662346 53.534982444072256, -113.49783442578992 53.53474648708571, -113.49787093553772 53.53471592613416))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.57809605998231 53.58119292409112, -113.57790291420903 53.58119350935722))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.50935365957827 53.51362357158776, -113.50935408407639 53.51377899138406, -113.50935538327471 53.51425424948415))"
"P2022-006815","2022-08-31T00:00:00.000","2022-09-16T00:00:00.000","TREE SHRUB INSTALL REMOVE","83 AVENUE NW","From GATEWAY BOULEVARD NW; To 104 STREET [NORTHBOUND SIDE] NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","Yes","Yes","53.519065439661695","-113.49626506277946","
,  
(53.519065439661695, -113.49626506277946)",
"P2019-005344","2019-08-19T00:00:00.000","2023-09-01T00:00:00.000","OTHER","WHITEMUD DRIVE [EASTBOUND SIDE] NW","From GUARDIAN ROAD [NORTHBOUND SIDE] NW; To GUARDIAN ROAD [NORTHBOUND SIDE] NW",,"Lat/Long Point for Reference","6 - Special Arrangement","No","Unknown","No","53.51217311397126","-113.67759117402217","
,  
(53.51217311397126, -113.67759117402217)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.43455752558867 53.46213672965469, -113.43463757804587 53.46239076693134, -113.43472489521587 53.462645280295376, -113.43481585400168 53.462890572368956, -113.43488259182101 53.46305993564455, -113.43496768462406 53.46326487074525, -113.43507667751547 53.46351199913828, -113.43566535830763 53.46480502760222, -113.43590826875956 53.46533855310684))"
"P2022-002040","2022-05-02T00:00:00.000","2022-10-31T00:00:00.000","SEWER INSTALL","76 STREET NW","From 38 AVENUE NW; To 40 AVENUE NW",,"Actual Road Segment","6 - Special Arrangement","Yes","Yes","Yes","53.47531785869582","-113.45060953917991","
,  
(53.47531785869582, -113.45060953917991)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.44257710270905 53.48801815664741, -113.44282118037589 53.48801915377301))"
"P2022-005247","2022-07-21T00:00:00.000","2022-10-31T00:00:00.000","DRAINAGE INSTALL","101 AVENUE NW","From RAVINE DRIVE NW; To 140 STREET NW","101 AVENUE NW, RAVINE DRIVE NW","Actual Road Segment","2 - No Restrictions","No","Yes","Yes","53.541248938157246","-113.56693669963819","
,  
(53.541248938157246, -113.56693669963819)",
"P2019-005345","2019-08-19T00:00:00.000","2023-09-01T00:00:00.000","OTHER","WINTERBURN ROAD NW","From WHITEMUD DRIVE NW; To ROSENTHAL BOULEVARD [EASTBOUND SIDE] NW",,"Actual Road Segment","6 - Special Arrangement","No","Unknown","No","53.51484653291381","-113.68886806200176","
,  
(53.51484653291381, -113.68886806200176)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.44918706003942 53.42029383193452, -113.44906916922497 53.42026473822445, -113.44878761917315 53.42020466131311, -113.44838160876995 53.42013962020621, -113.44786222784838 53.42009102616784, -113.44744575628093 53.42007880144239, -113.44708196446393 53.42008799836632, -113.44700050109975 53.42009224460478, -113.44688503376487 53.420099961660135, -113.44672266510939 53.42011386325841, -113.44663196122917 53.42012333019135, -113.4465795995491 53.42012928822852, -113.4463828458352 53.4201552201592))"
"P2022-002371","2022-04-20T00:00:00.000","2022-11-30T00:00:00.000","ROAD CONSTRUCTION REHAB","120 AVENUE NW","From 86 STREET NW; To 87 STREET NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","Yes","Yes","53.57354789654252","-113.47352342861703","
,  
(53.57354789654252, -113.47352342861703)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.68853408836057 53.50489966130207, -113.68851547176595 53.507666394569746, -113.68852056147665 53.5078403444638, -113.68854602416894 53.50802445947229, -113.68857919017594 53.50816370112614, -113.6888533977388 53.509136588057345, -113.68888607380245 53.50927411605051, -113.6889085738465 53.509429783090276, -113.68891571467016 53.509608292076095, -113.68889425405732 53.51077067898312))"
"P2022-001940","2022-04-25T00:00:00.000","2022-11-30T00:00:00.000","ROAD CONSTRUCTION REHAB","90 STREET NW","From 131 AVENUE NW; To 132 AVENUE NW",,"Actual Road Segment","6 - Special Arrangement","Yes","Yes","Yes","53.59142551283685","-113.47971995254514","
,  
(53.59142551283685, -113.47971995254514)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.53173983456094 53.48822401480873, -113.53027949182463 53.48822050937058, -113.52881911568682 53.48821663112071))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.59088581614219 53.57964866322381, -113.59111536380382 53.57956702864884))"
"P2021-010680","2022-01-01T00:00:00.000","2022-09-30T00:00:00.000","DRAINAGE TUNNEL SHAFT","153 AVENUE [WESTBOUND SIDE] NW","From GRIESBACH ROAD NW; To CASTLE DOWNS ROAD [NORTHBOUND SIDE] NW",,"Actual Road Segment","6 - Special Arrangement","No","No","Yes","53.614215409971976","-113.51263552579987","
,  
(53.614215409971976, -113.51263552579987)",
"P2022-006492","2022-08-22T00:00:00.000","2022-10-07T00:00:00.000","TELECOM INSTALL","80 STREET SW","From 10 AVENUE SW; To 11 AVENUE SW",,"Actual Road Segment","2 - No Restrictions","Unknown","Yes","Yes","53.42381918154883","-113.4576065134409","
,  
(53.42381918154883, -113.4576065134409)",
"P2022-003823","2022-06-13T00:00:00.000","2022-10-10T00:00:00.000","ROAD CONSTRUCTION REHAB","90 STREET NW","From 58 AVENUE NW; To 60 AVENUE NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","Yes","Yes","53.494890500414826","-113.46571650514844","
,  
(53.494890500414826, -113.46571650514844)",
"P2021-010616","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","LRT CONSTRUCTION","83 STREET [NORTHBOUND SIDE] NW","From 73 AVENUE NW; To 76 AVENUE NW",,"Actual Road Segment","6 - Special Arrangement",,,,"53.5108421749436","-113.4549343321251","
,  
(53.5108421749436, -113.4549343321251)",
"P2022-006479","2022-08-15T00:00:00.000","2022-11-30T00:00:00.000","ROAD CONSTRUCTION REHAB","123A STREET NW","From 128 AVENUE NW; To 129 AVENUE NW",,"Actual Road Segment","6 - Special Arrangement","No","Yes","No","53.586824530136546","-113.5350479129888","
,  
(53.586824530136546, -113.5350479129888)",
"P2019-005343","2019-08-19T00:00:00.000","2023-09-01T00:00:00.000","OTHER","111 STREET [NORTHBOUND SIDE] NW","From 111 STREET [NORTHBOUND SIDE] NW; To ANTHONY HENDAY DRIVE [WESTBOUND SIDE] NW",,"Lat/Long Point for Reference","6 - Special Arrangement","No","Unknown","No","53.435166204468715","-113.51381246965396","
,  
(53.435166204468715, -113.51381246965396)",
"P2022-004744","2022-07-04T00:00:00.000","2022-10-31T00:00:00.000","ROAD CONSTRUCTION REHAB","118 AVENUE [WESTBOUND SIDE] NW","From ABBOTTSFIELD ROAD [SOUTHBOUND SIDE] NW; To 34 STREET NW",,"Actual Road Segment","6 - Special Arrangement","No","No","No","53.57043014120056","-113.3904772985777","
,  
(53.57043014120056, -113.3904772985777)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.54108611560889 53.62882527287647, -113.54108647411697 53.62914974703865, -113.54109464943257 53.629954915096874, -113.54109361035655 53.6305168597049, -113.54110267067126 53.63093109780495, -113.54111907182312 53.631205482881356, -113.54114282973401 53.63147097368496, -113.54119316689709 53.63179276781024, -113.5412440761381 53.63202963223431, -113.54127858852638 53.63216760617591))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.5377030342725 53.5668458750414, -113.5377052240803 53.56843097316168))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.56930161710471 53.53770623057948, -113.56930597171028 53.53823621721984, -113.56930568373997 53.53864904721964, -113.56930534653098 53.538754691141925, -113.56930325773293 53.538784586116726, -113.56929334099853 53.538835968934244, -113.56926493499721 53.538931603277135))"
"P2022-003604","2022-05-30T00:00:00.000","2022-09-30T00:00:00.000","SEWER INSTALL","68A STREET NW","From 87 AVENUE NW; To 87A AVENUE NW",,"Actual Road Segment","2 - No Restrictions","Yes","Yes","Yes","53.52235327799298","-113.43226511095688","
,  
(53.52235327799298, -113.43226511095688)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.47442018128598 53.57195985894046, -113.47441885887334 53.57237050058265, -113.47441509470757 53.57354613357775))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.53642768744383 53.50861025100275, -113.53647088861439 53.50871810586892, -113.53649390423391 53.508833316076206, -113.53675931481267 53.5102769520584, -113.53677701804682 53.5103406601832))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.46908047213368 53.57514124530788, -113.46908469389159 53.57671695476077))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.48570210387858 53.567337565598805, -113.48571854112214 53.56887992846623))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.50425324911153 53.468463386579174, -113.50425081351767 53.46778199807148))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.62498719143544 53.42425834349331, -113.62498792978583 53.423827012856464, -113.62498803231546 53.42349954332233, -113.62496315383406 53.423244159655184, -113.62494015379903 53.423050776259934, -113.6249318379478 53.42298051517801, -113.62492054759286 53.42283791696219, -113.62491834079827 53.42273192880457, -113.62492128776911 53.422628052020116, -113.62494097846745 53.422422719651564, -113.62496974933438 53.42217865322845, -113.62499018856316 53.42199613324898, -113.6249913583698 53.421823820351456, -113.62499339723254 53.42178536357693, -113.62500266684778 53.421765838057446, -113.6250184212026 53.42174857551746))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.53593232874663 53.577759440096784, -113.53684314932646 53.57775960857608, -113.53774380823302 53.577758810075515))"
"P2022-005997","2022-07-26T00:00:00.000","2022-09-30T00:00:00.000","TRAFFIC SIGNAL REPAIR","81 AVENUE NW","From 104 STREET NW; To 104 STREET NW",,"Lat/Long Point for Reference","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)",,"No","No","53.517079675263865","-113.49763517973886","
,  
(53.517079675263865, -113.49763517973886)",
"P2021-010584","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000",,"MEADOWLARK ROAD [SOUTHBOUND SIDE] NW","From 156 STREET NW; To 90 AVENUE NW",,"Actual Road Segment","6 - Special Arrangement","Unknown","Unknown","Unknown","53.524176424945324","-113.59101739914375","
,  
(53.524176424945324, -113.59101739914375)",
"P2022-000960","2022-05-01T00:00:00.000","2023-04-30T00:00:00.000","CROSSING TEMPORARY TCP",,,,"No Spatial Reference","2 - No Restrictions","No","Yes","Yes",,,,
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.43157760084618 53.56360884361635, -113.43378080283966 53.562809185250174, -113.43396684073123 53.56274827396434, -113.43416038217313 53.56269630589432, -113.43436022270302 53.56265360491508, -113.4345651993458 53.56262064499108, -113.43477334455125 53.562597206526156, -113.4349831225157 53.56257966699837, -113.43519422309878 53.56256901627102, -113.43544008556518 53.56256730774428))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.48621899591967 53.51421142819196, -113.48742915605031 53.514212441067386, -113.48871614908091 53.51421335756794))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.50046161175123 53.518080333369724, -113.50035162357885 53.51812993117202, -113.49773268700265 53.51812915232787, -113.49762439636578 53.5180751617949))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.57790291420903 53.58119350935722, -113.57688022064755 53.58118557392606, -113.57606444026545 53.58118274773479, -113.57391632041286 53.581195954532255, -113.5727590080571 53.5811933656849, -113.57117711526432 53.58118511495322))"
"P2022-001982","2022-04-20T00:00:00.000","2022-11-30T00:00:00.000","ROAD CONSTRUCTION REHAB","119 AVENUE NW","From 83 STREET NW; To 85 STREET NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","Yes","Yes","53.57195991450835","-113.46997160189551","
,  
(53.57195991450835, -113.46997160189551)",
"P2022-002631","2022-05-09T00:00:00.000","2022-12-31T00:00:00.000","BRIDGE MAINTENANCE","WAYNE GRETZKY DRIVE [SOUTHBOUND SIDE] NW","From WAYNE GRETZKY DRIVE [SOUTHBOUND SIDE] NW; To 112 AVENUE [WESTBOUND SIDE] NW",,"Lat/Long Point for Reference","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","Yes","No","Yes","53.56275180344998","-113.44724066991434","
,  
(53.56275180344998, -113.44724066991434)",
"P2022-006405","2022-09-12T00:00:00.000","2022-09-26T00:00:00.000","DRAINAGE REPAIR REPLACE","156 STREET NW","From 105 AVENUE NW; To 106 AVENUE NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","Unknown","Yes","53.549096932224785","-113.59036769264077","
,  
(53.549096932224785, -113.59036769264077)",
"P2022-004292","2022-07-11T00:00:00.000","2022-09-20T00:00:00.000","ROAD CONSTRUCTION REHAB","RIVERBEND ROAD [SOUTHBOUND SIDE] NW","From 53 AVENUE [EASTBOUND SIDE] NW; To 51 AVENUE NW",,"Actual Road Segment","6 - Special Arrangement","Yes","Yes","Yes","53.489425715051176","-113.57794740932371","
,  
(53.489425715051176, -113.57794740932371)",
"P2019-005341","2019-08-19T00:00:00.000","2023-09-01T00:00:00.000","OTHER","91 STREET [SOUTHBOUND SIDE] NW","From 23 AVENUE [EASTBOUND SIDE] NW; To ANTHONY HENDAY DRIVE [WESTBOUND SIDE] NW",,"Actual Road Segment","6 - Special Arrangement","No","Unknown","No","53.44568174595789","-113.4668082890659","
,  
(53.44568174595789, -113.4668082890659)",
"P2022-005426","2022-07-20T00:00:00.000","2022-09-15T00:00:00.000","GRINDING & PAVING","LAKEWOOD ROAD NORTH NW","From 82 STREET NW; To 85 STREET NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)",,,,"53.46344597474288","-113.45835259466564","
,  
(53.46344597474288, -113.45835259466564)",
"P2022-006519","2022-08-29T00:00:00.000","2022-09-23T00:00:00.000","TRAFFIC SIGNAL INSTALL","ELLERSLIE ROAD [WESTBOUND SIDE] SW","From ARMOUR BEND SW; To 170 STREET SW","170 STREET SW, HILLER ROAD [EASTBOUND SIDE] SW","Lat/Long Point for Reference","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","No","No","53.421269859087396","-113.61565310976887","
,  
(53.421269859087396, -113.61565310976887)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.5213091949322 53.54980283179277, -113.5222284184184 53.549808846741364, -113.52241027813307 53.54981003608291, -113.52266845653045 53.54986711667347, -113.52286978978259 53.54995759991242, -113.52301443555668 53.55006747422952, -113.52311663661739 53.550185586632026))"
"P2022-006750","2022-08-19T00:00:00.000","2022-09-16T00:00:00.000","DRAINAGE INSTALL","29A AVENUE [EASTBOUND SIDE] NW","From 111 STREET [NORTHBOUND SIDE] NW; To 109 STREET NW",,"Actual Road Segment","2 - No Restrictions","No","No","Yes","53.46108828650068","-113.51424906075124","
,  
(53.46108828650068, -113.51424906075124)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.52097613972182 53.524743720161574, -113.52093204744017 53.524723812127654, -113.52089947341624 53.524696128111856, -113.52088113778849 53.52464908490831, -113.52088057785785 53.52450723030654, -113.52083958125006 53.52434068304895, -113.52083575583158 53.523835996462644, -113.52083237079984 53.523818653505415, -113.5208274033158 53.52293523018849, -113.52085572263624 53.522899668960065))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.59961389593495 53.51950594380778, -113.59955854105837 53.519456325489536, -113.5974883234284 53.51943926897452, -113.59707825674958 53.51943459062618, -113.59675364318075 53.51943263873906))"
"P2021-008383","2021-11-15T00:00:00.000","2023-03-15T00:00:00.000","CROSSING TEMPORARY TCP","WOOLSEY COMMON NW","From WHISPERING RIVER DRIVE NW; To WOOLSEY LANE NW",,"Actual Road Segment","2 - No Restrictions","No","No","No","53.44722531774212","-113.61038777131108","
,  
(53.44722531774212, -113.61038777131108)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.51356213625179 53.49153529243994, -113.51356350595213 53.49409637792279))"
"P2022-007247","2022-09-06T00:00:00.000","2022-09-30T00:00:00.000","ROAD CONSTRUCTION REHAB","71 STREET NW","From SHERWOOD PARK FREEWAY [EASTBOUND SIDE] NW; To SHERWOOD PARK FREEWAY [WESTBOUND SIDE] NW",,"Actual Road Segment",,"No","No","No","53.51752164185829","-113.43650104097851","
,  
(53.51752164185829, -113.43650104097851)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.49841283597418 53.63001719771792, -113.49982039555265 53.63023170735373))"
"P2022-001982","2022-04-20T00:00:00.000","2022-11-30T00:00:00.000","ROAD CONSTRUCTION REHAB","119 AVENUE NW","From 76 STREET NW; To 77 STREET NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","Yes","Yes","53.5719889127812","-113.45878033601483","
,  
(53.5719889127812, -113.45878033601483)",
"P2022-002421","2022-05-14T00:00:00.000","2022-10-15T00:00:00.000","ROAD CONSTRUCTION REHAB","84 STREET NW","From 105 AVENUE NW; To 106 AVENUE NW",,"Actual Road Segment","6 - Special Arrangement","No","Yes","Yes","53.5486551751126","-113.45713922651733","
,  
(53.5486551751126, -113.45713922651733)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.4865430731032 53.54491545316004, -113.48688797693035 53.544881451016586, -113.4873246555045 53.544810082616806, -113.48765198559337 53.54475658434108, -113.4882144071049 53.544664660710396, -113.48856186559483 53.54460786967056, -113.48916245434714 53.54455562374469))"
"P2019-005342","2019-08-19T00:00:00.000","2023-09-01T00:00:00.000","OTHER","127 STREET SW","From ANTHONY HENDAY DRIVE [EASTBOUND SIDE] NW; To ELLERSLIE ROAD [WESTBOUND SIDE] SW",,"Lat/Long Point for Reference","6 - Special Arrangement","No","Unknown","No","53.424890056749476","-113.54094685773075","
,  
(53.424890056749476, -113.54094685773075)",
"P2022-007247","2022-09-06T00:00:00.000","2022-09-30T00:00:00.000","ROAD CONSTRUCTION REHAB","79 AVENUE NW","From 79 STREET NW; To 81 STREET NW",,"Actual Road Segment",,"No","No","No","53.515145570210834","-113.45056664216513","
,  
(53.515145570210834, -113.45056664216513)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.47332449412053 53.56580996017981, -113.47330095673333 53.56587105793007, -113.47331177753254 53.56735190967767))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.53575548049182 53.514185308402, -113.53570859076595 53.51424019518404, -113.53562342095785 53.51435618617012, -113.53558897859845 53.51440913448688, -113.53555435288001 53.51447591960793, -113.5355018427765 53.51459860365054, -113.53549244531294 53.514621383411935, -113.53520106380657 53.51532768621763, -113.53517572067123 53.51539353011352, -113.535156583353 53.51546011449852, -113.5350969126523 53.515708836706786, -113.53507554150124 53.51580994465298))"
"P2022-004744","2022-07-04T00:00:00.000","2022-10-31T00:00:00.000","ROAD CONSTRUCTION REHAB","113 AVENUE NW","From RUNDLE PARK ROAD NW; To 30 STREET NW",,"Actual Road Segment","6 - Special Arrangement","No","No","No","53.56622191388132","-113.38770077673185","
,  
(53.56622191388132, -113.38770077673185)",
"P2022-006498","2022-08-15T00:00:00.000","2022-09-14T00:00:00.000","F.A.C. INSPECTION","109 AVENUE NW","From 117 STREET NW; To 118 STREET NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","Yes","No","53.55458517178601","-113.52405929226249","
,  
(53.55458517178601, -113.52405929226249)",
"P2021-009656","2021-11-15T00:00:00.000","2022-10-14T00:00:00.000","CROSSING TEMPORARY TCP","106 STREET NW","From 65 AVENUE NW; To 66 AVENUE NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","Yes","Unknown","Yes","53.50248215423089","-113.50441160324921","
,  
(53.50248215423089, -113.50441160324921)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.58631599421311 53.515614364677646, -113.5863656053714 53.51567847345684, -113.5863796034655 53.51576241007624, -113.58637966835916 53.51712493098275))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.45061559705816 53.611356793986, -113.45206365810452 53.61136320577242, -113.45276509395936 53.61135885296633))"
"P2022-002091","2022-06-27T00:00:00.000","2022-09-19T00:00:00.000","DRAINAGE TUNNEL SHAFT","80 AVENUE NW","From 104 STREET NW; To 105 STREET NW","80 AVENUE NW, 105 STREET NW","Actual Road Segment","2 - No Restrictions","No","Yes","No","53.51613177181122","-113.49904707316456","
,  
(53.51613177181122, -113.49904707316456)",
"P2022-003183","2022-05-19T00:00:00.000","2022-10-30T00:00:00.000","HOARDING","JASPER AVENUE NW","From 103 STREET NW; To 104 STREET NW","103 STREET NW, JASPER AVENUE NW","Actual Road Segment","2 - No Restrictions","No","No","Yes","53.54092832921639","-113.49832713499245","
,  
(53.54092832921639, -113.49832713499245)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.47647789899553 53.51038538581353, -113.47977487081783 53.51038634582626))"
"P2022-005252","2022-07-05T00:00:00.000","2022-10-05T00:00:00.000","WASTE BIN POD SEACAN","22A AVENUE SW","From 52 STREET SW; To 54 STREET SW",,"No Spatial Reference","2 - No Restrictions",,,,,,,
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.4747540871197 53.534615086076045, -113.47476785549095 53.53614307513596))"
"P2020-001159","2020-03-16T00:00:00.000","2022-12-31T00:00:00.000","OTHER","WHITEMUD DRIVE [EASTBOUND SIDE] NW","From GUARDIAN ROAD [NORTHBOUND SIDE] NW; To ANTHONY HENDAY DRIVE [SOUTHBOUND SIDE] NW",,"Actual Road Segment","6 - Special Arrangement","No","Unknown","No","53.512147326671794","-113.66992465788886","
,  
(53.512147326671794, -113.66992465788886)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.46135333688 53.51703169133876, -113.46438499631063 53.517029867351354))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.62149851710332 53.421071412657625, -113.62149609483812 53.42031944474017, -113.62148146855793 53.42012521958039, -113.62142921731305 53.41990185072048, -113.62134438751215 53.41969183945058, -113.62123354133635 53.419498964754894, -113.62113446592474 53.41936230774976, -113.62104295720125 53.41925444941764, -113.62094760255174 53.419155297807166))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.56571096871214 53.55880873169358, -113.56502650279205 53.558810018537955, -113.55902040397334 53.55882114245223, -113.55552623173581 53.5587988012088))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.52680825346941 53.58494616433191, -113.52885920948087 53.584952639736926))"
"P2022-006405","2022-09-12T00:00:00.000","2022-09-26T00:00:00.000","DRAINAGE REPAIR REPLACE","156 STREET NW","From 103 AVENUE NW; To 104 AVENUE NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","Unknown","Yes","53.54563097437184","-113.59033271889321","
,  
(53.54563097437184, -113.59033271889321)",
"P2022-006103","2022-08-15T00:00:00.000","2022-09-26T00:00:00.000","CONCRETE REPAIR","113 AVENUE NW","From 125 STREET NW; To 126 STREET NW",,"Actual Road Segment","6 - Special Arrangement","Unknown","Yes","Yes","53.562079799628066","-113.53859825966485","
,  
(53.562079799628066, -113.53859825966485)",
"P2022-002537","2022-05-02T00:00:00.000","2022-10-31T00:00:00.000","STREETSCAPE","101 STREET NW","From 102A AVENUE NW; To 103 AVENUE NW",,"Actual Road Segment","6 - Special Arrangement","No","Yes","Yes","53.54489699652388","-113.49371598402706","
,  
(53.54489699652388, -113.49371598402706)",
"P2022-005292","2022-07-20T00:00:00.000","2022-09-30T00:00:00.000","TELECOM INSTALL","70 STREET SW","From STANTON DRIVE SW; To 16 AVENUE SW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","Unknown","Yes","Unknown","53.41941063758561","-113.45018076681946","
,  
(53.41941063758561, -113.45018076681946)",
"P2022-002375","2022-04-25T00:00:00.000","2022-11-30T00:00:00.000","ROAD CONSTRUCTION REHAB","128 AVENUE NW","From 121 STREET NW; To 122 STREET NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","Yes","Yes","53.58604989286091","-113.53118096066936","
,  
(53.58604989286091, -113.53118096066936)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.4828451160698 53.510434975865074, -113.48604605183463 53.5104317562636))"
"P2022-001771","2022-05-02T00:00:00.000","2022-10-08T00:00:00.000","ROAD CONSTRUCTION REHAB","OZERNA ROAD NW","From 158A AVENUE NW; To 159 AVENUE NW",,"Actual Road Segment","6 - Special Arrangement","No","Yes","Unknown","53.62055411962183","-113.448221962843","
,  
(53.62055411962183, -113.448221962843)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.41803504646876 53.41397352986973, -113.41816194421443 53.41397367932765))"
"P2022-002423","2022-04-25T00:00:00.000","2022-11-15T00:00:00.000","ROAD CONSTRUCTION REHAB","80 AVENUE NW","From 109 STREET NW; To 110 STREET NW",,"Actual Road Segment","2 - No Restrictions","Yes","Yes","Yes","53.51615690521911","-113.51352292326447","
,  
(53.51615690521911, -113.51352292326447)",
