"ward","neighbourhood_number","neighbourhood_name","age","female","male","other"
"WARD 1","4060","BRITANNIA YOUNGSTOWN","67","11","9","0"
"WARD 1","4060","BRITANNIA YOUNGSTOWN","68","11","11","0"
"WARD 1","4060","BRITANNIA YOUNGSTOWN","69","15","9","0"
"WARD 1","4060","BRITANNIA YOUNGSTOWN","70","15","12","0"
"WARD 1","4060","BRITANNIA YOUNGSTOWN","71","9","13","0"
"WARD 1","4060","BRITANNIA YOUNGSTOWN","72","19","6","0"
"WARD 1","4060","BRITANNIA YOUNGSTOWN","73","7","7","0"
"WARD 1","4060","BRITANNIA YOUNGSTOWN","74","12","3","0"
"WARD 1","4060","BRITANNIA YOUNGSTOWN","75","13","8","0"
"WARD 1","4060","BRITANNIA YOUNGSTOWN","76","9","7","0"
"WARD 1","4060","BRITANNIA YOUNGSTOWN","77","11","4","0"
"WARD 1","4060","BRITANNIA YOUNGSTOWN","78","11","5","0"
"WARD 1","4060","BRITANNIA YOUNGSTOWN","79","5","8","0"
"WARD 1","4060","BRITANNIA YOUNGSTOWN","80","8","1","0"
"WARD 1","4060","BRITANNIA YOUNGSTOWN","81","5","6","0"
"WARD 1","4060","BRITANNIA YOUNGSTOWN","82","4","5","0"
"WARD 1","4060","BRITANNIA YOUNGSTOWN","83","8","4","0"
"WARD 1","4060","BRITANNIA YOUNGSTOWN","84","3","5","0"
"WARD 1","4060","BRITANNIA YOUNGSTOWN","85+","26","23","0"
"WARD 1","4060","BRITANNIA YOUNGSTOWN","No response","899","978","1"
"WARD 1","4090","CANORA","0","10","19","0"
"WARD 1","4090","CANORA","1","10","8","0"
"WARD 1","4090","CANORA","2","11","10","0"
"WARD 1","4090","CANORA","3","5","12","0"
"WARD 1","4090","CANORA","4","9","10","0"
"WARD 1","4090","CANORA","5","10","14","0"
"WARD 1","4090","CANORA","6","13","14","0"
"WARD 1","4090","CANORA","7","12","5","0"
"WARD 1","4090","CANORA","8","8","11","0"
"WARD 1","4090","CANORA","9","9","7","0"
"WARD 1","4090","CANORA","10","7","15","0"
"WARD 1","4090","CANORA","11","4","5","0"
"WARD 1","4090","CANORA","12","5","4","0"
"WARD 1","4090","CANORA","13","8","6","0"
"WARD 1","4090","CANORA","14","2","8","0"
"WARD 1","4090","CANORA","15","9","9","0"
"WARD 1","4090","CANORA","16","4","5","0"
"WARD 1","4090","CANORA","17","7","10","0"
"WARD 1","4090","CANORA","18","5","12","0"
"WARD 1","4090","CANORA","19","14","7","1"
"WARD 1","4090","CANORA","20","10","8","0"
"WARD 1","4090","CANORA","21","11","10","0"
"WARD 1","4090","CANORA","22","12","8","0"
"WARD 1","4090","CANORA","23","12","14","0"
"WARD 1","4090","CANORA","24","12","14","0"
"WARD 1","4090","CANORA","25","18","17","0"
"WARD 1","4090","CANORA","26","9","19","0"
"WARD 1","4090","CANORA","27","23","13","0"
"WARD 1","4090","CANORA","28","12","16","0"
"WARD 1","4090","CANORA","29","8","12","0"
"WARD 1","4090","CANORA","30","15","15","0"
"WARD 1","4090","CANORA","31","12","15","0"
"WARD 1","4090","CANORA","32","22","19","0"
"WARD 1","4090","CANORA","33","16","10","0"
"WARD 1","4090","CANORA","34","10","14","0"
"WARD 1","4090","CANORA","35","17","14","0"
"WARD 1","4090","CANORA","36","19","16","0"
"WARD 1","4090","CANORA","37","11","15","0"
"WARD 1","4090","CANORA","38","8","14","0"
"WARD 1","4090","CANORA","39","15","11","0"
"WARD 1","4090","CANORA","40","13","16","0"
"WARD 1","4090","CANORA","41","6","6","0"
"WARD 1","4090","CANORA","42","14","9","0"
"WARD 1","4090","CANORA","43","13","16","0"
"WARD 1","4090","CANORA","44","8","12","0"
"WARD 1","4090","CANORA","45","12","12","0"
"WARD 1","4090","CANORA","46","12","19","0"
"WARD 1","4090","CANORA","47","10","14","0"
"WARD 1","4090","CANORA","48","8","12","0"
"WARD 1","4090","CANORA","49","15","12","0"
"WARD 1","4090","CANORA","50","14","9","0"
"WARD 1","4090","CANORA","51","12","15","0"
"WARD 1","4090","CANORA","52","16","16","0"
"WARD 1","4090","CANORA","53","16","19","0"
"WARD 1","4090","CANORA","54","15","19","0"
"WARD 1","4090","CANORA","55","12","15","0"
"WARD 1","4090","CANORA","56","16","11","0"
"WARD 1","4090","CANORA","57","9","15","0"
"WARD 1","4090","CANORA","58","14","12","0"
"WARD 1","4090","CANORA","59","15","14","1"
"WARD 1","4090","CANORA","60","9","15","0"
"WARD 1","4090","CANORA","61","20","19","0"
"WARD 1","4090","CANORA","62","10","4","0"
"WARD 1","4090","CANORA","63","9","8","0"
"WARD 1","4090","CANORA","64","8","14","0"
"WARD 1","4090","CANORA","65","13","13","0"
"WARD 1","4090","CANORA","66","7","6","0"
"WARD 1","4090","CANORA","67","10","14","0"
"WARD 1","4090","CANORA","68","7","2","0"
"WARD 1","4090","CANORA","69","10","5","0"
"WARD 1","4090","CANORA","70","3","5","0"
"WARD 1","4090","CANORA","71","9","5","0"
"WARD 1","4090","CANORA","72","9","8","0"
"WARD 1","4090","CANORA","73","4","10","0"
"WARD 1","4090","CANORA","74","2","5","0"
"WARD 1","4090","CANORA","75","3","4","0"
"WARD 1","4090","CANORA","76","4","3","0"
"WARD 1","4090","CANORA","77","8","6","0"
"WARD 1","4090","CANORA","78","2","3","0"
"WARD 1","4090","CANORA","79","1","1","0"
"WARD 1","4090","CANORA","80","4","3","0"
"WARD 1","4090","CANORA","81","3","4","0"
"WARD 1","4090","CANORA","82","3","0","0"
"WARD 1","4090","CANORA","83","4","2","0"
"WARD 1","4090","CANORA","84","1","0","0"
"WARD 1","4090","CANORA","85+","11","5","0"
"WARD 1","4090","CANORA","No response","633","774","5"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","0","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","1","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","2","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","3","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","4","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","5","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","6","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","7","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","8","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","9","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","10","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","11","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","12","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","13","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","14","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","15","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","16","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","17","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","18","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","19","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","20","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","21","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","22","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","23","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","24","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","25","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","26","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","27","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","28","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","29","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","30","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","31","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","32","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","33","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","34","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","35","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","36","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","37","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","38","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","39","0","0","0"
"WARD 1","4100","CARLETON SQUARE INDUSTRIAL","40","0","0","0"
