"coordinates"
"MULTIPOLYGON (((-113.75971080328549 53.34993455849886, -113.77172515576667 53.34995814242361, -113.77169634833588 53.355349818340365, -113.75968047972306 53.35532622980955, -113.75971080328549 53.34993455849886)))"
"MULTIPOLYGON (((-113.77172515576667 53.34995814242361, -113.78373952475454 53.34998051693939, -113.78371223346252 53.35537219722601, -113.77169634833588 53.355349818340365, -113.77172515576667 53.34995814242361)))"
"MULTIPOLYGON (((-113.78373952475454 53.34998051693939, -113.79575390938034 53.350001682042546, -113.79572813423391 53.355393366462835, -113.78371223346252 53.35537219722601, -113.78373952475454 53.34998051693939)))"
"MULTIPOLYGON (((-113.79575390938034 53.350001682042546, -113.80776830877535 53.35002163772964, -113.80774404978088 53.355413326047376, -113.79572813423391 53.355393366462835, -113.79575390938034 53.350001682042546)))"
"MULTIPOLYGON (((-113.80776830877535 53.35002163772964, -113.81978272207084 53.35004038399743, -113.81975997923433 53.35543207597642, -113.80774404978088 53.355413326047376, -113.80776830877535 53.35002163772964)))"
"MULTIPOLYGON (((-113.80774404978088 53.355413326047376, -113.81975997923433 53.35543207597642, -113.8197372290643 53.360823763047904, -113.80771978296399 53.3608050094567, -113.80774404978088 53.355413326047376)))"
"MULTIPOLYGON (((-113.79572813423391 53.355393366462835, -113.80774404978088 53.355413326047376, -113.80771978296399 53.3608050094567, -113.79570235077617 53.3607850459737, -113.79572813423391 53.355393366462835)))"
"MULTIPOLYGON (((-113.78371223346252 53.35537219722601, -113.79572813423391 53.355393366462835, -113.79570235077617 53.3607850459737, -113.78368493337037 53.360763872602185, -113.78371223346252 53.35537219722601)))"
"MULTIPOLYGON (((-113.77169634833588 53.355349818340365, -113.78371223346252 53.35537219722601, -113.78368493337037 53.360763872602185, -113.77166753161607 53.36074148934559, -113.77169634833588 53.355349818340365)))"
"MULTIPOLYGON (((-113.75968047972306 53.35532622980955, -113.77169634833588 53.355349818340365, -113.77166753161607 53.36074148934559, -113.75965014638275 53.360717896207554, -113.75968047972306 53.35532622980955)))"
"MULTIPOLYGON (((-113.75965014638275 53.360717896207554, -113.77166753161607 53.36074148934559, -113.7716387056032 53.36613315543953, -113.7596198032603 53.36610955769311, -113.75965014638275 53.360717896207554)))"
"MULTIPOLYGON (((-113.77166753161607 53.36074148934559, -113.78368493337037 53.360763872602185, -113.78365762447424 53.36615554306818, -113.7716387056032 53.36613315543953, -113.77166753161607 53.36074148934559)))"
"MULTIPOLYGON (((-113.78368493337037 53.360763872602185, -113.79570235077617 53.3607850459737, -113.79567655900355 53.36617672057543, -113.78365762447424 53.36615554306818, -113.78368493337037 53.360763872602185)))"
"MULTIPOLYGON (((-113.79570235077617 53.3607850459737, -113.80771978296399 53.3608050094567, -113.8076955083213 53.366196687957846, -113.79567655900355 53.36617672057543, -113.79570235077617 53.3607850459737)))"
"MULTIPOLYGON (((-113.80771978296399 53.3608050094567, -113.8197372290643 53.360823763047904, -113.81971447155757 53.36621544521216, -113.8076955083213 53.366196687957846, -113.80771978296399 53.3608050094567)))"
"MULTIPOLYGON (((-113.8076955083213 53.366196687957846, -113.81971447155757 53.36621544521216, -113.81969170671098 53.37160712246949, -113.80767122584943 53.371588361551154, -113.8076955083213 53.366196687957846)))"
"MULTIPOLYGON (((-113.79567655900355 53.36617672057543, -113.8076955083213 53.366196687957846, -113.80767122584943 53.371588361551154, -113.79565075891247 53.371568390268344, -113.79567655900355 53.36617672057543)))"
"MULTIPOLYGON (((-113.78365762447424 53.36615554306818, -113.79567655900355 53.36617672057543, -113.79565075891247 53.371568390268344, -113.78363030677033 53.37154720862431, -113.78365762447424 53.36615554306818)))"
"MULTIPOLYGON (((-113.7716387056032 53.36613315543953, -113.78365762447424 53.36615554306818, -113.78363030677033 53.37154720862431, -113.77160987029325 53.37152481662248, -113.7716387056032 53.36613315543953)))"
"MULTIPOLYGON (((-113.7596198032603 53.36610955769311, -113.7716387056032 53.36613315543953, -113.77160987029325 53.37152481662248, -113.75958945035148 53.37150121426654, -113.7596198032603 53.36610955769311)))"
"MULTIPOLYGON (((-113.75958945035148 53.37150121426654, -113.77160987029325 53.37152481662248, -113.7715810256822 53.37691647289473, -113.75955908765208 53.37689286592808, -113.75958945035148 53.37150121426654)))"
"MULTIPOLYGON (((-113.77160987029325 53.37152481662248, -113.78363030677033 53.37154720862431, -113.78360298025481 53.37693886927081, -113.7715810256822 53.37691647289473, -113.77160987029325 53.37152481662248)))"
"MULTIPOLYGON (((-113.78363030677033 53.37154720862431, -113.79565075891247 53.371568390268344, -113.79562495049929 53.37696005505267, -113.78360298025481 53.37693886927081, -113.78363030677033 53.37154720862431)))"
"MULTIPOLYGON (((-113.79565075891247 53.371568390268344, -113.80767122584943 53.371588361551154, -113.80764693554501 53.376980030236865, -113.79562495049929 53.37696005505267, -113.79565075891247 53.371568390268344)))"
"MULTIPOLYGON (((-113.80767122584943 53.371588361551154, -113.81969170671098 53.37160712246949, -113.81966893452135 53.37699879482014, -113.80764693554501 53.376980030236865, -113.80767122584943 53.371588361551154)))"
"MULTIPOLYGON (((-113.69963931888464 53.349798497881494, -113.71165357580179 53.349828128789675, -113.71161718779187 53.35521977931419, -113.69960141478448 53.35519014261897, -113.69963931888464 53.349798497881494)))"
"MULTIPOLYGON (((-113.71165357580179 53.349828128789675, -113.72366785356914 53.34985655031003, -113.72363298165848 53.35524820638538, -113.71161718779187 53.35521977931419, -113.71165357580179 53.349828128789675)))"
"MULTIPOLYGON (((-113.72366785356914 53.34985655031003, -113.73568215131802 53.34988376243793, -113.73564879551529 53.35527542382792, -113.72363298165848 53.35524820638538, -113.72366785356914 53.34985655031003)))"
"MULTIPOLYGON (((-113.73568215131802 53.34988376243793, -113.7476964681797 53.34990976516895, -113.74766462849317 53.35530143163739, -113.73564879551529 53.35527542382792, -113.73568215131802 53.34988376243793)))"
