"row_id","year","month","day","scheduled_on","colour_s","reason_occasion"
"2021-10-16","2021","October","16","2021-10-16T00:00:00.000","Red, Blue, Yellow","Our Lady of Kibeho Orphanage Anniversay"
"2021-10-15","2021","October","15","2021-10-15T00:00:00.000","Pink/light Blue/White","Child, Infant and Pregnancy Loss Awareness Day"
"2021-10-14","2021","October","14","2021-10-14T00:00:00.000","Purple (102, 38, 103)","Women in STEM Week"
"2021-10-13","2021","October","13","2021-10-13T00:00:00.000","Blue/Orange","Edmonton Oilers Home Opener"
"2021-10-12","2021","October","12","2021-10-12T00:00:00.000","Teal, pink and green","Metastatic Breast Cancer Awareness Day  / #lightupmbc"
"2021-10-11","2021","October","11","2021-10-11T00:00:00.000","red, yellow, white, brown","Thanksgiving"
"2021-10-10","2021","October","10","2021-10-10T00:00:00.000","Purple","Light Up Purple for World Mental Health Day 2021"
"2021-10-09","2021","October","9","2021-10-09T00:00:00.000","Red","Pandas / Pans Awareness Day"
"2021-10-08","2021","October","8","2021-10-08T00:00:00.000","Pantone 7458 (Hex #64B6CF / C-53 M-3 Y-8 K-9) AND Pantone 2276 (Hex #85AD54 C-48 M-8 Y-83 K-9) (blue/green)","Registered Veterinary Technologist Month"
"2021-10-07","2021","October","7","2021-10-07T00:00:00.000","Teal, RGB #0080 80 128, 128, blue RGB #0000FF 0,0, 255","Trigeminal Neuralgia Awareness Day"
"2021-10-06","2021","October","6","2021-10-06T00:00:00.000","Green","World Cerebral Palsy Day"
"2021-10-05","2021","October","5","2021-10-05T00:00:00.000","Blue, Pink and Yellow","YEG Youth Connect"
"2021-10-04","2021","October","4","2021-10-04T00:00:00.000","Similar to Pantone 631 CP - RGB (91, 186, 199)","Go Blue AB for Child Abuse Prevention Month"
"2021-10-03","2021","October","3","2021-10-03T00:00:00.000","White","Edmonton International Film Festival"
"2021-10-02","2021","October","2","2021-10-02T00:00:00.000","PINK","Canadian Cancer Society CIBC Run for the Cure 2021"
"2021-10-01","2021","October","1","2021-10-01T00:00:00.000","Grass Green White Grass Green (Green white Green)","Nigerian 61st Independence Anniversary"
"2021-09-30","2021","September","30","2021-09-30T00:00:00.000","Orange","Orange Shirt Day/National Day for Truth and Reconciliation"
"2021-09-28","2021","September","28","2021-09-28T00:00:00.000","red, white and blue (colours of Canadian and British flags)","NATIONAL BRITISH HOME CHILD DAY"
"2021-09-27","2021","September","27","2021-09-27T00:00:00.000","Teal","Polycystic Ovary Syndrome (PCOS) Awareness"
"2021-09-26","2021","September","26","2021-09-26T00:00:00.000","Shades of blue (maybe 3 or 4 shades?)","Peace Officers and Police Memorial Day"
"2021-09-25","2021","September","25","2021-09-25T00:00:00.000","Red and Yellow","Bladder Cancer Awareness Walk"
"2021-09-24","2021","September","24","2021-09-24T00:00:00.000","Black/Grey/Silver/Red  C0/M0/Y0/K100, C0/M0/Y0/K55, Pantone 8400C metallic silver, C0/M100/Y100/K0","HSBC Canada Sevens Edmonton"
"2021-09-23","2021","September","23","2021-09-23T00:00:00.000","Dark Blue","International Deaf Awareness Week"
"2021-09-22","2021","September","22","2021-09-22T00:00:00.000","orange (R: 241 G: 101 B: 34) & yellow (R: 255 G: 179 B: 0)","Run for Life 2021"
"2021-09-21","2021","September","21","2021-09-21T00:00:00.000","Green or light green","World Mitochondrial Disease Awareness Week"
"2021-09-20","2021","September","20","2021-09-20T00:00:00.000","Red, White, Blue","Chile Independence Day"
"2021-09-19","2021","September","19","2021-09-19T00:00:00.000","Blue, Grey, White","Terry Fox Run"
"2021-09-18","2021","September","18","2021-09-18T00:00:00.000","green/blue","Edmonton Community League Day"
"2021-09-17","2021","September","17","2021-09-17T00:00:00.000","Red","World Lymphoma Awareness Day"
"2021-09-16","2021","September","16","2021-09-16T00:00:00.000","Blue/White","Yom Kippur"
"2021-09-15","2021","September","15","2021-09-15T00:00:00.000","Mostly white with red for 1/3 of the bridge to represent a white cane for people with vision loss","CNIB Night Steps Alberta"
"2021-09-14","2021","September","14","2021-09-14T00:00:00.000","Teal and Silver","Big Brothers Big Sisters Month"
"2021-09-13","2021","September","13","2021-09-13T00:00:00.000","Green and White","Living Donation Week 2021"
"2021-09-12","2021","September","12","2021-09-12T00:00:00.000","Teal hex code#008080 and RGB (0,128,128).","World PCOS Day of Unity"
"2021-09-11","2021","September","11","2021-09-11T00:00:00.000","Red","Annual Day of Remembrance for Fallen Firefighters/20th Anniversary of 9/11"
"2021-09-10","2021","September","10","2021-09-10T00:00:00.000","Yellow and Orange","The Bridge Of Life Suicide Awareness Event/Suicide Prevention Day"
"2021-09-09","2021","September","9","2021-09-09T00:00:00.000","Red","International FASD Day"
"2021-09-08","2021","September","8","2021-09-08T00:00:00.000","Blue","Dystonia Awareness Month"
"2021-09-07","2021","September","7","2021-09-07T00:00:00.000","Red rgba (235, 31, 36, 1)","World Duchenne Awareness Day"
"2021-09-06","2021","September","6","2021-09-06T00:00:00.000","blue & white","Rosh Hashanah"
"2021-09-05","2021","September","5","2021-09-05T00:00:00.000","Teal - R0 G174 B165","National Polycystic Kidney Disease Awareness Day"
"2021-09-04","2021","September","4","2021-09-04T00:00:00.000","Blue R47 G71 b157, Light Blue R0 G175 B219, Purple r157, g35, b122","Parkinson Step 'n Stride"
"2021-09-03","2021","September","3","2021-09-03T00:00:00.000","Blue and white","Concordia University of Edmonton - Celebrating 100 Years!"
"2021-09-02","2021","September","2","2021-09-02T00:00:00.000","Dark Blue: Pantone #7462","Arthritis Awareness Month"
"2021-09-01","2021","September","1","2021-09-01T00:00:00.000","yellow","Child Cancer Awareness Month"
"2021-08-31","2021","August","31","2021-08-31T00:00:00.000","Purple","International Overdose Awareness Day"
"2021-08-30","2021","August","30","2021-08-30T00:00:00.000","Yellow (RGB 254, 209, 42) Blue (RGB 15, 23, 59) White (RGB 255, 255, 255)","Edmonton Stingers: CEBL Championship Winners"
"2021-08-29","2021","August","29","2021-08-29T00:00:00.000","Purple & Yellow","Lemonade Stand Day"
"2021-08-27","2021","August","27","2021-08-27T00:00:00.000","green, yellow, blue","Treaty 6 Recognition Day"
"2021-08-26","2021","August","26","2021-08-26T00:00:00.000","Yellow","Business and Professional Women's Club of Alberta"
"2021-08-24","2021","August","24","2021-08-24T00:00:00.000","Blue RGB: (0, 91, 188), Yellow RGB: (255, 214, 0)","Ukrainian Independence Day"
"2021-08-18","2021","August","18","2021-08-18T00:00:00.000","Red","Tragedy of Karbala"
"2021-08-17","2021","August","17","2021-08-17T00:00:00.000","Pantone 2728C (Blue) Pantone 353C (green), Pantone 284C (blue)","2021 World Triathlon Championship Finals"
"2021-08-15","2021","August","15","2021-08-15T00:00:00.000","Orange, white and Green","India's 75th Independence Day Celebration"
"2021-08-14","2021","August","14","2021-08-14T00:00:00.000","Green and White","Pakistan Independence Day"
"2021-08-13","2021","August","13","2021-08-13T00:00:00.000","purple - 351d76 and orange - c37c24","Kokopelli Choir Association 25th anniversary"
"2021-08-12","2021","August","12","2021-08-12T00:00:00.000","#448C9C or teal","Alberta Open Farm Days"
"2021-08-09","2021","August","9","2021-08-09T00:00:00.000","Red/white","Team Canada"
"2021-08-08","2021","August","8","2021-08-08T00:00:00.000","peach (R:205, G:167 B:136)/ochre yellow (R:234 G:170, B:0)/rusty red (R:203, G:96, B:21) and black","Edmonton Folk Music Festival"
"2021-08-07","2021","August","7","2021-08-07T00:00:00.000","Green/Gold","Edmonton Elks 2021 Home Opener"
"2021-08-06","2021","August","6","2021-08-06T00:00:00.000","Red","Cariwest Caribbean Arts Festival"
"2021-08-05","2021","August","5","2021-08-05T00:00:00.000","RGB 32cd32 (501c3)","Light it Up Green for Muscular Dystrophy Awareness"
"2021-08-04","2021","August","4","2021-08-04T00:00:00.000","Red/Orange/Yellow/Green/Blue/Purple","Joshua Brown Memorial Suicide Awareness and Prevention Event"
"2021-08-02","2021","August","2","2021-08-02T00:00:00.000","pink R228 G67 B152  and yellow R255 G243 B51","World PVNH Disorder Awareness Day - 10th edition"
"2021-08-01","2021","August","1","2021-08-01T00:00:00.000","yellow, red and blue","Edmonton Heritage Festival 2021"
"2021-07-31","2021","July","31","2021-07-31T00:00:00.000","Red/White","Canada's Senior Women's National Basketball Team Olympics Bid"
"2021-07-30","2021","July","30","2021-07-30T00:00:00.000","Red and Green","Throne Day (Morocco)"
"2021-07-28","2021","July","28","2021-07-28T00:00:00.000","Red/White","Canada's Senior Women's National Basketball Team Olympics Bid"
"2021-07-27","2021","July","27","2021-07-27T00:00:00.000","Green, white and red","Iglesia Ni Cristo/Church of Christ Day"
"2021-07-26","2021","July","26","2021-07-26T00:00:00.000","PANTONE 312C & PANTONE 368C (blue/green)","Taste of Edmonton"
"2021-07-25","2021","July","25","2021-07-25T00:00:00.000","Red/White","Canada's Senior Women's National Basketball Team Olympics Bid"
"2021-07-24","2021","July","24","2021-07-24T00:00:00.000","Blue/Red/White (colors of the Cuban flag)","Freedom and Democracy for the people of Cuba/Calling to end violence and repression in Cuba"
"2021-07-22","2021","July","22","2021-07-22T00:00:00.000","R=0, G=174, B=239 (Teal)","World Fragile X Day"
"2021-07-20","2021","July","20","2021-07-20T00:00:00.000","Green","Eid ul Adha"
"2021-07-19","2021","July","19","2021-07-19T00:00:00.000","Teal blue (same teal as May 10)","Edmonton Firefighters Burn Treatment Society"
"2021-07-18","2021","July","18","2021-07-18T00:00:00.000","R- 0, G- 122, B- 194 (Pantone 300C)","National Drowning Prevention Week"
"2021-07-17","2021","July","17","2021-07-17T00:00:00.000","RGB: 141, 11, 86 ,    Burgundy","Multiple Miles for Myeloma"
"2021-07-07","2021","July","7","2021-07-07T00:00:00.000","Pink CMYK 00 77 44 00

Blue CMYK 63 34 23 01

Purple CMYK 72 82 28 12

Orange CMYK 07 76 89 00","The Works Art & Design Festival"
"2021-07-06","2021","July","6","2021-07-06T00:00:00.000","Green Colour: RGB 186, 207, 67","National Injury Prevention Day"
"2021-07-05","2021","July","5","2021-07-05T00:00:00.000","COLOURS: Yellow, Blue, Red (Venezuelan Flag)
RGB (hex): 255-204-0 (#ffcc00),	0-36-125 (#00247d), 207-20-43 (#cf142b)","Venezuelan Independence Day"
"2021-07-04","2021","July","4","2021-07-04T00:00:00.000","ORANGE for HLB, orange for Walterdale","To Honour and Reflect upon our Nation's Indigenous History"
"2021-07-03","2021","July","3","2021-07-03T00:00:00.000","ORANGE for HLB, orange for Walterdale","To Honour and Reflect upon our Nation's Indigenous History"
"2021-07-02","2021","July","2","2021-07-02T00:00:00.000","ORANGE for HLB, orange for Walterdale","To Honour and Reflect upon our Nation's Indigenous History"
"2021-07-01","2021","July","1","2021-07-01T00:00:00.000","ORANGE for HLB, orange for Walterdale","To Honour and Reflect upon our Nation's Indigenous History"
"2021-06-29","2021","June","29","2021-06-29T00:00:00.000","Yellow and orange / Blue","National Pollinator Week / World Scleroderma day"
"2021-06-28","2021","June","28","2021-06-28T00:00:00.000","Teal/blues","Scleroderma walk run and awareness"
"2021-06-27","2021","June","27","2021-06-27T00:00:00.000","Gray","Edmonton Brain Tumour Walk"
"2021-06-26","2021","June","26","2021-06-26T00:00:00.000","Green and Gold","University of Alberta 2021 Spring Convocation"
"2021-06-25","2021","June","25","2021-06-25T00:00:00.000","Gold/Maroon/Navy/Gold/Maroon/Gold/White/Blue/White Please note colours must be in this exact order as they represent different schools. All 9 colours should be showcased individually (ie: gold appears multiple times etc)","Light Up Your Future (ECSD School Grads)"
"2021-06-24","2021","June","24","2021-06-24T00:00:00.000","Blue","Blue Porch Light Campaign"
"2021-06-23","2021","June","23","2021-06-23T00:00:00.000","Light Blue/Pale Yellow","Victims of Terrorism Day"
"2021-06-22","2021","June","22","2021-06-22T00:00:00.000","Red and Blue","Global HHT Recognition Day"
"2021-06-21","2021","June","21","2021-06-21T00:00:00.000","Green, Yellow, Red and White","National Indigenous People's Day"
"2021-06-19","2021","June","19","2021-06-19T00:00:00.000","Red","World Sickle Cell Awareness Day"
"2021-06-15","2021","June","15","2021-06-15T00:00:00.000","R91 G43 B130 (purple)","World Elder Abuse Awareness Day"
"2021-06-13","2021","June","13","2021-06-13T00:00:00.000","Purple","Walk To End ALS"
"2021-06-12","2021","June","12","2021-06-12T00:00:00.000","Royal Blue (hex code #0b3456), White (hex code #ffffff), Royal Blue (hex code #0b3456)","Can Man Dan's Ten-Year Anniversary"
"2021-06-11","2021","June","11","2021-06-11T00:00:00.000","RGB 0.133.66 (Green)","Sage Awards 2021"
"2021-06-10","2021","June","10","2021-06-10T00:00:00.000","Green and Orange","Terra Centre for Teen Parents 50th Anniversary"
"2021-06-09","2021","June","9","2021-06-09T00:00:00.000","Yellow, Blue, Red and Green","Edmonton's NextGen Month"
"2021-06-08","2021","June","8","2021-06-08T00:00:00.000","Blue (r 0 g 199 b 255 #00c7ff)  and Orange (r 250 g 91 b 54 #fa5b36).","Action Anxiety day"
"2021-06-07","2021","June","7","2021-06-07T00:00:00.000","Yellow - Red - Green","Shriners International Awareness Day"
"2021-06-06","2021","June","6","2021-06-06T00:00:00.000","Purple 💜","Hidradenitis Suppurativa (HS) Awareness Week"
"2021-06-05","2021","June","5","2021-06-05T00:00:00.000","Red/Orange/Yellow/Green/Blue/Purple/black/blue/pink/white/pink/blue (from one end to the other, in this order)   click link for RGB codes","Pride 2021"
"2021-06-04","2021","June","4","2021-06-04T00:00:00.000","Ook Blue - RGB 000,160,223 and Sky Blue - RGB 000,092,185","NAIT Convocation 2021"
"2021-06-03","2021","June","3","2021-06-03T00:00:00.000","Red","Observance of the 2nd Anniversary of the Inquiry into Missing and Murdered Indigenous Women and Girls (MMIWG) in Canada"
"2021-06-02","2021","June","2","2021-06-02T00:00:00.000","Blue","National Deafblind Awareness Month"
"2021-06-01","2021","June","1","2021-06-01T00:00:00.000","Orange","In honour of each child who died at the former residential school in Tk’emlúps te Secwépemc"
"2021-05-31","2021","May","31","2021-05-31T00:00:00.000","Blue and Teal","The Walk to Make Cystic Fibrosis History"
"2021-05-30","2021","May","30","2021-05-30T00:00:00.000","Red","World MS Day"
"2021-05-29","2021","May","29","2021-05-29T00:00:00.000","Teal","Tourette Syndrome Awareness Month"
"2021-05-28","2021","May","28","2021-05-28T00:00:00.000","Blue, red, green","103rd Anniversary of Azerbaijan Democratic Republic"
"2021-05-27","2021","May","27","2021-05-27T00:00:00.000","Navy Blue (RGB - 26/57/103) and yellow/gold (RGB - 254/209/73)","Health Sciences Association of Alberta Annual Convention"
"2021-05-26","2021","May","26","2021-05-26T00:00:00.000","Red","Menstrual Health Day"
"2021-05-23","2021","May","23","2021-05-23T00:00:00.000","Blue and Red","Haiti celebrates 218th Flag Day"
"2021-05-22","2021","May","22","2021-05-22T00:00:00.000","Blue","Apraxia Awareness Day"
"2021-05-21","2021","May","21","2021-05-21T00:00:00.000","Purple","World Lupus Day"
"2021-05-20","2021","May","20","2021-05-20T00:00:00.000","Blue","Celebration of Falun Dafa Day"
"2021-05-19","2021","May","19","2021-05-19T00:00:00.000","Purple","World IBD Day"
"2021-05-18","2021","May","18","2021-05-18T00:00:00.000","Blue and Green","Neurofibromatosis Awareness Month"
"2021-05-17","2021","May","17","2021-05-17T00:00:00.000","Orange","Sexual Exploitation Week of Awareness, Proclamation"
"2021-05-16","2021","May","16","2021-05-16T00:00:00.000","Green","Celiac Awareness Day"
"2021-05-15","2021","May","15","2021-05-15T00:00:00.000","Blue - #074f8d, R – 7, G – 79, B 141 

Yellow - #fcb813, R – 252, G – 184, B – 19","International MPS Awareness Day"
"2021-05-14","2021","May","14","2021-05-14T00:00:00.000","Teal","Food Allergy Awareness Week"
"2021-05-13","2021","May","13","2021-05-13T00:00:00.000","medium blue","Myalgic Encephalomyelitis (M.E.) Awareness"
"2021-05-12","2021","May","12","2021-05-12T00:00:00.000","Green","Eid ul Fitr"
"2021-05-11","2021","May","11","2021-05-11T00:00:00.000","teal    RBG 0,145,159","Sexual Violence Awareness Month"
"2021-05-10","2021","May","10","2021-05-10T00:00:00.000","Our Main colour is  TEAL BLUE with Lime Green","25th Anniversary Dogs with Wings Assistance Dogs Society"
"2021-05-09","2021","May","9","2021-05-09T00:00:00.000","Blue (RGB: 0/51/153) and Yellow (RGB: 255/204/0)","Europe Day in Canada"
"2021-05-08","2021","May","8","2021-05-08T00:00:00.000","White/Yellow/Red/Blue","Ben Calf Robe Pow Wow"
"2021-05-07","2021","May","7","2021-05-07T00:00:00.000","yellow","Darkness Into Light"
"2021-05-06","2021","May","6","2021-05-06T00:00:00.000","Teal (R 0, G 177, B, 176)","CMHA Mental Health Week"
"2021-05-05","2021","May","5","2021-05-05T00:00:00.000","Blue, RGB:5, 87, 147, HEX: #055793","Goodwill Week"
"2021-05-04","2021","May","4","2021-05-04T00:00:00.000","Purple","World Pulmonary Hypertension Day"
"2021-05-03","2021","May","3","2021-05-03T00:00:00.000","White and red","Polish Immigrant/Polish flag Day"
"2021-05-02","2021","May","2","2021-05-02T00:00:00.000","Blue and purple.  Same blue and purple hues as in previous years.","Huntington’s awareness month and virtual walk"
"2021-05-01","2021","May","1","2021-05-01T00:00:00.000","Yellow and green","MCS Awareness Month"
"2021-04-30","2021","April","30","2021-04-30T00:00:00.000","Green","World Parks Week - Going Green for Parkies"
"2021-04-29","2021","April","29","2021-04-29T00:00:00.000","Blue (R0 G87 B184) and white","World Wish Day"
"2021-04-28","2021","April","28","2021-04-28T00:00:00.000","orange","National Day Of Mourning"
"2021-04-23","2021","April","23","2021-04-23T00:00:00.000","Yellow and Blue","Lights On Afterschool"
"2021-04-22","2021","April","22","2021-04-22T00:00:00.000","Green","National Organ Transplant Donation Awareness Week"
"2021-04-19","2021","April","19","2021-04-19T00:00:00.000","Blue (RGB Code #3399FF) 

Pink (RGB Code #FF99CC) 

Yellow (RGB Code #FFFF33)","Congenital Diaphragmatic Hernia Awareness Day"
"2021-04-18","2021","April","18","2021-04-18T00:00:00.000","Blue","National Volunteer Week"
"2021-04-17","2021","April","17","2021-04-17T00:00:00.000","Red - RGB (227,24,54)","World Hemophilia Day"
"2021-04-16","2021","April","16","2021-04-16T00:00:00.000","Teal
R: 69
G: 181
B: 185","PMDD Awareness Month"
"2021-04-15","2021","April","15","2021-04-15T00:00:00.000","Purple","Month of the Military Child"
"2021-04-14","2021","April","14","2021-04-14T00:00:00.000","Dark Purple. 
The colour code is: C90 M100 Y0 K0
Closest pantone colour would be 2104","National Medical Laboratory Week"
"2021-04-13","2021","April","13","2021-04-13T00:00:00.000","Orange","Khalsa Day (Vaisakhi)"
"2021-04-12","2021","April","12","2021-04-12T00:00:00.000","Green","Start of Ramadan"
"2021-04-11","2021","April","11","2021-04-11T00:00:00.000","Blue: rgb(0, 136, 207) Green: rgb(215, 223, 33)","World Parkinson Awareness Month"
"2021-04-10","2021","April","10","2021-04-10T00:00:00.000","RGB 0, 0, 128 (Navy blue)","To Recognize the passing of His Royal Highness, Prince Philip, Duke of Edinburgh"
"2021-04-09","2021","April","9","2021-04-09T00:00:00.000","Red/White/Dark Blue/Dark Green/Yellow","Day of Remembrance for the Battle of Vimy Ridge"
"2021-04-08","2021","April","8","2021-04-08T00:00:00.000","white/yellow/orange/blue/green/red","Wesak (Buddha) Day"
"2021-04-07","2021","April","7","2021-04-07T00:00:00.000","Green","Green Shirt Day 2021"
"2021-04-06","2021","April","6","2021-04-06T00:00:00.000","royal blue and canary yellow","Cushing's Syndrom Awareness Day"
"2021-04-05","2021","April","5","2021-04-05T00:00:00.000","Purple","National Dental Hygienists Week"
"2021-04-04","2021","April","4","2021-04-04T00:00:00.000","Purple, white, yellow, pink, green","Easter"
"2021-04-02","2021","April","2","2021-04-02T00:00:00.000","Blue (#2e86ef HEX code)","Light It Up Blue - Autism Awareness"
"2021-03-31","2021","March","31","2021-03-31T00:00:00.000","light blue/pink/white","International Transgender Day of Visibility"
"2021-03-27","2021","March","27","2021-03-27T00:00:00.000","Blue/White","Start of Passover"
"2021-03-26","2021","March","26","2021-03-26T00:00:00.000","RGB colour 94,0,153 - Dark Purple","Purple Day - Epilepsy Awareness Day"
"2021-03-25","2021","March","25","2021-03-25T00:00:00.000","BLUE & WHITE","GREEK INDEPENDENCE DAY CELEBRATION. 200th Anniversary"
"2021-03-24","2021","March","24","2021-03-24T00:00:00.000","Red, #FF0000, RGB numbers R:255 G:0 B 0, (Decimal Code: 255,0,0)","World TB Day"
"2021-03-22","2021","March","22","2021-03-22T00:00:00.000","Burgundy","National Multiple Myeloma month"
"2021-03-21","2021","March","21","2021-03-21T00:00:00.000","Blue and Yellow","World Down Syndrome Day 2021"
"2021-03-20","2021","March","20","2021-03-20T00:00:00.000","Purple","Champ1 Gene Disorder Awareness Day"
"2021-03-19","2021","March","19","2021-03-19T00:00:00.000","Green, White, and red (in this order please)","Persian New Year (Nowruz)"
"2021-03-17","2021","March","17","2021-03-17T00:00:00.000","Green","St. Patrick's Day"
"2021-03-12","2021","March","12","2021-03-12T00:00:00.000","Red, Blue, Yellow and Green which represent the Country Flag colours.","Independence Day Of Mauritius"
"2021-03-11","2021","March","11","2021-03-11T00:00:00.000","half the bridge Orange / half the bridge White","World Kidney Day / National Day of Observance - COVID-19"
"2021-03-10","2021","March","10","2021-03-10T00:00:00.000","Yellow","Endometriosis Awareness Month"
"2021-03-09","2021","March","9","2021-03-09T00:00:00.000","White, Red, Yellow, Blue (Cree Medicine wheel colours)","City of Edmonton Enoch Cree Nation MOU Anniversary MOU Anniversary"
"2021-03-08","2021","March","8","2021-03-08T00:00:00.000","R 70 G 41 B 110 (Purple)","International Women's Day"
"2021-03-07","2021","March","7","2021-03-07T00:00:00.000","Magenta","Social Work Week"
"2021-03-06","2021","March","6","2021-03-06T00:00:00.000","Red","Light The Night for Amyloidosis"
"2021-03-05","2021","March","5","2021-03-05T00:00:00.000","Blue only","International CVS Awareness Day"
"2021-03-04","2021","March","4","2021-03-04T00:00:00.000","Alternating blue and gold (rather than blue on one half and gold on the other half)","Pharmacy Appreciation Month"
"2021-03-03","2021","March","3","2021-03-03T00:00:00.000","Rainbow","MacEwan University Pride Week"
"2021-03-02","2021","March","2","2021-03-02T00:00:00.000","Red, Blue, yellow","Flying Canoe Volant 2021"
"2021-03-01","2021","March","1","2021-03-01T00:00:00.000","Blue and White","Fraud Prevention Month"
"2021-02-28","2021","February","28","2021-02-28T00:00:00.000","Pink, Blue and Green","Rare Disease Day 2021"
"2021-02-25","2021","February","25","2021-02-25T00:00:00.000","red","Heart Month and Heart Pledge Day"
"2021-02-24","2021","February","24","2021-02-24T00:00:00.000","Pink","Pink Shirt Day 2021"
"2021-02-22","2021","February","22","2021-02-22T00:00:00.000","R0 G84 B158 H#00549E (Blue)","Girl Guides Thinking Day"
"2021-02-20","2021","February","20","2021-02-20T00:00:00.000","Red","World Encephalitis Day"
"2021-02-16","2021","February","16","2021-02-16T00:00:00.000","Yellow, green and red","Lithuanian Independence Day"
"2021-02-15","2021","February","15","2021-02-15T00:00:00.000","Blue","International Angelman Day"
"2021-02-14","2021","February","14","2021-02-14T00:00:00.000","Red/Pink","Valentine's Day"
"2021-02-13","2021","February","13","2021-02-13T00:00:00.000","RED","Wear Red Canada Day for Women's Heart Health"
"2021-02-12","2021","February","12","2021-02-12T00:00:00.000","Red - #FF3423 and Yellow - #FFDE62 (If not possible to put two colours, then just use Red - #FF3423)","Lunar New Year 2021"
"2021-02-11","2021","February","11","2021-02-11T00:00:00.000","Red (RGB: R218 G41 B28) and White (R255 G255 B255)","211 Day"
"2021-02-10","2021","February","10","2021-02-10T00:00:00.000","Green","World Cholangiocarcinoma Day"
"2021-02-07","2021","February","7","2021-02-07T00:00:00.000","Red","Congenital Heart Disease Awareness Week"
"2021-02-04","2021","February","4","2021-02-04T00:00:00.000","Blue and orange","World Cancer Day"
"2021-02-01","2021","February","1","2021-02-01T00:00:00.000","Purple (RGB: 128, 0, 128)","Eating Disorder Awareness Week 2020"
"2021-01-29","2021","January","29","2021-01-29T00:00:00.000","Green","In Remembrance of the 2017 Quebec Mosque Shooting"
"2021-01-28","2021","January","28","2021-01-28T00:00:00.000","Blue","Let’s Talk Day 2021"
"2021-01-08","2021","January","8","2021-01-08T00:00:00.000","Red/White","One Year Anniversary of Flight 752 Plane Crash"
"2021-01-07","2021","January","7","2021-01-07T00:00:00.000",": PMS 287 - blue","Alzheimer's Awareness Month"
"2021-01-05","2021","January","5","2021-01-05T00:00:00.000","Red/White","Medal Round - World Junior Championship"
"2021-01-01","2021","January","1","2021-01-01T00:00:00.000","True Colours Dynamic Program","New Year's Day"
"2020-12-31","2020","December","31","2020-12-31T00:00:00.000","Match Walterdale Winter Program (linked RGB codes)","New Year's Eve"
"2020-12-29","2020","December","29","2020-12-29T00:00:00.000","Red/White alternated across the bridge","World Juniors Team Canada Game"
"2020-12-27","2020","December","27","2020-12-27T00:00:00.000","Red/White alternated across the bridge","World Juniors Team Canada Game"
"2020-12-26","2020","December","26","2020-12-26T00:00:00.000","Red/White alternated across the bridge","World Juniors - Team Canada's First Match"
"2020-12-25","2020","December","25","2020-12-25T00:00:00.000","Red/Green","Christmas"
"2020-12-20","2020","December","20","2020-12-20T00:00:00.000","Navy RGB 1/30/65,  Light Blue RGB 0/124/186, Teal RGB 105/200/175, REd RGB 206/14/45","World Juniors"
"2020-12-19","2020","December","19","2020-12-19T00:00:00.000","Orange White Green","Niger Republic Day"
"2020-12-18","2020","December","18","2020-12-18T00:00:00.000","blue and white","Hanukkah"
"2020-12-17","2020","December","17","2020-12-17T00:00:00.000","Red/Green","Christmas in Canada - Online Christmas Special"
"2020-12-16","2020","December","16","2020-12-16T00:00:00.000","Half Red, Half Green (Bangladesh Flag)","Bangladesh Victory Day"
"2020-12-13","2020","December","13","2020-12-13T00:00:00.000","PANTONE: 349 C (DARK GREEN)
C=100 M=0 Y=91 K=42
R=0 G=103 B=56

PANTONE: 348 C (MEDIUM GREEN)
C=100 M=0 Y=85 4=24
R=0 G=141 B=73

PANTONE 7489 C (LIGHT GREEN)
C=60 M=0 Y=80 K=7
R=118 G=176 B=92","Christmas Bureau Delivery Day"
"2020-12-12","2020","December","12","2020-12-12T00:00:00.000","ETS Blue: Pantone 294. 
R:27
G:54
B:104

White","Transit Employee Appreciation"
"2020-12-11","2020","December","11","2020-12-11T00:00:00.000","Green and Red","630 CHED Santas Anonymous Delivery Days"
"2020-12-10","2020","December","10","2020-12-10T00:00:00.000","Yellow","International Human Rights Day"
"2020-12-09","2020","December","9","2020-12-09T00:00:00.000","Green/Gold (UofA colours)","Dr. Michael Houghton, University of Alberta, Nobel Prize in Medicine"
"2020-12-04","2020","December","4","2020-12-04T00:00:00.000","RED","YWCA Rose Campaign"
"2020-12-03","2020","December","3","2020-12-03T00:00:00.000","Blue, Orange, Pink and Green","International Day of Persons with Disabilities - IDPD"
"2020-12-01","2020","December","1","2020-12-01T00:00:00.000","Red, R 218 G 41 B 28","United Way Giving Tuesday"
"2020-11-10","2020","November","10","2020-11-10T00:00:00.000","Black & White","World NET Cancer Day"
"2020-11-09","2020","November","9","2020-11-09T00:00:00.000","Red","Glenrose Rehabilitation Hospital Courage Awards"
"2020-11-08","2020","November","8","2020-11-08T00:00:00.000","White/Pearl - #FFFFFF","Lung Cancer Awareness Month"
"2020-11-07","2020","November","7","2020-11-07T00:00:00.000","Purple","Crohn's and Colitis Awareness Month"
"2020-11-06","2020","November","6","2020-11-06T00:00:00.000","Red","Project Red Ribbon Campaign Launch"
"2020-11-05","2020","November","5","2020-11-05T00:00:00.000","Red and White - Canadian Flag","No Stone Left Alone Remembrance Ceremonies"
"2020-11-04","2020","November","4","2020-11-04T00:00:00.000","Purple","Family Violence Prevention Month"
"2020-11-03","2020","November","3","2020-11-03T00:00:00.000","Silver, White, Red","Acromegaly Awareness Day"
