"row_id","branch","branch_name","holds","title","authour","date","web_link"
"EPLABB20211018All the light we cannot see : a novel / Anthony Doerr","EPLABB","Abbottsfield - Penny McKee","80","All the light we cannot see : a novel / Anthony Doerr","Doerr Anthony \\\\\\","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=All%20the%20light%20we%20cannot%20see%20%3A%20a%20novel%20%2F%20Anthony%20Doerr"
"EPLABB20211018Butler [large print] / by Danielle  Steel","EPLABB","Abbottsfield - Penny McKee","28","Butler [large print] / by Danielle  Steel","Steel Danielle","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Butler%20%5Blarge%20print%5D%20%2F%20by%20Danielle%20%20Steel"
"EPLABB20211018Extreme animal rumble : 5 books in 1! / by Jerry Pallotta ; illustrated by Rob Bolster","EPLABB","Abbottsfield - Penny McKee","57","Extreme animal rumble : 5 books in 1! / by Jerry Pallotta ; illustrated by Rob Bolster","Pallotta Jerry","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Extreme%20animal%20rumble%20%3A%205%20books%20in%201%21%20%2F%20by%20Jerry%20Pallotta%20%3B%20illustrated%20by%20Rob%20Bolster"
"EPLABB20211018Indian In The Cabinet: Speaking Truth to Power / by Jody  Wilson-Raybould","EPLABB","Abbottsfield - Penny McKee","287","Indian In The Cabinet: Speaking Truth to Power / by Jody  Wilson-Raybould","Wilson Raybould Jody","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Indian%20In%20The%20Cabinet%3A%20Speaking%20Truth%20to%20Power%20%2F%20by%20Jody%20%20Wilson%2DRaybould"
"EPLABB20211018Neglected no more : the urgent need to improve the lives of Canada's elders in the wake of a pandemic / AndrÃ© Picard","EPLABB","Abbottsfield - Penny McKee","46","Neglected no more : the urgent need to improve the lives of Canada's elders in the wake of a pandemic / AndrÃ© Picard","Picard AndrÃ‰ \\\\\\","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Neglected%20no%20more%20%3A%20the%20urgent%20need%20to%20improve%20the%20lives%20of%20Canada%27s%20elders%20in%20the%20wake%20of%20a%20pandemic%20%2F%20AndrÃ©%20Picard"
"EPLABB20211018Nothing But Blackened Teeth / by Cassandra  Khaw","EPLABB","Abbottsfield - Penny McKee","28","Nothing But Blackened Teeth / by Cassandra  Khaw","Khaw Cassandra","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Nothing%20But%20Blackened%20Teeth%20%2F%20by%20Cassandra%20%20Khaw"
"EPLABB20211018Operation Angus : a novel / Terry Fallis","EPLABB","Abbottsfield - Penny McKee","45","Operation Angus : a novel / Terry Fallis","Fallis Terry","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Operation%20Angus%20%3A%20a%20novel%20%2F%20Terry%20Fallis"
"EPLABB20211018Spindle Splintered / by Alix E Harrow","EPLABB","Abbottsfield - Penny McKee","26","Spindle Splintered / by Alix E Harrow","Harrow Alix E","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Spindle%20Splintered%20%2F%20by%20Alix%20E%20Harrow"
"EPLABB20211018The final girl support group / Grady Hendrix","EPLABB","Abbottsfield - Penny McKee","64","The final girl support group / Grady Hendrix","Hendrix Grady","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=The%20final%20girl%20support%20group%20%2F%20Grady%20Hendrix"
"EPLABB20211018Welcome Home / by Najwa  Zebian","EPLABB","Abbottsfield - Penny McKee","25","Welcome Home / by Najwa  Zebian","Zebian Najwa","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Welcome%20Home%20%2F%20by%20Najwa%20%20Zebian"
"EPLCAL20211018All's well / Mona Awad","EPLCAL","Calder","55","All's well / Mona Awad","Awad Mona","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=All%27s%20well%20%2F%20Mona%20Awad"
"EPLCAL20211018Becoming / by Nora  Roberts","EPLCAL","Calder","84","Becoming / by Nora  Roberts","Roberts Nora","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Becoming%20%2F%20by%20Nora%20%20Roberts"
"EPLCAL20211018Centaur's Wife / by Amanda  Leduc","EPLCAL","Calder","61","Centaur's Wife / by Amanda  Leduc","Leduc Amanda","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Centaur%27s%20Wife%20%2F%20by%20Amanda%20%20Leduc"
"EPLCAL20211018Falling / T.J. Newman","EPLCAL","Calder","97","Falling / T.J. Newman","Newman T J Novelist","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Falling%20%2F%20T%2EJ%2E%20Newman"
"EPLCAL20211018Forgotten in death / J.D. Robb","EPLCAL","Calder","101","Forgotten in death / J.D. Robb","Robb J D \\\\\\","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Forgotten%20in%20death%20%2F%20J%2ED%2E%20Robb"
"EPLCAL20211018Golden girl / Elin Hilderbrand","EPLCAL","Calder","45","Golden girl / Elin Hilderbrand","Hilderbrand Elin","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Golden%20girl%20%2F%20Elin%20Hilderbrand"
"EPLCAL20211018Pete the Cat. Firefighter Pete / by James Dean","EPLCAL","Calder","41","Pete the Cat. Firefighter Pete / by James Dean","Dean James \\\\\\","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Pete%20the%20Cat%2E%20Firefighter%20Pete%20%2F%20by%20James%20Dean"
"EPLCAL20211018The family plot : a novel / Megan Collins","EPLCAL","Calder","46","The family plot : a novel / Megan Collins","Collins Megan \\\\\\","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=The%20family%20plot%20%3A%20a%20novel%20%2F%20Megan%20Collins"
"EPLCAL20211018The premonition : a pandemic story / Michael Lewis","EPLCAL","Calder","54","The premonition : a pandemic story / Michael Lewis","Lewis Michael Michael M","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=The%20premonition%20%3A%20a%20pandemic%20story%20%2F%20Michael%20Lewis"
"EPLCAL20211018This is your mind on plants / Michael Pollan","EPLCAL","Calder","90","This is your mind on plants / Michael Pollan","Pollan Michael","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=This%20is%20your%20mind%20on%20plants%20%2F%20Michael%20Pollan"
"EPLCLV20211018An Elephant & Piggie biggie! Volume 3 / Mo Willems","EPLCLV","Clareview","92","An Elephant & Piggie biggie! Volume 3 / Mo Willems","Willems Mo","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=An%20Elephant%20%26%20Piggie%20biggie%21%20Volume%203%20%2F%20Mo%20Willems"
"EPLCLV20211018Big city adventures / by Nicole Johnson ; illustrated by Wedoo Studio","EPLCLV","Clareview","107","Big city adventures / by Nicole Johnson ; illustrated by Wedoo Studio","Johnson Nicole Writer Of Childrens Books","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Big%20city%20adventures%20%2F%20by%20Nicole%20Johnson%20%3B%20illustrated%20by%20Wedoo%20Studio"
"EPLCLV20211018Cloud Cuckoo Land [large print] / by Anthony  Doerr","EPLCLV","Clareview","76","Cloud Cuckoo Land [large print] / by Anthony  Doerr","Doerr Anthony","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Cloud%20Cuckoo%20Land%20%5Blarge%20print%5D%20%2F%20by%20Anthony%20%20Doerr"
"EPLCLV20211018False witness / Karin Slaughter","EPLCLV","Clareview","117","False witness / Karin Slaughter","Slaughter Karin \\\\\\","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=False%20witness%20%2F%20Karin%20Slaughter"
"EPLCLV20211018Fear No Evil / by James  Patterson","EPLCLV","Clareview","73","Fear No Evil / by James  Patterson","Patterson James","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Fear%20No%20Evil%20%2F%20by%20James%20%20Patterson"
"EPLCLV20211018She who became the sun / Shelley Parker-Chan","EPLCLV","Clareview","76","She who became the sun / Shelley Parker-Chan","Parker Chan Shelley","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=She%20who%20became%20the%20sun%20%2F%20Shelley%20Parker%2DChan"
"EPLCLV20211018The good, the bad, and the spooky / written by Jory John ; interior illustrations by Saba Joshaghani based on artwork by Pete Oswald","EPLCLV","Clareview","98","The good, the bad, and the spooky / written by Jory John ; interior illustrations by Saba Joshaghani based on artwork by Pete Oswald","John Jory","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=The%20good%2C%20the%20bad%2C%20and%20the%20spooky%20%2F%20written%20by%20Jory%20John%20%3B%20interior%20illustrations%20by%20Saba%20Joshaghani%20based%20on%20artwork%20by%20Pete%20Oswald"
"EPLCLV20211018The kite runner / Khaled Hosseini","EPLCLV","Clareview","52","The kite runner / Khaled Hosseini","Hosseini Khaled","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=The%20kite%20runner%20%2F%20Khaled%20Hosseini"
"EPLCLV20211018The other passenger : a novel / Louise Candlish","EPLCLV","Clareview","98","The other passenger : a novel / Louise Candlish","Candlish Louise","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=The%20other%20passenger%20%3A%20a%20novel%20%2F%20Louise%20Candlish"
"EPLCLV20211018Wings of fire. Book three, The hidden kingdom : the graphic novel / by Tui T. Sutherland ; adapted by Barry Deutsch and Rachel Swirsky ; art by Mike Holmes ; color by Maarta Laiho","EPLCLV","Clareview","106","Wings of fire. Book three, The hidden kingdom : the graphic novel / by Tui T. Sutherland ; adapted by Barry Deutsch and Rachel Swirsky ; art by Mike Holmes ; color by Maarta Laiho","Deutsch Barry","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Wings%20of%20fire%2E%20Book%20three%2C%20The%20hidden%20kingdom%20%3A%20the%20graphic%20novel%20%2F%20by%20Tui%20T%2E%20Sutherland%20%3B%20adapted%20by%20Barry%20Deutsch%20and%20Rachel%20Swirsky%20%3B%20art%20by%20Mike%20Holmes%20%3B%20color%20by%20Maarta%20Laiho"
"EPLCPL20211018Arsenic and Adobo / by Mia P  Manansala","EPLCPL","Capilano","74","Arsenic and Adobo / by Mia P  Manansala","Manansala Mia P","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Arsenic%20and%20Adobo%20%2F%20by%20Mia%20P%20%20Manansala"
"EPLCPL20211018Braiding sweetgrass / Robin Wall Kimmerer","EPLCPL","Capilano","144","Braiding sweetgrass / Robin Wall Kimmerer","Kimmerer Robin Wall","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Braiding%20sweetgrass%20%2F%20Robin%20Wall%20Kimmerer"
"EPLCPL20211018Great circle / Maggie Shipstead","EPLCPL","Capilano","71","Great circle / Maggie Shipstead","Shipstead Maggie","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Great%20circle%20%2F%20Maggie%20Shipstead"
"EPLCPL20211018Man Who Died Twice / by Richard  Osman","EPLCPL","Capilano","136","Man Who Died Twice / by Richard  Osman","Osman Richard","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Man%20Who%20Died%20Twice%20%2F%20by%20Richard%20%20Osman"
"EPLCPL20211018Set boundaries, find peace : a guide to reclaiming yourself / Nedra Glover Tawwab","EPLCPL","Capilano","66","Set boundaries, find peace : a guide to reclaiming yourself / Nedra Glover Tawwab","Tawwab Nedra Glover","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Set%20boundaries%2C%20find%20peace%20%3A%20a%20guide%20to%20reclaiming%20yourself%20%2F%20Nedra%20Glover%20Tawwab"
"EPLCPL20211018Surrounded by idiots : the four types of human behavior and how to effectively communicate with each in business (and in life) / Thomas Erikson ; translated by Martin Pender and Rod Bradbury","EPLCPL","Capilano","56","Surrounded by idiots : the four types of human behavior and how to effectively communicate with each in business (and in life) / Thomas Erikson ; translated by Martin Pender and Rod Bradbury","Erikson Thomas \\\\\\","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Surrounded%20by%20idiots%20%3A%20the%20four%20types%20of%20human%20behavior%20and%20how%20to%20effectively%20communicate%20with%20each%20in%20business%20%28and%20in%20life%29%20%2F%20Thomas%20Erikson%20%3B%20translated%20by%20Martin%20Pender%20and%20Rod%20Bradbury"
"EPLCPL20211018The 48 laws of power / Robert Greene","EPLCPL","Capilano","74","The 48 laws of power / Robert Greene","Greene Robert","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=The%2048%20laws%20of%20power%20%2F%20Robert%20Greene"
"EPLCPL20211018The retreat / Elisabeth de Mariaffi","EPLCPL","Capilano","61","The retreat / Elisabeth de Mariaffi","De Mariaffi Elisabeth \\\\\\","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=The%20retreat%20%2F%20Elisabeth%20de%20Mariaffi"
"EPLCPL20211018The seven husbands of Evelyn Hugo : a novel / Taylor Jenkins Reid","EPLCPL","Capilano","328","The seven husbands of Evelyn Hugo : a novel / Taylor Jenkins Reid","Reid Taylor Jenkins","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=The%20seven%20husbands%20of%20Evelyn%20Hugo%20%3A%20a%20novel%20%2F%20Taylor%20Jenkins%20Reid"
"EPLCPL20211018We Are the Brennans / by Tracey  Lange","EPLCPL","Capilano","59","We Are the Brennans / by Tracey  Lange","Lange Tracey","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=We%20Are%20the%20Brennans%20%2F%20by%20Tracey%20%20Lange"
"EPLCSD20211018Apples never fall : a novel / Liane Moriarty","EPLCSD","Castle Downs","321","Apples never fall : a novel / Liane Moriarty","Moriarty Liane","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Apples%20never%20fall%20%3A%20a%20novel%20%2F%20Liane%20Moriarty"
"EPLCSD20211018Between two kingdoms : a memoir of a life interrupted / Suleika Jaouad","EPLCSD","Castle Downs","145","Between two kingdoms : a memoir of a life interrupted / Suleika Jaouad","Jaouad Suleika","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Between%20two%20kingdoms%20%3A%20a%20memoir%20of%20a%20life%20interrupted%20%2F%20Suleika%20Jaouad"
"EPLCSD20211018Bewilderment / by Richard  Powers","EPLCSD","Castle Downs","148","Bewilderment / by Richard  Powers","Powers Richard","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Bewilderment%20%2F%20by%20Richard%20%20Powers"
"EPLCSD20211018Dark Remains / by William  McIlvanney","EPLCSD","Castle Downs","86","Dark Remains / by William  McIlvanney","Mcilvanney William","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Dark%20Remains%20%2F%20by%20William%20%20McIlvanney"
"EPLCSD20211018Mercy / by David  Baldacci","EPLCSD","Castle Downs","131","Mercy / by David  Baldacci","Baldacci David","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Mercy%20%2F%20by%20David%20%20Baldacci"
"EPLCSD20211018The Baby-sitters Club. 9, Claudia and the new girl : a graphic novel / by Gabriela Epstein ; with color by Braden Lamb","EPLCSD","Castle Downs","90","The Baby-sitters Club. 9, Claudia and the new girl : a graphic novel / by Gabriela Epstein ; with color by Braden Lamb","Epstein Gabriela","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=The%20Baby%2Dsitters%20Club%2E%209%2C%20Claudia%20and%20the%20new%20girl%20%3A%20a%20graphic%20novel%20%2F%20by%20Gabriela%20Epstein%20%3B%20with%20color%20by%20Braden%20Lamb"
"EPLCSD20211018The last thing he told me : a novel / Laura Dave","EPLCSD","Castle Downs","215","The last thing he told me : a novel / Laura Dave","Dave Laura","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=The%20last%20thing%20he%20told%20me%20%3A%20a%20novel%20%2F%20Laura%20Dave"
"EPLCSD20211018The night she disappeared : a novel / Lisa Jewell","EPLCSD","Castle Downs","251","The night she disappeared : a novel / Lisa Jewell","Jewell Lisa","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=The%20night%20she%20disappeared%20%3A%20a%20novel%20%2F%20Lisa%20Jewell"
"EPLCSD20211018Think again : the power of knowing what you don't know / Adam Grant","EPLCSD","Castle Downs","84","Think again : the power of knowing what you don't know / Adam Grant","Grant Adam \\\\\\","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Think%20again%20%3A%20the%20power%20of%20knowing%20what%20you%20don%27t%20know%20%2F%20Adam%20Grant"
"EPLCSD20211018We were never here : a novel / Andrea Bartz","EPLCSD","Castle Downs","160","We were never here : a novel / Andrea Bartz","Bartz Andrea","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=We%20were%20never%20here%20%3A%20a%20novel%20%2F%20Andrea%20Bartz"
"EPLHIG20211018Firekeeper's daughter / Angeline Boulley","EPLHIG","Highlands","88","Firekeeper's daughter / Angeline Boulley","Boulley Angeline","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Firekeeper%27s%20daughter%20%2F%20Angeline%20Boulley"
"EPLHIG20211018Fuzz : when nature breaks the law / Mary Roach","EPLHIG","Highlands","32","Fuzz : when nature breaks the law / Mary Roach","Roach Mary","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Fuzz%20%3A%20when%20nature%20breaks%20the%20law%20%2F%20Mary%20Roach"
"EPLHIG20211018Goodbye summer, hello autumn / Kenard Pak","EPLHIG","Highlands","40","Goodbye summer, hello autumn / Kenard Pak","Pak Kenard","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Goodbye%20summer%2C%20hello%20autumn%20%2F%20Kenard%20Pak"
"EPLHIG20211018Kingdom of Bones / by James  Rollins","EPLHIG","Highlands","31","Kingdom of Bones / by James  Rollins","Rollins James","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Kingdom%20of%20Bones%20%2F%20by%20James%20%20Rollins"
"EPLHIG20211018Saving us : a climate scientist's case for hope and healing in a divided world / Katharine Hayhoe","EPLHIG","Highlands","59","Saving us : a climate scientist's case for hope and healing in a divided world / Katharine Hayhoe","Hayhoe Katharine","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Saving%20us%20%3A%20a%20climate%20scientist%27s%20case%20for%20hope%20and%20healing%20in%20a%20divided%20world%20%2F%20Katharine%20Hayhoe"
"EPLHIG20211018Such a quiet place : a novel / Megan Miranda","EPLHIG","Highlands","88","Such a quiet place : a novel / Megan Miranda","Miranda Megan","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=Such%20a%20quiet%20place%20%3A%20a%20novel%20%2F%20Megan%20Miranda"
"EPLHIG20211018The Baby-sitters Club. 1, Kristy's great idea : a graphic novel / by Raina Telgemeier ; with color by Braden Lamb","EPLHIG","Highlands","63","The Baby-sitters Club. 1, Kristy's great idea : a graphic novel / by Raina Telgemeier ; with color by Braden Lamb","Telgemeier Raina","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=The%20Baby%2Dsitters%20Club%2E%201%2C%20Kristy%27s%20great%20idea%20%3A%20a%20graphic%20novel%20%2F%20by%20Raina%20Telgemeier%20%3B%20with%20color%20by%20Braden%20Lamb"
"EPLHIG20211018The bookshop of second chances : a novel / Jackie Fraser","EPLHIG","Highlands","50","The bookshop of second chances : a novel / Jackie Fraser","Fraser Jackie \\\\\\","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=The%20bookshop%20of%20second%20chances%20%3A%20a%20novel%20%2F%20Jackie%20Fraser"
"EPLHIG20211018The half baked harvest cookbook : recipes from my barn in the mountains / Tieghan Gerard","EPLHIG","Highlands","45","The half baked harvest cookbook : recipes from my barn in the mountains / Tieghan Gerard","Gerard Tieghan","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=The%20half%20baked%20harvest%20cookbook%20%3A%20recipes%20from%20my%20barn%20in%20the%20mountains%20%2F%20Tieghan%20Gerard"
"EPLHIG20211018The wicked king / Holly Black","EPLHIG","Highlands","41","The wicked king / Holly Black","Black Holly","2021-10-18T00:00:00.000","http://epl.bibliocommons.com/search?t=smart&q=The%20wicked%20king%20%2F%20Holly%20Black"
