"row_id","title","date","status","temp_rate_start_time","temp_rate_end_time","parking_rate_start_time","parking_rate_end_time"
"20190104","Oil Kings vs Victoria Royals","2019-01-04T00:00:00.000","Regular","17:00","22:00","2019-01-04T17:00:00","2019-01-04T22:00:00"
"20190110","Oilers vs Florida Panthers","2019-01-10T00:00:00.000","Regular","17:00","22:00","2019-01-10T17:00:00","2019-01-10T22:00:00"
"20190112","Oilers vs Arizona Coyotes","2019-01-12T00:00:00.000","Regular","17:00","22:00","2019-01-12T17:00:00","2019-01-12T22:00:00"
"20190113","Oil Kings vs Lethbridge Hurricanes","2019-01-13T00:00:00.000","Sunday","00:00","23:59","2019-01-13T00:00:00","2019-01-13T23:59:59"
"20190114","Oilers vs Buffalo Sabres","2019-01-14T00:00:00.000","Regular","17:00","22:00","2019-01-14T17:00:00","2019-01-14T22:00:00"
"20190118","Jim Gaffigan","2019-01-18T00:00:00.000","Regular","17:00","22:00","2019-01-18T17:00:00","2019-01-18T22:00:00"
"20190119","Oilers vs Calgary Flames","2019-01-19T00:00:00.000","Regular","17:00","22:00","2019-01-19T17:00:00","2019-01-19T22:00:00"
"20190120","Oilers vs Caroline Hurricanes","2019-01-20T00:00:00.000","Regular","17:00","22:00","2019-01-20T17:00:00","2019-01-20T22:00:00"
"20190122","Oilers vs Detroit Red Wings","2019-01-22T00:00:00.000","Regular","17:00","22:00","2019-01-22T17:00:00","2019-01-22T22:00:00"
"20190124","Dierks Bentley","2019-01-24T00:00:00.000","Regular","17:00","22:00","2019-01-24T17:00:00","2019-01-24T22:00:00"
"20190125","Oil Kings vs Moose Jaw Warriors","2019-01-25T00:00:00.000","Regular","17:00","22:00","2019-01-25T17:00:00","2019-01-25T22:00:00"
"20190129","Oil Kings vs Brandon Wheat Kings","2019-01-29T00:00:00.000","Regular","17:00","22:00","2019-01-29T17:00:00","2019-01-29T22:00:00"
"20190131","Arkells","2019-01-31T00:00:00.000","Regular","17:00","22:00","2019-01-31T17:00:00","2019-01-31T22:00:00"
"20190202","Paul Brandt","2019-02-02T00:00:00.000","Regular","17:00","22:00","2019-02-02T17:00:00","2019-02-02T22:00:00"
"20190204","Oil Kings vs Prince Albert Raiders","2019-02-04T00:00:00.000","Regular","17:00","22:00","2019-02-04T17:00:00","2019-02-04T22:00:00"
"20190205","Oilers vs Chicago Blackhawks","2019-02-05T00:00:00.000","Regular","17:00","22:00","2019-02-05T17:00:00","2019-02-05T22:00:00"
"20190207","Justin Timberlake","2019-02-07T00:00:00.000","Regular","17:00","22:00","2019-02-07T17:00:00","2019-02-07T22:00:00"
"20190209","Oilers vs San Jose Sharks","2019-02-09T00:00:00.000","Regular","17:00","22:00","2019-02-09T17:00:00","2019-02-09T22:00:00"
"20190213","Cirque Du Soleil Crystal","2019-02-13T00:00:00.000","Regular","17:00","22:00","2019-02-13T17:00:00","2019-02-13T22:00:00"
"20190214","Cirque Du Soleil Crystal","2019-02-14T00:00:00.000","Regular","17:00","22:00","2019-02-14T17:00:00","2019-02-14T22:00:00"
"20190215","Cirque Du Soleil Crystal","2019-02-15T00:00:00.000","Regular","17:00","22:00","2019-02-15T17:00:00","2019-02-15T22:00:00"
"20190216","Cirque Du Soleil Crystal","2019-02-16T00:00:00.000","Regular","17:00","22:00","2019-02-16T17:00:00","2019-02-16T22:00:00"
"20190218","Statutory Holiday - Family Day","2019-02-18T00:00:00.000","Holiday","00:00","23:59","2019-02-18T00:00:00","2019-02-18T23:59:59"
"20190219","Oilers vs Arizona Coyotes","2019-02-19T00:00:00.000","Regular","17:00","22:00","2019-02-19T17:00:00","2019-02-19T22:00:00"
"20190220","Snoop Dog","2019-02-20T00:00:00.000","Regular","17:00","22:00","2019-02-20T17:00:00","2019-02-20T22:00:00"
