"location","business_name","latitude","longitude","address","website","geometry_point"
"(53.457694,-113.37045)","Meadows Branch Edmonton Public Library","53.457694","-113.37045","2702 17 Street, Edmonton AB","https://www.epl.ca/locations/EPLMEA?_ga=2.159203578.1122219484.1576534915-1581425086.1571323061","POINT (-113.37045 53.457694)"
"(53.443511,-113.489207)","IKEA","53.443511","-113.489207","1311 102 St NW, Edmonton, AB","https://www.ikea.com/ca/en/","POINT (-113.489207 53.443511)"
"(53.51825,-113.510258)","Kent of Inglewood","53.51825","-113.510258","10816 82 Ave NW, Edmonton, AB","https://www.kentofinglewood.com/","POINT (-113.510258 53.51825)"
"(53.502162,-113.49279)","Fit Your Life","53.502162","-113.49279","6563 Gateway Blvd NW, Edmonton, AB","https://fityourlifefitness.ca/","POINT (-113.49279 53.502162)"
"(53.540636,-113.442581)","Second Cup","53.540636","-113.442581","7477 101st Avenue, Edmonton, AB","http://www.secondcup.com/","POINT (-113.442581 53.540636)"
"(53.541232,-113.495964)","Enterprise Square (Downtown) Branch Edmonton Public Library","53.541232","-113.495964","10212 Jasper Avenue Edmonton AB","https://www.epl.ca/locations/EPLMNA?_ga=2.124233162.1122219484.1576534915-1581425086.1571323061","POINT (-113.495964 53.541232)"
"(53.510842,-113.553628)","Edmonton Valley Zoo","53.510842","-113.553628","13315 Buena Vista Road, Edmonton, AB","https://www.edmonton.ca/attractions_events/edmonton_valley_zoo/admission-hours.aspx","POINT (-113.553628 53.510842)"
"(53.479485,-113.501445)","Whitemud Crossing Branch Edmonton Public Library","53.479485","-113.501445","4211 106 St NW, Edmonton, AB","https://www.epl.ca/locations/EPLWMC?_ga=2.62827116.1122219484.1576534915-1581425086.1571323061","POINT (-113.501445 53.479485)"
"(53.522633,-113.466957)","Cafe Bicyclette","53.522633","-113.466957","8627 91st NW Edmonton, AB","https://www.cafebicyclette.ca/","POINT (-113.466957 53.522633)"
"(53.458636,-113.427972)","Main Street Vision Care","53.458636","-113.427972","6135 28 Avenue NW, Edmonton, AB","https://www.mainstreetvisioncare.com/","POINT (-113.427972 53.458636)"
"(53.555969,-113.528755)","The Local Omnivore","53.555969","-113.528755","10933 120 St NW, Edmonton, AB","https://www.thelocalomnivore.com/","POINT (-113.528755 53.555969)"
"(53.47979,-113.457137)","Boys & Girls Clubs Big Brothers Big Sisters of Edmonton & Area - Tweddle Club","53.47979","-113.457137","8308 42a Ave NW, Edmonton, AB","https://bgcbigs.ca/","POINT (-113.457137 53.47979)"
"(53.630383,-113.472938)","Momentum Health and Wellness","53.630383","-113.472938","474 Klarvatten Lake Wynd NW, Edmonton, AB","www.momentumhealthandwellness.ca","POINT (-113.472938 53.630383)"
"(53.547066,-113.530323)","Wilfred's","53.547066","-113.530323","10429 121 St NW, Edmonton, AB","https://wilfreds.co/","POINT (-113.530323 53.547066)"
"(53.523224,-113.512336)","ZouZou Hair Salon","53.523224","-113.512336","8718 109 St NW, Edmonton, AB","http://zouzouhair.com/","POINT (-113.512336 53.523224)"
"(53.503386,-113.57354)","Fort Edmonton Park","53.503386","-113.57354","7000 143 Street, Edmonton, AB","https://www.fortedmontonpark.ca/","POINT (-113.57354 53.503386)"
"(53.541329,-113.518848)","Co Co Di","53.541329","-113.518848","11454 Jasper Ave, Edmonton, AB","https://www.cocodi.ca/","POINT (-113.518848 53.541329)"
"(53.448687,-113.501144)","Coffee Life","53.448687","-113.501144","1913 105 Street NW, Edmonton, AB","https://coffeelife.ca/","POINT (-113.501144 53.448687)"
"(53.609146,-113.476268)","Boys & Girls Clubs Big Brothers Big Sisters of Edmonton & Area - Kinsmen Club","53.609146","-113.476268","14803 88A Street, Edmonton AB","https://bgcbigs.ca/","POINT (-113.476268 53.609146)"
"(53.542435,-113.536291)","Acquired Taste Tea Company","53.542435","-113.536291","10122 124 St, Edmonton, AB","https://acquiredtastetea.com/","POINT (-113.536291 53.542435)"
"(53.539714,-113.617629)","Red Robin's - West Edmonton","53.539714","-113.617629","10010 171st Street, Edmonton, AB","https://www.redrobin.com/","POINT (-113.617629 53.539714)"
"(53.549956,-113.621566)","Burke Group of Companies","53.549956","-113.621566","17407 106 Ave NW, Edmonton, AB","https://burkegroup.ca/","POINT (-113.621566 53.549956)"
"(53.543346,-113.485463)","Nook Cafe","53.543346","-113.485463","10153 97 St NW, Edmonton, AB","https://www.nookyeg.com/","POINT (-113.485463 53.543346)"
"(53.557342,-113.48442)","Boys & Girls Clubs Big Brothers Big Sisters of Edmonton & Area - McCauley Club","53.557342","-113.48442","9425 109A Avenue, Edmonton AB","https://bgcbigs.ca/","POINT (-113.48442 53.557342)"
"(53.421207,-113.481433)","All Stars Indoor Playground","53.421207","-113.481433","9510 12 Ave SW, Edmonton, AB","https://allstarsplayland.com/","POINT (-113.481433 53.421207)"
"(53.552373,-113.536297)","Tiramisu Bistro","53.552373","-113.536297","10750 124 St, Edmonton, AB","https://tiramisubistro.ca/","POINT (-113.536297 53.552373)"
"(53.512636,-113.476381)","Transcend Coffee and Roastery","53.512636","-113.476381","9570 76 Ave NW Suite 100, Edmonton, AB","https://www.transcendcoffee.ca/","POINT (-113.476381 53.512636)"
"(53.504817,-113.626872)","Lois Hole (Callingwood) Branch Edmonton Public Library","53.504817","-113.626872","17650 69 Avenue Edmonton AB","https://www.epl.ca/locations/EPLLHL?_ga=2.59605613.1122219484.1576534915-1581425086.1571323061","POINT (-113.626872 53.504817)"
"(53.557345,-113.494478)","Bosom Babies","53.557345","-113.494478","11010 101 St NW #103, Edmonton, AB","http://www.bosom-babies.com/","POINT (-113.494478 53.557345)"
"(53.521578,-113.520236)","Sherlock Holmes Pub","53.521578","-113.520236","8519 112 Street Northwest, Edmonton, AB","http://www.thesherlockspubs.com/","POINT (-113.520236 53.521578)"
"(53.541084,-113.499027)","Eyecare Group","53.541084","-113.499027","10360 Jasper Ave, Edmonton, AB","http://www.eyecaregroup.ca/","POINT (-113.499027 53.541084)"
"(53.544257,-113.611433)","Beaners Fun Cuts for Kids","53.544257","-113.611433","338 Mayfield Common Northwest, Edmonton, AB","http://www.beanersfuncuts.com/","POINT (-113.611433 53.544257)"
"(53.597278,-113.589365)","Jump 360 Trampoline Park","53.597278","-113.589365","13535 156 St NW, Edmonton, AB","http://jump360.ca/edmonton/","POINT (-113.589365 53.597278)"
"(53.523412,-113.626973)","Professor WEM’s Mini Golf","53.523412","-113.626973","8882 170 St NW, Edmonton, AB","http://www.wem.ca/play/attractions/professor-wems-adventure-golf/","POINT (-113.626973 53.523412)"
"(53.564407,-113.488828)","Norwood Child & Family Resource Centre","53.564407","-113.488828","9516 114 Ave NW, Edmonton, AB","https://www.norwoodcentre.com/","POINT (-113.488828 53.564407)"
"(53.518254,-113.500671)","Chapters Strathcona","53.518254","-113.500671","10504 82nd Avenue, Edmonton, AB","https://www.chapters.indigo.ca/en-ca/home/storelocator/storeDetails/915/","POINT (-113.500671 53.518254)"
"(53.456648,-113.427543)","Mill Woods Branch Edmonton Pubic Library","53.456648","-113.427543","2610 Hewes Way, Edmonton AB","https://www.epl.ca/locations/EPLMLW?_ga=2.159203578.1122219484.1576534915-1581425086.1571323061","POINT (-113.427543 53.456648)"
"(53.542202,-113.487878)","Kepler Academy Sun Life Place","53.542202","-113.487878","10123 99 Street, Edmonton, AB","https://www.kepleracademy.ca/","POINT (-113.487878 53.542202)"
"(53.515803,-113.496571)","Xtend Barre Edmonton","53.515803","-113.496571","7927 104 St NW, Edmonton, AB","https://www.xtendbarre.com/studio/xtend-barre-edmonton/","POINT (-113.496571 53.515803)"
"(53.557272,-113.484334)","Boys & Girls Clubs Big Brothers Big Sisters of Edmonton & Area - McCauley - Administrative Office","53.557272","-113.484334","9425 109A Avenue, Edmonton, AB","https://bgcbigs.ca/","POINT (-113.484334 53.557272)"
"(53.485539,-113.51387)","The Skinny","53.485539","-113.51387","Southgate Centre, 5015 111 St, Edmonton, AB","https://shoptheskinny.ca/","POINT (-113.51387 53.485539)"
"(53.413735,-113.480973)","Jeon's Traditional Taekwondo","53.413735","-113.480973","201 9058 22Ave SW, Edmonton, AB","http://www.jeontkd.com/","POINT (-113.480973 53.413735)"
"(53.517777,-113.476019)","Humpty's Family Restaurant","53.517777","-113.476019","9555 82 Ave NW, Edmonton, AB","https://www.humptys.com/","POINT (-113.476019 53.517777)"
"(53.569143,-113.571311)","River City Tile Company","53.569143","-113.571311","14548 116 Ave NW, Edmonton, AB","http://rivercitytilecompany.com/","POINT (-113.571311 53.569143)"
"(53.570776,-113.395024)","Abbotsfield Branch Edmonton Public Library","53.570776","-113.395024","3410 118 Avenue Edmonton AB","https://www.epl.ca/locations/EPLABB?_ga=2.124233162.1122219484.1576534915-1581425086.1571323061","POINT (-113.395024 53.570776)"
"(53.541408,-113.492799)","Duncan Craig LLP","53.541408","-113.492799","10060 Jasper Ave, Edmonton, AB","https://dcllp.com/#modal","POINT (-113.492799 53.541408)"
"(53.545871,-113.515305)","Red Robin's - Longstreet","53.545871","-113.515305","11215 104 Ave NW, Edmonton, AB","https://www.redrobin.com/","POINT (-113.515305 53.545871)"
"(53.570549,-113.407287)","Servus Credit Union - Beverly Branch","53.570549","-113.407287","4230 118 Ave NW, Edmonton, AB","https://www.servus.ca/life","POINT (-113.407287 53.570549)"
"(53.544786,-113.488905)","Art Gallery of Alberta","53.544786","-113.488905","2 Sir Winston Churchill Sq, Edmonton, AB","https://www.youraga.ca/","POINT (-113.488905 53.544786)"
"(53.468948,-113.485437)","Big Al's Aquarium","53.468948","-113.485437","3511 99 St NW, Edmonton, AB","https://www.bigalspets.com/ca/","POINT (-113.485437 53.468948)"
"(53.549195,-113.614278)","West Coast Kids","53.549195","-113.614278","10461 170 St NW, Edmonton, AB","https://www.westcoastkids.ca/#newsletter-modal","POINT (-113.614278 53.549195)"
"(53.42355,-113.421726)","Tiffin Fresh Kitchen","53.42355","-113.421726","5135 Ellerslie Rd SW, Edmonton, AB","http://tiffinfreshkitchen.com/","POINT (-113.421726 53.42355)"
"(53.488682,-113.457978)","The Surf Studio","53.488682","-113.457978","8708 51 Ave NW, Edmonton, AB","http://thesurfstudio.ca/","POINT (-113.457978 53.488682)"
"(53.602658,-113.403897)","Clareview Branch Edmonton Public Library","53.602658","-113.403897","3808 139 Avenue Edmonton AB","https://www.epl.ca/locations/EPLCLV?_ga=2.156100987.1122219484.1576534915-1581425086.1571323061","POINT (-113.403897 53.602658)"
"(53.52254,-113.62585)","World Waterpark","53.52254","-113.62585","1338-8882 170 St NW, Edmonton, AB","http://www.wem.ca/play/attractions/world-waterpark/","POINT (-113.62585 53.52254)"
"(53.472775,-113.485233)","Once Upon a Child","53.472775","-113.485233","3833 99 St NW, Edmonton, AB","https://www.onceuponachild.com/","POINT (-113.485233 53.472775)"
"(53.508465,-113.486821)","Unbelts","53.508465","-113.486821","9909 72 Avenue NW, Edmonton AB","https://unbelts.ca/","POINT (-113.486821 53.508465)"
"(53.542519,-113.49136)","Sherlock Holmes Pub","53.542519","-113.49136","10012 101A Ave NW, Edmonton, AB","http://www.thesherlockspubs.com/","POINT (-113.49136 53.542519)"
"(53.616381,-113.514834)","Castle Downs Branch Edmonton Public Library","53.616381","-113.514834","106 Lakeside Landing, 15379 Castle Downs Rd Edmonton AB","https://www.epl.ca/locations/EPLCSD?_ga=2.86394072.1122219484.1576534915-1581425086.1571323061","POINT (-113.514834 53.616381)"
"(53.542825,-113.498835)","Habitat etc","53.542825","-113.498835","McKenney Building, 10187 104 St NW, Edmonton, AB","https://habitatetc.com/","POINT (-113.498835 53.542825)"
"(53.566328,-113.390183)","Boys & Girls Clubs Big Brothers Big Sisters of Edmonton & Area - Rundle Club","53.566328","-113.390183","3112 113 Ave NW, Edmonton, AB","https://bgcbigs.ca/","POINT (-113.390183 53.566328)"
"(53.5453,-113.49336)","The Rose and Crown","53.5453","-113.49336","10235 101 Street, Edmonton, AB","http://www.roseandcrownedmonton.com/","POINT (-113.49336 53.5453)"
"(53.515785,-113.490496)","Little Locus Inc.","53.515785","-113.490496","10047 80 Ave, Edmonton, Alberta","https://www.littlelotusinc.ca/","POINT (-113.490496 53.515785)"
"(53.50266,-113.477639)","Hazeldean Bakery","53.50266","-113.477639","9627 66 Ave NW, Edmonton, AB","http://www.lucys-sweets.com/","POINT (-113.477639 53.50266)"
"(53.468122,-113.58355)","Riverbend Branch Edmonton Public Library","53.468122","-113.58355","460 Riverbend Square Rd NW, Edmonton, AB","https://www.epl.ca/locations/EPLRIV?_ga=2.55330155.1122219484.1576534915-1581425086.1571323061","POINT (-113.58355 53.468122)"
"(53.548192,-113.504054)","Dirtbag Cafe","53.548192","-113.504054","10505 107 St Edmonton, AB","http://www.dirtbagcafe.ca/","POINT (-113.504054 53.548192)"
"(53.523814,-113.456647)","Idylwylde (Bonnie Doon) Branch Edmonton Public Library","53.523814","-113.456647","8310 88 Avenue, Edmonton AB","https://www.epl.ca/locations/EPLIDY?_ga=2.101687873.1122219484.1576534915-1581425086.1571323061","POINT (-113.456647 53.523814)"
"(53.546019,-113.505138)","Happy Harbor Comics","53.546019","-113.505138","10729 104 Ave NW, Edmonton, AB","http://happyharborcomics.com/index.shtml","POINT (-113.505138 53.546019)"
"(53.551909,-113.493022)","Laser City Laser Tag","53.551909","-113.493022","10010 107 A Ave, Edmonton, AB","https://www.lasercity.ca/edmonton-home","POINT (-113.493022 53.551909)"
"(53.534167,-113.56685)","Princess and the Pea","53.534167","-113.56685","9654 142 St NW, Edmonton, AB","https://princesspea.ca/","POINT (-113.56685 53.534167)"
"(53.597691,-113.412072)","Red Robin's - Clareview","53.597691","-113.412072","4970 137 Ave NW, Edmonton, AB","https://www.redrobin.com/","POINT (-113.412072 53.597691)"
"(53.521002,-113.619237)","BuyBuyBaby","53.521002","-113.619237","8882 170 St NW #2049, Edmonton, AB","https://stores.bedbathandbeyond.ca/Edmonton-AB-T5T%203J7-3706?MCID=YT_YEXT","POINT (-113.619237 53.521002)"
"(53.523892,-113.665846)","West Henday Promenade (Lewis Estates) Branch Edmonton Public Library","53.523892","-113.665846","818 Webber Greens Drive, West Henday Promenade Edmonton AB","https://www.epl.ca/locations/EPLWHP?_ga=2.59605613.1122219484.1576534915-1581425086.1571323061","POINT (-113.665846 53.523892)"
"(53.588839,-113.417597)","Franco's Pizza & Steak House","53.588839","-113.417597","12881 50 St NW, Edmonton, AB","https://www.francos.ca/","POINT (-113.417597 53.588839)"
"(53.547588,-113.535682)","The Gamers' Lodge","53.547588","-113.535682","10459 124 St, Edmonton, AB","https://thegamerslodge.com/","POINT (-113.535682 53.547588)"
"(53.518816,-113.520013)","Kepler Academy College Plaza","53.518816","-113.520013","8215 112 Street NW, Edmonton, AB","https://www.kepleracademy.ca/","POINT (-113.520013 53.518816)"
"(53.548922,-113.517748)","Honest Dumplings","53.548922","-113.517748","10552 114 St NW, Edmonton, AB","https://www.honestdumplings.ca/","POINT (-113.517748 53.548922)"
"(53.540807,-113.496869)","The Hat Resto Pub","53.540807","-113.496869","10251 Jasper Ave, Edmonton, AB","http://www.thehatonjasper.com/","POINT (-113.496869 53.540807)"
"(53.413795,-113.480418)","Magic Space Indoor Playground","53.413795","-113.480418","9058 22 Ave SW #102, Edmonton, AB","https://magicspace.ca/","POINT (-113.480418 53.413795)"
"(53.54091,-113.437691)","Capilano Chiropractic Clinic","53.54091","-113.437691","7107 101 Ave NW, Edmonton, AB","http://www.capilanochiropractic.com/","POINT (-113.437691 53.54091)"
"(53.512515,-113.476382)","Ritchie Market","53.512515","-113.476382","9570 76 Ave NW, Edmonton, AB","https://ritchiemarket.ca/","POINT (-113.476382 53.512515)"
"(53.541954,-113.498752)","Blue Plate Diner","53.541954","-113.498752","10145 104 St NW, Edmonton, AB","http://www.blueplatediner.ca/","POINT (-113.498752 53.541954)"
"(53.512401,-113.511622)","The Woodrack Cafe","53.512401","-113.511622","7603 109 St NW #101, Edmonton, AB","https://www.thewoodrackcafe.com/","POINT (-113.511622 53.512401)"
"(53.436523,-113.606635)","Red Robin's - Windermere","53.436523","-113.606635","6255 Currents Dr NW, Edmonton, AB","https://www.redrobin.com/","POINT (-113.606635 53.436523)"
"(53.418991,-113.479289)","Brown Butter Cafe","53.418991","-113.479289","1528 91 St SW, Edmonton, AB","http://www.brownbuttercafe.com/","POINT (-113.479289 53.418991)"
"(53.544885,-113.468878)","Boys & Girls Clubs Big Brothers Big Sisters of Edmonton & Area - Riverdale - Main Office","53.544885","-113.468878","10135 89 Street, Edmonton, AB","https://bgcbigs.ca/","POINT (-113.468878 53.544885)"
"(53.494882,-113.577331)","Cafe O' Play","53.494882","-113.577331","5667 Riverbend Rd NW, Edmonton, AB","http://www.cafeoplay.ca/","POINT (-113.577331 53.494882)"
"(53.570872,-113.445051)","Highlands Branch Edmonton Public Library","53.570872","-113.445051","6710 118 Avenue, Edmonton AB","https://www.epl.ca/locations/EPLHIG?_ga=2.124233162.1122219484.1576534915-1581425086.1571323061","POINT (-113.445051 53.570872)"
"(53.523516,-113.621984)","GalaxyLand","53.523516","-113.621984","2784-8882 170 St NW, Edmonton, AB","http://www.wem.ca/play/attractions/galaxyland/","POINT (-113.621984 53.523516)"
"(53.539391,-113.422455)","OshKosh/ Carter's Capilano","53.539391","-113.422455","5004 98 Ave NW Suite 25o, Edmonton, AB","https://www.cartersoshkosh.ca/","POINT (-113.422455 53.539391)"
"(53.62325,-113.608776)","Game OVR Entertainment","53.62325","-113.608776","#129 1 Hebert Road, St Albert, AB","http://www.gameovr.ca/","POINT (-113.608776 53.62325)"
"(53.478497,-113.672937)","Rise & Root","53.478497","-113.672937","20020 Lessard Rd NW, Edmonton, AB","http://riseandroot.ca/","POINT (-113.672937 53.478497)"
"(53.601797,-113.446961)","Londonderry Branch Edmonton Public Library","53.601797","-113.446961","Suite 110 1 Londonderry Mall NW, Edmonton AB","https://www.epl.ca/locations/EPLLON?_ga=2.156214651.1122219484.1576534915-1581425086.1571323061","POINT (-113.446961 53.601797)"
"(53.561445,-113.505713)","The Makers Keep - Kingsway Mall","53.561445","-113.505713","1 Kingsway NW, unit 673, Edmonton, AB","https://www.themakerskeep.com/","POINT (-113.505713 53.561445)"
"(53.516775,-113.491479)","La Boule Patisserie and Bakery","53.516775","-113.491479","8020 101 St NW, Edmonton, AB","http://laboulebakery.ca/","POINT (-113.491479 53.516775)"
"(53.525393,-113.427342)","Anvil Coffee House","53.525393","-113.427342","6148 90 Ave NW, Edmonton, AB","https://www.facebook.com/anvilcoffeehouse","POINT (-113.427342 53.525393)"
"(53.532099,-113.461538)","Juniper Cafe and Bistro","53.532099","-113.461538","9514 87 St NW, Edmonton, AB","http://juniperbistro.com/","POINT (-113.461538 53.532099)"
"(53.517769,-113.47714)","Earth's General Store","53.517769","-113.47714","9605 82 Ave NW, Edmonton, AB","https://earthsgeneralstore.ca/","POINT (-113.47714 53.517769)"
"(53.423887,-113.46196)","4Cats Arts Studio (Summerside)","53.423887","-113.46196","#3–1109 Summerside Dr. SW Edmonton, AB","https://4cats.com/pages/summerside","POINT (-113.46196 53.423887)"
"(53.518256,-113.510335)","Silk Road Spice Merchant","53.518256","-113.510335","10818 82 Ave NW, Edmonton, AB","https://silkroadspices.ca/","POINT (-113.510335 53.518256)"
"(53.540047,-113.432226)","Capilona Branch Edmonton Public Library","53.540047","-113.432226","9915 67 Street NW Edmonton AB","https://www.epl.ca/locations/EPLCPL?_ga=2.119972168.1122219484.1576534915-1581425086.1571323061","POINT (-113.432226 53.540047)"
"(53.457793,-113.494481)","Visionary Centre for the Performing Arts","53.457793","-113.494481","2804 Calgary Trail NW, Edmonton, AB","https://visionaryperformingarts.ca/","POINT (-113.494481 53.457793)"
"(53.543221,-113.537106)","Head Shoulders Knees & Toes","53.543221","-113.537106","12418 102 Ave NW, Edmonton, AB","https://m.facebook.com/hsktedmonton","POINT (-113.537106 53.543221)"
"(53.531401,-113.467098)","Wired Cup","53.531401","-113.467098","9418 91 St, Edmonton, AB","https://www.facebook.com/pg/the-Wired-Cup-73315093753/about/?ref=page_internal","POINT (-113.467098 53.531401)"
"(53.563944,-113.553728)","Westmount/Woodcroft Edmonton Public Library","53.563944","-113.553728","13420 114 Avenue Edmonton AB","https://www.epl.ca/locations/EPLWOO?_ga=2.102205761.1122219484.1576534915-1581425086.1571323061","POINT (-113.553728 53.563944)"
"(53.56095,-113.563643)","TGP Goldbar","53.56095","-113.563643","5036 106 Avenue Northwest, Edmonton, AB","http://goldbar.tgp.ca/","POINT (-113.563643 53.56095)"
"(53.567176,-113.486818)","Sprucewood Branch Edmonton Public Library","53.567176","-113.486818","11555 95 Street, Edmonton AB","https://www.epl.ca/locations/EPLSPW?_ga=2.102205761.1122219484.1576534915-1581425086.1571323061","POINT (-113.486818 53.567176)"
"(53.588069,-113.445634)","Boys & Girls Clubs Big Brothers Big Sisters of Edmonton & Area - Africa Centre Club","53.588069","-113.445634","6770 129 Avenue Edmonton AB","https://bgcbigs.ca/","POINT (-113.445634 53.588069)"
"(53.523948,-113.512685)","High Level Diner","53.523948","-113.512685","10912 88 Ave NW, Edmonton, AB","https://www.highleveldiner.com/","POINT (-113.512685 53.523948)"
"(53.523614,-113.624286)","Sherlock Holmes Pub","53.523614","-113.624286","1650 West Edmonton Mall, Edmonton, AB","http://www.thesherlockspubs.com/","POINT (-113.624286 53.523614)"
"(53.540973,-113.427401)","Capilano Eye Centre","53.540973","-113.427401","6147 101 Ave NW, Edmonton, AB","http://www.optometristsclinic.com/contact/capilano-eye-centre","POINT (-113.427401 53.540973)"
"(53.480234,-113.503613)","Red Robin's - Whitemud","53.480234","-113.503613","4211 106 St NW #230, Edmonton, AB","https://www.redrobin.com/","POINT (-113.503613 53.480234)"
"(53.442685,-113.432826)","Boys & Girls Clubs Big Brothers Big Sisters of Edmonton & Area - Sakaw Club","53.442685","-113.432826","1275 62 St NW, Edmonton, AB","https://bgcbigs.ca/","POINT (-113.432826 53.442685)"
"(53.608575,-113.481512)","Dickinsfield Amity House","53.608575","-113.481512","9213 - 146 Avenue NW Edmonton, AB","http://www.amityhouse.ca/","POINT (-113.481512 53.608575)"
"(53.533284,-113.638943)","Lecky School of Dance","53.533284","-113.638943","9764 182 St NW, Edmonton, AB","http://www.leckydance.com/","POINT (-113.638943 53.533284)"
"(53.457358,-113.432153)","Top Shots Billiards & Ping Pong","53.457358","-113.432153","2621 66 St NW, Edmonton, AB","https://topshots.ca/","POINT (-113.432153 53.457358)"
"(53.517877,-113.56673)","Sweet Pea Cafe and Playhouse","53.517877","-113.56673","14240 85 Avenue, Edmonton, AB","https://www.sweetpeacafeandplayhouse.com/","POINT (-113.56673 53.517877)"
"(53.512151,-113.476128)","Two Mothers","53.512151","-113.476128","9553 76 Ave NW, Edmonton, AB","https://www.twomothersstore.com/","POINT (-113.476128 53.512151)"
"(53.627554,-113.411357)","McConachie Branch Edmonton Public Library","53.627554","-113.411357","16607 50 Street NW, Edmonton AB","https://www.epl.ca/locations/EPLMCN?_ga=2.230993247.1122219484.1576534915-1581425086.1571323061","POINT (-113.411357 53.627554)"
"(53.539000,-113.424292)","Petland","53.539000","-113.424292","5055 101 Ave NW #185, Edmonton, AB","https://www.petland.ca/","POINT (-113.424292 53.539)"
"(53.54852,-113.50898)","Sweet {Jolie}","53.54852","-113.50898","10914 105 Ave NW, Edmonton, AB","https://sweetjolie.com/","POINT (-113.50898 53.54852)"
"(53.540488,-113.422213)","Boston Pizza","53.540488","-113.422213","515 101 Ave NW, Edmonton, AB","https://bostonpizza.com/en/locations/capilano.html","POINT (-113.422213 53.540488)"
"(53.516435,-113.412502)","Combat Archery Edmonton","53.516435","-113.412502","8128 46 St NW, Edmonton, AB","http://combatarcheryedmonton.com/","POINT (-113.412502 53.516435)"
"(53.535225,-113.47737)","Muttart Conservatory","53.535225","-113.47737","9626 96a St NW, Edmonton, AB","muttartconservatory.ca","POINT (-113.47737 53.535225)"
"(53.541641,-113.508905)","LOVEPIZZA","53.541641","-113.508905","10196 109 St NW, Edmonton, AB","https://www.lovepizza.ca/","POINT (-113.508905 53.541641)"
"(53.550725,-113.547756)","Child Development Dayhomes of Alberta","53.550725","-113.547756","10639 131 St NW, Edmonton, AB","http://www.childdev.com/edmonton","POINT (-113.547756 53.550725)"
"(53.545867,-113.517782)","Oliver Family Dental","53.545867","-113.517782","11403 104 Ave NW, Edmonton, AB","https://oliverfamilydental.com/","POINT (-113.517782 53.545867)"
"(53.407569,-113.537524)","Heritage Valley Branch Edmonton Public Library","53.407569","-113.537524","2755 119A Street SW, Edmonton AB","https://www.epl.ca/locations/EPLHVY?_ga=2.62827116.1122219484.1576534915-1581425086.1571323061","POINT (-113.537524 53.407569)"
