"name","field_number","length","width","latitude","longitude","location","geometry_point"
"Our Lady Of Victories","3","150","90","53.514547248236674","-113.59412048283245","
,  
(53.514547248236674, -113.59412048283245)","POINT (-113.59412048283245 53.514547248236674)"
"Princeton","4","180","100","53.590181372964445","-113.45706532202438","
,  
(53.590181372964445, -113.45706532202438)","POINT (-113.45706532202438 53.590181372964445)"
"Evansdale","3","180","120","53.60979599931709","-113.48373782572352","
,  
(53.60979599931709, -113.48373782572352)","POINT (-113.48373782572352 53.60979599931709)"
"Brander Gardens","2","180","90","53.49290184562567","-113.57719020875874","
,  
(53.49290184562567, -113.57719020875874)","POINT (-113.57719020875874 53.49290184562567)"
"Homesteader","2","235","155","53.58680502223885","-113.41270016652673","
,  
(53.58680502223885, -113.41270016652673)","POINT (-113.41270016652673 53.58680502223885)"
"LaPerle W","3","270","170","53.53246766425036","-113.64518644651277","
,  
(53.53246766425036, -113.64518644651277)","POINT (-113.64518644651277 53.53246766425036)"
"Menisa","1","180","90","53.44302335228654","-113.44997407906385","
,  
(53.44302335228654, -113.44997407906385)","POINT (-113.44997407906385 53.44302335228654)"
"St. Elizabeth Seton","1","180","100","53.59579754251987","-113.39379749059205","
,  
(53.59579754251987, -113.39379749059205)","POINT (-113.39379749059205 53.59579754251987)"
"Silver Berry W","3","300","195","53.459018817810055","-113.38340831099899","
,  
(53.459018817810055, -113.38340831099899)","POINT (-113.38340831099899 53.459018817810055)"
"Glengarry","2","150","90","53.59658174168727","-113.48552073600281","
,  
(53.59658174168727, -113.48552073600281)","POINT (-113.48552073600281 53.59658174168727)"
"Anne Fitzgerald","2","180","65","53.59509698917307","-113.38207420626088","
,  
(53.59509698917307, -113.38207420626088)","POINT (-113.38207420626088 53.59509698917307)"
"Pollard Meadows","6","300","210","53.44909110268931","-113.41224169980241","
,  
(53.44909110268931, -113.41224169980241)","POINT (-113.41224169980241 53.44909110268931)"
"Beaumaris","3","240","150","53.61710155663091","-113.4966144232293","
,  
(53.61710155663091, -113.4966144232293)","POINT (-113.4966144232293 53.61710155663091)"
"Old Scona","1","150","90","53.51987931233844","-113.50317600328168","
,  
(53.51987931233844, -113.50317600328168)","POINT (-113.50317600328168 53.51987931233844)"
"Avalon","1","330","170","53.493171363017055","-113.52543496341788","
,  
(53.493171363017055, -113.52543496341788)","POINT (-113.52543496341788 53.493171363017055)"
"Tipaskan","1","330","210","53.46279810311071","-113.45634229209344","
,  
(53.46279810311071, -113.45634229209344)","POINT (-113.45634229209344 53.46279810311071)"
"Ormsby Place","3","180","100","53.49884219249627","-113.63744551499973","
,  
(53.49884219249627, -113.63744551499973)","POINT (-113.63744551499973 53.49884219249627)"
"Belmont","2","180","100","53.59441541809212","-113.39224673318792","
,  
(53.59441541809212, -113.39224673318792)","POINT (-113.39224673318792 53.59441541809212)"
"Michael Strembitsky","2","150","90","53.414144136983914","-113.46328689533983","
,  
(53.414144136983914, -113.46328689533983)","POINT (-113.46328689533983 53.414144136983914)"
"Our Lady Prair","3","240","130","53.49944687420623","-113.62717083313288","
,  
(53.49944687420623, -113.62717083313288)","POINT (-113.62717083313288 53.49944687420623)"
"St. Cecilia","2","260","140","53.59287500417482","-113.47827640781166","
,  
(53.59287500417482, -113.47827640781166)","POINT (-113.47827640781166 53.59287500417482)"
"St. Kateri","2","180","90","53.47536545671099","-113.4015572576438","
,  
(53.47536545671099, -113.4015572576438)","POINT (-113.4015572576438 53.47536545671099)"
"Laurier Heights","5","150","90","53.51656949808859","-113.5669325762103","
,  
(53.51656949808859, -113.5669325762103)","POINT (-113.5669325762103 53.51656949808859)"
"Hairsine","5","180","110","53.604527795147845","-113.39138135401338","
,  
(53.604527795147845, -113.39138135401338)","POINT (-113.39138135401338 53.604527795147845)"
"Silver Berry W","1","300","195","53.458223133569895","-113.38623949658252","
,  
(53.458223133569895, -113.38623949658252)","POINT (-113.38623949658252 53.458223133569895)"
"Beacon Heights","1","180","70","53.5757099472917","-113.41258879912169","
,  
(53.5757099472917, -113.41258879912169)","POINT (-113.41258879912169 53.5757099472917)"
"Sweet Grass","1","240","120","53.462627674660006","-113.52720974026424","
,  
(53.462627674660006, -113.52720974026424)","POINT (-113.52720974026424 53.462627674660006)"
"LY Cairns","1","330","180","53.48378997070718","-113.50381045192165","
,  
(53.48378997070718, -113.50381045192165)","POINT (-113.50381045192165 53.48378997070718)"
"Monsignor Fee Otterson","1","300","190","53.41748374607247","-113.51970493707339","
,  
(53.41748374607247, -113.51970493707339)","POINT (-113.51970493707339 53.41748374607247)"
"Ermineskin","5","130","80","53.457886325594814","-113.506172088614","
,  
(53.457886325594814, -113.506172088614)","POINT (-113.506172088614 53.457886325594814)"
"Greenview","4","270","190","53.47691773847457","-113.42665864545559","
,  
(53.47691773847457, -113.42665864545559)","POINT (-113.42665864545559 53.47691773847457)"
"Baturyn","3","240","150","53.63143219972622","-113.5049903163752","
,  
(53.63143219972622, -113.5049903163752)","POINT (-113.5049903163752 53.63143219972622)"
"Klarvatten","3","180","100","53.634337061393886","-113.47479477026671","
,  
(53.634337061393886, -113.47479477026671)","POINT (-113.47479477026671 53.634337061393886)"
"St. Leo","1","180","100","53.576596822379116","-113.4260521752266","
,  
(53.576596822379116, -113.4260521752266)","POINT (-113.4260521752266 53.576596822379116)"
"Patricia Heights","1","240","150","53.51156440529599","-113.60416441456302","
,  
(53.51156440529599, -113.60416441456302)","POINT (-113.60416441456302 53.51156440529599)"
"Mount Royal","1","240","150","53.56915683184592","-113.4233114554523","
,  
(53.56915683184592, -113.4233114554523)","POINT (-113.4233114554523 53.56915683184592)"
"Sweet Grass","2","240","120","53.4626293110743","-113.52638264901246","
,  
(53.4626293110743, -113.52638264901246)","POINT (-113.52638264901246 53.4626293110743)"
"Lago Lindo","1","180","150","53.635796099702965","-113.48580886599072","
,  
(53.635796099702965, -113.48580886599072)","POINT (-113.48580886599072 53.635796099702965)"
"Delwood","2","150","90","53.59536875337438","-113.45603471085198","
,  
(53.59536875337438, -113.45603471085198)","POINT (-113.45603471085198 53.59536875337438)"
"St. Philip","3","300","170","53.60770833135747","-113.47566084404347","
,  
(53.60770833135747, -113.47566084404347)","POINT (-113.47566084404347 53.60770833135747)"
"Weinlos","1","195","90","53.46029745397158","-113.41373995998924","
,  
(53.46029745397158, -113.41373995998924)","POINT (-113.41373995998924 53.46029745397158)"
"St. Peter","1","250","190","53.51070432274931","-113.52528878957652","
,  
(53.51070432274931, -113.52528878957652)","POINT (-113.52528878957652 53.51070432274931)"
"Hudson","3","150","90","53.6066494857751","-113.55321295449725","
,  
(53.6066494857751, -113.55321295449725)","POINT (-113.55321295449725 53.6066494857751)"
"St. Martha","3","175","90","53.5063059246123","-113.63694181615355","
,  
(53.5063059246123, -113.63694181615355)","POINT (-113.63694181615355 53.5063059246123)"
"George Luck","4","180","100","53.47272693093143","-113.57449516937317","
,  
(53.47272693093143, -113.57449516937317)","POINT (-113.57449516937317 53.47272693093143)"
"Michaels Park","4","240","160","53.47996713473666","-113.45019544946277","
,  
(53.47996713473666, -113.45019544946277)","POINT (-113.45019544946277 53.47996713473666)"
"LaPerle W","1","240","150","53.53252834611734","-113.64171866414178","
,  
(53.53252834611734, -113.64171866414178)","POINT (-113.64171866414178 53.53252834611734)"
"Silver Berry E","4","300","195","53.45843852979886","-113.37951787163786","
,  
(53.45843852979886, -113.37951787163786)","POINT (-113.37951787163786 53.45843852979886)"
"Good Shepherd","2","240","150","53.491122216602236","-113.63517415593655","
,  
(53.491122216602236, -113.63517415593655)","POINT (-113.63517415593655 53.491122216602236)"
"Edm Chinese","2","180","90","53.502649740636215","-113.46592915147369","
,  
(53.502649740636215, -113.46592915147369)","POINT (-113.46592915147369 53.502649740636215)"
"Forest Heights Park","1","330","170","53.543909544065265","-113.45842535381026","
,  
(53.543909544065265, -113.45842535381026)","POINT (-113.45842535381026 53.543909544065265)"
"Satoo","1","240","190","53.44699250546695","-113.45846442499244","
,  
(53.44699250546695, -113.45846442499244)","POINT (-113.45846442499244 53.44699250546695)"
"Queen Mary Park","1","180","100","53.556529570376654","-113.5146746495922","
,  
(53.556529570376654, -113.5146746495922)","POINT (-113.5146746495922 53.556529570376654)"
"Callingwood Park","2","330","210","53.50901955131879","-113.62853277040826","
,  
(53.50901955131879, -113.62853277040826)","POINT (-113.62853277040826 53.50901955131879)"
"Club Soccer","6","330","210","53.425861386568926","-113.41408914762462","
,  
(53.425861386568926, -113.41408914762462)","POINT (-113.41408914762462 53.425861386568926)"
"Dickinsfield","1","330","210","53.605344217282024","-113.47896511609795","
,  
(53.605344217282024, -113.47896511609795)","POINT (-113.47896511609795 53.605344217282024)"
"Jackson Heights","2","150","90","53.482915321197666","-113.40702719140663","
,  
(53.482915321197666, -113.40702719140663)","POINT (-113.40702719140663 53.482915321197666)"
"Homesteader","3","240","170","53.58677962188461","-113.41166694428576","
,  
(53.58677962188461, -113.41166694428576)","POINT (-113.41166694428576 53.58677962188461)"
"Archbishop MacDonald","1","240","135","53.55396493564929","-113.56855040571833","
,  
(53.55396493564929, -113.56855040571833)","POINT (-113.56855040571833 53.55396493564929)"
"Edm Chinese","1","300","190","53.50232993707529","-113.46678794034285","
,  
(53.50232993707529, -113.46678794034285)","POINT (-113.46678794034285 53.50232993707529)"
"Keheewin","4","150","90","53.44985737985776","-113.50572755961831","
,  
(53.44985737985776, -113.50572755961831)","POINT (-113.50572755961831 53.44985737985776)"
"Callingwood Park","8","300","180","53.504391906929754","-113.62722449643312","
,  
(53.504391906929754, -113.62722449643312)","POINT (-113.62722449643312 53.504391906929754)"
"Rosslyn","1","300","180","53.59473819393725","-113.5155061410643","
,  
(53.59473819393725, -113.5155061410643)","POINT (-113.5155061410643 53.59473819393725)"
"Grandview","1","300","190","53.500000178458734","-113.54468741707191","
,  
(53.500000178458734, -113.54468741707191)","POINT (-113.54468741707191 53.500000178458734)"
,"1","300","210","53.44279326122109","-113.5593695930958","
,  
(53.44279326122109, -113.5593695930958)","POINT (-113.5593695930958 53.44279326122109)"
"Holy Family","2","150","90","53.446446917976175","-113.40613234803604","
,  
(53.446446917976175, -113.40613234803604)","POINT (-113.40613234803604 53.446446917976175)"
"Summerlea","4","150","100","53.52771661471282","-113.62427082490969","
,  
(53.52771661471282, -113.62427082490969)","POINT (-113.62427082490969 53.52771661471282)"
"Inglewood","2","180","100","53.56590841990261","-113.53970674158413","
,  
(53.56590841990261, -113.53970674158413)","POINT (-113.53970674158413 53.56590841990261)"
"ME Lazerte","3","330","210","53.608674043879745","-113.44705816828878","
,  
(53.608674043879745, -113.44705816828878)","POINT (-113.44705816828878 53.608674043879745)"
"Cumberland","2","180","100","53.61131560381819","-113.54493256272195","
,  
(53.61131560381819, -113.54493256272195)","POINT (-113.54493256272195 53.61131560381819)"
"Casselman","1","180","100","53.61203068984794","-113.41970208734966","
,  
(53.61203068984794, -113.41970208734966)","POINT (-113.41970208734966 53.61203068984794)"
"McNally","3","330","210","53.54802607966355","-113.46043815057575","
,  
(53.54802607966355, -113.46043815057575)","POINT (-113.46043815057575 53.54802607966355)"
"École Michaëlle-Jean","3","240","90","53.53969827593372","-113.45509356286347","
,  
(53.53969827593372, -113.45509356286347)","POINT (-113.45509356286347 53.53969827593372)"
"Miller","1","330","210","53.613979082114376","-113.41531502406883","
,  
(53.613979082114376, -113.41531502406883)","POINT (-113.41531502406883 53.613979082114376)"
"Thorncliffe","3","180","100","53.51718454465332","-113.62100713612516","
,  
(53.51718454465332, -113.62100713612516)","POINT (-113.62100713612516 53.51718454465332)"
"Summerlea","3","240","150","53.52594390276786","-113.62508156159984","
,  
(53.52594390276786, -113.62508156159984)","POINT (-113.62508156159984 53.52594390276786)"
"Forest Heights","1","230","130","53.54612408413613","-113.45377820921213","
,  
(53.54612408413613, -113.45377820921213)","POINT (-113.45377820921213 53.54612408413613)"
"Elsinore","4","180","100","53.642276560630044","-113.50838298102308","
,  
(53.642276560630044, -113.50838298102308)","POINT (-113.50838298102308 53.642276560630044)"
"Blue Quill II","2","180","90","53.45768199360386","-113.53807752870345","
,  
(53.45768199360386, -113.53807752870345)","POINT (-113.53807752870345 53.45768199360386)"
"St. Mary","2","300","180","53.47501250569648","-113.5860169489254","
,  
(53.47501250569648, -113.5860169489254)","POINT (-113.5860169489254 53.47501250569648)"
"Haddow","4","150","90","53.45265636724911","-113.5953942251608","
,  
(53.45265636724911, -113.5953942251608)","POINT (-113.5953942251608 53.45265636724911)"
"Aldergrove","3","180","100","53.52023378803532","-113.63496174702254","
,  
(53.52023378803532, -113.63496174702254)","POINT (-113.63496174702254 53.52023378803532)"
"Maple Ridge","1","300","210","53.50556819697473","-113.36529351857486","
,  
(53.50556819697473, -113.36529351857486)","POINT (-113.36529351857486 53.50556819697473)"
"Westbrook","2","240","160","53.47499673068237","-113.53988145342339","
,  
(53.47499673068237, -113.53988145342339)","POINT (-113.53988145342339 53.47499673068237)"
"Terrace Heights","1","150","90","53.53927022021652","-113.43408513098103","
,  
(53.53927022021652, -113.43408513098103)","POINT (-113.43408513098103 53.53927022021652)"
"Windsor Park","2","150","90","53.52424459551229","-113.53641021321593","
,  
(53.52424459551229, -113.53641021321593)","POINT (-113.53641021321593 53.52424459551229)"
"St. Bernadette","3","85","50","53.57217359581712","-113.40225945871097","
,  
(53.57217359581712, -113.40225945871097)","POINT (-113.40225945871097 53.57217359581712)"
"North Edmonton","1","150","90","53.58747789048323","-113.44891282388957","
,  
(53.58747789048323, -113.44891282388957)","POINT (-113.44891282388957 53.58747789048323)"
"Spruce Avenue","1","290","100","53.56479671462592","-113.49750628120285","
,  
(53.56479671462592, -113.49750628120285)","POINT (-113.49750628120285 53.56479671462592)"
"Avonmore","3","190","110","53.510563084959195","-113.45023569620267","
,  
(53.510563084959195, -113.45023569620267)","POINT (-113.45023569620267 53.510563084959195)"
"Steele Heights","3","300","210","53.6090379230913","-113.42928993793848","
,  
(53.6090379230913, -113.42928993793848)","POINT (-113.42928993793848 53.6090379230913)"
"Wild Rose","1","330","210","53.47214238674485","-113.38030260464764","
,  
(53.47214238674485, -113.38030260464764)","POINT (-113.38030260464764 53.47214238674485)"
"Keheewin","2","300","140","53.4501598226462","-113.50071971459273","
,  
(53.4501598226462, -113.50071971459273)","POINT (-113.50071971459273 53.4501598226462)"
"Britannia","1","330","185","53.54776237364707","-113.59722732251984","
,  
(53.54776237364707, -113.59722732251984)","POINT (-113.59722732251984 53.54776237364707)"
"Poplar Park","8","300","180","53.62842970473778","-113.47324110953643","
,  
(53.62842970473778, -113.47324110953643)","POINT (-113.47324110953643 53.62842970473778)"
"John Thompson","2","330","210","53.59024705191294","-113.55435274355632","
,  
(53.59024705191294, -113.55435274355632)","POINT (-113.55435274355632 53.59024705191294)"
"Brintnell","2","180","100","53.62028060177719","-113.406761232016","
,  
(53.62028060177719, -113.406761232016)","POINT (-113.406761232016 53.62028060177719)"
"Kirkness","3","155","95","53.61273916120768","-113.38879949521728","
,  
(53.61273916120768, -113.38879949521728)","POINT (-113.38879949521728 53.61273916120768)"
"Mother Margaret Mary","3","330","165","53.45991866143055","-113.57964750865088","
,  
(53.45991866143055, -113.57964750865088)","POINT (-113.57964750865088 53.45991866143055)"
"Giovanni Caboto","1","240","150","53.55722071976073","-113.48387647970665","
,  
(53.55722071976073, -113.48387647970665)","POINT (-113.48387647970665 53.55722071976073)"
"Herb Link","3","190","100","53.62450951894788","-113.53223070410981","
,  
(53.62450951894788, -113.53223070410981)","POINT (-113.53223070410981 53.62450951894788)"
"Keheewin","3","300","190","53.44938706857183","-113.50631785593934","
,  
(53.44938706857183, -113.50631785593934)","POINT (-113.50631785593934 53.44938706857183)"
"Kameyosek","2","300","210","53.46160119935903","-113.44498928713486","
,  
(53.46160119935903, -113.44498928713486)","POINT (-113.44498928713486 53.46160119935903)"
"Caernarvon","1","300","175","53.609501494758824","-113.52579427978885","
,  
(53.609501494758824, -113.52579427978885)","POINT (-113.52579427978885 53.609501494758824)"
"Greenfield","3","300","210","53.47187422467946","-113.52412467291961","
,  
(53.47187422467946, -113.52412467291961)","POINT (-113.52412467291961 53.47187422467946)"
"St. Augustine","2","240","150","53.47266527010978","-113.50851271632466","
,  
(53.47266527010978, -113.50851271632466)","POINT (-113.50851271632466 53.47266527010978)"
"Lee Ridge","2","150","90","53.47072897652139","-113.44592802565826","
,  
(53.47072897652139, -113.44592802565826)","POINT (-113.44592802565826 53.47072897652139)"
"Crawford Plains","3","150","90","53.44261774210231","-113.40499472248366","
,  
(53.44261774210231, -113.40499472248366)","POINT (-113.40499472248366 53.44261774210231)"
"Brookside","2","240","130","53.4918600527773","-113.57056012835513","
,  
(53.4918600527773, -113.57056012835513)","POINT (-113.57056012835513 53.4918600527773)"
"Hollick Kenyon","2","240","180","53.622463723898285","-113.42137694939818","
,  
(53.622463723898285, -113.42137694939818)","POINT (-113.42137694939818 53.622463723898285)"
"John Paul I","2","270","210","53.471480522664876","-113.42756238851949","
,  
(53.471480522664876, -113.42756238851949)","POINT (-113.42756238851949 53.471480522664876)"
"Eaux Claires","3","240","180","53.62176543809093","-113.48430291963808","
,  
(53.62176543809093, -113.48430291963808)","POINT (-113.48430291963808 53.62176543809093)"
"Allendale","1","240","190","53.50239464150745","-113.5041834527893","
,  
(53.50239464150745, -113.5041834527893)","POINT (-113.5041834527893 53.50239464150745)"
"Ozerna","3","300","180","53.62247413312149","-113.45157373141758","
,  
(53.62247413312149, -113.45157373141758)","POINT (-113.45157373141758 53.62247413312149)"
"Hillview","1","180","90","53.46881966499276","-113.42872021438124","
,  
(53.46881966499276, -113.42872021438124)","POINT (-113.42872021438124 53.46881966499276)"
"Youngstown","3","150","90","53.54573542074998","-113.60377879506474","
,  
(53.54573542074998, -113.60377879506474)","POINT (-113.60377879506474 53.54573542074998)"
"Norwood","2","100","65","53.56093597282854","-113.48736080957666","
,  
(53.56093597282854, -113.48736080957666)","POINT (-113.48736080957666 53.56093597282854)"
"Tomlinson Park","2","150","100","53.44932658893596","-113.58597119433715","
,  
(53.44932658893596, -113.58597119433715)","POINT (-113.58597119433715 53.44932658893596)"
"St. Philip","5","180","90","53.60819498404498","-113.4739549749121","
,  
(53.60819498404498, -113.4739549749121)","POINT (-113.4739549749121 53.60819498404498)"
"Hairsine","1","265","100","53.604999657350156","-113.39483365538952","
,  
(53.604999657350156, -113.39483365538952)","POINT (-113.39483365538952 53.604999657350156)"
"McLeod","1","240","120","53.61105699797234","-113.4290473186264","
,  
(53.61105699797234, -113.4290473186264)","POINT (-113.4290473186264 53.61105699797234)"
"Archbishop Joseph MacNeil","2","300","160","53.46040843865551","-113.57877022225502","
,  
(53.46040843865551, -113.57877022225502)","POINT (-113.57877022225502 53.46040843865551)"
"The Hamptons","5","300","195","53.490615476035","-113.68576136637601","
,  
(53.490615476035, -113.68576136637601)","POINT (-113.68576136637601 53.490615476035)"
"St. Edmund","4","270","165","53.59108420718692","-113.52575162773547","
,  
(53.59108420718692, -113.52575162773547)","POINT (-113.52575162773547 53.59108420718692)"
"Mary Hanley","6","240","180","53.46337260013554","-113.40151190439494","
,  
(53.46337260013554, -113.40151190439494)","POINT (-113.40151190439494 53.46337260013554)"
"Malmo","1","290","210","53.484742025639285","-113.53160816210338","
,  
(53.484742025639285, -113.53160816210338)","POINT (-113.53160816210338 53.484742025639285)"
"Sifton","1","330","210","53.59581899157675","-113.41019412004357","
,  
(53.59581899157675, -113.41019412004357)","POINT (-113.41019412004357 53.59581899157675)"
"Queen Alexandra","1","300","150","53.51408632142894","-113.50601463415047","
,  
(53.51408632142894, -113.50601463415047)","POINT (-113.50601463415047 53.51408632142894)"
"Ellerslie Park","3","300","210","53.43040736979782","-113.45998374839495","
,  
(53.43040736979782, -113.45998374839495)","POINT (-113.45998374839495 53.43040736979782)"
"École Michaëlle-Jean","1","240","90","53.539205961046285","-113.45509520066817","
,  
(53.539205961046285, -113.45509520066817)","POINT (-113.45509520066817 53.539205961046285)"
"Elmwood","5","240","150","53.51573154603977","-113.60721909324069","
,  
(53.51573154603977, -113.60721909324069)","POINT (-113.60721909324069 53.51573154603977)"
"St. Matthew","2","170","100","53.59128621447842","-113.47540215750581","
,  
(53.59128621447842, -113.47540215750581)","POINT (-113.47540215750581 53.59128621447842)"
"Ramsey Heights","2","180","100","53.482970487132256","-113.58072420235018","
,  
(53.482970487132256, -113.58072420235018)","POINT (-113.58072420235018 53.482970487132256)"
"Lymburn","4","240","150","53.50714636843784","-113.64551432506549","
,  
(53.50714636843784, -113.64551432506549)","POINT (-113.64551432506549 53.50714636843784)"
"Anne Fitzgerald","1","180","65","53.595098165985206","-113.38260426175218","
,  
(53.595098165985206, -113.38260426175218)","POINT (-113.38260426175218 53.595098165985206)"
"Ermineskin","2","180","90","53.45731879498435","-113.50479738648406","
,  
(53.45731879498435, -113.50479738648406)","POINT (-113.50479738648406 53.45731879498435)"
"M Butterworth","2","300","180","53.624627670917405","-113.50463954236251","
,  
(53.624627670917405, -113.50463954236251)","POINT (-113.50463954236251 53.624627670917405)"
"Belmont","4","180","90","53.594459195265614","-113.3934555302002","
,  
(53.594459195265614, -113.3934555302002)","POINT (-113.3934555302002 53.594459195265614)"
"M A Kostek","1","300","165","53.489909922187955","-113.64858284067164","
,  
(53.489909922187955, -113.64858284067164)","POINT (-113.64858284067164 53.489909922187955)"
"Keheewin","8","180","90","53.449860427368606","-113.50309311913185","
,  
(53.449860427368606, -113.50309311913185)","POINT (-113.50309311913185 53.449860427368606)"
"Henderson Est","1","330","170","53.468245415809804","-113.59612687792342","
,  
(53.468245415809804, -113.59612687792342)","POINT (-113.59612687792342 53.468245415809804)"
"Johnny Bright","1","270","195","53.41958674428372","-113.53355653876187","
,  
(53.41958674428372, -113.53355653876187)","POINT (-113.53355653876187 53.41958674428372)"
"St. Hilda","2","240","180","53.47465944639387","-113.4532179534201","
,  
(53.47465944639387, -113.4532179534201)","POINT (-113.4532179534201 53.47465944639387)"
"Klarvatten","2","180","95","53.63439250919801","-113.4764938231811","
,  
(53.63439250919801, -113.4764938231811)","POINT (-113.4764938231811 53.63439250919801)"
"Notre Dame","3","200","100","53.5246557436506","-113.58878847760124","
,  
(53.5246557436506, -113.58878847760124)","POINT (-113.58878847760124 53.5246557436506)"
"Weinlos","4","330","210","53.46133225815137","-113.41252450441358","
,  
(53.46133225815137, -113.41252450441358)","POINT (-113.41252450441358 53.46133225815137)"
"Daly Grove","3","180","100","53.44967185524288","-113.40134395986271","
,  
(53.44967185524288, -113.40134395986271)","POINT (-113.40134395986271 53.44967185524288)"
"Eaux Claires","1","240","180","53.622583382285036","-113.4848585204355","
,  
(53.622583382285036, -113.4848585204355)","POINT (-113.4848585204355 53.622583382285036)"
"Sakaw","2","240","160","53.44270615416983","-113.43009394442346","
,  
(53.44270615416983, -113.43009394442346)","POINT (-113.43009394442346 53.44270615416983)"
"Mayfield","2","240","150","53.5549446177834","-113.59650846854755","
,  
(53.5549446177834, -113.59650846854755)","POINT (-113.59650846854755 53.5549446177834)"
"Rosslyn","3","230","175","53.59344716220243","-113.51196998951146","
,  
(53.59344716220243, -113.51196998951146)","POINT (-113.51196998951146 53.59344716220243)"
"Giovanni Caboto","2","130","90","53.55683407848324","-113.48336382155333","
,  
(53.55683407848324, -113.48336382155333)","POINT (-113.48336382155333 53.55683407848324)"
"St. Justin","2","300","200","53.51699122464496","-113.61927940020072","
,  
(53.51699122464496, -113.61927940020072)","POINT (-113.61927940020072 53.51699122464496)"
"Club Soccer","1","330","210","53.428628356789744","-113.41458024280588","
,  
(53.428628356789744, -113.41458024280588)","POINT (-113.41458024280588 53.428628356789744)"
"St. Lucy","1","180","100","53.62463533430141","-113.52787712208293","
,  
(53.62463533430141, -113.52787712208293)","POINT (-113.52787712208293 53.62463533430141)"
"Ormsby Place","1","275","150","53.49892259282019","-113.63750589266967","
,  
(53.49892259282019, -113.63750589266967)","POINT (-113.63750589266967 53.49892259282019)"
"St. Rose","2","180","100","53.52115194142927","-113.56900105636923","
,  
(53.52115194142927, -113.56900105636923)","POINT (-113.56900105636923 53.52115194142927)"
"Hillcrest","1","180","100","53.51534017261897","-113.6038365094414","
,  
(53.51534017261897, -113.6038365094414)","POINT (-113.6038365094414 53.51534017261897)"
"McNally","1","180","90","53.54867954966005","-113.46197026507913","
,  
(53.54867954966005, -113.46197026507913)","POINT (-113.46197026507913 53.54867954966005)"
"Avonmore","2","300","210","53.51201633062845","-113.45017078754745","
,  
(53.51201633062845, -113.45017078754745)","POINT (-113.45017078754745 53.51201633062845)"
"Athlone","2","130","90","53.588960907513126","-113.54546209065535","
,  
(53.588960907513126, -113.54546209065535)","POINT (-113.54546209065535 53.588960907513126)"
"Eastwood","2","180","100","53.57420854130182","-113.46394765047154","
,  
(53.57420854130182, -113.46394765047154)","POINT (-113.46394765047154 53.57420854130182)"
"Baturyn","7","150","90","53.63224425369821","-113.50601541675871","
,  
(53.63224425369821, -113.50601541675871)","POINT (-113.50601541675871 53.63224425369821)"
"Greenview","5","180","70","53.475214790548236","-113.42740144217709","
,  
(53.475214790548236, -113.42740144217709)","POINT (-113.42740144217709 53.475214790548236)"
"Our Lady Of Victories","1","240","150","53.514136113668215","-113.59403395452976","
,  
(53.514136113668215, -113.59403395452976)","POINT (-113.59403395452976 53.514136113668215)"
"Poplar Park","5","140","90","53.62724296796338","-113.47314301833325","
,  
(53.62724296796338, -113.47314301833325)","POINT (-113.47314301833325 53.62724296796338)"
"Father Lacombe","2","200","120","53.59051330440233","-113.50546379004224","
,  
(53.59051330440233, -113.50546379004224)","POINT (-113.50546379004224 53.59051330440233)"
"Bisset","1","180","90","53.45991674443317","-113.39915244578492","
,  
(53.45991674443317, -113.39915244578492)","POINT (-113.39915244578492 53.45991674443317)"
"Abbottsfield","3","150","90","53.57444053050474","-113.3916098606139","
,  
(53.57444053050474, -113.3916098606139)","POINT (-113.3916098606139 53.57444053050474)"
"York Park","2","130","70","53.6011084614682","-113.43420140155577","
,  
(53.6011084614682, -113.43420140155577)","POINT (-113.43420140155577 53.6011084614682)"
"McDougall","1","145","105","53.555089207588885","-113.50504148787174","
,  
(53.555089207588885, -113.50504148787174)","POINT (-113.50504148787174 53.555089207588885)"
"John Barnett","3","150","85","53.61026563378092","-113.45093997835018","
,  
(53.61026563378092, -113.45093997835018)","POINT (-113.45093997835018 53.61026563378092)"
"Norwood Square","1","130","80","53.56438765860768","-113.48820523977327","
,  
(53.56438765860768, -113.48820523977327)","POINT (-113.48820523977327 53.56438765860768)"
"St. Basil","2","300","180","53.567481074405784","-113.49700854480159","
,  
(53.567481074405784, -113.49700854480159)","POINT (-113.49700854480159 53.567481074405784)"
"Silver Berry E","6","150","90","53.457487159477296","-113.37872328723041","
,  
(53.457487159477296, -113.37872328723041)","POINT (-113.37872328723041 53.457487159477296)"
"Anne Fitzgerald","3","240","110","53.59418550923091","-113.38075102151262","
,  
(53.59418550923091, -113.38075102151262)","POINT (-113.38075102151262 53.59418550923091)"
"St. Gabriel","2","240","160","53.55123749115608","-113.42342930204119","
,  
(53.55123749115608, -113.42342930204119)","POINT (-113.42342930204119 53.55123749115608)"
"Holy Cross","1","240","155","53.54782008398715","-113.58032890273415","
,  
(53.54782008398715, -113.58032890273415)","POINT (-113.58032890273415 53.54782008398715)"
"Belgravia","1","180","120","53.509509302934234","-113.53253785631073","
,  
(53.509509302934234, -113.53253785631073)","POINT (-113.53253785631073 53.509509302934234)"
"Belmead","4","180","100","53.525676622377205","-113.63685442463097","
,  
(53.525676622377205, -113.63685442463097)","POINT (-113.63685442463097 53.525676622377205)"
"St. James","1","180","100","53.51454287955793","-113.45738976939985","
,  
(53.51454287955793, -113.45738976939985)","POINT (-113.45738976939985 53.51454287955793)"
