"received_date","animal_type","source","primary_breed","colour","age","gender","fsa"
"2015-07-20T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Orange Tabby","13 Years (approx)","Female",
"2015-09-12T00:00:00.000","Cat","Public","Domestic Medium Hair Mix","Black / White","5 Years 9 Months 1 Week","Male",
"2015-09-15T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Ginger Tabby / White","5 Years 1 Week (approx)","Male",
"2012-09-08T00:00:00.000","Dog","Public","Labrador Mix","Chocolate","8 Years 9 Months 2 Weeks","Female",
"2012-02-27T00:00:00.000","Dog","Public","Siberian Husky Mix","White / Black","10 Years 5 Months 4 Weeks (approx)","Female",
"2012-04-12T00:00:00.000","Dog","Public","German Shepherd / Siberian Husky",,"10 Years 2 Months 1 Week (approx)","Female",
"2012-05-03T00:00:00.000","Dog","Public","Welsh Terrier Mix","Brown / Black",,"Male",
"2012-08-07T00:00:00.000","Dog","Public","Mastiff Mix",,,"Male",
"2012-07-06T00:00:00.000","Dog","Public","Shepherd Mix","Brown / Black","9 Years 7 Months","Male",
"2012-07-06T00:00:00.000","Dog","Public","Shih Tzu Mix","Tan / White","16 Years 11 Months 2 Weeks (approx)","Male",
"2013-10-31T00:00:00.000","Dog","Public","Mastiff Mix","Tan / White","9 Years 7 Months 3 Weeks (approx)","Male",
"2012-10-04T00:00:00.000","Dog","Public","Long Hair Chihuahua / Pomeranian",,"8 Years 6 Months 2 Weeks (approx)","Male",
"2012-09-07T00:00:00.000","Dog","Public","Chihuahua Mix",,,"Female",
"2013-04-04T00:00:00.000","Dog","Public","Border Collie / Labrador Retriever","Black / White","20 Years 2 Months 2 Weeks (approx)","Male",
"2013-08-01T00:00:00.000","Dog","Public","Shih Tzu Mix","Black / White","8 Years 4 Months 3 Weeks (approx)","Male",
"2014-10-07T00:00:00.000","Dog","Public","Labrador Retriever Mix","Black / White","11 Years 8 Months 2 Weeks (approx)","Female",
"2014-12-29T00:00:00.000","Dog","Public","Dachshund, Short-haired Mix","Black / Brown","7 Years 5 Months 3 Weeks (approx)","Female",
"2014-12-13T00:00:00.000","Dog","Public","Shepherd Mix","Red / White","6 Years 6 Months 1 Week (approx)","Female",
"2014-11-19T00:00:00.000","Dog","Public","Siberian Husky Mix","White / Red","6 Years 7 Months (approx)","Female",
"2015-09-21T00:00:00.000","Dog","Public","Chihuahua Mix","Tan / Black","5 Years 9 Months","Male",
"2015-09-16T00:00:00.000","Dog","Public","Yorkshire Terrier Mix","Grey / Tan","13 Years 9 Months 1 Week (approx)","Female",
"2012-06-14T00:00:00.000","Ferret","Public","Ferret Mix","Sable","12 Years 1 Week (approx)","Male",
"2013-06-22T00:00:00.000","Kitten","Public","Domestic Medium Hair Mix","Brown Tabby","7 Years 4 Months (approx)","Male",
"2013-09-13T00:00:00.000","Kitten","Public","Domestic Medium Hair Mix","Torbie","7 Years 1 Month 1 Week (approx)","Female",
"2013-09-14T00:00:00.000","Kitten","Public","Domestic Short Hair Mix",,"7 Years 1 Month 1 Week","Female",
"2013-09-23T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Black","6 Years 9 Months (approx)","Male",
"2013-09-23T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Black","6 Years 9 Months (approx)","Female",
"2012-10-22T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Black / White","7 Years 9 Months 4 Weeks (approx)","Female",
"2014-11-12T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Orange Tabby / White","5 Years 8 Months 3 Weeks","Male",
"2012-09-14T00:00:00.000","Kitten","Public","Domestic Short Hair Mix",,"7 Years 9 Months 1 Week","Female",
"2012-10-04T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Orange Tabby / White","7 Years 8 Months 2 Weeks","Male",
"2013-01-04T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Smoke Tabby","7 Years 6 Months 1 Week","Male",
"2013-01-22T00:00:00.000","Kitten","Public","Domestic Short Hair Mix",,"7 Years 5 Months 2 Weeks (approx)","Male",
"2012-11-23T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Grey","7 Years 8 Months 2 Weeks (approx)","Male",
"2012-07-11T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Orange Tabby / White","8 Years 1 Month 4 Weeks (approx)","Male",
"2012-08-17T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Black / White","8 Years 1 Week (approx)","Unknown",
"2012-09-08T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Black / White","7 Years 9 Months 3 Weeks","Male",
"2012-08-30T00:00:00.000","Kitten","Public","Domestic Short Hair Mix",,"8 Years 1 Month (approx)","Male",
"2012-08-31T00:00:00.000","Kitten","Public","Domestic Short Hair Mix",,"7 Years 10 Months 3 Weeks (approx)","Male",
"2012-04-16T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Grey","8 Years 2 Months 3 Weeks (approx)","Male",
"2012-03-02T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Brown Ticked / White","8 Years 8 Months 3 Weeks (approx)","Male",
"2012-03-31T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Grey Tabby","8 Years 2 Months 3 Weeks","Female",
"2012-03-03T00:00:00.000","Kitten","Public","Domestic Short Hair Mix",,"8 Years 6 Months 3 Weeks (approx)","Unknown",
"2015-08-06T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Grey Tabby","5 Years 1 Month 4 Weeks (approx)","Male",
"2015-06-16T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Grey / White","5 Years 1 Month 2 Weeks","Male",
"2014-04-08T00:00:00.000","Kitten","Public","Domestic Short Hair Mix",,"7 Years 2 Months 2 Weeks (approx)","Female",
"2014-11-01T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Awaiting AHT",,"Unknown",
"2012-05-07T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Smoke Tabby",,"Female",
"2012-04-21T00:00:00.000","Kitten","Public","Domestic Short Hair Mix",,,"Female",
"2012-09-05T00:00:00.000","Kitten","Public","Domestic Short Hair Mix",,"5 Weeks (approx)","Male",
"2012-08-03T00:00:00.000","Kitten","Public","Domestic Short Hair Mix",,,"Female",
"2012-08-07T00:00:00.000","Kitten","Public","Domestic Medium Hair Mix",,,"Female",
"2012-06-02T00:00:00.000","Kitten","Public","Domestic Medium Hair Mix",,,"Female",
"2012-06-29T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Black",,"Unknown",
"2012-06-29T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Black / White",,"Unknown",
"2012-06-29T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Grey Tabby / White",,"Male",
"2012-09-17T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Black","6 Weeks","Unknown",
"2012-10-12T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Grey",,"Female",
"2012-10-10T00:00:00.000","Kitten","Public","Domestic Short Hair Mix",,"4 Months","Unknown",
"2012-07-18T00:00:00.000","Puppy","Public","Rottweiler Mix","Black / Tan","8 Years 3 Months (approx)","Male",
"2014-01-21T00:00:00.000","Puppy","Public","German Shepherd / Collie Rough",,"6 Years 10 Months (approx)","Female",
"2015-01-14T00:00:00.000","Puppy","Public","Shepherd Mix","Black Brown / White","5 Years 8 Months 1 Week (approx)","Male",
"2012-10-25T00:00:00.000","Rabbit","Public","Bunny Rabbit Mix","White","8 Years 7 Months 4 Weeks (approx)","Female",
"2017-04-25T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Black","6 Years 1 Month 4 Weeks (approx)","Male",
"2018-05-15T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Black / White","12 Years 1 Month 1 Week","Female",
"2017-05-31T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Brown Tabby / White","7 Years 3 Weeks (approx)","Female",
"2016-06-28T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Torbie / White","5 Years 11 Months 3 Weeks","Female",
"2016-04-02T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Orange Tabby","5 Years 8 Months 2 Weeks","Male",
"2016-01-27T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Brown Tabby","7 Years 4 Months 3 Weeks","Male",
"2018-05-14T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Black / White","4 Years 1 Month (approx)","Male",
"2018-05-23T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Black / White","4 Years 1 Month (approx)","Male",
"2016-05-07T00:00:00.000","Cat","Public","Bengal Mix","Chocolate Tabby","7 Years 1 Month 2 Weeks","Male",
"2016-06-18T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Orange Tabby","12 Years (approx)","Male",
"2017-02-27T00:00:00.000","Cat","Public","Domestic Longhair Mix","Black / White","6 Years 3 Months 3 Weeks","Female",
"2018-06-14T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Calico / Tortoiseshell","3 Years 1 Week (approx)","Female",
"2016-07-28T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Grey","8 Years 10 Months 3 Weeks","Male",
"2016-07-17T00:00:00.000","Cat","Public","Siamese Mix","Lynx Point","17 Years 7 Months 3 Weeks","Female",
"2016-08-20T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Blue Cream Tortoiseshell","9 Years 5 Months","Female",
"2016-09-29T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Brown Tabby / White","6 Years 8 Months 3 Weeks","Male",
"2018-03-22T00:00:00.000","Cat","Public","Domestic Medium Hair / Manx","Grey Tabby / White","4 Years 3 Months (approx)","Male",
"2017-02-05T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Brown Tabby / White","4 Years 1 Month 2 Weeks","Male",
"2017-07-11T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Calico","6 Years 11 Months 1 Week (approx)","Female",
"2017-08-05T00:00:00.000","Cat","Public","Domestic Medium Hair Mix","Black","5 Years 10 Months 2 Weeks","Male",
"2017-10-23T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Black / White","4 Years 8 Months (approx)","Female",
"2017-09-24T00:00:00.000","Cat","Public","Sphynx / Domestic Short Hair","Calico","5 Years 9 Months (approx)","Female",
"2018-06-12T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Orange Tabby","4 Years 1 Week (approx)","Male",
"2017-12-08T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Black","4 Years 6 Months 2 Weeks","Male",
"2018-01-05T00:00:00.000","Cat","Public","Domestic Short Hair Mix","White","7 Years 5 Months 2 Weeks (approx)","Female",
"2018-11-03T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Black / White","11 Years 7 Months 3 Weeks (approx)","Male",
"2018-01-24T00:00:00.000","Cat","Public","Domestic Medium Hair Mix","Brown Tabby / White","3 Years 5 Months","Male",
"2018-05-24T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Grey / White","3 Years 1 Month (approx)","Female",
"2019-11-23T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Brown Tabby / White","4 Years 11 Months (approx)","Female",
"2018-05-15T00:00:00.000","Cat","Public","Domestic Medium Hair Mix","Torbie","4 Years 1 Month 1 Week (approx)","Female",
"2018-05-31T00:00:00.000","Cat","Public","Maine Coon Mix","Grey Tabby","13 Years 3 Weeks (approx)","Male",
"2018-06-03T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Brown Tabby / White","3 Years 3 Weeks","Female",
"2018-06-05T00:00:00.000","Cat","Public","Domestic Medium Hair Mix","Black / White","7 Years 2 Weeks (approx)","Female",
"2018-06-06T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Smoke Tortoiseshell","4 Years 2 Weeks (approx)","Female",
"2018-06-07T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Orange Tabby","5 Years 2 Weeks (approx)","Male",
"2018-06-07T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Cream Tabby","3 Years 2 Weeks (approx)","Female",
"2018-06-21T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Tortoiseshell / White","3 Years","Female",
"2018-06-22T00:00:00.000","Cat","Public","Ragdoll Mix","Seal Point","5 Years","Male",
"2018-06-19T00:00:00.000","Cat","Public","Siamese Mix","Lynx Point","3 Years (approx)","Male",
"2018-06-15T00:00:00.000","Cat","Public","Domestic Short Hair Mix","White","13 Years 1 Week (approx)","Female",
"2018-06-16T00:00:00.000","Cat","Public","Siamese Mix","Lynx Point","5 Years 1 Week (approx)","Male",
"2018-06-10T00:00:00.000","Cat","Public","Domestic Longhair Mix","Grey / White","3 Years 2 Weeks (approx)","Male",
"2018-06-11T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Black / White","10 Years 1 Week (approx)","Female",
"2018-05-11T00:00:00.000","Cat","Public","Domestic Short Hair Mix","White",,"Male",
"2018-06-07T00:00:00.000","Cat","Public","Domestic Medium Hair Mix","Calico","5 Years 2 Weeks (approx)","Female",
"2018-04-28T00:00:00.000","Cat","Public","Domestic Longhair Mix","Black / White","18 Years 1 Month 3 Weeks (approx)","Female",
"2018-04-29T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Black / White","2 Years 8 Months 3 Weeks (approx)","Male",
"2018-05-02T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Tortoiseshell","4 Years 1 Month 3 Weeks (approx)","Female",
"2018-11-07T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Brown Tabby / White","7 Years 7 Months 2 Weeks (approx)","Male",
"2018-04-07T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Brown Tabby / White","5 Years 2 Months 2 Weeks (approx)","Male",
"2018-04-08T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Grey / White","4 Years 2 Months 2 Weeks (approx)","Male",
"2018-03-11T00:00:00.000","Cat","Public","Persian","White","3 Years 9 Months 1 Week","Female",
"2018-01-29T00:00:00.000","Cat","Public","Domestic Short Hair Mix","White / Orange Tabby","3 Years 4 Months 3 Weeks (approx)","Male",
"2018-02-06T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Black / White","7 Years 4 Months 2 Weeks (approx)","Male",
"2018-02-06T00:00:00.000","Cat","Public","Siamese / Domestic Short Hair","Lynx Point","4 Years 4 Months 2 Weeks (approx)","Female",
"2018-02-17T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Grey / White","10 Years 4 Months 1 Week (approx)","Male",
"2018-02-11T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Orange Tabby","3 Years 4 Months 1 Week (approx)","Male",
"2018-02-23T00:00:00.000","Cat","Public","Domestic Short Hair / Siamese","Flame Point","5 Years 4 Months (approx)","Male",
"2018-02-22T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Black / White","20 Years 4 Months","Female",
"2018-08-16T00:00:00.000","Cat","Public","Domestic Medium Hair Mix","Grey Tabby","2 Years 8 Months 1 Week (approx)","Female",
"2018-08-04T00:00:00.000","Cat","Public","Domestic Longhair Mix","Smoke Tortoiseshell","6 Years 10 Months 2 Weeks (approx)","Female",
"2018-11-10T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Grey Tabby / White","2 Years 7 Months 2 Weeks","Male",
"2018-11-14T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Black","3 Years 7 Months 1 Week (approx)","Male",
"2018-11-18T00:00:00.000","Cat","Public","Persian","Flame Point","6 Years 7 Months (approx)","Female",
"2018-10-04T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Orange Tabby","7 Years 8 Months 2 Weeks (approx)","Male",
"2018-09-28T00:00:00.000","Cat","Public","Domestic Medium Hair Mix","Grey / White","2 Years 8 Months 3 Weeks (approx)","Male",
"2018-09-28T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Tortoiseshell","5 Years 8 Months 3 Weeks (approx)","Female",
"2018-10-01T00:00:00.000","Cat","Public","Domestic Longhair Mix","Grey / White","5 Years 8 Months 3 Weeks (approx)","Female",
"2018-09-22T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Grey","4 Years 9 Months (approx)","Female",
"2018-09-25T00:00:00.000","Cat","Public","Domestic Medium Hair Mix","Torbie","4 Years 8 Months 4 Weeks (approx)","Female",
"2019-06-07T00:00:00.000","Cat","Public","Domestic Medium Hair Mix","Black / White","3 Years 2 Weeks (approx)","Male",
"2018-11-26T00:00:00.000","Cat","Public","Domestic Longhair Mix","Black","11 Years 6 Months 4 Weeks (approx)","Female",
"2018-11-25T00:00:00.000","Cat","Public","Domestic Medium Hair Mix","Orange Tabby","3 Years 6 Months 4 Weeks (approx)","Male",
"2018-11-30T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Black / White","9 Years 6 Months 3 Weeks (approx)","Male",
"2018-12-02T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Tortoiseshell / White","3 Years 6 Months 3 Weeks","Female",
"2018-12-28T00:00:00.000","Cat","Public","Siamese Mix","Seal Point","3 Years 5 Months 3 Weeks","Male",
"2019-01-09T00:00:00.000","Cat","Public","Domestic Longhair Mix","Grey Tabby","9 Years 5 Months 2 Weeks","Male",
"2019-06-24T00:00:00.000","Cat","Public","Domestic Medium Hair Mix","Orange Tabby / White","4 Years","Male",
"2019-06-24T00:00:00.000","Cat","Public","Domestic Medium Hair Mix","Black / White","3 Years","Female",
"2019-10-19T00:00:00.000","Cat","Public","Siamese Mix","Chocolate Point","6 Years 5 Months 3 Weeks","Male",
"2019-08-26T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Black / White","1 Year 9 Months 4 Weeks (approx)","Male",
"2019-10-29T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Orange Tabby / White","4 Years 7 Months 3 Weeks (approx)","Male",
"2019-11-09T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Grey / White","2 Years 7 Months 2 Weeks (approx)","Male",
"2019-11-18T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Torbie","8 Years 7 Months","Female",
"2019-07-29T00:00:00.000","Dog","Public","Siberian Husky Mix","Black / White","1 Year 4 Months 3 Weeks","Male",
"2017-11-01T00:00:00.000","Dog","Public","Siberian Husky Mix","Tan / Brown","5 Years 4 Months","Female",
"2017-01-11T00:00:00.000","Dog","Public","Poodle Toy Mix","White","7 Years 11 Months 1 Week","Female",
"2017-04-13T00:00:00.000","Dog","Public","American Staffy Mix","Black / White","6 Years 2 Months 1 Week (approx)","Male",
"2018-12-11T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","White / Brown Tabby","1 Year 11 Months 1 Week (approx)","Male",
"2018-05-11T00:00:00.000","Kitten","Public","Snowshoe Mix","Lynx Point / White","2 Years 3 Months 3 Weeks","Male",
"2016-06-20T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Black","4 Years 3 Months 2 Weeks","Male",
"2016-09-22T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Grey Tabby","4 Years 2 Months","Male",
"2016-11-20T00:00:00.000","Puppy","Public","Border Collie Mix","Black / White","4 Years 3 Months","Male",
"2012-01-19T00:00:00.000","Cat","Agency","Domestic Medium Hair Mix","Orange Tabby / White",,"Male",
"2012-01-19T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Orange Tabby / White",,"Male",
"2012-02-14T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","White","9 Years 3 Months 1 Week (approx)","Female",
"2012-03-12T00:00:00.000","Cat","Agency","Domestic Longhair Mix","Brown Tabby / White","10 Years 3 Months 1 Week (approx)","Male",
"2012-08-16T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Brown Tabby / White","9 Years 10 Months 1 Week (approx)","Female",
"2012-08-16T00:00:00.000","Cat","Agency","Domestic Longhair Mix","Orange Tabby / White",,"Unknown",
"2013-03-20T00:00:00.000","Cat","Agency","Domestic Medium Hair Mix",,"8 Years 3 Months","Male",
"2012-11-07T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Black","8 Years 7 Months 2 Weeks (approx)","Male",
"2013-02-04T00:00:00.000","Cat","Agency","Domestic Short Hair Mix",,"10 Years 4 Months 2 Weeks","Female",
"2013-02-06T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Tortoiseshell","3 Years 3 Months 1 Week (approx)","Female",
